timestamp,symbol,bid_qty_1,ask_qty_1,nobi_1,bid_qty_5,ask_qty_5,nobi_5,bid_qty_20,ask_qty_20,nobi_20,mid_price,spread_bps,best_bid,best_ask
2026-05-04T14:21:00Z,ETHUSDT,1.120000,21.138800,-0.899366,1.251000,43.609200,-0.944227,36.349900,85.647800,-0.404089,2342.5350,0.04,2342.5300,2342.5400
2026-05-04T14:36:01Z,ETHUSDT,33.153800,18.573900,0.281859,46.592400,19.032300,0.419965,122.324100,19.307000,0.727362,2352.6950,0.04,2352.6900,2352.7000
2026-05-04T14:51:01Z,ETHUSDT,12.946700,0.003700,0.999429,33.129400,0.398900,0.976205,172.627700,0.792100,0.990865,2372.3450,0.04,2372.3400,2372.3500
2026-05-04T15:06:02Z,ETHUSDT,46.276300,6.963600,0.738407,46.983800,7.030900,0.739667,103.585300,15.735800,0.736244,2371.2850,0.04,2371.2800,2371.2900
2026-05-04T15:21:02Z,ETHUSDT,8.014300,40.834200,-0.671871,8.050800,57.027300,-0.752580,14.547300,61.385000,-0.616835,2349.8450,0.04,2349.8400,2349.8500
2026-05-04T15:36:03Z,ETHUSDT,17.585100,33.994100,-0.318132,31.754000,40.758700,-0.124181,35.319000,99.931500,-0.477725,2344.4550,0.04,2344.4500,2344.4600
2026-05-04T15:51:03Z,ETHUSDT,44.281100,12.817900,0.551029,44.336700,12.838100,0.550918,92.672000,26.938200,0.549567,2346.0150,0.04,2346.0100,2346.0200
2026-05-04T16:06:04Z,ETHUSDT,2.070200,65.316200,-0.938557,11.693100,65.570800,-0.697320,26.502200,107.670200,-0.604953,2346.6850,0.04,2346.6800,2346.6900
2026-05-04T16:21:05Z,ETHUSDT,38.370200,4.642100,0.784150,54.460500,9.350400,0.706934,81.578800,14.924400,0.690696,2360.0950,0.04,2360.0900,2360.1000
2026-05-04T16:36:05Z,ETHUSDT,44.350400,1.345500,0.941111,46.896200,1.396100,0.942181,132.132900,10.769400,0.849276,2357.1150,0.04,2357.1100,2357.1200
2026-05-04T16:51:06Z,ETHUSDT,16.106300,18.814900,-0.077563,23.605100,21.044900,0.057339,49.240400,44.340100,0.052365,2357.0750,0.04,2357.0700,2357.0800
2026-05-04T17:06:06Z,ETHUSDT,56.583100,3.473100,0.884338,68.985900,10.621400,0.733155,87.815200,19.127400,0.642287,2359.7450,0.04,2359.7400,2359.7500
2026-05-04T17:21:07Z,ETHUSDT,39.218200,12.384900,0.519994,56.199200,12.409000,0.638265,100.347200,14.758400,0.743568,2366.8950,0.04,2366.8900,2366.9000
2026-05-04T17:36:07Z,ETHUSDT,20.665400,28.159600,-0.153491,20.683400,29.773100,-0.180149,71.505100,38.023900,0.305683,2366.2150,0.04,2366.2100,2366.2200
2026-05-04T17:51:08Z,ETHUSDT,31.528000,28.947400,0.042672,35.862500,28.973100,0.106260,53.821100,30.344400,0.278935,2374.9250,0.04,2374.9200,2374.9300
2026-05-04T18:06:08Z,ETHUSDT,50.143000,21.880000,0.392416,73.737300,25.199200,0.490599,105.387700,38.710600,0.462720,2370.4650,0.04,2370.4600,2370.4700
2026-05-04T18:21:09Z,ETHUSDT,5.199400,18.238700,-0.556329,5.277400,18.337200,-0.553039,16.610900,39.287600,-0.405676,2369.3150,0.04,2369.3100,2369.3200
2026-05-04T18:36:09Z,ETHUSDT,48.058600,14.092600,0.546506,53.171000,14.124700,0.580220,78.977300,22.667300,0.553989,2363.8650,0.04,2363.8600,2363.8700
2026-05-04T18:51:10Z,ETHUSDT,23.086000,21.435300,0.037077,23.109300,21.486400,0.036391,65.859300,26.629700,0.424154,2361.0750,0.04,2361.0700,2361.0800
2026-05-04T19:06:11Z,ETHUSDT,16.551700,3.859100,0.621857,16.565300,3.870500,0.621204,41.715400,15.774100,0.451235,2361.4750,0.04,2361.4700,2361.4800
2026-05-04T19:21:11Z,ETHUSDT,34.260400,2.190700,0.879801,34.278900,7.573800,0.638074,82.785800,17.114200,0.657373,2359.1050,0.04,2359.1000,2359.1100
2026-05-04T19:36:12Z,ETHUSDT,25.244300,3.944300,0.729737,30.697800,3.979400,0.770489,44.883400,15.211500,0.493751,2358.0550,0.04,2358.0500,2358.0600
2026-05-04T19:51:12Z,ETHUSDT,26.579000,21.010200,0.117018,38.992100,21.029100,0.299278,49.598900,71.277600,-0.179346,2354.8550,0.04,2354.8500,2354.8600
2026-05-04T20:06:13Z,ETHUSDT,9.735700,15.215800,-0.219630,9.770900,19.661700,-0.336049,51.909900,51.088500,0.007975,2354.0550,0.04,2354.0500,2354.0600
2026-05-04T20:21:13Z,ETHUSDT,18.435500,6.192000,0.497147,21.369200,14.487600,0.191919,73.111700,72.173900,0.006455,2349.9550,0.04,2349.9500,2349.9600
2026-05-04T20:36:14Z,ETHUSDT,55.902400,17.615500,0.520783,62.026100,17.650000,0.556956,122.758200,37.521800,0.531797,2350.8550,0.04,2350.8500,2350.8600
2026-05-04T20:51:14Z,ETHUSDT,23.744100,30.524000,-0.124933,23.781400,41.915800,-0.276030,42.180000,72.256200,-0.262821,2350.7450,0.04,2350.7400,2350.7500
2026-05-04T21:06:15Z,ETHUSDT,33.646100,14.723500,0.391209,37.208300,15.023200,0.424746,54.595700,32.877100,0.248290,2353.8450,0.04,2353.8400,2353.8500
2026-05-04T21:21:15Z,ETHUSDT,20.954600,17.982100,0.076342,25.126500,27.133900,-0.038411,58.395900,45.423400,0.124953,2357.1250,0.04,2357.1200,2357.1300
2026-05-04T21:36:16Z,ETHUSDT,14.338200,51.289900,-0.563047,14.372500,82.420900,-0.703027,25.621500,139.095800,-0.688903,2362.2150,0.04,2362.2100,2362.2200
2026-05-04T21:51:16Z,ETHUSDT,8.298600,6.505100,0.121152,11.329600,6.643300,0.260743,52.755000,17.665800,0.498279,2363.8050,0.04,2363.8000,2363.8100
2026-05-04T22:06:17Z,ETHUSDT,7.152900,41.513200,-0.706042,7.243000,62.199900,-0.791397,16.733700,99.010700,-0.710851,2363.0650,0.04,2363.0600,2363.0700
2026-05-04T22:21:18Z,ETHUSDT,16.403200,9.320000,0.275362,16.524000,11.385000,0.184134,36.259200,22.583100,0.232420,2361.1050,0.04,2361.1000,2361.1100
2026-05-04T22:36:18Z,ETHUSDT,73.989300,0.666000,0.982158,104.669300,0.682300,0.987047,154.150900,7.570500,0.906376,2357.6550,0.04,2357.6500,2357.6600
2026-05-04T22:51:19Z,ETHUSDT,22.989900,19.257500,0.088346,23.359100,19.277900,0.095720,32.965200,50.693000,-0.211907,2357.6450,0.04,2357.6400,2357.6500
2026-05-04T23:06:19Z,ETHUSDT,9.056900,52.003200,-0.703345,24.139100,72.161300,-0.498671,40.633700,118.300400,-0.488672,2350.9750,0.04,2350.9700,2350.9800
2026-05-04T23:21:20Z,ETHUSDT,17.531100,17.212900,0.009158,33.961600,26.053300,0.131772,57.677400,65.476200,-0.063326,2350.5850,0.04,2350.5800,2350.5900
2026-05-04T23:36:20Z,ETHUSDT,13.859400,68.253500,-0.662431,14.040300,73.216200,-0.678183,20.620300,138.106700,-0.740179,2347.0750,0.04,2347.0700,2347.0800
2026-05-04T23:51:21Z,ETHUSDT,6.108600,34.899000,-0.702075,14.658800,40.845100,-0.471792,22.596300,62.847900,-0.471086,2346.8350,0.04,2346.8300,2346.8400
2026-05-05T00:06:21Z,ETHUSDT,29.111900,22.500000,0.128108,29.255100,31.114700,-0.030803,35.869600,41.467500,-0.072383,2350.5250,0.04,2350.5200,2350.5300
2026-05-05T00:21:22Z,ETHUSDT,21.214000,53.799800,-0.434397,22.937200,68.912100,-0.500547,28.979100,116.897900,-0.602691,2350.0150,0.04,2350.0100,2350.0200
2026-05-05T00:36:22Z,ETHUSDT,21.386800,13.180700,0.237394,42.807300,17.493400,0.419794,75.166000,24.682100,0.505607,2354.0150,0.04,2354.0100,2354.0200
