ep,cp,window,ret_pct,sharpe,max_dd_pct,trades,win_rate,pass
24,6,2,-37.8411,-1.4666,39.82,67,0.0000,0
24,7,0,-58.9955,-2.0057,59.64,87,0.0000,0
24,7,1,-74.7417,-2.3723,74.74,91,0.0000,0
24,7,2,-37.2142,-1.5042,38.28,67,0.0000,0
24,8,0,-57.2379,-2.0315,57.75,90,0.0000,0
24,8,1,-74.0430,-2.3670,74.04,92,0.0000,0
24,8,2,-37.8506,-1.4753,39.80,70,0.0000,0
24,9,0,-54.6270,-1.9852,55.20,90,0.0000,0
24,9,1,-73.1504,-2.3905,73.15,94,0.0000,0
24,9,2,-37.3187,-1.3019,40.53,70,0.0000,0
24,10,0,-56.1689,-2.1142,56.71,91,0.0000,0
24,10,1,-74.7114,-2.4592,74.71,99,0.0000,0
24,10,2,-35.3616,-1.2221,40.25,70,0.0000,0
24,11,0,-55.7127,-2.1064,56.25,92,0.0000,0
24,11,1,-74.6782,-2.4982,74.68,103,0.0000,0
24,11,2,-36.9479,-1.4002,38.72,71,0.0000,0
24,12,0,-53.6281,-2.0117,54.11,91,0.0000,0
24,12,1,-75.7391,-2.4782,75.75,105,0.0000,0
24,12,2,-35.6183,-1.3759,38.27,73,0.0000,0
24,13,0,-55.0549,-2.0802,55.47,95,0.0000,0
24,13,1,-74.2857,-2.4686,74.30,107,0.0000,0
24,13,2,-36.1255,-1.3934,39.04,71,0.0000,0
24,14,0,-55.5272,-2.0608,55.93,96,0.0000,0
24,14,1,-74.6304,-2.4833,74.65,108,0.0000,0
24,14,2,-40.7124,-1.5233,42.65,73,0.0000,0
24,15,0,-57.7262,-2.1153,58.18,100,0.0000,0
24,15,1,-72.9717,-2.4328,73.02,109,0.0000,0
24,15,2,-38.1469,-1.4767,41.44,76,0.0000,0
24,16,0,-58.0415,-2.1561,58.50,101,0.0000,0
24,16,1,-71.6831,-2.3633,71.80,108,0.0000,0
24,16,2,-39.4609,-1.5191,40.52,77,0.0000,0
24,17,0,-57.2278,-2.1134,57.51,101,0.0000,0
24,17,1,-69.5132,-2.3587,69.70,106,0.0000,0
24,17,2,-36.9573,-1.4412,38.07,77,0.0000,0
24,18,0,-56.4336,-2.1240,56.77,99,0.0000,0
24,18,1,-66.9329,-2.2611,68.10,108,0.0000,0
24,18,2,-34.7794,-1.3457,36.85,79,0.0000,0
24,19,0,-56.6252,-2.1042,56.95,100,0.0000,0
24,19,1,-67.1777,-2.2580,68.26,110,0.0000,0
24,19,2,-33.2677,-1.2460,36.16,79,0.0000,0
24,20,0,-54.5140,-2.0446,54.97,101,0.0000,0
24,20,1,-67.5851,-2.2623,68.58,109,0.0000,0
24,20,2,-38.1763,-1.4422,39.48,77,0.0000,0
25,5,0,-57.9603,-1.7986,58.69,82,0.0000,0
25,5,1,-74.1510,-2.2517,74.55,84,0.0000,0
25,5,2,-24.1193,-1.0205,29.57,66,0.0000,0
25,6,0,-60.3601,-1.9444,60.98,86,0.0000,0
25,6,1,-74.5369,-2.2949,74.65,88,0.0000,0
25,6,2,-32.8407,-1.3379,35.53,66,0.0000,0
25,7,0,-59.0724,-2.0044,59.72,86,0.0000,0
25,7,1,-74.6348,-2.3626,74.63,89,0.0000,0
25,7,2,-34.4922,-1.4287,36.20,67,0.0000,0
25,8,0,-57.6200,-2.0441,58.14,89,0.0000,0
25,8,1,-73.9257,-2.3565,73.93,90,0.0000,0
25,8,2,-34.3550,-1.3670,37.06,69,0.0000,0
25,9,0,-55.1343,-2.0039,55.71,89,0.0000,0
25,9,1,-73.1092,-2.3862,73.11,92,0.0000,0
25,9,2,-35.1667,-1.2288,38.66,69,0.0000,0
25,10,0,-56.8285,-2.1432,57.37,90,0.0000,0
25,10,1,-74.6073,-2.4501,74.61,97,0.0000,0
25,10,2,-35.2221,-1.2128,40.09,71,0.0000,0
25,11,0,-56.3916,-2.1394,56.93,91,0.0000,0
25,11,1,-74.5574,-2.4874,74.56,101,0.0000,0
25,11,2,-36.7405,-1.3957,38.90,72,0.0000,0
25,12,0,-54.3493,-2.0464,54.83,90,0.0000,0
25,12,1,-75.6120,-2.4674,75.62,103,0.0000,0
25,12,2,-35.1726,-1.3580,38.17,73,0.0000,0
25,13,0,-55.6409,-2.1066,56.05,94,0.0000,0
25,13,1,-74.2010,-2.4613,74.22,105,0.0000,0
25,13,2,-35.6793,-1.3717,38.93,71,0.0000,0
25,14,0,-56.0745,-2.0882,56.47,95,0.0000,0
25,14,1,-74.5298,-2.4745,74.55,106,0.0000,0
25,14,2,-38.8369,-1.4737,41.22,72,0.0000,0
25,15,0,-58.2068,-2.1399,58.66,99,0.0000,0
25,15,1,-72.8410,-2.4214,72.89,107,0.0000,0
25,15,2,-36.1928,-1.4275,40.01,74,0.0000,0
25,16,0,-58.4510,-2.1781,58.90,100,0.0000,0
25,16,1,-71.5583,-2.3528,71.68,106,0.0000,0
25,16,2,-37.6381,-1.4799,39.05,75,0.0000,0
25,17,0,-57.6834,-2.1375,57.96,100,0.0000,0
25,17,1,-69.3895,-2.3490,69.58,104,0.0000,0
25,17,2,-34.5595,-1.3814,36.09,75,0.0000,0
25,18,0,-56.7485,-2.1400,57.08,98,0.0000,0
25,18,1,-66.8135,-2.2516,67.99,106,0.0000,0
25,18,2,-32.2839,-1.2782,34.85,77,0.0000,0
25,19,0,-56.9821,-2.1228,57.30,99,0.0000,0
25,19,1,-67.0468,-2.2477,68.13,108,0.0000,0
25,19,2,-30.9223,-1.1901,34.24,77,0.0000,0
25,20,0,-54.8534,-2.0623,55.31,100,0.0000,0
25,20,1,-67.4581,-2.2522,68.46,107,0.0000,0
25,20,2,-34.5896,-1.3531,36.33,75,0.0000,0
26,5,0,-57.4045,-1.8086,58.14,80,0.0000,0
26,5,1,-74.3018,-2.2692,74.70,85,0.0000,0
26,5,2,-24.7626,-1.0469,30.10,65,0.0000,0
26,6,0,-61.3593,-1.9572,61.91,85,0.0000,0
26,6,1,-75.1510,-2.3153,75.25,89,0.0000,0
26,6,2,-33.4860,-1.3580,36.12,65,0.0000,0
26,7,0,-57.3944,-1.8846,58.06,85,0.0000,0
26,7,1,-74.4025,-2.3364,74.40,88,0.0000,0
26,7,2,-35.1135,-1.4404,36.79,65,0.0000,0
26,8,0,-57.8944,-2.0029,58.38,88,0.0000,0
26,8,1,-73.6047,-2.3350,73.60,89,0.0000,0
26,8,2,-34.8575,-1.3803,37.50,67,0.0000,0
26,9,0,-55.5995,-1.9817,56.14,88,0.0000,0
26,9,1,-72.9190,-2.3651,72.92,91,0.0000,0
26,9,2,-35.5613,-1.2379,39.02,67,0.0000,0
26,10,0,-56.5821,-2.0897,57.10,90,0.0000,0
26,10,1,-74.2295,-2.4298,74.23,96,0.0000,0
26,10,2,-35.4163,-1.2157,40.26,69,0.0000,0
26,11,0,-56.0907,-2.0833,56.61,90,0.0000,0
26,11,1,-73.6028,-2.4362,73.60,99,0.0000,0
26,11,2,-36.7438,-1.3943,38.90,70,0.0000,0
26,12,0,-54.8148,-2.0188,55.28,89,0.0000,0
26,12,1,-75.3510,-2.4488,75.36,102,0.0000,0
26,12,2,-35.0668,-1.3523,38.07,71,0.0000,0
26,13,0,-56.2026,-2.0709,56.60,93,0.0000,0
26,13,1,-73.3087,-2.4165,73.33,103,0.0000,0
26,13,2,-36.1343,-1.3860,39.35,70,0.0000,0
26,14,0,-58.0137,-2.1440,58.40,94,0.0000,0
26,14,1,-73.7412,-2.4283,73.77,104,0.0000,0
26,14,2,-39.4807,-1.4886,41.81,71,0.0000,0
26,15,0,-60.1593,-2.1945,60.59,98,0.0000,0
26,15,1,-72.0469,-2.3755,72.10,105,0.0000,0
26,15,2,-36.7815,-1.4423,40.54,73,0.0000,0
26,16,0,-59.5487,-2.2144,59.99,99,0.0000,0
26,16,1,-70.7424,-2.3083,70.88,104,0.0000,0
26,16,2,-38.1655,-1.4938,39.52,74,0.0000,0
26,17,0,-58.0483,-2.1771,58.33,100,0.0000,0
26,17,1,-68.9339,-2.3275,69.13,103,0.0000,0
26,17,2,-35.1504,-1.3983,36.62,74,0.0000,0
26,18,0,-56.4416,-2.1472,56.79,97,0.0000,0
26,18,1,-66.1598,-2.2270,67.42,105,0.0000,0
26,18,2,-32.7603,-1.2914,35.27,76,0.0000,0
26,19,0,-57.4994,-2.1422,57.82,98,0.0000,0
26,19,1,-66.4989,-2.2267,67.66,107,0.0000,0
26,19,2,-31.2564,-1.1992,34.53,76,0.0000,0
26,20,0,-54.8322,-2.0720,55.28,99,0.0000,0
26,20,1,-66.8672,-2.2313,67.93,106,0.0000,0
26,20,2,-34.9460,-1.3624,36.63,74,0.0000,0
27,5,0,-57.1132,-1.8115,57.87,80,0.0000,0
27,5,1,-73.8971,-2.2696,74.31,85,0.0000,0
27,5,2,-24.1143,-1.0286,29.50,65,0.0000,0
27,6,0,-60.9528,-1.9585,61.53,85,0.0000,0
27,6,1,-74.7628,-2.3186,74.87,89,0.0000,0
27,6,2,-32.6562,-1.3404,35.35,65,0.0000,0
27,7,0,-57.0656,-1.8844,57.75,85,0.0000,0
27,7,1,-74.0768,-2.3339,74.08,88,0.0000,0
27,7,2,-34.0939,-1.4082,35.80,64,0.0000,0
27,8,0,-56.6954,-1.9713,57.69,87,0.0000,0
27,8,1,-73.6669,-2.3357,73.67,89,0.0000,0
27,8,2,-34.1186,-1.3756,36.78,67,0.0000,0
27,9,0,-55.4860,-1.9843,56.04,88,0.0000,0
27,9,1,-72.9646,-2.3657,72.96,91,0.0000,0
27,9,2,-34.8907,-1.2182,38.41,67,0.0000,0
27,10,0,-55.5466,-2.0629,56.79,89,0.0000,0
27,10,1,-74.2683,-2.4303,74.27,96,0.0000,0
27,10,2,-33.2724,-1.1210,38.86,68,0.0000,0
27,11,0,-55.0829,-2.0560,56.38,89,0.0000,0
27,11,1,-73.6422,-2.4366,73.64,99,0.0000,0
27,11,2,-35.6981,-1.3654,37.88,69,0.0000,0
27,12,0,-53.8001,-1.9916,55.12,88,0.0000,0
27,12,1,-75.3802,-2.4494,75.39,102,0.0000,0
27,12,2,-33.7449,-1.2552,37.35,70,0.0000,0
27,13,0,-55.1477,-2.0421,56.51,92,0.0000,0
27,13,1,-73.3386,-2.4171,73.36,103,0.0000,0
27,13,2,-35.7642,-1.3704,39.02,69,0.0000,0
27,14,0,-57.9819,-2.1439,58.37,94,0.0000,0
27,14,1,-73.7659,-2.4288,73.79,104,0.0000,0
27,14,2,-38.9253,-1.4675,41.30,70,0.0000,0
27,15,0,-60.1316,-2.1943,60.56,98,0.0000,0
27,15,1,-72.0704,-2.3759,72.12,105,0.0000,0
27,15,2,-36.1662,-1.4209,40.01,72,0.0000,0
27,16,0,-59.5229,-2.2143,59.96,99,0.0000,0
27,16,1,-70.7652,-2.3088,70.90,104,0.0000,0
27,16,2,-37.7296,-1.4797,39.09,74,0.0000,0
27,17,0,-58.0236,-2.1770,58.30,100,0.0000,0
27,17,1,-68.9544,-2.3277,69.15,103,0.0000,0
27,17,2,-35.1389,-1.4014,36.61,74,0.0000,0
27,18,0,-56.4171,-2.1471,56.79,97,0.0000,0
27,18,1,-66.1775,-2.2273,67.44,105,0.0000,0
27,18,2,-32.1947,-1.2781,34.68,76,0.0000,0
27,19,0,-57.4749,-2.1420,57.82,98,0.0000,0
27,19,1,-66.5169,-2.2270,67.67,107,0.0000,0
27,19,2,-30.2581,-1.1702,33.54,75,0.0000,0
27,20,0,-54.8085,-2.0717,55.28,99,0.0000,0
27,20,1,-66.8892,-2.2316,67.95,106,0.0000,0
27,20,2,-34.0080,-1.3350,35.70,73,0.0000,0
28,5,0,-56.5169,-1.7852,57.29,74,0.0000,0
28,5,1,-73.0722,-2.2700,73.47,84,0.0000,0
28,5,2,-23.4408,-0.9856,28.88,61,0.0000,0
28,6,0,-58.4743,-1.8446,59.14,79,0.0000,0
28,6,1,-73.8863,-2.3390,74.00,88,0.0000,0
28,6,2,-31.0482,-1.2728,33.74,62,0.0000,0
28,7,0,-59.0458,-2.0079,59.61,79,0.0000,0
28,7,1,-73.5917,-2.3476,73.59,87,0.0000,0
28,7,2,-32.8234,-1.3427,34.52,61,0.0000,0
28,8,0,-56.1568,-2.0008,57.13,81,0.0000,0
28,8,1,-73.9289,-2.3582,73.93,88,0.0000,0
28,8,2,-33.2294,-1.3220,35.93,64,0.0000,0
28,9,0,-55.5900,-2.0370,56.07,82,0.0000,0
28,9,1,-72.8443,-2.3799,72.84,90,0.0000,0
28,9,2,-33.6186,-1.1521,37.13,64,0.0000,0
28,10,0,-54.8530,-2.0350,56.09,83,0.0000,0
28,10,1,-74.0077,-2.4478,74.01,95,0.0000,0
28,10,2,-32.2284,-1.0595,37.85,65,0.0000,0
28,11,0,-54.4231,-2.0287,55.72,83,0.0000,0
28,11,1,-73.3495,-2.4556,73.35,98,0.0000,0
28,11,2,-35.0435,-1.3213,37.22,67,0.0000,0
28,12,0,-52.2287,-1.9311,53.53,82,0.0000,0
28,12,1,-75.0500,-2.4718,75.06,101,0.0000,0
28,12,2,-33.2214,-1.2122,36.82,68,0.0000,0
28,13,0,-52.6885,-1.9574,54.15,86,0.0000,0
28,13,1,-72.9316,-2.4406,72.95,102,0.0000,0
28,13,2,-35.7099,-1.3671,38.93,69,0.0000,0
28,14,0,-54.5618,-1.9920,54.97,88,0.0000,0
28,14,1,-73.4601,-2.4497,73.49,103,0.0000,0
28,14,2,-38.7110,-1.4622,41.07,70,0.0000,0
28,15,0,-57.7013,-2.0713,58.14,92,0.0000,0
28,15,1,-71.6897,-2.3953,71.75,104,0.0000,0
28,15,2,-36.0055,-1.4169,39.81,72,0.0000,0
28,16,0,-57.0145,-2.0782,57.47,93,0.0000,0
28,16,1,-70.3939,-2.3276,70.53,103,0.0000,0
28,16,2,-37.5670,-1.4750,38.95,74,0.0000,0
28,17,0,-55.0915,-2.0094,55.39,94,0.0000,0
28,17,1,-68.4765,-2.3527,68.68,102,0.0000,0
28,17,2,-35.0020,-1.3970,36.50,74,0.0000,0
28,18,0,-54.5098,-2.0145,54.89,91,0.0000,0
28,18,1,-66.2479,-2.2884,66.91,104,0.0000,0
28,18,2,-31.4697,-1.2465,33.98,75,0.0000,0
28,19,0,-55.2973,-2.0213,55.63,92,0.0000,0
28,19,1,-65.9020,-2.2570,67.10,106,0.0000,0
28,19,2,-28.9371,-1.1098,32.28,75,0.0000,0
28,20,0,-54.0843,-2.0347,54.55,93,0.0000,0
28,20,1,-66.3344,-2.2563,67.44,105,0.0000,0
28,20,2,-33.5108,-1.3114,35.20,74,0.0000,0
29,5,0,-56.4215,-1.7744,57.19,72,0.0000,0
29,5,1,-72.4031,-2.2335,72.83,82,0.0000,0
29,5,2,-23.4408,-0.9856,28.88,61,0.0000,0
29,6,0,-58.7926,-1.8837,59.45,76,0.0000,0
29,6,1,-74.2155,-2.3029,74.32,86,0.0000,0
29,6,2,-31.0482,-1.2728,33.74,62,0.0000,0
29,7,0,-59.2250,-2.0326,59.79,76,0.0000,0
29,7,1,-73.7885,-2.3268,73.79,85,0.0000,0
29,7,2,-32.8234,-1.3427,34.52,61,0.0000,0
29,8,0,-56.2565,-2.0137,57.22,78,0.0000,0
29,8,1,-73.0721,-2.3252,73.07,86,0.0000,0
29,8,2,-33.2294,-1.3220,35.93,64,0.0000,0
29,9,0,-55.5657,-2.0434,56.04,79,0.0000,0
29,9,1,-72.3651,-2.3518,72.37,87,0.0000,0
29,9,2,-33.6186,-1.1521,37.13,64,0.0000,0
29,10,0,-55.0870,-2.0600,56.32,80,0.0000,0
29,10,1,-73.7126,-2.4288,73.71,92,0.0000,0
29,10,2,-32.2284,-1.0595,37.85,65,0.0000,0
29,11,0,-54.7957,-2.0611,56.08,80,0.0000,0
29,11,1,-73.1719,-2.4437,73.17,96,0.0000,0
29,11,2,-35.0435,-1.3213,37.22,67,0.0000,0
29,12,0,-52.7439,-1.9682,54.04,79,0.0000,0
29,12,1,-74.8969,-2.4603,74.91,99,0.0000,0
29,12,2,-33.2214,-1.2122,36.82,68,0.0000,0
29,13,0,-53.0950,-1.9946,54.55,83,0.0000,0
29,13,1,-72.8589,-2.4342,72.88,100,0.0000,0
29,13,2,-35.7099,-1.3671,38.93,69,0.0000,0
29,14,0,-54.9633,-2.0213,55.37,85,0.0000,0
29,14,1,-73.4499,-2.4472,73.48,101,0.0000,0
29,14,2,-38.7110,-1.4622,41.07,70,0.0000,0
29,15,0,-58.1685,-2.1055,58.63,89,0.0000,0
29,15,1,-71.7648,-2.3981,71.82,102,0.0000,0
29,15,2,-36.0055,-1.4169,39.81,72,0.0000,0
29,16,0,-57.4494,-2.1204,57.90,90,0.0000,0
29,16,1,-70.5473,-2.3354,70.65,101,0.0000,0
29,16,2,-37.5670,-1.4750,38.95,74,0.0000,0
29,17,0,-55.5968,-2.0564,55.88,91,0.0000,0
29,17,1,-68.7630,-2.3684,68.89,100,0.0000,0
29,17,2,-35.0020,-1.3970,36.50,74,0.0000,0
29,18,0,-54.9996,-2.0592,55.37,88,0.0000,0
29,18,1,-66.6280,-2.3066,67.20,102,0.0000,0
29,18,2,-31.4697,-1.2465,33.98,75,0.0000,0
29,19,0,-55.7686,-2.0633,56.10,89,0.0000,0
29,19,1,-66.2920,-2.2746,67.37,104,0.0000,0
29,19,2,-28.9371,-1.1098,32.28,75,0.0000,0
29,20,0,-53.6976,-2.0079,54.16,90,0.0000,0
29,20,1,-66.6984,-2.2730,67.70,103,0.0000,0
29,20,2,-33.5108,-1.3114,35.20,74,0.0000,0
30,5,0,-56.6272,-1.7845,57.39,72,0.0000,0
30,5,1,-72.9162,-2.2284,73.33,82,0.0000,0
30,5,2,-21.2938,-0.9472,26.64,59,0.0000,0
30,6,0,-59.2735,-1.9066,59.93,76,0.0000,0
30,6,1,-74.3459,-2.3055,74.44,86,0.0000,0
30,6,2,-29.6925,-1.2428,32.25,60,0.0000,0
30,7,0,-59.0403,-2.0241,59.60,76,0.0000,0
30,7,1,-74.3596,-2.3245,74.36,85,0.0000,0
30,7,2,-32.0969,-1.3364,33.60,59,0.0000,0
30,8,0,-56.0868,-2.0057,57.05,78,0.0000,0
30,8,1,-73.0034,-2.3253,73.00,86,0.0000,0
30,8,2,-32.6647,-1.3228,35.17,62,0.0000,0
30,9,0,-55.4172,-2.0360,55.90,79,0.0000,0
30,9,1,-72.3057,-2.3520,72.31,87,0.0000,0
30,9,2,-33.8755,-1.1765,37.27,63,0.0000,0
30,10,0,-54.9460,-2.0529,56.18,80,0.0000,0
30,10,1,-73.6653,-2.4288,73.67,92,0.0000,0
30,10,2,-32.3508,-1.0762,37.90,64,0.0000,0
30,11,0,-54.6736,-2.0542,55.96,80,0.0000,0
30,11,1,-73.1241,-2.4438,73.12,96,0.0000,0
30,11,2,-34.8746,-1.3234,37.00,66,0.0000,0
30,12,0,-52.6282,-1.9624,53.92,79,0.0000,0
30,12,1,-74.8557,-2.4601,74.86,99,0.0000,0
30,12,2,-32.9410,-1.2096,36.52,67,0.0000,0
30,13,0,-53.0004,-1.9897,54.45,83,0.0000,0
30,13,1,-72.8192,-2.4343,72.84,100,0.0000,0
30,13,2,-35.6332,-1.3645,38.81,67,0.0000,0
30,14,0,-53.7571,-1.9784,54.18,85,0.0000,0
30,14,1,-73.4142,-2.4474,73.44,101,0.0000,0
30,14,2,-38.4794,-1.4531,40.78,68,0.0000,0
30,15,0,-57.0419,-2.0617,57.51,89,0.0000,0
30,15,1,-71.7288,-2.3983,71.79,102,0.0000,0
30,15,2,-35.8571,-1.4118,39.62,70,0.0000,0
30,16,0,-56.2971,-2.0750,56.76,90,0.0000,0
30,16,1,-70.5128,-2.3355,70.62,101,0.0000,0
30,16,2,-37.4807,-1.4727,38.87,72,0.0000,0
30,17,0,-54.4141,-2.0094,54.72,91,0.0000,0
30,17,1,-68.7287,-2.3686,68.86,100,0.0000,0
30,17,2,-35.0046,-1.3984,36.50,72,0.0000,0
30,18,0,-53.7968,-2.0112,54.19,88,0.0000,0
30,18,1,-66.5954,-2.3066,67.17,102,0.0000,0
30,18,2,-31.5148,-1.2497,33.99,73,0.0000,0
30,19,0,-54.5392,-2.0137,54.90,89,0.0000,0
30,19,1,-66.2589,-2.2745,67.34,104,0.0000,0
30,19,2,-29.8994,-1.1399,32.49,73,0.0000,0
30,20,0,-52.4484,-1.9564,52.94,90,0.0000,0
30,20,1,-66.6683,-2.2730,67.67,103,0.0000,0
30,20,2,-33.5830,-1.3164,35.25,72,0.0000,0
