step,equity
0,1.000000
1,1.000000
2,1.000000
3,1.000000
4,1.000000
5,1.000000
6,1.000000
7,1.000000
8,1.000000
9,1.000000
10,1.000000
11,1.000000
12,0.823609
13,0.823609
14,0.823609
15,0.823609
16,0.823609
17,0.418558
18,0.418558
19,0.418558
20,0.418558
21,0.418558
22,0.418558
23,0.418558
24,0.418558
25,0.418558
26,0.418558
27,0.418558
28,0.418558
29,0.418558
30,0.418558
31,0.418558
32,0.418558
33,0.418558
34,0.418558
35,0.418558
36,0.418558
37,0.418558
38,0.418558
39,0.491643
40,0.491643
41,0.491643
42,0.491643
43,0.491643
44,0.491643
45,0.491643
46,0.491643
47,0.491643
48,0.491643
49,0.491643
50,0.491643
51,0.491643
52,0.491643
53,0.491643
54,0.491643
55,0.491643
56,0.491643
57,0.491643
58,0.491643
59,0.491643
60,0.491643
61,0.491643
62,0.491643
63,0.491643
64,0.491643
65,0.491643
66,1.143805
67,1.143805
68,1.143805
69,1.143805
70,1.716116
71,1.716116
72,1.716116
73,1.716116
74,1.716116
75,1.716116
76,2.091004
77,2.091004
78,2.091004
79,2.091004
80,2.091004
81,2.091004
82,2.091004
83,2.091004
84,2.091004
85,2.091004
86,2.091004
87,2.652876
88,2.652876
89,2.652876
90,2.652876
91,2.652876
92,2.652876
93,3.403487
94,3.403487
