window,trade_equity,sharpe,dd,trades
0,1.869835,9.6316,20.74,11
1,1.141418,2.7859,35.15,13
2,11.316013,10.9345,16.63,14
3,1.028987,2.1266,33.51,13
4,0.506177,-12.3522,51.55,8
5,0.987833,1.2676,44.57,13
6,1.259241,4.2598,22.02,12
