window,trade_equity,sharpe,dd,trades
0,2.491698,12.1198,23.57,8
1,1.223159,7.0363,15.68,9
2,1.657331,5.9261,25.56,12
3,3.250866,8.5674,32.88,14
4,1.735335,17.6458,7.80,8
5,1.079157,4.9997,7.99,7
6,1.373088,9.1861,16.21,8
