window,trade_equity,sharpe,dd,trades
0,3.494892,14.4984,23.57,9
1,5.098295,5.5742,40.49,12
2,1.959676,7.7929,25.56,11
3,3.900768,9.8478,32.88,14
4,1.448788,7.9541,12.61,9
5,1.076011,2.3284,26.09,10
6,0.893265,0.0081,47.18,10
