window,trade_equity,sharpe,dd,trades
0,1.836109,11.8760,16.88,8
1,1.252856,4.9850,17.31,11
2,8.047969,10.3412,16.63,12
3,1.640799,5.8319,32.88,12
4,0.693989,-6.2511,33.57,6
5,1.393672,8.1256,7.99,7
6,1.293821,5.9734,17.42,10
