window,trade_equity,sharpe,dd,trades
0,1.666057,11.3372,7.23,8
1,0.823037,-0.4614,45.59,12
2,10.572727,10.6516,16.63,14
3,3.974792,13.5644,15.66,11
4,1.022475,2.0463,12.61,4
5,1.266785,4.6642,26.09,9
6,1.668051,9.3673,14.86,10
