window,trade_equity,sharpe,dd,trades
0,1.828634,11.8630,6.33,10
1,1.714583,6.5532,30.08,13
2,3.849704,10.2439,16.84,11
3,1.463319,5.1175,31.25,12
4,0.621603,-13.3964,37.84,8
5,1.448840,6.4313,24.74,11
6,1.190751,4.0828,21.57,11
