window,trade_equity,sharpe,dd,trades
0,1.790890,10.7685,9.13,9
1,1.014464,1.3551,35.15,12
2,11.316013,10.9345,16.63,14
3,1.918438,6.0590,36.46,13
4,0.695226,-15.6005,33.45,5
5,0.983232,0.9236,33.70,12
6,1.259241,4.2598,22.02,12
