window,trade_equity,sharpe,dd,trades
0,2.290929,10.9831,20.74,12
1,2.414743,11.6058,14.82,12
2,4.437207,9.6743,17.42,14
3,0.989029,1.4049,37.31,12
4,0.770823,-8.9405,30.22,7
5,1.161459,2.9555,47.20,12
6,1.180951,3.2308,37.79,12
