window,trade_equity,sharpe,dd,trades
0,1.342735,4.7906,24.73,12
1,1.079047,2.2866,56.96,14
2,7.293202,14.0989,13.96,13
3,1.425648,4.5316,45.75,12
4,0.637088,-4.3139,43.26,11
5,1.178997,3.0793,26.16,12
6,0.911374,0.4906,53.07,14
