window,trade_equity,sharpe,dd,trades
0,1.018433,1.8287,37.05,13
1,1.678366,8.5403,17.50,10
2,11.316013,10.9345,16.63,14
3,1.028987,2.1266,33.51,13
4,0.499956,-11.7001,52.15,9
5,1.401570,4.9119,33.70,12
6,1.259241,4.2598,22.02,12
