window,trade_equity,sharpe,dd,trades
0,2.015309,15.9514,9.57,9
1,0.791966,-0.0572,62.69,12
2,16.135706,16.9400,10.42,12
3,1.486739,5.3317,45.75,11
4,0.820094,-1.8997,24.30,10
5,0.904627,0.5758,31.20,9
6,1.066376,1.8947,37.30,12
