window,trade_equity,sharpe,dd,trades
0,1.718505,11.1398,6.33,9
1,1.278364,5.1187,17.31,12
2,9.579536,11.7877,16.63,11
3,1.892058,6.6470,32.88,13
4,0.600327,-7.7271,42.54,8
5,0.894576,0.0575,44.37,11
6,1.303585,6.1548,16.80,10
