mult,universe,pases,avg_sharpe,return_pct,dd_pct,trades
3.60,LargeCaps5,3,4.9219,1276.84,64.45,92
3.60,Legacy3,5,3.2603,1033.47,61.81,123
3.60,LowVolume5,6,18.3043,2032.57,70.43,110
3.60,OldGuard4,4,-5.7770,134.53,61.81,110
3.65,Base5,6,22.9786,820.89,56.33,92
3.65,NoDOGE,3,4.9219,1276.84,64.45,92
3.65,Legacy4,5,4.1618,1061.29,61.81,120
3.65,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.65,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.65,LargeCaps5,3,4.9219,1276.84,64.45,92
3.65,Legacy3,5,3.2603,1033.47,61.81,123
3.65,LowVolume5,6,18.3043,2032.57,70.43,110
3.65,OldGuard4,4,-5.7770,134.53,61.81,110
3.70,Base5,6,22.9786,820.89,56.33,92
3.70,NoDOGE,3,4.9219,1276.84,64.45,92
3.70,Legacy4,5,4.1618,1061.29,61.81,120
3.70,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.70,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.70,LargeCaps5,3,4.9219,1276.84,64.45,92
3.70,Legacy3,5,3.2603,1033.47,61.81,123
3.70,LowVolume5,6,18.3043,2032.57,70.43,110
3.70,OldGuard4,4,-5.7770,134.53,61.81,110
3.75,Base5,6,22.9786,820.89,56.33,92
3.75,NoDOGE,3,4.9219,1276.84,64.45,92
3.75,Legacy4,5,4.1618,1061.29,61.81,120
3.75,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.75,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.75,LargeCaps5,3,4.9219,1276.84,64.45,92
3.75,Legacy3,5,3.2603,1033.47,61.81,123
3.75,LowVolume5,6,18.3043,2032.57,70.43,110
3.75,OldGuard4,4,-5.7770,134.53,61.81,110
3.80,Base5,6,22.9786,820.89,56.33,92
3.80,NoDOGE,3,4.9219,1276.84,64.45,92
3.80,Legacy4,5,4.1618,1061.29,61.81,120
3.80,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.80,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.80,LargeCaps5,3,4.9219,1276.84,64.45,92
3.80,Legacy3,5,3.2603,1033.47,61.81,123
3.80,LowVolume5,6,18.3043,2032.57,70.43,110
3.80,OldGuard4,4,-5.7770,134.53,61.81,110
3.85,Base5,6,22.9786,820.89,56.33,92
3.85,NoDOGE,3,4.9219,1276.84,64.45,92
3.85,Legacy4,5,4.1618,1061.29,61.81,120
3.85,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.85,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.85,LargeCaps5,3,4.9219,1276.84,64.45,92
3.85,Legacy3,5,3.2603,1033.47,61.81,123
3.85,LowVolume5,6,18.3043,2032.57,70.43,110
3.85,OldGuard4,4,-5.7770,134.53,61.81,110
3.90,Base5,6,22.9786,820.89,56.33,92
3.90,NoDOGE,3,4.9219,1276.84,64.45,92
3.90,Legacy4,5,4.1618,1061.29,61.81,120
3.90,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.90,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.90,LargeCaps5,3,4.9219,1276.84,64.45,92
3.90,Legacy3,5,3.2603,1033.47,61.81,123
3.90,LowVolume5,6,18.3043,2032.57,70.43,110
3.90,OldGuard4,4,-5.7770,134.53,61.81,110
3.95,Base5,6,22.9786,820.89,56.33,92
3.95,NoDOGE,3,4.9219,1276.84,64.45,92
3.95,Legacy4,5,4.1618,1061.29,61.81,120
3.95,Legacy5BNB,8,35.6246,2308.38,38.42,122
3.95,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
3.95,LargeCaps5,3,4.9219,1276.84,64.45,92
3.95,Legacy3,5,3.2603,1033.47,61.81,123
3.95,LowVolume5,6,18.3043,2032.57,70.43,110
3.95,OldGuard4,4,-5.7770,134.53,61.81,110
4.00,Base5,6,22.9786,820.89,56.33,92
4.00,NoDOGE,3,4.9219,1276.84,64.45,92
4.00,Legacy4,5,4.1618,1061.29,61.81,120
4.00,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.00,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.00,LargeCaps5,3,4.9219,1276.84,64.45,92
4.00,Legacy3,5,3.2603,1033.47,61.81,123
4.00,LowVolume5,6,18.3043,2032.57,70.43,110
4.00,OldGuard4,4,-5.7770,134.53,61.81,110
4.05,Base5,6,22.9786,820.89,56.33,92
4.05,NoDOGE,3,4.9219,1276.84,64.45,92
4.05,Legacy4,5,4.1618,1061.29,61.81,120
4.05,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.05,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.05,LargeCaps5,3,4.9219,1276.84,64.45,92
4.05,Legacy3,5,3.2603,1033.47,61.81,123
4.05,LowVolume5,6,18.3043,2032.57,70.43,110
4.05,OldGuard4,4,-5.7770,134.53,61.81,110
4.10,Base5,6,22.9786,820.89,56.33,92
4.10,NoDOGE,3,4.9219,1276.84,64.45,92
4.10,Legacy4,5,4.1618,1061.29,61.81,120
4.10,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.10,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.10,LargeCaps5,3,4.9219,1276.84,64.45,92
4.10,Legacy3,5,3.2603,1033.47,61.81,123
4.10,LowVolume5,6,18.3043,2032.57,70.43,110
4.10,OldGuard4,4,-5.7770,134.53,61.81,110
4.15,Base5,6,22.9786,820.89,56.33,92
4.15,NoDOGE,3,4.9219,1276.84,64.45,92
4.15,Legacy4,5,4.1618,1061.29,61.81,120
4.15,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.15,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.15,LargeCaps5,3,4.9219,1276.84,64.45,92
4.15,Legacy3,5,3.2603,1033.47,61.81,123
4.15,LowVolume5,6,18.3043,2032.57,70.43,110
4.15,OldGuard4,4,-5.7770,134.53,61.81,110
4.20,Base5,6,22.9786,820.89,56.33,92
4.20,NoDOGE,3,4.9219,1276.84,64.45,92
4.20,Legacy4,5,4.1618,1061.29,61.81,120
4.20,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.20,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.20,LargeCaps5,3,4.9219,1276.84,64.45,92
4.20,Legacy3,5,3.2603,1033.47,61.81,123
4.20,LowVolume5,6,18.3043,2032.57,70.43,110
4.20,OldGuard4,4,-5.7770,134.53,61.81,110
4.25,Base5,6,22.9786,820.89,56.33,92
4.25,NoDOGE,3,4.9219,1276.84,64.45,92
4.25,Legacy4,5,4.1618,1061.29,61.81,120
4.25,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.25,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.25,LargeCaps5,3,4.9219,1276.84,64.45,92
4.25,Legacy3,5,3.2603,1033.47,61.81,123
4.25,LowVolume5,6,18.3043,2032.57,70.43,110
4.25,OldGuard4,4,-5.7770,134.53,61.81,110
4.30,Base5,6,22.9786,820.89,56.33,92
4.30,NoDOGE,3,4.9219,1276.84,64.45,92
4.30,Legacy4,5,4.1618,1061.29,61.81,120
4.30,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.30,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.30,LargeCaps5,3,4.9219,1276.84,64.45,92
4.30,Legacy3,5,3.2603,1033.47,61.81,123
4.30,LowVolume5,6,18.3043,2032.57,70.43,110
4.30,OldGuard4,4,-5.7770,134.53,61.81,110
4.35,Base5,6,22.9786,820.89,56.33,92
4.35,NoDOGE,3,4.9219,1276.84,64.45,92
4.35,Legacy4,5,4.1618,1061.29,61.81,120
4.35,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.35,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.35,LargeCaps5,3,4.9219,1276.84,64.45,92
4.35,Legacy3,5,3.2603,1033.47,61.81,123
4.35,LowVolume5,6,18.3043,2032.57,70.43,110
4.35,OldGuard4,4,-5.7770,134.53,61.81,110
4.40,Base5,6,22.9786,820.89,56.33,92
4.40,NoDOGE,3,4.9219,1276.84,64.45,92
4.40,Legacy4,5,4.1618,1061.29,61.81,120
4.40,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.40,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.40,LargeCaps5,3,4.9219,1276.84,64.45,92
4.40,Legacy3,5,3.2603,1033.47,61.81,123
4.40,LowVolume5,6,18.3043,2032.57,70.43,110
4.40,OldGuard4,4,-5.7770,134.53,61.81,110
4.45,Base5,6,22.9786,820.89,56.33,92
4.45,NoDOGE,3,4.9219,1276.84,64.45,92
4.45,Legacy4,5,4.1618,1061.29,61.81,120
4.45,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.45,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.45,LargeCaps5,3,4.9219,1276.84,64.45,92
4.45,Legacy3,5,3.2603,1033.47,61.81,123
4.45,LowVolume5,6,18.3043,2032.57,70.43,110
4.45,OldGuard4,4,-5.7770,134.53,61.81,110
4.50,Base5,6,22.9786,820.89,56.33,92
4.50,NoDOGE,3,4.9219,1276.84,64.45,92
4.50,Legacy4,5,4.1618,1061.29,61.81,120
4.50,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.50,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.50,LargeCaps5,3,4.9219,1276.84,64.45,92
4.50,Legacy3,5,3.2603,1033.47,61.81,123
4.50,LowVolume5,6,18.3043,2032.57,70.43,110
4.50,OldGuard4,4,-5.7770,134.53,61.81,110
4.55,Base5,6,22.9786,820.89,56.33,92
4.55,NoDOGE,3,4.9219,1276.84,64.45,92
4.55,Legacy4,5,4.1618,1061.29,61.81,120
4.55,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.55,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.55,LargeCaps5,3,4.9219,1276.84,64.45,92
4.55,Legacy3,5,3.2603,1033.47,61.81,123
4.55,LowVolume5,6,18.3043,2032.57,70.43,110
4.55,OldGuard4,4,-5.7770,134.53,61.81,110
4.60,Base5,6,22.9786,820.89,56.33,92
4.60,NoDOGE,3,4.9219,1276.84,64.45,92
4.60,Legacy4,5,4.1618,1061.29,61.81,120
4.60,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.60,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.60,LargeCaps5,3,4.9219,1276.84,64.45,92
4.60,Legacy3,5,3.2603,1033.47,61.81,123
4.60,LowVolume5,6,18.3043,2032.57,70.43,110
4.60,OldGuard4,4,-5.7770,134.53,61.81,110
4.65,Base5,6,22.9786,820.89,56.33,92
4.65,NoDOGE,3,4.9219,1276.84,64.45,92
4.65,Legacy4,5,4.1618,1061.29,61.81,120
4.65,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.65,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.65,LargeCaps5,3,4.9219,1276.84,64.45,92
4.65,Legacy3,5,3.2603,1033.47,61.81,123
4.65,LowVolume5,6,18.3043,2032.57,70.43,110
4.65,OldGuard4,4,-5.7770,134.53,61.81,110
4.70,Base5,6,22.9786,820.89,56.33,92
4.70,NoDOGE,3,4.9219,1276.84,64.45,92
4.70,Legacy4,5,4.1618,1061.29,61.81,120
4.70,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.70,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.70,LargeCaps5,3,4.9219,1276.84,64.45,92
4.70,Legacy3,5,3.2603,1033.47,61.81,123
4.70,LowVolume5,6,18.3043,2032.57,70.43,110
4.70,OldGuard4,4,-5.7770,134.53,61.81,110
4.75,Base5,6,22.9786,820.89,56.33,92
4.75,NoDOGE,3,4.9219,1276.84,64.45,92
4.75,Legacy4,5,4.1618,1061.29,61.81,120
4.75,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.75,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.75,LargeCaps5,3,4.9219,1276.84,64.45,92
4.75,Legacy3,5,3.2603,1033.47,61.81,123
4.75,LowVolume5,6,18.3043,2032.57,70.43,110
4.75,OldGuard4,4,-5.7770,134.53,61.81,110
4.80,Base5,6,22.9786,820.89,56.33,92
4.80,NoDOGE,3,4.9219,1276.84,64.45,92
4.80,Legacy4,5,4.1618,1061.29,61.81,120
4.80,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.80,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.80,LargeCaps5,3,4.9219,1276.84,64.45,92
4.80,Legacy3,5,3.2603,1033.47,61.81,123
4.80,LowVolume5,6,18.3043,2032.57,70.43,110
4.80,OldGuard4,4,-5.7770,134.53,61.81,110
4.85,Base5,6,22.9786,820.89,56.33,92
4.85,NoDOGE,3,4.9219,1276.84,64.45,92
4.85,Legacy4,5,4.1618,1061.29,61.81,120
4.85,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.85,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.85,LargeCaps5,3,4.9219,1276.84,64.45,92
4.85,Legacy3,5,3.2603,1033.47,61.81,123
4.85,LowVolume5,6,18.3043,2032.57,70.43,110
4.85,OldGuard4,4,-5.7770,134.53,61.81,110
4.90,Base5,6,22.9786,820.89,56.33,92
4.90,NoDOGE,3,4.9219,1276.84,64.45,92
4.90,Legacy4,5,4.1618,1061.29,61.81,120
4.90,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.90,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.90,LargeCaps5,3,4.9219,1276.84,64.45,92
4.90,Legacy3,5,3.2603,1033.47,61.81,123
4.90,LowVolume5,6,18.3043,2032.57,70.43,110
4.90,OldGuard4,4,-5.7770,134.53,61.81,110
4.95,Base5,6,22.9786,820.89,56.33,92
4.95,NoDOGE,3,4.9219,1276.84,64.45,92
4.95,Legacy4,5,4.1618,1061.29,61.81,120
4.95,Legacy5BNB,8,35.6246,2308.38,38.42,122
4.95,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
4.95,LargeCaps5,3,4.9219,1276.84,64.45,92
4.95,Legacy3,5,3.2603,1033.47,61.81,123
4.95,LowVolume5,6,18.3043,2032.57,70.43,110
4.95,OldGuard4,4,-5.7770,134.53,61.81,110
5.00,Base5,6,22.9786,820.89,56.33,92
5.00,NoDOGE,3,4.9219,1276.84,64.45,92
5.00,Legacy4,5,4.1618,1061.29,61.81,120
5.00,Legacy5BNB,8,35.6246,2308.38,38.42,122
5.00,OldGuardNoBNB,4,-4.8755,162.36,61.81,107
5.00,LargeCaps5,3,4.9219,1276.84,64.45,92
5.00,Legacy3,5,3.2603,1033.47,61.81,123
5.00,LowVolume5,6,18.3043,2032.57,70.43,110
5.00,OldGuard4,4,-5.7770,134.53,61.81,110
