vl,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
2,Legacy5BNB,4,55.98,7.0776,14.84,10,60.00,true
2,Legacy5BNB,5,-27.94,-4.7585,33.47,11,36.36,false
2,LargeCaps5,0,140.10,6.6586,56.64,15,53.33,true
2,LargeCaps5,1,-21.61,-4.4935,29.59,10,40.00,false
2,LargeCaps5,2,75.02,4.1332,27.63,15,46.67,true
2,LargeCaps5,3,227.50,12.0760,31.91,12,83.33,true
2,LargeCaps5,4,38.37,4.8577,15.25,12,50.00,true
2,LargeCaps5,5,9.64,2.1875,27.10,13,38.46,true
3,NoDOGE,0,64.60,4.9361,58.56,15,46.67,true
3,NoDOGE,1,-32.72,-6.3330,39.57,10,40.00,false
3,NoDOGE,2,130.66,5.3707,27.63,14,50.00,true
3,NoDOGE,3,265.88,10.4144,31.91,14,78.57,true
3,NoDOGE,4,-3.99,0.5220,29.95,13,46.15,false
3,NoDOGE,5,-2.24,0.9145,27.10,13,38.46,false
3,OldGuardNoBNB,0,234.96,8.4745,38.51,15,60.00,true
3,OldGuardNoBNB,1,-56.91,-10.2018,57.66,13,30.77,false
3,OldGuardNoBNB,2,133.11,5.6641,25.05,12,50.00,true
3,OldGuardNoBNB,3,503.55,11.3529,42.16,14,64.29,true
3,OldGuardNoBNB,4,-9.83,-0.1385,33.20,13,38.46,false
3,OldGuardNoBNB,5,-59.48,-9.5942,59.91,15,26.67,false
3,LowVolume5,0,7.51,2.2929,60.43,18,44.44,true
3,LowVolume5,1,-28.02,-0.9697,57.69,16,43.75,false
3,LowVolume5,2,615.27,11.8857,25.76,14,64.29,true
3,LowVolume5,3,747.83,11.8603,33.74,14,64.29,true
3,LowVolume5,4,-58.67,-5.0725,61.89,14,35.71,false
3,LowVolume5,5,-71.87,-6.6386,79.70,18,22.22,false
3,Legacy4,0,263.31,12.5341,10.77,14,64.29,true
3,Legacy4,1,8.72,2.3818,29.09,12,33.33,true
3,Legacy4,2,133.11,5.6641,25.05,12,50.00,true
3,Legacy4,3,503.55,11.3529,42.16,14,64.29,true
3,Legacy4,4,14.94,2.5930,28.15,12,50.00,true
3,Legacy4,5,-29.41,-2.6866,33.84,14,28.57,false
3,OldGuard4,0,337.79,9.7885,35.13,15,60.00,true
3,OldGuard4,1,12.33,2.7118,33.17,12,58.33,true
3,OldGuard4,2,98.03,4.5340,25.05,14,42.86,true
3,OldGuard4,3,348.48,7.6565,44.33,15,46.67,true
3,OldGuard4,4,-48.46,-4.9579,51.66,13,23.08,false
3,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
3,Legacy3,0,202.26,11.0851,20.88,14,64.29,true
3,Legacy3,1,-3.17,1.2941,32.59,14,42.86,false
3,Legacy3,2,59.99,3.5782,32.50,16,31.25,true
3,Legacy3,3,348.48,7.6565,44.33,15,46.67,true
3,Legacy3,4,-41.18,-3.8875,48.00,12,33.33,false
3,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
3,Base5,0,64.60,4.9361,58.56,15,46.67,true
3,Base5,1,925.69,7.3288,11.73,11,63.64,true
3,Base5,2,334.30,7.9813,40.11,13,69.23,true
3,Base5,3,106.99,6.7999,31.91,15,66.67,true
3,Base5,4,-3.99,0.5220,29.95,13,46.15,false
3,Base5,5,-23.79,-1.1277,43.17,13,38.46,false
3,LargeCaps5,0,108.95,6.1891,58.56,15,53.33,true
3,LargeCaps5,1,-23.90,-4.6574,31.65,10,40.00,false
3,LargeCaps5,2,130.66,5.3707,27.63,14,50.00,true
3,LargeCaps5,3,227.50,12.0760,31.91,12,83.33,true
3,LargeCaps5,4,5.24,1.5509,23.86,12,50.00,true
3,LargeCaps5,5,-2.24,0.9145,27.10,13,38.46,false
3,Legacy5BNB,0,524.34,17.3517,10.53,14,71.43,true
3,Legacy5BNB,1,20.22,3.3421,19.80,12,33.33,true
3,Legacy5BNB,2,81.74,4.3249,25.37,13,46.15,true
3,Legacy5BNB,3,442.73,10.7753,42.87,14,64.29,true
3,Legacy5BNB,4,50.12,6.5371,14.84,10,60.00,true
3,Legacy5BNB,5,-27.94,-4.7585,33.47,11,36.36,false
4,Legacy5BNB,0,369.89,16.7855,10.53,14,71.43,true
4,Legacy5BNB,1,15.89,2.9820,19.80,12,33.33,true
4,Legacy5BNB,2,100.98,4.9517,25.05,12,50.00,true
4,Legacy5BNB,3,454.67,10.9009,42.87,14,64.29,true
4,Legacy5BNB,4,55.98,7.0776,14.84,10,60.00,true
4,Legacy5BNB,5,-49.57,-7.0656,50.26,12,33.33,false
4,OldGuard4,0,241.87,8.6895,35.13,15,60.00,true
4,OldGuard4,1,12.33,2.7118,33.17,12,58.33,true
4,OldGuard4,2,76.47,4.0031,28.85,15,40.00,true
4,OldGuard4,3,348.48,7.6565,44.33,15,46.67,true
4,OldGuard4,4,-52.50,-5.5687,55.77,13,15.38,false
4,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
4,LowVolume5,0,132.87,6.4463,24.37,17,52.94,true
4,LowVolume5,1,-12.59,0.2495,48.62,15,46.67,false
4,LowVolume5,2,632.06,12.1532,31.65,15,60.00,true
4,LowVolume5,3,747.83,11.8603,33.74,14,64.29,true
4,LowVolume5,4,-61.91,-5.5651,65.14,14,28.57,false
4,LowVolume5,5,-71.87,-6.6386,79.70,18,22.22,false
4,NoDOGE,0,64.60,4.9361,58.56,15,46.67,true
4,NoDOGE,1,-18.29,-3.8160,26.61,9,44.44,false
4,NoDOGE,2,167.56,6.1508,25.05,13,53.85,true
4,NoDOGE,3,260.77,10.4039,31.91,14,78.57,true
4,NoDOGE,4,-3.99,0.5220,29.95,13,46.15,false
4,NoDOGE,5,-2.24,0.9145,27.10,13,38.46,false
4,Legacy3,0,202.26,11.0851,20.88,14,64.29,true
4,Legacy3,1,-3.17,1.2941,32.59,14,42.86,false
4,Legacy3,2,59.99,3.5782,32.50,16,31.25,true
4,Legacy3,3,348.48,7.6565,44.33,15,46.67,true
4,Legacy3,4,-45.79,-4.5249,52.43,12,25.00,false
4,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
4,LargeCaps5,0,64.60,4.9361,58.56,15,46.67,true
4,LargeCaps5,1,-7.58,-1.4579,17.00,9,44.44,false
4,LargeCaps5,2,167.56,6.1508,25.05,13,53.85,true
4,LargeCaps5,3,243.26,12.4876,31.91,12,83.33,true
4,LargeCaps5,4,5.24,1.5509,23.86,12,50.00,true
4,LargeCaps5,5,-2.24,0.9145,27.10,13,38.46,false
4,Base5,0,64.60,4.9361,58.56,15,46.67,true
4,Base5,1,925.69,7.3288,11.73,11,63.64,true
4,Base5,2,400.72,9.3220,25.05,12,75.00,true
4,Base5,3,106.99,6.7999,31.91,15,66.67,true
4,Base5,4,-3.99,0.5220,29.95,13,46.15,false
4,Base5,5,-23.79,-1.1277,43.17,13,38.46,false
4,Legacy4,0,192.45,12.4384,10.77,14,64.29,true
4,Legacy4,1,8.72,2.3818,29.09,12,33.33,true
4,Legacy4,2,133.11,5.6641,25.05,12,50.00,true
4,Legacy4,3,503.55,11.3529,42.16,14,64.29,true
4,Legacy4,4,19.43,3.0132,28.15,12,50.00,true
4,Legacy4,5,-29.41,-2.6866,33.84,14,28.57,false
4,OldGuardNoBNB,0,178.24,7.3939,38.51,15,53.33,true
4,OldGuardNoBNB,1,-56.91,-10.2018,57.66,13,30.77,false
4,OldGuardNoBNB,2,133.11,5.6641,25.05,12,50.00,true
4,OldGuardNoBNB,3,503.55,11.3529,42.16,14,64.29,true
4,OldGuardNoBNB,4,19.43,3.0132,28.15,12,50.00,true
4,OldGuardNoBNB,5,-59.48,-9.5942,59.91,15,26.67,false
5,Legacy4,0,192.45,12.4384,10.77,14,64.29,true
5,Legacy4,1,-11.34,0.6072,38.52,13,30.77,false
5,Legacy4,2,120.21,5.4766,25.05,12,50.00,true
5,Legacy4,3,160.07,8.4653,42.16,14,64.29,true
5,Legacy4,4,19.43,3.0132,28.15,12,50.00,true
5,Legacy4,5,-31.74,-3.0525,35.32,14,21.43,false
5,OldGuardNoBNB,0,178.24,7.3939,38.51,15,53.33,true
5,OldGuardNoBNB,1,-56.91,-10.2018,57.66,13,30.77,false
5,OldGuardNoBNB,2,120.21,5.4766,25.05,12,50.00,true
5,OldGuardNoBNB,3,160.07,8.4653,42.16,14,64.29,true
5,OldGuardNoBNB,4,19.43,3.0132,28.15,12,50.00,true
5,OldGuardNoBNB,5,-60.81,-10.0923,60.81,15,20.00,false
5,LargeCaps5,0,64.60,4.9361,58.56,15,46.67,true
5,LargeCaps5,1,-18.29,-3.8160,26.61,9,44.44,false
5,LargeCaps5,2,142.85,5.8302,25.05,13,53.85,true
5,LargeCaps5,3,119.23,7.8059,31.91,13,69.23,true
5,LargeCaps5,4,20.17,3.1545,23.49,12,58.33,true
5,LargeCaps5,5,-2.24,0.9145,27.10,13,38.46,false
5,Base5,0,64.60,4.9361,58.56,15,46.67,true
5,Base5,1,925.69,7.3288,11.73,11,63.64,true
5,Base5,2,213.45,7.5610,25.05,12,75.00,true
5,Base5,3,98.58,6.4814,31.91,15,66.67,true
5,Base5,4,7.41,1.7658,29.61,13,53.85,true
5,Base5,5,-23.79,-1.1277,43.17,13,38.46,false
5,LowVolume5,0,132.87,6.4463,24.37,17,52.94,true
5,LowVolume5,1,-12.59,0.2495,48.62,15,46.67,false
5,LowVolume5,2,485.34,11.0046,31.65,15,60.00,true
5,LowVolume5,3,747.83,11.8603,33.74,14,64.29,true
5,LowVolume5,4,-56.90,-5.5974,58.13,14,28.57,false
5,LowVolume5,5,-70.78,-6.3066,78.92,18,22.22,false
5,Legacy5BNB,0,369.89,16.7855,10.53,14,71.43,true
5,Legacy5BNB,1,2.46,1.8511,29.09,12,33.33,true
5,Legacy5BNB,2,81.74,4.3249,25.37,13,46.15,true
5,Legacy5BNB,3,278.74,13.6211,17.58,13,69.23,true
5,Legacy5BNB,4,55.98,7.0776,14.84,10,60.00,true
5,Legacy5BNB,5,-49.57,-7.0656,50.26,12,33.33,false
5,OldGuard4,0,241.87,8.6895,35.13,15,60.00,true
5,OldGuard4,1,-9.27,0.3536,35.19,12,50.00,false
5,OldGuard4,2,76.47,4.0031,28.85,15,40.00,true
5,OldGuard4,3,348.48,7.6565,44.33,15,46.67,true
5,OldGuard4,4,-55.24,-6.4186,55.77,13,15.38,false
5,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
5,NoDOGE,0,64.60,4.9361,58.56,15,46.67,true
5,NoDOGE,1,-18.29,-3.8160,26.61,9,44.44,false
5,NoDOGE,2,142.85,5.8302,25.05,13,53.85,true
5,NoDOGE,3,260.77,10.4039,31.91,14,78.57,true
5,NoDOGE,4,7.41,1.7658,29.61,13,53.85,true
5,NoDOGE,5,-2.24,0.9145,27.10,13,38.46,false
5,Legacy3,0,202.26,11.0851,20.88,14,64.29,true
5,Legacy3,1,-3.17,1.2941,32.59,14,42.86,false
5,Legacy3,2,59.99,3.5782,32.50,16,31.25,true
5,Legacy3,3,348.48,7.6565,44.33,15,46.67,true
5,Legacy3,4,-48.92,-5.3450,52.43,12,25.00,false
5,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
6,Base5,0,221.11,7.7824,54.60,14,57.14,true
6,Base5,1,925.69,7.3288,11.73,11,63.64,true
6,Base5,2,213.45,7.5610,25.05,12,75.00,true
6,Base5,3,75.78,5.5564,37.75,15,66.67,true
6,Base5,4,3.37,1.3314,29.61,13,53.85,true
6,Base5,5,-23.79,-1.1277,43.17,13,38.46,false
6,Legacy3,0,202.26,11.0851,20.88,14,64.29,true
6,Legacy3,1,-3.17,1.2941,32.59,14,42.86,false
6,Legacy3,2,59.99,3.5782,32.50,16,31.25,true
6,Legacy3,3,348.48,7.6565,44.33,15,46.67,true
6,Legacy3,4,-48.92,-5.3450,52.43,12,25.00,false
6,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
6,OldGuard4,0,231.45,8.4835,35.13,15,60.00,true
6,OldGuard4,1,-12.54,-0.0636,35.19,12,50.00,false
6,OldGuard4,2,76.47,4.0031,28.85,15,40.00,true
6,OldGuard4,3,348.48,7.6565,44.33,15,46.67,true
6,OldGuard4,4,-55.24,-6.4186,55.77,13,15.38,false
6,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
6,LowVolume5,0,161.74,7.0836,24.37,17,52.94,true
6,LowVolume5,1,-12.59,0.2495,48.62,15,46.67,false
6,LowVolume5,2,485.34,11.0046,31.65,15,60.00,true
6,LowVolume5,3,747.83,11.8603,33.74,14,64.29,true
6,LowVolume5,4,-56.90,-5.5974,58.13,14,28.57,false
6,LowVolume5,5,-70.78,-6.3066,78.92,18,22.22,false
6,Legacy5BNB,0,355.57,16.2273,10.53,14,71.43,true
6,Legacy5BNB,1,19.87,3.3174,22.71,12,41.67,true
6,Legacy5BNB,2,120.21,5.4766,25.05,12,50.00,true
6,Legacy5BNB,3,154.17,10.4739,17.58,13,61.54,true
6,Legacy5BNB,4,50.12,6.5371,14.84,10,60.00,true
6,Legacy5BNB,5,-49.57,-7.0656,50.26,12,33.33,false
6,NoDOGE,0,221.11,7.7824,54.60,14,57.14,true
6,NoDOGE,1,-18.29,-3.8160,26.61,9,44.44,false
6,NoDOGE,2,142.85,5.8302,25.05,13,53.85,true
6,NoDOGE,3,260.77,10.4039,31.91,14,78.57,true
6,NoDOGE,4,3.37,1.3314,29.61,13,53.85,true
6,NoDOGE,5,-2.24,0.9145,27.10,13,38.46,false
6,Legacy4,0,183.54,11.9648,10.77,14,64.29,true
6,Legacy4,1,18.65,2.9607,27.97,13,46.15,true
6,Legacy4,2,120.21,5.4766,25.05,12,50.00,true
6,Legacy4,3,74.53,5.8099,42.16,14,57.14,true
6,Legacy4,4,31.51,4.1342,27.05,12,58.33,true
6,Legacy4,5,-31.74,-3.0525,35.32,14,21.43,false
6,OldGuardNoBNB,0,169.76,7.2034,38.51,15,53.33,true
6,OldGuardNoBNB,1,-56.91,-10.2018,57.66,13,30.77,false
6,OldGuardNoBNB,2,120.21,5.4766,25.05,12,50.00,true
6,OldGuardNoBNB,3,74.53,5.8099,42.16,14,57.14,true
6,OldGuardNoBNB,4,31.51,4.1342,27.05,12,58.33,true
6,OldGuardNoBNB,5,-60.81,-10.0923,60.81,15,20.00,false
6,LargeCaps5,0,212.47,7.6509,54.60,14,57.14,true
6,LargeCaps5,1,-18.29,-3.8160,26.61,9,44.44,false
6,LargeCaps5,2,142.85,5.8302,25.05,13,53.85,true
6,LargeCaps5,3,86.59,6.3331,34.53,13,69.23,true
6,LargeCaps5,4,15.65,2.6896,23.49,12,58.33,true
6,LargeCaps5,5,-2.24,0.9145,27.10,13,38.46,false
7,LargeCaps5,0,379.59,9.4792,54.60,14,57.14,true
7,LargeCaps5,1,-18.29,-3.8160,26.61,9,44.44,false
7,LargeCaps5,2,142.85,5.8302,25.05,13,53.85,true
7,LargeCaps5,3,72.21,5.6281,39.57,13,69.23,true
7,LargeCaps5,4,15.65,2.6896,23.49,12,58.33,true
7,LargeCaps5,5,-2.24,0.9145,27.10,13,38.46,false
7,Legacy3,0,202.26,11.0851,20.88,14,64.29,true
7,Legacy3,1,13.12,2.5091,29.93,13,46.15,true
7,Legacy3,2,68.29,3.8552,29.00,15,33.33,true
7,Legacy3,3,93.19,5.8778,44.33,15,46.67,true
7,Legacy3,4,-46.45,-5.0444,49.53,12,25.00,false
7,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
7,NoDOGE,0,379.59,9.4792,54.60,14,57.14,true
7,NoDOGE,1,-18.29,-3.8160,26.61,9,44.44,false
7,NoDOGE,2,142.85,5.8302,25.05,13,53.85,true
7,NoDOGE,3,185.30,9.4825,31.91,14,78.57,true
7,NoDOGE,4,3.37,1.3314,29.61,13,53.85,true
7,NoDOGE,5,-2.24,0.9145,27.10,13,38.46,false
7,Legacy5BNB,0,327.99,15.3331,10.53,14,71.43,true
7,Legacy5BNB,1,18.65,3.3978,22.71,11,36.36,true
7,Legacy5BNB,2,120.21,5.4766,25.05,12,50.00,true
7,Legacy5BNB,3,154.17,10.4739,17.58,13,61.54,true
7,Legacy5BNB,4,50.12,6.5371,14.84,10,60.00,true
7,Legacy5BNB,5,-49.57,-7.0656,50.26,12,33.33,false
7,LowVolume5,0,161.74,7.0836,24.37,17,52.94,true
7,LowVolume5,1,2.12,1.3441,39.97,14,50.00,true
7,LowVolume5,2,464.15,10.7860,31.65,15,60.00,true
7,LowVolume5,3,448.56,9.6018,46.40,14,50.00,true
7,LowVolume5,4,-37.76,-2.9287,38.81,12,33.33,false
7,LowVolume5,5,-71.36,-6.4573,79.33,18,22.22,false
7,Base5,0,379.59,9.4792,54.60,14,57.14,true
7,Base5,1,925.69,7.3288,11.73,11,63.64,true
7,Base5,2,213.45,7.5610,25.05,12,75.00,true
7,Base5,3,68.71,5.2642,40.25,15,66.67,true
7,Base5,4,3.37,1.3314,29.61,13,53.85,true
7,Base5,5,-23.79,-1.1277,43.17,13,38.46,false
7,OldGuard4,0,231.45,8.4835,35.13,15,60.00,true
7,OldGuard4,1,-17.47,-0.9115,35.19,12,50.00,false
7,OldGuard4,2,76.47,4.0031,28.85,15,40.00,true
7,OldGuard4,3,93.19,5.8778,44.33,15,46.67,true
7,OldGuard4,4,-53.08,-6.1421,53.08,13,15.38,false
7,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
7,Legacy4,0,183.54,11.9648,10.77,14,64.29,true
7,Legacy4,1,18.65,2.9607,27.97,13,46.15,true
7,Legacy4,2,120.21,5.4766,25.05,12,50.00,true
7,Legacy4,3,74.53,5.8099,42.16,14,57.14,true
7,Legacy4,4,31.51,4.1342,27.05,12,58.33,true
7,Legacy4,5,-31.74,-3.0525,35.32,14,21.43,false
7,OldGuardNoBNB,0,227.19,8.1813,38.51,15,53.33,true
7,OldGuardNoBNB,1,-45.94,-8.0816,47.38,12,33.33,false
7,OldGuardNoBNB,2,120.21,5.4766,25.05,12,50.00,true
7,OldGuardNoBNB,3,74.53,5.8099,42.16,14,57.14,true
7,OldGuardNoBNB,4,31.51,4.1342,27.05,12,58.33,true
7,OldGuardNoBNB,5,-60.81,-10.0923,60.81,15,20.00,false
8,OldGuard4,0,167.75,7.2335,35.13,15,53.33,true
8,OldGuard4,1,-17.47,-0.9115,35.19,12,50.00,false
8,OldGuard4,2,73.13,3.9605,28.85,15,40.00,true
8,OldGuard4,3,93.19,5.8778,44.33,15,46.67,true
8,OldGuard4,4,-53.08,-6.1421,53.08,13,15.38,false
8,OldGuard4,5,-72.93,-9.9236,76.15,17,23.53,false
8,Legacy3,0,298.32,14.6048,9.04,13,69.23,true
8,Legacy3,1,1.19,1.4398,29.93,13,46.15,true
8,Legacy3,2,68.29,3.8552,29.00,15,33.33,true
8,Legacy3,3,93.19,5.8778,44.33,15,46.67,true
8,Legacy3,4,-46.45,-5.0444,49.53,12,25.00,false
8,Legacy3,5,-52.85,-4.8005,58.45,16,25.00,false
8,Base5,0,379.59,9.4792,54.60,14,57.14,true
8,Base5,1,925.69,7.3288,11.73,11,63.64,true
8,Base5,2,213.45,7.5610,25.05,12,75.00,true
8,Base5,3,68.71,5.2642,40.25,15,66.67,true
8,Base5,4,3.37,1.3314,29.61,13,53.85,true
8,Base5,5,3.16,1.4874,27.10,13,38.46,true
8,LargeCaps5,0,379.59,9.4792,54.60,14,57.14,true
8,LargeCaps5,1,-18.29,-3.8160,26.61,9,44.44,false
8,LargeCaps5,2,142.85,5.8302,25.05,13,53.85,true
8,LargeCaps5,3,72.21,5.6281,39.57,13,69.23,true
8,LargeCaps5,4,15.65,2.6896,23.49,12,58.33,true
8,LargeCaps5,5,3.16,1.4874,27.10,13,38.46,true
8,OldGuardNoBNB,0,238.13,8.3334,39.12,15,53.33,true
8,OldGuardNoBNB,1,-56.91,-10.2018,57.66,13,30.77,false
8,OldGuardNoBNB,2,133.11,5.6641,25.05,12,50.00,true
8,OldGuardNoBNB,3,74.53,5.8099,42.16,14,57.14,true
8,OldGuardNoBNB,4,31.51,4.1342,27.05,12,58.33,true
8,OldGuardNoBNB,5,-60.81,-10.0923,60.81,15,20.00,false
8,LowVolume5,0,206.89,8.2933,24.37,16,56.25,true
8,LowVolume5,1,-8.65,0.1881,39.97,14,50.00,false
8,LowVolume5,2,464.15,10.7860,31.65,15,60.00,true
8,LowVolume5,3,448.56,9.6018,46.40,14,50.00,true
8,LowVolume5,4,-48.56,-4.5931,49.42,13,30.77,false
8,LowVolume5,5,-71.36,-6.4573,79.33,18,22.22,false
8,NoDOGE,0,379.59,9.4792,54.60,14,57.14,true
8,NoDOGE,1,-18.29,-3.8160,26.61,9,44.44,false
8,NoDOGE,2,142.85,5.8302,25.05,13,53.85,true
8,NoDOGE,3,185.30,9.4825,31.91,14,78.57,true
8,NoDOGE,4,3.37,1.3314,29.61,13,53.85,true
8,NoDOGE,5,3.16,1.4874,27.10,13,38.46,true
8,Legacy5BNB,0,245.73,13.0194,10.53,14,64.29,true
8,Legacy5BNB,1,18.65,3.3978,22.71,11,36.36,true
8,Legacy5BNB,2,133.11,5.6641,25.05,12,50.00,true
8,Legacy5BNB,3,154.17,10.4739,17.58,13,61.54,true
