atr_entry_mult,universe,window_idx,bar_step,equity
0.00,Base5,1,100,8.41804672
0.00,Base5,1,101,9.79645372
0.00,Base5,1,102,9.79645372
0.00,Base5,1,103,9.79645372
0.00,Base5,1,104,9.79645372
0.00,Base5,1,105,9.79645372
0.00,Base5,1,106,9.79645372
0.00,Base5,1,107,9.79645372
0.00,Base5,1,108,9.79645372
0.00,Base5,1,109,9.79645372
0.00,Base5,1,110,9.79645372
0.00,Base5,1,111,9.79645372
0.00,Base5,1,112,9.79645372
0.00,Base5,1,113,9.79645372
0.00,Base5,1,114,9.79645372
0.00,Base5,1,115,9.79645372
0.00,Base5,1,116,9.79645372
0.00,Base5,1,117,9.79645372
0.00,Base5,1,118,9.79645372
0.00,Base5,1,119,9.79645372
0.00,Base5,1,120,9.79645372
0.00,Base5,1,121,9.79645372
0.00,Base5,1,122,10.98811567
0.00,Base5,1,123,10.98811567
0.00,Base5,1,124,10.98811567
0.00,Base5,1,125,10.98811567
0.00,Base5,1,126,10.98811567
0.00,Base5,1,127,10.98811567
0.00,Base5,1,128,10.98811567
0.00,Base5,1,129,10.98811567
0.00,Base5,1,130,10.98811567
0.00,Base5,1,131,11.54796485
0.00,Base5,1,132,10.90753959
0.00,Base5,1,133,10.90753959
0.00,Base5,1,134,10.90753959
0.00,Base5,2,0,1.00000000
0.00,Base5,2,1,1.00000000
0.00,Base5,2,2,1.00000000
0.00,Base5,2,3,1.00000000
0.00,Base5,2,4,1.00000000
0.00,Base5,2,5,1.00000000
0.00,Base5,2,6,1.00000000
0.00,Base5,2,7,0.86137821
0.00,Base5,2,8,0.86137821
0.00,Base5,2,9,0.94017094
0.00,Base5,2,10,0.94017094
0.00,Base5,2,11,0.94017094
0.00,Base5,2,12,0.94017094
0.00,Base5,2,13,0.94017094
0.00,Base5,2,14,0.94017094
0.00,Base5,2,15,0.94017094
0.00,Base5,2,16,0.94017094
0.00,Base5,2,17,0.94017094
0.00,Base5,2,18,0.94017094
0.00,Base5,2,19,0.90784695
0.00,Base5,2,20,0.90784695
0.00,Base5,2,21,0.90784695
0.00,Base5,2,22,1.02711691
0.00,Base5,2,23,1.06654026
0.00,Base5,2,24,1.06654026
0.00,Base5,2,25,1.06654026
0.00,Base5,2,26,1.06654026
0.00,Base5,2,27,0.93418227
0.00,Base5,2,28,1.05114066
0.00,Base5,2,29,1.05114066
0.00,Base5,2,30,1.05114066
0.00,Base5,2,31,1.05114066
0.00,Base5,2,32,1.05114066
0.00,Base5,2,33,1.05114066
0.00,Base5,2,34,1.05114066
0.00,Base5,2,35,1.05114066
0.00,Base5,2,36,1.05114066
0.00,Base5,2,37,1.05114066
0.00,Base5,2,38,1.05114066
0.00,Base5,2,39,1.05114066
0.00,Base5,2,40,1.05114066
0.00,Base5,2,41,1.05114066
0.00,Base5,2,42,1.05114066
0.00,Base5,2,43,1.05114066
0.00,Base5,2,44,1.05114066
0.00,Base5,2,45,1.05114066
0.00,Base5,2,46,1.05114066
0.00,Base5,2,47,1.05114066
0.00,Base5,2,48,1.05114066
0.00,Base5,2,49,1.05114066
0.00,Base5,2,50,1.05114066
0.00,Base5,2,51,1.56603786
0.00,Base5,2,52,1.56603786
0.00,Base5,2,53,1.56603786
0.00,Base5,2,54,1.56603786
0.00,Base5,2,55,1.56603786
0.00,Base5,2,56,1.56603786
0.00,Base5,2,57,1.84143246
0.00,Base5,2,58,1.93899088
0.00,Base5,2,59,4.25767704
0.00,Base5,2,60,4.25767704
0.00,Base5,2,61,4.25767704
0.00,Base5,2,62,4.25767704
0.00,Base5,2,63,4.25767704
0.00,Base5,2,64,4.25767704
0.00,Base5,2,65,4.25767704
0.00,Base5,2,66,4.25767704
0.00,Base5,2,67,4.25767704
0.00,Base5,2,68,4.25767704
0.00,Base5,2,69,4.25767704
0.00,Base5,2,70,4.25767704
0.00,Base5,2,71,4.25767704
0.00,Base5,2,72,4.25767704
0.00,Base5,2,73,4.25767704
0.00,Base5,2,74,4.25767704
0.00,Base5,2,75,4.25767704
0.00,Base5,2,76,4.25767704
0.00,Base5,2,77,4.25767704
0.00,Base5,2,78,4.25767704
0.00,Base5,2,79,4.25767704
0.00,Base5,2,80,4.25767704
0.00,Base5,2,81,4.25767704
0.00,Base5,2,82,4.25767704
0.00,Base5,2,83,4.25767704
0.00,Base5,2,84,4.25767704
0.00,Base5,2,85,4.25767704
0.00,Base5,2,86,4.25767704
0.00,Base5,2,87,4.25767704
0.00,Base5,2,88,4.25767704
0.00,Base5,2,89,4.25767704
0.00,Base5,2,90,4.25767704
0.00,Base5,2,91,3.93714696
0.00,Base5,2,92,3.93714696
0.00,Base5,2,93,3.93714696
0.00,Base5,2,94,3.93714696
0.00,Base5,2,95,5.69293238
0.00,Base5,2,96,6.73719393
0.00,Base5,3,0,1.00000000
0.00,Base5,3,1,1.00000000
0.00,Base5,3,2,1.00000000
0.00,Base5,3,3,1.00000000
0.00,Base5,3,4,1.00000000
0.00,Base5,3,5,1.22160908
0.00,Base5,3,6,1.22160908
0.00,Base5,3,7,2.06163279
0.00,Base5,3,8,2.06163279
0.00,Base5,3,9,2.06163279
0.00,Base5,3,10,2.06163279
0.00,Base5,3,11,2.06163279
0.00,Base5,3,12,2.06163279
0.00,Base5,3,13,1.87250784
0.00,Base5,3,14,1.87250784
0.00,Base5,3,15,2.98785404
0.00,Base5,3,16,2.27129875
0.00,Base5,3,17,2.27129875
0.00,Base5,3,18,2.27129875
0.00,Base5,3,19,2.73426522
0.00,Base5,3,20,2.73426522
0.00,Base5,3,21,3.38481285
0.00,Base5,3,22,3.00961196
0.00,Base5,3,23,3.00961196
0.00,Base5,3,24,3.00961196
0.00,Base5,3,25,3.00961196
0.00,Base5,3,26,2.72468549
0.00,Base5,3,27,2.72468549
0.00,Base5,3,28,2.72468549
0.00,Base5,3,29,2.72468549
0.00,Base5,3,30,2.72468549
0.00,Base5,3,31,2.72468549
0.00,Base5,3,32,2.72468549
0.00,Base5,3,33,2.72468549
0.00,Base5,3,34,3.36783614
0.00,Base5,3,35,3.68157309
0.00,Base5,3,36,5.10526762
0.00,Base5,3,37,5.73578459
0.00,Base5,3,38,5.73578459
0.00,Base5,3,39,5.73578459
0.00,Base5,3,40,5.73578459
0.00,Base5,3,41,5.23974474
0.00,Base5,3,42,5.23974474
0.00,Base5,3,43,5.48207979
0.00,Base5,3,44,5.48207979
0.00,Base5,3,45,5.48207979
0.00,Base5,3,46,5.48207979
0.00,Base5,3,47,5.48207979
0.00,Base5,3,48,5.48207979
0.00,Base5,3,49,5.48207979
0.00,Base5,3,50,5.48207979
0.00,Base5,3,51,5.48207979
0.00,Base5,3,52,5.48207979
0.00,Base5,3,53,5.48207979
0.00,Base5,3,54,5.48207979
0.00,Base5,3,55,5.48207979
0.00,Base5,3,56,5.48207979
0.00,Base5,3,57,5.48207979
0.00,Base5,3,58,5.48207979
0.00,Base5,3,59,5.48207979
0.00,Base5,3,60,5.48207979
0.00,Base5,3,61,5.14240249
0.00,Base5,4,0,1.00000000
0.00,Base5,4,1,1.00000000
0.00,Base5,4,2,1.00000000
0.00,Base5,4,3,1.00000000
0.00,Base5,4,4,1.00000000
0.00,Base5,4,5,1.00000000
0.00,Base5,4,6,1.00000000
0.00,Base5,4,7,1.00000000
0.00,Base5,4,8,1.00000000
0.00,Base5,4,9,1.25978674
0.00,Base5,4,10,1.09597246
0.00,Base5,4,11,1.09597246
0.00,Base5,4,12,1.09597246
0.00,Base5,4,13,1.09597246
0.00,Base5,4,14,1.09428748
0.00,Base5,4,15,0.98161267
0.00,Base5,4,16,0.98161267
0.00,Base5,4,17,0.98161267
0.00,Base5,4,18,0.98161267
0.00,Base5,4,19,0.98161267
0.00,Base5,4,20,0.98161267
0.00,Base5,4,21,0.98161267
0.00,Base5,4,22,0.98161267
0.00,Base5,4,23,0.98161267
0.00,Base5,4,24,0.98161267
0.00,Base5,4,25,0.98161267
0.00,Base5,4,26,0.98161267
0.00,Base5,4,27,0.98161267
0.00,Base5,4,28,0.83600719
0.00,Base5,4,29,0.83600719
0.00,Base5,4,30,1.04496067
0.00,Base5,4,31,0.98435583
0.00,Base5,4,32,1.06307637
0.00,Base5,4,33,1.06307637
0.00,Base5,4,34,0.95022059
0.00,Base5,4,35,0.95022059
0.00,Base5,4,36,0.95022059
0.00,Base5,4,37,0.95022059
0.00,Base5,4,38,0.95022059
0.00,Base5,4,39,0.95022059
0.00,Base5,4,40,0.95022059
0.00,Base5,4,41,0.95022059
0.00,Base5,4,42,0.95022059
0.00,Base5,4,43,0.95022059
0.00,Base5,4,44,0.95022059
0.00,Base5,4,45,0.95022059
0.00,Base5,4,46,0.95022059
0.00,Base5,4,47,0.95022059
0.00,Base5,4,48,0.95022059
0.00,Base5,4,49,0.95022059
0.00,Base5,4,50,0.95022059
0.00,Base5,4,51,0.95022059
0.00,Base5,4,52,0.95022059
0.00,Base5,4,53,0.95022059
0.00,Base5,4,54,0.95022059
0.00,Base5,4,55,0.95022059
0.00,Base5,4,56,0.95022059
0.00,Base5,4,57,0.95022059
0.00,Base5,4,58,0.95022059
0.00,Base5,4,59,0.95022059
0.00,Base5,4,60,0.95022059
0.00,Base5,4,61,0.95022059
0.00,Base5,4,62,0.95022059
0.00,Base5,4,63,0.95022059
0.00,Base5,4,64,0.95022059
0.00,Base5,4,65,0.95022059
0.00,Base5,4,66,0.95022059
0.00,Base5,4,67,0.95022059
0.00,Base5,4,68,0.95022059
0.00,Base5,4,69,0.95022059
0.00,Base5,4,70,0.95022059
0.00,Base5,4,71,0.95022059
0.00,Base5,4,72,0.95022059
0.00,Base5,4,73,0.95022059
0.00,Base5,4,74,0.95022059
0.00,Base5,4,75,0.95022059
0.00,Base5,4,76,0.95022059
0.00,Base5,4,77,0.95022059
0.00,Base5,4,78,0.95022059
0.00,Base5,4,79,0.95022059
0.00,Base5,4,80,1.10237036
0.00,Base5,4,81,1.10237036
0.00,Base5,4,82,1.10237036
0.00,Base5,4,83,1.10237036
0.00,Base5,4,84,1.10237036
0.00,Base5,4,85,1.10237036
0.00,Base5,4,86,1.10237036
0.00,Base5,4,87,1.10237036
0.00,Base5,4,88,1.10237036
0.00,Base5,4,89,1.10237036
0.00,Base5,4,90,1.10237036
0.00,Base5,4,91,1.10237036
0.00,Base5,4,92,1.10237036
0.00,Base5,4,93,1.10237036
0.00,Base5,4,94,1.10237036
0.00,Base5,4,95,1.10237036
0.00,Base5,4,96,1.10237036
0.00,Base5,4,97,1.10237036
0.00,Base5,4,98,1.01878004
0.00,Base5,4,99,1.01878004
0.00,Base5,4,100,1.01878004
0.00,Base5,4,101,1.01878004
0.00,Base5,4,102,1.01878004
0.00,Base5,4,103,1.01878004
0.00,Base5,4,104,0.91584405
0.00,Base5,4,105,0.91584405
0.00,Base5,4,106,0.91584405
0.00,Base5,4,107,0.91584405
0.00,Base5,4,108,0.91584405
0.00,Base5,4,109,0.91584405
0.00,Base5,4,110,0.91584405
0.00,Base5,4,111,0.91584405
0.00,Base5,4,112,0.91584405
0.00,Base5,4,113,0.91584405
0.00,Base5,4,114,0.91584405
0.00,Base5,4,115,0.87537855
0.00,Base5,5,0,1.00000000
0.00,Base5,5,1,0.96987729
0.00,Base5,5,2,0.96987729
0.00,Base5,5,3,0.96987729
0.00,Base5,5,4,0.96987729
0.00,Base5,5,5,0.96987729
0.00,Base5,5,6,0.96987729
0.00,Base5,5,7,0.96987729
0.00,Base5,5,8,1.00817710
0.00,Base5,5,9,1.00817710
0.00,Base5,5,10,1.00817710
0.00,Base5,5,11,1.00817710
0.00,Base5,5,12,1.00817710
0.00,Base5,5,13,1.28395478
0.00,Base5,5,14,1.28395478
0.00,Base5,5,15,1.13045315
0.00,Base5,5,16,1.13045315
0.00,Base5,5,17,1.13045315
0.00,Base5,5,18,1.13045315
0.00,Base5,5,19,1.13045315
0.00,Base5,5,20,1.13045315
0.00,Base5,5,21,1.13045315
0.00,Base5,5,22,1.13045315
0.00,Base5,5,23,1.13045315
0.00,Base5,5,24,1.13045315
0.00,Base5,5,25,1.13045315
0.00,Base5,5,26,1.13045315
0.00,Base5,5,27,1.13045315
0.00,Base5,5,28,1.13045315
0.00,Base5,5,29,1.13045315
0.00,Base5,5,30,1.13045315
0.00,Base5,5,31,1.13045315
0.00,Base5,5,32,1.13045315
0.00,Base5,5,33,1.13045315
0.00,Base5,5,34,1.13045315
0.00,Base5,5,35,1.13045315
0.00,Base5,5,36,1.13045315
0.00,Base5,5,37,1.13045315
0.00,Base5,5,38,1.13045315
0.00,Base5,5,39,1.13045315
0.00,Base5,5,40,1.13045315
0.00,Base5,5,41,1.22465758
0.00,Base5,5,42,1.22465758
0.00,Base5,5,43,1.22465758
0.00,Base5,5,44,1.18853579
0.00,Base5,5,45,1.18853579
0.00,Base5,5,46,1.18853579
0.00,Base5,5,47,1.18853579
0.00,Base5,5,48,1.18853579
0.00,Base5,5,49,1.25764450
0.00,Base5,5,50,1.25764450
0.00,Base5,5,51,1.13872011
0.00,Base5,5,52,1.13872011
0.00,Base5,5,53,1.13872011
0.00,Base5,5,54,1.13872011
0.00,Base5,5,55,1.13872011
0.00,Base5,5,56,1.13872011
0.00,Base5,5,57,1.13872011
0.00,Base5,5,58,1.13872011
0.00,Base5,5,59,1.13872011
0.00,Base5,5,60,1.13872011
0.00,Base5,5,61,1.13872011
0.00,Base5,5,62,1.13872011
0.00,Base5,5,63,1.13872011
0.00,Base5,5,64,1.13872011
0.00,Base5,5,65,1.13872011
0.00,Base5,5,66,1.13872011
0.00,Base5,5,67,1.13872011
0.00,Base5,5,68,1.13872011
0.00,Base5,5,69,1.13872011
0.00,Base5,5,70,1.13872011
0.00,Base5,5,71,1.13872011
0.00,Base5,5,72,1.13872011
0.00,Base5,5,73,1.13872011
0.00,Base5,5,74,1.02785818
0.00,Base5,5,75,1.02785818
0.00,Base5,5,76,1.02785818
0.00,Base5,5,77,1.02785818
0.00,Base5,5,78,1.02785818
0.00,Base5,5,79,1.02785818
0.00,Base5,5,80,1.02785818
0.00,Base5,5,81,1.02785818
0.00,Base5,5,82,1.02785818
0.00,Base5,5,83,1.02785818
0.00,Base5,5,84,1.02785818
0.00,Base5,5,85,1.02785818
0.00,Base5,5,86,1.02785818
0.00,Base5,5,87,1.91709561
0.00,Base5,5,88,1.91709561
0.00,Base5,5,89,1.91709561
0.00,Base5,5,90,1.91709561
0.00,Base5,5,91,1.89042454
0.00,Base5,5,92,1.68489643
0.00,Base5,5,93,1.68489643
0.00,Base5,5,94,1.68489643
0.00,Base5,5,95,1.68489643
0.00,Base5,5,96,1.68489643
0.00,Base5,5,97,1.68489643
0.00,Base5,5,98,1.68489643
0.00,Base5,5,99,1.68489643
0.00,Base5,5,100,1.68489643
0.00,Base5,5,101,1.68489643
0.00,Base5,5,102,1.68489643
0.00,Base5,5,103,1.68489643
0.00,Base5,5,104,1.68489643
0.00,Base5,5,105,1.68489643
0.00,Base5,5,106,1.68489643
0.00,Base5,5,107,1.68489643
0.00,Base5,5,108,1.68489643
0.00,Base5,5,109,1.68489643
0.00,Base5,5,110,1.68489643
0.00,Base5,5,111,1.68489643
0.00,Base5,5,112,1.68489643
0.00,Base5,5,113,1.68489643
0.00,Base5,5,114,1.68489643
0.00,Legacy4,0,0,1.00000000
0.00,Legacy4,0,1,1.00000000
0.00,Legacy4,0,2,1.00000000
0.00,Legacy4,0,3,0.97053091
0.00,Legacy4,0,4,0.97053091
0.00,Legacy4,0,5,0.97053091
0.00,Legacy4,0,6,0.97053091
0.00,Legacy4,0,7,0.97053091
0.00,Legacy4,0,8,0.97053091
0.00,Legacy4,0,9,0.97053091
0.00,Legacy4,0,10,0.97053091
0.00,Legacy4,0,11,0.97053091
0.00,Legacy4,0,12,0.97053091
0.00,Legacy4,0,13,0.97053091
0.00,Legacy4,0,14,0.97053091
0.00,Legacy4,0,15,0.97053091
0.00,Legacy4,0,16,0.97053091
0.00,Legacy4,0,17,0.92260672
0.00,Legacy4,0,18,0.92260672
0.00,Legacy4,0,19,0.92260672
0.00,Legacy4,0,20,0.92260672
0.00,Legacy4,0,21,0.92260672
0.00,Legacy4,0,22,0.92260672
0.00,Legacy4,0,23,0.92260672
0.00,Legacy4,0,24,0.89165638
0.00,Legacy4,0,25,0.89165638
0.00,Legacy4,0,26,0.89165638
0.00,Legacy4,0,27,0.89165638
0.00,Legacy4,0,28,0.89165638
0.00,Legacy4,0,29,0.89165638
0.00,Legacy4,0,30,0.89165638
0.00,Legacy4,0,31,0.89165638
0.00,Legacy4,0,32,0.89165638
0.00,Legacy4,0,33,0.89165638
0.00,Legacy4,0,34,0.89165638
0.00,Legacy4,0,35,0.89165638
0.00,Legacy4,0,36,0.89165638
0.00,Legacy4,0,37,0.89165638
0.00,Legacy4,0,38,0.89165638
0.00,Legacy4,0,39,0.89165638
0.00,Legacy4,0,40,0.89165638
0.00,Legacy4,0,41,0.89165638
0.00,Legacy4,0,42,0.89165638
0.00,Legacy4,0,43,0.89165638
0.00,Legacy4,0,44,0.78641011
0.00,Legacy4,0,45,0.78641011
0.00,Legacy4,0,46,0.78641011
0.00,Legacy4,0,47,0.78641011
0.00,Legacy4,0,48,0.78641011
0.00,Legacy4,0,49,0.70641224
0.00,Legacy4,0,50,0.70641224
0.00,Legacy4,0,51,0.70641224
0.00,Legacy4,0,52,0.70641224
0.00,Legacy4,0,53,0.70641224
0.00,Legacy4,0,54,0.70641224
0.00,Legacy4,0,55,0.70641224
0.00,Legacy4,0,56,0.70641224
0.00,Legacy4,0,57,0.70641224
0.00,Legacy4,0,58,0.70641224
0.00,Legacy4,0,59,0.70641224
0.00,Legacy4,0,60,0.70641224
0.00,Legacy4,0,61,0.70641224
0.00,Legacy4,0,62,0.70641224
0.00,Legacy4,0,63,0.70641224
0.00,Legacy4,0,64,0.70641224
0.00,Legacy4,0,65,0.70641224
0.00,Legacy4,0,66,0.70641224
0.00,Legacy4,0,67,0.70641224
0.00,Legacy4,0,68,0.70641224
0.00,Legacy4,0,69,0.70641224
0.00,Legacy4,0,70,0.70641224
0.00,Legacy4,0,71,0.70641224
0.00,Legacy4,0,72,0.70641224
0.00,Legacy4,0,73,0.70641224
0.00,Legacy4,0,74,0.70641224
0.00,Legacy4,0,75,0.70641224
0.00,Legacy4,0,76,0.70641224
0.00,Legacy4,0,77,0.70641224
0.00,Legacy4,0,78,0.80418272
0.00,Legacy4,0,79,0.80418272
0.00,Legacy4,0,80,0.74601766
0.00,Legacy4,0,81,0.74601766
0.00,Legacy4,0,82,0.74601766
0.00,Legacy4,0,83,0.74601766
0.00,Legacy4,0,84,0.74601766
0.00,Legacy4,0,85,0.79256980
0.00,Legacy4,0,86,0.79256980
0.00,Legacy4,0,87,0.79256980
0.00,Legacy4,0,88,0.79256980
0.00,Legacy4,0,89,0.65791480
0.00,Legacy4,0,90,0.68062417
0.00,Legacy4,0,91,0.68062417
0.00,Legacy4,0,92,0.68062417
0.00,Legacy4,0,93,0.68062417
0.00,Legacy4,0,94,0.68062417
0.00,Legacy4,0,95,0.68062417
0.00,Legacy4,0,96,0.68062417
0.00,Legacy4,0,97,0.73379201
0.00,Legacy4,0,98,0.73379201
0.00,Legacy4,0,99,0.99634148
0.00,Legacy4,0,100,0.99634148
0.00,Legacy4,0,101,0.99634148
0.00,Legacy4,0,102,0.99634148
0.00,Legacy4,0,103,0.99634148
0.00,Legacy4,0,104,1.13270032
0.00,Legacy4,0,105,1.32725871
0.00,Legacy4,1,0,1.00000000
0.00,Legacy4,1,1,1.03878746
0.00,Legacy4,1,2,1.03878746
0.00,Legacy4,1,3,1.03878746
0.00,Legacy4,1,4,1.03878746
0.00,Legacy4,1,5,1.03878746
0.00,Legacy4,1,6,1.03878746
0.00,Legacy4,1,7,1.03878746
0.00,Legacy4,1,8,1.03878746
0.00,Legacy4,1,9,1.03878746
0.00,Legacy4,1,10,1.03878746
0.00,Legacy4,1,11,1.03878746
0.00,Legacy4,1,12,1.03878746
0.00,Legacy4,1,13,1.04196738
0.00,Legacy4,1,14,1.04196738
0.00,Legacy4,1,15,0.95068480
0.00,Legacy4,1,16,0.95068480
0.00,Legacy4,1,17,0.95068480
0.00,Legacy4,1,18,0.95068480
0.00,Legacy4,1,19,0.95068480
0.00,Legacy4,1,20,0.95068480
0.00,Legacy4,1,21,0.95068480
0.00,Legacy4,1,22,0.95068480
0.00,Legacy4,1,23,0.95068480
0.00,Legacy4,1,24,0.95068480
0.00,Legacy4,1,25,0.95068480
0.00,Legacy4,1,26,0.95068480
0.00,Legacy4,1,27,0.95068480
0.00,Legacy4,1,28,0.95068480
0.00,Legacy4,1,29,0.95068480
0.00,Legacy4,1,30,0.95068480
0.00,Legacy4,1,31,0.95068480
0.00,Legacy4,1,32,0.95068480
0.00,Legacy4,1,33,0.95068480
0.00,Legacy4,1,34,0.95068480
