bar,pct_0,pct_10,pct_16,pct_17,pct_20,pct_25,pct_30,pct_40,pct_49,pct_50,pct_60,pct_70,pct_75,pct_80,pct_90,pct_100
448,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
449,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
450,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
451,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
452,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
453,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
454,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
455,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
456,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
457,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
458,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
459,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
460,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
461,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
462,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
463,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
464,26.347132,26.347132,26.347132,30.832446,32.642014,32.642014,37.569324,47.899223,47.184623,47.184623,50.776640,65.560825,66.979437,66.979437,66.387996,57.743655
465,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
466,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
467,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
468,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
469,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
470,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
471,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
472,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
473,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
474,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
475,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
476,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
477,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
478,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
479,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
480,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
481,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
482,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
483,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
484,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
485,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
486,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
487,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
488,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
489,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
490,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
491,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
492,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
493,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
494,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
495,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
496,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
497,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
498,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
499,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
500,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
501,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
502,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
503,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
504,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
505,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
506,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
507,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
508,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
509,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
510,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
511,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
512,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
513,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
514,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
515,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
516,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
517,27.131040,27.131040,27.131040,31.749806,33.613214,33.613214,38.687126,49.324371,48.588510,48.588510,52.287400,67.511461,68.972280,69.826356,69.209776,60.198013
518,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
519,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
520,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
521,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
522,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
523,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
524,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
525,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
526,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
527,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
528,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
529,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
530,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
531,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
532,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
533,31.320006,31.320006,33.115277,38.752796,41.027211,41.027211,47.220266,60.203747,59.305578,59.305578,63.820325,82.402326,84.185355,85.227813,84.475235,73.475765
534,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
535,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
536,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
537,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
538,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
539,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
540,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
541,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
542,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
543,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
544,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
545,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
546,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
547,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
548,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
549,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
550,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
551,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
552,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
553,30.825845,30.825845,32.592791,38.141362,40.379892,40.379892,46.475235,59.253865,58.369867,58.369867,62.813381,81.102199,82.857096,83.306802,82.571187,71.819643
554,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
555,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
556,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
557,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
558,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
559,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
560,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
561,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
562,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
563,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
564,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
565,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
566,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
567,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
568,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
569,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
570,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
571,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
572,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
573,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
574,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
575,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
576,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
577,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
578,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
579,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
580,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
581,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
582,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
583,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
584,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
585,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
586,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
587,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
588,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
589,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
590,26.330781,26.330781,27.840068,32.579539,34.491644,34.491644,39.698156,50.613390,49.858297,49.858297,49.728341,64.207303,65.596626,65.952652,65.370278,56.858453
591,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
592,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
593,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
594,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
595,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
596,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
597,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
598,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
599,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
600,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
601,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
602,28.948701,28.948701,30.608049,35.818738,37.920953,37.920953,43.645118,55.645592,56.939908,56.939908,56.791493,73.326971,74.913627,75.320220,74.655129,64.934329
603,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
604,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
605,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
606,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
607,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
608,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
609,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
610,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
611,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
612,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
613,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
614,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
615,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
616,32.715163,32.715163,34.590405,40.479048,42.854778,42.854778,49.323704,62.885537,64.348254,64.348254,67.347259,86.956166,88.837731,89.319898,88.531186,77.003594
