bar,pct_0,pct_10,pct_16,pct_17,pct_20,pct_25,pct_30,pct_40,pct_49,pct_50,pct_60,pct_70,pct_75,pct_80,pct_90,pct_100
78,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
79,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
80,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
81,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
82,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
83,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
84,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
85,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
86,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
87,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
88,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
89,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
90,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
91,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
92,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
93,3.052363,3.052363,3.052363,3.571995,3.781636,3.781636,4.213197,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058,4.469058
94,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
95,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
96,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
97,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
98,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
99,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
100,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
101,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
102,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
103,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
104,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
105,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
106,3.214668,3.214668,3.214668,3.761930,3.982719,3.982719,4.437227,4.706693,4.706693,4.706693,4.706693,4.706693,4.808537,4.808537,4.808537,4.808537
107,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
108,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
109,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
110,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
111,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
112,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
113,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
114,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
115,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
116,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
117,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
118,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
119,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
120,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
121,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
122,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
123,4.013705,4.013705,4.013705,4.696995,4.972663,4.972663,5.540143,5.876588,5.876588,5.876588,5.876588,6.377971,6.515978,6.515978,6.515978,6.515978
124,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
125,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
126,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
127,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
128,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
129,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
130,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
131,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
132,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
133,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
134,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
135,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
136,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
137,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
138,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
139,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
140,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
141,3.773469,3.773469,3.773469,4.415861,4.675030,4.675030,5.208544,5.524851,5.524851,5.524851,5.524851,5.996225,6.125972,6.125972,6.125972,5.958826
142,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
143,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
144,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
145,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
146,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
147,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
148,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
149,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
150,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
151,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
152,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
153,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
154,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
155,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
156,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
157,4.843136,4.843136,4.843136,5.667628,6.000263,6.000263,6.685014,7.090984,7.090984,7.090984,7.090984,7.695978,7.862504,7.862504,8.606733,8.371900
158,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
159,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
160,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
161,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
162,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
163,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
164,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
165,3.884161,3.884161,3.884161,4.545397,4.812168,4.812168,5.361333,5.686918,5.686918,5.686918,5.686918,6.172119,6.305672,6.305672,6.902538,6.003763
