slip_bps,bar,equity_mean,equity_min,equity_max
100,78,1.479309,0.252488,4.135025
100,79,1.463635,0.252488,4.135025
100,80,1.521550,0.252488,4.135025
100,81,1.501760,0.252488,4.135025
100,82,1.504882,0.252488,3.794409
100,83,1.358120,0.252488,3.722475
100,84,1.345450,0.237851,3.722475
100,85,1.357955,0.444029,3.722475
100,86,1.369118,0.444029,3.722475
100,87,1.517427,0.444029,7.216522
100,88,1.517516,0.444029,7.216522
100,89,1.516824,0.444029,7.216522
100,90,1.516169,0.444029,7.216522
100,91,1.491561,0.444029,7.216522
100,92,1.506419,0.444029,7.216522
100,93,1.488943,0.444029,7.216522
100,94,1.487413,0.444029,7.216522
100,95,1.524332,0.444029,7.216522
100,96,1.528371,0.390982,7.216522
100,97,1.431201,0.390982,7.216522
100,98,1.416365,0.390982,7.216522
100,99,1.445741,0.390982,7.216522
100,100,1.434273,0.390982,7.216522
100,101,1.514591,0.390982,8.215438
100,102,1.521215,0.390982,8.215438
100,103,1.534097,0.390982,8.215438
100,104,1.492472,0.390982,8.215438
100,105,1.494352,0.390982,8.215438
100,106,1.532771,0.390982,8.215438
100,107,1.558691,0.390982,8.215438
100,108,1.666142,0.341924,8.215438
100,109,1.721109,0.341924,8.215438
100,110,1.439814,0.341924,8.215438
100,111,1.439814,0.341924,8.215438
100,112,1.439814,0.341924,8.215438
100,113,1.430321,0.295838,8.215438
100,114,1.484005,0.632883,8.215438
100,115,1.536398,0.657633,8.215438
100,116,1.572224,0.728715,8.215438
100,117,1.607839,0.728715,8.215438
100,118,1.662051,0.728715,8.215438
100,119,1.452410,0.728715,8.215438
100,120,1.484776,0.737289,8.215438
100,121,1.355018,0.689990,8.215438
100,122,1.402614,0.553166,9.014265
100,123,1.402614,0.553166,9.014265
100,124,1.395290,0.553166,9.014265
100,125,1.480554,0.553166,9.014265
100,126,1.480554,0.553166,9.014265
100,127,1.596858,0.553166,9.014265
100,128,1.577180,0.553166,9.014265
100,129,1.577180,0.553166,9.014265
100,130,1.577180,0.553166,9.014265
100,131,1.600192,0.553166,9.267397
100,132,1.536153,0.553166,8.562968
100,133,1.541884,0.553166,8.562968
100,134,1.631179,0.553166,8.562968
100,135,0.867752,0.614112,1.132931
100,136,0.899457,0.691391,1.132931
100,137,0.918546,0.691391,1.134485
100,138,0.887698,0.691391,1.132931
100,139,0.873920,0.691391,1.132931
100,140,0.872822,0.683707,1.132931
100,141,0.904341,0.692513,1.132931
100,142,0.912445,0.692513,1.132931
100,143,0.895676,0.692513,1.132931
100,144,0.914479,0.692513,1.132931
100,145,0.914479,0.692513,1.132931
100,146,0.975833,0.692513,1.132931
100,147,0.975833,0.692513,1.132931
100,148,0.975833,0.692513,1.132931
100,149,0.975833,0.692513,1.132931
100,150,1.011752,0.692513,1.209813
100,151,0.912722,0.692513,1.132931
100,152,0.912722,0.692513,1.132931
100,153,0.912722,0.692513,1.132931
100,154,0.912722,0.692513,1.132931
100,155,0.912722,0.692513,1.132931
100,156,0.912722,0.692513,1.132931
100,157,0.912722,0.692513,1.132931
100,158,0.912722,0.692513,1.132931
100,159,0.912722,0.692513,1.132931
100,160,0.912722,0.692513,1.132931
100,161,1.132931,1.132931,1.132931
100,162,1.243706,1.243706,1.243706
