day,equity
1339,139.397552
1340,139.397552
1341,139.397552
1342,139.397552
1343,139.397552
1344,139.397552
1345,139.397552
1346,139.397552
1347,139.397552
1348,139.397552
1349,139.397552
1350,139.397552
1351,139.397552
1352,139.397552
1353,139.397552
1354,139.397552
1355,139.397552
1356,139.397552
1357,139.397552
1358,139.397552
1359,139.397552
1360,139.397552
1361,139.397552
1362,139.397552
1363,139.397552
1364,139.397552
1365,139.397552
1366,139.397552
1367,139.397552
1368,139.397552
1369,1.000000
1370,139.397552
1371,139.397552
1372,139.397552
1373,139.397552
1374,139.397552
1375,139.397552
1376,139.397552
1377,139.397552
1378,139.397552
1379,139.397552
1380,139.397552
1381,139.397552
1382,139.397552
1383,139.397552
1384,139.397552
1385,139.397552
1386,139.397552
1387,139.397552
1388,139.397552
1389,139.397552
1390,139.397552
1391,132.533841
1392,132.533841
1393,132.533841
1394,132.533841
1395,132.533841
1396,132.533841
1397,132.533841
1398,132.533841
1399,132.533841
1400,132.533841
1401,132.533841
1402,132.533841
1403,132.533841
1404,132.533841
1405,132.533841
1406,132.533841
1407,132.533841
1408,132.533841
1409,132.533841
1410,132.533841
1411,132.533841
1412,132.533841
1413,132.533841
1414,132.533841
1415,132.533841
1416,132.533841
1417,132.533841
1418,132.533841
1419,132.533841
1420,132.533841
1421,1.000000
1422,115.999809
1423,115.999809
1424,115.999809
1425,115.999809
1426,115.999809
1427,115.999809
1428,115.999809
1429,115.999809
1430,115.999809
1431,115.999809
1432,129.346817
1433,129.346817
1434,129.346817
1435,129.346817
1436,129.346817
1437,118.838588
1438,118.838588
1439,118.838588
1440,118.838588
1441,118.838588
1442,118.838588
1443,118.838588
1444,118.838588
1445,118.838588
1446,118.838588
1447,118.838588
1448,118.838588
1449,118.838588
1450,118.838588
1451,118.838588
1452,118.838588
1453,118.838588
1454,118.838588
1455,118.838588
1456,118.838588
1457,118.838588
1458,118.838588
1459,118.838588
1460,118.838588
1461,118.838588
1462,118.838588
1463,118.838588
1464,118.838588
1465,118.838588
1466,118.838588
1467,118.838588
1468,118.838588
1469,118.838588
1470,118.838588
1471,118.838588
1472,118.838588
1473,118.838588
1474,118.838588
1475,1.000000
1476,118.838588
1477,118.838588
1478,118.838588
1479,118.838588
1480,118.838588
1481,118.838588
1482,118.838588
1483,118.838588
1484,118.838588
1485,118.838588
1486,118.838588
1487,118.838588
1488,118.838588
1489,118.838588
1490,118.838588
1491,118.838588
1492,1.000000
1493,119.907040
1494,119.907040
1495,116.797003
1496,116.797003
1497,116.797003
1498,116.797003
1499,118.588356
1500,118.588356
1501,118.588356
1502,118.588356
1503,118.588356
1504,119.272733
1505,119.272733
1506,119.272733
1507,119.272733
1508,119.272733
1509,119.272733
1510,119.272733
1511,119.272733
1512,119.272733
1513,119.272733
1514,119.272733
1515,119.272733
1516,119.272733
1517,110.081716
1518,110.081716
1519,110.081716
1520,110.081716
1521,110.081716
1522,110.081716
1523,110.081716
1524,110.081716
1525,106.219910
1526,106.219910
1527,100.033450
1528,100.033450
1529,100.033450
1530,100.033450
1531,100.033450
1532,100.033450
1533,100.033450
1534,100.033450
1535,100.033450
1536,100.033450
1537,100.033450
1538,100.033450
1539,91.549166
1540,91.549166
1541,91.549166
1542,91.549166
1543,91.549166
1544,95.473748
1545,95.473748
1546,95.473748
1547,95.473748
1548,95.473748
1549,95.473748
1550,95.473748
1551,95.473748
1552,95.473748
1553,95.473748
1554,95.473748
1555,95.473748
1556,95.473748
1557,96.917521
1558,96.917521
1559,96.917521
1560,96.917521
1561,96.917521
1562,96.917521
1563,96.917521
1564,96.917521
1565,96.917521
1566,96.917521
1567,96.917521
1568,96.917521
1569,96.917521
1570,96.917521
1571,96.917521
1572,96.917521
1573,107.254354
1574,107.254354
1575,107.254354
1576,107.254354
1577,107.254354
1578,107.254354
1579,107.254354
1580,107.254354
1581,107.254354
1582,107.254354
1583,107.254354
1584,107.254354
1585,107.254354
1586,1.000000
1587,107.254354
1588,107.254354
1589,107.254354
1590,107.254354
1591,107.254354
1592,107.254354
1593,107.254354
1594,107.254354
1595,107.254354
1596,107.254354
1597,107.254354
1598,107.254354
1599,107.254354
1600,107.254354
1601,107.254354
1602,107.254354
1603,107.254354
1604,107.254354
1605,107.254354
1606,107.254354
1607,107.254354
1608,107.254354
1609,107.254354
1610,107.254354
1611,107.254354
1612,107.254354
1613,107.254354
1614,107.254354
1615,107.254354
1616,107.254354
1617,107.254354
1618,107.254354
1619,107.254354
1620,107.254354
1621,107.254354
1622,107.254354
1623,107.254354
1624,107.254354
1625,107.254354
1626,107.254354
1627,107.254354
1628,107.254354
1629,107.254354
1630,107.254354
1631,107.254354
1632,107.254354
1633,107.254354
1634,107.254354
1635,1.000000
1636,107.254354
1637,107.254354
1638,107.254354
1639,107.254354
1640,107.254354
1641,107.254354
1642,107.254354
1643,107.254354
1644,107.254354
1645,107.254354
1646,107.254354
1647,107.254354
1648,107.254354
1649,107.254354
1650,113.414897
1651,116.103939
1652,116.103939
1653,116.103939
1654,116.103939
1655,116.103939
1656,116.103939
1657,116.103939
1658,116.103939
1659,116.103939
1660,116.103939
1661,116.103939
1662,116.103939
1663,116.103939
1664,116.103939
1665,116.103939
1666,116.103939
1667,116.103939
1668,110.221110
1669,110.221110
1670,110.221110
1671,110.221110
1672,110.221110
1673,105.397804
1674,105.397804
1675,105.397804
1676,105.397804
1677,98.877658
1678,98.877658
1679,98.877658
1680,98.877658
1681,98.877658
1682,98.877658
1683,98.877658
1684,98.877658
1685,98.877658
1686,98.877658
1687,98.877658
1688,98.877658
1689,98.877658
1690,98.877658
1691,98.877658
1692,98.877658
1693,98.877658
1694,98.877658
1695,98.877658
1696,98.877658
1697,98.877658
1698,98.877658
1699,98.877658
1700,98.877658
1701,98.877658
1702,98.877658
1703,98.877658
1704,98.877658
1705,98.877658
1706,98.877658
1707,1.000000
1708,98.877658
1709,98.877658
1710,98.877658
1711,98.877658
1712,98.877658
1713,98.877658
1714,98.877658
1715,98.877658
1716,98.877658
1717,98.877658
1718,98.877658
1719,98.877658
1720,98.877658
1721,98.877658
1722,98.877658
1723,98.877658
1724,85.170254
1725,85.170254
1726,85.170254
1727,85.170254
1728,85.170254
1729,85.170254
1730,85.170254
1731,85.170254
1732,85.170254
1733,85.170254
1734,85.170254
1735,85.170254
1736,85.170254
1737,85.170254
1738,85.170254
1739,85.170254
1740,85.170254
1741,85.170254
1742,85.170254
1743,85.170254
1744,85.170254
1745,85.170254
1746,85.170254
1747,85.170254
1748,85.170254
1749,85.170254
1750,85.483965
1751,85.483965
1752,85.483965
1753,85.483965
1754,85.483965
1755,85.483965
1756,85.483965
1757,85.483965
1758,85.483965
1759,85.483965
1760,85.483965
1761,85.483965
1762,85.483965
1763,85.483965
1764,85.483965
1765,85.483965
1766,85.483965
1767,85.483965
1768,88.810193
1769,88.810193
1770,88.810193
1771,88.810193
1772,98.792686
1773,98.792686
1774,98.792686
1775,101.137668
1776,104.278104
1777,104.278104
1778,104.278104
1779,104.278104
1780,104.278104
1781,104.278104
1782,104.278104
1783,104.278104
1784,104.278104
1785,104.278104
1786,104.278104
1787,104.278104
1788,104.278104
1789,116.134172
1790,116.134172
1791,116.134172
1792,112.270749
1793,112.270749
