step,cap_1,cap_2,cap_3,cap_4,cap_5,cap_6,cap_7,cap_8,cap_9,cap_10
1313,346.321545,11384.202097,70332.331612,629545.471119,19323549.431327,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1314,346.321545,11384.202097,70332.331612,601072.906096,19323549.431327,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1315,346.321545,11384.202097,70332.331612,601072.906096,19323549.431327,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1316,346.321545,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1317,346.321545,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1318,346.321545,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1319,346.321545,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1320,331.660960,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1321,331.660960,11384.202097,70332.331612,601072.906096,21431513.353332,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1322,331.660960,11384.202097,70332.331612,601072.906096,27569503.843903,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1323,331.660960,11384.202097,70332.331612,601072.906096,27645049.667075,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1324,331.660960,11384.202097,70332.331612,601072.906096,38859163.425042,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1325,331.660960,11384.202097,70332.331612,601072.906096,33415375.156012,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1326,331.660960,11384.202097,70332.331612,601072.906096,33415375.156012,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1327,331.660960,11384.202097,70332.331612,467145.083241,33415375.156012,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1328,331.660960,11384.202097,70332.331612,535013.736773,33415375.156012,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1329,331.660960,11384.202097,70332.331612,535013.736773,31165192.412788,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1330,331.660960,10765.927438,70332.331612,577799.656675,31165192.412788,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1331,331.660960,10765.927438,70332.331612,577799.656675,30505814.671154,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1332,331.660960,10765.927438,70332.331612,577799.656675,31264612.882952,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1333,331.660960,10765.927438,70332.331612,557866.830091,35372055.621363,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1334,331.660960,10765.927438,70332.331612,557866.830091,36729724.693016,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1335,331.660960,10765.927438,70332.331612,557866.830091,36729724.693016,2635080.491075,2635080.491075,2635080.491075,2635080.491075,2635080.491075
1336,331.660960,10765.927438,64550.368785,557866.830091,36729724.693016,2471807.234173,2471807.234173,2471807.234173,2471807.234173,2471807.234173
1337,331.660960,10765.927438,66733.670293,557866.830091,36729724.693016,2158443.732167,2158443.732167,2158443.732167,2158443.732167,2158443.732167
1338,331.660960,10765.927438,82278.003569,557866.830091,36729724.693016,2301648.238163,2301648.238163,2301648.238163,2301648.238163,2301648.238163
1339,331.660960,10765.927438,76057.291861,557866.830091,36729724.693016,2301648.238163,2301648.238163,2301648.238163,2301648.238163,2301648.238163
1340,331.660960,10765.927438,76057.291861,557866.830091,36729724.693016,2298109.607881,2298109.607881,2298109.607881,2298109.607881,2298109.607881
1341,331.660960,10765.927438,76057.291861,557866.830091,36729724.693016,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1342,331.660960,10765.927438,76057.291861,557866.830091,36729724.693016,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1343,331.660960,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1344,331.660960,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1345,331.660960,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1346,331.660960,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1347,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1348,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1349,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1350,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1351,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1352,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1353,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2194172.595795,2194172.595795,2194172.595795,2194172.595795,2194172.595795
1354,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1705278.892979,1705278.892979,1705278.892979,1705278.892979,1705278.892979
1355,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1953028.439140,1953028.439140,1953028.439140,1953028.439140,1953028.439140
1356,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1953028.439140,1953028.439140,1953028.439140,1953028.439140,1953028.439140
1357,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,2109215.304297,2109215.304297,2109215.304297,2109215.304297,2109215.304297
1358,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1359,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1360,284.052367,10765.927438,73750.735331,557866.830091,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1361,284.052367,12759.351846,73750.735331,563517.665690,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1362,284.052367,12759.351846,73750.735331,563517.665690,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1363,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1364,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1365,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,1921678.048920,1921678.048920,1921678.048920,1921678.048920,1921678.048920
1366,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1367,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1368,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1369,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1370,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1371,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1372,284.052367,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1373,357.845407,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1374,357.845407,11159.526076,73750.735331,563517.665690,32959975.530668,2324346.532766,2324346.532766,2324346.532766,2324346.532766,2324346.532766
1375,366.617971,11159.526076,73750.735331,563517.665690,32778458.759169,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1376,383.419746,11159.526076,73750.735331,563517.665690,38542693.869284,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1377,343.943760,11159.526076,73750.735331,563517.665690,40584671.786145,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1378,343.943760,11159.526076,73750.735331,563517.665690,40584671.786145,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1379,343.943760,11159.526076,73750.735331,563517.665690,81892816.096797,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1380,343.943760,11159.526076,73750.735331,563517.665690,81892816.096797,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1381,343.943760,11159.526076,73750.735331,563517.665690,98826234.625382,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1382,343.943760,11159.526076,73750.735331,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1383,343.943760,11159.526076,94872.963364,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1384,343.943760,11159.526076,95132.933806,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1385,343.943760,11159.526076,133723.262081,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1386,343.943760,11159.526076,133723.262081,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1387,343.943760,11159.526076,116935.778521,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1388,343.943760,11159.526076,116935.778521,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1389,343.943760,11159.526076,116935.778521,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1390,343.943760,11159.526076,116935.778521,563517.665690,83079664.179033,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1391,343.943760,11159.526076,116935.778521,563517.665690,95069813.194300,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1392,429.909822,11159.526076,116935.778521,532913.088409,112966029.958071,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1393,424.987165,11159.526076,116935.778521,532913.088409,144459700.458835,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1394,424.987165,11159.526076,116935.778521,532913.088409,165982093.110055,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1395,424.987165,11159.526076,116935.778521,532913.088409,151467707.644154,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1396,424.987165,11159.526076,116935.778521,532913.088409,151467707.644154,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1397,424.987165,11159.526076,116935.778521,532913.088409,226270629.428520,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1398,424.987165,11159.526076,116935.778521,532913.088409,361047148.075512,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1399,424.987165,11159.526076,116935.778521,532913.088409,274459837.903260,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1400,424.987165,9974.667084,116935.778521,532913.088409,106674509.619050,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1401,368.949276,9974.667084,116935.778521,532913.088409,143622717.553796,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1402,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1403,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1404,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1405,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2347890.682414,2347890.682414,2347890.682414,2347890.682414,2347890.682414
1406,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1407,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1408,368.949276,9974.667084,116935.778521,532913.088409,124273213.340105,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1409,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1410,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1411,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1412,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1413,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1414,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1415,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1416,368.949276,9974.667084,116935.778521,532913.088409,112507999.474430,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1417,368.949276,9974.667084,113960.788593,532913.088409,139065043.836030,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1418,368.949276,9974.667084,113960.788593,532913.088409,155364096.354712,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1419,368.949276,9974.667084,113960.788593,532913.088409,215444667.768439,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1420,368.949276,9974.667084,128932.584832,532913.088409,215444667.768439,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1421,368.949276,9974.667084,133881.343949,532913.088409,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1422,368.949276,9974.667084,133881.343949,532913.088409,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1423,368.949276,9974.667084,133881.343949,631587.537431,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1424,368.949276,9974.667084,133881.343949,631587.537431,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1425,368.949276,9974.667084,133881.343949,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1426,368.949276,9974.667084,133881.343949,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1427,368.949276,9974.667084,133881.343949,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1428,368.949276,9974.667084,133881.343949,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1429,368.949276,9974.667084,133881.343949,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1430,368.949276,9974.667084,120140.454563,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1431,368.949276,9974.667084,120140.454563,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1432,368.949276,9974.667084,120140.454563,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1433,368.949276,9974.667084,120140.454563,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1434,368.949276,10711.902905,120140.454563,552396.209309,94066764.173678,2220377.019204,2220377.019204,2220377.019204,2220377.019204,2220377.019204
1435,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2239759.553805,2239759.553805,2239759.553805,2239759.553805,2239759.553805
1436,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1437,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1438,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1439,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1440,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1441,368.949276,10711.902905,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1442,368.949276,10761.825740,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1443,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1444,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1445,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1446,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2270463.328352,2270463.328352,2270463.328352,2270463.328352,2270463.328352
1447,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1448,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1449,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1450,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1451,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1452,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1453,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1454,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1455,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1456,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1457,368.949276,9481.813034,120140.454563,573415.391650,79454239.019248,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1458,368.949276,9481.813034,120140.454563,480183.364452,74531143.719796,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1459,368.949276,7319.884833,120140.454563,480183.364452,65082453.756554,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1460,368.949276,7319.884833,120140.454563,480183.364452,69400426.238444,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1461,368.949276,7319.884833,120140.454563,480183.364452,69400426.238444,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1462,368.949276,7319.884833,119478.818530,654330.582390,69293727.723109,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1463,368.949276,7319.884833,140489.690510,636904.141549,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1464,368.949276,7319.884833,147932.783267,549309.830407,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1465,368.949276,7319.884833,147932.783267,551869.889442,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1466,368.949276,7319.884833,298502.653382,486230.425677,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1467,368.949276,7319.884833,298502.653382,486230.425677,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1468,368.949276,7319.884833,298502.653382,486230.425677,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1469,368.949276,7319.884833,298502.653382,486230.425677,66159767.971505,2356856.540134,2356856.540134,2356856.540134,2356856.540134,2356856.540134
1470,368.949276,7319.884833,298502.653382,486230.425677,66159767.971505,1973653.514455,1973653.514455,1973653.514455,1973653.514455,1973653.514455
1471,368.949276,7036.286274,298502.653382,486230.425677,66159767.971505,1973653.514455,1973653.514455,1973653.514455,1973653.514455,1973653.514455
1472,368.949276,7036.286274,298502.653382,486230.425677,66159767.971505,1973653.514455,1973653.514455,1973653.514455,1973653.514455,1973653.514455
1473,368.949276,7036.286274,298502.653382,486230.425677,66159767.971505,1973653.514455,1973653.514455,1973653.514455,1973653.514455,1973653.514455
1474,368.949276,7036.286274,298502.653382,486230.425677,66159767.971505,2689434.805852,2689434.805852,2689434.805852,2689434.805852,2689434.805852
1475,368.949276,7036.286274,298502.653382,486230.425677,66159767.971505,2617808.508991,2617808.508991,2617808.508991,2617808.508991,2617808.508991
1476,368.949276,6795.055351,298502.653382,486230.425677,51418405.326209,2257777.669045,2257777.669045,2257777.669045,2257777.669045,2257777.669045
1477,368.949276,5327.879751,298502.653382,486230.425677,58888671.120452,2268300.044214,2268300.044214,2268300.044214,2268300.044214,2268300.044214
1478,348.911685,5327.879751,298502.653382,486230.425677,58888671.120452,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1479,348.911685,5327.879751,298502.653382,486230.425677,63598094.061373,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1480,348.911685,5327.879751,298502.653382,486230.425677,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1481,348.911685,5327.879751,298502.653382,486230.425677,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1482,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1483,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1484,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1485,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1486,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1487,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1488,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1489,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1490,348.911685,5327.879751,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1491,348.911685,5208.416876,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1492,348.911685,5208.416876,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1493,348.911685,5208.416876,298502.653382,375366.051369,57943378.782590,1998508.193982,1998508.193982,1998508.193982,1998508.193982,1998508.193982
1494,348.911685,5208.416876,298502.653382,360823.025920,57943378.782590,1542832.553843,1542832.553843,1542832.553843,1542832.553843,1542832.553843
1495,348.911685,5208.416876,298502.653382,394698.578246,57943378.782590,1783951.052226,1783951.052226,1783951.052226,1783951.052226,1783951.052226
1496,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1783951.052226,1783951.052226,1783951.052226,1783951.052226,1783951.052226
1497,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1694411.508301,1694411.508301,1694411.508301,1694411.508301,1694411.508301
1498,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1694411.508301,1694411.508301,1694411.508301,1694411.508301,1694411.508301
1499,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,2020798.736091,2020798.736091,2020798.736091,2020798.736091,2020798.736091
1500,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,2020798.736091,2020798.736091,2020798.736091,2020798.736091,2020798.736091
1501,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1502,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1503,348.911685,5208.416876,298502.653382,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1504,348.911685,5208.416876,341582.886443,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1505,348.911685,5208.416876,405883.437514,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1506,348.911685,5267.446799,519039.217597,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1507,348.911685,5267.446799,596368.506021,422480.759724,57943378.782590,1923322.964407,1923322.964407,1923322.964407,1923322.964407,1923322.964407
1508,348.911685,5267.446799,596368.506021,422480.759724,57943378.782590,2182723.868042,2182723.868042,2182723.868042,2182723.868042,2182723.868042
1509,348.911685,5267.446799,596368.506021,479461.252792,57943378.782590,2182723.868042,2182723.868042,2182723.868042,2182723.868042,2182723.868042
1510,370.186686,5267.446799,596368.506021,479461.252792,58530308.296741,2182723.868042,2182723.868042,2182723.868042,2182723.868042,2182723.868042
1511,370.186686,5267.446799,596368.506021,479461.252792,58530308.296741,2182723.868042,2182723.868042,2182723.868042,2182723.868042,2182723.868042
1512,370.186686,5267.446799,580596.853009,479461.252792,58530308.296741,2182723.868042,2182723.868042,2182723.868042,2182723.868042,2182723.868042
1513,370.186686,5267.446799,580596.853009,479461.252792,58530308.296741,3050071.726403,3050071.726403,3050071.726403,3050071.726403,3050071.726403
1514,370.186686,5267.446799,580596.853009,479461.252792,58530308.296741,3050071.726403,3050071.726403,3050071.726403,3050071.726403,3050071.726403
1515,370.186686,5267.446799,745219.465926,479461.252792,58530308.296741,2579232.621029,2579232.621029,2579232.621029,2579232.621029,2579232.621029
1516,370.186686,5267.446799,878793.847211,479461.252792,58530308.296741,2579232.621029,2579232.621029,2579232.621029,2579232.621029,2579232.621029
1517,370.186686,5267.446799,878793.847211,479461.252792,58530308.296741,2579232.621029,2579232.621029,2579232.621029,2579232.621029,2579232.621029
