step,cap_1,cap_2,cap_3,cap_4,cap_5,cap_6,cap_7,cap_8,cap_9,cap_10
2284,1912.558566,91112.956752,14435322.299318,236534326.689485,8242078853.726076,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2285,1912.558566,91112.956752,14435322.299318,236534326.689485,8242078853.726076,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2286,1912.558566,91112.956752,14435322.299318,236534326.689485,7668217836.930527,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2287,1912.558566,91112.956752,14435322.299318,270671222.309587,8363278906.746779,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2288,1912.558566,96558.113150,14435322.299318,321623156.508377,9536014029.475239,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2289,1660.372728,96558.113150,14435322.299318,411288109.063140,10956741316.172014,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2290,1660.372728,96558.113150,14435322.299318,472564050.712743,22209199661.137131,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2291,1660.372728,96558.113150,14435322.299318,431240455.734190,22209199661.137131,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2292,1660.372728,96558.113150,14435322.299318,431240455.734190,22209199661.137131,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2293,1660.372728,88124.029219,14435322.299318,431240455.734190,22209199661.137131,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2294,1660.372728,88124.029219,14435322.299318,431240455.734190,22209199661.137131,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2295,1660.372728,88124.029219,14435322.299318,590834958.316570,23073138483.463737,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2296,1660.372728,88124.029219,14435322.299318,1100415125.763663,32505903733.017490,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2297,1660.372728,88124.029219,14435322.299318,1691727249.979762,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2298,1660.372728,88124.029219,14435322.299318,2036557709.103399,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2299,1660.372728,88124.029219,14435322.299318,2036557709.103399,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2300,1660.372728,88124.029219,14435322.299318,2521103903.948455,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2301,1660.372728,88124.029219,14435322.299318,1901045463.468312,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2302,1660.372728,88124.029219,14435322.299318,1901045463.468312,38814236016.887878,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139,2052025292.600139
2303,1660.372728,88124.029219,14435322.299318,1901045463.468312,38814236016.887878,2284433831.268354,2284433831.268354,2284433831.268354,2284433831.268354,2284433831.268354
2304,1660.372728,117432.114146,14435322.299318,1901045463.468312,38814236016.887878,2488849640.818733,2488849640.818733,2488849640.818733,2488849640.818733,2488849640.818733
2305,1660.372728,93448.331775,14435322.299318,1721069378.156472,38814236016.887878,2488849640.818733,2488849640.818733,2488849640.818733,2488849640.818733,2488849640.818733
2306,1660.372728,93448.331775,14435322.299318,1721069378.156472,45678682315.971451,3145729673.142168,3145729673.142168,3145729673.142168,3145729673.142168,3145729673.142168
2307,1660.372728,87709.706975,14435322.299318,1721069378.156472,46100369307.723068,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880
2308,1660.372728,87709.706975,14435322.299318,1721069378.156472,38181639732.926514,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880
2309,1660.372728,87709.706975,14435322.299318,1721069378.156472,38181639732.926514,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880,3205564420.906880
2310,1660.372728,87709.706975,14435322.299318,1721069378.156472,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2311,1660.372728,87709.706975,14435322.299318,1721069378.156472,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2312,1660.372728,87709.706975,13651341.665217,1721069378.156472,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2313,1660.372728,87709.706975,13651341.665217,2127320631.743825,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2314,1660.372728,87709.706975,13651341.665217,2325495080.819576,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2315,1660.372728,89839.403877,13651341.665217,3224783118.105001,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2316,1660.372728,110424.524447,13651341.665217,3224783118.105001,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2317,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2318,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2319,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2320,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2321,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2322,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2323,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2324,1660.372728,110424.524447,13651341.665217,1407994526.966320,38181639732.926514,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2325,1660.372728,110424.524447,13651341.665217,1407994526.966320,47194256657.258217,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2326,1660.372728,119050.480646,13651341.665217,1407994526.966320,52725637129.433350,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2327,1660.372728,119050.480646,13651341.665217,1407994526.966320,73115073821.787445,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2328,1660.372728,161646.529784,13651341.665217,1407994526.966320,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2329,1660.372728,161646.529784,13651341.665217,1407994526.966320,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2330,1660.372728,161646.529784,13651341.665217,1407994526.966320,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2331,1660.372728,161646.529784,13651341.665217,1189273753.233658,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2332,1660.372728,161646.529784,13651341.665217,1189273753.233658,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2333,1660.372728,161646.529784,13651341.665217,1189273753.233658,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2334,1660.372728,148120.802007,13651341.665217,1189273753.233658,70862805221.397934,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983,3925548523.095983
2335,1660.372728,148120.802007,13651341.665217,1189273753.233658,70862805221.397934,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2336,1660.372728,148120.802007,13651341.665217,1189273753.233658,123110399154.600296,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2337,1660.372728,148120.802007,13651341.665217,1189273753.233658,123110399154.600296,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2338,1660.372728,148120.802007,13651341.665217,1189273753.233658,123110399154.600296,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2339,1660.372728,148120.802007,13651341.665217,1189273753.233658,129250176094.535614,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2340,1660.372728,148120.802007,13651341.665217,1189273753.233658,129250176094.535614,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2341,1660.372728,208520.129076,13651341.665217,1189273753.233658,129250176094.535614,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113,4353778061.886113
2342,1660.372728,208520.129076,13651341.665217,1189273753.233658,129250176094.535614,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836
2343,1660.372728,208520.129076,16179030.788490,1189273753.233658,129250176094.535614,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836
2344,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836,4883381098.364836
2345,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,5440384252.160628,5440384252.160628,5440384252.160628,5440384252.160628,5440384252.160628
2346,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,5753193724.930365,5753193724.930365,5753193724.930365,5753193724.930365,5753193724.930365
2347,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,4274413957.047734,4274413957.047734,4274413957.047734,4274413957.047734,4274413957.047734
2348,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,4274413957.047734,4274413957.047734,4274413957.047734,4274413957.047734,4274413957.047734
2349,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,3986576023.801778,3986576023.801778,3986576023.801778,3986576023.801778,3986576023.801778
2350,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,3986576023.801778,3986576023.801778,3986576023.801778,3986576023.801778,3986576023.801778
2351,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,3902230018.148746,3902230018.148746,3902230018.148746,3902230018.148746,3902230018.148746
2352,1660.372728,208520.129076,16400821.253845,1189273753.233658,129250176094.535614,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2353,1660.372728,208520.129076,16400821.253845,1189273753.233658,121241655186.920029,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2354,1660.372728,208520.129076,16400821.253845,1115584695.273041,121241655186.920029,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2355,1660.372728,208520.129076,16400821.253845,974156382.392161,121241655186.920029,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2356,1660.372728,208520.129076,16400821.253845,1038787941.428972,121241655186.920029,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2357,1660.372728,208520.129076,16400821.253845,1038787941.428972,152738630075.820343,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623,3999293649.843623
2358,1660.372728,208520.129076,16400821.253845,1037190874.420800,145340218781.704498,4886837213.380786,4886837213.380786,4886837213.380786,4886837213.380786,4886837213.380786
2359,1660.372728,208520.129076,16400821.253845,990281658.219377,145340218781.704498,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638
2360,1660.372728,208520.129076,16400821.253845,990281658.219377,152001031801.272888,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638
2361,1660.372728,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638
2362,1660.372728,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638,4654411006.615638
2363,1660.372728,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2364,1660.372728,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2365,1660.372728,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2366,1570.198083,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2367,1570.198083,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2368,1570.198083,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2369,1570.198083,208520.129076,16400821.253845,990281658.219377,136351366763.528412,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2370,1570.198083,208520.129076,16400821.253845,990281658.219377,93260428529.245636,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2371,1570.198083,208520.129076,16400821.253845,990281658.219377,93260428529.245636,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2372,1570.198083,208520.129076,16400821.253845,769632440.539473,106809666098.527206,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2373,1570.198083,208520.129076,16400821.253845,881447633.138821,106809666098.527206,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2374,1570.198083,208520.129076,16400821.253845,881447633.138821,115351409056.313446,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2375,1570.198083,208520.129076,16400821.253845,951938435.966307,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2376,1570.198083,208520.129076,16400821.253845,951938435.966307,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2377,1570.198083,208520.129076,16400821.253845,951938435.966307,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2378,1570.198083,208520.129076,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2379,1570.198083,208520.129076,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2380,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2381,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2382,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2383,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2384,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2385,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2386,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2387,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2388,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2389,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2390,1570.198083,194912.707395,16400821.253845,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2391,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2392,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2393,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2394,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208,4176706309.941208
2395,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,3852276474.312696,3852276474.312696,3852276474.312696,3852276474.312696,3852276474.312696
2396,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4529716114.481524,4529716114.481524,4529716114.481524,4529716114.481524,4529716114.481524
2397,1570.198083,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4452571456.760266,4452571456.760266,4452571456.760266,4452571456.760266,4452571456.760266
2398,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,4452571456.760266,4452571456.760266,4452571456.760266,4452571456.760266,4452571456.760266
2399,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2400,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2401,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2402,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2403,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2404,1665.941413,194912.707395,13734199.751402,919098638.393670,105095136681.383255,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2405,1665.941413,194912.707395,13734199.751402,919098638.393670,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2406,1665.941413,194912.707395,13734199.751402,928408522.087431,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2407,1665.941413,194912.707395,13734199.751402,928408522.087431,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2408,1665.941413,194912.707395,13804819.865303,928408522.087431,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2409,1665.941413,178889.094884,13804819.865303,928408522.087431,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2410,1665.941413,178889.094884,11906223.816607,928408522.087431,106159683464.951080,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2411,1665.941413,178889.094884,11961712.785056,928408522.087431,123158021537.642456,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2412,1665.941413,178889.094884,10538985.385101,928408522.087431,92876593799.839294,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2413,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2414,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2415,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764,8984515567.544764
2416,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2417,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2418,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2419,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2420,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2421,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2422,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2423,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533,7434459427.387533
2424,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,8507408833.998542,8507408833.998542,8507408833.998542,8507408833.998542,8507408833.998542
2425,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,10108868092.996925,10108868092.996925,10108868092.996925,10108868092.996925,10108868092.996925
2426,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,12927107885.744284,12927107885.744284,12927107885.744284,12927107885.744284,12927107885.744284
2427,1665.941413,178889.094884,10538985.385101,928408522.087431,80019949875.594955,14853058797.160952,14853058797.160952,14853058797.160952,14853058797.160952,14853058797.160952
2428,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,13554225792.405771,13554225792.405771,13554225792.405771,13554225792.405771,13554225792.405771
2429,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,13554225792.405771,13554225792.405771,13554225792.405771,13554225792.405771,13554225792.405771
2430,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,20248033387.216248,20248033387.216248,20248033387.216248,20248033387.216248,20248033387.216248
2431,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,32308632927.993816,32308632927.993816,32308632927.993816,32308632927.993816,32308632927.993816
2432,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,24560288603.743553,24560288603.743553,24560288603.743553,24560288603.743553,24560288603.743553
2433,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,9545865664.433435,9545865664.433435,9545865664.433435,9545865664.433435,9545865664.433435
2434,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,12852209708.068457,12852209708.068457,12852209708.068457,12852209708.068457,12852209708.068457
2435,1665.941413,178889.094884,8136013.545289,928408522.087431,80019949875.594955,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2436,1665.941413,190488.026171,8136013.545289,928408522.087431,80019949875.594955,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2437,1665.941413,190488.026171,8136013.545289,877986765.873161,80019949875.594955,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2438,1665.941413,190488.026171,8136013.545289,877986765.873161,78502320481.215637,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2439,1665.941413,190488.026171,8136013.545289,877986765.873161,79578470617.682526,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2440,1665.941413,190488.026171,7820795.236092,877986765.873161,79578470617.682526,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2441,1665.941413,190488.026171,8555043.715875,877986765.873161,79578470617.682526,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895,11120701697.795895
2442,1665.941413,184711.178352,8555043.715875,877986765.873161,79578470617.682526,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2443,1665.941413,184711.178352,8555043.715875,877986765.873161,79578470617.682526,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2444,1665.941413,184711.178352,8555043.715875,877986765.873161,82720971084.530106,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2445,1665.941413,184711.178352,6752509.420511,877986765.873161,82720971084.530106,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2446,1665.941413,184711.178352,6752509.420511,877986765.873161,82720971084.530106,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2447,1665.941413,184711.178352,6752509.420511,877986765.873161,84380257747.097580,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2448,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2449,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2450,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2451,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2452,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2453,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488,10067880817.942488
2454,1665.941413,184711.178352,6752509.420511,877986765.873161,83328099731.067642,9560488824.812569,9560488824.812569,9560488824.812569,9560488824.812569,9560488824.812569
2455,1665.941413,184711.178352,6752509.420511,877986765.873161,65828467197.554581,8906003664.998783,8906003664.998783,8906003664.998783,8906003664.998783,8906003664.998783
2456,1665.941413,184711.178352,6752509.420511,877986765.873161,65828467197.554581,8906003664.998783,8906003664.998783,8906003664.998783,8906003664.998783,8906003664.998783
2457,1665.941413,184711.178352,6752509.420511,877986765.873161,65828467197.554581,10345161347.455252,10345161347.455252,10345161347.455252,10345161347.455252,10345161347.455252
2458,1665.941413,184711.178352,6752509.420511,841633894.236269,65828467197.554581,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
2459,1395.074782,184711.178352,6752509.420511,798915054.897553,83974166422.398849,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
2460,1395.074782,184711.178352,6601103.189631,798915054.897553,83974166422.398849,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
2461,1395.074782,184711.178352,6601103.189631,698743438.922470,83974166422.398849,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
2462,1395.074782,184711.178352,6601103.189631,698743438.922470,83974166422.398849,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
2463,1395.074782,184711.178352,6601103.189631,698743438.922470,83974166422.398849,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006,11622822046.280006
