atr_mult,universe,window,final_equity,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
1.20,OldGuardNoBNB,2,1.24389892,24.3899,1.793993,10.7154,84,46.4286,true
1.20,OldGuardNoBNB,3,1.04659241,4.6592,0.511225,6.9922,61,44.2623,true
1.20,OldGuardNoBNB,4,0.95121985,-4.8780,-0.261648,18.1626,84,50.0000,false
1.20,OldGuardNoBNB,5,0.86335074,-13.6649,-2.926837,13.7630,77,35.0649,false
1.20,OldGuardNoBNB,6,1.00135750,0.1357,0.065686,9.1214,91,50.5495,true
1.20,LargeCaps5,0,1.28069889,28.0699,1.866345,5.1336,83,51.8072,true
1.20,LargeCaps5,1,1.35079062,35.0791,2.839775,4.4930,126,48.4127,true
1.20,LargeCaps5,2,1.47612726,47.6127,2.942480,10.3163,105,57.1429,true
1.20,LargeCaps5,3,0.97590832,-2.4092,-0.156638,9.1625,63,49.2063,false
1.20,LargeCaps5,4,0.99524259,-0.4757,0.075994,14.8841,86,51.1628,false
1.20,LargeCaps5,5,0.99161495,-0.8385,-0.109483,9.7800,70,38.5714,false
1.20,Legacy3,0,1.16840968,16.8410,1.718555,5.1219,49,55.1020,true
1.20,Legacy3,1,1.21460088,21.4601,2.814161,2.7928,84,57.1429,true
1.20,Legacy3,2,1.14703387,14.7034,1.348144,6.9876,58,44.8276,true
1.20,Legacy3,3,1.03128266,3.1283,0.446731,6.2429,36,47.2222,true
1.20,Legacy3,4,0.97249103,-2.7509,-0.255867,13.0608,58,53.4483,false
1.20,Legacy3,5,0.92324685,-7.6753,-2.165330,9.4597,50,34.0000,false
1.20,Legacy3,6,0.98062989,-1.9370,-0.403477,6.6287,63,49.2063,false
1.20,LowVolume5,0,1.18366648,18.3666,1.490863,4.2945,74,56.7568,true
1.20,LowVolume5,1,1.31867568,31.8676,3.320047,6.0051,85,57.6471,true
1.20,LowVolume5,2,1.15210024,15.2100,1.293785,9.0724,73,46.5753,true
1.20,LowVolume5,3,0.89620425,-10.3796,-0.809842,19.5773,56,42.8571,false
1.20,LowVolume5,4,0.92412759,-7.5872,-0.650337,16.8870,68,51.4706,false
1.20,LowVolume5,5,0.95439157,-4.5608,-0.816574,11.4713,70,44.2857,false
1.20,LowVolume5,6,0.89175794,-10.8242,-2.206845,12.6446,61,42.6230,false
1.20,OldGuard4,0,1.12248132,12.2481,1.233137,5.1219,59,54.2373,true
1.20,OldGuard4,1,1.19828157,19.8282,2.618296,3.6291,87,56.3218,true
1.20,OldGuard4,2,1.19545254,19.5453,1.627738,7.5841,69,44.9275,true
1.20,OldGuard4,3,1.05154041,5.1540,0.568685,7.0187,52,46.1538,true
1.20,OldGuard4,4,0.95144428,-4.8556,-0.414397,17.2309,69,50.7246,false
1.20,OldGuard4,5,0.87877322,-12.1227,-2.642404,12.1227,65,36.9231,false
1.20,OldGuard4,6,0.94266963,-5.7330,-1.172707,10.9094,74,45.9459,false
1.25,Base5,0,1.44462830,44.4628,1.950359,7.8357,74,51.3514,true
1.25,Base5,1,1.29275785,29.2758,2.548479,6.1853,113,45.1327,true
1.25,Base5,2,1.59233406,59.2334,3.528818,8.2985,95,58.9474,true
1.25,Base5,3,0.94873952,-5.1260,-0.473212,13.2255,60,38.3333,false
1.25,Base5,4,1.03698788,3.6988,0.336122,13.7965,87,47.1264,true
1.25,Base5,5,1.04348252,4.3483,0.694388,8.2503,82,39.0244,true
1.25,NoDOGE,0,1.33801772,33.8018,2.270623,5.6936,62,54.8387,true
1.25,NoDOGE,1,1.39296895,39.2969,3.294453,5.9635,104,48.0769,true
1.25,NoDOGE,2,1.44262751,44.2628,3.095623,9.0193,85,57.6471,true
1.25,NoDOGE,3,0.96360965,-3.6390,-0.316780,13.1315,51,43.1373,false
1.25,NoDOGE,4,0.91425254,-8.5747,-0.518293,17.1918,73,46.5753,false
1.25,NoDOGE,5,1.00544431,0.5444,0.139022,9.4078,64,37.5000,true
1.25,Legacy4,0,1.40331596,40.3316,2.577504,5.1278,58,58.6207,true
1.25,Legacy4,1,1.28399213,28.3992,2.975785,3.4573,99,52.5253,true
1.25,Legacy4,2,1.18618845,18.6188,1.461931,11.2345,74,45.9459,true
1.25,Legacy4,3,0.97286987,-2.7130,-0.254736,7.4561,45,42.2222,false
1.25,Legacy4,4,0.95511724,-4.4883,-0.266212,16.9319,73,50.6849,false
1.25,Legacy4,5,0.92147885,-7.8521,-1.837754,12.7994,61,32.7869,false
1.25,Legacy4,6,1.03719277,3.7193,0.692530,6.5011,80,53.7500,true
1.25,Legacy5BNB,0,1.41126240,41.1262,2.402614,4.9531,72,56.9444,true
1.25,Legacy5BNB,1,1.27423694,27.4237,2.707205,3.9291,116,50.8621,true
1.25,Legacy5BNB,2,1.27520442,27.5204,1.876397,7.9654,92,48.9130,true
1.25,Legacy5BNB,3,0.95769995,-4.2300,-0.347005,8.4026,54,44.4444,false
1.25,Legacy5BNB,4,1.01310760,1.3108,0.194910,14.1499,85,52.9412,true
1.25,Legacy5BNB,5,0.91254355,-8.7456,-1.907282,13.2748,67,34.3284,false
1.25,Legacy5BNB,6,1.10493745,10.4937,1.540931,6.0881,98,55.1020,true
1.25,OldGuardNoBNB,0,1.34343537,34.3435,2.231240,5.1278,68,57.3529,true
1.25,OldGuardNoBNB,1,1.26862048,26.8620,2.832069,3.6291,102,51.9608,true
1.25,OldGuardNoBNB,2,1.19140316,19.1403,1.461826,11.8038,84,45.2381,true
1.25,OldGuardNoBNB,3,0.99114562,-0.8854,-0.002704,11.4757,61,42.6230,false
1.25,OldGuardNoBNB,4,0.92727505,-7.2725,-0.446152,19.5901,83,48.1928,false
1.25,OldGuardNoBNB,5,0.88721027,-11.2790,-2.379095,14.4580,74,33.7838,false
1.25,OldGuardNoBNB,6,0.99877842,-0.1222,0.022001,9.0055,90,51.1111,false
1.25,LargeCaps5,0,1.36573363,36.5734,2.364537,5.1395,77,54.5455,true
1.25,LargeCaps5,1,1.37998959,37.9990,3.008495,4.9188,122,47.5410,true
1.25,LargeCaps5,2,1.49411022,49.4110,3.021809,9.2058,105,57.1429,true
1.25,LargeCaps5,3,0.94858413,-5.1416,-0.424631,11.1100,60,45.0000,false
1.25,LargeCaps5,4,0.97479435,-2.5206,-0.066502,14.8841,86,50.0000,false
1.25,LargeCaps5,5,0.99581425,-0.4186,-0.035374,9.3379,69,36.2319,false
1.25,Legacy3,0,1.17332088,17.3321,1.755668,5.1278,47,55.3191,true
1.25,Legacy3,1,1.25137090,25.1371,2.982927,2.7928,80,55.0000,true
1.25,Legacy3,2,1.09862607,9.8626,0.955891,8.1214,58,43.1034,true
1.25,Legacy3,3,1.00666251,0.6663,0.144376,7.0149,36,47.2222,true
1.25,Legacy3,4,0.95534258,-4.4657,-0.456558,14.5544,58,51.7241,false
1.25,Legacy3,5,0.93909453,-6.0905,-1.605609,9.7092,49,34.6939,false
1.25,Legacy3,6,0.98338620,-1.6614,-0.340337,6.3839,62,50.0000,false
1.25,LowVolume5,0,1.23677213,23.6772,1.885686,4.1035,71,57.7465,true
1.25,LowVolume5,1,1.33240570,33.2406,3.384333,6.1850,84,57.1429,true
1.25,LowVolume5,2,1.10347862,10.3479,0.932790,9.0724,73,45.2055,true
1.25,LowVolume5,3,0.87407288,-12.5927,-1.001846,20.6228,56,42.8571,false
1.25,LowVolume5,4,0.89484791,-10.5152,-0.973597,18.1332,67,50.7463,false
1.25,LowVolume5,5,0.98525321,-1.4747,-0.234914,11.7830,67,43.2836,false
1.25,LowVolume5,6,0.89158842,-10.8412,-2.186527,12.5678,60,43.3333,false
1.25,OldGuard4,0,1.12325436,12.3254,1.230815,5.1278,57,54.3860,true
1.25,OldGuard4,1,1.23638978,23.6390,2.821940,3.6291,83,54.2169,true
1.25,OldGuard4,2,1.14500134,14.5001,1.262440,8.7107,69,43.4783,true
1.25,OldGuard4,3,1.02557307,2.5573,0.320755,8.3774,52,46.1538,true
1.25,OldGuard4,4,0.92749383,-7.2506,-0.664453,18.6747,68,48.5294,false
1.25,OldGuard4,5,0.90481886,-9.5181,-2.051613,11.3632,62,35.4839,false
1.25,OldGuard4,6,0.94003982,-5.9960,-1.221047,10.7998,73,46.5753,false
1.30,Base5,0,1.45080431,45.0804,2.023167,7.8357,73,52.0548,true
1.30,Base5,1,1.32311900,32.3119,2.763917,6.3675,109,47.7064,true
1.30,Base5,2,1.60681808,60.6818,3.583725,8.2985,94,60.6383,true
1.30,Base5,3,0.95858245,-4.1418,-0.352113,14.1492,58,39.6552,false
1.30,Base5,4,1.03455964,3.4560,0.322813,14.1967,86,46.5116,true
1.30,Base5,5,1.08569792,8.5698,1.028804,8.6221,80,40.0000,true
1.30,NoDOGE,0,1.34859573,34.8596,2.281779,4.7837,61,55.7377,true
1.30,NoDOGE,1,1.42568361,42.5684,3.511070,5.9635,100,51.0000,true
1.30,NoDOGE,2,1.45574978,45.5750,3.156468,9.0193,84,59.5238,true
1.30,NoDOGE,3,0.97360685,-2.6393,-0.198651,14.0561,49,44.8980,false
1.30,NoDOGE,4,0.91211171,-8.7888,-0.538051,19.1039,72,45.8333,false
1.30,NoDOGE,5,1.05195653,5.1957,0.713665,10.1746,62,38.7097,true
1.30,Legacy4,0,1.42186761,42.1868,2.684623,5.1228,57,59.6491,true
1.30,Legacy4,1,1.27355547,27.3555,2.863708,3.2686,98,52.0408,true
1.30,Legacy4,2,1.21801892,21.8019,1.619411,7.7289,73,46.5753,true
1.30,Legacy4,3,1.01067623,1.0676,0.186716,8.6514,44,45.4545,true
1.30,Legacy4,4,0.94482073,-5.5179,-0.351138,19.1235,73,50.6849,false
1.30,Legacy4,5,0.91651771,-8.3482,-1.903758,13.2688,60,31.6667,false
1.30,Legacy4,6,1.03687018,3.6870,0.686968,6.5011,79,54.4304,true
1.30,Legacy5BNB,0,1.45933657,45.9337,2.560875,4.9796,70,57.1429,true
1.30,Legacy5BNB,1,1.23804243,23.8042,2.338837,4.2087,115,49.5652,true
1.30,Legacy5BNB,2,1.29159158,29.1592,1.898435,6.8273,92,47.8261,true
1.30,Legacy5BNB,3,0.99491680,-0.5083,0.030362,7.3591,53,47.1698,false
1.30,Legacy5BNB,4,1.00218594,0.2186,0.107182,16.4149,85,52.9412,true
1.30,Legacy5BNB,5,0.90763051,-9.2369,-1.970318,13.7417,66,33.3333,false
1.30,Legacy5BNB,6,1.10459379,10.4594,1.536303,6.1398,97,55.6701,true
1.30,OldGuardNoBNB,0,1.36119541,36.1195,2.335145,5.1228,67,58.2090,true
1.30,OldGuardNoBNB,1,1.25830876,25.8309,2.721123,3.6291,101,51.4851,true
1.30,OldGuardNoBNB,2,1.22337356,22.3374,1.618770,8.3207,83,45.7831,true
1.30,OldGuardNoBNB,3,1.02966219,2.9662,0.325321,12.5315,60,45.0000,true
1.30,OldGuardNoBNB,4,0.88489359,-11.5106,-0.780162,23.0321,83,48.1928,false
1.30,OldGuardNoBNB,5,0.87802397,-12.1976,-2.556013,15.3437,73,34.2466,false
1.30,OldGuardNoBNB,6,1.00733624,0.7336,0.166200,8.3393,88,52.2727,true
1.30,LargeCaps5,0,1.37566016,37.5660,2.364097,4.7837,76,53.9474,true
1.30,LargeCaps5,1,1.40660559,40.6606,3.171521,5.3088,118,50.0000,true
1.30,LargeCaps5,2,1.48499988,48.5000,2.958046,10.2268,104,57.6923,true
1.30,LargeCaps5,3,0.95842544,-4.1575,-0.331281,11.5874,58,46.5517,false
1.30,LargeCaps5,4,0.96980023,-3.0200,-0.102989,16.8494,85,49.4118,false
1.30,LargeCaps5,5,1.04188924,4.1889,0.590705,10.1046,67,37.3134,true
1.30,Legacy3,0,1.18883203,18.8832,1.886536,5.1228,46,56.5217,true
1.30,Legacy3,1,1.24119939,24.1199,2.857028,3.2392,79,54.4304,true
1.30,Legacy3,2,1.14201322,14.2013,1.264704,6.4017,57,43.8596,true
1.30,Legacy3,3,1.04473567,4.4736,0.577230,7.8663,35,48.5714,true
1.30,Legacy3,4,0.94504365,-5.4956,-0.564326,16.8087,58,51.7241,false
1.30,Legacy3,5,0.93852320,-6.1477,-1.578560,9.7642,48,33.3333,false
1.30,Legacy3,6,0.98406048,-1.5940,-0.325049,6.4355,61,50.8197,false
1.30,LowVolume5,0,1.23948059,23.9481,1.829344,4.1333,69,59.4203,true
1.30,LowVolume5,1,1.32437343,32.4373,3.265975,6.1843,83,56.6265,true
1.30,LowVolume5,2,1.17175972,17.1760,1.405632,9.0724,71,47.8873,true
1.30,LowVolume5,3,0.90225904,-9.7741,-0.645066,21.7583,55,43.6364,false
1.30,LowVolume5,4,0.88074311,-11.9257,-1.088178,20.7386,66,51.5152,false
1.30,LowVolume5,5,1.03019763,3.0198,0.435151,12.5835,65,44.6154,true
1.30,LowVolume5,6,0.90012434,-9.9876,-1.981765,11.8399,58,44.8276,false
1.30,OldGuard4,0,1.13810363,13.8104,1.356768,5.1228,56,55.3571,true
1.30,OldGuard4,1,1.22634004,22.6340,2.697479,3.6291,82,53.6585,true
1.30,OldGuard4,2,1.19021995,19.0220,1.543276,7.0020,68,44.1176,true
1.30,OldGuard4,3,1.06436145,6.4361,0.602594,9.5607,51,47.0588,true
1.30,OldGuard4,4,0.89411894,-10.5881,-0.994035,22.1558,68,48.5294,false
1.30,OldGuard4,5,0.89974961,-10.0250,-2.154779,11.8598,61,36.0656,false
1.30,OldGuard4,6,0.94903961,-5.0960,-1.016490,10.0572,71,47.8873,false
1.35,Base5,0,1.39710815,39.7108,1.811920,10.8708,72,51.3889,true
1.35,Base5,1,1.31015521,31.0155,2.672982,6.6412,109,47.7064,true
1.35,Base5,2,1.63496695,63.4967,3.821726,8.2985,90,62.2222,true
1.35,Base5,3,0.95411100,-4.5889,-0.393141,15.0905,56,39.2857,false
1.35,Base5,4,1.00582569,0.5826,0.160348,14.6982,86,46.5116,true
1.35,Base5,5,1.10113990,10.1140,1.185036,7.9246,79,41.7722,true
1.35,NoDOGE,0,1.34290639,34.2906,2.239132,4.7837,60,55.0000,true
1.35,NoDOGE,1,1.40717430,40.7174,3.379622,6.3469,100,51.0000,true
1.35,NoDOGE,2,1.47888381,47.8884,3.322521,9.0193,81,61.7284,true
1.35,NoDOGE,3,0.97099971,-2.9000,-0.221807,14.9984,47,44.6809,false
1.35,NoDOGE,4,0.88677863,-11.3221,-0.722031,20.6817,72,45.8333,false
1.35,NoDOGE,5,1.04875518,4.8755,0.671739,10.3145,62,38.7097,true
1.35,Legacy4,0,1.42345927,42.3459,2.656580,3.8347,55,63.6364,true
1.35,Legacy4,1,1.28700757,28.7008,2.961132,3.2686,97,52.5773,true
1.35,Legacy4,2,1.26110487,26.1105,1.883906,7.7289,71,47.8873,true
1.35,Legacy4,3,1.00959858,0.9599,0.174266,8.6514,42,45.2381,true
1.35,Legacy4,4,0.93929760,-6.0702,-0.396805,19.5963,73,50.6849,false
1.35,Legacy4,5,0.91508973,-8.4910,-1.931791,13.4040,60,31.6667,false
1.35,Legacy4,6,1.02884628,2.8846,0.543304,6.5011,79,53.1646,true
1.35,Legacy5BNB,0,1.44958174,44.9582,2.471104,4.4045,68,60.2941,true
1.35,Legacy5BNB,1,1.26440836,26.4408,2.561692,3.7413,114,50.8772,true
1.35,Legacy5BNB,2,1.33728007,33.7280,2.132788,6.8273,90,48.8889,true
1.35,Legacy5BNB,3,0.99441707,-0.5583,0.027019,7.3591,50,48.0000,false
1.35,Legacy5BNB,4,1.01270882,1.2709,0.191755,15.3797,84,53.5714,true
1.35,Legacy5BNB,5,0.90621639,-9.3784,-1.996707,13.8761,66,33.3333,false
1.35,Legacy5BNB,6,1.09604580,9.6046,1.409726,5.7452,97,54.6392,true
1.35,OldGuardNoBNB,0,1.36271915,36.2719,2.312899,4.9629,65,61.5385,true
1.35,OldGuardNoBNB,1,1.27828753,27.8288,2.806450,3.6291,99,52.5253,true
1.35,OldGuardNoBNB,2,1.26263698,26.2637,1.849984,8.3207,81,45.6790,true
1.35,OldGuardNoBNB,3,1.01909691,1.9097,0.241895,13.4290,58,43.1034,true
1.35,OldGuardNoBNB,4,0.87972078,-12.0279,-0.822132,23.4820,83,48.1928,false
1.35,OldGuardNoBNB,5,0.87375715,-12.6243,-2.643313,15.4756,73,34.2466,false
1.35,OldGuardNoBNB,6,1.00378304,0.3783,0.106324,8.0825,87,51.7241,true
1.35,LargeCaps5,0,1.39459947,39.4599,2.407343,4.7837,74,54.0541,true
1.35,LargeCaps5,1,1.38051181,38.0512,2.992390,6.2269,118,50.0000,true
1.35,LargeCaps5,2,1.50859873,50.8599,3.098999,10.2268,101,59.4059,true
1.35,LargeCaps5,3,0.95639861,-4.3601,-0.345730,12.5568,55,47.2727,false
1.35,LargeCaps5,4,0.95836724,-4.1633,-0.179700,17.1308,84,50.0000,false
1.35,LargeCaps5,5,1.03871853,3.8719,0.549212,10.2446,67,37.3134,true
1.35,Legacy3,0,1.19016282,19.0163,1.847202,3.8347,44,61.3636,true
1.35,Legacy3,1,1.26004050,26.0040,3.031456,3.2392,78,55.1282,true
1.35,Legacy3,2,1.15901436,15.9014,1.387246,6.4017,56,44.6429,true
1.35,Legacy3,3,1.03495059,3.4951,0.464641,7.8663,34,47.0588,true
1.35,Legacy3,4,0.94328451,-5.6715,-0.584993,16.9635,58,51.7241,false
1.35,Legacy3,5,0.93706095,-6.2939,-1.610760,9.9048,48,33.3333,false
1.35,Legacy3,6,0.97837480,-2.1625,-0.448994,6.7077,61,50.8197,false
1.35,LowVolume5,0,1.24108012,24.1080,1.810211,4.0113,67,61.1940,true
1.35,LowVolume5,1,1.33387634,33.3876,3.324491,6.1843,82,57.3171,true
1.35,LowVolume5,2,1.14649813,14.6498,1.219234,9.0724,69,46.3768,true
1.35,LowVolume5,3,0.89251203,-10.7488,-0.722776,21.8846,55,41.8182,false
1.35,LowVolume5,4,0.86646050,-13.3539,-1.234833,20.7386,66,50.0000,false
1.35,LowVolume5,5,1.02679110,2.6791,0.392924,12.5835,65,44.6154,true
1.35,LowVolume5,6,0.89284657,-10.7153,-2.105323,12.1409,58,44.8276,false
1.35,OldGuard4,0,1.13937764,13.9378,1.336085,4.4586,54,59.2593,true
1.35,OldGuard4,1,1.23798591,23.7986,2.795753,3.6291,81,54.3210,true
1.35,OldGuard4,2,1.20411276,20.4113,1.627474,7.0020,67,43.2836,true
1.35,OldGuard4,3,1.04468743,4.4687,0.447197,11.2324,50,44.0000,true
1.35,OldGuard4,4,0.89245459,-10.7545,-1.011772,22.3007,68,48.5294,false
1.35,OldGuard4,5,0.89537721,-10.4623,-2.246405,11.9971,61,36.0656,false
1.35,OldGuard4,6,0.94223717,-5.7763,-1.139865,10.2530,71,47.8873,false
1.40,Base5,0,1.41250140,41.2501,1.825094,10.8708,69,50.7246,true
1.40,Base5,1,1.33911330,33.9113,2.931104,6.8426,104,49.0385,true
1.40,Base5,2,1.51683456,51.6835,3.178298,11.1283,90,61.1111,true
1.40,Base5,3,0.95521316,-4.4787,-0.371978,16.6367,53,41.5094,false
1.40,Base5,4,1.09482038,9.4820,0.658407,15.1086,82,47.5610,true
1.40,Base5,5,1.11314866,11.3149,1.309951,7.3581,78,42.3077,true
1.40,NoDOGE,0,1.33287407,33.2874,2.185147,4.7837,57,54.3860,true
1.40,NoDOGE,1,1.42250968,42.2510,3.513401,6.2401,95,51.5789,true
1.40,NoDOGE,2,1.37202900,37.2029,2.632865,11.8269,81,60.4938,true
1.40,NoDOGE,3,0.97212138,-2.7879,-0.203541,16.5463,44,47.7273,false
1.40,NoDOGE,4,0.93011068,-6.9889,-0.388700,16.5892,69,44.9275,false
1.40,NoDOGE,5,1.06019265,6.0193,0.808718,9.7627,61,39.3443,true
1.40,Legacy4,0,1.41695046,41.6950,2.619656,3.8294,53,64.1509,true
1.40,Legacy4,1,1.32405874,32.4059,3.213826,3.2686,94,54.2553,true
1.40,Legacy4,2,1.17055824,17.0558,1.282389,8.8064,70,50.0000,true
1.40,Legacy4,3,1.00116963,0.1170,0.083689,10.4789,40,50.0000,true
1.40,Legacy4,4,0.94949052,-5.0509,-0.309069,18.7049,71,49.2958,false
1.40,Legacy4,5,0.92436640,-7.5634,-1.690896,12.5261,60,33.3333,false
1.40,Legacy4,6,1.05940142,5.9401,0.975978,6.5011,78,52.5641,true
1.40,Legacy5BNB,0,1.43575005,43.5750,2.405643,4.4045,66,59.0909,true
1.40,Legacy5BNB,1,1.30340189,30.3402,2.824462,3.8782,111,53.1532,true
1.40,Legacy5BNB,2,1.25176767,25.1768,1.627262,8.7949,88,51.1364,true
1.40,Legacy5BNB,3,0.98746928,-1.2531,-0.034839,9.2134,47,51.0638,false
1.40,Legacy5BNB,4,1.01370739,1.3707,0.199549,16.6087,82,52.4390,true
1.40,Legacy5BNB,5,0.92474927,-7.5251,-1.571948,12.1148,65,35.3846,false
1.40,Legacy5BNB,6,1.13348509,13.3485,1.788542,5.7452,95,53.6842,true
1.40,OldGuardNoBNB,0,1.35866541,35.8665,2.287533,5.9691,62,61.2903,true
1.40,OldGuardNoBNB,1,1.31508766,31.5088,3.057488,3.9548,96,54.1667,true
1.40,OldGuardNoBNB,2,1.22989636,22.9896,1.584928,9.3912,79,48.1013,true
1.40,OldGuardNoBNB,3,1.03521345,3.5213,0.357355,12.8379,56,44.6429,true
1.40,OldGuardNoBNB,4,0.88604884,-11.3951,-0.764133,22.9137,81,46.9136,false
1.40,OldGuardNoBNB,5,0.88261482,-11.7385,-2.421838,14.6188,73,35.6164,false
1.40,OldGuardNoBNB,6,1.04162197,4.1622,0.654286,8.0312,85,51.7647,true
1.40,LargeCaps5,0,1.37727095,37.7271,2.319236,4.7837,71,52.1127,true
1.40,LargeCaps5,1,1.39555662,39.5557,3.103375,6.1200,113,50.4425,true
1.40,LargeCaps5,2,1.39356244,39.3562,2.488373,13.3722,100,59.0000,true
1.40,LargeCaps5,3,0.95881853,-4.1181,-0.315849,14.1256,51,49.0196,false
1.40,LargeCaps5,4,1.00009371,0.0094,0.109569,13.7055,81,50.6173,true
1.40,LargeCaps5,5,1.05400774,5.4008,0.736303,9.6924,66,37.8788,true
1.40,Legacy3,0,1.18783334,18.7833,1.823309,3.6159,42,61.9048,true
1.40,Legacy3,1,1.30530950,30.5309,3.427784,3.6772,74,58.1081,true
1.40,Legacy3,2,1.11963371,11.9634,1.070749,6.4017,55,49.0909,true
1.40,Legacy3,3,1.02363529,2.3635,0.331126,9.7096,33,51.5152,true
1.40,Legacy3,4,0.95725872,-4.2741,-0.414522,17.0249,56,50.0000,false
1.40,Legacy3,5,0.94656035,-5.3440,-1.341780,8.9914,48,35.4167,false
1.40,Legacy3,6,1.00743102,0.7431,0.179656,6.8469,60,50.0000,true
1.40,LowVolume5,0,1.24093535,24.0935,1.806260,4.7781,63,60.3175,true
1.40,LowVolume5,1,1.39570757,39.5708,3.752960,6.1342,78,58.9744,true
1.40,LowVolume5,2,1.11247553,11.2476,0.963646,9.0724,68,50.0000,true
1.40,LowVolume5,3,0.89210742,-10.7893,-0.687054,21.5820,55,40.0000,false
1.40,LowVolume5,4,0.91291026,-8.7090,-0.763879,20.3365,62,50.0000,false
1.40,LowVolume5,5,1.03058869,3.0589,0.438502,12.6223,64,43.7500,true
1.40,LowVolume5,6,0.91804923,-8.1951,-1.408159,12.7177,57,43.8596,false
1.40,OldGuard4,0,1.13897283,13.8973,1.329102,5.2218,51,58.8235,true
1.40,OldGuard4,1,1.28246257,28.2463,3.194236,3.9548,77,57.1429,true
1.40,OldGuard4,2,1.16175613,16.1756,1.317069,7.0020,66,46.9697,true
1.40,OldGuard4,3,1.05844304,5.8443,0.534400,10.0636,49,44.8980,true
1.40,OldGuard4,4,0.90239805,-9.7602,-0.894610,21.4350,66,46.9697,false
1.40,OldGuard4,5,0.90445405,-9.5546,-2.022650,11.1050,61,37.7049,false
1.40,OldGuard4,6,0.96883400,-3.1166,-0.517399,10.7056,70,47.1429,false
1.45,Base5,0,1.32638151,32.6382,1.525717,10.8708,69,49.2754,true
1.45,Base5,1,1.41968055,41.9681,3.327422,6.5617,102,52.9412,true
1.45,Base5,2,1.54394894,54.3949,3.430845,11.6583,87,60.9195,true
1.45,Base5,3,0.97079407,-2.9206,-0.211912,15.9016,50,40.0000,false
1.45,Base5,4,1.14854143,14.8541,0.930451,15.3915,80,46.2500,true
1.45,Base5,5,1.08704090,8.7041,0.998478,8.3063,77,42.8571,true
1.45,NoDOGE,0,1.25434935,25.4349,1.766470,6.3214,57,52.6316,true
1.45,NoDOGE,1,1.44263789,44.2638,3.541917,6.5617,94,53.1915,true
1.45,NoDOGE,2,1.35307912,35.3079,2.637947,13.0923,79,59.4937,true
1.45,NoDOGE,3,0.98797808,-1.2022,-0.042352,15.8104,41,46.3415,false
1.45,NoDOGE,4,0.97542466,-2.4575,-0.058269,16.1930,67,43.2836,false
1.45,NoDOGE,5,1.02800945,2.8009,0.398199,12.5241,61,39.3443,true
1.45,Legacy4,0,1.35525029,35.5250,2.350212,4.9856,53,58.4906,true
1.45,Legacy4,1,1.34119309,34.1193,3.388542,3.8781,93,54.8387,true
1.45,Legacy4,2,1.15681508,15.6815,1.247559,10.5034,68,50.0000,true
1.45,Legacy4,3,1.07254908,7.2549,0.824299,7.0154,38,55.2632,true
1.45,Legacy4,4,0.94975112,-5.0249,-0.315909,18.6826,70,48.5714,false
1.45,Legacy4,5,0.91692486,-8.3075,-1.855634,12.6174,60,35.0000,false
1.45,Legacy4,6,1.04903301,4.9033,0.808963,6.5011,78,52.5641,true
1.45,Legacy5BNB,0,1.36369494,36.3695,2.111955,4.9856,67,55.2239,true
1.45,Legacy5BNB,1,1.31171924,31.1719,2.884722,4.4839,110,53.6364,true
1.45,Legacy5BNB,2,1.27717183,27.7172,1.809623,8.7949,86,51.1628,true
1.45,Legacy5BNB,3,1.02773489,2.7735,0.334676,7.8654,45,53.3333,true
1.45,Legacy5BNB,4,1.01033200,1.0332,0.172694,16.4372,81,51.8519,true
1.45,Legacy5BNB,5,0.91387666,-8.6123,-1.800414,12.5345,65,35.3846,false
1.45,Legacy5BNB,6,1.12239162,12.2392,1.638620,5.7452,95,53.6842,true
1.45,OldGuardNoBNB,0,1.29589279,29.5893,1.978286,5.2415,62,56.4516,true
1.45,OldGuardNoBNB,1,1.34851595,34.8516,3.292452,3.9548,94,54.2553,true
1.45,OldGuardNoBNB,2,1.21587476,21.5875,1.559399,11.0774,77,48.0519,true
1.45,OldGuardNoBNB,3,1.10902009,10.9020,0.880525,9.0802,54,48.1481,true
1.45,OldGuardNoBNB,4,0.87408890,-12.5911,-0.868025,23.9542,80,46.2500,false
1.45,OldGuardNoBNB,5,0.88086085,-11.9139,-2.402960,14.8494,73,36.9863,false
1.45,OldGuardNoBNB,6,1.03142757,3.1428,0.506960,8.0312,85,51.7647,true
1.45,LargeCaps5,0,1.29613063,29.6131,1.924759,4.7837,71,50.7042,true
1.45,LargeCaps5,1,1.41626001,41.6260,3.151602,6.3930,112,51.7857,true
1.45,LargeCaps5,2,1.41702190,41.7022,2.651541,13.1485,97,58.7629,true
1.45,LargeCaps5,3,0.94669751,-5.3302,-0.425375,15.3177,48,45.8333,false
1.45,LargeCaps5,4,1.04129413,4.1294,0.373577,14.2757,78,48.7179,true
1.45,LargeCaps5,5,1.02239320,2.2393,0.331302,12.6211,67,38.8060,true
1.45,Legacy3,0,1.20723263,20.7233,1.976684,3.6159,42,57.1429,true
1.45,Legacy3,1,1.28883321,28.8833,3.310781,3.6772,73,56.1644,true
1.45,Legacy3,2,1.10648844,10.6488,1.034656,7.7512,53,49.0566,true
1.45,Legacy3,3,1.08940976,8.9410,1.054615,6.2163,31,58.0645,true
1.45,Legacy3,4,0.95752145,-4.2479,-0.419179,16.5536,55,49.0909,false
1.45,Legacy3,5,0.93543129,-6.4569,-1.616832,9.4261,48,35.4167,false
