atr_mult,universe,window,final_equity,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
2.85,OldGuardNoBNB,3,1.15981347,15.9813,0.919044,20.1031,36,47.2222,true
2.85,OldGuardNoBNB,4,0.80621359,-19.3786,-0.752930,38.4057,49,46.9388,false
2.85,OldGuardNoBNB,5,0.94857687,-5.1423,-0.630221,10.9323,38,39.4737,false
2.85,OldGuardNoBNB,6,0.89933902,-10.0661,-1.179409,15.8759,47,40.4255,false
2.85,LargeCaps5,0,1.43548675,43.5487,2.247991,14.9099,37,62.1622,true
2.85,LargeCaps5,1,1.66920597,66.9206,3.151060,7.2622,57,47.3684,true
2.85,LargeCaps5,2,2.64763121,164.7631,4.801002,5.0000,51,64.7059,true
2.85,LargeCaps5,3,1.02278226,2.2782,0.264085,14.1363,31,51.6129,true
2.85,LargeCaps5,4,0.95620654,-4.3793,-0.047080,31.3820,46,45.6522,false
2.85,LargeCaps5,5,1.09190641,9.1906,0.966065,6.8348,37,40.5405,true
2.85,Legacy3,0,1.30625935,30.6259,1.918329,7.4345,28,53.5714,true
2.85,Legacy3,1,1.39037660,39.0377,2.725888,6.6436,42,50.0000,true
2.85,Legacy3,2,1.33851366,33.8514,2.020934,8.9923,30,50.0000,true
2.85,Legacy3,3,1.00715450,0.7154,0.156058,14.0967,22,40.9091,true
2.85,Legacy3,4,0.76466257,-23.5337,-1.428835,35.8620,37,43.2432,false
2.85,Legacy3,5,0.97185152,-2.8148,-0.397653,10.3281,27,29.6296,false
2.85,Legacy3,6,0.97954527,-2.0455,-0.261318,9.4289,37,48.6486,false
2.85,LowVolume5,0,1.45805658,45.8057,2.227866,8.2924,36,58.3333,true
2.85,LowVolume5,1,1.64653146,64.6531,3.292236,10.9088,43,51.1628,true
2.85,LowVolume5,2,1.38809298,38.8093,2.072832,9.5362,39,51.2821,true
2.85,LowVolume5,3,0.89921383,-10.0786,-0.381204,34.2035,34,38.2353,false
2.85,LowVolume5,4,0.78033652,-21.9663,-1.152144,33.2119,39,48.7179,false
2.85,LowVolume5,5,1.09630186,9.6302,1.035463,12.6955,38,39.4737,true
2.85,LowVolume5,6,0.81295388,-18.7046,-2.440394,19.3274,39,35.8974,false
2.85,OldGuard4,0,1.21055085,21.0551,1.318166,10.8984,31,51.6129,true
2.85,OldGuard4,1,1.28178649,28.1786,2.067153,8.1596,45,48.8889,true
2.85,OldGuard4,2,1.37708354,37.7084,2.120819,11.9265,39,48.7179,true
2.85,OldGuard4,3,1.08773180,8.7732,0.585916,20.7389,32,40.6250,true
2.85,OldGuard4,4,0.73038368,-26.9616,-1.465782,41.8367,43,41.8605,false
2.85,OldGuard4,5,0.96025894,-3.9741,-0.547274,12.2325,34,35.2941,false
2.85,OldGuard4,6,0.88409686,-11.5903,-1.495245,14.3339,44,40.9091,false
2.90,Base5,0,1.54616096,54.6161,1.737523,16.5475,38,63.1579,true
2.90,Base5,1,1.70472715,70.4727,3.312918,7.2622,53,47.1698,true
2.90,Base5,2,1.96112006,96.1120,3.673472,7.0790,50,62.0000,true
2.90,Base5,3,1.05443209,5.4432,0.477536,15.2964,31,45.1613,true
2.90,Base5,4,0.96399719,-3.6003,0.017507,31.8249,46,45.6522,false
2.90,Base5,5,1.18447425,18.4474,1.570413,7.8067,42,42.8571,true
2.90,NoDOGE,0,1.27090419,27.0904,1.504030,16.5918,32,59.3750,true
2.90,NoDOGE,1,1.75952550,75.9525,3.528304,7.2622,49,48.9796,true
2.90,NoDOGE,2,1.81522950,81.5229,3.459987,7.2675,43,60.4651,true
2.90,NoDOGE,3,1.02369846,2.3698,0.271911,16.5394,27,48.1481,true
2.90,NoDOGE,4,0.88839293,-11.1607,-0.391061,33.8811,42,42.8571,false
2.90,NoDOGE,5,1.11298301,11.2983,1.163338,6.8348,33,42.4242,true
2.90,Legacy4,0,1.61373334,61.3733,2.780652,5.2595,31,64.5161,true
2.90,Legacy4,1,1.39591404,39.5914,2.357291,7.6450,48,50.0000,true
2.90,Legacy4,2,1.59194502,59.1945,2.747035,9.4327,37,48.6486,true
2.90,Legacy4,3,1.02734548,2.7345,0.290597,15.9311,27,48.1481,true
2.90,Legacy4,4,0.83519168,-16.4808,-0.679585,33.6021,43,48.8372,false
2.90,Legacy4,5,0.95325367,-4.6746,-0.604335,10.1645,31,35.4839,false
2.90,Legacy4,6,0.98804568,-1.1954,-0.091927,10.9626,43,46.5116,false
2.90,Legacy5BNB,0,1.57866913,57.8669,2.655715,9.6461,34,64.7059,true
2.90,Legacy5BNB,1,1.41778783,41.7788,2.440438,7.6656,53,52.8302,true
2.90,Legacy5BNB,2,2.50695480,150.6955,4.400216,8.3049,45,60.0000,true
2.90,Legacy5BNB,3,1.03254322,3.2543,0.313829,16.2629,31,51.6129,true
2.90,Legacy5BNB,4,0.93764421,-6.2356,-0.138650,26.2855,47,51.0638,false
2.90,Legacy5BNB,5,0.91340512,-8.6595,-1.131934,12.4554,35,31.4286,false
2.90,Legacy5BNB,6,0.97589972,-2.4100,-0.233007,9.8890,53,45.2830,false
2.90,OldGuardNoBNB,0,1.53236494,53.2365,2.429768,5.2595,33,63.6364,true
2.90,OldGuardNoBNB,1,1.27398630,27.3986,1.757095,8.3956,51,47.0588,true
2.90,OldGuardNoBNB,2,1.63156936,63.1569,2.895120,10.2467,43,48.8372,true
2.90,OldGuardNoBNB,3,1.15796658,15.7967,0.907820,20.6367,36,47.2222,true
2.90,OldGuardNoBNB,4,0.79775105,-20.2249,-0.795926,39.0523,49,46.9388,false
2.90,OldGuardNoBNB,5,0.94584027,-5.4160,-0.666516,11.1892,38,39.4737,false
2.90,OldGuardNoBNB,6,0.91644756,-8.3552,-0.924565,15.5152,47,40.4255,false
2.90,LargeCaps5,0,1.36844974,36.8450,1.927833,17.4081,37,59.4595,true
2.90,LargeCaps5,1,1.64002090,64.0021,3.013054,7.2622,57,47.3684,true
2.90,LargeCaps5,2,2.66186112,166.1861,4.834724,5.0000,51,62.7451,true
2.90,LargeCaps5,3,1.04548185,4.5482,0.418113,14.2832,30,53.3333,true
2.90,LargeCaps5,4,0.94810604,-5.1894,-0.085349,31.1867,45,44.4444,false
2.90,LargeCaps5,5,1.09306356,9.3064,0.976220,6.8348,37,40.5405,true
2.90,Legacy3,0,1.30731319,30.7313,1.859647,5.3342,27,55.5556,true
2.90,Legacy3,1,1.30309870,30.3099,2.219457,6.4055,41,51.2195,true
2.90,Legacy3,2,1.34778466,34.7785,2.065897,8.5561,30,50.0000,true
2.90,Legacy3,3,1.01057899,1.0579,0.179724,14.2438,22,40.9091,true
2.90,Legacy3,4,0.75663618,-24.3364,-1.485436,36.5352,37,43.2432,false
2.90,Legacy3,5,0.96261406,-3.7386,-0.540704,11.1804,27,29.6296,false
2.90,Legacy3,6,0.96547604,-3.4524,-0.473467,10.7298,37,48.6486,false
2.90,LowVolume5,0,1.43002420,43.0024,2.080616,8.2924,36,55.5556,true
2.90,LowVolume5,1,1.53470837,53.4708,2.833320,10.9088,43,48.8372,true
2.90,LowVolume5,2,1.40258397,40.2584,2.132893,9.5362,39,51.2821,true
2.90,LowVolume5,3,0.89473966,-10.5260,-0.404628,34.5309,34,38.2353,false
2.90,LowVolume5,4,0.77376707,-22.6233,-1.197153,33.1520,39,48.7179,false
2.90,LowVolume5,5,1.08588150,8.5881,0.931986,13.5253,38,39.4737,true
2.90,LowVolume5,6,0.81303430,-18.6966,-2.397676,19.3194,39,35.8974,false
2.90,OldGuard4,0,1.21152747,21.1527,1.287487,9.0855,30,53.3333,true
2.90,OldGuard4,1,1.20163953,20.1640,1.552082,7.9253,44,47.7273,true
2.90,OldGuard4,2,1.39145959,39.1460,2.185508,11.1956,39,48.7179,true
2.90,OldGuard4,3,1.08599970,8.6000,0.576471,21.2682,32,40.6250,true
2.90,OldGuard4,4,0.72271710,-27.7283,-1.514950,42.4472,43,41.8605,false
2.90,OldGuard4,5,0.95113166,-4.8868,-0.681520,13.0668,34,35.2941,false
2.90,OldGuard4,6,0.88418432,-11.5816,-1.432586,15.5644,44,40.9091,false
2.95,Base5,0,1.51722617,51.7226,1.673071,16.7949,38,60.5263,true
2.95,Base5,1,1.94777121,94.7771,4.077539,7.0142,51,47.0588,true
2.95,Base5,2,1.91708535,91.7085,3.564592,7.0790,49,59.1837,true
2.95,Base5,3,1.07154487,7.1545,0.571572,15.2964,31,45.1613,true
2.95,Base5,4,0.99663720,-0.3363,0.153085,31.7940,45,48.8889,false
2.95,Base5,5,1.17068749,17.0687,1.450085,8.9930,43,41.8605,true
2.95,NoDOGE,0,1.27421846,27.4218,1.517527,16.8391,31,61.2903,true
2.95,NoDOGE,1,1.75632049,75.6320,3.543695,7.1421,48,47.9167,true
2.95,NoDOGE,2,1.79778195,79.7782,3.430318,7.2675,42,59.5238,true
2.95,NoDOGE,3,1.04031245,4.0312,0.378378,16.5394,27,48.1481,true
2.95,NoDOGE,4,0.88316859,-11.6831,-0.448907,34.4376,41,43.9024,false
2.95,NoDOGE,5,1.10002838,10.0028,1.027530,7.2050,34,41.1765,true
2.95,Legacy4,0,1.61373334,61.3733,2.780652,5.2595,31,64.5161,true
2.95,Legacy4,1,1.46105964,46.1060,2.732122,6.8835,46,50.0000,true
2.95,Legacy4,2,1.59209095,59.2091,2.747452,9.4244,37,48.6486,true
2.95,Legacy4,3,1.03773966,3.7740,0.356214,15.5164,27,48.1481,true
2.95,Legacy4,4,0.82816214,-17.1838,-0.763018,33.6021,42,50.0000,false
2.95,Legacy4,5,0.95023694,-4.9763,-0.623928,10.5643,31,35.4839,false
2.95,Legacy4,6,0.99438667,-0.5613,-0.011243,10.3746,42,47.6190,false
2.95,Legacy5BNB,0,1.57866913,57.8669,2.655715,9.6461,34,64.7059,true
2.95,Legacy5BNB,1,1.40325331,40.3253,2.379298,7.6656,52,50.0000,true
2.95,Legacy5BNB,2,2.45281042,145.2810,4.266335,9.9767,45,57.7778,true
2.95,Legacy5BNB,3,1.04298998,4.2990,0.370211,15.5164,31,51.6129,true
2.95,Legacy5BNB,4,0.92975236,-7.0248,-0.197751,26.2855,46,52.1739,false
2.95,Legacy5BNB,5,0.92613149,-7.3869,-0.920690,11.3120,35,34.2857,false
2.95,Legacy5BNB,6,1.00458072,0.4581,0.116268,11.1364,51,47.0588,true
2.95,OldGuardNoBNB,0,1.53236494,53.2365,2.429768,5.2595,33,63.6364,true
2.95,OldGuardNoBNB,1,1.33344168,33.3442,2.119063,8.3956,49,46.9388,true
2.95,OldGuardNoBNB,2,1.63171893,63.1719,2.895649,10.2385,43,48.8372,true
2.95,OldGuardNoBNB,3,1.16968232,16.9682,0.956679,20.6367,36,47.2222,true
2.95,OldGuardNoBNB,4,0.79103663,-20.8963,-0.874262,39.1767,48,47.9167,false
2.95,OldGuardNoBNB,5,0.94284700,-5.7153,-0.684299,11.5845,38,39.4737,false
2.95,OldGuardNoBNB,6,0.94258876,-5.7411,-0.576532,14.4112,46,43.4783,false
2.95,LargeCaps5,0,1.37201839,37.2018,1.940850,17.6530,36,61.1111,true
2.95,LargeCaps5,1,1.69855100,69.8551,3.298154,6.4622,56,46.4286,true
2.95,LargeCaps5,2,2.63627595,163.6276,4.822236,5.0000,50,62.0000,true
2.95,LargeCaps5,3,1.06244938,6.2449,0.515117,14.2832,30,53.3333,true
2.95,LargeCaps5,4,0.94253055,-5.7469,-0.129476,31.7659,44,45.4545,false
2.95,LargeCaps5,5,1.08034078,8.0341,0.844455,7.8007,38,39.4737,true
2.95,Legacy3,0,1.30731319,30.7313,1.859647,5.3342,27,55.5556,true
2.95,Legacy3,1,1.30072508,30.0725,2.205336,6.4055,40,50.0000,true
2.95,Legacy3,2,1.34790820,34.7908,2.066487,8.5477,30,50.0000,true
2.95,Legacy3,3,1.02080353,2.0804,0.249305,13.8208,22,40.9091,true
2.95,Legacy3,4,0.75026781,-24.9732,-1.658591,35.1711,36,44.4444,false
2.95,Legacy3,5,0.96783538,-3.2165,-0.453319,10.7503,27,29.6296,false
2.95,Legacy3,6,0.96973599,-3.0264,-0.402818,10.0481,36,50.0000,false
2.95,LowVolume5,0,1.43801614,43.8016,2.108732,8.2924,35,57.1429,true
2.95,LowVolume5,1,1.53470837,53.4708,2.833320,10.9088,43,48.8372,true
2.95,LowVolume5,2,1.40258397,40.2584,2.132893,9.5362,39,51.2821,true
2.95,LowVolume5,3,0.90379219,-9.6208,-0.351238,33.8685,34,38.2353,false
2.95,LowVolume5,4,0.76725452,-23.2745,-1.319817,33.7146,38,50.0000,false
2.95,LowVolume5,5,1.09177143,9.1771,0.988643,13.0563,38,39.4737,true
2.95,LowVolume5,6,0.82174247,-17.8258,-2.189648,18.4553,38,39.4737,false
2.95,OldGuard4,0,1.21152747,21.1527,1.287487,9.0855,30,53.3333,true
2.95,OldGuard4,1,1.19945072,19.9451,1.537967,7.9253,43,46.5116,true
2.95,OldGuard4,2,1.39158714,39.1587,2.186089,11.1874,39,48.7179,true
2.95,OldGuard4,3,1.09698731,9.6987,0.628157,21.2682,32,40.6250,true
2.95,OldGuard4,4,0.71663421,-28.3366,-1.655911,42.9316,42,42.8571,false
2.95,OldGuard4,5,0.95629070,-4.3709,-0.598136,12.6458,34,35.2941,false
2.95,OldGuard4,6,0.91574925,-8.4251,-0.970504,13.8643,42,45.2381,false
3.00,Base5,0,1.46071597,46.0716,1.508010,20.0613,38,57.8947,true
3.00,Base5,1,1.94777121,94.7771,4.077539,7.0142,51,47.0588,true
3.00,Base5,2,1.89358883,89.3589,3.482138,9.7060,48,60.4167,true
3.00,Base5,3,1.09091730,9.0917,0.672639,18.3620,30,53.3333,true
3.00,Base5,4,0.99663720,-0.3363,0.153085,31.7940,45,48.8889,false
3.00,Base5,5,1.16264609,16.2646,1.387773,9.7341,43,41.8605,true
3.00,NoDOGE,0,1.28365511,28.3655,1.558356,16.8391,31,61.2903,true
3.00,NoDOGE,1,1.75632049,75.6320,3.543695,7.1421,48,47.9167,true
3.00,NoDOGE,2,1.76834271,76.8343,3.343306,9.8848,42,59.5238,true
3.00,NoDOGE,3,1.05158403,5.1584,0.442344,19.5600,26,53.8462,true
3.00,NoDOGE,4,0.88316859,-11.6831,-0.448907,34.4376,41,43.9024,false
3.00,NoDOGE,5,1.10126770,10.1268,1.038566,7.2153,34,41.1765,true
3.00,Legacy4,0,1.62568437,62.5684,2.823292,5.2595,31,64.5161,true
3.00,Legacy4,1,1.46105964,46.1060,2.732122,6.8835,46,50.0000,true
3.00,Legacy4,2,1.54715691,54.7157,2.546129,9.4244,37,48.6486,true
3.00,Legacy4,3,1.13508764,13.5088,0.897580,15.5164,26,53.8462,true
3.00,Legacy4,4,0.82816214,-17.1838,-0.763018,33.6021,42,50.0000,false
3.00,Legacy4,5,0.95130751,-4.8692,-0.608859,10.4636,31,35.4839,false
3.00,Legacy4,6,0.98384482,-1.6155,-0.142474,10.8343,42,47.6190,false
3.00,Legacy5BNB,0,1.59036048,59.0360,2.697863,9.6461,34,64.7059,true
3.00,Legacy5BNB,1,1.40915752,40.9158,2.394593,7.6656,51,50.9804,true
3.00,Legacy5BNB,2,2.38358405,138.3584,4.080040,9.9767,45,57.7778,true
3.00,Legacy5BNB,3,1.14083049,14.0830,0.845360,15.5164,30,56.6667,true
3.00,Legacy5BNB,4,0.92975236,-7.0248,-0.197751,26.2855,46,52.1739,false
3.00,Legacy5BNB,5,0.92717490,-7.2825,-0.906199,11.2121,35,34.2857,false
3.00,Legacy5BNB,6,0.97080501,-2.9195,-0.274428,10.6787,51,47.0588,false
3.00,OldGuardNoBNB,0,1.54371337,54.3713,2.472430,5.2595,33,63.6364,true
3.00,OldGuardNoBNB,1,1.33588716,33.5887,2.131946,8.2276,49,46.9388,true
3.00,OldGuardNoBNB,2,1.58566645,58.5666,2.690715,10.2385,43,48.8372,true
3.00,OldGuardNoBNB,3,1.28765722,28.7657,1.407281,20.1250,35,51.4286,true
3.00,OldGuardNoBNB,4,0.79103663,-20.8963,-0.874262,39.1767,48,47.9167,false
3.00,OldGuardNoBNB,5,0.94688532,-5.3115,-0.626588,11.4849,38,39.4737,false
3.00,OldGuardNoBNB,6,0.93259603,-6.7404,-0.690711,15.1070,46,43.4783,false
3.00,LargeCaps5,0,1.38217932,38.2179,1.981009,17.6530,36,61.1111,true
3.00,LargeCaps5,1,1.69589188,69.5892,3.311818,6.6206,56,46.4286,true
3.00,LargeCaps5,2,2.66841764,166.8418,4.919648,5.0000,50,62.0000,true
3.00,LargeCaps5,3,1.07386467,7.3865,0.572375,17.4937,29,58.6207,true
3.00,LargeCaps5,4,0.94253055,-5.7469,-0.129476,31.7659,44,45.4545,false
3.00,LargeCaps5,5,1.08155792,8.1558,0.855493,7.6969,38,39.4737,true
3.00,Legacy3,0,1.31699492,31.6995,1.909102,5.3342,27,55.5556,true
3.00,Legacy3,1,1.30072508,30.0725,2.205336,6.4055,40,50.0000,true
3.00,Legacy3,2,1.34111705,34.1117,2.012218,8.5477,30,50.0000,true
3.00,Legacy3,3,1.11656277,11.6563,0.818224,13.8208,21,47.6190,true
3.00,Legacy3,4,0.75026781,-24.9732,-1.658591,35.1711,36,44.4444,false
3.00,Legacy3,5,0.96892577,-3.1074,-0.435958,10.6498,27,29.6296,false
3.00,Legacy3,6,0.96168294,-3.8317,-0.524989,10.5722,36,50.0000,false
3.00,LowVolume5,0,1.39475047,39.4750,1.933366,8.2924,34,55.8824,true
3.00,LowVolume5,1,1.53752297,53.7523,2.845079,10.7454,43,48.8372,true
3.00,LowVolume5,2,1.39428493,39.4285,2.090752,8.4273,39,51.2821,true
3.00,LowVolume5,3,1.00729661,0.7297,0.188466,33.2338,32,43.7500,true
3.00,LowVolume5,4,0.76725452,-23.2745,-1.319817,33.7146,38,50.0000,false
3.00,LowVolume5,5,1.09644761,9.6448,1.029848,12.6839,38,39.4737,true
3.00,LowVolume5,6,0.81888079,-18.1119,-2.211964,18.7575,38,39.4737,false
3.00,OldGuard4,0,1.22049983,22.0500,1.334139,9.0855,30,53.3333,true
3.00,OldGuard4,1,1.20165047,20.1650,1.552540,7.8762,43,46.5116,true
3.00,OldGuard4,2,1.38457593,38.4576,2.133816,11.1874,39,48.7179,true
3.00,OldGuard4,3,1.20763015,20.7630,1.100115,19.6411,31,45.1613,true
3.00,OldGuard4,4,0.71663421,-28.3366,-1.655911,42.9316,42,42.8571,false
3.00,OldGuard4,5,0.96038660,-3.9613,-0.531330,12.5474,34,35.2941,false
3.00,OldGuard4,6,0.91023642,-8.9764,-1.033821,14.5286,42,42.8571,false
3.05,Base5,0,1.46071597,46.0716,1.508010,20.0613,38,57.8947,true
3.05,Base5,1,1.92476892,92.4769,3.968679,7.0142,51,47.0588,true
3.05,Base5,2,1.89639180,89.6392,3.486964,9.7060,48,60.4167,true
3.05,Base5,3,1.07519757,7.5198,0.577863,18.4355,30,56.6667,true
3.05,Base5,4,1.05610429,5.6104,0.402845,27.8543,43,53.4884,true
3.05,Base5,5,1.15745304,15.7453,1.346369,9.7341,43,41.8605,true
3.05,NoDOGE,0,1.28365511,28.3655,1.558356,16.8391,31,61.2903,true
3.05,NoDOGE,1,1.75632049,75.6320,3.543695,7.1421,48,47.9167,true
3.05,NoDOGE,2,1.77096029,77.0960,3.348353,9.8848,42,59.5238,true
3.05,NoDOGE,3,1.03736569,3.7366,0.352677,19.5600,26,53.8462,true
3.05,NoDOGE,4,0.93586527,-6.4135,-0.153434,30.5256,39,48.7179,false
3.05,NoDOGE,5,1.09157890,9.1579,0.950374,7.2153,34,41.1765,true
3.05,Legacy4,0,1.62816593,62.8166,2.823288,5.1149,31,64.5161,true
3.05,Legacy4,1,1.43831765,43.8318,2.611811,6.8835,46,50.0000,true
3.05,Legacy4,2,1.55160426,55.1604,2.558518,9.1640,37,48.6486,true
3.05,Legacy4,3,1.13473595,13.4736,0.895681,15.5164,26,53.8462,true
3.05,Legacy4,4,0.86421392,-13.5786,-0.535121,33.3371,41,53.6585,false
3.05,Legacy4,5,0.94630683,-5.3693,-0.678839,10.3117,31,35.4839,false
3.05,Legacy4,6,0.97959690,-2.0403,-0.189169,11.2193,42,47.6190,false
3.05,Legacy5BNB,0,1.58669634,58.6696,2.684719,9.8543,34,64.7059,true
3.05,Legacy5BNB,1,1.34754306,34.7543,2.061972,7.6656,51,49.0196,true
3.05,Legacy5BNB,2,2.39043574,139.0436,4.089472,9.7179,45,57.7778,true
3.05,Legacy5BNB,3,1.14047702,14.0477,0.843700,15.5164,30,56.6667,true
3.05,Legacy5BNB,4,0.97022660,-2.9773,0.015379,26.2855,45,55.5556,false
3.05,Legacy5BNB,5,0.92069022,-7.9310,-0.995490,11.2168,35,34.2857,false
3.05,Legacy5BNB,6,1.00672161,0.6722,0.139530,10.8653,51,49.0196,true
3.05,OldGuardNoBNB,0,1.54606981,54.6070,2.473756,5.1149,33,63.6364,true
3.05,OldGuardNoBNB,1,1.31509353,31.5094,2.013471,8.2276,49,46.9388,true
3.05,OldGuardNoBNB,2,1.59022450,59.0225,2.702929,9.9804,43,48.8372,true
3.05,OldGuardNoBNB,3,1.28725826,28.7258,1.405733,20.1250,35,51.4286,true
3.05,OldGuardNoBNB,4,0.82547226,-17.4528,-0.663593,38.8090,47,51.0638,false
3.05,OldGuardNoBNB,5,0.94190789,-5.8092,-0.693033,11.3347,38,39.4737,false
3.05,OldGuardNoBNB,6,0.92856939,-7.1431,-0.723311,15.4736,46,43.4783,false
3.05,LargeCaps5,0,1.38217932,38.2179,1.981009,17.6530,36,61.1111,true
3.05,LargeCaps5,1,1.63506643,63.5066,3.085670,7.4954,56,44.6429,true
3.05,LargeCaps5,2,2.66841764,166.8418,4.919648,5.0000,50,62.0000,true
3.05,LargeCaps5,3,1.05934508,5.9345,0.484114,17.4937,29,58.6207,true
3.05,LargeCaps5,4,0.99876922,-0.1231,0.153370,28.6949,42,50.0000,false
3.05,LargeCaps5,5,1.07017011,7.0170,0.750060,8.0304,38,39.4737,true
3.05,Legacy3,0,1.27183036,27.1830,1.655773,7.0566,27,55.5556,true
3.05,Legacy3,1,1.28047876,28.0479,2.067521,6.4055,40,50.0000,true
3.05,Legacy3,2,1.34497214,34.4972,2.026949,8.2848,30,50.0000,true
3.05,Legacy3,3,1.11621682,11.6217,0.816252,13.8208,21,47.6190,true
3.05,Legacy3,4,0.78292868,-21.7071,-1.390590,32.3489,35,48.5714,false
3.05,Legacy3,5,0.96396824,-3.6032,-0.514934,10.4856,27,29.6296,false
3.05,Legacy3,6,0.96740130,-3.2599,-0.424623,10.0405,36,47.2222,false
3.05,LowVolume5,0,1.34396806,34.3968,1.681747,11.7672,34,55.8824,true
3.05,LowVolume5,1,1.51359080,51.3591,2.722058,10.7454,43,48.8372,true
3.05,LowVolume5,2,1.40036267,40.0363,2.113018,8.4273,39,51.2821,true
3.05,LowVolume5,3,0.93573779,-6.4262,-0.159457,35.2182,32,43.7500,false
3.05,LowVolume5,4,0.76506481,-23.4935,-1.334622,33.9038,38,50.0000,false
3.05,LowVolume5,5,1.09083761,9.0838,0.979135,12.5235,38,39.4737,true
3.05,LowVolume5,6,0.81799246,-18.2008,-2.215557,18.8457,38,36.8421,false
3.05,OldGuard4,0,1.22330715,22.3307,1.327684,8.9205,29,55.1724,true
3.05,OldGuard4,1,1.18294629,18.2946,1.420520,7.8762,43,46.5116,true
3.05,OldGuard4,2,1.38855594,38.8556,2.147880,10.9322,39,48.7179,true
3.05,OldGuard4,3,1.20588123,20.5881,1.093446,19.6411,31,45.1613,true
3.05,OldGuard4,4,0.74783094,-25.2169,-1.421854,40.4473,41,46.3415,false
3.05,OldGuard4,5,0.95533821,-4.4662,-0.607616,12.3991,34,35.2941,false
3.05,OldGuard4,6,0.91564886,-8.4351,-0.947703,14.0204,42,40.4762,false
3.10,Base5,0,1.46071597,46.0716,1.508010,20.0613,38,57.8947,true
3.10,Base5,1,1.90138182,90.1382,3.888129,7.0142,51,47.0588,true
3.10,Base5,2,1.91379834,91.3798,3.547825,9.7060,47,61.7021,true
3.10,Base5,3,1.07519757,7.5198,0.577863,18.4355,30,56.6667,true
3.10,Base5,4,1.04775129,4.7751,0.369218,28.4249,43,53.4884,true
3.10,Base5,5,1.14321583,14.3216,1.239461,9.7341,43,41.8605,true
3.10,NoDOGE,0,1.28365511,28.3655,1.558356,16.8391,31,61.2903,true
3.10,NoDOGE,1,1.73498014,73.4980,3.461432,7.1421,48,47.9167,true
3.10,NoDOGE,2,1.78721552,78.7216,3.408375,9.8848,41,60.9756,true
3.10,NoDOGE,3,1.03736569,3.7366,0.352677,19.5600,26,53.8462,true
3.10,NoDOGE,4,0.92846326,-7.1537,-0.190191,31.0751,39,48.7179,false
3.10,NoDOGE,5,1.09157890,9.1579,0.950374,7.2153,34,41.1765,true
3.10,Legacy4,0,1.62816593,62.8166,2.823288,5.1149,31,64.5161,true
3.10,Legacy4,1,1.50011638,50.0116,2.867853,6.8835,46,50.0000,true
3.10,Legacy4,2,1.54351088,54.3511,2.514780,9.6378,37,48.6486,true
3.10,Legacy4,3,1.13473595,13.4736,0.895681,15.5164,26,53.8462,true
3.10,Legacy4,4,0.85737863,-14.2621,-0.571978,33.8644,41,53.6585,false
3.10,Legacy4,5,0.94630683,-5.3693,-0.678839,10.3117,31,35.4839,false
3.10,Legacy4,6,0.99416453,-0.5835,-0.012567,11.3414,41,48.7805,false
3.10,Legacy5BNB,0,1.58669634,58.6696,2.684719,9.8543,34,64.7059,true
3.10,Legacy5BNB,1,1.40544157,40.5442,2.312394,7.6656,51,49.0196,true
3.10,Legacy5BNB,2,2.37796690,137.7967,4.041596,10.1888,45,57.7778,true
3.10,Legacy5BNB,3,1.14047702,14.0477,0.843700,15.5164,30,56.6667,true
3.10,Legacy5BNB,4,0.96255282,-3.7447,-0.021291,26.8686,45,55.5556,false
3.10,Legacy5BNB,5,0.92069022,-7.9310,-0.995490,11.2168,35,34.2857,false
3.10,Legacy5BNB,6,1.00077664,0.0777,0.076601,11.0852,50,50.0000,true
3.10,OldGuardNoBNB,0,1.54606981,54.6070,2.473756,5.1149,33,63.6364,true
3.10,OldGuardNoBNB,1,1.35878911,35.8789,2.225259,8.2276,49,46.9388,true
3.10,OldGuardNoBNB,2,1.59838068,59.8381,2.707187,9.5187,43,48.8372,true
3.10,OldGuardNoBNB,3,1.28725826,28.7258,1.405733,20.1250,35,51.4286,true
3.10,OldGuardNoBNB,4,0.81894338,-18.1057,-0.697380,39.2930,47,51.0638,false
3.10,OldGuardNoBNB,5,0.94190789,-5.8092,-0.693033,11.3347,38,39.4737,false
3.10,OldGuardNoBNB,6,0.94237818,-5.7622,-0.571506,14.7911,45,44.4444,false
3.10,LargeCaps5,0,1.40705902,40.7059,2.088643,17.6530,35,65.7143,true
3.10,LargeCaps5,1,1.61560950,61.5610,3.007155,7.4954,56,44.6429,true
3.10,LargeCaps5,2,2.72554390,172.5544,5.011709,5.0000,48,64.5833,true
3.10,LargeCaps5,3,1.05934508,5.9345,0.484114,17.4937,29,58.6207,true
3.10,LargeCaps5,4,0.99086968,-0.9130,0.116972,29.2589,42,50.0000,false
3.10,LargeCaps5,5,1.07017011,7.0170,0.750060,8.0304,38,39.4737,true
3.10,Legacy3,0,1.27183036,27.1830,1.655773,7.0566,27,55.5556,true
3.10,Legacy3,1,1.33549579,33.5496,2.402200,6.4055,40,50.0000,true
3.10,Legacy3,2,1.35187043,35.1870,2.045859,7.8144,30,50.0000,true
3.10,Legacy3,3,1.11621682,11.6217,0.816252,13.8208,21,47.6190,true
3.10,Legacy3,4,0.78292868,-21.7071,-1.390590,32.3489,35,48.5714,false
3.10,Legacy3,5,0.96396824,-3.6032,-0.514934,10.4856,27,29.6296,false
3.10,Legacy3,6,0.96457951,-3.5420,-0.443696,10.0810,36,47.2222,false
