bar,equity
468,0.65497270
469,0.65497270
470,0.65595803
471,0.66230321
472,0.66230321
473,0.66230321
474,0.66230321
475,0.66230321
476,0.84149807
477,0.84149807
478,0.99490221
479,0.99490221
480,0.99508779
