hold_max,pass,n_runs,pct,avg_ann_ret,avg_trade_ret,total_trades
10,58,60,96.66666666666667,-13.651186281861252,-0.7904087940531568,2103
15,59,60,98.33333333333333,4.054603051507131,-0.17463604440584626,1755
21,57,60,95,9.014958882584523,0.07193667659737836,1477
30,53,60,88.33333333333333,15.122777710688416,1.129581159294861,1333
45,50,60,83.33333333333334,37.238177973146,2.9167075884269367,1050
60,47,60,78.33333333333333,45.29961827001436,2.678708028046055,939
90,44,60,73.33333333333333,56.57373387512147,7.1826431808487,849
