cp,universe,window,bar,equity
33,OldGuardNoBNB,2,60,1.088582
33,OldGuardNoBNB,2,61,1.108196
33,OldGuardNoBNB,2,62,1.108196
33,OldGuardNoBNB,2,63,1.108196
33,OldGuardNoBNB,2,64,1.108196
33,OldGuardNoBNB,2,65,1.108196
33,OldGuardNoBNB,2,66,1.137617
33,OldGuardNoBNB,2,67,1.137464
33,OldGuardNoBNB,2,68,1.137464
33,OldGuardNoBNB,2,69,1.133921
33,OldGuardNoBNB,2,70,1.234026
33,OldGuardNoBNB,3,0,1.000000
33,OldGuardNoBNB,3,0,1.000000
33,OldGuardNoBNB,3,1,0.993526
33,OldGuardNoBNB,3,2,0.993526
33,OldGuardNoBNB,3,3,0.993526
33,OldGuardNoBNB,3,4,0.993526
33,OldGuardNoBNB,3,5,0.993526
33,OldGuardNoBNB,3,6,0.993526
33,OldGuardNoBNB,3,7,0.993526
33,OldGuardNoBNB,3,8,0.993526
33,OldGuardNoBNB,3,9,0.993526
33,OldGuardNoBNB,3,10,0.993526
33,OldGuardNoBNB,3,11,0.993526
33,OldGuardNoBNB,3,12,0.993526
33,OldGuardNoBNB,3,13,0.993526
33,OldGuardNoBNB,3,14,0.993526
33,OldGuardNoBNB,3,15,0.993526
33,OldGuardNoBNB,3,16,0.988946
33,OldGuardNoBNB,3,17,0.988946
33,OldGuardNoBNB,3,18,0.988946
33,OldGuardNoBNB,3,19,0.988946
33,OldGuardNoBNB,3,20,0.988946
33,OldGuardNoBNB,3,21,0.988946
33,OldGuardNoBNB,3,22,0.988946
33,OldGuardNoBNB,3,23,0.988946
33,OldGuardNoBNB,3,24,0.988946
33,OldGuardNoBNB,3,25,0.988946
33,OldGuardNoBNB,3,26,0.988946
33,OldGuardNoBNB,3,27,0.988946
33,OldGuardNoBNB,3,28,0.988946
33,OldGuardNoBNB,3,29,0.988946
33,OldGuardNoBNB,3,30,0.988946
33,OldGuardNoBNB,3,31,0.988946
33,OldGuardNoBNB,3,32,0.988946
33,OldGuardNoBNB,3,33,0.988946
33,OldGuardNoBNB,3,34,0.988946
33,OldGuardNoBNB,3,35,0.988946
33,OldGuardNoBNB,3,36,0.988946
33,OldGuardNoBNB,3,37,1.001373
33,OldGuardNoBNB,3,38,1.001853
33,OldGuardNoBNB,3,39,1.001853
33,OldGuardNoBNB,3,40,1.001853
33,OldGuardNoBNB,3,41,1.001853
33,OldGuardNoBNB,3,42,1.009840
33,OldGuardNoBNB,3,43,0.991280
33,OldGuardNoBNB,3,44,0.991280
33,OldGuardNoBNB,3,45,0.991280
33,OldGuardNoBNB,3,46,0.991280
33,OldGuardNoBNB,3,47,0.991280
33,OldGuardNoBNB,3,48,0.991280
33,OldGuardNoBNB,3,49,0.991280
33,OldGuardNoBNB,3,50,0.991280
33,OldGuardNoBNB,3,51,0.991280
33,OldGuardNoBNB,3,52,0.991280
33,OldGuardNoBNB,3,53,0.979481
33,OldGuardNoBNB,3,54,0.979481
33,OldGuardNoBNB,3,55,0.979481
33,OldGuardNoBNB,3,56,0.979481
33,OldGuardNoBNB,3,57,0.979481
33,OldGuardNoBNB,3,58,0.979481
33,OldGuardNoBNB,3,59,0.979481
33,OldGuardNoBNB,3,60,0.979481
33,OldGuardNoBNB,3,61,0.979481
33,OldGuardNoBNB,3,62,0.979481
33,OldGuardNoBNB,3,63,0.979481
33,OldGuardNoBNB,3,64,0.979481
33,OldGuardNoBNB,3,65,0.979481
33,OldGuardNoBNB,3,66,0.979481
33,OldGuardNoBNB,3,67,0.979481
33,OldGuardNoBNB,3,68,0.979481
33,OldGuardNoBNB,3,69,0.979481
33,OldGuardNoBNB,3,70,0.979481
33,OldGuardNoBNB,3,71,0.979481
33,OldGuardNoBNB,3,72,0.979481
33,OldGuardNoBNB,3,73,0.979481
33,OldGuardNoBNB,3,74,1.028819
33,OldGuardNoBNB,3,75,1.028819
33,OldGuardNoBNB,3,76,1.011925
33,OldGuardNoBNB,3,77,0.972869
33,OldGuardNoBNB,3,78,0.972869
33,OldGuardNoBNB,3,79,0.972869
33,OldGuardNoBNB,3,80,0.972869
33,OldGuardNoBNB,3,81,0.972869
33,OldGuardNoBNB,3,82,0.972869
33,OldGuardNoBNB,3,83,0.972869
33,OldGuardNoBNB,3,84,0.972869
33,OldGuardNoBNB,3,85,0.972869
33,OldGuardNoBNB,3,86,0.972869
33,OldGuardNoBNB,3,87,0.972869
33,OldGuardNoBNB,3,88,0.972869
33,OldGuardNoBNB,3,89,0.972869
33,OldGuardNoBNB,3,90,0.972869
33,OldGuardNoBNB,3,91,0.972869
33,OldGuardNoBNB,3,92,0.972869
33,OldGuardNoBNB,3,93,0.972869
33,OldGuardNoBNB,3,94,0.972869
33,OldGuardNoBNB,3,95,0.972869
33,OldGuardNoBNB,3,96,0.972869
33,OldGuardNoBNB,3,97,0.972869
33,OldGuardNoBNB,3,98,0.972869
33,OldGuardNoBNB,3,99,0.972869
33,OldGuardNoBNB,3,100,0.972869
33,OldGuardNoBNB,3,101,0.972869
33,OldGuardNoBNB,3,102,0.972869
33,OldGuardNoBNB,3,103,0.972869
33,OldGuardNoBNB,3,104,0.972869
33,OldGuardNoBNB,3,105,0.972869
33,OldGuardNoBNB,3,106,1.015246
33,OldGuardNoBNB,3,107,1.029276
33,OldGuardNoBNB,4,0,1.000000
33,OldGuardNoBNB,4,0,1.000000
33,OldGuardNoBNB,4,1,1.000000
33,OldGuardNoBNB,4,2,1.000000
33,OldGuardNoBNB,4,3,0.991078
33,OldGuardNoBNB,4,4,0.991078
33,OldGuardNoBNB,4,5,1.007045
33,OldGuardNoBNB,4,6,1.007045
33,OldGuardNoBNB,4,7,1.007045
33,OldGuardNoBNB,4,8,1.007045
33,OldGuardNoBNB,4,9,1.007045
33,OldGuardNoBNB,4,10,1.027951
33,OldGuardNoBNB,4,11,1.027951
33,OldGuardNoBNB,4,12,1.027951
33,OldGuardNoBNB,4,13,1.027951
33,OldGuardNoBNB,4,14,1.027951
33,OldGuardNoBNB,4,15,1.027951
33,OldGuardNoBNB,4,16,1.027951
33,OldGuardNoBNB,4,17,1.027951
33,OldGuardNoBNB,4,18,1.027951
33,OldGuardNoBNB,4,19,1.027951
33,OldGuardNoBNB,4,20,1.027951
33,OldGuardNoBNB,4,21,1.027951
33,OldGuardNoBNB,4,22,1.027951
33,OldGuardNoBNB,4,23,1.027951
33,OldGuardNoBNB,4,24,1.027951
33,OldGuardNoBNB,4,25,1.027951
33,OldGuardNoBNB,4,26,1.027951
33,OldGuardNoBNB,4,27,1.027951
33,OldGuardNoBNB,4,28,1.027951
33,OldGuardNoBNB,4,29,1.027951
33,OldGuardNoBNB,4,30,1.027951
33,OldGuardNoBNB,4,31,1.027951
33,OldGuardNoBNB,4,32,1.027951
33,OldGuardNoBNB,4,33,1.027951
33,OldGuardNoBNB,4,34,1.027951
33,OldGuardNoBNB,4,35,1.027951
33,OldGuardNoBNB,4,36,1.027951
33,OldGuardNoBNB,4,37,1.027951
33,OldGuardNoBNB,4,38,1.027951
33,OldGuardNoBNB,4,39,1.025040
33,OldGuardNoBNB,4,40,1.025040
33,OldGuardNoBNB,4,41,1.025040
33,OldGuardNoBNB,4,42,1.025040
33,OldGuardNoBNB,4,43,1.025040
33,OldGuardNoBNB,4,44,1.025040
33,OldGuardNoBNB,4,45,1.025040
33,OldGuardNoBNB,4,46,1.025040
33,OldGuardNoBNB,4,47,1.025040
33,OldGuardNoBNB,4,48,1.025040
33,OldGuardNoBNB,4,49,1.025040
33,OldGuardNoBNB,4,50,1.025040
33,OldGuardNoBNB,4,51,1.025040
33,OldGuardNoBNB,4,52,1.025040
33,OldGuardNoBNB,4,53,1.025040
33,OldGuardNoBNB,4,54,1.025040
33,OldGuardNoBNB,4,55,1.025040
33,OldGuardNoBNB,4,56,1.025040
33,OldGuardNoBNB,4,57,1.025040
33,OldGuardNoBNB,4,58,1.026115
33,OldGuardNoBNB,4,59,1.026115
33,OldGuardNoBNB,4,60,1.026115
33,OldGuardNoBNB,4,61,1.026115
33,OldGuardNoBNB,4,62,1.026115
33,OldGuardNoBNB,4,63,1.026115
33,OldGuardNoBNB,4,64,1.026115
33,OldGuardNoBNB,4,65,1.026115
33,OldGuardNoBNB,4,66,1.026115
33,OldGuardNoBNB,4,67,1.026115
33,OldGuardNoBNB,4,68,1.026115
33,OldGuardNoBNB,4,69,1.026115
33,OldGuardNoBNB,4,70,1.026115
33,OldGuardNoBNB,4,71,1.026115
33,OldGuardNoBNB,4,72,1.026115
33,OldGuardNoBNB,4,73,1.026115
33,OldGuardNoBNB,4,74,1.026115
33,OldGuardNoBNB,4,75,1.026115
33,OldGuardNoBNB,4,76,1.026115
33,OldGuardNoBNB,4,77,1.026115
33,OldGuardNoBNB,4,78,1.026115
33,OldGuardNoBNB,4,79,1.026115
33,OldGuardNoBNB,4,80,1.026115
33,OldGuardNoBNB,4,81,1.026115
33,OldGuardNoBNB,4,82,1.026115
33,OldGuardNoBNB,4,83,1.026115
33,OldGuardNoBNB,4,84,1.026115
33,OldGuardNoBNB,4,85,1.026115
33,OldGuardNoBNB,4,86,1.026115
33,OldGuardNoBNB,4,87,1.026115
33,OldGuardNoBNB,4,88,1.026115
33,OldGuardNoBNB,4,89,1.049282
33,OldGuardNoBNB,4,90,1.049282
33,OldGuardNoBNB,4,91,1.049282
33,OldGuardNoBNB,4,92,1.049282
33,OldGuardNoBNB,4,93,1.049282
33,OldGuardNoBNB,4,94,1.049282
33,OldGuardNoBNB,4,95,1.049282
33,OldGuardNoBNB,4,96,1.049282
33,OldGuardNoBNB,4,97,1.049282
33,OldGuardNoBNB,4,98,1.049282
33,OldGuardNoBNB,4,99,1.049282
33,OldGuardNoBNB,4,100,1.049282
33,OldGuardNoBNB,4,101,1.049282
33,OldGuardNoBNB,4,102,1.049282
33,OldGuardNoBNB,4,103,1.049282
33,OldGuardNoBNB,4,104,1.049282
33,OldGuardNoBNB,4,105,1.049282
33,OldGuardNoBNB,4,106,1.049282
33,OldGuardNoBNB,4,107,1.049282
33,OldGuardNoBNB,4,108,1.049282
33,OldGuardNoBNB,4,109,1.049282
33,OldGuardNoBNB,4,110,1.049282
33,OldGuardNoBNB,4,111,1.049282
33,OldGuardNoBNB,4,112,1.049282
33,OldGuardNoBNB,4,113,1.049282
33,OldGuardNoBNB,4,114,1.049282
33,OldGuardNoBNB,4,115,1.049282
33,OldGuardNoBNB,4,116,1.049282
33,OldGuardNoBNB,4,117,1.049282
33,OldGuardNoBNB,4,118,1.049282
33,OldGuardNoBNB,4,119,1.068972
33,OldGuardNoBNB,4,120,1.068972
33,OldGuardNoBNB,4,121,1.068972
33,OldGuardNoBNB,4,122,1.068972
33,OldGuardNoBNB,4,123,1.068972
33,OldGuardNoBNB,4,124,1.068972
33,OldGuardNoBNB,4,125,1.068972
33,OldGuardNoBNB,4,126,1.068972
33,OldGuardNoBNB,4,127,1.068972
33,OldGuardNoBNB,4,128,1.068972
33,OldGuardNoBNB,4,129,1.068972
33,OldGuardNoBNB,4,130,1.068972
33,OldGuardNoBNB,4,131,1.068972
33,OldGuardNoBNB,4,132,1.068972
33,OldGuardNoBNB,4,133,1.068972
33,OldGuardNoBNB,4,134,1.068972
33,OldGuardNoBNB,4,135,1.068972
33,OldGuardNoBNB,4,136,1.068972
33,OldGuardNoBNB,4,137,1.068972
33,OldGuardNoBNB,4,138,1.068972
33,OldGuardNoBNB,4,139,1.068972
33,OldGuardNoBNB,4,140,1.068972
33,OldGuardNoBNB,4,141,1.068972
33,OldGuardNoBNB,4,142,1.068972
33,OldGuardNoBNB,4,143,1.068972
33,OldGuardNoBNB,4,144,1.068972
33,OldGuardNoBNB,4,145,1.068972
33,OldGuardNoBNB,4,146,1.068972
33,OldGuardNoBNB,4,147,1.068972
33,OldGuardNoBNB,4,148,1.068972
33,OldGuardNoBNB,4,149,1.068972
33,OldGuardNoBNB,4,150,1.068972
33,OldGuardNoBNB,4,151,1.068972
33,OldGuardNoBNB,4,152,1.108129
33,OldGuardNoBNB,5,0,1.000000
33,OldGuardNoBNB,5,0,1.000000
33,OldGuardNoBNB,5,1,1.000000
33,OldGuardNoBNB,5,2,1.000000
33,OldGuardNoBNB,5,3,1.000000
33,OldGuardNoBNB,5,4,1.000000
33,OldGuardNoBNB,5,5,1.000000
33,OldGuardNoBNB,5,6,1.000000
33,OldGuardNoBNB,5,7,1.000000
33,OldGuardNoBNB,5,8,1.000000
33,OldGuardNoBNB,5,9,1.000000
33,OldGuardNoBNB,5,10,1.000000
33,OldGuardNoBNB,5,11,1.000000
33,OldGuardNoBNB,5,12,1.000000
33,OldGuardNoBNB,5,13,1.000000
33,OldGuardNoBNB,5,14,1.000000
33,OldGuardNoBNB,5,15,1.000000
33,OldGuardNoBNB,5,16,1.000000
33,OldGuardNoBNB,5,17,0.985342
33,OldGuardNoBNB,5,18,0.985342
33,OldGuardNoBNB,5,19,0.985342
33,OldGuardNoBNB,5,20,0.985342
33,OldGuardNoBNB,5,21,0.985342
33,OldGuardNoBNB,5,22,0.985342
33,OldGuardNoBNB,5,23,0.985342
33,OldGuardNoBNB,5,24,0.957209
33,OldGuardNoBNB,5,25,0.957209
33,OldGuardNoBNB,5,26,0.957209
33,OldGuardNoBNB,5,27,0.957209
33,OldGuardNoBNB,5,28,0.930018
33,OldGuardNoBNB,5,29,0.930018
33,OldGuardNoBNB,5,30,0.930018
33,OldGuardNoBNB,5,31,0.930018
33,OldGuardNoBNB,5,32,0.930018
33,OldGuardNoBNB,5,33,0.958351
33,OldGuardNoBNB,5,34,0.958351
33,OldGuardNoBNB,5,35,0.958351
33,OldGuardNoBNB,5,36,0.958351
33,OldGuardNoBNB,5,37,0.958351
33,OldGuardNoBNB,5,38,0.958351
33,OldGuardNoBNB,5,39,0.958351
33,OldGuardNoBNB,5,40,0.958351
33,OldGuardNoBNB,5,41,0.958351
33,OldGuardNoBNB,5,42,0.958351
33,OldGuardNoBNB,5,43,0.958351
33,OldGuardNoBNB,5,44,0.958351
33,OldGuardNoBNB,5,45,0.947992
33,OldGuardNoBNB,5,46,0.947992
33,OldGuardNoBNB,5,47,0.947992
33,OldGuardNoBNB,5,48,0.947992
33,OldGuardNoBNB,5,49,0.947992
33,OldGuardNoBNB,5,50,0.947992
33,OldGuardNoBNB,5,51,0.947992
33,OldGuardNoBNB,5,52,0.947992
33,OldGuardNoBNB,5,53,1.015033
33,OldGuardNoBNB,5,54,1.015033
33,OldGuardNoBNB,5,55,1.015033
33,OldGuardNoBNB,5,56,0.975681
33,OldGuardNoBNB,5,57,0.975681
33,OldGuardNoBNB,5,58,0.975681
33,OldGuardNoBNB,5,59,0.975681
33,OldGuardNoBNB,5,60,0.975681
33,OldGuardNoBNB,5,61,0.975681
33,OldGuardNoBNB,5,62,0.975681
33,OldGuardNoBNB,5,63,0.975681
33,OldGuardNoBNB,5,64,0.975681
33,OldGuardNoBNB,5,65,0.975681
33,OldGuardNoBNB,5,66,0.975681
33,OldGuardNoBNB,5,67,0.975681
33,OldGuardNoBNB,5,68,0.975681
33,OldGuardNoBNB,5,69,0.975681
33,OldGuardNoBNB,5,70,0.975681
33,OldGuardNoBNB,5,71,0.975681
33,OldGuardNoBNB,5,72,0.975681
33,OldGuardNoBNB,5,73,0.975681
33,OldGuardNoBNB,5,74,0.975681
33,OldGuardNoBNB,5,75,0.975681
33,OldGuardNoBNB,5,76,0.975290
33,OldGuardNoBNB,5,77,0.975290
33,OldGuardNoBNB,5,78,0.975290
33,OldGuardNoBNB,5,79,0.975290
33,OldGuardNoBNB,5,80,0.975290
33,OldGuardNoBNB,5,81,0.975290
33,OldGuardNoBNB,5,82,0.975290
33,OldGuardNoBNB,5,83,0.975290
33,OldGuardNoBNB,5,84,0.975290
33,OldGuardNoBNB,5,85,0.975290
33,OldGuardNoBNB,5,86,0.975290
33,OldGuardNoBNB,5,87,0.975290
33,OldGuardNoBNB,5,88,0.975290
33,OldGuardNoBNB,5,89,0.975290
33,OldGuardNoBNB,5,90,0.975290
33,OldGuardNoBNB,5,91,1.001391
33,OldGuardNoBNB,5,92,1.001391
33,OldGuardNoBNB,5,93,0.999701
33,OldGuardNoBNB,5,94,0.999701
33,OldGuardNoBNB,5,95,0.999701
33,OldGuardNoBNB,5,96,0.999701
33,OldGuardNoBNB,5,97,0.999701
33,OldGuardNoBNB,5,98,0.999701
33,OldGuardNoBNB,5,99,0.999701
33,OldGuardNoBNB,5,100,0.999701
33,OldGuardNoBNB,5,101,0.985673
33,OldGuardNoBNB,5,102,0.985673
33,OldGuardNoBNB,5,103,0.985673
33,OldGuardNoBNB,5,104,0.985673
33,OldGuardNoBNB,5,105,0.985673
33,OldGuardNoBNB,5,106,0.985673
33,OldGuardNoBNB,5,107,0.985673
33,OldGuardNoBNB,6,0,1.000000
33,OldGuardNoBNB,6,0,1.000000
33,OldGuardNoBNB,6,1,1.000000
33,OldGuardNoBNB,6,2,1.000000
33,OldGuardNoBNB,6,3,1.000000
33,OldGuardNoBNB,6,4,1.000000
33,OldGuardNoBNB,6,5,1.000000
33,OldGuardNoBNB,6,6,0.992975
33,OldGuardNoBNB,6,7,0.992975
33,OldGuardNoBNB,6,8,0.987706
33,OldGuardNoBNB,6,9,1.006374
33,OldGuardNoBNB,6,10,1.006374
33,OldGuardNoBNB,6,11,1.006374
33,OldGuardNoBNB,6,12,1.006374
33,OldGuardNoBNB,6,13,1.006374
33,OldGuardNoBNB,6,14,0.957575
33,OldGuardNoBNB,6,15,0.957575
33,OldGuardNoBNB,6,16,0.957575
33,OldGuardNoBNB,6,17,0.957575
33,OldGuardNoBNB,6,18,0.957575
33,OldGuardNoBNB,6,19,0.957575
33,OldGuardNoBNB,6,20,0.957575
33,OldGuardNoBNB,6,21,0.957575
33,OldGuardNoBNB,6,22,0.957575
33,OldGuardNoBNB,6,23,0.957575
33,OldGuardNoBNB,6,24,0.957575
33,OldGuardNoBNB,6,25,0.957575
33,OldGuardNoBNB,6,26,0.957575
33,OldGuardNoBNB,6,27,0.957575
33,OldGuardNoBNB,6,28,0.957575
33,OldGuardNoBNB,6,29,0.957575
33,OldGuardNoBNB,6,30,0.957575
33,OldGuardNoBNB,6,31,0.957575
33,OldGuardNoBNB,6,32,0.957575
33,OldGuardNoBNB,6,33,0.957575
33,OldGuardNoBNB,6,34,0.957575
33,OldGuardNoBNB,6,35,0.957575
33,OldGuardNoBNB,6,36,0.957575
33,OldGuardNoBNB,6,37,0.957575
33,OldGuardNoBNB,6,38,0.957575
33,OldGuardNoBNB,6,39,0.957575
33,OldGuardNoBNB,6,40,0.957575
33,OldGuardNoBNB,6,41,0.957575
33,OldGuardNoBNB,6,42,0.957575
33,OldGuardNoBNB,6,43,0.957575
33,OldGuardNoBNB,6,44,0.957575
33,OldGuardNoBNB,6,45,0.957575
33,OldGuardNoBNB,6,46,0.957575
33,OldGuardNoBNB,6,47,0.957575
33,OldGuardNoBNB,6,48,0.957575
33,OldGuardNoBNB,6,49,0.957575
33,OldGuardNoBNB,6,50,0.957575
33,OldGuardNoBNB,6,51,0.957575
33,OldGuardNoBNB,6,52,0.979576
33,OldGuardNoBNB,6,53,0.979576
33,OldGuardNoBNB,6,54,0.979576
33,OldGuardNoBNB,6,55,0.979576
33,OldGuardNoBNB,6,56,0.979576
33,OldGuardNoBNB,6,57,0.979576
33,OldGuardNoBNB,6,58,0.979576
33,OldGuardNoBNB,6,59,0.979576
33,OldGuardNoBNB,6,60,0.979576
33,OldGuardNoBNB,6,61,0.979576
33,OldGuardNoBNB,6,62,0.964593
33,OldGuardNoBNB,6,63,0.964593
33,OldGuardNoBNB,6,64,0.964593
33,OldGuardNoBNB,6,65,0.964593
33,OldGuardNoBNB,6,66,0.964593
33,OldGuardNoBNB,6,67,0.964593
33,OldGuardNoBNB,6,68,0.964593
33,OldGuardNoBNB,6,69,0.964593
33,OldGuardNoBNB,6,70,0.964593
33,OldGuardNoBNB,6,71,0.964593
33,OldGuardNoBNB,6,72,0.964593
33,OldGuardNoBNB,6,73,0.964593
33,OldGuardNoBNB,6,74,0.964593
33,OldGuardNoBNB,6,75,0.964593
33,OldGuardNoBNB,6,76,0.964593
33,OldGuardNoBNB,6,77,0.982534
33,OldGuardNoBNB,6,78,0.965397
33,OldGuardNoBNB,6,79,0.965397
33,OldGuardNoBNB,6,80,0.965397
33,OldGuardNoBNB,6,81,0.965397
33,OldGuardNoBNB,6,82,0.965397
33,OldGuardNoBNB,6,83,0.965397
33,OldGuardNoBNB,6,84,0.965397
33,OldGuardNoBNB,6,85,0.965397
33,OldGuardNoBNB,6,86,0.965397
33,OldGuardNoBNB,6,87,0.965397
33,OldGuardNoBNB,6,88,0.965397
33,OldGuardNoBNB,6,89,0.965397
33,OldGuardNoBNB,6,90,0.965397
33,OldGuardNoBNB,6,91,0.965397
33,OldGuardNoBNB,6,92,0.965397
33,OldGuardNoBNB,6,93,0.965397
33,OldGuardNoBNB,6,94,0.965397
33,OldGuardNoBNB,6,95,0.965397
33,OldGuardNoBNB,6,96,1.006758
33,OldGuardNoBNB,6,97,1.006758
33,OldGuardNoBNB,6,98,1.006758
33,OldGuardNoBNB,6,99,1.006758
33,OldGuardNoBNB,6,100,1.006758
33,OldGuardNoBNB,6,101,1.006758
33,OldGuardNoBNB,6,102,1.006758
33,OldGuardNoBNB,6,103,1.006758
33,OldGuardNoBNB,6,104,1.006758
33,OldGuardNoBNB,6,105,1.004475
33,OldGuardNoBNB,6,106,1.004920
33,OldGuardNoBNB,6,107,1.004920
33,LargeCaps5,0,0,1.000000
33,LargeCaps5,0,0,1.000000
33,LargeCaps5,0,1,1.000000
33,LargeCaps5,0,2,1.000000
33,LargeCaps5,0,3,1.000000
33,LargeCaps5,0,4,1.000000
33,LargeCaps5,0,5,1.000000
33,LargeCaps5,0,6,1.000000
33,LargeCaps5,0,7,1.000000
33,LargeCaps5,0,8,1.000000
33,LargeCaps5,0,9,1.000000
33,LargeCaps5,0,10,1.000000
33,LargeCaps5,0,11,1.000000
33,LargeCaps5,0,12,1.000000
33,LargeCaps5,0,13,1.000000
33,LargeCaps5,0,14,1.000000
33,LargeCaps5,0,15,1.000000
33,LargeCaps5,0,16,1.000000
33,LargeCaps5,0,17,1.000000
33,LargeCaps5,0,18,1.000000
33,LargeCaps5,0,19,1.000000
33,LargeCaps5,0,20,1.000000
33,LargeCaps5,0,21,1.000000
33,LargeCaps5,0,22,1.000000
33,LargeCaps5,0,23,0.927954
33,LargeCaps5,0,24,0.927954
33,LargeCaps5,0,25,1.072892
33,LargeCaps5,0,26,1.072892
33,LargeCaps5,0,27,1.051519
33,LargeCaps5,0,28,1.051519
33,LargeCaps5,0,29,1.051519
33,LargeCaps5,0,30,1.051519
33,LargeCaps5,0,31,1.051519
33,LargeCaps5,0,32,1.051519
33,LargeCaps5,0,33,1.051519
33,LargeCaps5,0,34,1.048646
33,LargeCaps5,0,35,1.048646
33,LargeCaps5,0,36,1.048646
33,LargeCaps5,0,37,1.048646
33,LargeCaps5,0,38,1.048646
33,LargeCaps5,0,39,1.048646
33,LargeCaps5,0,40,1.094282
33,LargeCaps5,0,41,1.096656
33,LargeCaps5,0,42,1.062729
33,LargeCaps5,0,43,1.062729
33,LargeCaps5,0,44,1.062729
33,LargeCaps5,0,45,1.062729
33,LargeCaps5,0,46,1.062729
33,LargeCaps5,0,47,1.062729
33,LargeCaps5,0,48,1.062729
33,LargeCaps5,0,49,1.062729
33,LargeCaps5,0,50,1.062729
33,LargeCaps5,0,51,1.062729
33,LargeCaps5,0,52,1.062729
33,LargeCaps5,0,53,1.062729
33,LargeCaps5,0,54,1.062729
33,LargeCaps5,0,55,1.062729
33,LargeCaps5,0,56,1.062729
33,LargeCaps5,0,57,1.062729
33,LargeCaps5,0,58,1.062729
33,LargeCaps5,0,59,1.068845
33,LargeCaps5,0,60,1.068845
33,LargeCaps5,0,61,1.068845
33,LargeCaps5,0,62,1.068845
33,LargeCaps5,0,63,1.068845
33,LargeCaps5,0,64,1.068845
33,LargeCaps5,0,65,1.068845
33,LargeCaps5,0,66,1.068845
33,LargeCaps5,0,67,1.063375
33,LargeCaps5,0,68,1.063375
33,LargeCaps5,0,69,1.063375
33,LargeCaps5,0,70,1.063375
33,LargeCaps5,0,71,1.063375
33,LargeCaps5,0,72,1.063375
33,LargeCaps5,0,73,1.063375
33,LargeCaps5,0,74,1.063375
33,LargeCaps5,0,75,1.063375
33,LargeCaps5,0,76,1.063375
33,LargeCaps5,0,77,1.063375
33,LargeCaps5,0,78,1.063375
33,LargeCaps5,0,79,1.063375
33,LargeCaps5,0,80,1.063375
33,LargeCaps5,0,81,1.063375
33,LargeCaps5,0,82,1.063375
33,LargeCaps5,0,83,1.063375
33,LargeCaps5,0,84,1.063375
33,LargeCaps5,0,85,1.063375
33,LargeCaps5,0,86,1.063402
33,LargeCaps5,0,87,1.063402
33,LargeCaps5,0,88,1.063402
33,LargeCaps5,0,89,1.063402
33,LargeCaps5,0,90,1.063402
33,LargeCaps5,0,91,1.063402
33,LargeCaps5,0,92,1.063402
33,LargeCaps5,0,93,1.063402
33,LargeCaps5,0,94,1.063402
33,LargeCaps5,0,95,1.063402
33,LargeCaps5,0,96,1.063402
33,LargeCaps5,0,97,1.063402
33,LargeCaps5,0,98,1.063402
33,LargeCaps5,0,99,1.063402
33,LargeCaps5,0,100,1.063402
33,LargeCaps5,0,101,1.063402
33,LargeCaps5,0,102,1.063402
33,LargeCaps5,0,103,1.063402
33,LargeCaps5,0,104,1.063402
33,LargeCaps5,0,105,1.063402
33,LargeCaps5,0,106,1.063402
33,LargeCaps5,0,107,1.063402
33,LargeCaps5,0,108,1.063402
33,LargeCaps5,0,109,1.063402
33,LargeCaps5,0,110,1.063402
33,LargeCaps5,0,111,1.063402
33,LargeCaps5,0,112,1.063402
33,LargeCaps5,0,113,1.063402
33,LargeCaps5,0,114,1.063402
33,LargeCaps5,0,115,1.063402
33,LargeCaps5,0,116,1.063402
33,LargeCaps5,0,117,1.063402
33,LargeCaps5,0,118,1.063402
33,LargeCaps5,0,119,1.063402
33,LargeCaps5,0,120,1.063402
33,LargeCaps5,1,0,1.000000
33,LargeCaps5,1,0,1.000000
33,LargeCaps5,1,1,1.000000
33,LargeCaps5,1,2,1.000000
33,LargeCaps5,1,3,1.000000
33,LargeCaps5,1,4,1.000000
33,LargeCaps5,1,5,1.000000
33,LargeCaps5,1,6,1.000000
33,LargeCaps5,1,7,0.984687
33,LargeCaps5,1,8,0.984687
33,LargeCaps5,1,9,0.984687
33,LargeCaps5,1,10,0.984687
33,LargeCaps5,1,11,0.984687
33,LargeCaps5,1,12,0.984687
33,LargeCaps5,1,13,0.984687
33,LargeCaps5,1,14,0.984687
33,LargeCaps5,1,15,0.984687
33,LargeCaps5,1,16,0.984687
33,LargeCaps5,1,17,1.010014
33,LargeCaps5,1,18,1.010014
33,LargeCaps5,1,19,1.010014
33,LargeCaps5,1,20,1.010014
33,LargeCaps5,1,21,1.010014
33,LargeCaps5,1,22,1.010014
33,LargeCaps5,1,23,1.010014
33,LargeCaps5,1,24,1.010014
33,LargeCaps5,1,25,1.010014
33,LargeCaps5,1,26,1.010014
33,LargeCaps5,1,27,1.010014
33,LargeCaps5,1,28,1.010014
33,LargeCaps5,1,29,1.010014
33,LargeCaps5,1,30,1.010014
33,LargeCaps5,1,31,1.010014
33,LargeCaps5,1,32,1.010014
33,LargeCaps5,1,33,1.010014
33,LargeCaps5,1,34,1.010014
33,LargeCaps5,1,35,1.010014
33,LargeCaps5,1,36,1.010014
33,LargeCaps5,1,37,1.010014
33,LargeCaps5,1,38,1.010014
33,LargeCaps5,1,39,1.010014
33,LargeCaps5,1,40,1.010014
33,LargeCaps5,1,41,1.010014
33,LargeCaps5,1,42,1.010014
