position_cap,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
6,LowVolume5,0,219.615978,11.535987,18.273788,16,75.000000,true
7,LowVolume5,0,219.615978,11.535987,18.273788,16,75.000000,true
8,LowVolume5,0,219.615978,11.535987,18.273788,16,75.000000,true
9,LowVolume5,0,219.615978,11.535987,18.273788,16,75.000000,true
10,LowVolume5,0,219.615978,11.535987,18.273788,16,75.000000,true
1,LowVolume5,1,-46.195603,-10.764064,48.891615,8,37.500000,false
2,LowVolume5,1,-25.294809,-2.823060,31.928314,11,45.454545,false
3,LowVolume5,1,44.448954,5.914048,26.827921,12,66.666667,true
4,LowVolume5,1,-24.272217,-1.290230,56.399978,14,57.142857,false
5,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
6,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
7,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
8,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
9,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
10,LowVolume5,1,-25.473521,-0.580567,38.939890,16,50.000000,false
1,LowVolume5,2,-7.107478,2.184829,36.148807,8,25.000000,false
2,LowVolume5,2,426.800769,11.392941,17.248210,11,63.636364,true
3,LowVolume5,2,487.234244,10.354509,31.827215,13,61.538462,true
4,LowVolume5,2,731.834036,11.064363,36.736173,15,66.666667,true
5,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
6,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
7,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
8,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
9,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
10,LowVolume5,2,1432.925138,13.569292,26.323293,15,66.666667,true
1,LowVolume5,3,42.929200,5.022380,26.605599,9,33.333333,true
2,LowVolume5,3,456.647131,10.689737,25.564284,13,53.846154,true
3,LowVolume5,3,289.526184,8.716089,46.189108,14,50.000000,true
4,LowVolume5,3,54.943708,4.265920,46.189108,15,40.000000,true
5,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
6,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
7,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
8,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
9,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
10,LowVolume5,3,252.934458,7.747482,46.189108,16,50.000000,true
1,LowVolume5,4,-51.526327,-15.405340,54.594151,5,40.000000,false
2,LowVolume5,4,-80.576501,-17.057276,80.576501,9,22.222222,false
3,LowVolume5,4,-59.723186,-7.024342,60.400921,12,41.666667,false
4,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
5,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
6,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
7,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
8,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
9,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
10,LowVolume5,4,-68.049938,-7.685207,68.049938,13,38.461538,false
1,LowVolume5,5,-8.016728,1.010604,34.957195,8,50.000000,false
2,LowVolume5,5,-80.314510,-18.393548,81.296436,12,25.000000,false
3,LowVolume5,5,-34.395854,-1.924404,53.367329,15,40.000000,false
4,LowVolume5,5,-29.076752,-1.361940,49.586411,15,40.000000,false
5,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
6,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
7,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
8,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
9,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
10,LowVolume5,5,-12.378331,0.816338,61.943463,16,43.750000,false
1,OldGuard4,0,136.581054,10.557616,13.504832,8,62.500000,true
2,OldGuard4,0,162.056351,10.156664,25.248645,13,69.230769,true
3,OldGuard4,0,217.331171,9.970563,22.462329,13,69.230769,true
4,OldGuard4,0,512.346738,13.611296,22.462329,14,71.428571,true
5,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
6,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
7,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
8,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
9,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
10,OldGuard4,0,97.302508,6.228958,37.195220,16,62.500000,true
1,OldGuard4,1,-48.091814,-6.527015,56.218148,6,50.000000,false
2,OldGuard4,1,-26.699315,-3.787615,30.372239,11,54.545455,false
3,OldGuard4,1,-4.421348,0.472135,29.945571,11,54.545455,false
4,OldGuard4,1,108.112787,12.505694,7.181635,12,75.000000,true
5,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
6,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
7,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
8,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
9,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
10,OldGuard4,1,42.271144,5.184871,29.942829,14,71.428571,true
1,OldGuard4,2,42.543715,7.256115,14.169750,9,44.444444,true
2,OldGuard4,2,75.962058,9.401356,15.742897,11,54.545455,true
3,OldGuard4,2,145.755859,6.304670,31.782842,14,42.857143,true
4,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
5,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
6,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
7,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
8,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
9,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
10,OldGuard4,2,125.039981,5.656090,31.782842,15,46.666667,true
1,OldGuard4,3,-8.088469,1.288472,59.679985,10,40.000000,false
2,OldGuard4,3,34.206888,3.814371,30.963938,14,35.714286,true
3,OldGuard4,3,148.648975,7.897316,30.704495,14,50.000000,true
4,OldGuard4,3,-28.761987,1.598331,72.434601,15,40.000000,false
5,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
6,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
7,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
8,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
9,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
10,OldGuard4,3,-58.868784,-0.301521,83.542861,17,35.294118,false
1,OldGuard4,4,35.416499,6.156460,18.840727,9,55.555556,true
2,OldGuard4,4,-15.492814,-1.345601,43.211147,10,50.000000,false
3,OldGuard4,4,-43.418212,-10.352197,43.418212,11,27.272727,false
4,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
5,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
6,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
7,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
8,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
9,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
10,OldGuard4,4,-31.130338,-4.904370,35.088347,12,41.666667,false
1,OldGuard4,5,-38.954511,-16.294032,38.954511,7,28.571429,false
2,OldGuard4,5,-70.111954,-13.757055,71.207534,11,36.363636,false
3,OldGuard4,5,3.771180,1.867210,45.519599,14,50.000000,true
4,OldGuard4,5,-37.056860,-1.240682,63.283583,15,40.000000,false
5,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
6,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
7,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
8,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
9,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
10,OldGuard4,5,-39.656852,-2.302946,60.780428,15,40.000000,false
