rank,strategy,score,full_return_pct,full_trades,full_win_rate_pct,wf_passed,wf_total,wf_avg_return_pct,wf_avg_trades,resample_passed,resample_total,resample_avg_return_pct,resample_avg_trades,universe_first_place,universe_total,loo_first_place,loo_total,bootstrap_first_place,bootstrap_total
1,Turtle+Regime,0.956354,3171.6,398,53.02,4,4,671.3,72.5,15,15,896.5,96.7,9,9,6,6,59,64
2,Turtle20,0.504434,2735.3,446,50.00,4,4,577.1,81.5,14,15,787.9,107.0,0,9,0,6,5,64
3,MaCross50,0.469772,1734.1,300,52.67,4,4,342.5,54.0,14,15,403.6,68.0,0,9,0,6,0,64
4,MomentumBreakout,0.457364,2785.3,269,50.93,4,4,553.5,48.8,13,15,728.0,62.7,0,9,0,6,0,64
5,Turtle+MACD,0.457254,1591.7,173,52.60,3,4,376.3,29.8,15,15,447.5,39.7,0,9,0,6,0,64
6,MACD+Regime,0.398942,955.4,448,45.54,3,4,217.7,80.8,12,15,278.5,105.7,0,9,0,6,0,64
7,MACD,0.385664,382.7,689,45.28,3,4,191.8,124.5,11,15,245.1,162.0,0,9,0,6,0,64
8,Turtle+Regime+MACD,0.359565,1462.3,158,51.90,2,4,354.3,27.8,12,15,418.1,37.0,0,9,0,6,0,64
