vl,universe,window,step,equity
2,Base5,2,3,1
2,Base5,2,4,1
2,Base5,2,5,1
2,Base5,2,6,1
2,Base5,2,7,1
2,Base5,2,8,1
2,Base5,2,9,1.2498759020962997
2,Base5,2,10,1.2498759020962997
2,Base5,2,11,1.2498759020962997
2,Base5,2,12,1.2498759020962997
2,Base5,2,13,1.2498759020962997
2,Base5,2,14,1.2498759020962997
2,Base5,2,15,1.2498759020962997
2,Base5,2,16,1.2180775229642384
2,Base5,2,17,1.2180775229642384
2,Base5,2,18,1.2180775229642384
2,Base5,2,19,1.3781045700046841
2,Base5,2,20,1.4309997133412145
2,Base5,2,21,1.4309997133412145
2,Base5,2,22,1.4309997133412145
2,Base5,2,23,1.4309997133412145
2,Base5,2,24,1.4309997133412145
2,Base5,2,25,1.4309997133412145
2,Base5,2,26,1.4309997133412145
2,Base5,2,27,1.4309997133412145
2,Base5,2,28,1.4309997133412145
2,Base5,2,29,1.2534121906544613
2,Base5,2,30,1.2534121906544613
2,Base5,2,31,1.0949059443221152
2,Base5,2,32,1.0949059443221152
2,Base5,2,33,1.0949059443221152
2,Base5,2,34,1.0949059443221152
2,Base5,2,35,1.0949059443221152
2,Base5,2,36,1.0949059443221152
2,Base5,2,37,1.0949059443221152
2,Base5,2,38,1.0949059443221152
2,Base5,2,39,1.0949059443221152
2,Base5,2,40,1.0949059443221152
2,Base5,2,41,1.0949059443221152
2,Base5,2,42,1.0949059443221152
2,Base5,2,43,1.0949059443221152
2,Base5,2,44,1.0949059443221152
2,Base5,2,45,1.0949059443221152
2,Base5,2,46,1.0949059443221152
2,Base5,2,47,1.0949059443221152
2,Base5,2,48,1.0949059443221152
2,Base5,2,49,1.0949059443221152
2,Base5,2,50,1.0949059443221152
2,Base5,2,51,1.0949059443221152
2,Base5,2,52,1.0949059443221152
2,Base5,2,53,1.0949059443221152
2,Base5,2,54,1.7356286821106124
2,Base5,2,55,1.6546644276334808
2,Base5,2,56,1.6546644276334808
2,Base5,2,57,1.6546644276334808
2,Base5,2,58,1.8299796083852842
2,Base5,2,59,1.8299796083852842
2,Base5,2,60,1.8299796083852842
2,Base5,2,61,1.8299796083852842
2,Base5,2,62,1.8299796083852842
2,Base5,2,63,1.8299796083852842
2,Base5,2,64,1.8299796083852842
2,Base5,2,65,1.8299796083852842
2,Base5,2,66,1.8299796083852842
2,Base5,2,67,3.7959508498332597
2,Base5,2,68,3.7959508498332597
2,Base5,2,69,3.7959508498332597
2,Base5,2,70,3.7959508498332597
2,Base5,2,71,3.7959508498332597
2,Base5,2,72,3.7959508498332597
2,Base5,2,73,3.7959508498332597
2,Base5,2,74,3.7959508498332597
2,Base5,2,75,3.7959508498332597
2,Base5,2,76,3.7959508498332597
2,Base5,2,77,3.7959508498332597
2,Base5,2,78,3.7959508498332597
2,Base5,2,79,3.7959508498332597
2,Base5,2,80,3.7959508498332597
2,Base5,2,81,3.7959508498332597
2,Base5,2,82,3.7959508498332597
2,Base5,2,83,3.7959508498332597
2,Base5,2,84,3.7959508498332597
2,Base5,2,85,3.7959508498332597
2,Base5,2,86,3.7959508498332597
2,Base5,2,87,3.7959508498332597
2,Base5,2,88,3.7959508498332597
2,Base5,2,89,3.7959508498332597
2,Base5,2,90,3.7959508498332597
2,Base5,2,91,3.7959508498332597
2,Base5,2,92,3.7959508498332597
2,Base5,2,93,3.7959508498332597
2,Base5,2,94,3.7959508498332597
2,Base5,2,95,3.7959508498332597
2,Base5,2,96,3.7959508498332597
2,Base5,2,97,3.7959508498332597
2,Base5,2,98,3.7959508498332597
2,Base5,2,99,4.343786674567103
2,Base5,2,100,5.161473648925162
2,Base5,2,101,3.8685769934962138
2,Base5,2,102,3.091277504936176
2,Base5,3,0,1
2,Base5,3,1,1.1489854442648044
2,Base5,3,2,1.1489854442648044
2,Base5,3,3,1.1489854442648044
2,Base5,3,4,1.1489854442648044
2,Base5,3,5,1.1489854442648044
2,Base5,3,6,1.0521855818019448
2,Base5,3,7,1.0521855818019448
2,Base5,3,8,1.0521855818019448
2,Base5,3,9,1.0931156462023144
2,Base5,3,10,1.540003410891567
2,Base5,3,11,1.8388676822556034
2,Base5,3,12,1.8388676822556034
2,Base5,3,13,1.8388676822556034
2,Base5,3,14,1.8388676822556034
2,Base5,3,15,1.8388676822556034
2,Base5,3,16,1.8388676822556034
2,Base5,3,17,1.8388676822556034
2,Base5,3,18,1.8388676822556034
2,Base5,3,19,1.8388676822556034
2,Base5,3,20,2.164078474771827
2,Base5,3,21,2.1840563658946164
2,Base5,3,22,2.1840563658946164
2,Base5,3,23,2.1840563658946164
2,Base5,3,24,2.1840563658946164
2,Base5,3,25,2.1840563658946164
2,Base5,3,26,1.487164002461099
2,Base5,3,27,1.487164002461099
2,Base5,3,28,1.487164002461099
2,Base5,3,29,1.487164002461099
2,Base5,3,30,1.487164002461099
2,Base5,3,31,1.487164002461099
2,Base5,3,32,1.487164002461099
2,Base5,3,33,1.487164002461099
2,Base5,3,34,1.487164002461099
2,Base5,3,35,1.487164002461099
2,Base5,3,36,1.487164002461099
2,Base5,3,37,1.487164002461099
2,Base5,3,38,1.487164002461099
2,Base5,3,39,1.487164002461099
2,Base5,3,40,1.487164002461099
2,Base5,3,41,1.487164002461099
2,Base5,3,42,1.8382028669936583
2,Base5,3,43,2.009444021251313
2,Base5,3,44,2.7865125194006004
2,Base5,3,45,2.8237902788574645
2,Base5,3,46,2.8237902788574645
2,Base5,3,47,2.8237902788574645
2,Base5,3,48,2.8237902788574645
2,Base5,3,49,2.8237902788574645
2,Base5,3,50,2.8237902788574645
2,Base5,3,51,2.8237902788574645
2,Base5,3,52,2.8237902788574645
2,Base5,3,53,2.8237902788574645
2,Base5,3,54,2.8237902788574645
2,Base5,3,55,2.57958436857191
2,Base5,3,56,2.2665850267795737
2,Base5,3,57,2.0699291512636595
2,Base5,3,58,2.0699291512636595
2,Base5,3,59,2.0699291512636595
2,Base5,3,60,2.0699291512636595
2,Base5,3,61,2.0699291512636595
2,Base5,3,62,2.0699291512636595
2,Base5,3,63,2.0699291512636595
2,Base5,3,64,2.0699291512636595
2,Base5,3,65,2.0699291512636595
2,Base5,3,66,2.0699291512636595
2,Base5,3,67,2.0699291512636595
2,Base5,3,68,2.0699291512636595
2,Base5,3,69,2.0699291512636595
2,Base5,3,70,2.0699291512636595
2,Base5,3,71,2.0699291512636595
2,Base5,3,72,2.0699291512636595
2,Base5,3,73,2.0699291512636595
2,Base5,3,74,2.0699291512636595
2,Base5,4,0,1
2,Base5,4,1,1
2,Base5,4,2,1
2,Base5,4,3,1
2,Base5,4,4,1.2597867444183353
2,Base5,4,5,1.198764719581165
2,Base5,4,6,1.198764719581165
2,Base5,4,7,1.253703040979857
2,Base5,4,8,1.0677090427733966
2,Base5,4,9,1.126216959750733
2,Base5,4,10,1.126216959750733
2,Base5,4,11,1.126216959750733
2,Base5,4,12,1.126216959750733
2,Base5,4,13,1.126216959750733
2,Base5,4,14,1.126216959750733
2,Base5,4,15,1.126216959750733
2,Base5,4,16,1.126216959750733
2,Base5,4,17,1.126216959750733
2,Base5,4,18,1.126216959750733
2,Base5,4,19,1.4077061089589915
2,Base5,4,20,1.3260630302111651
2,Base5,4,21,1.4321104504833937
2,Base5,4,22,1.4321104504833937
2,Base5,4,23,1.5238985035802353
2,Base5,4,24,1.5238985035802353
2,Base5,4,25,1.5238985035802353
2,Base5,4,26,1.5238985035802353
2,Base5,4,27,1.5238985035802353
2,Base5,4,28,1.5238985035802353
2,Base5,4,29,1.5238985035802353
2,Base5,4,30,1.5238985035802353
2,Base5,4,31,1.5238985035802353
2,Base5,4,32,1.5238985035802353
2,Base5,4,33,1.5238985035802353
2,Base5,4,34,1.5238985035802353
2,Base5,4,35,1.5238985035802353
2,Base5,4,36,1.5238985035802353
2,Base5,4,37,1.5238985035802353
2,Base5,4,38,1.5238985035802353
2,Base5,4,39,1.5238985035802353
2,Base5,4,40,1.5238985035802353
2,Base5,4,41,1.5238985035802353
2,Base5,4,42,1.5238985035802353
2,Base5,4,43,1.5238985035802353
2,Base5,4,44,1.5238985035802353
2,Base5,4,45,1.5238985035802353
2,Base5,4,46,1.5238985035802353
2,Base5,4,47,1.5238985035802353
2,Base5,4,48,1.5238985035802353
2,Base5,4,49,1.5238985035802353
2,Base5,4,50,1.5238985035802353
2,Base5,4,51,1.5238985035802353
2,Base5,4,52,1.5238985035802353
2,Base5,4,53,1.5238985035802353
2,Base5,4,54,1.5238985035802353
2,Base5,4,55,1.5238985035802353
2,Base5,4,56,1.5238985035802353
2,Base5,4,57,1.5238985035802353
2,Base5,4,58,1.5238985035802353
2,Base5,4,59,1.5238985035802353
2,Base5,4,60,1.5238985035802353
2,Base5,4,61,1.5238985035802353
2,Base5,4,62,1.5238985035802353
2,Base5,4,63,1.5238985035802353
2,Base5,4,64,1.5238985035802353
2,Base5,4,65,1.5238985035802353
2,Base5,4,66,1.5238985035802353
2,Base5,4,67,1.5238985035802353
2,Base5,4,68,1.5238985035802353
2,Base5,4,69,1.5238985035802353
2,Base5,4,70,1.5238985035802353
2,Base5,4,71,1.767905843342863
2,Base5,4,72,1.767905843342863
2,Base5,4,73,1.767905843342863
2,Base5,4,74,1.767905843342863
2,Base5,4,75,1.767905843342863
2,Base5,4,76,1.767905843342863
2,Base5,4,77,1.767905843342863
2,Base5,4,78,1.767905843342863
2,Base5,4,79,1.767905843342863
2,Base5,4,80,1.767905843342863
2,Base5,4,81,1.767905843342863
2,Base5,4,82,1.767905843342863
2,Base5,4,83,1.6901008114539984
2,Base5,4,84,1.6901008114539984
2,Base5,4,85,1.6901008114539984
2,Base5,4,86,1.6901008114539984
2,Base5,4,87,1.6901008114539984
2,Base5,4,88,1.6901008114539984
2,Base5,4,89,1.6901008114539984
2,Base5,4,90,1.6901008114539984
2,Base5,4,91,1.6901008114539984
2,Base5,4,92,1.6901008114539984
2,Base5,4,93,1.6901008114539984
2,Base5,4,94,1.6901008114539984
2,Base5,4,95,1.6901008114539984
2,Base5,4,96,1.6901008114539984
2,Base5,4,97,1.6901008114539984
2,Base5,4,98,1.6901008114539984
2,Base5,4,99,1.6901008114539984
2,Base5,4,100,1.6901008114539984
2,Base5,4,101,1.6901008114539984
2,Base5,4,102,1.6901008114539984
2,Base5,4,103,1.6901008114539984
2,Base5,4,104,1.6901008114539984
2,Base5,4,105,1.6901008114539984
2,Base5,4,106,1.6901008114539984
2,Base5,4,107,1.6901008114539984
2,Base5,4,108,1.6901008114539984
2,Base5,4,109,1.6901008114539984
2,Base5,4,110,1.6901008114539984
2,Base5,4,111,1.6901008114539984
2,Base5,4,112,1.6901008114539984
2,Base5,4,113,1.6580469714439185
2,Base5,5,0,1
2,Base5,5,1,1
2,Base5,5,2,0.9239351587891907
2,Base5,5,3,0.9239351587891907
2,Base5,5,4,0.9239351587891907
2,Base5,5,5,0.9239351587891907
2,Base5,5,6,0.9239351587891907
2,Base5,5,7,0.9239351587891907
2,Base5,5,8,0.9239351587891907
2,Base5,5,9,0.9239351587891907
2,Base5,5,10,0.9239351587891907
2,Base5,5,11,0.9239351587891907
2,Base5,5,12,0.9604207389378845
2,Base5,5,13,0.9604207389378845
2,Base5,5,14,0.9604207389378845
2,Base5,5,15,0.9604207389378845
2,Base5,5,16,0.9604207389378845
2,Base5,5,17,1.2231351101013423
2,Base5,5,18,1.2231351101013423
2,Base5,5,19,1.0769046965404494
2,Base5,5,20,1.0769046965404494
2,Base5,5,21,1.0769046965404494
2,Base5,5,22,1.0769046965404494
2,Base5,5,23,1.0769046965404494
2,Base5,5,24,1.0769046965404494
2,Base5,5,25,1.0769046965404494
2,Base5,5,26,1.0769046965404494
2,Base5,5,27,1.0769046965404494
2,Base5,5,28,1.0769046965404494
2,Base5,5,29,1.0769046965404494
2,Base5,5,30,1.0769046965404494
2,Base5,5,31,1.0769046965404494
2,Base5,5,32,1.0769046965404494
2,Base5,5,33,1.0769046965404494
2,Base5,5,34,1.0769046965404494
2,Base5,5,35,1.0769046965404494
2,Base5,5,36,1.0769046965404494
2,Base5,5,37,1.0769046965404494
2,Base5,5,38,1.0769046965404494
2,Base5,5,39,1.0769046965404494
2,Base5,5,40,1.0769046965404494
2,Base5,5,41,1.0769046965404494
2,Base5,5,42,1.0769046965404494
2,Base5,5,43,1.0769046965404494
2,Base5,5,44,1.0769046965404494
2,Base5,5,45,1.166646754585487
2,Base5,5,46,1.166646754585487
2,Base5,5,47,1.166646754585487
2,Base5,5,48,1.1322360212784255
2,Base5,5,49,1.1322360212784255
2,Base5,5,50,1.1322360212784255
2,Base5,5,51,1.178626314446093
2,Base5,5,52,1.1410913220763181
2,Base5,5,53,1.1410913220763181
2,Base5,5,54,1.1410913220763181
2,Base5,5,55,1.1410913220763181
2,Base5,5,56,1.1410913220763181
2,Base5,5,57,1.1410913220763181
2,Base5,5,58,1.1410913220763181
2,Base5,5,59,1.1410913220763181
2,Base5,5,60,1.1410913220763181
2,Base5,5,61,1.1410913220763181
2,Base5,5,62,1.1410913220763181
2,Base5,5,63,1.1410913220763181
2,Base5,5,64,1.1410913220763181
2,Base5,5,65,1.1410913220763181
2,Base5,5,66,1.1410913220763181
2,Base5,5,67,1.1410913220763181
2,Base5,5,68,1.1410913220763181
2,Base5,5,69,1.1410913220763181
2,Base5,5,70,1.1410913220763181
2,Base5,5,71,1.1410913220763181
2,Base5,5,72,1.1410913220763181
2,Base5,5,73,1.1410913220763181
2,Base5,5,74,0.9780659426199622
2,Base5,5,75,0.9780659426199622
2,Base5,5,76,0.9780659426199622
2,Base5,5,77,0.9780659426199622
2,Base5,5,78,0.9780659426199622
2,Base5,5,79,0.9780659426199622
2,Base5,5,80,0.9780659426199622
2,Base5,5,81,0.9780659426199622
2,Base5,5,82,0.9780659426199622
2,Base5,5,83,0.9780659426199622
2,Base5,5,84,0.9780659426199622
2,Base5,5,85,0.9780659426199622
2,Base5,5,86,0.9780659426199622
2,Base5,5,87,0.9780659426199622
2,Base5,5,88,0.9780659426199622
2,Base5,5,89,0.9780659426199622
2,Base5,5,90,0.9780659426199622
2,Base5,5,91,0.9780659426199622
2,Base5,5,92,0.9780659426199622
2,Base5,5,93,0.9166143109898937
2,Base5,5,94,0.9166143109898937
2,Base5,5,95,0.9166143109898937
2,Base5,5,96,0.9166143109898937
2,Base5,5,97,1.0030206589293844
2,Base5,5,98,0.8939716418335729
2,Base5,5,99,0.8939716418335729
2,Base5,5,100,0.8509636999897154
2,Base5,5,101,0.8509636999897154
2,Base5,5,102,0.8509636999897154
2,Base5,5,103,0.8509636999897154
2,Base5,5,104,0.8509636999897154
2,Base5,5,105,0.8509636999897154
2,Base5,5,106,0.8509636999897154
2,Base5,5,107,0.8509636999897154
2,Base5,5,108,0.8509636999897154
2,Base5,5,109,0.8318832073302311
2,LargeCaps5,0,0,1
2,LargeCaps5,0,1,1
2,LargeCaps5,0,2,1.309724944245455
2,LargeCaps5,0,3,1.309724944245455
2,LargeCaps5,0,4,1.309724944245455
2,LargeCaps5,0,5,1.309724944245455
2,LargeCaps5,0,6,1.309724944245455
2,LargeCaps5,0,7,1.245051564285885
2,LargeCaps5,0,8,1.245051564285885
2,LargeCaps5,0,9,0.7506074841444837
2,LargeCaps5,0,10,0.7506074841444837
2,LargeCaps5,0,11,0.7506074841444837
2,LargeCaps5,0,12,0.7506074841444837
2,LargeCaps5,0,13,0.7506074841444837
2,LargeCaps5,0,14,0.7506074841444837
2,LargeCaps5,0,15,0.7506074841444837
2,LargeCaps5,0,16,0.7506074841444837
2,LargeCaps5,0,17,0.7506074841444837
2,LargeCaps5,0,18,0.7506074841444837
2,LargeCaps5,0,19,0.7506074841444837
2,LargeCaps5,0,20,0.7506074841444837
2,LargeCaps5,0,21,0.7506074841444837
2,LargeCaps5,0,22,0.7506074841444837
2,LargeCaps5,0,23,0.7506074841444837
2,LargeCaps5,0,24,0.7506074841444837
2,LargeCaps5,0,25,0.7506074841444837
2,LargeCaps5,0,26,0.7506074841444837
2,LargeCaps5,0,27,0.7506074841444837
2,LargeCaps5,0,28,0.7506074841444837
2,LargeCaps5,0,29,0.7506074841444837
2,LargeCaps5,0,30,0.7506074841444837
2,LargeCaps5,0,31,0.7506074841444837
2,LargeCaps5,0,32,0.7506074841444837
2,LargeCaps5,0,33,0.7506074841444837
2,LargeCaps5,0,34,0.7506074841444837
2,LargeCaps5,0,35,0.7506074841444837
2,LargeCaps5,0,36,0.7506074841444837
2,LargeCaps5,0,37,0.7506074841444837
2,LargeCaps5,0,38,0.6620098558137042
2,LargeCaps5,0,39,0.6620098558137042
2,LargeCaps5,0,40,0.6620098558137042
2,LargeCaps5,0,41,0.6620098558137042
2,LargeCaps5,0,42,0.6620098558137042
2,LargeCaps5,0,43,0.5946666533711169
2,LargeCaps5,0,44,0.5946666533711169
2,LargeCaps5,0,45,0.5946666533711169
2,LargeCaps5,0,46,0.5946666533711169
2,LargeCaps5,0,47,0.5946666533711169
2,LargeCaps5,0,48,0.5946666533711169
2,LargeCaps5,0,49,0.5946666533711169
2,LargeCaps5,0,50,0.5946666533711169
2,LargeCaps5,0,51,0.5946666533711169
2,LargeCaps5,0,52,0.5946666533711169
2,LargeCaps5,0,53,0.5946666533711169
2,LargeCaps5,0,54,0.5946666533711169
2,LargeCaps5,0,55,0.5946666533711169
2,LargeCaps5,0,56,0.5946666533711169
2,LargeCaps5,0,57,0.5679400622083701
2,LargeCaps5,0,58,1.0568240975488086
2,LargeCaps5,0,59,1.0568240975488086
2,LargeCaps5,0,60,1.0568240975488086
2,LargeCaps5,0,61,0.9803859561872523
2,LargeCaps5,0,62,1.0633571446924437
2,LargeCaps5,0,63,1.0891767317758125
2,LargeCaps5,0,64,1.338742438773991
2,LargeCaps5,0,65,1.338742438773991
2,LargeCaps5,0,66,1.338742438773991
2,LargeCaps5,0,67,1.338742438773991
2,LargeCaps5,0,68,1.338742438773991
2,LargeCaps5,0,69,1.338742438773991
2,LargeCaps5,0,70,1.338742438773991
2,LargeCaps5,0,71,1.672822008431828
2,LargeCaps5,0,72,1.5055879226153903
2,LargeCaps5,0,73,1.5055879226153903
2,LargeCaps5,0,74,1.5055879226153903
2,LargeCaps5,0,75,1.5055879226153903
2,LargeCaps5,0,76,1.5055879226153903
2,LargeCaps5,0,77,1.5055879226153903
2,LargeCaps5,0,78,1.5055879226153903
2,LargeCaps5,0,79,1.5055879226153903
2,LargeCaps5,0,80,1.5055879226153903
2,LargeCaps5,0,81,1.70550404632213
2,LargeCaps5,0,82,1.70550404632213
2,LargeCaps5,0,83,1.70550404632213
2,LargeCaps5,0,84,1.70550404632213
2,LargeCaps5,0,85,1.70550404632213
2,LargeCaps5,0,86,1.70550404632213
2,LargeCaps5,0,87,1.70550404632213
2,LargeCaps5,0,88,1.70550404632213
2,LargeCaps5,0,89,2.400958670626039
2,LargeCaps5,1,0,1
2,LargeCaps5,1,1,1
2,LargeCaps5,1,2,1
2,LargeCaps5,1,3,1
2,LargeCaps5,1,4,1
2,LargeCaps5,1,5,1
2,LargeCaps5,1,6,1
2,LargeCaps5,1,7,1
2,LargeCaps5,1,8,1
2,LargeCaps5,1,9,1
2,LargeCaps5,1,10,1
2,LargeCaps5,1,11,1
2,LargeCaps5,1,12,1
2,LargeCaps5,1,13,1
2,LargeCaps5,1,14,1
2,LargeCaps5,1,15,1
2,LargeCaps5,1,16,1
2,LargeCaps5,1,17,1
2,LargeCaps5,1,18,1
2,LargeCaps5,1,19,1
2,LargeCaps5,1,20,1
2,LargeCaps5,1,21,1
2,LargeCaps5,1,22,1
2,LargeCaps5,1,23,1
2,LargeCaps5,1,24,1
2,LargeCaps5,1,25,1
2,LargeCaps5,1,26,1
2,LargeCaps5,1,27,1
2,LargeCaps5,1,28,1
2,LargeCaps5,1,29,1
2,LargeCaps5,1,30,1
2,LargeCaps5,1,31,1
2,LargeCaps5,1,32,1
2,LargeCaps5,1,33,1
2,LargeCaps5,1,34,1
