ad_period,universe,window,step,equity
40,Base5,0,69,1.8427286954736497
40,Base5,0,70,1.8427286954736497
40,Base5,0,71,1.8427286954736497
40,Base5,0,72,1.8427286954736497
40,Base5,0,73,1.8427286954736497
40,Base5,0,74,1.8427286954736497
40,Base5,0,75,1.8427286954736497
40,Base5,0,76,1.8427286954736497
40,Base5,0,77,1.8427286954736497
40,Base5,0,78,1.8427286954736497
40,Base5,0,79,1.8427286954736497
40,Base5,0,80,1.8427286954736497
40,Base5,0,81,1.8427286954736497
40,Base5,0,82,1.8427286954736497
40,Base5,0,83,1.8427286954736497
40,Base5,0,84,1.8427286954736497
40,Base5,0,85,1.8427286954736497
40,Base5,0,86,1.8427286954736497
40,Base5,0,87,1.8427286954736497
40,Base5,0,88,1.8427286954736497
40,Base5,0,89,1.8427286954736497
40,Base5,0,90,1.8427286954736497
40,Base5,0,91,1.8427286954736497
40,Base5,0,92,1.8427286954736497
40,Base5,0,93,1.8427286954736497
40,Base5,0,94,1.8427286954736497
40,Base5,0,95,1.8427286954736497
40,Base5,0,96,1.8427286954736497
40,Base5,0,97,1.8427286954736497
40,Base5,0,98,1.8427286954736497
40,Base5,0,99,1.8427286954736497
40,Base5,0,100,1.8427286954736497
40,Base5,0,101,1.8427286954736497
40,Base5,0,102,1.8427286954736497
40,Base5,0,103,1.8427286954736497
40,Base5,0,104,1.8427286954736497
40,Base5,0,105,1.8427286954736497
40,Base5,0,106,1.8427286954736497
40,Base5,0,107,1.8427286954736497
40,Base5,0,108,1.8427286954736497
40,Base5,0,109,1.8427286954736497
40,Base5,0,110,1.8427286954736497
40,Base5,0,111,1.8427286954736497
40,Base5,0,112,1.8427286954736497
40,Base5,0,113,1.8427286954736497
40,Base5,0,114,1.8427286954736497
40,Base5,0,115,1.8427286954736497
40,Base5,0,116,1.8427286954736497
40,Base5,0,117,1.8427286954736497
40,Base5,0,118,1.8427286954736497
40,Base5,0,119,1.8427286954736497
40,Base5,0,120,1.784145394626688
40,Base5,1,0,1
40,Base5,1,1,1
40,Base5,1,2,1
40,Base5,1,3,1
40,Base5,1,4,1.0064052110191344
40,Base5,1,5,1.0064052110191344
40,Base5,1,6,1.0064052110191344
40,Base5,1,7,1.0064052110191344
40,Base5,1,8,1.0064052110191344
40,Base5,1,9,1.0064052110191344
40,Base5,1,10,1.0064052110191344
40,Base5,1,11,1.0064052110191344
40,Base5,1,12,1.0064052110191344
40,Base5,1,13,1.0064052110191344
40,Base5,1,14,1.0064052110191344
40,Base5,1,15,1.0064052110191344
40,Base5,1,16,1.0064052110191344
40,Base5,1,17,1.0064052110191344
40,Base5,1,18,1.0064052110191344
40,Base5,1,19,1.0064052110191344
40,Base5,1,20,1.0064052110191344
40,Base5,1,21,1.0064052110191344
40,Base5,1,22,1.0064052110191344
40,Base5,1,23,1.0064052110191344
40,Base5,1,24,1.0064052110191344
40,Base5,1,25,1.0064052110191344
40,Base5,1,26,1.0125972258854263
40,Base5,1,27,1.0125972258854263
40,Base5,1,28,1.0125972258854263
40,Base5,1,29,1.0125972258854263
40,Base5,1,30,1.0125972258854263
40,Base5,1,31,1.0125972258854263
40,Base5,1,32,1.0125972258854263
40,Base5,1,33,1.0125972258854263
40,Base5,1,34,1.0125972258854263
40,Base5,1,35,1.876585112422597
40,Base5,1,36,1.876585112422597
40,Base5,1,37,1.876585112422597
40,Base5,1,38,1.876585112422597
40,Base5,1,39,1.5776289882209897
40,Base5,1,40,1.5776289882209897
40,Base5,1,41,1.5776289882209897
40,Base5,1,42,1.5776289882209897
40,Base5,1,43,1.5776289882209897
40,Base5,1,44,1.5776289882209897
40,Base5,1,45,1.5776289882209897
40,Base5,1,46,1.5776289882209897
40,Base5,1,47,1.5776289882209897
40,Base5,1,48,1.5776289882209897
40,Base5,1,49,1.5776289882209897
40,Base5,1,50,1.5776289882209897
40,Base5,1,51,1.5776289882209897
40,Base5,1,52,1.9842046759647105
40,Base5,1,53,1.9842046759647105
40,Base5,1,54,1.9842046759647105
40,Base5,1,55,1.9842046759647105
40,Base5,1,56,1.9842046759647105
40,Base5,1,57,1.6914893005280145
40,Base5,1,58,1.149353009339722
40,Base5,1,59,1.149353009339722
40,Base5,1,60,1.149353009339722
40,Base5,1,61,1.149353009339722
40,Base5,1,62,1.149353009339722
40,Base5,1,63,1.149353009339722
40,Base5,1,64,1.149353009339722
40,Base5,1,65,1.149353009339722
40,Base5,1,66,1.149353009339722
40,Base5,1,67,1.149353009339722
40,Base5,1,68,1.149353009339722
40,Base5,1,69,1.149353009339722
40,Base5,1,70,1.149353009339722
40,Base5,1,71,1.149353009339722
40,Base5,1,72,1.149353009339722
40,Base5,1,73,1.149353009339722
40,Base5,1,74,1.149353009339722
40,Base5,1,75,1.149353009339722
40,Base5,1,76,1.149353009339722
40,Base5,1,77,1.149353009339722
40,Base5,1,78,2.2163069252268333
40,Base5,1,79,4.441408106707888
40,Base5,1,80,4.441408106707888
40,Base5,1,81,4.441408106707888
40,Base5,1,82,3.446660555497515
40,Base5,1,83,3.446660555497515
40,Base5,1,84,3.446660555497515
40,Base5,1,85,3.446660555497515
40,Base5,1,86,3.446660555497515
40,Base5,1,87,3.446660555497515
40,Base5,1,88,3.446660555497515
40,Base5,1,89,3.446660555497515
40,Base5,1,90,3.446660555497515
40,Base5,1,91,3.446660555497515
40,Base5,1,92,3.446660555497515
40,Base5,1,93,3.446660555497515
40,Base5,1,94,3.446660555497515
40,Base5,1,95,3.5194322386501518
40,Base5,1,96,3.5194322386501518
40,Base5,1,97,3.5194322386501518
40,Base5,1,98,3.5194322386501518
40,Base5,1,99,3.5194322386501518
40,Base5,1,100,3.5194322386501518
40,Base5,1,101,3.5194322386501518
40,Base5,1,102,3.5194322386501518
40,Base5,1,103,3.5194322386501518
40,Base5,1,104,3.5194322386501518
40,Base5,1,105,3.5194322386501518
40,Base5,1,106,3.5194322386501518
40,Base5,1,107,3.5194322386501518
40,Base5,1,108,3.5194322386501518
40,Base5,1,109,3.5194322386501518
40,Base5,1,110,3.5194322386501518
40,Base5,1,111,3.5194322386501518
40,Base5,1,112,3.5194322386501518
40,Base5,1,113,3.5194322386501518
40,Base5,1,114,3.5194322386501518
40,Base5,1,115,3.5194322386501518
40,Base5,1,116,3.5194322386501518
40,Base5,1,117,3.5194322386501518
40,Base5,1,118,3.5194322386501518
40,Base5,1,119,3.5194322386501518
40,Base5,1,120,3.5194322386501518
40,Base5,1,121,3.5194322386501518
40,Base5,1,122,3.5194322386501518
40,Base5,1,123,3.5194322386501518
40,Base5,1,124,3.5194322386501518
40,Base5,1,125,3.5194322386501518
40,Base5,1,126,3.5194322386501518
40,Base5,1,127,3.5194322386501518
40,Base5,1,128,3.5194322386501518
40,Base5,1,129,3.5194322386501518
40,Base5,1,130,3.5194322386501518
40,Base5,1,131,3.5194322386501518
40,Base5,1,132,3.5194322386501518
40,Base5,1,133,3.5194322386501518
40,Base5,1,134,3.5194322386501518
40,Base5,1,135,3.5194322386501518
40,Base5,1,136,3.5194322386501518
40,Base5,1,137,3.5194322386501518
40,Base5,1,138,3.5194322386501518
40,Base5,1,139,3.5194322386501518
40,Base5,1,140,3.5194322386501518
40,Base5,1,141,3.5194322386501518
40,Base5,1,142,3.5194322386501518
40,Base5,1,143,3.5194322386501518
40,Base5,1,144,3.5194322386501518
40,Base5,1,145,3.5194322386501518
40,Base5,1,146,3.5194322386501518
40,Base5,1,147,3.5194322386501518
40,Base5,1,148,3.5194322386501518
40,Base5,1,149,3.5194322386501518
40,Base5,1,150,3.5194322386501518
40,Base5,1,151,3.5194322386501518
40,Base5,1,152,7.655294863927587
40,Base5,2,0,1
40,Base5,2,1,1
40,Base5,2,2,1
40,Base5,2,3,1
40,Base5,2,4,1
40,Base5,2,5,1
40,Base5,2,6,1
40,Base5,2,7,2.3343761501656233
40,Base5,2,8,2.3343761501656233
40,Base5,2,9,1.9791832793988713
40,Base5,2,10,1.9791832793988713
40,Base5,2,11,1.9791832793988713
40,Base5,2,12,1.9791832793988713
40,Base5,2,13,1.9791832793988713
40,Base5,2,14,1.9791832793988713
40,Base5,2,15,1.9791832793988713
40,Base5,2,16,1.9791832793988713
40,Base5,2,17,1.9791832793988713
40,Base5,2,18,1.9791832793988713
40,Base5,2,19,1.9791832793988713
40,Base5,2,20,1.9791832793988713
40,Base5,2,21,1.9791832793988713
40,Base5,2,22,1.9791832793988713
40,Base5,2,23,1.9791832793988713
40,Base5,2,24,1.9791832793988713
40,Base5,2,25,1.9791832793988713
40,Base5,2,26,1.9791832793988713
40,Base5,2,27,1.9791832793988713
40,Base5,2,28,1.9791832793988713
40,Base5,2,29,1.9791832793988713
40,Base5,2,30,1.9791832793988713
40,Base5,2,31,1.9791832793988713
40,Base5,2,32,1.9791832793988713
40,Base5,2,33,1.9791832793988713
40,Base5,2,34,1.9791832793988713
40,Base5,2,35,1.9791832793988713
40,Base5,2,36,5.463399212055275
40,Base5,2,37,5.463399212055275
40,Base5,2,38,5.463399212055275
40,Base5,2,39,5.463399212055275
40,Base5,2,40,5.463399212055275
40,Base5,2,41,5.463399212055275
40,Base5,2,42,5.463399212055275
40,Base5,2,43,5.463399212055275
40,Base5,2,44,5.463399212055275
40,Base5,2,45,5.463399212055275
40,Base5,2,46,5.463399212055275
40,Base5,2,47,5.463399212055275
40,Base5,2,48,5.463399212055275
40,Base5,2,49,5.463399212055275
40,Base5,2,50,5.463399212055275
40,Base5,2,51,5.463399212055275
40,Base5,2,52,5.463399212055275
40,Base5,2,53,5.463399212055275
40,Base5,2,54,5.463399212055275
40,Base5,2,55,5.463399212055275
40,Base5,2,56,5.463399212055275
40,Base5,2,57,5.463399212055275
40,Base5,2,58,5.463399212055275
40,Base5,2,59,5.463399212055275
40,Base5,2,60,5.463399212055275
40,Base5,2,61,5.463399212055275
40,Base5,2,62,5.463399212055275
40,Base5,2,63,5.463399212055275
40,Base5,2,64,5.463399212055275
40,Base5,2,65,5.463399212055275
40,Base5,2,66,5.463399212055275
40,Base5,2,67,5.463399212055275
40,Base5,2,68,5.463399212055275
40,Base5,2,69,5.463399212055275
40,Base5,2,70,5.463399212055275
40,Base5,2,71,5.463399212055275
40,Base5,2,72,5.463399212055275
40,Base5,2,73,5.463399212055275
40,Base5,2,74,5.463399212055275
40,Base5,2,75,5.463399212055275
40,Base5,2,76,5.463399212055275
40,Base5,2,77,5.463399212055275
40,Base5,2,78,5.463399212055275
40,Base5,2,79,5.463399212055275
40,Base5,2,80,5.463399212055275
40,Base5,2,81,5.463399212055275
40,Base5,2,82,5.463399212055275
40,Base5,2,83,5.463399212055275
40,Base5,2,84,5.463399212055275
40,Base5,2,85,5.463399212055275
40,Base5,2,86,5.463399212055275
40,Base5,2,87,34.06108770690431
40,Base5,3,0,1
40,Base5,3,1,1
40,Base5,3,2,1
40,Base5,3,3,1
40,Base5,3,4,1
40,Base5,3,5,1
40,Base5,3,6,1
40,Base5,3,7,1
40,Base5,3,8,1
40,Base5,3,9,1
40,Base5,3,10,1
40,Base5,3,11,1
40,Base5,3,12,1
40,Base5,3,13,1
40,Base5,3,14,2.7213768470496134
40,Base5,3,15,2.7213768470496134
40,Base5,3,16,2.7213768470496134
40,Base5,3,17,2.7213768470496134
40,Base5,3,18,2.7213768470496134
40,Base5,3,19,2.7213768470496134
40,Base5,3,20,2.7213768470496134
40,Base5,3,21,2.7213768470496134
40,Base5,3,22,2.7213768470496134
40,Base5,3,23,2.7213768470496134
40,Base5,3,24,2.7213768470496134
40,Base5,3,25,2.7213768470496134
40,Base5,3,26,2.7213768470496134
40,Base5,3,27,2.26089695934986
40,Base5,3,28,2.26089695934986
40,Base5,3,29,2.26089695934986
40,Base5,3,30,2.26089695934986
40,Base5,3,31,2.26089695934986
40,Base5,3,32,2.26089695934986
40,Base5,3,33,2.26089695934986
40,Base5,3,34,2.26089695934986
40,Base5,3,35,2.26089695934986
40,Base5,3,36,2.26089695934986
40,Base5,3,37,2.26089695934986
40,Base5,3,38,2.26089695934986
40,Base5,3,39,2.26089695934986
40,Base5,3,40,2.26089695934986
40,Base5,3,41,2.26089695934986
40,Base5,3,42,2.26089695934986
40,Base5,3,43,2.26089695934986
40,Base5,3,44,2.26089695934986
40,Base5,3,45,2.26089695934986
40,Base5,3,46,2.26089695934986
40,Base5,3,47,2.26089695934986
40,Base5,3,48,2.26089695934986
40,Base5,3,49,2.26089695934986
40,Base5,3,50,2.26089695934986
40,Base5,3,51,2.26089695934986
40,Base5,3,52,2.26089695934986
40,Base5,3,53,2.26089695934986
40,Base5,3,54,2.26089695934986
40,Base5,3,55,2.26089695934986
40,Base5,3,56,2.26089695934986
40,Base5,3,57,2.26089695934986
40,Base5,3,58,2.26089695934986
40,Base5,3,59,2.26089695934986
40,Base5,3,60,2.26089695934986
40,Base5,3,61,2.26089695934986
40,Base5,3,62,2.26089695934986
40,Base5,3,63,2.26089695934986
40,Base5,3,64,2.26089695934986
40,Base5,3,65,2.26089695934986
40,Base5,3,66,2.26089695934986
40,Base5,3,67,2.26089695934986
40,Base5,3,68,2.26089695934986
40,Base5,3,69,2.26089695934986
40,Base5,3,70,2.26089695934986
40,Base5,3,71,2.26089695934986
40,Base5,3,72,2.26089695934986
40,Base5,3,73,2.26089695934986
40,Base5,3,74,2.26089695934986
40,Base5,3,75,2.26089695934986
40,Base5,3,76,2.26089695934986
40,Base5,3,77,2.26089695934986
40,Base5,3,78,2.26089695934986
40,Base5,3,79,2.26089695934986
40,Base5,3,80,2.26089695934986
40,Base5,3,81,2.26089695934986
40,Base5,3,82,2.26089695934986
40,Base5,3,83,2.26089695934986
40,Base5,3,84,2.26089695934986
40,Base5,3,85,2.26089695934986
40,Base5,3,86,2.26089695934986
40,Base5,3,87,2.26089695934986
40,Base5,3,88,2.26089695934986
40,Base5,3,89,2.26089695934986
40,Base5,3,90,2.26089695934986
40,Base5,3,91,2.26089695934986
40,Base5,3,92,2.26089695934986
40,Base5,3,93,2.26089695934986
40,Base5,3,94,2.26089695934986
40,Base5,3,95,2.26089695934986
40,Base5,3,96,2.26089695934986
40,Base5,3,97,2.26089695934986
40,Base5,3,98,2.26089695934986
40,Base5,3,99,2.26089695934986
40,Base5,3,100,2.26089695934986
40,Base5,3,101,2.26089695934986
40,Base5,3,102,2.26089695934986
40,Base5,3,103,2.26089695934986
40,Base5,3,104,2.26089695934986
40,Base5,3,105,2.26089695934986
40,Base5,3,106,2.26089695934986
40,Base5,3,107,3.3874883062293932
40,Base5,3,108,3.3874883062293932
40,Base5,3,109,3.3874883062293932
40,Base5,3,110,3.3874883062293932
40,Base5,3,111,3.3874883062293932
40,Base5,3,112,3.3874883062293932
40,Base5,3,113,3.3874883062293932
40,Base5,3,114,3.3874883062293932
40,Base5,3,115,3.3874883062293932
40,Base5,3,116,3.3874883062293932
40,Base5,3,117,4.917855921861105
40,Base5,3,118,4.917855921861105
40,Base5,3,119,4.948481069096406
40,Base5,3,120,4.948481069096406
40,Base5,3,121,4.045585514922544
40,Base5,3,122,4.045585514922544
40,Base5,3,123,4.045585514922544
40,Base5,3,124,3.2724474820300142
40,Base5,3,125,3.2724474820300142
40,Base5,3,126,3.2724474820300142
40,Base5,3,127,3.2724474820300142
40,Base5,3,128,3.2724474820300142
40,Base5,3,129,3.2724474820300142
40,Base5,3,130,3.2724474820300142
40,Base5,3,131,3.2724474820300142
40,Base5,3,132,3.2724474820300142
40,Base5,3,133,3.2724474820300142
40,Base5,3,134,3.2724474820300142
40,Base5,3,135,3.2724474820300142
40,Base5,3,136,2.9345991466739334
40,Base5,4,0,1
40,Base5,4,1,1
40,Base5,4,2,1
40,Base5,4,3,1
40,Base5,4,4,1
40,Base5,4,5,1
40,Base5,4,6,1
40,Base5,4,7,1
40,Base5,4,8,1
40,Base5,4,9,1
40,Base5,4,10,1
40,Base5,4,11,1
40,Base5,4,12,1
40,Base5,4,13,1
40,Base5,4,14,1
40,Base5,4,15,1
40,Base5,4,16,1
40,Base5,4,17,1
40,Base5,4,18,1
40,Base5,4,19,1
40,Base5,4,20,0.859928931493265
40,Base5,4,21,0.859928931493265
40,Base5,4,22,0.859928931493265
40,Base5,4,23,0.7883006716737331
40,Base5,4,24,0.7883006716737331
40,Base5,4,25,0.7883006716737331
40,Base5,4,26,0.7883006716737331
40,Base5,4,27,0.7883006716737331
40,Base5,4,28,0.7883006716737331
40,Base5,4,29,0.7883006716737331
40,Base5,4,30,0.7883006716737331
40,Base5,4,31,0.7883006716737331
40,Base5,4,32,0.7883006716737331
40,Base5,4,33,0.7883006716737331
40,Base5,4,34,0.7883006716737331
40,Base5,4,35,0.7883006716737331
40,Base5,4,36,0.5909281365368332
40,Base5,4,37,0.5909281365368332
40,Base5,4,38,0.5909281365368332
40,Base5,4,39,0.5909281365368332
40,Base5,4,40,0.5909281365368332
40,Base5,4,41,0.5909281365368332
40,Base5,4,42,0.5909281365368332
40,Base5,4,43,0.5909281365368332
40,Base5,4,44,0.5909281365368332
40,Base5,4,45,0.5909281365368332
40,Base5,4,46,0.5909281365368332
40,Base5,4,47,0.5909281365368332
40,Base5,4,48,0.6524194951087244
40,Base5,4,49,0.6524194951087244
40,Base5,4,50,0.6524194951087244
40,Base5,4,51,0.6524194951087244
40,Base5,4,52,0.5507192707088078
40,Base5,4,53,0.5507192707088078
40,Base5,4,54,0.5507192707088078
40,Base5,4,55,0.5507192707088078
40,Base5,4,56,0.5507192707088078
40,Base5,4,57,0.5507192707088078
40,Base5,4,58,0.5507192707088078
40,Base5,4,59,0.5507192707088078
40,Base5,4,60,0.5507192707088078
40,Base5,4,61,0.5507192707088078
40,Base5,4,62,0.5507192707088078
40,Base5,4,63,0.5507192707088078
40,Base5,4,64,0.5507192707088078
40,Base5,4,65,0.5507192707088078
40,Base5,4,66,0.5507192707088078
40,Base5,4,67,0.5507192707088078
40,Base5,4,68,0.5507192707088078
40,Base5,4,69,0.5507192707088078
40,Base5,4,70,0.5507192707088078
40,Base5,4,71,0.5507192707088078
40,Base5,4,72,0.5507192707088078
40,Base5,4,73,0.5507192707088078
40,Base5,4,74,0.5507192707088078
40,Base5,4,75,0.5507192707088078
40,Base5,4,76,0.5507192707088078
40,Base5,4,77,0.5507192707088078
40,Base5,4,78,0.5507192707088078
40,Base5,4,79,0.5507192707088078
40,Base5,4,80,0.5507192707088078
40,Base5,4,81,0.5507192707088078
40,Base5,4,82,0.496344290183953
40,Base5,4,83,0.496344290183953
40,Base5,4,84,0.496344290183953
40,Base5,4,85,0.496344290183953
40,Base5,4,86,0.496344290183953
40,Base5,4,87,0.496344290183953
40,Base5,4,88,0.496344290183953
40,Base5,4,89,0.496344290183953
40,Base5,4,90,0.496344290183953
40,Base5,4,91,0.496344290183953
40,Base5,4,92,0.496344290183953
40,Base5,4,93,0.496344290183953
40,Base5,4,94,0.496344290183953
40,Base5,4,95,0.496344290183953
40,Base5,4,96,0.496344290183953
40,Base5,4,97,0.496344290183953
40,Base5,4,98,0.496344290183953
40,Base5,4,99,0.496344290183953
40,Base5,4,100,0.496344290183953
40,Base5,4,101,0.496344290183953
40,Base5,4,102,0.496344290183953
40,Base5,4,103,0.496344290183953
40,Base5,4,104,0.48663619868130364
40,Base5,4,105,0.48663619868130364
40,Base5,4,106,0.7640312583106778
40,Base5,5,0,1
40,Base5,5,1,1
40,Base5,5,2,1
40,Base5,5,3,1
40,Base5,5,4,1
40,Base5,5,5,1
40,Base5,5,6,1
40,Base5,5,7,1
40,Base5,5,8,1
40,Base5,5,9,1
40,Base5,5,10,1
40,Base5,5,11,1
40,Base5,5,12,1
40,Base5,5,13,1
40,Base5,5,14,1
40,Base5,5,15,1
40,Base5,5,16,1
40,Base5,5,17,1
40,Base5,5,18,1
40,Base5,5,19,1
40,Base5,5,20,1
40,Base5,5,21,1
40,Base5,5,22,1
40,Base5,5,23,1
40,Base5,5,24,1
40,Base5,5,25,1
40,Base5,5,26,1
40,Base5,5,27,1
40,Base5,5,28,1
40,Base5,5,29,1
40,Base5,5,30,1
40,Base5,5,31,1
40,Base5,5,32,1
40,Base5,5,33,1
40,Base5,5,34,1
40,Base5,5,35,0.8943567798876704
40,Base5,5,36,0.8943567798876704
40,Base5,5,37,0.8943567798876704
40,Base5,5,38,0.898867033598169
40,Base5,5,39,0.898867033598169
40,Base5,5,40,0.898867033598169
40,Base5,5,41,0.898867033598169
40,Base5,5,42,0.898867033598169
40,Base5,5,43,0.898867033598169
40,Base5,5,44,0.898867033598169
40,Base5,5,45,0.898867033598169
40,Base5,5,46,0.898867033598169
40,Base5,5,47,0.898867033598169
40,Base5,5,48,0.8446078084457852
40,Base5,5,49,0.8446078084457852
40,Base5,5,50,0.8446078084457852
40,Base5,5,51,0.8446078084457852
40,Base5,5,52,0.8446078084457852
40,Base5,5,53,0.8446078084457852
40,Base5,5,54,0.8446078084457852
40,Base5,5,55,0.8446078084457852
40,Base5,5,56,0.8446078084457852
40,Base5,5,57,0.8446078084457852
40,Base5,5,58,0.8446078084457852
40,Base5,5,59,0.8446078084457852
40,Base5,5,60,0.8446078084457852
40,Base5,5,61,0.7538777358580632
40,Base5,5,62,0.7538777358580632
40,Base5,5,63,0.7538777358580632
40,Base5,5,64,0.7538777358580632
40,Base5,5,65,0.7538777358580632
40,Base5,5,66,0.7538777358580632
40,Base5,5,67,0.7538777358580632
40,Base5,5,68,0.7538777358580632
40,Base5,5,69,0.7538777358580632
40,Base5,5,70,0.7538777358580632
40,Base5,5,71,0.7538777358580632
40,Base5,5,72,0.7538777358580632
40,Base5,5,73,0.7538777358580632
40,Base5,5,74,0.7538777358580632
40,Base5,5,75,0.7538777358580632
40,Base5,5,76,0.7538777358580632
40,Base5,5,77,0.7538777358580632
40,Base5,5,78,0.7538777358580632
40,Base5,5,79,0.7538777358580632
40,Base5,5,80,0.7538777358580632
40,Base5,5,81,0.7538777358580632
40,Base5,5,82,0.7538777358580632
40,Base5,5,83,0.7538777358580632
40,Base5,5,84,0.7538777358580632
40,Base5,5,85,0.7538777358580632
40,Base5,5,86,0.7538777358580632
40,Base5,5,87,0.7538777358580632
40,Base5,5,88,0.7538777358580632
40,Base5,5,89,0.7538777358580632
40,Base5,5,90,0.7538777358580632
40,Base5,5,91,0.7538777358580632
40,Base5,5,92,0.7538777358580632
40,Base5,5,93,0.7538777358580632
40,Base5,5,94,0.7538777358580632
40,Base5,5,95,0.7538777358580632
40,Base5,5,96,0.7538777358580632
40,Base5,5,97,0.7538777358580632
40,Base5,5,98,0.7538777358580632
40,Base5,5,99,0.7538777358580632
40,Base5,5,100,0.7538777358580632
40,Base5,5,101,0.7538777358580632
40,Base5,5,102,0.7538777358580632
40,Base5,5,103,0.7538777358580632
40,Base5,5,104,0.7538777358580632
40,Base5,5,105,0.7538777358580632
40,Base5,5,106,0.7538777358580632
40,Base5,5,107,0.7538777358580632
40,Base5,5,108,0.7538777358580632
40,Base5,5,109,0.7538777358580632
40,Base5,5,110,0.7538777358580632
40,Base5,5,111,0.7538777358580632
40,Base5,5,112,0.7538777358580632
40,Base5,5,113,0.7538777358580632
40,Base5,5,114,0.7538777358580632
40,Base5,5,115,0.7538777358580632
40,Base5,5,116,0.9063838488508706
40,Base5,5,117,0.995500102110932
40,Base5,5,118,0.995500102110932
40,Base5,5,119,0.995500102110932
40,Base5,5,120,0.995500102110932
40,Base5,5,121,0.995500102110932
40,Base5,5,122,0.995500102110932
40,Base5,5,123,0.7796078546915995
40,Base5,5,124,0.7796078546915995
40,Base5,5,125,0.7796078546915995
40,Base5,5,126,0.7796078546915995
40,Base5,5,127,0.7796078546915995
40,Base5,5,128,0.7796078546915995
40,Base5,5,129,0.7796078546915995
40,Base5,5,130,0.7796078546915995
40,Base5,5,131,0.7796078546915995
40,Base5,5,132,0.7796078546915995
40,Base5,5,133,0.6474209167403251
40,Base5,5,134,0.6474209167403251
40,Base5,5,135,0.6474209167403251
40,Base5,5,136,0.6474209167403251
40,Base5,5,137,0.6474209167403251
40,Base5,5,138,0.6474209167403251
40,Base5,5,139,0.6474209167403251
40,Base5,6,0,1
40,Base5,6,1,1
40,Base5,6,2,1
40,Base5,6,3,1
40,Base5,6,4,1
40,Base5,6,5,1
40,Base5,6,6,1
40,Base5,6,7,1
40,Base5,6,8,1
40,Base5,6,9,1
40,Base5,6,10,1
40,Base5,6,11,1
40,Base5,6,12,1
40,Base5,6,13,1
40,Base5,6,14,1
40,Base5,6,15,1
40,Base5,6,16,1
40,Base5,6,17,1
40,Base5,6,18,0.8330416943220902
40,Base5,6,19,0.8330416943220902
40,Base5,6,20,0.8330416943220902
40,Base5,6,21,0.8330416943220902
40,Base5,6,22,0.8330416943220902
40,Base5,6,23,0.8330416943220902
40,Base5,6,24,0.8330416943220902
40,Base5,6,25,0.8330416943220902
40,Base5,6,26,0.8330416943220902
40,Base5,6,27,0.8330416943220902
40,Base5,6,28,0.8330416943220902
40,Base5,6,29,0.8330416943220902
40,Base5,6,30,0.8330416943220902
40,Base5,6,31,0.8330416943220902
40,Base5,6,32,0.8330416943220902
40,Base5,6,33,0.8330416943220902
40,Base5,6,34,0.8330416943220902
40,Base5,6,35,0.8330416943220902
40,Base5,6,36,0.8330416943220902
40,Base5,6,37,0.7493651938573684
40,Base5,6,38,0.7493651938573684
