hedge_atr_period,universe,window,final_equity,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
6,LowVolume5,4,0.78232877,-21.7671,-1.842015,29.0121,50,40.0000,false
6,LowVolume5,5,1.15825283,15.8253,1.678399,10.6435,48,39.5833,true
6,LowVolume5,6,0.89362268,-10.6377,-1.681120,12.4572,47,36.1702,false
6,OldGuard4,0,1.26819773,26.8198,1.828570,9.7742,38,50.0000,true
6,OldGuard4,1,1.35538373,35.5384,3.098451,5.1868,59,57.6271,true
6,OldGuard4,2,1.29500598,29.5006,2.158184,7.5704,46,50.0000,true
6,OldGuard4,3,1.32205290,32.2053,1.397159,10.8508,40,47.5000,true
6,OldGuard4,4,0.79885258,-20.1147,-1.728635,29.5237,52,36.5385,false
6,OldGuard4,5,1.05101784,5.1018,0.742054,10.5729,43,32.5581,true
6,OldGuard4,6,0.95133944,-4.8661,-0.723139,11.9510,57,40.3509,false
7,Base5,0,1.65773644,65.7736,2.452111,8.5612,56,50.0000,true
7,Base5,1,1.37808651,37.8087,2.665121,9.2651,78,50.0000,true
7,Base5,2,1.79643712,79.6437,4.003645,5.9783,70,62.8571,true
7,Base5,3,1.15125472,15.1255,1.159232,12.7548,38,52.6316,true
7,Base5,4,0.91264055,-8.7359,-0.319148,22.6008,66,48.4848,false
7,Base5,5,1.14291434,14.2914,1.519801,7.3031,56,50.0000,true
7,NoDOGE,0,1.39238608,39.2386,2.331512,6.9770,45,51.1111,true
7,NoDOGE,1,1.37675512,37.6755,2.718786,7.5252,72,51.3889,true
7,NoDOGE,2,1.57723067,57.7231,3.340032,6.3174,63,60.3175,true
7,NoDOGE,3,1.10277497,10.2775,0.852145,13.3924,33,51.5152,true
7,NoDOGE,4,0.85689761,-14.3102,-0.723614,24.7401,55,47.2727,false
7,NoDOGE,5,1.08930527,8.9305,1.131583,5.8094,43,48.8372,true
7,Legacy4,0,1.50975032,50.9750,2.763916,6.8028,42,52.3810,true
7,Legacy4,1,1.43529858,43.5299,3.386690,5.7687,66,60.6061,true
7,Legacy4,2,1.42303681,42.3037,2.599393,7.1451,46,54.3478,true
7,Legacy4,3,1.16857611,16.8576,1.348170,8.1814,31,54.8387,true
7,Legacy4,4,0.80983319,-19.0167,-1.238804,32.8267,56,41.0714,false
7,Legacy4,5,1.02566115,2.5661,0.417653,9.0365,39,35.8974,true
7,Legacy4,6,1.05180812,5.1808,0.734631,8.3397,58,48.2759,true
7,Legacy5BNB,0,1.59455815,59.4558,2.931686,6.8028,49,55.1020,true
7,Legacy5BNB,1,1.35885395,35.8854,2.804118,6.0999,76,53.9474,true
7,Legacy5BNB,2,1.65638756,65.6388,3.195708,7.1014,58,56.8966,true
7,Legacy5BNB,3,1.12257608,12.2576,0.869814,13.3995,38,52.6316,true
7,Legacy5BNB,4,0.85103211,-14.8968,-0.890130,31.6168,59,45.7627,false
7,Legacy5BNB,5,1.02758086,2.7581,0.420489,9.7907,44,36.3636,true
7,Legacy5BNB,6,1.08023892,8.0239,1.047410,7.9968,71,49.2958,true
7,OldGuardNoBNB,0,1.50131545,50.1315,2.629719,7.8431,45,53.3333,true
7,OldGuardNoBNB,1,1.38381167,38.3812,3.054953,6.5628,68,57.3529,true
7,OldGuardNoBNB,2,1.40655699,40.6557,2.517232,7.5704,55,50.9091,true
7,OldGuardNoBNB,3,1.43020517,43.0205,1.715734,10.0509,45,48.8889,true
7,OldGuardNoBNB,4,0.77516621,-22.4834,-1.446652,35.0137,62,40.3226,false
7,OldGuardNoBNB,5,1.05832055,5.8321,0.794380,9.5980,47,36.1702,true
7,OldGuardNoBNB,6,1.01313206,1.3132,0.225513,11.5248,66,45.4545,true
7,LargeCaps5,0,1.46223010,46.2230,2.589300,6.1297,54,51.8519,true
7,LargeCaps5,1,1.27307817,27.3078,1.975699,8.3364,83,48.1928,true
7,LargeCaps5,2,1.84450309,84.4503,4.062215,6.3174,74,60.8108,true
7,LargeCaps5,3,1.05936515,5.9365,0.529692,12.6658,40,50.0000,true
7,LargeCaps5,4,0.92813536,-7.1865,-0.292173,21.1748,60,50.0000,false
7,LargeCaps5,5,1.08314503,8.3145,1.041416,6.2164,48,47.9167,true
7,Legacy3,0,1.36102399,36.1024,2.556335,6.2433,34,50.0000,true
7,Legacy3,1,1.38680935,38.6809,3.677339,4.7516,56,60.7143,true
7,Legacy3,2,1.26853849,26.8538,1.994202,6.2461,36,52.7778,true
7,Legacy3,3,1.10510103,10.5101,0.971715,8.1814,26,53.8462,true
7,Legacy3,4,0.81813254,-18.1867,-1.701427,26.8450,45,37.7778,false
7,Legacy3,5,1.03068801,3.0688,0.527551,9.3180,34,32.3529,true
7,Legacy3,6,1.03481086,3.4811,0.604477,6.4951,48,47.9167,true
7,LowVolume5,0,1.47970236,47.9702,2.630808,9.0450,46,54.3478,true
7,LowVolume5,1,1.29256552,29.2566,2.352079,10.7633,65,52.3077,true
7,LowVolume5,2,1.24545073,24.5451,1.746353,8.2259,48,47.9167,true
7,LowVolume5,3,1.09795112,9.7951,0.564192,22.4642,45,42.2222,true
7,LowVolume5,4,0.76051273,-23.9487,-2.098365,30.9917,50,40.0000,false
7,LowVolume5,5,1.15967790,15.9678,1.692161,10.6435,48,39.5833,true
7,LowVolume5,6,0.89362268,-10.6377,-1.681120,12.4572,47,36.1702,false
7,OldGuard4,0,1.33108961,33.1090,2.218035,8.4533,38,50.0000,true
7,OldGuard4,1,1.33649314,33.6493,3.234462,5.1868,59,57.6271,true
7,OldGuard4,2,1.29500598,29.5006,2.158184,7.5704,46,50.0000,true
7,OldGuard4,3,1.35251884,35.2519,1.502145,8.6762,40,47.5000,true
7,OldGuard4,4,0.77657575,-22.3424,-1.990961,31.4890,52,36.5385,false
7,OldGuard4,5,1.05101784,5.1018,0.742054,10.5729,43,32.5581,true
7,OldGuard4,6,0.95133944,-4.8661,-0.723139,11.9510,57,40.3509,false
8,Base5,0,1.53658169,53.6582,2.207182,9.7658,56,50.0000,true
8,Base5,1,1.45870876,45.8709,3.011294,8.0444,78,50.0000,true
8,Base5,2,1.78608571,78.6086,3.914753,5.5114,70,62.8571,true
8,Base5,3,1.10859621,10.8596,0.855156,12.7548,38,52.6316,true
8,Base5,4,0.95796861,-4.2031,-0.048622,22.6008,66,48.4848,false
8,Base5,5,1.15116983,15.1170,1.532406,7.8883,56,50.0000,true
8,NoDOGE,0,1.29062431,29.0624,2.045736,8.7281,45,51.1111,true
8,NoDOGE,1,1.45729948,45.7299,3.048036,6.2811,72,51.3889,true
8,NoDOGE,2,1.56814237,56.8142,3.251765,6.6239,63,60.3175,true
8,NoDOGE,3,1.06676566,6.6766,0.584235,13.3924,33,51.5152,true
8,NoDOGE,4,0.89942347,-10.0577,-0.444934,24.7401,55,47.2727,false
8,NoDOGE,5,1.09717354,9.7174,1.157195,7.3544,43,48.8372,true
8,Legacy4,0,1.42565043,42.5650,2.604627,6.0443,42,52.3810,true
8,Legacy4,1,1.45775913,45.7759,3.595668,5.7687,66,60.6061,true
8,Legacy4,2,1.43993732,43.9937,2.501895,7.1451,46,54.3478,true
8,Legacy4,3,1.14490636,14.4906,1.171590,8.1814,31,54.8387,true
8,Legacy4,4,0.80971849,-19.0282,-1.223523,32.9728,56,41.0714,false
8,Legacy4,5,1.02566115,2.5661,0.417653,9.0365,39,35.8974,true
8,Legacy4,6,1.05180812,5.1808,0.734631,8.3397,58,48.2759,true
8,Legacy5BNB,0,1.55848172,55.8482,2.807299,6.0443,49,55.1020,true
8,Legacy5BNB,1,1.35885395,35.8854,2.804118,6.0999,76,53.9474,true
8,Legacy5BNB,2,1.67605943,67.6059,3.099044,7.1014,58,56.8966,true
8,Legacy5BNB,3,1.09983806,9.9838,0.732536,13.3995,38,52.6316,true
8,Legacy5BNB,4,0.87314687,-12.6853,-0.724383,29.9825,59,45.7627,false
8,Legacy5BNB,5,1.02758086,2.7581,0.420489,9.7907,44,36.3636,true
8,Legacy5BNB,6,1.08023892,8.0239,1.047410,7.9968,71,49.2958,true
8,OldGuardNoBNB,0,1.41768543,41.7685,2.478003,7.9778,45,53.3333,true
8,OldGuardNoBNB,1,1.40546651,40.5467,3.257194,6.5628,68,57.3529,true
8,OldGuardNoBNB,2,1.41567440,41.5674,2.392397,7.5704,55,50.9091,true
8,OldGuardNoBNB,3,1.40123606,40.1236,1.621774,11.8728,45,48.8889,true
8,OldGuardNoBNB,4,0.77505641,-22.4944,-1.430419,35.1550,62,40.3226,false
8,OldGuardNoBNB,5,1.06022657,6.0227,0.810246,9.5980,47,36.1702,true
8,OldGuardNoBNB,6,1.01313206,1.3132,0.225513,11.5248,66,45.4545,true
8,LargeCaps5,0,1.38532339,38.5323,2.448923,7.0394,54,51.8519,true
8,LargeCaps5,1,1.34755711,34.7557,2.319975,7.5263,83,48.1928,true
8,LargeCaps5,2,1.76156764,76.1568,3.732669,8.1018,74,60.8108,true
8,LargeCaps5,3,1.02477331,2.4773,0.280089,12.6658,40,50.0000,true
8,LargeCaps5,4,0.99747933,-0.2521,0.118814,21.1875,60,50.0000,false
8,LargeCaps5,5,1.09096879,9.0969,1.084914,7.7233,48,47.9167,true
8,Legacy3,0,1.32845539,32.8455,2.427441,5.8205,34,50.0000,true
8,Legacy3,1,1.38680935,38.6809,3.677339,4.7516,56,60.7143,true
8,Legacy3,2,1.26739582,26.7396,1.949154,6.2461,36,52.7778,true
8,Legacy3,3,1.08271698,8.2717,0.781458,8.1814,26,53.8462,true
8,Legacy3,4,0.81801666,-18.1983,-1.664683,27.0041,45,37.7778,false
8,Legacy3,5,1.03068801,3.0688,0.527551,9.3180,34,32.3529,true
8,Legacy3,6,1.03481086,3.4811,0.604477,6.4951,48,47.9167,true
8,LowVolume5,0,1.47970236,47.9702,2.630808,9.0450,46,54.3478,true
8,LowVolume5,1,1.34710411,34.7104,2.541981,10.7633,65,52.3077,true
8,LowVolume5,2,1.21077821,21.0778,1.574038,7.6649,48,47.9167,true
8,LowVolume5,3,1.07562094,7.5621,0.474228,24.0347,45,42.2222,true
8,LowVolume5,4,0.76051273,-23.9487,-2.098365,30.9917,50,40.0000,false
8,LowVolume5,5,1.17015812,17.0158,1.719726,10.6435,48,39.5833,true
8,LowVolume5,6,0.89362268,-10.6377,-1.681120,12.4572,47,36.1702,false
8,OldGuard4,0,1.29923733,29.9237,2.095885,9.5515,38,50.0000,true
8,OldGuard4,1,1.33649314,33.6493,3.234462,5.1868,59,57.6271,true
8,OldGuard4,2,1.28694204,28.6942,2.070298,7.5704,46,50.0000,true
8,OldGuard4,3,1.32512329,32.5123,1.406493,10.5259,40,47.5000,true
8,OldGuard4,4,0.77646576,-22.3534,-1.954116,31.6380,52,36.5385,false
8,OldGuard4,5,1.05291070,5.2911,0.758963,10.5729,43,32.5581,true
8,OldGuard4,6,0.95133944,-4.8661,-0.723139,11.9510,57,40.3509,false
9,Base5,0,1.54883953,54.8840,2.244700,9.7658,56,50.0000,true
9,Base5,1,1.39965176,39.9652,2.831255,8.0444,78,50.0000,true
9,Base5,2,1.78608571,78.6086,3.914753,5.5114,70,62.8571,true
9,Base5,3,1.10853941,10.8539,0.857940,12.7548,38,52.6316,true
9,Base5,4,0.95194236,-4.8058,-0.076901,22.6008,66,48.4848,false
9,Base5,5,1.14291434,14.2914,1.519801,7.3031,56,50.0000,true
9,NoDOGE,0,1.30092007,30.0920,2.104476,8.7281,45,51.1111,true
9,NoDOGE,1,1.39829953,39.8300,2.891145,6.2811,72,51.3889,true
9,NoDOGE,2,1.56814237,56.8142,3.251765,6.6239,63,60.3175,true
9,NoDOGE,3,1.06185842,6.1858,0.550690,13.3924,33,51.5152,true
9,NoDOGE,4,0.89376550,-10.6234,-0.475376,24.8023,55,47.2727,false
9,NoDOGE,5,1.08930527,8.9305,1.131583,5.8094,43,48.8372,true
9,Legacy4,0,1.43098284,43.0983,2.657785,6.0443,42,52.3810,true
9,Legacy4,1,1.45775913,45.7759,3.595668,5.7687,66,60.6061,true
9,Legacy4,2,1.43993732,43.9937,2.501895,7.1451,46,54.3478,true
9,Legacy4,3,1.14048938,14.0489,1.143105,8.1814,31,54.8387,true
9,Legacy4,4,0.80529022,-19.4710,-1.254316,32.9728,56,41.0714,false
9,Legacy4,5,1.02566115,2.5661,0.417653,9.0365,39,35.8974,true
9,Legacy4,6,1.05180812,5.1808,0.734631,8.3397,58,48.2759,true
9,Legacy5BNB,0,1.56431096,56.4311,2.873587,6.0443,49,55.1020,true
9,Legacy5BNB,1,1.35885395,35.8854,2.804118,6.0999,76,53.9474,true
9,Legacy5BNB,2,1.67605943,67.6059,3.099044,7.1014,58,56.8966,true
9,Legacy5BNB,3,1.09559496,9.5595,0.708303,13.3995,38,52.6316,true
9,Legacy5BNB,4,0.86837172,-13.1628,-0.755620,29.9825,59,45.7627,false
9,Legacy5BNB,5,1.01631236,1.6312,0.279391,9.4506,44,36.3636,true
9,Legacy5BNB,6,1.08023892,8.0239,1.047410,7.9968,71,49.2958,true
9,OldGuardNoBNB,0,1.39508757,39.5088,2.420257,7.9778,45,53.3333,true
9,OldGuardNoBNB,1,1.40546651,40.5467,3.257194,6.5628,68,57.3529,true
9,OldGuardNoBNB,2,1.41567440,41.5674,2.392397,7.5704,55,50.9091,true
9,OldGuardNoBNB,3,1.24247207,24.2472,1.385866,11.9961,45,48.8889,true
9,OldGuardNoBNB,4,0.82907926,-17.0921,-0.941406,35.1550,62,40.3226,false
9,OldGuardNoBNB,5,1.05801027,5.8010,0.796079,9.5980,47,36.1702,true
9,OldGuardNoBNB,6,1.01313206,1.3132,0.225513,11.5248,66,45.4545,true
9,LargeCaps5,0,1.39637460,39.6375,2.478104,7.0394,54,51.8519,true
9,LargeCaps5,1,1.29300017,29.3000,2.120296,6.9019,83,48.1928,true
9,LargeCaps5,2,1.76156764,76.1568,3.732669,8.1018,74,60.8108,true
9,LargeCaps5,3,1.02005924,2.0059,0.246753,12.6658,40,50.0000,true
9,LargeCaps5,4,0.99120453,-0.8795,0.084889,21.2526,60,50.0000,false
9,LargeCaps5,5,1.07126722,7.1267,0.917359,6.2616,48,47.9167,true
9,Legacy3,0,1.31497653,31.4977,2.362370,5.8205,34,50.0000,true
9,Legacy3,1,1.38680935,38.6809,3.677339,4.7516,56,60.7143,true
9,Legacy3,2,1.26739582,26.7396,1.949154,6.2461,36,52.7778,true
9,Legacy3,3,1.07853992,7.8540,0.749345,8.1814,26,53.8462,true
9,Legacy3,4,0.81801666,-18.1983,-1.664683,27.0041,45,37.7778,false
9,Legacy3,5,1.03068801,3.0688,0.527551,9.3180,34,32.3529,true
9,Legacy3,6,1.03481086,3.4811,0.604477,6.4951,48,47.9167,true
9,LowVolume5,0,1.40290980,40.2910,2.348501,9.0304,46,54.3478,true
9,LowVolume5,1,1.29256552,29.2566,2.352079,10.7633,65,52.3077,true
9,LowVolume5,2,1.21077821,21.0778,1.574038,7.6649,48,47.9167,true
9,LowVolume5,3,0.95375005,-4.6250,-0.151995,24.2147,45,42.2222,false
9,LowVolume5,4,0.81731950,-18.2681,-1.382616,30.9917,50,40.0000,false
9,LowVolume5,5,1.15933790,15.9338,1.699175,10.6435,48,39.5833,true
9,LowVolume5,6,0.89362268,-10.6377,-1.681120,12.4572,47,36.1702,false
9,OldGuard4,0,1.24804649,24.8046,1.846994,9.5370,38,50.0000,true
9,OldGuard4,1,1.33649314,33.6493,3.234462,5.1868,59,57.6271,true
9,OldGuard4,2,1.28694204,28.6942,2.070298,7.5704,46,50.0000,true
9,OldGuard4,3,1.17498308,17.4983,1.101277,10.6511,40,47.5000,true
9,OldGuard4,4,0.83515422,-16.4846,-1.209909,31.6380,52,36.5385,false
9,OldGuard4,5,1.05070970,5.0710,0.743821,10.5729,43,32.5581,true
9,OldGuard4,6,0.95133944,-4.8661,-0.723139,11.9510,57,40.3509,false
10,Base5,0,1.64652180,64.6522,2.453847,8.5612,56,50.0000,true
10,Base5,1,1.39552485,39.5525,2.705925,8.0444,78,50.0000,true
10,Base5,2,1.78608571,78.6086,3.914753,5.5114,70,62.8571,true
10,Base5,3,1.10739931,10.7399,0.873781,12.7548,38,52.6316,true
10,Base5,4,0.95194236,-4.8058,-0.076901,22.6008,66,48.4848,false
10,Base5,5,1.13533833,13.5338,1.510767,7.0809,56,50.0000,true
10,NoDOGE,0,1.38296654,38.2967,2.358651,6.9770,45,51.1111,true
10,NoDOGE,1,1.39417661,39.4177,2.757699,6.2811,72,51.3889,true
10,NoDOGE,2,1.56814237,56.8142,3.251765,6.6239,63,60.3175,true
10,NoDOGE,3,1.06076633,6.0766,0.555613,13.6391,33,51.5152,true
10,NoDOGE,4,0.89376550,-10.6234,-0.475376,24.8023,55,47.2727,false
10,NoDOGE,5,1.08208462,8.2085,1.109602,5.7453,43,48.8372,true
10,Legacy4,0,1.45003017,45.0030,2.653605,6.8028,42,52.3810,true
10,Legacy4,1,1.43601138,43.6011,3.394445,5.7687,66,60.6061,true
10,Legacy4,2,1.43993732,43.9937,2.501895,7.1451,46,54.3478,true
10,Legacy4,3,1.18506536,18.5065,1.592406,6.3754,31,54.8387,true
10,Legacy4,4,0.83429167,-16.5708,-1.021493,32.6086,56,41.0714,false
10,Legacy4,5,0.99008142,-0.9919,-0.109222,9.0365,39,35.8974,false
10,Legacy4,6,1.05180812,5.1808,0.734631,8.3397,58,48.2759,true
10,Legacy5BNB,0,1.49872867,49.8729,2.728084,6.8028,49,55.1020,true
10,Legacy5BNB,1,1.31372484,31.3725,2.386081,6.6099,76,53.9474,true
10,Legacy5BNB,2,1.67605943,67.6059,3.099044,7.1014,58,56.8966,true
10,Legacy5BNB,3,1.13841624,13.8416,1.055883,8.8389,38,52.6316,true
10,Legacy5BNB,4,0.89964496,-10.0355,-0.528233,29.8324,59,45.7627,false
10,Legacy5BNB,5,0.98105694,-1.8943,-0.235154,9.4506,44,36.3636,false
10,Legacy5BNB,6,1.08023892,8.0239,1.047410,7.9968,71,49.2958,true
10,OldGuardNoBNB,0,1.45670912,45.6709,2.539392,7.8431,45,53.3333,true
10,OldGuardNoBNB,1,1.36581964,36.5820,2.917561,6.5628,68,57.3529,true
10,OldGuardNoBNB,2,1.41567440,41.5674,2.392397,7.5704,55,50.9091,true
10,OldGuardNoBNB,3,1.29103403,29.1034,1.741083,11.6754,45,48.8889,true
10,OldGuardNoBNB,4,0.85893744,-14.1063,-0.733227,34.8027,62,40.3226,false
10,OldGuardNoBNB,5,1.01294310,1.2943,0.231243,9.5980,47,36.1702,true
10,OldGuardNoBNB,6,1.01313206,1.3132,0.225513,11.5248,66,45.4545,true
