hm,universe,window,step,equity
5,Base5,0,102,3.371779
5,Base5,0,103,3.057173
5,Base5,0,104,3.638459
5,Base5,0,105,3.638459
5,Base5,0,106,3.647488
5,Base5,0,107,3.532415
5,Base5,0,108,3.532415
5,Base5,0,109,3.532415
5,Base5,0,110,3.532415
5,Base5,0,111,3.441921
5,Base5,0,112,3.247166
5,Base5,0,113,3.492694
5,Base5,0,114,3.818205
5,Base5,0,115,3.604792
5,Base5,0,116,3.604792
5,Base5,0,117,3.604792
5,Base5,0,118,3.604792
5,Base5,0,119,3.604792
5,Base5,0,120,3.604792
5,Base5,0,121,3.604792
5,Base5,0,122,3.604792
5,Base5,0,123,3.604792
5,Base5,0,124,3.575349
5,Base5,0,125,3.575349
5,Base5,0,126,3.575349
5,Base5,0,127,3.575349
5,Base5,0,128,3.575349
5,Base5,0,129,3.575349
5,Base5,0,130,3.575349
5,Base5,0,131,3.575349
5,Base5,0,132,3.575349
5,Base5,0,133,3.575349
5,Base5,0,134,3.575349
5,Base5,0,135,3.575349
5,Base5,0,136,3.575349
5,Base5,0,137,3.575349
5,Base5,0,138,4.123770
8,Base5,0,0,1.000000
8,Base5,0,1,1.000000
8,Base5,0,2,1.314333
8,Base5,0,3,1.133973
8,Base5,0,4,1.133973
8,Base5,0,5,1.133973
8,Base5,0,6,1.133973
8,Base5,0,7,1.133973
8,Base5,0,8,1.133973
8,Base5,0,9,1.133973
8,Base5,0,10,1.093132
8,Base5,0,11,1.093132
8,Base5,0,12,1.093132
8,Base5,0,13,1.093132
8,Base5,0,14,1.093132
8,Base5,0,15,1.093132
8,Base5,0,16,1.093132
8,Base5,0,17,1.093132
8,Base5,0,18,1.093132
8,Base5,0,19,1.094626
8,Base5,0,20,1.094626
8,Base5,0,21,1.094626
8,Base5,0,22,1.094626
8,Base5,0,23,1.094626
8,Base5,0,24,1.094626
8,Base5,0,25,1.094626
8,Base5,0,26,1.094626
8,Base5,0,27,1.094626
8,Base5,0,28,1.094626
8,Base5,0,29,1.094626
8,Base5,0,30,1.094626
8,Base5,0,31,1.094626
8,Base5,0,32,1.094626
8,Base5,0,33,1.094626
8,Base5,0,34,1.094626
8,Base5,0,35,1.094626
8,Base5,0,36,1.094626
8,Base5,0,37,1.094626
8,Base5,0,38,1.094626
8,Base5,0,39,1.094626
8,Base5,0,40,1.094626
8,Base5,0,41,1.094626
8,Base5,0,42,1.094626
8,Base5,0,43,1.094626
8,Base5,0,44,1.094626
8,Base5,0,45,1.094626
8,Base5,0,46,1.094626
8,Base5,0,47,1.094626
8,Base5,0,48,1.094626
8,Base5,0,49,1.094626
8,Base5,0,50,1.094626
8,Base5,0,51,1.094626
8,Base5,0,52,1.094626
8,Base5,0,53,1.094626
8,Base5,0,54,1.170978
8,Base5,0,55,1.170978
8,Base5,0,56,1.170978
8,Base5,0,57,1.170978
8,Base5,0,58,1.170978
8,Base5,0,59,1.170978
8,Base5,0,60,1.170978
8,Base5,0,61,1.170978
8,Base5,0,62,1.170978
8,Base5,0,63,0.962527
8,Base5,0,64,0.962527
8,Base5,0,65,0.962527
8,Base5,0,66,0.962527
8,Base5,0,67,0.962527
8,Base5,0,68,0.962527
8,Base5,0,69,0.962527
8,Base5,0,70,0.962527
8,Base5,0,71,0.962527
8,Base5,0,72,1.120082
8,Base5,0,73,1.120082
8,Base5,0,74,1.767298
8,Base5,0,75,2.139836
8,Base5,0,76,2.407816
8,Base5,0,77,3.906095
8,Base5,0,78,3.906095
8,Base5,0,79,3.906095
8,Base5,0,80,3.906095
8,Base5,0,81,3.906095
8,Base5,0,82,3.906095
8,Base5,0,83,3.906095
8,Base5,0,84,3.906095
8,Base5,0,85,3.906095
8,Base5,0,86,3.906095
8,Base5,0,87,3.906095
8,Base5,0,88,3.906095
8,Base5,0,89,3.906095
8,Base5,0,90,3.906095
8,Base5,0,91,3.837977
8,Base5,0,92,3.837977
8,Base5,0,93,3.837977
8,Base5,0,94,3.837977
8,Base5,0,95,4.613710
8,Base5,0,96,4.613710
8,Base5,0,97,4.625159
8,Base5,0,98,4.479242
8,Base5,0,99,4.479242
8,Base5,0,100,4.479242
8,Base5,0,101,4.479242
8,Base5,0,102,4.364492
8,Base5,0,103,4.036099
8,Base5,0,104,4.036099
8,Base5,0,105,4.036099
8,Base5,0,106,4.809976
8,Base5,0,107,4.541130
8,Base5,0,108,4.541130
8,Base5,0,109,4.541130
8,Base5,0,110,4.541130
8,Base5,0,111,4.541130
8,Base5,0,112,4.541130
8,Base5,0,113,4.541130
8,Base5,0,114,4.541130
8,Base5,0,115,4.541130
8,Base5,0,116,4.278286
8,Base5,0,117,4.278286
8,Base5,0,118,4.278286
8,Base5,0,119,4.278286
8,Base5,0,120,4.278286
8,Base5,0,121,4.278286
8,Base5,0,122,4.278286
8,Base5,0,123,4.278286
8,Base5,0,124,4.278286
8,Base5,0,125,4.278286
8,Base5,0,126,4.278286
8,Base5,0,127,4.278286
8,Base5,0,128,5.370060
10,Base5,0,0,1.000000
10,Base5,0,1,1.000000
10,Base5,0,2,1.440618
10,Base5,0,3,1.440618
10,Base5,0,4,1.440618
10,Base5,0,5,1.440618
10,Base5,0,6,1.440618
10,Base5,0,7,1.440618
10,Base5,0,8,1.440618
10,Base5,0,9,1.440618
10,Base5,0,10,1.440618
10,Base5,0,11,1.440618
10,Base5,0,12,1.440618
10,Base5,0,13,1.440618
10,Base5,0,14,1.440618
10,Base5,0,15,1.440618
10,Base5,0,16,1.440618
10,Base5,0,17,1.388733
10,Base5,0,18,1.388733
10,Base5,0,19,1.388733
10,Base5,0,20,1.388733
10,Base5,0,21,1.388733
10,Base5,0,22,1.388733
10,Base5,0,23,1.388733
10,Base5,0,24,1.388733
10,Base5,0,25,1.388733
10,Base5,0,26,1.390631
10,Base5,0,27,1.390631
10,Base5,0,28,1.390631
10,Base5,0,29,1.390631
10,Base5,0,30,1.390631
10,Base5,0,31,1.390631
10,Base5,0,32,1.390631
10,Base5,0,33,1.390631
10,Base5,0,34,1.390631
10,Base5,0,35,1.390631
10,Base5,0,36,1.390631
10,Base5,0,37,1.390631
10,Base5,0,38,1.390631
10,Base5,0,39,1.390631
10,Base5,0,40,1.390631
10,Base5,0,41,1.390631
10,Base5,0,42,1.390631
10,Base5,0,43,1.390631
10,Base5,0,44,1.390631
10,Base5,0,45,1.390631
10,Base5,0,46,1.390631
10,Base5,0,47,1.390631
10,Base5,0,48,1.390631
10,Base5,0,49,1.390631
10,Base5,0,50,1.390631
10,Base5,0,51,1.390631
10,Base5,0,52,1.390631
10,Base5,0,53,1.390631
10,Base5,0,54,1.390631
10,Base5,0,55,1.390631
10,Base5,0,56,1.390631
10,Base5,0,57,1.390631
10,Base5,0,58,1.390631
10,Base5,0,59,1.390631
10,Base5,0,60,1.390631
10,Base5,0,61,1.487630
10,Base5,0,62,1.487630
10,Base5,0,63,1.487630
10,Base5,0,64,1.487630
10,Base5,0,65,1.487630
10,Base5,0,66,1.487630
10,Base5,0,67,1.487630
10,Base5,0,68,1.487630
10,Base5,0,69,1.487630
10,Base5,0,70,1.222810
10,Base5,0,71,1.222810
10,Base5,0,72,1.222810
10,Base5,0,73,1.222810
10,Base5,0,74,1.222810
10,Base5,0,75,1.222810
10,Base5,0,76,1.222810
10,Base5,0,77,1.222810
10,Base5,0,78,1.222810
10,Base5,0,79,1.535977
10,Base5,0,80,2.366388
10,Base5,0,81,3.068752
10,Base5,0,82,3.013640
10,Base5,0,83,4.744353
10,Base5,0,84,4.744353
10,Base5,0,85,4.744353
10,Base5,0,86,4.744353
10,Base5,0,87,4.744353
10,Base5,0,88,4.744353
10,Base5,0,89,4.744353
10,Base5,0,90,4.744353
10,Base5,0,91,4.744353
10,Base5,0,92,4.744353
10,Base5,0,93,4.744353
10,Base5,0,94,4.744353
10,Base5,0,95,4.661617
10,Base5,0,96,4.661617
10,Base5,0,97,4.661617
10,Base5,0,98,4.661617
10,Base5,0,99,5.603824
10,Base5,0,100,5.603824
10,Base5,0,101,5.617730
10,Base5,0,102,5.440499
10,Base5,0,103,5.440499
10,Base5,0,104,5.440499
10,Base5,0,105,5.440499
10,Base5,0,106,5.301123
10,Base5,0,107,4.902257
10,Base5,0,108,4.902257
10,Base5,0,109,4.902257
10,Base5,0,110,5.842210
10,Base5,0,111,5.515668
10,Base5,0,112,5.515668
10,Base5,0,113,5.515668
10,Base5,0,114,5.515668
10,Base5,0,115,5.515668
10,Base5,0,116,5.515668
10,Base5,0,117,5.515668
10,Base5,0,118,5.515668
10,Base5,0,119,5.515668
10,Base5,0,120,5.196417
10,Base5,0,121,5.196417
10,Base5,0,122,5.196417
10,Base5,0,123,5.196417
10,Base5,0,124,5.196417
10,Base5,0,125,5.196417
10,Base5,0,126,5.196417
10,Base5,0,127,5.196417
10,Base5,0,128,5.196417
10,Base5,0,129,5.196417
10,Base5,0,130,5.196417
10,Base5,0,131,5.196417
10,Base5,0,132,7.724277
12,Base5,0,0,1.000000
12,Base5,0,1,1.000000
12,Base5,0,2,1.309725
12,Base5,0,3,1.309725
12,Base5,0,4,1.309725
12,Base5,0,5,1.309725
12,Base5,0,6,1.309725
12,Base5,0,7,1.309725
12,Base5,0,8,1.309725
12,Base5,0,9,1.309725
12,Base5,0,10,1.309725
12,Base5,0,11,1.309725
12,Base5,0,12,1.309725
12,Base5,0,13,1.309725
12,Base5,0,14,1.309725
12,Base5,0,15,1.262555
12,Base5,0,16,1.262555
12,Base5,0,17,1.262555
12,Base5,0,18,1.262555
12,Base5,0,19,1.262555
12,Base5,0,20,1.262555
12,Base5,0,21,1.262555
12,Base5,0,22,1.262555
12,Base5,0,23,1.262555
12,Base5,0,24,1.264280
12,Base5,0,25,1.264280
12,Base5,0,26,1.264280
12,Base5,0,27,1.264280
12,Base5,0,28,1.264280
12,Base5,0,29,1.264280
12,Base5,0,30,1.264280
12,Base5,0,31,1.264280
12,Base5,0,32,1.264280
12,Base5,0,33,1.264280
12,Base5,0,34,1.264280
12,Base5,0,35,1.264280
12,Base5,0,36,1.264280
12,Base5,0,37,1.264280
12,Base5,0,38,1.264280
12,Base5,0,39,1.264280
12,Base5,0,40,1.264280
12,Base5,0,41,1.264280
12,Base5,0,42,1.264280
12,Base5,0,43,1.264280
12,Base5,0,44,1.264280
12,Base5,0,45,1.264280
12,Base5,0,46,1.264280
12,Base5,0,47,1.264280
12,Base5,0,48,1.264280
12,Base5,0,49,1.264280
12,Base5,0,50,1.264280
12,Base5,0,51,1.264280
12,Base5,0,52,1.264280
12,Base5,0,53,1.264280
12,Base5,0,54,1.264280
12,Base5,0,55,1.264280
12,Base5,0,56,1.264280
12,Base5,0,57,1.264280
12,Base5,0,58,1.264280
12,Base5,0,59,1.352466
12,Base5,0,60,1.352466
12,Base5,0,61,1.352466
12,Base5,0,62,1.352466
12,Base5,0,63,1.352466
12,Base5,0,64,1.352466
12,Base5,0,65,1.352466
12,Base5,0,66,1.352466
12,Base5,0,67,1.352466
12,Base5,0,68,1.111707
12,Base5,0,69,1.111707
12,Base5,0,70,1.111707
12,Base5,0,71,1.111707
12,Base5,0,72,1.111707
12,Base5,0,73,1.111707
12,Base5,0,74,1.111707
12,Base5,0,75,1.111707
12,Base5,0,76,1.111707
12,Base5,0,77,1.412295
12,Base5,0,78,2.020088
12,Base5,0,79,3.009991
12,Base5,0,80,4.738608
12,Base5,0,81,4.738608
12,Base5,0,82,4.738608
12,Base5,0,83,4.738608
12,Base5,0,84,4.738608
12,Base5,0,85,4.738608
12,Base5,0,86,4.738608
12,Base5,0,87,4.738608
12,Base5,0,88,4.738608
12,Base5,0,89,4.738608
12,Base5,0,90,4.738608
12,Base5,0,91,4.738608
12,Base5,0,92,4.655972
12,Base5,0,93,4.655972
12,Base5,0,94,4.655972
12,Base5,0,95,4.655972
12,Base5,0,96,5.597038
12,Base5,0,97,5.597038
12,Base5,0,98,5.610928
12,Base5,0,99,5.433911
12,Base5,0,100,5.433911
12,Base5,0,101,5.433911
12,Base5,0,102,5.433911
12,Base5,0,103,5.294704
12,Base5,0,104,4.896321
12,Base5,0,105,4.896321
12,Base5,0,106,4.896321
12,Base5,0,107,5.835136
12,Base5,0,108,5.508990
12,Base5,0,109,5.508990
12,Base5,0,110,5.508990
12,Base5,0,111,5.508990
12,Base5,0,112,5.508990
12,Base5,0,113,5.508990
12,Base5,0,114,5.508990
12,Base5,0,115,5.508990
12,Base5,0,116,5.508990
12,Base5,0,117,5.190125
12,Base5,0,118,5.190125
12,Base5,0,119,5.190125
12,Base5,0,120,5.190125
12,Base5,0,121,5.190125
12,Base5,0,122,5.190125
12,Base5,0,123,5.190125
12,Base5,0,124,5.190125
12,Base5,0,125,5.190125
12,Base5,0,126,5.190125
12,Base5,0,127,5.190125
12,Base5,0,128,5.190125
12,Base5,0,129,6.675680
15,Base5,0,0,1.000000
15,Base5,0,1,1.000000
15,Base5,0,2,1.326497
15,Base5,0,3,1.326497
15,Base5,0,4,1.326497
15,Base5,0,5,1.326497
15,Base5,0,6,1.326497
15,Base5,0,7,1.326497
15,Base5,0,8,1.326497
15,Base5,0,9,1.326497
15,Base5,0,10,1.326497
15,Base5,0,11,1.326497
15,Base5,0,12,1.278723
15,Base5,0,13,1.278723
15,Base5,0,14,1.278723
15,Base5,0,15,1.278723
15,Base5,0,16,1.278723
15,Base5,0,17,1.278723
15,Base5,0,18,1.278723
15,Base5,0,19,1.278723
15,Base5,0,20,1.278723
15,Base5,0,21,1.280471
15,Base5,0,22,1.280471
15,Base5,0,23,1.280471
15,Base5,0,24,1.280471
15,Base5,0,25,1.280471
15,Base5,0,26,1.280471
15,Base5,0,27,1.280471
15,Base5,0,28,1.280471
15,Base5,0,29,1.280471
15,Base5,0,30,1.280471
15,Base5,0,31,1.280471
15,Base5,0,32,1.280471
15,Base5,0,33,1.280471
15,Base5,0,34,1.280471
15,Base5,0,35,1.280471
15,Base5,0,36,1.280471
15,Base5,0,37,1.280471
15,Base5,0,38,1.280471
15,Base5,0,39,1.280471
15,Base5,0,40,1.280471
15,Base5,0,41,1.280471
15,Base5,0,42,1.280471
15,Base5,0,43,1.280471
15,Base5,0,44,1.280471
15,Base5,0,45,1.280471
15,Base5,0,46,1.280471
15,Base5,0,47,1.280471
15,Base5,0,48,1.280471
15,Base5,0,49,1.280471
15,Base5,0,50,1.280471
15,Base5,0,51,1.280471
15,Base5,0,52,1.280471
15,Base5,0,53,1.280471
15,Base5,0,54,1.280471
15,Base5,0,55,1.280471
15,Base5,0,56,1.369785
15,Base5,0,57,1.369785
15,Base5,0,58,1.369785
15,Base5,0,59,1.369785
15,Base5,0,60,1.369785
15,Base5,0,61,1.369785
15,Base5,0,62,1.369785
15,Base5,0,63,1.369785
15,Base5,0,64,1.369785
15,Base5,0,65,1.125944
15,Base5,0,66,1.125944
15,Base5,0,67,1.125944
15,Base5,0,68,1.125944
15,Base5,0,69,1.125944
15,Base5,0,70,1.125944
15,Base5,0,71,1.125944
15,Base5,0,72,1.125944
15,Base5,0,73,1.125944
15,Base5,0,74,1.862919
15,Base5,0,75,1.926212
15,Base5,0,76,2.870112
15,Base5,0,77,4.518398
15,Base5,0,78,4.518398
15,Base5,0,79,4.518398
15,Base5,0,80,4.518398
15,Base5,0,81,4.518398
15,Base5,0,82,4.518398
15,Base5,0,83,4.518398
15,Base5,0,84,4.518398
15,Base5,0,85,4.518398
15,Base5,0,86,4.518398
15,Base5,0,87,4.518398
15,Base5,0,88,4.518398
15,Base5,0,89,4.439602
15,Base5,0,90,4.439602
15,Base5,0,91,4.439602
15,Base5,0,92,4.439602
15,Base5,0,93,5.336936
15,Base5,0,94,5.336936
15,Base5,0,95,5.350180
15,Base5,0,96,5.181389
15,Base5,0,97,5.181389
15,Base5,0,98,5.181389
15,Base5,0,99,5.181389
15,Base5,0,100,5.048652
15,Base5,0,101,4.668782
15,Base5,0,102,4.668782
15,Base5,0,103,4.668782
15,Base5,0,104,5.563968
15,Base5,0,105,5.252979
15,Base5,0,106,5.252979
15,Base5,0,107,5.252979
15,Base5,0,108,5.252979
15,Base5,0,109,5.252979
15,Base5,0,110,5.252979
15,Base5,0,111,5.252979
15,Base5,0,112,5.252979
15,Base5,0,113,5.252979
15,Base5,0,114,4.948932
15,Base5,0,115,4.948932
15,Base5,0,116,4.948932
15,Base5,0,117,4.948932
15,Base5,0,118,4.948932
15,Base5,0,119,4.948932
15,Base5,0,120,4.948932
15,Base5,0,121,4.948932
15,Base5,0,122,4.948932
15,Base5,0,123,4.948932
15,Base5,0,124,4.948932
15,Base5,0,125,4.948932
15,Base5,0,126,6.365451
18,Base5,0,0,1.000000
18,Base5,0,1,1.000000
18,Base5,0,2,1.316422
18,Base5,0,3,1.316422
18,Base5,0,4,1.316422
18,Base5,0,5,1.316422
18,Base5,0,6,1.316422
18,Base5,0,7,1.316422
18,Base5,0,8,1.316422
18,Base5,0,9,1.269010
18,Base5,0,10,1.269010
18,Base5,0,11,1.269010
18,Base5,0,12,1.269010
18,Base5,0,13,1.269010
18,Base5,0,14,1.269010
18,Base5,0,15,1.269010
18,Base5,0,16,1.269010
18,Base5,0,17,1.269010
18,Base5,0,18,1.270745
18,Base5,0,19,1.270745
18,Base5,0,20,1.270745
18,Base5,0,21,1.270745
18,Base5,0,22,1.270745
18,Base5,0,23,1.270745
18,Base5,0,24,1.270745
18,Base5,0,25,1.270745
18,Base5,0,26,1.270745
18,Base5,0,27,1.270745
18,Base5,0,28,1.270745
18,Base5,0,29,1.270745
18,Base5,0,30,1.270745
18,Base5,0,31,1.270745
18,Base5,0,32,1.270745
18,Base5,0,33,1.270745
18,Base5,0,34,1.270745
18,Base5,0,35,1.270745
18,Base5,0,36,1.270745
18,Base5,0,37,1.270745
18,Base5,0,38,1.270745
18,Base5,0,39,1.270745
18,Base5,0,40,1.270745
18,Base5,0,41,1.270745
18,Base5,0,42,1.270745
18,Base5,0,43,1.270745
18,Base5,0,44,1.270745
18,Base5,0,45,1.270745
18,Base5,0,46,1.270745
18,Base5,0,47,1.270745
18,Base5,0,48,1.270745
18,Base5,0,49,1.270745
18,Base5,0,50,1.270745
18,Base5,0,51,1.270745
18,Base5,0,52,1.270745
18,Base5,0,53,1.359381
18,Base5,0,54,1.359381
18,Base5,0,55,1.359381
18,Base5,0,56,1.359381
18,Base5,0,57,1.359381
18,Base5,0,58,1.359381
18,Base5,0,59,1.359381
18,Base5,0,60,1.359381
18,Base5,0,61,1.359381
18,Base5,0,62,1.117391
18,Base5,0,63,1.117391
18,Base5,0,64,1.117391
18,Base5,0,65,1.117391
18,Base5,0,66,1.117391
18,Base5,0,67,1.117391
18,Base5,0,68,1.117391
18,Base5,0,69,1.117391
18,Base5,0,70,1.117391
18,Base5,0,71,2.214579
18,Base5,0,72,3.299787
18,Base5,0,73,5.194832
18,Base5,0,74,5.194832
18,Base5,0,75,5.194832
18,Base5,0,76,5.194832
18,Base5,0,77,5.194832
18,Base5,0,78,5.194832
18,Base5,0,79,5.194832
18,Base5,0,80,5.194832
18,Base5,0,81,5.194832
18,Base5,0,82,5.194832
18,Base5,0,83,5.194832
18,Base5,0,84,5.194832
18,Base5,0,85,5.104240
18,Base5,0,86,5.104240
18,Base5,0,87,5.104240
18,Base5,0,88,5.104240
18,Base5,0,89,6.135910
18,Base5,0,90,6.135910
18,Base5,0,91,6.151137
18,Base5,0,92,5.957077
18,Base5,0,93,5.957077
18,Base5,0,94,5.957077
18,Base5,0,95,5.957077
18,Base5,0,96,5.804468
18,Base5,0,97,5.367729
18,Base5,0,98,5.367729
18,Base5,0,99,5.367729
18,Base5,0,100,6.396931
18,Base5,0,101,6.039384
18,Base5,0,102,6.039384
18,Base5,0,103,6.039384
18,Base5,0,104,6.039384
18,Base5,0,105,6.039384
18,Base5,0,106,6.039384
18,Base5,0,107,6.039384
18,Base5,0,108,6.039384
18,Base5,0,109,6.039384
18,Base5,0,110,5.689820
18,Base5,0,111,5.689820
18,Base5,0,112,5.689820
18,Base5,0,113,5.689820
18,Base5,0,114,5.689820
18,Base5,0,115,5.689820
18,Base5,0,116,5.689820
18,Base5,0,117,5.689820
18,Base5,0,118,5.689820
18,Base5,0,119,5.689820
18,Base5,0,120,5.689820
18,Base5,0,121,5.689820
18,Base5,0,122,7.318401
20,Base5,0,0,1.000000
20,Base5,0,1,1.000000
20,Base5,0,2,1.342686
20,Base5,0,3,1.342686
20,Base5,0,4,1.342686
20,Base5,0,5,1.342686
20,Base5,0,6,1.342686
20,Base5,0,7,1.294329
20,Base5,0,8,1.294329
20,Base5,0,9,1.294329
20,Base5,0,10,1.294329
20,Base5,0,11,1.294329
20,Base5,0,12,1.294329
20,Base5,0,13,1.294329
20,Base5,0,14,1.294329
20,Base5,0,15,1.294329
20,Base5,0,16,1.296098
20,Base5,0,17,1.296098
20,Base5,0,18,1.296098
20,Base5,0,19,1.296098
20,Base5,0,20,1.296098
20,Base5,0,21,1.296098
20,Base5,0,22,1.296098
20,Base5,0,23,1.296098
20,Base5,0,24,1.296098
20,Base5,0,25,1.296098
20,Base5,0,26,1.296098
20,Base5,0,27,1.296098
20,Base5,0,28,1.296098
20,Base5,0,29,1.296098
20,Base5,0,30,1.296098
20,Base5,0,31,1.296098
20,Base5,0,32,1.296098
20,Base5,0,33,1.296098
20,Base5,0,34,1.296098
20,Base5,0,35,1.296098
20,Base5,0,36,1.296098
20,Base5,0,37,1.296098
20,Base5,0,38,1.296098
20,Base5,0,39,1.296098
20,Base5,0,40,1.296098
20,Base5,0,41,1.296098
20,Base5,0,42,1.296098
20,Base5,0,43,1.296098
20,Base5,0,44,1.296098
20,Base5,0,45,1.296098
20,Base5,0,46,1.296098
20,Base5,0,47,1.296098
20,Base5,0,48,1.296098
20,Base5,0,49,1.296098
20,Base5,0,50,1.296098
20,Base5,0,51,1.386502
20,Base5,0,52,1.386502
20,Base5,0,53,1.386502
20,Base5,0,54,1.386502
20,Base5,0,55,1.386502
20,Base5,0,56,1.386502
20,Base5,0,57,1.386502
20,Base5,0,58,1.386502
20,Base5,0,59,1.386502
20,Base5,0,60,1.139685
20,Base5,0,61,1.139685
20,Base5,0,62,1.139685
20,Base5,0,63,1.139685
20,Base5,0,64,1.139685
20,Base5,0,65,1.139685
20,Base5,0,66,1.139685
20,Base5,0,67,1.139685
20,Base5,0,68,1.139685
20,Base5,0,69,2.258763
20,Base5,0,70,3.365622
20,Base5,0,71,5.298477
20,Base5,0,72,5.298477
20,Base5,0,73,5.298477
20,Base5,0,74,5.298477
20,Base5,0,75,5.298477
20,Base5,0,76,5.298477
20,Base5,0,77,5.298477
20,Base5,0,78,5.298477
20,Base5,0,79,5.298477
20,Base5,0,80,5.298477
20,Base5,0,81,5.298477
20,Base5,0,82,5.298477
20,Base5,0,83,5.206077
20,Base5,0,84,5.206077
20,Base5,0,85,5.206077
20,Base5,0,86,5.206077
20,Base5,0,87,6.258330
20,Base5,0,88,6.258330
20,Base5,0,89,6.273861
20,Base5,0,90,6.075930
20,Base5,0,91,6.075930
20,Base5,0,92,6.075930
20,Base5,0,93,6.075930
20,Base5,0,94,5.920275
20,Base5,0,95,5.474823
20,Base5,0,96,5.474823
20,Base5,0,97,5.474823
20,Base5,0,98,6.524559
20,Base5,0,99,6.159879
20,Base5,0,100,6.159879
20,Base5,0,101,6.159879
20,Base5,0,102,6.159879
20,Base5,0,103,6.159879
20,Base5,0,104,6.159879
20,Base5,0,105,6.159879
20,Base5,0,106,6.159879
20,Base5,0,107,6.159879
20,Base5,0,108,5.803340
20,Base5,0,109,5.803340
20,Base5,0,110,5.803340
20,Base5,0,111,5.803340
20,Base5,0,112,5.803340
20,Base5,0,113,5.803340
20,Base5,0,114,5.803340
20,Base5,0,115,5.803340
20,Base5,0,116,5.803340
20,Base5,0,117,5.803340
20,Base5,0,118,5.803340
20,Base5,0,119,5.803340
20,Base5,0,120,7.464414
22,Base5,0,0,1.000000
22,Base5,0,1,1.000000
22,Base5,0,2,1.260974
22,Base5,0,3,1.260974
22,Base5,0,4,1.260974
22,Base5,0,5,1.260974
22,Base5,0,6,1.215560
22,Base5,0,7,1.215560
22,Base5,0,8,1.215560
22,Base5,0,9,1.215560
22,Base5,0,10,1.215560
22,Base5,0,11,1.215560
22,Base5,0,12,1.215560
22,Base5,0,13,1.215560
22,Base5,0,14,1.215560
22,Base5,0,15,1.217221
22,Base5,0,16,1.217221
22,Base5,0,17,1.217221
22,Base5,0,18,1.217221
22,Base5,0,19,1.217221
22,Base5,0,20,1.217221
22,Base5,0,21,1.217221
22,Base5,0,22,1.217221
22,Base5,0,23,1.217221
22,Base5,0,24,1.217221
22,Base5,0,25,1.217221
22,Base5,0,26,1.217221
22,Base5,0,27,1.217221
22,Base5,0,28,1.217221
