window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
0,29.14299051759066,5.215646217075927,6.278307254969205,11,36.36363636363637,1.0
1,-22.467168955219684,-7.5580622754342635,22.467168955219684,14,21.428571428571427,0.0
2,-11.672351305323303,-1.3412787015480863,11.672351305323303,15,33.33333333333333,0.0
3,21.457465357302286,7.901891465193003,0.0,10,70.0,1.0
