vl,universe,window,step,equity
9,Base5,0,0,1
9,Base5,0,1,1
9,Base5,0,2,1.309724944245455
9,Base5,0,3,1.309724944245455
9,Base5,0,4,1.309724944245455
9,Base5,0,5,1.309724944245455
9,Base5,0,6,1.309724944245455
9,Base5,0,7,1.245051564285885
9,Base5,0,8,1.245051564285885
9,Base5,0,9,0.7506074841444837
9,Base5,0,10,0.7506074841444837
9,Base5,0,11,0.7506074841444837
9,Base5,0,12,0.7506074841444837
9,Base5,0,13,0.7506074841444837
9,Base5,0,14,0.7506074841444837
9,Base5,0,15,0.7506074841444837
9,Base5,0,16,0.7506074841444837
9,Base5,0,17,0.7506074841444837
9,Base5,0,18,0.7506074841444837
9,Base5,0,19,0.7506074841444837
9,Base5,0,20,0.7506074841444837
9,Base5,0,21,0.7506074841444837
9,Base5,0,22,0.7506074841444837
9,Base5,0,23,0.7506074841444837
9,Base5,0,24,0.7506074841444837
9,Base5,0,25,0.7506074841444837
9,Base5,0,26,0.7506074841444837
9,Base5,0,27,0.7506074841444837
9,Base5,0,28,0.7506074841444837
9,Base5,0,29,0.7506074841444837
9,Base5,0,30,0.7506074841444837
9,Base5,0,31,0.7506074841444837
9,Base5,0,32,0.7506074841444837
9,Base5,0,33,0.7506074841444837
9,Base5,0,34,0.7506074841444837
9,Base5,0,35,0.7506074841444837
9,Base5,0,36,0.7506074841444837
9,Base5,0,37,0.7506074841444837
9,Base5,0,38,0.6620098558137042
9,Base5,0,39,0.6620098558137042
9,Base5,0,40,0.6620098558137042
9,Base5,0,41,0.6620098558137042
9,Base5,0,42,0.6620098558137042
9,Base5,0,43,0.5946666533711169
9,Base5,0,44,0.5946666533711169
9,Base5,0,45,0.5946666533711169
9,Base5,0,46,0.5946666533711169
9,Base5,0,47,0.5946666533711169
9,Base5,0,48,0.5946666533711169
9,Base5,0,49,0.5946666533711169
9,Base5,0,50,0.5946666533711169
9,Base5,0,51,0.5946666533711169
9,Base5,0,52,0.5946666533711169
9,Base5,0,53,0.5946666533711169
9,Base5,0,54,0.5946666533711169
9,Base5,0,55,0.5946666533711169
9,Base5,0,56,0.5946666533711169
9,Base5,0,57,0.5946666533711169
9,Base5,0,58,0.5946666533711169
9,Base5,0,59,0.5946666533711169
9,Base5,0,60,0.7554549294325167
9,Base5,0,61,1.2625180306286894
9,Base5,0,62,2.696375743977389
9,Base5,0,63,2.696375743977389
9,Base5,0,64,2.696375743977389
9,Base5,0,65,2.696375743977389
9,Base5,0,66,2.696375743977389
9,Base5,0,67,2.696375743977389
9,Base5,0,68,2.696375743977389
9,Base5,0,69,2.7618469816312667
9,Base5,0,70,3.3946756810360066
9,Base5,0,71,3.3946756810360066
9,Base5,0,72,3.3946756810360066
9,Base5,0,73,3.3946756810360066
9,Base5,0,74,3.3946756810360066
9,Base5,0,75,3.3946756810360066
