atr_period,bar,equity
7,122,-0.071032
7,123,-0.071032
7,124,-0.071032
7,125,-0.071032
7,126,-0.071032
7,127,-0.071032
7,128,-0.071032
7,129,-0.071032
7,130,-0.071032
7,131,-0.071032
7,132,-0.071032
7,133,-0.071032
7,134,-0.071032
7,135,-0.071032
7,136,-0.071032
7,137,-0.071032
7,138,-0.071032
7,139,-0.071032
7,140,-0.071032
7,141,-0.071032
7,142,-0.071032
7,143,-0.071032
7,144,-0.071032
7,145,-0.071032
7,146,-0.071032
7,147,-0.071032
7,148,-0.071032
7,149,-0.071032
7,150,-0.071032
7,151,-0.071032
7,152,-0.071032
7,153,-0.071032
7,154,-0.071032
7,155,-0.071032
7,156,-0.071032
7,157,-0.071032
7,158,-0.071032
7,159,-0.071032
7,160,-0.071032
7,161,-0.071032
7,162,-0.071032
7,163,-0.071032
7,164,-0.071032
7,165,-0.071032
7,166,-0.071032
7,167,-0.071032
7,168,-0.071032
7,169,-0.071032
7,170,-0.071032
7,171,-0.071032
7,172,-0.071032
7,173,-0.071032
7,174,-0.071032
7,175,-0.071032
7,176,-0.071032
7,177,-0.071032
7,178,-0.071032
7,179,-0.071032
7,180,-0.071032
7,181,-0.071032
7,182,-0.071032
7,183,-0.071032
7,184,-0.071032
7,185,-0.071032
7,186,-0.071032
7,187,-0.071032
7,188,-0.071032
7,189,-0.071032
7,190,-0.071032
7,191,-0.071032
7,192,-0.071032
7,193,-0.071032
7,194,-0.071032
7,195,-0.071032
7,196,-0.071032
7,197,-0.071032
7,198,-0.071032
7,199,-0.071032
7,200,-0.071032
7,201,-0.071032
7,202,-0.071032
7,203,-0.071032
7,204,-0.071032
7,205,-0.071032
7,206,-0.071032
7,207,-0.071032
7,208,-0.071032
7,209,-0.071032
7,210,-0.071032
7,211,-0.071032
7,212,-0.071032
7,213,-0.071032
7,214,-0.071032
7,215,-0.071032
7,216,-0.071032
7,217,-0.071032
7,218,-0.071032
7,219,-0.071032
7,220,-0.071032
7,221,-0.071032
7,222,-0.071032
7,223,-0.071032
7,224,-0.071032
7,225,-0.071032
7,226,-0.071032
7,227,-0.071032
7,228,-0.071032
7,229,-0.071032
7,230,-0.071032
7,231,-0.071032
7,232,-0.071032
7,233,-0.071032
7,234,-0.071032
7,235,-0.071032
7,236,-0.071032
7,237,-0.071032
7,238,-0.071032
7,239,-0.071032
7,240,-0.071032
7,241,-0.071032
7,242,-0.071032
7,243,-0.071032
7,244,-0.071032
7,245,-0.071032
7,246,-0.071032
7,247,-0.071032
7,248,-0.071032
7,249,-0.071032
7,250,-0.071032
7,251,-0.071032
7,252,-0.071032
7,253,-0.071032
8,0,1.000000
8,1,1.000000
8,2,0.683333
8,3,0.683333
8,4,0.683333
8,5,0.683333
8,6,0.487754
8,7,0.487754
8,8,0.487754
8,9,0.487754
8,10,0.487754
8,11,0.487754
8,12,0.487754
8,13,0.487754
8,14,0.544523
8,15,0.544523
8,16,0.544523
8,17,0.386190
8,18,0.405512
8,19,0.405512
8,20,0.405512
8,21,0.336144
8,22,0.336144
8,23,0.336144
8,24,0.336144
8,25,0.177811
8,26,0.179633
8,27,0.179633
8,28,0.179633
8,29,0.184540
8,30,0.183239
8,31,0.183239
8,32,0.183239
8,33,0.158407
8,34,0.158407
8,35,0.150490
8,36,-0.016156
8,37,-0.007413
8,38,-0.007778
8,39,-0.007778
8,40,-0.007778
8,41,-0.008701
8,42,-0.008772
8,43,-0.008772
8,44,-0.010172
8,45,-0.034198
8,46,-0.034198
8,47,-0.033488
8,48,-0.053216
8,49,-0.052747
8,50,-0.052674
8,51,-0.053121
8,52,-0.053121
8,53,-0.053121
8,54,-0.053040
8,55,-0.053040
8,56,-0.052999
8,57,-0.052999
8,58,-0.053003
8,59,-0.053003
8,60,-0.051268
8,61,-0.052734
8,62,-0.052734
8,63,-0.052728
8,64,-0.052728
8,65,-0.052728
8,66,-0.052728
8,67,-0.052728
8,68,-0.052719
8,69,-0.053264
8,70,-0.053264
8,71,-0.053264
8,72,-0.053473
8,73,-0.053536
8,74,-0.053536
8,75,-0.053536
8,76,-0.053536
8,77,-0.053536
8,78,-0.053617
8,79,-0.053617
8,80,-0.053617
8,81,-0.053618
8,82,-0.053618
8,83,-0.053618
8,84,-0.053618
8,85,-0.053619
8,86,-0.053619
8,87,-0.053619
8,88,-0.053619
8,89,-0.053619
8,90,-0.053619
8,91,-0.053619
8,92,-0.053619
8,93,-0.053619
8,94,-0.053619
8,95,-0.053619
8,96,-0.053619
8,97,-0.053619
8,98,-0.053619
8,99,-0.053619
8,100,-0.053619
8,101,-0.053619
8,102,-0.053619
8,103,-0.053619
8,104,-0.053619
8,105,-0.053619
8,106,-0.053619
8,107,-0.053619
8,108,-0.053619
8,109,-0.053619
8,110,-0.053619
8,111,-0.053619
8,112,-0.053619
8,113,-0.053619
8,114,-0.053619
8,115,-0.053619
8,116,-0.053619
8,117,-0.053619
8,118,-0.053619
8,119,-0.053619
8,120,-0.053619
8,121,-0.053619
8,122,-0.053619
8,123,-0.053619
8,124,-0.053619
8,125,-0.053619
8,126,-0.053619
8,127,-0.053619
8,128,-0.053619
8,129,-0.053619
8,130,-0.053619
8,131,-0.053619
8,132,-0.053619
8,133,-0.053619
8,134,-0.053619
8,135,-0.053619
8,136,-0.053619
8,137,-0.053619
8,138,-0.053619
8,139,-0.053619
8,140,-0.053619
8,141,-0.053619
8,142,-0.053619
8,143,-0.053619
8,144,-0.053619
8,145,-0.053619
8,146,-0.053619
8,147,-0.053619
8,148,-0.053619
8,149,-0.053619
8,150,-0.053619
8,151,-0.053619
8,152,-0.053619
8,153,-0.053619
8,154,-0.053619
8,155,-0.053619
8,156,-0.053619
8,157,-0.053619
8,158,-0.053619
8,159,-0.053619
8,160,-0.053619
8,161,-0.053619
8,162,-0.053619
8,163,-0.053619
8,164,-0.053619
8,165,-0.053619
8,166,-0.053619
8,167,-0.053619
8,168,-0.053619
8,169,-0.053619
8,170,-0.053619
8,171,-0.053619
8,172,-0.053619
8,173,-0.053619
8,174,-0.053619
8,175,-0.053619
8,176,-0.053619
8,177,-0.053619
8,178,-0.053619
8,179,-0.053619
8,180,-0.053619
8,181,-0.053619
8,182,-0.053619
8,183,-0.053619
8,184,-0.053619
8,185,-0.053619
8,186,-0.053619
8,187,-0.053619
8,188,-0.053619
8,189,-0.053619
8,190,-0.053619
8,191,-0.053619
8,192,-0.053619
8,193,-0.053619
8,194,-0.053619
8,195,-0.053619
8,196,-0.053619
8,197,-0.053619
8,198,-0.053619
8,199,-0.053619
8,200,-0.053619
8,201,-0.053619
8,202,-0.053619
8,203,-0.053619
8,204,-0.053619
8,205,-0.053619
8,206,-0.053619
8,207,-0.053619
8,208,-0.053619
8,209,-0.053619
8,210,-0.053619
8,211,-0.053619
8,212,-0.053619
8,213,-0.053619
8,214,-0.053619
8,215,-0.053619
8,216,-0.053619
8,217,-0.053619
8,218,-0.053619
8,219,-0.053619
8,220,-0.053619
8,221,-0.053619
8,222,-0.053619
8,223,-0.053619
8,224,-0.053619
8,225,-0.053619
8,226,-0.053619
8,227,-0.053619
8,228,-0.053619
8,229,-0.053619
8,230,-0.053619
8,231,-0.053619
8,232,-0.053619
8,233,-0.053619
8,234,-0.053619
8,235,-0.053619
8,236,-0.053619
8,237,-0.053619
8,238,-0.053619
8,239,-0.053619
8,240,-0.053619
8,241,-0.053619
8,242,-0.053619
8,243,-0.053619
8,244,-0.053619
8,245,-0.053619
8,246,-0.053619
8,247,-0.053619
8,248,-0.053619
8,249,-0.053619
8,250,-0.053619
8,251,-0.053619
8,252,-0.053619
8,253,-0.053619
9,0,1.000000
9,1,1.000000
9,2,0.841667
9,3,0.841667
9,4,0.841667
9,5,0.841667
9,6,0.646088
9,7,0.646088
9,8,0.646088
9,9,0.646088
9,10,0.646088
9,11,0.646088
9,12,0.646088
9,13,0.646088
9,14,0.638171
9,15,0.638171
9,16,0.479838
9,17,0.321504
9,18,0.340827
9,19,0.340827
9,20,0.340827
9,21,0.340827
9,22,0.340827
9,23,0.340827
9,24,0.316824
9,25,0.158490
9,26,0.160312
9,27,0.160312
9,28,0.160312
9,29,0.168688
9,30,0.168688
9,31,0.168688
9,32,0.168688
9,33,0.140684
9,34,0.140684
9,35,-0.017649
9,36,-0.025566
9,37,-0.014873
9,38,-0.015238
9,39,-0.015238
9,40,-0.015238
9,41,-0.042172
9,42,-0.042172
9,43,-0.042172
9,44,-0.043643
9,45,-0.043753
9,46,-0.045054
9,47,-0.053853
9,48,-0.053853
9,49,-0.053753
9,50,-0.053679
9,51,-0.053679
9,52,-0.053679
9,53,-0.051118
9,54,-0.051118
9,55,-0.051118
9,56,-0.051042
9,57,-0.051042
9,58,-0.050985
9,59,-0.050985
9,60,-0.050985
9,61,-0.053355
9,62,-0.053355
9,63,-0.053356
9,64,-0.053356
9,65,-0.053356
9,66,-0.053356
9,67,-0.053356
9,68,-0.053347
9,69,-0.053847
9,70,-0.053847
9,71,-0.053847
9,72,-0.054164
9,73,-0.054198
9,74,-0.054198
9,75,-0.054198
9,76,-0.054198
9,77,-0.054198
9,78,-0.054272
9,79,-0.054272
9,80,-0.054272
9,81,-0.054272
9,82,-0.054272
9,83,-0.054272
9,84,-0.054272
9,85,-0.054272
9,86,-0.054272
9,87,-0.054272
9,88,-0.054272
9,89,-0.054272
9,90,-0.054272
9,91,-0.054272
9,92,-0.054272
9,93,-0.054272
9,94,-0.054272
9,95,-0.054272
9,96,-0.054272
9,97,-0.054272
9,98,-0.054272
9,99,-0.054272
9,100,-0.054272
9,101,-0.054272
9,102,-0.054272
9,103,-0.054272
9,104,-0.054272
9,105,-0.054272
9,106,-0.054272
9,107,-0.054272
9,108,-0.054272
9,109,-0.054272
9,110,-0.054272
9,111,-0.054272
9,112,-0.054272
9,113,-0.054272
9,114,-0.054272
9,115,-0.054272
9,116,-0.054272
9,117,-0.054272
9,118,-0.054272
9,119,-0.054272
9,120,-0.054272
9,121,-0.054272
9,122,-0.054272
9,123,-0.054272
9,124,-0.054272
9,125,-0.054272
9,126,-0.054272
9,127,-0.054272
9,128,-0.054272
9,129,-0.054272
9,130,-0.054272
9,131,-0.054272
9,132,-0.054272
9,133,-0.054272
9,134,-0.054272
9,135,-0.054272
9,136,-0.054272
9,137,-0.054272
9,138,-0.054272
9,139,-0.054272
9,140,-0.054272
9,141,-0.054272
9,142,-0.054272
9,143,-0.054272
9,144,-0.054272
9,145,-0.054272
9,146,-0.054272
9,147,-0.054272
9,148,-0.054272
9,149,-0.054272
9,150,-0.054272
9,151,-0.054272
9,152,-0.054272
9,153,-0.054272
9,154,-0.054272
9,155,-0.054272
9,156,-0.054272
9,157,-0.054272
9,158,-0.054272
9,159,-0.054272
9,160,-0.054272
9,161,-0.054272
9,162,-0.054272
9,163,-0.054272
9,164,-0.054272
9,165,-0.054272
9,166,-0.054272
9,167,-0.054272
9,168,-0.054272
9,169,-0.054272
9,170,-0.054272
9,171,-0.054272
9,172,-0.054272
9,173,-0.054272
9,174,-0.054272
9,175,-0.054272
9,176,-0.054272
9,177,-0.054272
9,178,-0.054272
9,179,-0.054272
9,180,-0.054272
9,181,-0.054272
9,182,-0.054272
9,183,-0.054272
9,184,-0.054272
9,185,-0.054272
9,186,-0.054272
9,187,-0.054272
9,188,-0.054272
9,189,-0.054272
9,190,-0.054272
9,191,-0.054272
9,192,-0.054272
9,193,-0.054272
9,194,-0.054272
9,195,-0.054272
9,196,-0.054272
9,197,-0.054272
9,198,-0.054272
9,199,-0.054272
9,200,-0.054272
9,201,-0.054272
9,202,-0.054272
9,203,-0.054272
9,204,-0.054272
9,205,-0.054272
9,206,-0.054272
9,207,-0.054272
9,208,-0.054272
9,209,-0.054272
9,210,-0.054272
9,211,-0.054272
9,212,-0.054272
9,213,-0.054272
9,214,-0.054272
9,215,-0.054272
9,216,-0.054272
9,217,-0.054272
9,218,-0.054272
9,219,-0.054272
9,220,-0.054272
9,221,-0.054272
9,222,-0.054272
9,223,-0.054272
9,224,-0.054272
9,225,-0.054272
9,226,-0.054272
9,227,-0.054272
9,228,-0.054272
9,229,-0.054272
9,230,-0.054272
9,231,-0.054272
9,232,-0.054272
9,233,-0.054272
9,234,-0.054272
9,235,-0.054272
9,236,-0.054272
9,237,-0.054272
9,238,-0.054272
9,239,-0.054272
9,240,-0.054272
9,241,-0.054272
9,242,-0.054272
9,243,-0.054272
9,244,-0.054272
9,245,-0.054272
9,246,-0.054272
9,247,-0.054272
9,248,-0.054272
9,249,-0.054272
9,250,-0.054272
9,251,-0.054272
9,252,-0.054272
9,253,-0.054272
10,0,1.000000
10,1,1.000000
10,2,0.841667
10,3,0.841667
10,4,0.841667
10,5,0.841667
10,6,0.646088
10,7,0.646088
10,8,0.646088
10,9,0.646088
10,10,0.646088
10,11,0.646088
10,12,0.646088
10,13,0.646088
10,14,0.638171
10,15,0.638171
10,16,0.638171
10,17,0.479838
10,18,0.499160
10,19,0.499160
10,20,0.499160
10,21,0.499160
10,22,0.499160
10,23,0.499160
10,24,0.499160
10,25,0.024160
10,26,0.025982
10,27,0.025982
10,28,0.013989
10,29,0.022365
10,30,0.022365
10,31,0.022365
10,32,0.022365
10,33,-0.005638
10,34,-0.005638
10,35,-0.005638
10,36,-0.013555
10,37,-0.005019
10,38,-0.005384
10,39,-0.005384
10,40,-0.005384
10,41,-0.005384
10,42,-0.005455
10,43,-0.005455
10,44,-0.006855
10,45,-0.008161
10,46,-0.034172
10,47,-0.035472
10,48,-0.035472
10,49,-0.035372
10,50,-0.035298
10,51,-0.035298
10,52,-0.035298
10,53,-0.035298
10,54,-0.035217
10,55,-0.035217
10,56,-0.035176
10,57,-0.035176
10,58,-0.033969
10,59,-0.033892
10,60,-0.033892
10,61,-0.034931
10,62,-0.034931
10,63,-0.034932
10,64,-0.034932
10,65,-0.034932
10,66,-0.034932
10,67,-0.034932
10,68,-0.034923
10,69,-0.035468
10,70,-0.035468
10,71,-0.035468
10,72,-0.035627
10,73,-0.035661
10,74,-0.035661
10,75,-0.035661
10,76,-0.035661
10,77,-0.035661
10,78,-0.035742
10,79,-0.035742
10,80,-0.035742
10,81,-0.035742
10,82,-0.035742
10,83,-0.035742
10,84,-0.035742
10,85,-0.035742
10,86,-0.035742
10,87,-0.035742
10,88,-0.035742
10,89,-0.035742
10,90,-0.035742
10,91,-0.035742
10,92,-0.035742
10,93,-0.035742
10,94,-0.035742
10,95,-0.035742
10,96,-0.035742
10,97,-0.035742
10,98,-0.035742
10,99,-0.035742
10,100,-0.035742
10,101,-0.035742
10,102,-0.035742
10,103,-0.035742
10,104,-0.035742
10,105,-0.035742
10,106,-0.035742
10,107,-0.035742
10,108,-0.035742
10,109,-0.035742
10,110,-0.035742
10,111,-0.035742
10,112,-0.035742
10,113,-0.035742
10,114,-0.035742
10,115,-0.035742
10,116,-0.035742
10,117,-0.035742
10,118,-0.035742
10,119,-0.035742
10,120,-0.035742
10,121,-0.035742
10,122,-0.035742
10,123,-0.035742
10,124,-0.035742
10,125,-0.035742
10,126,-0.035742
10,127,-0.035742
10,128,-0.035742
10,129,-0.035742
10,130,-0.035742
10,131,-0.035742
10,132,-0.035742
10,133,-0.035742
10,134,-0.035742
10,135,-0.035742
10,136,-0.035742
10,137,-0.035742
10,138,-0.035742
10,139,-0.035742
10,140,-0.035742
10,141,-0.035742
10,142,-0.035742
10,143,-0.035742
10,144,-0.035742
10,145,-0.035742
10,146,-0.035742
10,147,-0.035742
10,148,-0.035742
10,149,-0.035742
10,150,-0.035742
10,151,-0.035742
10,152,-0.035742
10,153,-0.035742
10,154,-0.035742
10,155,-0.035742
10,156,-0.035742
10,157,-0.035742
10,158,-0.035742
10,159,-0.035742
10,160,-0.035742
10,161,-0.035742
10,162,-0.035742
10,163,-0.035742
10,164,-0.035742
10,165,-0.035742
10,166,-0.035742
10,167,-0.035742
10,168,-0.035742
10,169,-0.035742
10,170,-0.035742
10,171,-0.035742
10,172,-0.035742
10,173,-0.035742
10,174,-0.035742
10,175,-0.035742
10,176,-0.035742
10,177,-0.035742
10,178,-0.035742
10,179,-0.035742
10,180,-0.035742
10,181,-0.035742
10,182,-0.035742
10,183,-0.035742
10,184,-0.035742
10,185,-0.035742
10,186,-0.035742
10,187,-0.035742
10,188,-0.035742
10,189,-0.035742
10,190,-0.035742
10,191,-0.035742
10,192,-0.035742
10,193,-0.035742
10,194,-0.035742
10,195,-0.035742
10,196,-0.035742
10,197,-0.035742
10,198,-0.035742
10,199,-0.035742
10,200,-0.035742
10,201,-0.035742
10,202,-0.035742
10,203,-0.035742
10,204,-0.035742
10,205,-0.035742
10,206,-0.035742
10,207,-0.035742
10,208,-0.035742
10,209,-0.035742
10,210,-0.035742
10,211,-0.035742
10,212,-0.035742
10,213,-0.035742
10,214,-0.035742
10,215,-0.035742
10,216,-0.035742
10,217,-0.035742
10,218,-0.035742
10,219,-0.035742
10,220,-0.035742
10,221,-0.035742
10,222,-0.035742
10,223,-0.035742
10,224,-0.035742
10,225,-0.035742
10,226,-0.035742
10,227,-0.035742
10,228,-0.035742
10,229,-0.035742
10,230,-0.035742
10,231,-0.035742
10,232,-0.035742
10,233,-0.035742
10,234,-0.035742
10,235,-0.035742
10,236,-0.035742
10,237,-0.035742
10,238,-0.035742
10,239,-0.035742
10,240,-0.035742
10,241,-0.035742
10,242,-0.035742
10,243,-0.035742
10,244,-0.035742
10,245,-0.035742
10,246,-0.035742
10,247,-0.035742
10,248,-0.035742
10,249,-0.035742
10,250,-0.035742
10,251,-0.035742
10,252,-0.035742
10,253,-0.035742
11,0,1.000000
11,1,1.000000
11,2,0.841667
11,3,0.841667
11,4,0.841667
11,5,0.841667
11,6,0.646088
11,7,0.646088
11,8,0.646088
11,9,0.646088
11,10,0.646088
11,11,0.646088
11,12,0.646088
11,13,0.487754
11,14,0.479838
11,15,0.479838
11,16,0.479838
11,17,0.321504
11,18,0.340827
11,19,0.340827
11,20,0.340827
11,21,0.332910
11,22,0.332910
11,23,0.332910
11,24,0.332910
11,25,0.001339
11,26,0.003160
11,27,0.003160
11,28,0.003160
11,29,0.011537
11,30,0.011537
11,31,0.011537
11,32,0.011537
11,33,-0.016105
11,34,-0.016105
11,35,-0.024022
11,36,-0.031938
11,37,-0.023403
11,38,-0.023768
11,39,-0.023768
11,40,-0.023768
11,41,-0.023768
11,42,-0.023839
11,43,-0.023839
11,44,-0.025239
11,45,-0.026545
11,46,-0.026545
11,47,-0.044999
11,48,-0.045957
11,49,-0.045857
11,50,-0.045783
11,51,-0.045783
11,52,-0.045783
11,53,-0.045783
11,54,-0.045702
11,55,-0.045702
11,56,-0.045661
11,57,-0.045661
11,58,-0.045665
11,59,-0.044524
11,60,-0.044488
11,61,-0.045398
11,62,-0.045398
11,63,-0.045399
11,64,-0.045399
11,65,-0.045399
11,66,-0.045399
11,67,-0.045399
11,68,-0.045390
11,69,-0.045935
11,70,-0.045935
11,71,-0.045935
11,72,-0.046079
11,73,-0.046113
11,74,-0.046113
11,75,-0.046113
11,76,-0.046113
11,77,-0.046113
11,78,-0.046194
11,79,-0.046194
11,80,-0.046194
11,81,-0.046194
11,82,-0.046194
11,83,-0.046194
11,84,-0.046194
11,85,-0.046194
11,86,-0.046194
11,87,-0.046194
11,88,-0.046194
11,89,-0.046194
11,90,-0.046194
11,91,-0.046194
11,92,-0.046194
11,93,-0.046194
11,94,-0.046194
11,95,-0.046194
11,96,-0.046194
11,97,-0.046194
11,98,-0.046194
11,99,-0.046194
11,100,-0.046194
11,101,-0.046194
11,102,-0.046194
11,103,-0.046194
11,104,-0.046194
11,105,-0.046194
11,106,-0.046194
11,107,-0.046194
11,108,-0.046194
11,109,-0.046194
11,110,-0.046194
11,111,-0.046194
11,112,-0.046194
11,113,-0.046194
11,114,-0.046194
11,115,-0.046194
11,116,-0.046194
11,117,-0.046194
11,118,-0.046194
11,119,-0.046194
11,120,-0.046194
11,121,-0.046194
11,122,-0.046194
11,123,-0.046194
11,124,-0.046194
11,125,-0.046194
11,126,-0.046194
11,127,-0.046194
11,128,-0.046194
11,129,-0.046194
11,130,-0.046194
11,131,-0.046194
11,132,-0.046194
11,133,-0.046194
11,134,-0.046194
11,135,-0.046194
11,136,-0.046194
11,137,-0.046194
11,138,-0.046194
11,139,-0.046194
11,140,-0.046194
11,141,-0.046194
11,142,-0.046194
11,143,-0.046194
11,144,-0.046194
11,145,-0.046194
11,146,-0.046194
