step,ep_10,ep_21,ep_30,ep_35,ep_44
512,35.336861,70.599749,55.125151,81.158628,97.522321
513,34.971338,70.599749,55.125151,81.158628,97.522321
514,34.124689,76.061506,55.125151,81.158628,97.522321
515,34.124689,76.061506,55.125151,81.158628,97.522321
516,34.124689,76.061506,55.125151,81.158628,97.522321
517,34.124689,76.061506,55.125151,81.158628,97.522321
518,32.863934,76.061506,55.125151,81.158628,140.561680
519,32.863934,76.061506,55.125151,81.158628,140.561680
520,32.863934,76.061506,55.125151,81.158628,140.561680
521,32.863934,76.061506,55.125151,81.158628,140.561680
522,32.863934,76.061506,55.125151,81.158628,140.561680
523,32.863934,76.061506,55.125151,81.158628,140.561680
524,32.863934,76.061506,55.125151,81.158628,140.561680
525,32.863934,76.061506,55.125151,81.158628,140.561680
526,32.863934,76.061506,55.125151,89.042261,140.561680
527,32.863934,76.061506,55.125151,89.953384,140.561680
528,32.863934,76.061506,55.125151,89.953384,140.561680
529,32.863934,76.061506,55.125151,89.953384,140.561680
530,32.863934,76.061506,55.125151,89.953384,140.561680
531,32.863934,72.714061,55.125151,89.953384,140.561680
532,32.863934,72.714061,55.125151,89.953384,140.561680
533,32.863934,72.714061,55.125151,89.953384,140.561680
534,32.863934,72.714061,55.125151,89.953384,140.561680
535,32.863934,72.714061,55.125151,89.953384,140.561680
536,32.863934,72.714061,55.125151,89.953384,140.561680
537,32.863934,72.714061,55.125151,89.953384,140.561680
538,32.863934,72.714061,55.125151,89.953384,140.561680
539,32.863934,72.714061,55.125151,89.953384,140.561680
540,32.863934,72.714061,55.125151,89.953384,140.561680
541,32.863934,72.714061,55.125151,89.953384,140.561680
542,32.863934,72.714061,55.125151,89.953384,140.561680
543,32.863934,72.714061,55.125151,89.953384,140.561680
544,32.863934,72.714061,55.125151,89.953384,140.561680
545,32.863934,72.714061,55.125151,89.953384,140.561680
546,32.863934,72.714061,55.125151,89.953384,140.561680
547,32.863934,72.714061,55.125151,89.953384,154.215641
548,32.863934,72.714061,55.125151,89.953384,155.793650
549,32.863934,72.714061,55.125151,89.953384,155.793650
550,32.863934,72.714061,55.125151,89.953384,155.793650
551,32.863934,72.714061,55.125151,89.953384,155.793650
552,32.863934,72.714061,55.125151,89.953384,155.793650
553,32.863934,73.853955,55.125151,89.953384,155.793650
554,32.863934,72.475657,55.125151,89.953384,155.793650
555,32.863934,72.475657,55.125151,89.953384,155.793650
556,32.863934,72.475657,55.125151,89.953384,155.793650
557,32.863934,72.475657,55.125151,89.953384,155.793650
558,32.863934,75.337672,55.125151,89.953384,155.793650
559,32.863934,75.337672,55.125151,89.953384,155.793650
560,32.863934,75.337672,55.125151,89.953384,155.793650
561,32.863934,75.337672,59.389758,89.953384,155.793650
562,32.863934,75.337672,59.389758,89.953384,155.793650
563,32.863934,93.143510,59.389758,89.953384,155.793650
564,32.863934,93.143510,59.389758,89.953384,155.793650
565,32.863934,93.143510,59.389758,89.953384,155.793650
566,32.863934,93.143510,59.389758,89.953384,155.793650
567,32.863934,93.143510,59.389758,89.953384,155.793650
568,32.863934,93.143510,59.389758,89.953384,155.793650
569,32.863934,93.143510,59.389758,89.953384,155.793650
570,32.863934,93.143510,59.389758,89.953384,155.793650
571,32.863934,93.143510,59.389758,89.953384,155.793650
572,32.863934,93.143510,59.389758,89.953384,155.793650
573,32.863934,93.143510,59.389758,89.953384,155.793650
574,32.863934,93.143510,59.389758,89.953384,155.793650
575,32.863934,85.387945,59.389758,89.953384,155.793650
576,32.863934,85.387945,59.389758,96.912383,155.793650
577,32.863934,85.387945,59.389758,96.912383,155.793650
578,32.863934,85.387945,59.389758,96.912383,155.793650
579,32.863934,85.387945,59.389758,96.912383,155.793650
580,32.863934,85.387945,54.633385,96.912383,155.793650
581,32.863934,85.387945,54.633385,96.912383,155.793650
582,32.863934,85.387945,54.633385,96.912383,155.793650
583,32.863934,85.387945,54.633385,96.912383,155.793650
584,32.863934,100.609274,54.633385,96.912383,155.793650
585,32.863934,100.609274,54.633385,96.912383,155.793650
586,32.863934,100.609274,54.633385,96.912383,155.793650
587,32.863934,100.609274,54.633385,96.912383,155.793650
588,32.863934,100.609274,54.633385,96.912383,155.793650
589,32.863934,100.609274,54.633385,96.912383,155.793650
590,32.863934,100.609274,54.633385,96.912383,155.793650
591,32.863934,100.609274,54.633385,96.912383,155.793650
592,32.863934,100.609274,54.633385,96.912383,155.793650
593,32.863934,100.609274,54.633385,96.912383,155.793650
594,32.863934,100.609274,54.633385,96.912383,155.793650
595,32.863934,99.761413,54.633385,89.150919,155.793650
596,32.863934,96.124655,54.633385,89.150919,155.793650
597,32.863934,96.124655,54.633385,89.150919,155.793650
598,32.863934,96.124655,54.633385,89.150919,155.793650
599,32.863934,96.124655,54.633385,89.150919,155.793650
600,32.863934,96.124655,54.633385,89.150919,155.793650
601,32.863934,114.072745,54.633385,89.150919,155.793650
602,32.863934,114.072745,54.633385,89.150919,154.097509
603,32.863934,114.072745,54.633385,89.150919,154.097509
604,32.863934,114.072745,54.633385,89.150919,154.097509
605,32.863934,114.072745,54.633385,89.150919,154.097509
606,32.863934,114.072745,54.633385,89.150919,154.097509
607,32.863934,114.072745,54.633385,89.150919,154.097509
608,32.863934,114.072745,54.633385,89.150919,154.097509
609,32.863934,114.072745,50.973598,89.150919,154.097509
610,32.863934,114.072745,51.919902,89.150919,154.097509
611,32.863934,114.072745,51.919902,89.150919,154.097509
612,32.863934,114.072745,51.919902,89.150919,154.097509
613,32.863934,114.072745,51.919902,89.150919,154.097509
614,32.863934,114.072745,53.970184,89.150919,154.097509
615,32.863934,114.072745,53.970184,89.150919,154.097509
616,32.863934,114.072745,53.970184,89.150919,154.097509
617,32.863934,114.072745,53.970184,89.150919,154.097509
618,32.863934,114.072745,53.970184,89.150919,154.097509
619,32.863934,114.072745,66.725879,89.150919,154.097509
620,32.863934,114.072745,66.725879,89.150919,154.097509
621,32.863934,114.072745,66.725879,89.150919,154.097509
622,32.863934,104.523917,66.725879,89.150919,154.097509
623,32.863934,104.523917,66.725879,89.150919,154.097509
624,32.863934,104.523917,66.725879,89.150919,154.097509
625,32.863934,104.523917,66.725879,89.150919,154.097509
626,32.863934,104.523917,66.725879,89.150919,154.097509
627,32.863934,104.523917,66.725879,78.866439,154.097509
628,32.863934,104.523917,66.725879,78.866439,154.097509
629,32.863934,104.523917,66.725879,76.490768,154.097509
630,32.863934,104.523917,66.725879,76.490768,154.097509
631,32.863934,104.523917,66.725879,76.490768,154.097509
632,32.863934,104.523917,66.725879,76.490768,154.097509
633,32.863934,104.523917,66.725879,79.511337,154.097509
634,32.863934,104.523917,66.725879,79.511337,154.097509
635,32.863934,105.850202,66.725879,79.511337,154.097509
636,32.863934,116.257463,66.725879,79.511337,154.097509
637,32.863934,116.257463,66.725879,79.511337,154.097509
638,32.863934,108.953037,66.725879,98.303609,154.097509
639,32.863934,122.580404,66.725879,98.303609,154.097509
640,32.863934,122.580404,66.725879,98.303609,154.097509
641,32.863934,122.580404,66.725879,98.303609,154.097509
642,32.863934,122.580404,66.725879,98.303609,154.097509
643,32.863934,122.580404,66.725879,98.303609,154.097509
644,32.863934,122.580404,66.725879,98.303609,154.097509
645,32.863934,122.580404,66.725879,98.303609,154.097509
646,32.863934,122.580404,66.725879,98.303609,154.097509
647,32.863934,122.580404,66.725879,98.303609,154.097509
648,32.863934,122.580404,66.725879,98.303609,154.097509
649,32.863934,122.580404,66.725879,98.303609,154.097509
650,32.863934,122.580404,66.725879,98.303609,154.097509
651,32.863934,122.580404,78.620492,98.303609,154.097509
652,32.863934,122.580404,78.620492,98.303609,154.097509
653,32.863934,122.580404,78.620492,98.303609,154.097509
654,32.863934,122.580404,78.620492,98.303609,154.097509
655,32.863934,122.580404,78.620492,98.303609,154.097509
656,32.863934,122.580404,78.620492,98.303609,154.097509
657,32.863934,122.580404,78.620492,98.303609,154.097509
658,32.863934,122.580404,78.620492,98.303609,154.097509
659,32.863934,122.580404,78.620492,98.303609,154.097509
660,32.863934,122.580404,78.620492,98.303609,154.097509
661,32.863934,122.580404,78.620492,98.303609,154.097509
662,32.863934,122.580404,77.957937,98.303609,154.097509
663,32.863934,122.580404,75.116015,98.303609,154.097509
664,32.863934,122.580404,75.116015,98.303609,154.097509
665,32.863934,122.580404,75.116015,98.303609,154.097509
666,32.863934,110.397960,75.116015,98.303609,154.097509
667,32.863934,110.397960,75.116015,98.303609,154.097509
668,32.863934,99.043144,89.141438,98.303609,142.062356
669,32.863934,99.043144,89.141438,98.303609,142.062356
670,32.863934,99.043144,89.141438,115.827295,142.062356
671,32.863934,84.347742,89.141438,115.827295,142.062356
672,32.863934,88.836443,89.141438,115.827295,147.672303
673,32.863934,92.403607,89.141438,115.827295,147.672303
674,32.863934,92.403607,89.141438,115.827295,147.672303
675,32.863934,92.403607,89.141438,115.827295,147.672303
676,32.863934,84.735746,89.141438,115.827295,147.672303
677,32.863934,81.926799,89.141438,115.827295,182.574220
678,32.863934,77.309683,89.141438,115.827295,182.574220
679,32.863934,77.309683,89.141438,115.827295,182.574220
680,32.863934,77.309683,89.141438,115.827295,182.574220
681,32.863934,77.309683,89.141438,114.851188,182.574220
682,32.863934,77.309683,89.141438,110.664339,182.574220
683,32.863934,78.437954,89.141438,110.664339,182.574220
684,32.863934,78.437954,89.141438,110.664339,182.574220
685,32.863934,90.355833,89.141438,110.664339,182.574220
686,32.863934,90.355833,89.141438,110.664339,182.574220
687,32.863934,90.355833,89.141438,110.664339,182.574220
688,32.863934,90.355833,89.141438,110.664339,182.574220
689,32.863934,90.355833,89.141438,112.622090,182.574220
690,32.863934,90.355833,89.141438,112.622090,182.574220
691,32.863934,90.355833,89.141438,112.622090,182.574220
692,32.863934,90.355833,89.141438,112.622090,182.574220
693,32.863934,90.355833,89.141438,112.622090,182.574220
694,32.863934,90.355833,89.141438,112.622090,182.574220
695,32.863934,90.355833,89.141438,112.622090,182.574220
696,32.863934,90.355833,89.141438,112.622090,182.574220
697,32.863934,90.355833,89.141438,112.622090,182.574220
698,32.863934,90.355833,89.141438,112.622090,182.574220
699,32.863934,90.355833,89.141438,112.622090,182.574220
700,32.863934,90.355833,89.141438,112.622090,182.574220
701,32.863934,90.355833,89.141438,112.622090,182.574220
702,32.863934,90.355833,89.141438,112.622090,182.574220
703,32.863934,90.355833,89.141438,112.622090,182.574220
704,32.863934,90.355833,89.141438,112.622090,182.574220
705,32.863934,90.355833,89.141438,112.622090,182.574220
706,32.863934,90.355833,90.272538,112.622090,182.574220
707,32.863934,90.355833,99.148193,112.622090,182.574220
708,32.863934,90.355833,99.148193,112.622090,182.574220
709,32.863934,90.355833,99.148193,112.622090,215.120059
710,32.863934,90.355833,99.148193,112.622090,215.120059
711,32.863934,90.355833,99.148193,112.622090,215.120059
712,32.863934,90.355833,99.148193,112.622090,215.120059
713,32.863934,90.355833,77.646109,112.622090,215.120059
714,32.863934,90.355833,85.204580,112.622090,215.120059
715,32.863934,90.355833,85.204580,112.622090,215.120059
716,32.863934,90.355833,85.204580,112.622090,215.120059
717,32.863934,90.355833,85.204580,112.622090,215.120059
718,32.863934,90.355833,85.204580,112.622090,215.120059
719,32.863934,90.355833,85.204580,112.622090,215.120059
720,32.863934,90.355833,85.204580,112.622090,213.307186
721,32.863934,90.355833,85.204580,112.622090,205.531167
722,32.863934,90.355833,85.204580,112.622090,205.531167
723,32.863934,90.355833,85.204580,112.622090,205.531167
724,32.863934,86.340866,85.204580,112.622090,205.531167
725,32.863934,86.340866,85.204580,112.622090,205.531167
726,32.863934,86.340866,85.204580,112.622090,205.531167
727,32.863934,86.340866,85.204580,114.051131,205.531167
728,32.863934,166.937688,85.204580,125.264713,205.531167
729,32.863934,161.925750,85.204580,125.264713,205.531167
730,32.863934,161.925750,85.204580,125.264713,205.531167
731,32.863934,159.000661,85.204580,125.264713,205.531167
732,32.863934,159.000661,85.204580,125.264713,205.531167
733,32.863934,159.000661,85.204580,125.264713,205.531167
734,32.863934,159.000661,85.204580,98.098789,206.986107
735,32.863934,159.000661,85.204580,107.648228,206.986107
736,32.863934,159.000661,85.204580,107.648228,206.986107
737,32.863934,159.000661,85.204580,107.648228,206.986107
738,32.863934,159.000661,85.204580,107.648228,206.986107
739,32.863934,159.000661,85.204580,107.648228,206.986107
740,32.863934,159.000661,85.204580,107.648228,206.986107
741,32.863934,159.000661,85.204580,107.648228,206.986107
742,32.863934,159.000661,85.204580,107.648228,206.986107
743,32.863934,159.000661,85.204580,107.648228,206.986107
744,32.863934,159.000661,85.204580,107.648228,206.986107
745,32.863934,172.326928,85.204580,107.648228,206.986107
746,32.863934,172.326928,85.204580,107.648228,206.986107
747,32.863934,172.326928,85.204580,107.648228,206.986107
748,32.863934,172.326928,85.204580,107.648228,206.986107
749,32.863934,172.326928,85.204580,107.648228,206.986107
750,32.863934,172.326928,85.204580,107.648228,206.986107
751,32.863934,172.326928,85.204580,107.648228,206.986107
752,32.863934,148.734428,83.199135,107.648228,206.986107
753,32.863934,148.734428,83.199135,107.648228,206.986107
754,32.863934,148.734428,83.199135,107.648228,206.986107
755,32.863934,148.734428,74.641813,107.648228,206.986107
756,32.863934,148.734428,74.641813,107.648228,206.986107
757,32.863934,148.734428,74.641813,107.648228,206.986107
758,32.863934,143.348228,63.566928,107.648228,206.986107
759,32.863934,143.348228,66.949744,107.648228,206.986107
760,32.863934,143.348228,69.638064,107.648228,206.986107
761,32.863934,143.348228,69.638064,107.648228,206.986107
762,32.863934,143.348228,69.638064,107.648228,206.986107
763,32.863934,143.348228,63.859339,107.648228,206.986107
764,32.863934,143.348228,61.742434,107.648228,206.986107
765,32.863934,143.348228,58.262841,107.648228,206.986107
766,32.863934,143.348228,58.262841,107.648228,206.986107
767,32.863934,143.348228,58.262841,107.648228,206.986107
768,32.863934,143.348228,58.262841,107.648228,206.986107
769,32.863934,143.348228,58.262841,107.648228,206.986107
770,32.863934,143.348228,59.113138,107.648228,206.986107
771,32.863934,143.348228,59.113138,107.648228,206.986107
772,32.863934,136.318199,68.094801,107.648228,209.612517
773,32.863934,136.318199,68.094801,105.114531,230.221756
774,32.863934,136.638998,68.094801,105.114531,230.221756
775,32.863934,136.638998,68.094801,105.114531,230.221756
776,32.863934,136.638998,68.094801,94.303134,230.221756
777,32.863934,131.590797,68.094801,94.303134,230.221756
778,32.863934,131.590797,68.094801,94.303134,230.221756
779,32.863934,131.590797,68.094801,80.311025,180.293994
780,32.863934,131.590797,68.094801,84.584905,197.844737
781,32.863934,131.590797,68.094801,87.981352,197.844737
782,32.863934,131.590797,68.094801,87.981352,197.844737
783,32.863934,131.590797,68.094801,87.981352,197.844737
784,32.863934,131.590797,68.094801,87.981352,197.844737
785,32.863934,131.590797,68.094801,79.959749,197.844737
786,32.863934,131.590797,68.094801,77.309124,197.844737
787,32.863934,131.590797,68.094801,72.952244,197.844737
788,32.863934,131.590797,68.094801,72.952244,197.844737
789,32.863934,131.590797,68.094801,72.952244,197.844737
790,32.863934,131.590797,68.094801,72.952244,197.844737
791,32.863934,131.590797,68.094801,72.952244,197.844737
792,32.863934,131.590797,68.094801,74.016922,197.844737
793,32.863934,131.590797,68.094801,74.016922,197.844737
794,32.863934,131.590797,68.094801,85.263069,197.844737
795,32.863934,131.590797,68.094801,85.263069,197.844737
796,32.863934,131.590797,68.094801,85.263069,197.844737
797,32.863934,131.590797,68.094801,85.263069,197.844737
798,32.863934,131.590797,68.094801,85.263069,197.844737
799,32.863934,131.590797,68.094801,85.263069,197.844737
800,32.863934,131.590797,68.094801,85.263069,197.844737
801,32.863934,131.590797,68.094801,85.263069,197.844737
802,32.863934,131.590797,68.094801,85.263069,197.844737
803,32.863934,131.590797,68.094801,85.263069,197.844737
804,32.863934,131.590797,68.094801,85.263069,197.844737
805,32.863934,131.590797,68.094801,85.263069,197.844737
806,32.863934,131.590797,68.094801,85.263069,197.844737
807,32.863934,131.590797,68.094801,85.263069,197.844737
808,32.863934,131.590797,68.094801,85.263069,197.844737
809,32.863934,131.590797,68.094801,85.263069,197.844737
810,32.863934,131.590797,68.094801,85.263069,197.844737
811,32.863934,131.590797,58.619766,85.263069,197.844737
812,32.863934,131.590797,58.619766,85.263069,197.844737
813,32.863934,131.590797,58.619766,85.263069,197.844737
814,32.863934,131.590797,113.339703,85.263069,197.844737
815,32.863934,131.590797,109.936927,85.263069,197.844737
816,32.863934,131.590797,109.936927,85.263069,197.844737
817,32.863934,131.590797,107.950984,85.263069,197.844737
818,32.863934,131.590797,107.950984,85.263069,197.844737
819,32.863934,131.590797,107.950984,85.263069,197.844737
820,32.863934,131.590797,107.950984,85.263069,197.844737
821,32.863934,131.590797,107.950984,85.263069,197.844737
822,32.863934,131.590797,107.950984,85.263069,197.844737
823,32.863934,131.590797,107.950984,85.263069,177.495715
824,32.863934,131.590797,107.950984,85.263069,177.495715
825,32.863934,131.590797,107.950984,85.263069,177.495715
826,32.863934,131.590797,107.950984,85.263069,177.495715
827,32.863934,131.590797,107.950984,85.263069,177.495715
828,32.863934,131.590797,107.950984,85.263069,188.797634
829,32.863934,131.590797,107.950984,85.263069,188.797634
830,32.863934,131.590797,107.950984,85.263069,188.797634
831,32.863934,131.590797,116.998642,85.263069,188.797634
832,32.863934,131.590797,116.998642,85.263069,188.797634
833,32.863934,131.590797,116.998642,73.399158,188.797634
834,32.863934,131.590797,116.998642,73.399158,188.797634
835,32.863934,131.590797,116.998642,73.399158,198.844804
836,32.863934,131.590797,116.998642,141.915252,206.829277
837,32.863934,131.590797,116.998642,137.654558,206.829277
838,32.863934,131.590797,100.980887,137.654558,206.829277
839,32.863934,131.590797,100.980887,135.167913,206.829277
840,32.863934,131.590797,100.980887,135.167913,187.971845
841,32.863934,131.590797,100.980887,135.167913,181.740673
842,32.863934,131.590797,100.980887,135.167913,171.498386
843,32.863934,131.590797,100.980887,135.167913,171.498386
844,32.863934,131.590797,100.980887,135.167913,171.498386
845,32.863934,131.590797,100.980887,135.167913,171.498386
846,32.863934,131.590797,100.980887,135.167913,171.498386
847,32.863934,131.590797,100.980887,135.167913,174.001263
848,32.863934,131.590797,100.980887,135.167913,174.001263
849,32.863934,131.590797,100.980887,135.167913,200.439052
850,32.863934,131.590797,100.980887,135.167913,200.439052
851,32.863934,131.590797,100.980887,135.167913,200.439052
852,32.863934,131.590797,100.980887,135.167913,200.439052
853,32.863934,131.590797,100.980887,146.496694,200.439052
854,32.863934,131.590797,100.980887,146.496694,200.439052
855,32.863934,131.590797,100.980887,146.496694,200.439052
856,32.863934,131.590797,90.483914,146.496694,200.439052
857,32.863934,131.590797,90.483914,146.496694,200.439052
858,32.863934,131.590797,90.483914,146.496694,200.439052
859,32.863934,131.590797,90.483914,146.496694,200.439052
860,32.863934,131.590797,90.483914,126.440494,200.439052
861,32.863934,131.590797,90.483914,126.440494,200.439052
862,32.863934,131.590797,90.483914,126.440494,200.439052
863,32.863934,131.590797,90.483914,126.440494,200.439052
864,32.863934,131.590797,90.483914,126.440494,200.439052
865,32.863934,131.590797,90.483914,126.440494,200.439052
866,32.863934,131.590797,90.483914,126.440494,200.439052
867,32.863934,131.590797,90.483914,126.440494,200.439052
868,32.863934,131.590797,90.483914,126.440494,200.439052
869,32.863934,131.590797,86.046436,126.440494,200.439052
870,32.863934,131.590797,86.046436,126.440494,200.439052
871,32.863934,131.590797,86.046436,126.440494,200.439052
872,32.863934,131.590797,85.500986,126.440494,200.439052
873,32.863934,131.590797,85.500986,126.440494,200.439052
874,32.863934,131.590797,85.500986,126.440494,200.439052
875,32.863934,131.590797,85.500986,126.440494,200.439052
876,32.863934,131.590797,85.500986,126.440494,200.439052
877,32.863934,131.590797,85.500986,126.440494,200.439052
878,32.863934,131.590797,85.500986,113.296992,200.439052
879,32.863934,131.590797,85.500986,113.296992,200.439052
880,32.863934,131.590797,85.500986,113.296992,200.439052
881,32.863934,131.590797,85.500986,113.296992,200.439052
882,32.863934,131.590797,85.500986,113.296992,200.439052
883,32.863934,131.590797,85.500986,113.296992,200.439052
884,32.863934,131.590797,85.500986,113.296992,200.439052
885,32.863934,131.590797,85.500986,113.296992,200.439052
886,32.863934,131.590797,85.500986,113.296992,200.439052
887,32.863934,131.590797,85.500986,113.296992,200.439052
888,32.863934,131.590797,85.500986,113.296992,172.549006
889,32.863934,131.590797,85.500986,113.296992,172.549006
890,32.863934,131.590797,85.500986,113.296992,172.549006
891,32.863934,131.590797,85.500986,107.740724,333.618751
892,32.863934,131.590797,85.500986,107.740724,323.602580
893,32.863934,131.590797,85.500986,107.740724,323.602580
894,32.863934,131.590797,85.500986,107.740724,317.756899
895,32.863934,131.590797,85.500986,107.740724,317.756899
896,32.863934,131.590797,85.500986,105.421952,317.756899
897,32.863934,131.590797,85.500986,105.421952,317.756899
898,32.863934,131.590797,85.500986,105.421952,317.756899
899,32.863934,131.590797,85.500986,105.421952,317.756899
900,32.863934,131.590797,85.500986,105.421952,317.756899
901,32.863934,131.590797,85.500986,105.421952,317.756899
902,32.863934,131.590797,85.500986,105.421952,317.756899
903,32.863934,131.590797,85.500986,105.421952,317.756899
904,32.863934,131.590797,85.500986,105.421952,317.756899
905,32.863934,131.590797,85.500986,105.421952,317.756899
906,32.863934,131.590797,85.500986,105.421952,317.756899
907,32.863934,131.590797,85.500986,105.421952,317.756899
908,32.863934,131.590797,85.500986,105.421952,344.388948
909,32.863934,131.590797,85.500986,105.421952,344.388948
910,32.863934,131.590797,85.500986,105.421952,344.388948
911,32.863934,131.590797,85.500986,105.421952,344.388948
912,32.863934,131.590797,85.500986,105.421952,344.388948
913,32.863934,131.590797,85.500986,105.421952,344.388948
914,32.863934,131.590797,85.500986,105.421952,344.388948
915,32.863934,131.590797,85.500986,105.421952,344.388948
916,32.863934,131.590797,85.500986,105.421952,344.388948
917,32.863934,131.590797,85.500986,105.421952,344.388948
918,32.863934,131.590797,85.500986,105.421952,344.388948
919,32.863934,131.590797,85.500986,105.421952,344.388948
920,32.863934,131.590797,85.500986,105.421952,344.388948
921,32.863934,131.590797,85.500986,105.421952,344.388948
922,32.863934,131.590797,85.500986,105.421952,344.388948
923,32.863934,131.590797,85.500986,105.421952,344.388948
924,32.863934,131.590797,85.500986,105.421952,344.388948
925,32.863934,131.590797,85.500986,105.421952,344.388948
926,32.863934,131.590797,85.500986,105.421952,344.388948
927,32.863934,131.590797,85.500986,105.421952,344.388948
928,32.863934,131.590797,85.500986,105.421952,344.388948
929,32.863934,131.590797,85.500986,105.421952,344.388948
930,32.863934,131.590797,85.500986,105.421952,344.388948
931,32.863934,131.590797,85.500986,105.421952,344.388948
932,32.863934,131.590797,85.500986,105.421952,344.388948
933,32.863934,131.590797,85.500986,105.421952,344.388948
934,32.863934,131.590797,85.500986,105.421952,344.388948
935,32.863934,131.590797,85.500986,105.421952,344.388948
936,32.863934,131.590797,85.500986,105.421952,344.388948
937,32.863934,131.590797,85.500986,105.421952,344.388948
938,32.863934,131.590797,85.500986,105.421952,344.388948
939,32.863934,131.590797,85.500986,105.421952,344.388948
940,32.863934,131.590797,85.500986,105.421952,344.388948
941,32.863934,131.590797,85.500986,105.421952,344.388948
942,32.863934,131.590797,85.500986,105.421952,344.388948
943,32.863934,131.590797,85.500986,105.421952,344.388948
944,32.863934,131.590797,85.500986,105.421952,344.388948
945,32.863934,131.590797,85.500986,105.421952,344.388948
946,32.863934,131.590797,85.500986,105.421952,344.388948
947,32.863934,131.590797,85.500986,105.421952,344.388948
948,32.863934,131.590797,85.500986,105.421952,344.388948
949,32.863934,131.590797,85.500986,105.421952,344.388948
950,32.863934,131.590797,85.500986,105.421952,344.388948
951,32.863934,131.590797,85.500986,105.421952,344.388948
952,32.863934,131.590797,85.500986,105.421952,344.388948
953,32.863934,131.590797,85.500986,105.421952,344.388948
954,32.863934,131.590797,85.500986,105.421952,327.499557
955,32.863934,131.590797,85.500986,105.421952,327.499557
956,32.863934,131.590797,85.500986,105.421952,327.499557
957,32.863934,131.590797,85.500986,105.421952,327.499557
958,32.863934,131.590797,85.500986,105.421952,327.499557
959,32.863934,131.590797,85.500986,105.421952,320.451183
