hm,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
25,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
30,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
35,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
40,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
45,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
50,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
60,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
75,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
90,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
120,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
180,Legacy4,1,42.87,4.3567,16.02,15,66.67,true,1.428740
5,Legacy4,2,66.21,3.1225,29.24,19,63.16,true,1.662135
8,Legacy4,2,-16.69,-0.3421,30.56,18,44.44,false,0.833076
10,Legacy4,2,13.23,1.4789,19.77,17,41.18,true,1.132267
12,Legacy4,2,98.04,3.8920,19.77,15,53.33,true,1.980367
15,Legacy4,2,5.55,0.8549,22.10,15,46.67,true,1.055499
18,Legacy4,2,-24.95,-0.9682,30.44,15,40.00,false,0.750503
20,Legacy4,2,2.63,0.7205,22.10,14,42.86,true,1.026276
22,Legacy4,2,0.83,0.5612,22.10,14,42.86,true,1.008295
25,Legacy4,2,16.02,1.8006,22.10,14,42.86,true,1.160153
30,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
35,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
40,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
45,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
50,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
60,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
75,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
90,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
120,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
180,Legacy4,2,10.27,1.3284,22.10,14,42.86,true,1.102724
5,Legacy4,3,-20.85,-0.3313,44.70,28,42.86,false,0.791463
8,Legacy4,3,52.98,2.8418,41.97,22,63.64,true,1.529784
10,Legacy4,3,-4.85,1.1325,50.56,22,40.91,false,0.951469
12,Legacy4,3,48.16,2.9946,41.97,20,45.00,true,1.481638
15,Legacy4,3,28.59,2.3400,41.97,18,50.00,true,1.285937
18,Legacy4,3,36.54,2.7579,41.97,18,50.00,true,1.365387
20,Legacy4,3,30.70,2.8131,47.89,18,38.89,true,1.307020
22,Legacy4,3,27.71,2.8416,50.56,18,38.89,true,1.277090
25,Legacy4,3,30.26,2.7265,41.97,17,41.18,true,1.302631
30,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
35,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
40,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
45,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
50,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
60,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
75,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
90,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
120,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
180,Legacy4,3,39.08,2.9880,41.97,16,43.75,true,1.390759
5,Legacy4,4,-5.17,0.1565,28.29,20,45.00,false,0.948307
8,Legacy4,4,-7.49,0.0218,28.43,15,46.67,false,0.925098
10,Legacy4,4,3.07,1.1177,24.77,16,43.75,true,1.030685
12,Legacy4,4,-9.85,-0.2566,24.77,16,43.75,false,0.901535
15,Legacy4,4,5.69,1.3663,24.30,13,38.46,true,1.056890
18,Legacy4,4,0.80,0.8504,26.93,12,41.67,true,1.008046
20,Legacy4,4,-2.06,0.5436,26.93,12,41.67,false,0.979392
22,Legacy4,4,-0.65,0.6849,26.93,12,41.67,false,0.993530
25,Legacy4,4,-1.98,0.5389,26.93,12,41.67,false,0.980233
