hm,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
180,Legacy5BNB,1,103.20,10.9349,16.02,12,75.00,true,2.032017
5,Legacy5BNB,2,-16.44,-0.6924,31.94,20,45.00,false,0.835574
8,Legacy5BNB,2,-32.50,-1.5313,34.72,19,36.84,false,0.674992
10,Legacy5BNB,2,-0.32,0.5270,19.77,18,38.89,false,0.996789
12,Legacy5BNB,2,77.48,3.3715,19.77,17,47.06,true,1.774833
15,Legacy5BNB,2,-5.40,0.1148,27.16,17,41.18,false,0.945953
18,Legacy5BNB,2,-32.74,-1.5000,34.95,17,35.29,false,0.672611
20,Legacy5BNB,2,-8.02,-0.0324,27.16,16,37.50,false,0.919763
22,Legacy5BNB,2,-9.64,-0.1823,27.16,16,37.50,false,0.903648
25,Legacy5BNB,2,3.97,1.0435,27.16,16,37.50,true,1.039745
30,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
35,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
40,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
45,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
50,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
60,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
75,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
90,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
120,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
180,Legacy5BNB,2,-1.17,0.5845,27.16,16,37.50,false,0.988277
5,Legacy5BNB,3,25.52,2.0399,44.70,25,48.00,true,1.255161
8,Legacy5BNB,3,220.38,5.5998,41.97,19,63.16,true,3.203771
10,Legacy5BNB,3,22.61,2.1688,50.56,19,47.37,true,1.226085
12,Legacy5BNB,3,33.99,2.4503,41.97,18,50.00,true,1.339887
15,Legacy5BNB,3,65.71,3.6026,41.97,15,60.00,true,1.657089
18,Legacy5BNB,3,242.94,6.7529,41.97,15,60.00,true,3.429407
20,Legacy5BNB,3,68.43,4.0501,47.89,15,46.67,true,1.684257
22,Legacy5BNB,3,64.57,3.9834,50.56,15,46.67,true,1.645689
25,Legacy5BNB,3,67.86,3.9048,41.97,14,50.00,true,1.678602
30,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
35,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
40,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
45,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
50,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
60,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
75,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
90,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
120,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
180,Legacy5BNB,3,79.22,4.2731,41.97,13,53.85,true,1.792165
5,Legacy5BNB,4,-11.23,-0.4207,43.40,17,41.18,false,0.887732
8,Legacy5BNB,4,6.60,1.4614,36.24,15,46.67,true,1.065989
10,Legacy5BNB,4,3.59,1.1282,33.41,14,42.86,true,1.035877
12,Legacy5BNB,4,-2.92,0.5447,33.41,14,42.86,false,0.970773
15,Legacy5BNB,4,23.89,2.9537,33.41,12,41.67,true,1.238854
18,Legacy5BNB,4,-8.34,0.1007,38.58,12,33.33,false,0.916621
20,Legacy5BNB,4,-10.94,-0.2053,38.58,12,33.33,false,0.890565
22,Legacy5BNB,4,-10.40,-0.1202,39.09,12,33.33,false,0.896005
25,Legacy5BNB,4,3.27,1.0712,28.95,11,45.45,true,1.032655
30,Legacy5BNB,4,12.32,2.1176,35.67,11,36.36,true,1.123155
35,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
40,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
45,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
50,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
60,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
75,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
90,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
120,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
180,Legacy5BNB,4,9.65,1.7039,28.95,10,40.00,true,1.096463
5,Legacy5BNB,5,21.47,3.2153,18.15,18,44.44,true,1.214704
8,Legacy5BNB,5,1.02,0.7122,19.71,14,50.00,true,1.010179
10,Legacy5BNB,5,-6.91,-0.4846,19.71,15,46.67,false,0.930887
12,Legacy5BNB,5,-11.98,-1.2774,20.65,15,40.00,false,0.880168
15,Legacy5BNB,5,-0.79,0.6129,20.86,15,40.00,false,0.992065
18,Legacy5BNB,5,0.73,0.7550,19.71,14,42.86,true,1.007347
20,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
22,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
25,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
30,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
35,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
40,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
45,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
50,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
60,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
75,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
90,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
120,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
180,Legacy5BNB,5,-2.70,0.2104,19.71,14,42.86,false,0.972969
5,OldGuardNoBNB,0,86.33,4.3887,29.86,30,50.00,true,1.863315
8,OldGuardNoBNB,0,29.14,2.3330,34.74,28,46.43,true,1.291397
10,OldGuardNoBNB,0,58.44,3.3593,28.64,27,51.85,true,1.584417
12,OldGuardNoBNB,0,111.07,5.1602,30.77,26,53.85,true,2.110652
15,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
18,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
20,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
22,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
25,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
30,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
35,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
40,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
45,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
50,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
60,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
75,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
90,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
120,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
180,OldGuardNoBNB,0,72.00,4.2296,28.64,25,52.00,true,1.720022
5,OldGuardNoBNB,1,-14.27,-0.3588,29.99,25,48.00,false,0.857329
8,OldGuardNoBNB,1,21.26,1.7774,29.57,19,52.63,true,1.212566
10,OldGuardNoBNB,1,-8.12,-0.0385,29.57,20,50.00,false,0.918827
12,OldGuardNoBNB,1,-7.26,0.0796,29.57,20,50.00,false,0.927424
15,OldGuardNoBNB,1,-8.64,0.1127,29.57,19,47.37,false,0.913635
18,OldGuardNoBNB,1,1.78,0.7613,29.57,18,50.00,true,1.017757
20,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
22,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
25,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
30,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
35,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
40,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
45,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
50,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
60,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
75,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
90,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
120,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
180,OldGuardNoBNB,1,-3.38,0.3816,29.57,18,50.00,false,0.966182
5,OldGuardNoBNB,2,50.21,2.6107,29.24,19,63.16,true,1.502146
8,OldGuardNoBNB,2,-20.15,-0.5877,30.56,18,44.44,false,0.798462
10,OldGuardNoBNB,2,8.52,1.1651,19.77,17,41.18,true,1.085222
12,OldGuardNoBNB,2,89.81,3.7257,19.77,15,53.33,true,1.898084
15,OldGuardNoBNB,2,1.16,0.5432,22.10,15,46.67,true,1.011644
18,OldGuardNoBNB,2,-28.07,-1.2240,30.44,15,40.00,false,0.719320
20,OldGuardNoBNB,2,-1.64,0.3993,22.10,14,42.86,false,0.983635
22,OldGuardNoBNB,2,-3.36,0.2395,22.10,14,42.86,false,0.966401
25,OldGuardNoBNB,2,11.19,1.5073,22.10,14,42.86,true,1.111949
30,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
35,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
40,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
45,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
50,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
60,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
75,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
90,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
120,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
180,OldGuardNoBNB,2,5.69,1.0281,22.10,14,42.86,true,1.056907
5,OldGuardNoBNB,3,-20.85,-0.3313,44.70,28,42.86,false,0.791463
8,OldGuardNoBNB,3,52.98,2.8418,41.97,22,63.64,true,1.529784
10,OldGuardNoBNB,3,-4.85,1.1325,50.56,22,40.91,false,0.951469
12,OldGuardNoBNB,3,48.16,2.9946,41.97,20,45.00,true,1.481638
15,OldGuardNoBNB,3,28.59,2.3400,41.97,18,50.00,true,1.285937
18,OldGuardNoBNB,3,36.54,2.7579,41.97,18,50.00,true,1.365387
20,OldGuardNoBNB,3,30.70,2.8131,47.89,18,38.89,true,1.307020
22,OldGuardNoBNB,3,27.71,2.8416,50.56,18,38.89,true,1.277090
25,OldGuardNoBNB,3,30.26,2.7265,41.97,17,41.18,true,1.302631
30,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
35,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
40,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
45,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
50,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
60,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
75,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
90,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
120,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
180,OldGuardNoBNB,3,39.08,2.9880,41.97,16,43.75,true,1.390759
5,OldGuardNoBNB,4,-17.97,-1.0269,37.96,21,42.86,false,0.820347
8,OldGuardNoBNB,4,-19.97,-1.1050,38.09,16,43.75,false,0.800270
10,OldGuardNoBNB,4,-10.84,-0.0858,34.92,17,41.18,false,0.891609
12,OldGuardNoBNB,4,-22.01,-1.3790,34.92,17,41.18,false,0.779886
15,OldGuardNoBNB,4,-8.57,0.2333,34.52,14,35.71,false,0.914278
18,OldGuardNoBNB,4,-12.80,-0.3144,36.79,13,38.46,false,0.872025
20,OldGuardNoBNB,4,-15.28,-0.5970,36.79,13,38.46,false,0.847237
22,OldGuardNoBNB,4,-14.05,-0.4515,36.79,13,38.46,false,0.859467
25,OldGuardNoBNB,4,-15.20,-0.5745,36.79,13,38.46,false,0.847965
30,OldGuardNoBNB,4,-7.77,0.5240,38.06,13,30.77,false,0.922278
35,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
40,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
45,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
50,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
60,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
75,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
90,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
120,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
180,OldGuardNoBNB,4,-9.96,0.0133,36.79,12,33.33,false,0.900361
5,OldGuardNoBNB,5,30.03,1.7516,26.51,24,41.67,true,1.300268
8,OldGuardNoBNB,5,84.48,2.9513,16.17,20,55.00,true,1.844815
10,OldGuardNoBNB,5,41.30,1.9346,27.32,20,50.00,true,1.413036
12,OldGuardNoBNB,5,33.60,1.7267,29.18,20,45.00,true,1.336047
15,OldGuardNoBNB,5,50.59,2.2227,30.59,20,45.00,true,1.505901
18,OldGuardNoBNB,5,52.91,2.2625,27.32,19,47.37,true,1.529099
20,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
22,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
25,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
30,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
35,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
40,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
45,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
50,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
60,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
75,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
90,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
120,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
180,OldGuardNoBNB,5,47.69,2.0961,27.32,19,47.37,true,1.476915
5,LargeCaps5,0,356.96,7.9254,16.19,25,60.00,true,4.569584
8,LargeCaps5,0,514.08,10.8654,26.77,22,63.64,true,6.140829
10,LargeCaps5,0,890.30,14.2072,17.80,21,66.67,true,9.903019
12,LargeCaps5,0,468.79,10.4147,23.42,20,65.00,true,5.687862
15,LargeCaps5,0,400.90,11.4983,23.42,20,65.00,true,5.008994
18,LargeCaps5,0,475.89,11.7970,23.42,19,63.16,true,5.758873
20,LargeCaps5,0,487.38,11.8407,23.42,19,63.16,true,5.873771
22,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
25,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
30,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
35,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
40,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
45,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
50,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
60,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
75,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
90,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
120,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
180,LargeCaps5,0,451.63,11.3786,23.42,19,63.16,true,5.516311
5,LargeCaps5,1,96.26,8.5532,9.65,16,68.75,true,1.962557
8,LargeCaps5,1,37.72,4.4086,19.07,13,53.85,true,1.377169
10,LargeCaps5,1,66.33,8.5300,9.04,12,66.67,true,1.663315
12,LargeCaps5,1,58.67,7.7526,9.04,12,66.67,true,1.586722
15,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
18,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
20,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
22,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
25,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
30,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
35,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
40,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
45,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
50,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
60,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
75,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
90,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
120,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
180,LargeCaps5,1,57.76,7.7197,9.04,11,72.73,true,1.577598
5,LargeCaps5,2,32.83,2.4199,35.82,24,58.33,true,1.328300
8,LargeCaps5,2,-16.16,0.4459,46.67,22,40.91,false,0.838380
10,LargeCaps5,2,33.00,2.6452,29.66,19,42.11,true,1.329975
12,LargeCaps5,2,106.09,3.7361,23.62,18,50.00,true,2.060854
15,LargeCaps5,2,9.84,1.4540,32.82,18,44.44,true,1.098397
18,LargeCaps5,2,-31.44,-0.5533,47.34,19,36.84,false,0.685559
20,LargeCaps5,2,-6.25,0.7144,32.82,18,38.89,false,0.937469
22,LargeCaps5,2,4.93,1.2541,32.82,17,41.18,true,1.049274
25,LargeCaps5,2,20.73,2.1289,32.82,17,41.18,true,1.207304
30,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
35,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
40,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
45,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
50,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
60,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
75,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
90,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
120,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
180,LargeCaps5,2,14.75,1.7866,32.82,17,41.18,true,1.147541
5,LargeCaps5,3,102.43,4.7347,29.75,25,52.00,true,2.024334
8,LargeCaps5,3,578.64,8.4447,18.63,19,73.68,true,6.786382
10,LargeCaps5,3,59.26,3.9699,37.56,19,52.63,true,1.592568
12,LargeCaps5,3,118.68,5.1340,24.05,18,55.56,true,2.186787
15,LargeCaps5,3,177.61,9.0025,18.63,15,66.67,true,2.776115
18,LargeCaps5,3,432.72,10.4986,26.94,15,60.00,true,5.327158
20,LargeCaps5,3,176.85,7.9818,30.68,15,53.33,true,2.768512
22,LargeCaps5,3,118.75,6.6144,37.56,15,53.33,true,2.187540
25,LargeCaps5,3,163.48,7.7711,18.63,14,57.14,true,2.634833
30,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
35,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
40,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
45,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
50,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
60,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
75,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
90,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
120,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
180,LargeCaps5,3,181.31,9.4111,18.63,13,61.54,true,2.813088
5,LargeCaps5,4,52.24,5.4568,18.40,20,50.00,true,1.522380
8,LargeCaps5,4,54.62,4.5238,15.87,17,52.94,true,1.546155
10,LargeCaps5,4,117.82,9.4129,15.55,15,53.33,true,2.178195
12,LargeCaps5,4,76.47,8.4438,9.92,14,64.29,true,1.764747
15,LargeCaps5,4,95.82,10.1853,9.06,12,58.33,true,1.958210
18,LargeCaps5,4,64.24,7.1021,9.43,12,50.00,true,1.642419
20,LargeCaps5,4,69.71,8.2931,9.43,11,54.55,true,1.697097
22,LargeCaps5,4,71.01,8.3597,9.43,11,54.55,true,1.710061
25,LargeCaps5,4,44.08,6.0946,9.43,11,54.55,true,1.440752
30,LargeCaps5,4,56.70,6.2086,9.45,11,45.45,true,1.567016
35,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
40,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
45,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
50,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
60,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
75,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
90,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
120,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
180,LargeCaps5,4,52.98,7.0761,9.43,10,50.00,true,1.529777
5,LargeCaps5,5,28.85,3.3964,19.47,19,42.11,true,1.288501
8,LargeCaps5,5,5.55,1.2018,19.84,18,44.44,true,1.055488
10,LargeCaps5,5,6.39,1.4320,22.47,17,41.18,true,1.063888
12,LargeCaps5,5,-7.62,-0.0161,25.87,17,35.29,false,0.923789
15,LargeCaps5,5,23.23,3.2540,27.35,16,37.50,true,1.232332
18,LargeCaps5,5,14.07,2.3057,23.93,15,40.00,true,1.140651
20,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
22,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
25,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
30,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
35,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
40,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
45,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
50,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
60,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
75,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
90,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
120,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
180,LargeCaps5,5,10.17,1.8714,23.93,15,40.00,true,1.101723
5,Legacy3,0,0.90,0.7879,38.65,27,51.85,true,1.009046
8,Legacy3,0,0.42,0.8694,31.25,25,48.00,true,1.004208
10,Legacy3,0,-12.81,0.1527,36.42,25,48.00,false,0.871857
12,Legacy3,0,-0.24,0.8168,32.44,24,50.00,false,0.997632
15,Legacy3,0,4.79,1.0687,31.25,23,52.17,true,1.047870
18,Legacy3,0,0.41,0.7865,31.25,23,52.17,true,1.004119
20,Legacy3,0,3.45,0.8524,31.25,23,52.17,true,1.034522
22,Legacy3,0,-11.71,0.0203,31.25,23,52.17,false,0.882866
25,Legacy3,0,-14.48,-0.1673,32.96,22,50.00,false,0.855238
30,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
35,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
40,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
45,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
50,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
60,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
75,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
90,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
120,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
180,Legacy3,0,16.67,2.0433,31.25,22,45.45,true,1.166718
5,Legacy3,1,117.65,6.7763,11.03,25,60.00,true,2.176474
8,Legacy3,1,38.28,3.5524,24.01,20,55.00,true,1.382805
10,Legacy3,1,56.01,4.9262,25.03,19,52.63,true,1.560143
12,Legacy3,1,50.69,4.7782,25.03,18,55.56,true,1.506913
15,Legacy3,1,52.11,3.9822,17.18,17,58.82,true,1.521136
18,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
20,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
22,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
25,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
30,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
35,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
40,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
45,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
50,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
60,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
75,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
90,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
120,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
180,Legacy3,1,49.14,4.3232,17.18,16,62.50,true,1.491437
5,Legacy3,2,24.23,2.2975,29.60,22,40.91,true,1.242259
8,Legacy3,2,0.03,0.7764,36.25,21,28.57,true,1.000341
10,Legacy3,2,20.86,2.4189,40.15,21,28.57,true,1.208565
12,Legacy3,2,14.11,2.2151,40.15,20,25.00,true,1.141097
15,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
18,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
20,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
22,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
25,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
30,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
35,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
40,Legacy3,2,10.58,1.8856,40.15,20,25.00,true,1.105796
