universe,window,size_mult,return_pct,sharpe,max_dd_pct,trades,pass
Base5,0,0.00,435.1401,15.387141,0.0000,7,1
Base5,0,0.05,439.5681,15.479626,0.4275,7,1
Base5,0,0.10,443.9385,15.570295,0.8551,7,1
Base5,0,0.15,448.2512,15.659082,1.2826,7,1
Base5,0,0.20,452.5062,15.745923,1.7101,7,1
Base5,0,0.25,456.7036,15.830756,2.1376,7,1
Base5,0,0.30,460.8433,15.913519,2.5652,7,1
Base5,0,0.35,464.9253,15.994153,2.9927,7,1
Base5,0,0.40,468.9497,16.072604,3.4202,7,1
Base5,0,0.45,472.9164,16.148817,3.8477,7,1
Base5,0,0.50,476.8254,16.222741,4.2753,7,1
Base5,0,0.55,480.6767,16.294328,4.7028,7,1
Base5,0,0.60,484.4704,16.363533,5.1303,7,1
Base5,0,0.65,488.2064,16.430313,5.5579,7,1
Base5,0,0.70,491.8847,16.494629,5.9854,7,1
Base5,0,0.75,495.5053,16.556446,6.4129,7,1
Base5,0,0.80,499.0683,16.615732,6.8404,7,1
Base5,0,0.85,502.5736,16.672457,7.2680,7,1
Base5,0,0.90,506.0213,16.726597,7.6955,7,1
Base5,0,0.95,509.4112,16.778129,8.1230,7,1
Base5,0,1.00,512.7435,16.827036,8.5506,7,1
Base5,1,0.00,332.4181,5.717776,42.4798,11,1
Base5,1,0.05,328.4475,5.706518,42.4798,11,1
Base5,1,0.10,324.4917,5.695256,42.7780,11,1
Base5,1,0.15,320.5507,5.683988,43.3093,11,1
Base5,1,0.20,316.6244,5.672714,43.8386,11,1
Base5,1,0.25,312.7129,5.661436,44.3658,11,1
Base5,1,0.30,308.8162,5.650152,44.8911,11,1
Base5,1,0.35,304.9341,5.638863,45.4144,11,1
Base5,1,0.40,301.0667,5.627569,45.9358,11,1
Base5,1,0.45,297.2140,5.616270,46.4551,11,1
Base5,1,0.50,293.3759,5.604966,46.9725,11,1
Base5,1,0.55,289.5524,5.593658,47.4879,11,1
Base5,1,0.60,285.7435,5.582344,48.0013,11,1
Base5,1,0.65,281.9491,5.571026,48.5128,11,1
Base5,1,0.70,278.1693,5.559703,49.0223,11,1
Base5,1,0.75,274.4041,5.548375,49.5299,11,1
Base5,1,0.80,270.6533,5.537043,50.0355,11,1
Base5,1,0.85,266.9169,5.525707,50.5392,11,1
Base5,1,0.90,263.1951,5.514366,51.0409,11,1
Base5,1,0.95,259.4876,5.503020,51.5407,11,1
Base5,1,1.00,255.7946,5.491671,52.0385,11,1
Base5,2,0.00,64.2943,12.486947,0.0000,10,1
Base5,2,0.05,67.8318,13.114169,1.9422,10,1
Base5,2,0.10,71.2562,13.529380,3.8665,10,1
Base5,2,0.15,74.5648,13.721583,5.7728,10,1
Base5,2,0.20,77.7550,13.709914,7.6611,10,1
Base5,2,0.25,80.8244,13.534115,9.5314,10,1
Base5,2,0.30,83.7704,13.241320,11.3838,10,1
Base5,2,0.35,86.5908,12.875492,13.2182,10,1
Base5,2,0.40,89.2832,12.471972,15.0347,10,1
Base5,2,0.45,91.8454,12.056310,16.8331,10,1
Base5,2,0.50,94.2752,11.645470,18.6137,10,1
Base5,2,0.55,96.5706,11.249823,20.3762,10,1
Base5,2,0.60,98.7296,10.875092,22.1208,10,1
Base5,2,0.65,100.7503,10.523914,23.8474,10,1
Base5,2,0.70,102.6307,10.196973,25.5560,10,1
Base5,2,0.75,104.3693,9.893782,27.2467,10,1
Base5,2,0.80,105.9642,9.613198,28.9194,10,1
Base5,2,0.85,107.4139,9.353742,30.5741,10,1
Base5,2,0.90,108.7169,9.113808,32.2109,10,1
Base5,2,0.95,109.8718,8.891779,33.8297,10,1
Base5,2,1.00,110.8773,8.686101,35.4305,10,1
Base5,3,0.00,108.9349,10.373229,3.9869,13,1
Base5,3,0.05,113.1757,10.659588,3.9869,13,1
Base5,3,0.10,117.1005,10.836480,4.6978,13,1
Base5,3,0.15,120.6953,10.903633,7.0466,13,1
Base5,3,0.20,123.9465,10.869935,9.3955,13,1
Base5,3,0.25,126.8411,10.750853,11.7444,13,1
Base5,3,0.30,129.3664,10.565064,14.0933,13,1
Base5,3,0.35,131.5102,10.331401,16.4421,13,1
Base5,3,0.40,133.2611,10.066755,18.7910,13,1
Base5,3,0.45,134.6077,9.785036,21.1399,13,1
Base5,3,0.50,135.5394,9.496954,23.4888,13,1
Base5,3,0.55,136.0462,9.210291,25.8377,13,1
Base5,3,0.60,136.1182,8.930396,28.1865,13,1
Base5,3,0.65,135.7464,8.660727,30.5354,13,1
Base5,3,0.70,134.9222,8.403331,32.8843,13,1
Base5,3,0.75,133.6372,8.159253,35.2332,13,1
Base5,3,0.80,131.8839,7.928837,37.5821,13,1
Base5,3,0.85,129.6552,7.711966,39.9309,13,1
Base5,3,0.90,126.9443,7.508226,42.2798,13,1
Base5,3,0.95,123.7451,7.317021,44.6287,13,1
Base5,3,1.00,120.0520,7.137657,46.9776,13,1
Base5,4,0.00,45.0536,9.532515,12.7662,8,1
Base5,4,0.05,45.0536,9.532515,12.7662,8,1
Base5,4,0.10,45.0536,9.532515,12.7662,8,1
Base5,4,0.15,45.0536,9.532515,12.7662,8,1
Base5,4,0.20,45.0536,9.532515,12.7662,8,1
Base5,4,0.25,45.0536,9.532515,12.7662,8,1
Base5,4,0.30,45.0536,9.532515,12.7662,8,1
Base5,4,0.35,45.0536,9.532515,12.7662,8,1
Base5,4,0.40,45.0536,9.532515,12.7662,8,1
Base5,4,0.45,45.0536,9.532515,12.7662,8,1
Base5,4,0.50,45.0536,9.532515,12.7662,8,1
Base5,4,0.55,45.0536,9.532515,12.7662,8,1
Base5,4,0.60,45.0536,9.532515,12.7662,8,1
Base5,4,0.65,45.0536,9.532515,12.7662,8,1
Base5,4,0.70,45.0536,9.532515,12.7662,8,1
Base5,4,0.75,45.0536,9.532515,12.7662,8,1
Base5,4,0.80,45.0536,9.532515,12.7662,8,1
Base5,4,0.85,45.0536,9.532515,12.7662,8,1
Base5,4,0.90,45.0536,9.532515,12.7662,8,1
Base5,4,0.95,45.0536,9.532515,12.7662,8,1
Base5,4,1.00,45.0536,9.532515,12.7662,8,1
Base5,5,0.00,29.1022,9.142006,5.0514,6,1
Base5,5,0.05,29.1022,9.142006,5.0514,6,1
Base5,5,0.10,29.1022,9.142006,5.0514,6,1
Base5,5,0.15,29.1022,9.142006,5.0514,6,1
Base5,5,0.20,29.1022,9.142006,5.0514,6,1
Base5,5,0.25,29.1022,9.142006,5.0514,6,1
Base5,5,0.30,29.1022,9.142006,5.0514,6,1
Base5,5,0.35,29.1022,9.142006,5.0514,6,1
Base5,5,0.40,29.1022,9.142006,5.0514,6,1
Base5,5,0.45,29.1022,9.142006,5.0514,6,1
Base5,5,0.50,29.1022,9.142006,5.0514,6,1
Base5,5,0.55,29.1022,9.142006,5.0514,6,1
Base5,5,0.60,29.1022,9.142006,5.0514,6,1
Base5,5,0.65,29.1022,9.142006,5.0514,6,1
Base5,5,0.70,29.1022,9.142006,5.0514,6,1
Base5,5,0.75,29.1022,9.142006,5.0514,6,1
Base5,5,0.80,29.1022,9.142006,5.0514,6,1
Base5,5,0.85,29.1022,9.142006,5.0514,6,1
Base5,5,0.90,29.1022,9.142006,5.0514,6,1
Base5,5,0.95,29.1022,9.142006,5.0514,6,1
Base5,5,1.00,29.1022,9.142006,5.0514,6,1
Base5,6,0.00,13.8751,3.954630,20.3209,8,1
Base5,6,0.05,14.7729,4.135172,20.3209,8,1
Base5,6,0.10,15.6682,4.312720,20.3209,8,1
Base5,6,0.15,16.5609,4.486826,20.3209,8,1
Base5,6,0.20,17.4508,4.657065,20.3209,8,1
Base5,6,0.25,18.3378,4.823043,20.3209,8,1
Base5,6,0.30,19.2220,4.984400,20.3209,8,1
Base5,6,0.35,20.1031,5.140813,20.3209,8,1
Base5,6,0.40,20.9811,5.292002,20.3209,8,1
Base5,6,0.45,21.8559,5.437728,20.3209,8,1
Base5,6,0.50,22.7274,5.577798,20.3209,8,1
Base5,6,0.55,23.5956,5.712062,20.3209,8,1
Base5,6,0.60,24.4603,5.840415,20.3209,8,1
Base5,6,0.65,25.3214,5.962794,20.3209,8,1
Base5,6,0.70,26.1789,6.079175,20.3209,8,1
Base5,6,0.75,27.0326,6.189574,20.3209,8,1
Base5,6,0.80,27.8826,6.294042,20.3209,8,1
Base5,6,0.85,28.7286,6.392658,20.3209,8,1
Base5,6,0.90,29.5706,6.485534,20.3209,8,1
Base5,6,0.95,30.4085,6.572802,20.3209,8,1
Base5,6,1.00,31.2423,6.654616,20.3209,8,1
NoDOGE,0,0.00,435.1401,15.387141,0.0000,7,1
NoDOGE,0,0.05,439.5681,15.479626,0.4275,7,1
NoDOGE,0,0.10,443.9385,15.570295,0.8551,7,1
NoDOGE,0,0.15,448.2512,15.659082,1.2826,7,1
NoDOGE,0,0.20,452.5062,15.745923,1.7101,7,1
NoDOGE,0,0.25,456.7036,15.830756,2.1376,7,1
NoDOGE,0,0.30,460.8433,15.913519,2.5652,7,1
NoDOGE,0,0.35,464.9253,15.994153,2.9927,7,1
NoDOGE,0,0.40,468.9497,16.072604,3.4202,7,1
NoDOGE,0,0.45,472.9164,16.148817,3.8477,7,1
NoDOGE,0,0.50,476.8254,16.222741,4.2753,7,1
NoDOGE,0,0.55,480.6767,16.294328,4.7028,7,1
NoDOGE,0,0.60,484.4704,16.363533,5.1303,7,1
NoDOGE,0,0.65,488.2064,16.430313,5.5579,7,1
NoDOGE,0,0.70,491.8847,16.494629,5.9854,7,1
NoDOGE,0,0.75,495.5053,16.556446,6.4129,7,1
NoDOGE,0,0.80,499.0683,16.615732,6.8404,7,1
NoDOGE,0,0.85,502.5736,16.672457,7.2680,7,1
NoDOGE,0,0.90,506.0213,16.726597,7.6955,7,1
NoDOGE,0,0.95,509.4112,16.778129,8.1230,7,1
NoDOGE,0,1.00,512.7435,16.827036,8.5506,7,1
NoDOGE,1,0.00,18.6450,9.536819,5.7345,8,1
NoDOGE,1,0.05,17.6654,8.987968,6.5129,8,1
NoDOGE,1,0.10,16.6879,8.433839,7.2895,8,1
NoDOGE,1,0.15,15.7127,7.879011,8.0643,8,1
NoDOGE,1,0.20,14.7398,7.327649,8.8373,8,1
NoDOGE,1,0.25,13.7691,6.783419,9.6085,8,1
NoDOGE,1,0.30,12.8006,6.249442,10.3780,8,1
NoDOGE,1,0.35,11.8344,5.728287,11.1457,8,1
NoDOGE,1,0.40,10.8704,5.221985,11.9116,8,1
NoDOGE,1,0.45,9.9087,4.732068,12.6757,8,1
NoDOGE,1,0.50,8.9492,4.259616,13.4380,8,1
NoDOGE,1,0.55,7.9919,3.805316,14.1986,8,1
NoDOGE,1,0.60,7.0369,3.369522,14.9574,8,1
NoDOGE,1,0.65,6.0841,2.952308,15.7144,8,1
NoDOGE,1,0.70,5.1336,2.553524,16.4696,8,1
NoDOGE,1,0.75,4.1853,2.172843,17.2230,8,1
NoDOGE,1,0.80,3.2392,1.809803,17.9747,8,1
NoDOGE,1,0.85,2.2954,1.463841,18.7245,8,1
NoDOGE,1,0.90,1.3539,1.134325,19.4726,8,1
NoDOGE,1,0.95,0.4145,0.820577,20.2190,8,1
NoDOGE,1,1.00,-0.5226,0.521893,20.9635,8,1
NoDOGE,2,0.00,30.9356,5.418675,20.3043,11,1
NoDOGE,2,0.05,33.7548,5.775591,20.3941,11,1
NoDOGE,2,0.10,36.4839,6.080730,20.4839,11,1
NoDOGE,2,0.15,39.1207,6.328763,20.5737,11,1
NoDOGE,2,0.20,41.6632,6.518766,20.6635,11,1
NoDOGE,2,0.25,44.1093,6.653714,20.7533,11,1
NoDOGE,2,0.30,46.4572,6.739398,20.8432,11,1
NoDOGE,2,0.35,48.7049,6.783163,20.9330,11,1
NoDOGE,2,0.40,50.8506,6.792790,21.0228,11,1
NoDOGE,2,0.45,52.8926,6.775684,21.1126,11,1
NoDOGE,2,0.50,54.8291,6.738410,21.2024,11,1
NoDOGE,2,0.55,56.6584,6.686491,21.2922,11,1
NoDOGE,2,0.60,58.3791,6.624401,22.1208,11,1
NoDOGE,2,0.65,59.9894,6.555655,23.8474,11,1
NoDOGE,2,0.70,61.4881,6.482948,25.5560,11,1
NoDOGE,2,0.75,62.8736,6.408306,27.2467,11,1
NoDOGE,2,0.80,64.1447,6.333219,28.9194,11,1
NoDOGE,2,0.85,65.3000,6.258761,30.5741,11,1
NoDOGE,2,0.90,66.3385,6.185691,32.2109,11,1
NoDOGE,2,0.95,67.2589,6.114524,33.8297,11,1
NoDOGE,2,1.00,68.0602,6.045598,35.4305,11,1
NoDOGE,3,0.00,108.9349,10.373229,3.9869,13,1
NoDOGE,3,0.05,113.1757,10.659588,3.9869,13,1
NoDOGE,3,0.10,117.1005,10.836480,4.6978,13,1
NoDOGE,3,0.15,120.6953,10.903633,7.0466,13,1
NoDOGE,3,0.20,123.9465,10.869935,9.3955,13,1
NoDOGE,3,0.25,126.8411,10.750853,11.7444,13,1
NoDOGE,3,0.30,129.3664,10.565064,14.0933,13,1
NoDOGE,3,0.35,131.5102,10.331401,16.4421,13,1
NoDOGE,3,0.40,133.2611,10.066755,18.7910,13,1
NoDOGE,3,0.45,134.6077,9.785036,21.1399,13,1
NoDOGE,3,0.50,135.5394,9.496954,23.4888,13,1
NoDOGE,3,0.55,136.0462,9.210291,25.8377,13,1
NoDOGE,3,0.60,136.1182,8.930396,28.1865,13,1
NoDOGE,3,0.65,135.7464,8.660727,30.5354,13,1
NoDOGE,3,0.70,134.9222,8.403331,32.8843,13,1
NoDOGE,3,0.75,133.6372,8.159253,35.2332,13,1
NoDOGE,3,0.80,131.8839,7.928837,37.5821,13,1
NoDOGE,3,0.85,129.6552,7.711966,39.9309,13,1
NoDOGE,3,0.90,126.9443,7.508226,42.2798,13,1
NoDOGE,3,0.95,123.7451,7.317021,44.6287,13,1
NoDOGE,3,1.00,120.0520,7.137657,46.9776,13,1
NoDOGE,4,0.00,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.05,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.10,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.15,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.20,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.25,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.30,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.35,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.40,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.45,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.50,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.55,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.60,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.65,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.70,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.75,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.80,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.85,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.90,45.0536,9.532515,12.7662,8,1
NoDOGE,4,0.95,45.0536,9.532515,12.7662,8,1
NoDOGE,4,1.00,45.0536,9.532515,12.7662,8,1
NoDOGE,5,0.00,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.05,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.10,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.15,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.20,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.25,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.30,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.35,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.40,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.45,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.50,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.55,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.60,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.65,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.70,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.75,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.80,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.85,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.90,29.1022,9.142006,5.0514,6,1
NoDOGE,5,0.95,29.1022,9.142006,5.0514,6,1
NoDOGE,5,1.00,29.1022,9.142006,5.0514,6,1
NoDOGE,6,0.00,43.9479,15.028646,0.0000,7,1
NoDOGE,6,0.05,45.0829,15.512037,0.3837,7,1
NoDOGE,6,0.10,46.2147,15.973193,0.7674,7,1
NoDOGE,6,0.15,47.3430,16.407518,1.1511,7,1
NoDOGE,6,0.20,48.4679,16.810702,1.5348,7,1
NoDOGE,6,0.25,49.5892,17.178896,1.9185,7,1
NoDOGE,6,0.30,50.7069,17.508877,2.3022,7,1
NoDOGE,6,0.35,51.8207,17.798175,2.6859,7,1
NoDOGE,6,0.40,52.9305,18.045164,3.0696,7,1
NoDOGE,6,0.45,54.0364,18.249108,3.4533,7,1
NoDOGE,6,0.50,55.1381,18.410150,3.8370,7,1
NoDOGE,6,0.55,56.2355,18.529258,4.2207,7,1
NoDOGE,6,0.60,57.3285,18.608132,4.6044,7,1
NoDOGE,6,0.65,58.4171,18.649075,4.9881,7,1
NoDOGE,6,0.70,59.5010,18.654860,5.3718,7,1
NoDOGE,6,0.75,60.5802,18.628583,5.7555,7,1
NoDOGE,6,0.80,61.6546,18.573527,6.1392,7,1
NoDOGE,6,0.85,62.7241,18.493043,6.5229,7,1
NoDOGE,6,0.90,63.7885,18.390438,6.9066,7,1
NoDOGE,6,0.95,64.8477,18.268903,7.2903,7,1
NoDOGE,6,1.00,65.9016,18.131445,7.6740,7,1
Legacy4,0,0.00,48.8960,10.146470,1.0877,7,1
Legacy4,0,0.05,51.3222,10.613824,1.0877,7,1
Legacy4,0,0.10,53.7702,11.082649,1.0877,7,1
Legacy4,0,0.15,56.2398,11.551756,1.0877,7,1
Legacy4,0,0.20,58.7312,12.019879,1.0877,7,1
Legacy4,0,0.25,61.2445,12.485697,1.0877,7,1
Legacy4,0,0.30,63.7795,12.947838,1.0877,7,1
Legacy4,0,0.35,66.3365,13.404900,1.0877,7,1
Legacy4,0,0.40,68.9155,13.855468,1.0877,7,1
Legacy4,0,0.45,71.5165,14.298128,1.0877,7,1
Legacy4,0,0.50,74.1395,14.731492,1.0877,7,1
Legacy4,0,0.55,76.7847,15.154213,1.0877,7,1
Legacy4,0,0.60,79.4521,15.565009,1.0877,7,1
Legacy4,0,0.65,82.1416,15.962677,1.0877,7,1
Legacy4,0,0.70,84.8535,16.346114,1.0877,7,1
Legacy4,0,0.75,87.5877,16.714331,1.0877,7,1
Legacy4,0,0.80,90.3442,17.066465,1.0877,7,1
Legacy4,0,0.85,93.1232,17.401791,1.0877,7,1
Legacy4,0,0.90,95.9247,17.719724,1.0877,7,1
Legacy4,0,0.95,98.7488,18.019829,1.0877,7,1
Legacy4,0,1.00,101.5954,18.301814,1.0877,7,1
Legacy4,1,0.00,17.6016,4.070522,17.3148,11,1
Legacy4,1,0.05,17.7538,4.096048,17.3148,11,1
Legacy4,1,0.10,17.8960,4.117382,17.3148,11,1
Legacy4,1,0.15,18.0283,4.134488,17.3148,11,1
Legacy4,1,0.20,18.1508,4.147373,17.3148,11,1
Legacy4,1,0.25,18.2635,4.156077,17.3148,11,1
Legacy4,1,0.30,18.3663,4.160679,17.3148,11,1
Legacy4,1,0.35,18.4594,4.161290,17.3148,11,1
Legacy4,1,0.40,18.5428,4.158050,17.3148,11,1
Legacy4,1,0.45,18.6165,4.151127,17.3148,11,1
Legacy4,1,0.50,18.6806,4.140710,17.3148,11,1
Legacy4,1,0.55,18.7350,4.127005,17.3148,11,1
Legacy4,1,0.60,18.7800,4.110232,17.3148,11,1
Legacy4,1,0.65,18.8153,4.090621,17.3148,11,1
Legacy4,1,0.70,18.8412,4.068406,17.3148,11,1
Legacy4,1,0.75,18.8577,4.043824,17.3148,11,1
Legacy4,1,0.80,18.8647,4.017108,17.3148,11,1
Legacy4,1,0.85,18.8623,3.988489,17.3148,11,1
Legacy4,1,0.90,18.8506,3.958189,17.8401,11,1
Legacy4,1,0.95,18.8296,3.926423,18.4077,11,1
Legacy4,1,1.00,18.7993,3.893394,18.9740,11,1
Legacy4,2,0.00,230.8550,9.985684,0.0000,10,1
Legacy4,2,0.05,276.1958,11.052052,0.1127,10,1
Legacy4,2,0.10,324.3728,12.053954,0.2254,10,1
Legacy4,2,0.15,375.4896,12.958932,0.3381,10,1
Legacy4,2,0.20,429.6515,13.741142,0.4508,10,1
Legacy4,2,0.25,486.9660,14.384910,0.5635,10,1
Legacy4,2,0.30,547.5425,14.886047,0.6762,10,1
Legacy4,2,0.35,611.4925,15.250761,0.7889,10,1
Legacy4,2,0.40,678.9295,15.492872,0.9016,10,1
Legacy4,2,0.45,749.9691,15.630462,1.0143,10,1
Legacy4,2,0.50,824.7288,15.682876,1.1270,10,1
Legacy4,2,0.55,903.3284,15.668567,1.2397,10,1
Legacy4,2,0.60,985.8896,15.603860,1.3524,10,1
Legacy4,2,0.65,1072.5362,15.502444,1.4651,10,1
Legacy4,2,0.70,1163.3940,15.375355,1.5778,10,1
Legacy4,2,0.75,1258.5913,15.231227,1.6905,10,1
Legacy4,2,0.80,1358.2580,15.076655,1.8032,10,1
Legacy4,2,0.85,1462.5264,14.916576,1.9159,10,1
Legacy4,2,0.90,1571.5310,14.754616,2.0286,10,1
Legacy4,2,0.95,1685.4081,14.593387,2.1413,10,1
Legacy4,2,1.00,1804.2964,14.434734,2.2540,10,1
Legacy4,3,0.00,62.3605,12.092587,0.0000,10,1
Legacy4,3,0.05,65.7904,12.636586,2.3489,10,1
Legacy4,3,0.10,68.9813,12.845811,4.6978,10,1
Legacy4,3,0.15,71.9217,12.746241,7.0466,10,1
Legacy4,3,0.20,74.6006,12.416076,9.3955,10,1
Legacy4,3,0.25,77.0072,11.946639,11.7444,10,1
Legacy4,3,0.30,79.1309,11.414209,14.0933,10,1
Legacy4,3,0.35,80.9617,10.870807,16.4421,10,1
Legacy4,3,0.40,82.4897,10.346881,18.7910,10,1
Legacy4,3,0.45,83.7056,9.857687,21.1399,10,1
Legacy4,3,0.50,84.6001,9.409112,23.4888,10,1
Legacy4,3,0.55,85.1645,9.001786,25.8377,10,1
Legacy4,3,0.60,85.3904,8.633664,28.1865,10,1
Legacy4,3,0.65,85.2696,8.301510,30.5354,10,1
Legacy4,3,0.70,84.7944,8.001718,32.8843,10,1
Legacy4,3,0.75,83.9574,7.730733,35.2332,10,1
Legacy4,3,0.80,82.7515,7.485249,37.5821,10,1
Legacy4,3,0.85,81.1701,7.262288,39.9309,10,1
Legacy4,3,0.90,79.2067,7.059215,42.2798,10,1
Legacy4,3,0.95,76.8554,6.873720,44.6287,10,1
Legacy4,3,1.00,74.1104,6.703790,46.9776,10,1
Legacy4,4,0.00,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.05,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.10,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.15,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.20,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.25,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.30,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.35,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.40,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.45,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.50,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.55,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.60,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.65,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.70,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.75,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.80,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.85,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.90,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,0.95,-10.3879,-1.975116,29.7852,6,0
Legacy4,4,1.00,-10.3879,-1.975116,29.7852,6,0
Legacy4,5,0.00,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.05,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.10,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.15,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.20,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.25,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.30,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.35,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.40,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.45,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.50,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.55,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.60,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.65,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.70,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.75,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.80,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.85,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.90,79.3360,14.506944,5.0514,6,1
Legacy4,5,0.95,79.3360,14.506944,5.0514,6,1
Legacy4,5,1.00,79.3360,14.506944,5.0514,6,1
Legacy4,6,0.00,17.3353,4.330378,14.7911,9,1
Legacy4,6,0.05,18.4594,4.542649,14.7911,9,1
Legacy4,6,0.10,19.5882,4.753710,14.7911,9,1
Legacy4,6,0.15,20.7217,4.963258,14.7911,9,1
Legacy4,6,0.20,21.8600,5.170994,14.7911,9,1
Legacy4,6,0.25,23.0030,5.376624,14.7911,9,1
Legacy4,6,0.30,24.1508,5.579861,14.7911,9,1
Legacy4,6,0.35,25.3034,5.780428,14.7911,9,1
Legacy4,6,0.40,26.4606,5.978060,14.7911,9,1
Legacy4,6,0.45,27.6227,6.172505,14.7911,9,1
Legacy4,6,0.50,28.7894,6.363524,14.7911,9,1
Legacy4,6,0.55,29.9609,6.550897,14.7911,9,1
Legacy4,6,0.60,31.1372,6.734419,14.7911,9,1
Legacy4,6,0.65,32.3182,6.913905,14.7911,9,1
Legacy4,6,0.70,33.5040,7.089189,14.7911,9,1
Legacy4,6,0.75,34.6945,7.260123,14.7911,9,1
Legacy4,6,0.80,35.8897,7.426581,14.7911,9,1
Legacy4,6,0.85,37.0897,7.588456,14.7911,9,1
Legacy4,6,0.90,38.2944,7.745661,14.7911,9,1
Legacy4,6,0.95,39.5039,7.898128,14.7911,9,1
Legacy4,6,1.00,40.7181,8.045808,14.7911,9,1
Legacy5BNB,0,0.00,38.5453,9.047224,1.0877,6,1
Legacy5BNB,0,0.05,39.6652,9.282676,1.0877,6,1
Legacy5BNB,0,0.10,40.7871,9.517016,1.0877,6,1
Legacy5BNB,0,0.15,41.9113,9.749939,1.0877,6,1
Legacy5BNB,0,0.20,43.0377,9.981140,1.0877,6,1
Legacy5BNB,0,0.25,44.1662,10.210311,1.0877,6,1
Legacy5BNB,0,0.30,45.2969,10.437143,1.0877,6,1
Legacy5BNB,0,0.35,46.4297,10.661330,1.0877,6,1
Legacy5BNB,0,0.40,47.5647,10.882571,1.0877,6,1
Legacy5BNB,0,0.45,48.7019,11.100570,1.0877,6,1
Legacy5BNB,0,0.50,49.8413,11.315036,1.0877,6,1
