universe,window,size_mult,return_pct,sharpe,max_dd_pct,trades,pass
Legacy3,5,0.45,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.50,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.55,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.60,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.65,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.70,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.75,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.80,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.85,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.90,103.1166,16.069736,5.0514,7,1
Legacy3,5,0.95,103.1166,16.069736,5.0514,7,1
Legacy3,5,1.00,103.1166,16.069736,5.0514,7,1
Legacy3,6,0.00,-10.2473,-0.528194,34.8216,11,0
Legacy3,6,0.05,-9.6046,-0.419520,34.8216,11,0
Legacy3,6,0.10,-8.9597,-0.310850,34.8216,11,0
Legacy3,6,0.15,-8.3125,-0.202233,34.8216,11,0
Legacy3,6,0.20,-7.6630,-0.093716,34.8216,11,0
Legacy3,6,0.25,-7.0113,0.014653,34.8216,11,1
Legacy3,6,0.30,-6.3573,0.122827,34.8216,11,1
Legacy3,6,0.35,-5.7011,0.230760,34.8216,11,1
Legacy3,6,0.40,-5.0426,0.338404,34.8216,11,1
Legacy3,6,0.45,-4.3818,0.445716,34.8216,11,1
Legacy3,6,0.50,-3.7188,0.552649,34.8216,11,1
Legacy3,6,0.55,-3.0535,0.659161,34.8216,11,1
Legacy3,6,0.60,-2.3859,0.765209,34.8216,11,1
Legacy3,6,0.65,-1.7161,0.870751,34.8216,11,1
Legacy3,6,0.70,-1.0440,0.975747,34.8216,11,1
Legacy3,6,0.75,-0.3697,1.080157,34.8216,11,1
Legacy3,6,0.80,0.3069,1.183943,34.8216,11,1
Legacy3,6,0.85,0.9858,1.287067,34.8216,11,1
Legacy3,6,0.90,1.6669,1.389496,34.8216,11,1
Legacy3,6,0.95,2.3503,1.491194,34.8216,11,1
Legacy3,6,1.00,3.0360,1.592129,34.8216,11,1
LowVolume5,0,0.00,-21.9884,-2.629117,36.0694,9,0
LowVolume5,0,0.05,-21.6162,-2.544232,36.0694,9,0
LowVolume5,0,0.10,-21.2734,-2.453447,36.0694,9,0
LowVolume5,0,0.15,-20.9603,-2.357597,36.0694,9,0
LowVolume5,0,0.20,-20.6770,-2.257605,36.0694,9,0
LowVolume5,0,0.25,-20.4236,-2.154434,36.0694,9,0
LowVolume5,0,0.30,-20.2002,-2.049055,36.0694,9,0
LowVolume5,0,0.35,-20.0071,-1.942409,36.0694,9,0
LowVolume5,0,0.40,-19.8443,-1.835378,36.0694,9,0
LowVolume5,0,0.45,-19.7118,-1.728764,36.0694,9,0
LowVolume5,0,0.50,-19.6099,-1.623275,36.0694,9,0
LowVolume5,0,0.55,-19.5384,-1.519515,36.0694,9,0
LowVolume5,0,0.60,-19.4975,-1.417985,36.0694,9,0
LowVolume5,0,0.65,-19.4872,-1.319088,36.0694,9,0
LowVolume5,0,0.70,-19.5076,-1.223130,36.0694,9,0
LowVolume5,0,0.75,-19.5585,-1.130335,36.0694,9,0
LowVolume5,0,0.80,-19.6401,-1.040854,36.0694,9,0
LowVolume5,0,0.85,-19.7523,-0.954774,36.0694,9,0
LowVolume5,0,0.90,-19.8950,-0.872128,36.0694,9,0
LowVolume5,0,0.95,-20.0683,-0.792907,36.0694,9,0
LowVolume5,0,1.00,-20.2720,-0.717068,36.0694,9,0
LowVolume5,1,0.00,6.5621,2.137349,46.2484,11,1
LowVolume5,1,0.05,6.5385,2.135192,46.6720,11,1
LowVolume5,1,0.10,6.5050,2.132395,47.0940,11,1
LowVolume5,1,0.15,6.4618,2.128962,47.5145,11,1
LowVolume5,1,0.20,6.4090,2.124898,47.9334,11,1
LowVolume5,1,0.25,6.3464,2.120212,48.3508,11,1
LowVolume5,1,0.30,6.2744,2.114912,48.7666,11,1
LowVolume5,1,0.35,6.1928,2.109010,49.1809,11,1
LowVolume5,1,0.40,6.1018,2.102517,49.5936,11,1
LowVolume5,1,0.45,6.0015,2.095448,50.0048,11,1
LowVolume5,1,0.50,5.8920,2.087817,50.4144,11,1
LowVolume5,1,0.55,5.7732,2.079641,50.8225,11,1
LowVolume5,1,0.60,5.6453,2.070936,51.2290,11,1
LowVolume5,1,0.65,5.5083,2.061721,51.6339,11,1
LowVolume5,1,0.70,5.3624,2.052015,52.0373,11,1
LowVolume5,1,0.75,5.2075,2.041839,52.4392,11,1
LowVolume5,1,0.80,5.0438,2.031211,52.8395,11,1
LowVolume5,1,0.85,4.8714,2.020154,53.2382,11,1
LowVolume5,1,0.90,4.6902,2.008690,53.6354,11,1
LowVolume5,1,0.95,4.5004,1.996838,54.0310,11,1
LowVolume5,1,1.00,4.3021,1.984623,54.4251,11,1
LowVolume5,2,0.00,202.3172,7.746920,8.0783,12,1
LowVolume5,2,0.05,233.6197,8.318474,8.0783,12,1
LowVolume5,2,0.10,266.8811,8.880495,8.0783,12,1
LowVolume5,2,0.15,302.1444,9.428409,8.0783,12,1
LowVolume5,2,0.20,339.4503,9.957774,8.0783,12,1
LowVolume5,2,0.25,378.8376,10.464449,8.0783,12,1
LowVolume5,2,0.30,420.3428,10.944755,8.0783,12,1
LowVolume5,2,0.35,463.9998,11.395600,8.0783,12,1
LowVolume5,2,0.40,509.8403,11.814585,8.0783,12,1
LowVolume5,2,0.45,557.8935,12.200049,8.0783,12,1
LowVolume5,2,0.50,608.1859,12.551083,8.0783,12,1
LowVolume5,2,0.55,660.7416,12.867493,8.1895,12,1
LowVolume5,2,0.60,715.5818,13.149736,8.9340,12,1
LowVolume5,2,0.65,772.7249,13.398827,9.6785,12,1
LowVolume5,2,0.70,832.1866,13.616233,10.4230,12,1
LowVolume5,2,0.75,893.9798,13.803766,11.1675,12,1
LowVolume5,2,0.80,958.1143,13.963474,11.9120,12,1
LowVolume5,2,0.85,1024.5969,14.097546,12.6565,12,1
LowVolume5,2,0.90,1093.4314,14.208229,13.4009,12,1
LowVolume5,2,0.95,1164.6186,14.297761,14.1454,12,1
LowVolume5,2,1.00,1238.1560,14.368316,14.8899,12,1
LowVolume5,3,0.00,-40.5653,-6.939431,40.5653,10,0
LowVolume5,3,0.05,-37.3291,-5.954019,39.4852,10,0
LowVolume5,3,0.10,-34.0081,-4.971573,39.4374,10,0
LowVolume5,3,0.15,-30.6033,-4.014205,39.4374,10,0
LowVolume5,3,0.20,-27.1161,-3.098879,39.4374,10,0
LowVolume5,3,0.25,-23.5476,-2.237049,39.4374,10,0
LowVolume5,3,0.30,-19.8994,-1.435163,39.4374,10,0
LowVolume5,3,0.35,-16.1731,-0.695619,39.4374,10,0
LowVolume5,3,0.40,-12.3702,-0.017841,39.4374,10,0
LowVolume5,3,0.45,-8.4926,0.600732,39.4374,10,1
LowVolume5,3,0.50,-4.5421,1.163854,39.4374,10,1
LowVolume5,3,0.55,-0.5207,1.675875,39.4374,10,1
LowVolume5,3,0.60,3.5695,2.141332,39.4374,10,1
LowVolume5,3,0.65,7.7263,2.564688,39.4374,10,1
LowVolume5,3,0.70,11.9474,2.950170,39.4374,10,1
LowVolume5,3,0.75,16.2304,3.301691,39.4374,10,1
LowVolume5,3,0.80,20.5729,3.622810,39.4374,10,1
LowVolume5,3,0.85,24.9721,3.916730,39.4374,10,1
LowVolume5,3,0.90,29.4254,4.186312,39.4374,10,1
LowVolume5,3,0.95,33.9299,4.434102,39.4374,10,1
LowVolume5,3,1.00,38.4828,4.662352,39.4374,10,1
LowVolume5,4,0.00,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.05,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.10,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.15,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.20,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.25,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.30,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.35,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.40,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.45,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.50,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.55,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.60,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.65,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.70,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.75,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.80,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.85,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.90,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,0.95,-32.1253,-6.894929,32.1253,9,0
LowVolume5,4,1.00,-32.1253,-6.894929,32.1253,9,0
LowVolume5,5,0.00,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.05,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.10,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.15,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.20,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.25,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.30,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.35,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.40,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.45,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.50,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.55,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.60,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.65,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.70,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.75,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.80,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.85,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.90,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,0.95,-9.6897,0.529986,37.2521,9,1
LowVolume5,5,1.00,-9.6897,0.529986,37.2521,9,1
LowVolume5,6,0.00,-5.8674,0.731032,46.7672,12,1
LowVolume5,6,0.05,-7.0632,0.601144,47.4434,12,1
LowVolume5,6,0.10,-8.2515,0.471244,48.1154,12,1
LowVolume5,6,0.15,-9.4322,0.341423,48.7831,12,1
LowVolume5,6,0.20,-10.6054,0.211770,49.4466,12,1
LowVolume5,6,0.25,-11.7710,0.082376,50.1057,12,1
LowVolume5,6,0.30,-12.9291,-0.046671,50.7606,12,0
LowVolume5,6,0.35,-14.0796,-0.175284,51.4113,12,0
LowVolume5,6,0.40,-15.2226,-0.303378,52.0576,12,0
LowVolume5,6,0.45,-16.3580,-0.430871,52.6997,12,0
LowVolume5,6,0.50,-17.4858,-0.557680,53.3375,12,0
LowVolume5,6,0.55,-18.6061,-0.683729,53.9711,12,0
LowVolume5,6,0.60,-19.7189,-0.808941,54.6003,12,0
LowVolume5,6,0.65,-20.8241,-0.933244,55.2253,12,0
LowVolume5,6,0.70,-21.9217,-1.056568,55.8461,12,0
LowVolume5,6,0.75,-23.0118,-1.178846,56.4625,12,0
LowVolume5,6,0.80,-24.0943,-1.300015,57.0747,12,0
LowVolume5,6,0.85,-25.1693,-1.420016,57.6826,12,0
LowVolume5,6,0.90,-26.2368,-1.538792,58.2863,12,0
LowVolume5,6,0.95,-27.2966,-1.656292,58.8856,12,0
LowVolume5,6,1.00,-28.3490,-1.772465,59.4807,12,0
OldGuard4,0,0.00,57.3479,9.812331,2.5255,9,1
OldGuard4,0,0.05,57.8966,9.887998,2.5255,9,1
OldGuard4,0,0.10,58.4031,9.938803,2.5255,9,1
OldGuard4,0,0.15,58.8664,9.964644,3.7807,9,1
OldGuard4,0,0.20,59.2857,9.965975,5.0409,9,1
OldGuard4,0,0.25,59.6603,9.943761,6.3012,9,1
OldGuard4,0,0.30,59.9894,9.899410,7.5614,9,1
OldGuard4,0,0.35,60.2720,9.834689,8.8216,9,1
OldGuard4,0,0.40,60.5073,9.751625,10.0818,9,1
OldGuard4,0,0.45,60.6947,9.652404,11.3421,9,1
OldGuard4,0,0.50,60.8331,9.539276,12.6023,9,1
OldGuard4,0,0.55,60.9218,9.414479,13.8625,9,1
OldGuard4,0,0.60,60.9599,9.280166,15.1228,9,1
OldGuard4,0,0.65,60.9466,9.138359,16.3830,9,1
OldGuard4,0,0.70,60.8811,8.990912,17.6432,9,1
OldGuard4,0,0.75,60.7625,8.839492,18.9035,9,1
OldGuard4,0,0.80,60.5899,8.685573,20.1637,9,1
OldGuard4,0,0.85,60.3625,8.530431,21.4239,9,1
OldGuard4,0,0.90,60.0795,8.375159,22.6841,9,1
OldGuard4,0,0.95,59.7400,8.220676,23.9444,9,1
OldGuard4,0,1.00,59.3431,8.067741,25.2046,9,1
OldGuard4,1,0.00,15.0840,3.773754,10.6175,11,1
OldGuard4,1,0.05,15.2329,3.801249,10.6175,11,1
OldGuard4,1,0.10,15.3721,3.824158,10.6175,11,1
OldGuard4,1,0.15,15.5016,3.842440,11.1186,11,1
OldGuard4,1,0.20,15.6214,3.856105,11.6926,11,1
OldGuard4,1,0.25,15.7316,3.865208,12.2655,11,1
OldGuard4,1,0.30,15.8323,3.869852,12.8371,11,1
OldGuard4,1,0.35,15.9234,3.870180,13.4074,11,1
OldGuard4,1,0.40,16.0050,3.866372,13.9765,11,1
OldGuard4,1,0.45,16.0771,3.858638,14.5443,11,1
OldGuard4,1,0.50,16.1398,3.847215,15.1109,11,1
OldGuard4,1,0.55,16.1931,3.832358,15.6763,11,1
OldGuard4,1,0.60,16.2371,3.814333,16.2404,11,1
OldGuard4,1,0.65,16.2717,3.793418,16.8033,11,1
OldGuard4,1,0.70,16.2970,3.769889,17.3649,11,1
OldGuard4,1,0.75,16.3131,3.744025,17.9253,11,1
OldGuard4,1,0.80,16.3200,3.716093,18.4845,11,1
OldGuard4,1,0.85,16.3177,3.686356,19.0424,11,1
OldGuard4,1,0.90,16.3062,3.655063,19.5990,11,1
OldGuard4,1,0.95,16.2857,3.622449,20.1544,11,1
OldGuard4,1,1.00,16.2561,3.588734,20.7086,11,1
OldGuard4,2,0.00,96.1426,5.631689,22.8502,12,1
OldGuard4,2,0.05,114.2801,6.152061,22.8502,12,1
OldGuard4,2,0.10,132.0263,6.615616,22.8502,12,1
OldGuard4,2,0.15,149.2938,7.012045,22.8502,12,1
OldGuard4,2,0.20,165.9919,7.336699,22.8502,12,1
OldGuard4,2,0.25,182.0271,7.590425,22.8502,12,1
OldGuard4,2,0.30,197.3023,7.778435,22.8502,12,1
OldGuard4,2,0.35,211.7177,7.908707,22.8502,12,1
OldGuard4,2,0.40,225.1701,7.990439,24.4842,12,1
OldGuard4,2,0.45,237.5531,8.032838,27.5448,12,1
OldGuard4,2,0.50,248.7573,8.044354,30.6053,12,1
OldGuard4,2,0.55,258.6701,8.032292,33.6658,12,1
OldGuard4,2,0.60,267.1757,8.002711,36.7263,12,1
OldGuard4,2,0.65,274.1551,7.960480,39.7869,12,1
OldGuard4,2,0.70,279.4862,7.909423,42.8474,12,1
OldGuard4,2,0.75,283.0438,7.852487,45.9079,12,1
OldGuard4,2,0.80,284.6993,7.791911,48.9685,12,1
OldGuard4,2,0.85,284.3211,7.729373,52.0290,12,1
OldGuard4,2,0.90,281.7746,7.666113,55.0895,12,1
OldGuard4,2,0.95,276.9217,7.603038,58.1501,12,1
OldGuard4,2,1.00,269.6213,7.540796,61.2106,12,1
OldGuard4,3,0.00,34.1291,6.298080,17.3881,10,1
OldGuard4,3,0.05,37.3000,6.741477,19.0659,10,1
OldGuard4,3,0.10,40.3862,7.117090,20.7215,10,1
OldGuard4,3,0.15,43.3848,7.417111,22.3550,10,1
OldGuard4,3,0.20,46.2932,7.640346,23.9665,10,1
OldGuard4,3,0.25,49.1088,7.791416,25.5563,10,1
OldGuard4,3,0.30,51.8291,7.878986,27.1244,10,1
OldGuard4,3,0.35,54.4521,7.913747,28.6710,10,1
OldGuard4,3,0.40,56.9756,7.906703,30.1963,10,1
OldGuard4,3,0.45,59.3977,7.868017,31.7003,10,1
OldGuard4,3,0.50,61.7165,7.806416,33.1832,10,1
OldGuard4,3,0.55,63.9305,7.729009,34.6453,10,1
OldGuard4,3,0.60,66.0382,7.641363,36.0865,10,1
OldGuard4,3,0.65,68.0381,7.547706,37.5071,10,1
OldGuard4,3,0.70,69.9291,7.451168,38.9071,10,1
OldGuard4,3,0.75,71.7100,7.354008,40.2869,10,1
OldGuard4,3,0.80,73.3799,7.257819,41.6464,10,1
OldGuard4,3,0.85,74.9379,7.163694,42.9858,10,1
OldGuard4,3,0.90,76.3834,7.072353,44.3053,10,1
OldGuard4,3,0.95,77.7158,6.984246,45.6050,10,1
OldGuard4,3,1.00,78.9345,6.899627,46.8851,10,1
OldGuard4,4,0.00,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.05,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.10,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.15,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.20,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.25,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.30,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.35,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.40,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.45,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.50,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.55,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.60,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.65,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.70,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.75,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.80,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.85,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.90,63.0101,7.652680,25.6320,8,1
OldGuard4,4,0.95,63.0101,7.652680,25.6320,8,1
OldGuard4,4,1.00,63.0101,7.652680,25.6320,8,1
OldGuard4,5,0.00,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.05,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.10,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.15,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.20,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.25,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.30,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.35,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.40,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.45,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.50,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.55,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.60,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.65,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.70,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.75,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.80,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.85,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.90,103.1166,16.069736,5.0514,7,1
OldGuard4,5,0.95,103.1166,16.069736,5.0514,7,1
OldGuard4,5,1.00,103.1166,16.069736,5.0514,7,1
OldGuard4,6,0.00,-10.2473,-0.528194,34.8216,11,0
OldGuard4,6,0.05,-9.7362,-0.441744,34.8216,11,0
OldGuard4,6,0.10,-9.2237,-0.355291,34.8216,11,0
OldGuard4,6,0.15,-8.7098,-0.268859,34.8216,11,0
OldGuard4,6,0.20,-8.1944,-0.182472,34.8216,11,0
OldGuard4,6,0.25,-7.6776,-0.096153,34.8216,11,0
OldGuard4,6,0.30,-7.1594,-0.009928,34.8216,11,0
OldGuard4,6,0.35,-6.6397,0.076181,34.8216,11,1
OldGuard4,6,0.40,-6.1186,0.162150,34.8216,11,1
OldGuard4,6,0.45,-5.5961,0.247956,34.8216,11,1
OldGuard4,6,0.50,-5.0721,0.333575,34.8216,11,1
OldGuard4,6,0.55,-4.5467,0.418984,34.8216,11,1
OldGuard4,6,0.60,-4.0199,0.504162,34.8216,11,1
OldGuard4,6,0.65,-3.4916,0.589086,34.8216,11,1
OldGuard4,6,0.70,-2.9619,0.673734,34.8216,11,1
OldGuard4,6,0.75,-2.4308,0.758084,34.8216,11,1
OldGuard4,6,0.80,-1.8983,0.842117,34.8216,11,1
OldGuard4,6,0.85,-1.3643,0.925812,34.8216,11,1
OldGuard4,6,0.90,-0.8288,1.009147,34.8216,11,1
OldGuard4,6,0.95,-0.2920,1.092105,34.8216,11,1
OldGuard4,6,1.00,0.2463,1.174665,34.8216,11,1
