atr_entry_mult,universe,window,train_end,test_end,ret_pct,sharpe,trades,win_rate_pct,max_dd_pct,pass
1.10,Base5,1,504,756,5.3997,2.0966,24,45.8333,65.3307,1
1.10,Base5,2,756,1008,14.9764,1.7181,26,50.0000,49.6736,1
1.10,Base5,3,1008,1260,43.9042,2.2204,37,48.6486,44.3923,1
1.10,Base5,4,1260,1512,-10.8739,-1.1110,11,54.5455,25.6682,1
1.10,Base5,5,1512,1764,54.4754,4.9767,17,58.8235,16.0936,1
1.10,Base5,6,1764,2016,107.6154,5.1261,21,61.9048,33.5073,1
1.10,NoDOGE,0,252,504,1235.4247,8.5794,25,68.0000,10.5150,1
1.10,NoDOGE,1,504,756,-21.6662,-0.9420,17,35.2941,55.4828,1
1.10,NoDOGE,2,756,1008,235.7458,5.1418,27,55.5556,39.2019,1
1.10,NoDOGE,3,1008,1260,77.5471,2.8960,37,51.3514,44.3923,1
1.10,NoDOGE,4,1260,1512,-10.8739,-1.1110,11,54.5455,25.6682,1
1.10,NoDOGE,5,1512,1764,39.9811,5.4864,13,53.8462,12.9597,1
1.10,NoDOGE,6,1764,2016,-12.2966,-1.5143,15,53.3333,25.3187,1
1.10,Legacy4,0,252,504,29.2720,2.2344,27,48.1481,27.1180,1
1.10,Legacy4,1,504,756,-29.5952,-1.4270,22,31.8182,64.3631,1
1.10,Legacy4,2,756,1008,70.2343,2.7316,32,43.7500,61.0280,1
1.10,Legacy4,3,1008,1260,-14.7088,0.8205,29,48.2759,65.0965,1
1.10,Legacy4,4,1260,1512,10.7692,3.0191,9,55.5556,10.4500,1
1.10,Legacy4,5,1512,1764,10.2408,2.6035,8,50.0000,23.6282,1
1.10,Legacy4,6,1764,2016,-20.7239,-2.9513,16,50.0000,32.2049,1
1.10,Legacy5BNB,0,252,504,100.4799,3.9363,33,51.5152,30.9187,1
1.10,Legacy5BNB,1,504,756,-16.3174,-0.2329,24,37.5000,64.3631,1
1.10,Legacy5BNB,2,756,1008,85.7402,2.9127,33,45.4545,61.0280,1
1.10,Legacy5BNB,3,1008,1260,145.3691,3.6482,32,53.1250,65.0965,1
1.10,Legacy5BNB,4,1260,1512,14.7440,3.9672,9,66.6667,16.9381,1
1.10,Legacy5BNB,5,1512,1764,38.6288,6.1336,11,54.5455,7.8717,1
1.10,Legacy5BNB,6,1764,2016,-25.4071,-3.6746,17,47.0588,36.2098,1
1.10,OldGuardNoBNB,0,252,504,49.4843,2.6631,30,50.0000,35.4465,1
1.10,OldGuardNoBNB,1,504,756,-39.5960,-2.1035,23,34.7826,65.2272,1
1.10,OldGuardNoBNB,2,756,1008,70.2343,2.7316,32,43.7500,61.0280,1
1.10,OldGuardNoBNB,3,1008,1260,-14.7088,0.8205,29,48.2759,65.0965,1
1.10,OldGuardNoBNB,4,1260,1512,10.7692,3.0191,9,55.5556,10.4500,1
1.10,OldGuardNoBNB,5,1512,1764,10.4020,2.1009,12,50.0000,36.7067,1
1.10,OldGuardNoBNB,6,1764,2016,-20.7239,-2.9513,16,50.0000,32.2049,1
1.10,LargeCaps5,0,252,504,1526.8556,8.3626,29,68.9655,9.3471,1
1.10,LargeCaps5,1,504,756,-21.6662,-0.9420,17,35.2941,55.4828,1
1.10,LargeCaps5,2,756,1008,266.3274,5.3224,28,57.1429,39.2019,1
1.10,LargeCaps5,3,1008,1260,161.2256,3.7833,32,50.0000,44.3923,1
1.10,LargeCaps5,4,1260,1512,3.0007,1.1902,11,63.6364,25.4390,1
1.10,LargeCaps5,5,1512,1764,39.9811,5.4864,13,53.8462,12.9597,1
1.10,LargeCaps5,6,1764,2016,-12.2966,-1.5143,15,53.3333,25.3187,1
1.10,Legacy3,0,252,504,83.3283,4.3997,23,56.5217,26.0579,1
1.10,Legacy3,1,504,756,12.8568,1.6242,22,40.9091,52.0178,1
1.10,Legacy3,2,756,1008,37.5729,2.4034,26,38.4615,49.4972,1
1.10,Legacy3,3,1008,1260,25.1173,2.1280,29,48.2759,73.7526,1
1.10,Legacy3,4,1260,1512,-23.6383,-1.9620,14,35.7143,42.9047,1
1.10,Legacy3,5,1512,1764,-32.0982,-5.2451,8,25.0000,32.0982,1
1.10,Legacy3,6,1764,2016,-10.0406,-1.2402,14,57.1429,23.0687,1
1.10,LowVolume5,0,252,504,183.2855,5.0481,26,57.6923,31.6528,1
1.10,LowVolume5,1,504,756,-48.1782,-3.8066,17,23.5294,67.9623,1
1.10,LowVolume5,2,756,1008,153.8592,3.5415,35,45.7143,53.6440,1
1.10,LowVolume5,3,1008,1260,250.2779,4.8254,32,59.3750,73.0383,1
1.10,LowVolume5,4,1260,1512,-24.3706,-1.3958,15,33.3333,52.2290,1
1.10,LowVolume5,5,1512,1764,-31.9689,-0.6809,16,43.7500,46.0159,1
1.10,LowVolume5,6,1764,2016,-44.3242,-9.7384,11,27.2727,47.9653,1
1.10,OldGuard4,0,252,504,35.1716,2.3445,27,51.8519,34.5076,1
1.10,OldGuard4,1,504,756,-52.1198,-4.8276,21,33.3333,68.4009,1
1.10,OldGuard4,2,756,1008,22.2845,1.9947,28,39.2857,49.4972,1
1.10,OldGuard4,3,1008,1260,25.1173,2.1280,29,48.2759,73.7526,1
1.10,OldGuard4,4,1260,1512,-8.9872,0.2445,18,38.8889,47.3606,1
1.10,OldGuard4,5,1512,1764,-42.3135,-1.6987,14,28.5714,49.0000,1
1.10,OldGuard4,6,1764,2016,-24.0316,-2.7783,17,52.9412,39.6978,1
1.25,Base5,0,252,504,491.4787,9.6221,19,68.4211,12.4519,1
1.25,Base5,1,504,756,8.4034,2.1313,20,40.0000,65.3307,1
1.25,Base5,2,756,1008,38.7449,2.5043,24,50.0000,33.9794,1
1.25,Base5,3,1008,1260,83.6071,3.5400,29,55.1724,36.4617,1
1.25,Base5,4,1260,1512,-24.6593,-6.0493,7,42.8571,25.0739,1
1.25,Base5,5,1512,1764,34.6192,5.1943,11,63.6364,16.0936,1
1.25,Base5,6,1764,2016,53.9843,4.1260,16,62.5000,27.6331,1
1.25,NoDOGE,0,252,504,491.4787,9.6221,19,68.4211,12.4519,1
1.25,NoDOGE,1,504,756,-29.0919,-2.6889,13,30.7692,46.9297,1
1.25,NoDOGE,2,756,1008,175.7384,5.4140,23,56.5217,35.3130,1
1.25,NoDOGE,3,1008,1260,90.2857,3.7633,28,57.1429,36.4617,1
1.25,NoDOGE,4,1260,1512,-24.6593,-6.0493,7,42.8571,25.0739,1
1.25,NoDOGE,5,1512,1764,21.9880,6.5375,7,57.1429,11.4145,1
1.25,NoDOGE,6,1764,2016,-6.8196,-0.7706,12,58.3333,18.7211,1
1.25,Legacy4,0,252,504,1.9866,0.9225,22,45.4545,27.1180,1
1.25,Legacy4,1,504,756,-26.5387,-1.9762,16,31.2500,51.0296,1
1.25,Legacy4,2,756,1008,45.8406,2.5994,25,44.0000,53.1880,1
1.25,Legacy4,3,1008,1260,14.0553,1.9816,22,54.5455,60.1187,1
1.25,Legacy4,4,1260,1512,1.9645,1.3007,6,50.0000,10.4500,1
1.25,Legacy4,5,1512,1764,-3.9906,0.2272,6,50.0000,22.5734,1
1.25,Legacy4,6,1764,2016,-11.4594,-1.4907,14,57.1429,26.2157,1
1.25,Legacy5BNB,0,252,504,39.9860,2.6948,27,48.1481,30.9187,1
1.25,Legacy5BNB,1,504,756,-12.6843,-0.2905,18,38.8889,51.0296,1
1.25,Legacy5BNB,2,756,1008,45.8406,2.5994,25,44.0000,53.1880,1
1.25,Legacy5BNB,3,1008,1260,158.9841,4.2388,26,57.6923,60.1187,1
1.25,Legacy5BNB,4,1260,1512,-4.6501,-1.1514,6,50.0000,16.9381,1
1.25,Legacy5BNB,5,1512,1764,14.6088,4.3805,7,57.1429,7.8717,1
1.25,Legacy5BNB,6,1764,2016,-16.6898,-2.3532,15,53.3333,30.5744,1
1.25,OldGuardNoBNB,0,252,504,27.0475,2.2131,24,50.0000,28.0534,1
1.25,OldGuardNoBNB,1,504,756,-32.2239,-2.3542,17,35.2941,48.6159,1
1.25,OldGuardNoBNB,2,756,1008,45.8406,2.5994,25,44.0000,53.1880,1
1.25,OldGuardNoBNB,3,1008,1260,14.0553,1.9816,22,54.5455,60.1187,1
1.25,OldGuardNoBNB,4,1260,1512,1.9645,1.3007,6,50.0000,10.4500,1
1.25,OldGuardNoBNB,5,1512,1764,-23.3615,-3.1431,7,42.8571,38.1951,1
1.25,OldGuardNoBNB,6,1764,2016,-11.4594,-1.4907,14,57.1429,26.2157,1
1.25,LargeCaps5,0,252,504,620.5576,9.3739,23,69.5652,12.4519,1
1.25,LargeCaps5,1,504,756,-29.0919,-2.6889,13,30.7692,46.9297,1
1.25,LargeCaps5,2,756,1008,175.7384,5.4140,23,56.5217,35.3130,1
1.25,LargeCaps5,3,1008,1260,175.7205,4.4459,26,53.8462,36.4617,1
1.25,LargeCaps5,4,1260,1512,-13.7242,-3.4726,6,50.0000,24.8428,1
1.25,LargeCaps5,5,1512,1764,21.9880,6.5375,7,57.1429,11.4145,1
1.25,LargeCaps5,6,1764,2016,-6.8196,-0.7706,12,58.3333,18.7211,1
1.25,Legacy3,0,252,504,30.5180,2.6205,21,52.3810,26.0579,1
1.25,Legacy3,1,504,756,-24.0886,-2.5668,14,35.7143,43.2749,1
1.25,Legacy3,2,756,1008,-0.0983,1.3361,19,36.8421,48.0531,1
1.25,Legacy3,3,1008,1260,45.8928,3.0059,22,54.5455,64.8723,1
1.25,Legacy3,4,1260,1512,-27.3429,-4.1772,8,25.0000,35.8687,1
1.25,Legacy3,5,1512,1764,-20.9938,-3.6131,5,40.0000,22.5734,1
1.25,Legacy3,6,1764,2016,-7.6831,-0.8410,13,61.5385,23.0687,1
1.25,LowVolume5,0,252,504,169.7968,5.3138,23,60.8696,25.2722,1
1.25,LowVolume5,1,504,756,-37.9357,-5.6666,11,27.2727,48.7931,1
1.25,LowVolume5,2,756,1008,119.8934,3.8076,27,48.1481,49.3710,1
1.25,LowVolume5,3,1008,1260,194.8352,5.2340,24,62.5000,70.1105,1
1.25,LowVolume5,4,1260,1512,-14.1923,-0.4928,11,36.3636,47.5642,1
1.25,LowVolume5,5,1512,1764,-36.2908,-4.8363,9,44.4444,42.1481,1
1.25,LowVolume5,6,1764,2016,-44.3242,-9.7384,11,27.2727,47.9653,1
1.25,OldGuard4,0,252,504,13.1602,1.6215,23,52.1739,27.0069,1
1.25,OldGuard4,1,504,756,-45.0586,-6.7704,15,33.3333,52.2475,1
1.25,OldGuard4,2,756,1008,-11.2003,0.8134,21,38.0952,54.1252,1
1.25,OldGuard4,3,1008,1260,45.8928,3.0059,22,54.5455,64.8723,1
1.25,OldGuard4,4,1260,1512,-13.4026,-0.3484,12,33.3333,42.7854,1
1.25,OldGuard4,5,1512,1764,-40.9678,-7.0861,7,28.5714,42.1481,1
1.25,OldGuard4,6,1764,2016,-22.0408,-2.5381,16,56.2500,39.6978,1
1.50,Base5,0,252,504,416.3743,10.6828,15,73.3333,12.4519,1
1.50,Base5,1,504,756,44.5600,3.4773,14,42.8571,62.8355,1
1.50,Base5,2,756,1008,-4.0358,0.8960,20,45.0000,39.8544,1
1.50,Base5,3,1008,1260,84.5814,4.1861,23,60.8696,33.8749,1
1.50,Base5,4,1260,1512,-9.9544,-14.2777,2,50.0000,10.4500,0
1.50,Base5,5,1512,1764,-2.9907,-0.0435,9,55.5556,16.0936,1
1.50,Base5,6,1764,2016,13.7112,2.2102,14,64.2857,24.5466,1
1.50,NoDOGE,0,252,504,416.3743,10.6828,15,73.3333,12.4519,1
1.50,NoDOGE,1,504,756,-26.0092,-9.0339,5,20.0000,33.0815,1
1.50,NoDOGE,2,756,1008,90.7171,4.3886,19,52.6316,35.3130,1
1.50,NoDOGE,3,1008,1260,91.2955,4.4870,22,63.6364,33.8749,1
1.50,NoDOGE,4,1260,1512,-9.9544,-14.2777,2,50.0000,10.4500,0
1.50,NoDOGE,5,1512,1764,4.0501,2.3543,6,50.0000,11.4145,1
1.50,NoDOGE,6,1764,2016,-2.8453,0.0065,11,63.6364,16.5415,1
1.50,Legacy4,0,252,504,-18.2425,-1.2459,18,44.4444,28.0109,1
1.50,Legacy4,1,504,756,-22.1962,-4.8372,8,25.0000,35.5252,1
1.50,Legacy4,2,756,1008,87.6746,4.0942,19,47.3684,38.0452,1
1.50,Legacy4,3,1008,1260,-12.6502,0.7939,16,56.2500,58.4950,1
1.50,Legacy4,4,1260,1512,-10.6844,-11.5691,3,33.3333,11.1760,1
1.50,Legacy4,5,1512,1764,-18.1084,-4.5939,5,40.0000,28.6683,1
1.50,Legacy4,6,1764,2016,-5.4039,-0.4344,12,66.6667,23.0687,1
1.50,Legacy5BNB,0,252,504,15.8990,1.8760,21,47.6190,28.0109,1
1.50,Legacy5BNB,1,504,756,-22.1962,-4.8372,8,25.0000,35.5252,1
1.50,Legacy5BNB,2,756,1008,87.6746,4.0942,19,47.3684,38.0452,1
1.50,Legacy5BNB,3,1008,1260,65.9507,3.4580,20,60.0000,58.4950,1
1.50,Legacy5BNB,4,1260,1512,-16.4785,-19.6300,3,33.3333,16.9381,1
1.50,Legacy5BNB,5,1512,1764,-2.5577,-0.6808,5,40.0000,7.9372,1
1.50,Legacy5BNB,6,1764,2016,-5.4039,-0.4344,12,66.6667,23.0687,1
1.50,OldGuardNoBNB,0,252,504,3.1716,1.0884,20,50.0000,26.2836,1
1.50,OldGuardNoBNB,1,504,756,-28.2175,-5.0974,9,33.3333,34.2282,1
1.50,OldGuardNoBNB,2,756,1008,87.6746,4.0942,19,47.3684,38.0452,1
1.50,OldGuardNoBNB,3,1008,1260,-12.6502,0.7939,16,56.2500,58.4950,1
1.50,OldGuardNoBNB,4,1260,1512,-10.6844,-11.5691,3,33.3333,11.1760,1
1.50,OldGuardNoBNB,5,1512,1764,-34.6309,-8.0178,6,33.3333,43.0602,1
1.50,OldGuardNoBNB,6,1764,2016,-5.4039,-0.4344,12,66.6667,23.0687,1
1.50,LargeCaps5,0,252,504,515.8077,10.4034,18,72.2222,12.4519,1
1.50,LargeCaps5,1,504,756,-26.0092,-9.0339,5,20.0000,33.0815,1
1.50,LargeCaps5,2,756,1008,90.7171,4.3886,19,52.6316,35.3130,1
1.50,LargeCaps5,3,1008,1260,87.6246,3.9684,19,57.8947,33.8749,1
1.50,LargeCaps5,4,1260,1512,-9.9544,-14.2777,2,50.0000,10.4500,0
1.50,LargeCaps5,5,1512,1764,4.0501,2.3543,6,50.0000,11.4145,1
1.50,LargeCaps5,6,1764,2016,-2.8453,0.0065,11,63.6364,16.5415,1
1.50,Legacy3,0,252,504,-5.8555,0.3241,17,47.0588,28.0109,1
1.50,Legacy3,1,504,756,-5.1811,-0.0582,8,37.5000,25.3153,1
1.50,Legacy3,2,756,1008,38.5154,2.9987,16,43.7500,38.0452,1
1.50,Legacy3,3,1008,1260,-1.2718,1.5060,17,52.9412,67.7941,1
1.50,Legacy3,4,1260,1512,-13.1605,-3.9833,4,25.0000,23.3440,1
1.50,Legacy3,5,1512,1764,-32.6113,-11.1137,4,25.0000,32.6113,1
1.50,Legacy3,6,1764,2016,-5.4039,-0.4344,12,66.6667,23.0687,1
1.50,LowVolume5,0,252,504,141.2598,5.2673,20,60.0000,25.2722,1
1.50,LowVolume5,1,504,756,-20.9667,-3.0001,8,37.5000,34.7926,1
1.50,LowVolume5,2,756,1008,123.0004,4.2215,23,47.8261,40.2059,1
1.50,LowVolume5,3,1008,1260,121.5203,4.7208,20,60.0000,70.1105,1
1.50,LowVolume5,4,1260,1512,5.4774,1.8055,8,37.5000,31.6114,1
1.50,LowVolume5,5,1512,1764,-45.6589,-9.2641,8,37.5000,46.7020,1
1.50,LowVolume5,6,1764,2016,-47.0456,-13.8980,9,22.2222,47.0456,1
1.50,OldGuard4,0,252,504,-9.4233,0.2507,20,50.0000,26.2836,1
1.50,OldGuard4,1,504,756,-31.3742,-5.8255,9,33.3333,38.8767,1
1.50,OldGuard4,2,756,1008,23.1223,2.2843,18,44.4444,45.2871,1
1.50,OldGuard4,3,1008,1260,-1.2718,1.5060,17,52.9412,67.7941,1
1.50,OldGuard4,4,1260,1512,-3.3968,0.5153,7,28.5714,31.6114,1
1.50,OldGuard4,5,1512,1764,-49.6483,-14.6461,6,16.6667,49.6483,1
1.50,OldGuard4,6,1764,2016,-25.8513,-3.6117,14,57.1429,39.6978,1
2.00,Base5,0,252,504,10.0987,2.9090,9,55.5556,12.4519,1
2.00,Base5,1,504,756,78.8221,5.2056,9,44.4444,38.6393,1
2.00,Base5,2,756,1008,-2.0223,0.7484,15,53.3333,23.8783,1
2.00,Base5,3,1008,1260,76.8392,5.6938,13,69.2308,33.3488,1
2.00,Base5,4,1260,1512,0.0000,0.0000,0,0.0000,0.0000,0
2.00,Base5,5,1512,1764,-11.5164,-2.8866,6,50.0000,16.0936,1
2.00,Base5,6,1764,2016,40.4250,6.5454,9,77.7778,12.1465,1
2.00,NoDOGE,0,252,504,10.0987,2.9090,9,55.5556,12.4519,1
2.00,NoDOGE,1,504,756,-15.1247,-12.9438,3,33.3333,15.1247,1
2.00,NoDOGE,2,756,1008,52.7892,6.3810,12,66.6667,17.4296,1
2.00,NoDOGE,3,1008,1260,83.2716,6.2917,12,75.0000,33.3488,1
2.00,NoDOGE,4,1260,1512,0.0000,0.0000,0,0.0000,0.0000,0
2.00,NoDOGE,5,1512,1764,-5.0944,-3.8239,3,33.3333,11.4145,1
2.00,NoDOGE,6,1764,2016,3.0445,1.5142,7,71.4286,12.1465,1
2.00,Legacy4,0,252,504,10.5963,2.1185,14,50.0000,21.0412,1
2.00,Legacy4,1,504,756,-24.6225,-17.2655,5,20.0000,24.6225,1
2.00,Legacy4,2,756,1008,24.8118,3.2742,13,53.8462,31.6246,1
2.00,Legacy4,3,1008,1260,-4.0124,0.7839,8,62.5000,33.3488,1
2.00,Legacy4,4,1260,1512,-0.8107,0.0000,1,0.0000,0.8107,0
2.00,Legacy4,5,1512,1764,-1.2989,-0.7800,2,50.0000,7.8717,0
2.00,Legacy4,6,1764,2016,-7.0868,-1.1181,8,62.5000,20.7843,1
2.00,Legacy5BNB,0,252,504,13.9259,2.5102,14,50.0000,21.0412,1
2.00,Legacy5BNB,1,504,756,-24.6225,-17.2655,5,20.0000,24.6225,1
2.00,Legacy5BNB,2,756,1008,24.8118,3.2742,13,53.8462,31.6246,1
2.00,Legacy5BNB,3,1008,1260,89.4730,5.7488,10,70.0000,33.3488,1
2.00,Legacy5BNB,4,1260,1512,0.0000,0.0000,0,0.0000,0.0000,0
2.00,Legacy5BNB,5,1512,1764,-9.0673,-6.4392,3,33.3333,9.0673,1
2.00,Legacy5BNB,6,1764,2016,-7.0868,-1.1181,8,62.5000,20.7843,1
2.00,OldGuardNoBNB,0,252,504,-17.3818,-1.9744,14,42.8571,34.6730,1
2.00,OldGuardNoBNB,1,504,756,-38.5664,-14.0722,7,28.5714,38.5664,1
2.00,OldGuardNoBNB,2,756,1008,24.8118,3.2742,13,53.8462,31.6246,1
2.00,OldGuardNoBNB,3,1008,1260,-4.0124,0.7839,8,62.5000,33.3488,1
2.00,OldGuardNoBNB,4,1260,1512,-0.8107,0.0000,1,0.0000,0.8107,0
2.00,OldGuardNoBNB,5,1512,1764,-21.2129,-9.9093,3,33.3333,26.4596,1
2.00,OldGuardNoBNB,6,1764,2016,-7.0868,-1.1181,8,62.5000,20.7843,1
2.00,LargeCaps5,0,252,504,25.6091,5.2536,10,60.0000,12.4519,1
2.00,LargeCaps5,1,504,756,-15.1247,-12.9438,3,33.3333,15.1247,1
2.00,LargeCaps5,2,756,1008,52.7892,6.3810,12,66.6667,17.4296,1
2.00,LargeCaps5,3,1008,1260,120.8262,6.4011,11,72.7273,33.3488,1
2.00,LargeCaps5,4,1260,1512,0.0000,0.0000,0,0.0000,0.0000,0
2.00,LargeCaps5,5,1512,1764,-5.0944,-3.8239,3,33.3333,11.4145,1
2.00,LargeCaps5,6,1764,2016,3.0445,1.5142,7,71.4286,12.1465,1
2.00,Legacy3,0,252,504,12.5451,2.4883,13,53.8462,21.0412,1
2.00,Legacy3,1,504,756,-23.3311,-34.2938,3,0.0000,23.3311,1
2.00,Legacy3,2,756,1008,-15.4181,-1.3440,9,44.4444,31.6246,1
2.00,Legacy3,3,1008,1260,3.2647,1.7035,9,55.5556,39.8110,1
2.00,Legacy3,4,1260,1512,-0.8107,0.0000,1,0.0000,0.8107,0
2.00,Legacy3,5,1512,1764,-21.3613,-52.7881,2,0.0000,21.3613,0
2.00,Legacy3,6,1764,2016,-7.0868,-1.1181,8,62.5000,20.7843,1
2.00,LowVolume5,0,252,504,-1.9653,0.4348,11,54.5455,29.6205,1
2.00,LowVolume5,1,504,756,-32.7346,-16.7874,5,20.0000,32.7346,1
2.00,LowVolume5,2,756,1008,-37.5569,-3.7806,11,27.2727,52.5206,1
2.00,LowVolume5,3,1008,1260,44.0732,4.5668,10,60.0000,39.8110,1
2.00,LowVolume5,4,1260,1512,23.3650,7.0567,4,50.0000,11.5084,1
2.00,LowVolume5,5,1512,1764,-41.2424,-35.2760,4,0.0000,41.2424,1
2.00,LowVolume5,6,1764,2016,-45.1544,-71.8617,5,0.0000,45.1544,1
2.00,OldGuard4,0,252,504,-6.8851,-0.2314,14,50.0000,34.6730,1
2.00,OldGuard4,1,504,756,-41.9302,-19.7105,6,16.6667,41.9302,1
2.00,OldGuard4,2,756,1008,-25.3050,-2.8026,10,40.0000,39.6170,1
2.00,OldGuard4,3,1008,1260,3.2647,1.7035,9,55.5556,39.8110,1
2.00,OldGuard4,4,1260,1512,12.9858,5.2218,3,33.3333,11.5084,1
2.00,OldGuard4,5,1512,1764,-41.2424,-35.2760,4,0.0000,41.2424,1
2.00,OldGuard4,6,1764,2016,-21.6053,-3.9547,9,55.5556,33.1624,1
