hm,universe,window,step,equity
5,Base5,0,102,0.405944
5,Base5,0,103,0.411860
5,Base5,0,104,0.411860
5,Base5,0,105,0.411860
5,Base5,0,106,0.411860
5,Base5,0,107,0.411860
5,Base5,0,108,0.447280
5,Base5,0,109,0.470104
5,Base5,0,110,0.470104
5,Base5,0,111,0.470104
5,Base5,0,112,0.470104
5,Base5,0,113,0.618281
5,Base5,0,114,0.793968
5,Base5,0,115,0.793968
5,Base5,0,116,0.946480
5,Base5,0,117,0.946480
5,Base5,0,118,1.094610
5,Base5,0,119,1.129611
5,Base5,0,120,1.277795
5,Base5,0,121,1.327291
5,Base5,0,122,1.283832
5,Base5,0,123,1.172378
5,Base5,0,124,1.198009
5,Base5,0,125,1.094552
5,Base5,0,126,1.094552
5,Base5,0,127,1.094552
5,Base5,0,128,1.094552
5,Base5,0,129,1.153894
5,Base5,0,130,1.449699
5,Base5,0,131,1.929078
5,Base5,0,132,1.929078
5,Base5,0,133,2.426168
5,Base5,0,134,2.200839
5,Base5,0,135,3.260179
5,Base5,0,136,4.403607
5,Base5,0,137,5.208746
5,Base5,0,138,5.208746
5,Base5,0,139,5.208746
5,Base5,0,140,5.491403
5,Base5,0,141,5.506697
5,Base5,0,142,4.876173
5,Base5,0,143,4.876173
5,Base5,0,144,4.876173
5,Base5,0,145,4.876173
5,Base5,0,146,4.876173
5,Base5,0,147,4.876173
5,Base5,0,148,4.876173
5,Base5,0,149,4.876173
5,Base5,0,150,4.876173
5,Base5,0,151,4.876173
5,Base5,0,152,4.876173
5,Base5,0,153,4.876173
5,Base5,0,154,4.876173
5,Base5,0,155,4.876173
5,Base5,0,156,4.876173
5,Base5,0,157,4.876173
5,Base5,0,158,4.838066
5,Base5,0,159,4.700445
5,Base5,0,160,4.700445
5,Base5,0,161,4.700445
5,Base5,0,162,4.700445
5,Base5,0,163,4.033185
5,Base5,0,164,4.033185
5,Base5,0,165,4.033185
5,Base5,0,166,4.033185
5,Base5,0,167,4.033185
5,Base5,0,168,4.766283
5,Base5,0,169,5.627523
5,Base5,0,170,5.627523
5,Base5,0,171,6.584019
5,Base5,0,172,6.672933
5,Base5,0,173,6.613673
5,Base5,0,174,6.613673
5,Base5,0,175,7.001234
5,Base5,0,176,6.950420
5,Base5,0,177,6.772164
5,Base5,0,178,6.510747
5,Base5,0,179,6.510747
5,Base5,0,180,6.150248
5,Base5,0,181,6.150248
5,Base5,0,182,6.150248
5,Base5,0,183,6.150248
5,Base5,0,184,7.285725
5,Base5,0,185,7.628747
5,Base5,0,186,7.154886
5,Base5,0,187,6.660810
5,Base5,0,188,6.065895
5,Base5,0,189,5.324525
5,Base5,0,190,5.324525
5,Base5,0,191,5.324525
5,Base5,0,192,5.177472
5,Base5,0,193,4.909426
5,Base5,0,194,4.909426
5,Base5,0,195,4.909426
5,Base5,0,196,4.909426
5,Base5,0,197,5.541243
5,Base5,0,198,5.641500
5,Base5,0,199,5.446863
5,Base5,0,200,5.446863
5,Base5,0,201,4.907596
5,Base5,0,202,4.907596
5,Base5,0,203,5.080221
5,Base5,0,204,5.400986
5,Base5,0,205,5.400986
5,Base5,0,206,5.400986
5,Base5,0,207,6.526376
5,Base5,0,208,7.700299
5,Base5,0,209,8.760155
5,Base5,0,210,9.708759
5,Base5,0,211,10.669640
5,Base5,0,212,10.669640
5,Base5,0,213,10.051938
5,Base5,0,214,9.282703
5,Base5,0,215,8.338568
5,Base5,0,216,7.692357
5,Base5,0,217,7.692357
5,Base5,0,218,7.692357
5,Base5,0,219,7.692357
5,Base5,0,220,7.692357
5,Base5,0,221,7.692357
5,Base5,0,222,7.692357
5,Base5,0,223,7.692357
5,Base5,0,224,7.692357
5,Base5,0,225,7.692357
5,Base5,0,226,7.623903
5,Base5,0,227,7.423855
5,Base5,0,228,6.957873
5,Base5,0,229,6.957873
5,Base5,0,230,6.957873
5,Base5,0,231,6.957873
5,Base5,0,232,6.957873
5,Base5,0,233,6.957873
5,Base5,0,234,6.957873
5,Base5,0,235,6.957873
5,Base5,0,236,6.957873
5,Base5,0,237,6.957873
5,Base5,0,238,6.957873
5,Base5,0,239,6.957873
5,Base5,0,240,6.957873
5,Base5,0,241,6.957873
5,Base5,0,242,6.957873
5,Base5,0,243,6.957873
5,Base5,0,244,6.957873
5,Base5,0,245,6.957873
5,Base5,0,246,7.503528
5,Base5,0,247,8.499680
5,Base5,0,248,8.499680
5,Base5,0,249,8.499680
5,Base5,0,250,8.499680
8,Base5,0,0,1.000000
8,Base5,0,1,1.000000
8,Base5,0,2,1.303056
8,Base5,0,3,1.430621
8,Base5,0,4,1.386748
8,Base5,0,5,1.589640
8,Base5,0,6,1.536395
8,Base5,0,7,1.536395
8,Base5,0,8,1.536395
8,Base5,0,9,1.536395
8,Base5,0,10,1.536395
8,Base5,0,11,1.536395
8,Base5,0,12,1.368145
8,Base5,0,13,1.368145
8,Base5,0,14,1.368145
8,Base5,0,15,1.368145
8,Base5,0,16,1.158485
8,Base5,0,17,1.158485
8,Base5,0,18,1.158485
8,Base5,0,19,1.158485
8,Base5,0,20,1.158485
8,Base5,0,21,1.158485
8,Base5,0,22,1.158485
8,Base5,0,23,1.158485
8,Base5,0,24,1.158485
8,Base5,0,25,0.981351
8,Base5,0,26,0.981351
8,Base5,0,27,0.981351
8,Base5,0,28,0.981351
8,Base5,0,29,0.611423
8,Base5,0,30,0.611423
8,Base5,0,31,0.611423
8,Base5,0,32,0.611423
8,Base5,0,33,0.611423
8,Base5,0,34,0.611423
8,Base5,0,35,0.611423
8,Base5,0,36,0.611423
8,Base5,0,37,0.611423
8,Base5,0,38,0.611423
8,Base5,0,39,0.611423
8,Base5,0,40,0.611423
8,Base5,0,41,0.611423
8,Base5,0,42,0.611423
8,Base5,0,43,0.611423
8,Base5,0,44,0.611423
8,Base5,0,45,0.611423
8,Base5,0,46,0.611423
8,Base5,0,47,0.611423
8,Base5,0,48,0.611423
8,Base5,0,49,0.611423
8,Base5,0,50,0.611423
8,Base5,0,51,0.611423
8,Base5,0,52,0.611423
8,Base5,0,53,0.611423
8,Base5,0,54,0.611423
8,Base5,0,55,0.611423
8,Base5,0,56,0.611423
8,Base5,0,57,0.611423
8,Base5,0,58,0.611423
8,Base5,0,59,0.611423
8,Base5,0,60,0.611423
8,Base5,0,61,0.611423
8,Base5,0,62,0.611423
8,Base5,0,63,0.611423
8,Base5,0,64,0.611423
8,Base5,0,65,0.611423
8,Base5,0,66,0.611423
8,Base5,0,67,0.611423
8,Base5,0,68,0.611423
8,Base5,0,69,0.611423
8,Base5,0,70,0.611423
8,Base5,0,71,0.611423
8,Base5,0,72,0.652848
8,Base5,0,73,0.602211
8,Base5,0,74,0.602211
8,Base5,0,75,0.602211
8,Base5,0,76,0.602211
8,Base5,0,77,0.602211
8,Base5,0,78,0.602211
8,Base5,0,79,0.602211
8,Base5,0,80,0.602211
8,Base5,0,81,0.639971
8,Base5,0,82,0.524767
8,Base5,0,83,0.524767
8,Base5,0,84,0.524767
8,Base5,0,85,0.427987
8,Base5,0,86,0.346713
8,Base5,0,87,0.346713
8,Base5,0,88,0.346713
8,Base5,0,89,0.346713
8,Base5,0,90,0.346713
8,Base5,0,91,0.346713
8,Base5,0,92,0.346713
8,Base5,0,93,0.346713
8,Base5,0,94,0.346713
8,Base5,0,95,0.346713
8,Base5,0,96,0.346713
8,Base5,0,97,0.346713
8,Base5,0,98,0.346713
8,Base5,0,99,0.346713
8,Base5,0,100,0.332781
8,Base5,0,101,0.332781
8,Base5,0,102,0.332781
8,Base5,0,103,0.340321
8,Base5,0,104,0.340321
8,Base5,0,105,0.340321
8,Base5,0,106,0.340321
8,Base5,0,107,0.340321
8,Base5,0,108,0.407763
8,Base5,0,109,0.454559
8,Base5,0,110,0.454559
8,Base5,0,111,0.454559
8,Base5,0,112,0.454559
8,Base5,0,113,0.597835
8,Base5,0,114,0.767712
8,Base5,0,115,0.767712
8,Base5,0,116,0.915181
8,Base5,0,117,0.915181
8,Base5,0,118,1.058413
8,Base5,0,119,1.092256
8,Base5,0,120,1.235540
8,Base5,0,121,1.271446
8,Base5,0,122,1.534781
8,Base5,0,123,1.874740
8,Base5,0,124,1.915728
8,Base5,0,125,1.750291
8,Base5,0,126,1.750291
8,Base5,0,127,1.750291
8,Base5,0,128,1.750291
8,Base5,0,129,1.677184
8,Base5,0,130,2.644149
8,Base5,0,131,3.896906
8,Base5,0,132,3.896906
8,Base5,0,133,6.123338
8,Base5,0,134,5.554636
8,Base5,0,135,8.691872
8,Base5,0,136,11.740334
8,Base5,0,137,13.886891
8,Base5,0,138,13.886891
8,Base5,0,139,13.886891
8,Base5,0,140,14.640476
8,Base5,0,141,14.279493
8,Base5,0,142,12.644472
8,Base5,0,143,12.644472
8,Base5,0,144,12.644472
8,Base5,0,145,12.644472
8,Base5,0,146,12.644472
8,Base5,0,147,12.644472
8,Base5,0,148,12.644472
8,Base5,0,149,12.644472
8,Base5,0,150,12.644472
8,Base5,0,151,12.644472
8,Base5,0,152,12.644472
8,Base5,0,153,12.644472
8,Base5,0,154,12.644472
8,Base5,0,155,12.644472
8,Base5,0,156,12.644472
8,Base5,0,157,12.644472
8,Base5,0,158,12.690097
8,Base5,0,159,12.616913
8,Base5,0,160,12.616913
8,Base5,0,161,12.616913
8,Base5,0,162,12.616913
8,Base5,0,163,10.825856
8,Base5,0,164,10.825856
8,Base5,0,165,10.825856
8,Base5,0,166,10.825856
8,Base5,0,167,10.825856
8,Base5,0,168,12.793634
8,Base5,0,169,15.105371
8,Base5,0,170,15.105371
8,Base5,0,171,17.672795
8,Base5,0,172,17.911457
8,Base5,0,173,17.752390
8,Base5,0,174,17.752390
8,Base5,0,175,17.859722
8,Base5,0,176,18.133509
8,Base5,0,177,17.587566
8,Base5,0,178,17.340208
8,Base5,0,179,17.340208
8,Base5,0,180,17.142816
8,Base5,0,181,17.142816
8,Base5,0,182,17.142816
8,Base5,0,183,17.142816
8,Base5,0,184,17.862263
8,Base5,0,185,17.263010
8,Base5,0,186,16.190716
8,Base5,0,187,15.072676
8,Base5,0,188,13.726449
8,Base5,0,189,12.048811
8,Base5,0,190,12.048811
8,Base5,0,191,12.048811
8,Base5,0,192,11.716045
8,Base5,0,193,11.109489
8,Base5,0,194,11.109489
8,Base5,0,195,11.109489
8,Base5,0,196,11.109489
8,Base5,0,197,11.704575
8,Base5,0,198,11.200229
8,Base5,0,199,10.335103
8,Base5,0,200,10.335103
8,Base5,0,201,9.522624
8,Base5,0,202,9.522624
8,Base5,0,203,11.653880
8,Base5,0,204,14.123039
8,Base5,0,205,14.123039
8,Base5,0,206,14.123039
8,Base5,0,207,17.065821
8,Base5,0,208,20.135512
8,Base5,0,209,22.906932
8,Base5,0,210,25.387435
8,Base5,0,211,27.900044
8,Base5,0,212,27.900044
8,Base5,0,213,26.284813
8,Base5,0,214,24.273341
8,Base5,0,215,21.804523
8,Base5,0,216,20.114744
8,Base5,0,217,20.114744
8,Base5,0,218,20.114744
8,Base5,0,219,20.114744
8,Base5,0,220,20.114744
8,Base5,0,221,20.114744
8,Base5,0,222,20.114744
8,Base5,0,223,20.114744
8,Base5,0,224,20.114744
8,Base5,0,225,20.114744
8,Base5,0,226,18.910258
8,Base5,0,227,16.563185
8,Base5,0,228,15.523544
8,Base5,0,229,15.523544
8,Base5,0,230,15.523544
8,Base5,0,231,15.523544
8,Base5,0,232,15.523544
8,Base5,0,233,15.523544
8,Base5,0,234,15.523544
8,Base5,0,235,15.523544
8,Base5,0,236,15.523544
8,Base5,0,237,15.523544
8,Base5,0,238,15.523544
8,Base5,0,239,15.523544
8,Base5,0,240,15.523544
8,Base5,0,241,15.523544
8,Base5,0,242,15.523544
8,Base5,0,243,15.523544
8,Base5,0,244,15.523544
8,Base5,0,245,15.523544
8,Base5,0,246,15.523544
8,Base5,0,247,15.523544
8,Base5,0,248,15.523544
8,Base5,0,249,15.523544
8,Base5,0,250,15.523544
10,Base5,0,0,1.000000
10,Base5,0,1,1.000000
10,Base5,0,2,1.523801
10,Base5,0,3,1.834014
10,Base5,0,4,1.770479
10,Base5,0,5,1.844793
10,Base5,0,6,1.746733
10,Base5,0,7,1.746733
10,Base5,0,8,1.746733
10,Base5,0,9,1.746733
10,Base5,0,10,1.746733
10,Base5,0,11,1.746733
10,Base5,0,12,1.503543
10,Base5,0,13,1.503543
10,Base5,0,14,1.503543
10,Base5,0,15,1.503543
10,Base5,0,16,1.273134
10,Base5,0,17,1.273134
10,Base5,0,18,1.273134
10,Base5,0,19,1.273134
10,Base5,0,20,1.273134
10,Base5,0,21,1.273134
10,Base5,0,22,1.273134
10,Base5,0,23,1.273134
10,Base5,0,24,1.273134
10,Base5,0,25,1.078469
10,Base5,0,26,1.078469
10,Base5,0,27,1.078469
10,Base5,0,28,1.078469
10,Base5,0,29,0.671932
10,Base5,0,30,0.671932
10,Base5,0,31,0.671932
10,Base5,0,32,0.671932
10,Base5,0,33,0.671932
10,Base5,0,34,0.671932
10,Base5,0,35,0.671932
10,Base5,0,36,0.671932
10,Base5,0,37,0.671932
10,Base5,0,38,0.671932
10,Base5,0,39,0.671932
10,Base5,0,40,0.671932
10,Base5,0,41,0.671932
10,Base5,0,42,0.671932
10,Base5,0,43,0.671932
10,Base5,0,44,0.671932
10,Base5,0,45,0.671932
10,Base5,0,46,0.671932
10,Base5,0,47,0.671932
10,Base5,0,48,0.671932
10,Base5,0,49,0.671932
10,Base5,0,50,0.671932
10,Base5,0,51,0.671932
10,Base5,0,52,0.671932
10,Base5,0,53,0.671932
10,Base5,0,54,0.671932
10,Base5,0,55,0.671932
10,Base5,0,56,0.671932
10,Base5,0,57,0.671932
10,Base5,0,58,0.671932
10,Base5,0,59,0.671932
10,Base5,0,60,0.671932
10,Base5,0,61,0.671932
10,Base5,0,62,0.671932
10,Base5,0,63,0.671932
10,Base5,0,64,0.671932
10,Base5,0,65,0.671932
10,Base5,0,66,0.671932
10,Base5,0,67,0.671932
10,Base5,0,68,0.671932
10,Base5,0,69,0.671932
10,Base5,0,70,0.671932
10,Base5,0,71,0.671932
10,Base5,0,72,0.717456
10,Base5,0,73,0.661808
10,Base5,0,74,0.661808
10,Base5,0,75,0.661808
10,Base5,0,76,0.661808
10,Base5,0,77,0.661808
10,Base5,0,78,0.661808
10,Base5,0,79,0.661808
10,Base5,0,80,0.661808
10,Base5,0,81,0.593162
10,Base5,0,82,0.486384
10,Base5,0,83,0.486384
10,Base5,0,84,0.486384
10,Base5,0,85,0.396683
10,Base5,0,86,0.321353
10,Base5,0,87,0.321353
10,Base5,0,88,0.321353
10,Base5,0,89,0.321353
10,Base5,0,90,0.321353
10,Base5,0,91,0.321353
10,Base5,0,92,0.321353
10,Base5,0,93,0.321353
10,Base5,0,94,0.321353
10,Base5,0,95,0.321353
10,Base5,0,96,0.321353
10,Base5,0,97,0.321353
10,Base5,0,98,0.321353
10,Base5,0,99,0.321353
10,Base5,0,100,0.308441
10,Base5,0,101,0.308441
10,Base5,0,102,0.308441
10,Base5,0,103,0.340528
10,Base5,0,104,0.340528
10,Base5,0,105,0.340528
10,Base5,0,106,0.340528
10,Base5,0,107,0.340528
10,Base5,0,108,0.487334
10,Base5,0,109,0.659050
10,Base5,0,110,0.659050
10,Base5,0,111,0.659050
10,Base5,0,112,0.659050
10,Base5,0,113,0.866782
10,Base5,0,114,1.113082
10,Base5,0,115,1.113082
10,Base5,0,116,1.326892
10,Base5,0,117,1.326892
10,Base5,0,118,1.534559
10,Base5,0,119,1.583627
10,Base5,0,120,1.791370
10,Base5,0,121,2.368541
10,Base5,0,122,3.062543
10,Base5,0,123,4.287269
10,Base5,0,124,4.381002
10,Base5,0,125,4.002670
10,Base5,0,126,4.002670
10,Base5,0,127,4.002670
10,Base5,0,128,4.002670
10,Base5,0,129,3.835486
10,Base5,0,130,7.151496
10,Base5,0,131,12.878011
10,Base5,0,132,12.878011
10,Base5,0,133,20.235649
10,Base5,0,134,18.356270
10,Base5,0,135,28.723820
10,Base5,0,136,38.797998
10,Base5,0,137,45.891672
10,Base5,0,138,45.891672
10,Base5,0,139,45.891672
10,Base5,0,140,48.382029
10,Base5,0,141,47.189096
10,Base5,0,142,41.785883
10,Base5,0,143,41.785883
10,Base5,0,144,41.785883
10,Base5,0,145,41.785883
10,Base5,0,146,41.785883
10,Base5,0,147,41.785883
10,Base5,0,148,41.785883
10,Base5,0,149,41.785883
10,Base5,0,150,41.785883
10,Base5,0,151,41.785883
10,Base5,0,152,41.785883
10,Base5,0,153,41.785883
10,Base5,0,154,41.785883
10,Base5,0,155,41.785883
10,Base5,0,156,41.785883
10,Base5,0,157,41.785883
10,Base5,0,158,42.615131
10,Base5,0,159,43.203747
10,Base5,0,160,43.203747
10,Base5,0,161,43.203747
10,Base5,0,162,43.203747
10,Base5,0,163,37.070680
10,Base5,0,164,37.070680
10,Base5,0,165,37.070680
10,Base5,0,166,37.070680
10,Base5,0,167,37.070680
10,Base5,0,168,43.808888
10,Base5,0,169,51.724904
10,Base5,0,170,51.724904
10,Base5,0,171,60.516462
10,Base5,0,172,61.333708
10,Base5,0,173,60.789019
10,Base5,0,174,60.789019
10,Base5,0,175,60.910356
10,Base5,0,176,62.356371
10,Base5,0,177,62.624230
10,Base5,0,178,62.756563
10,Base5,0,179,62.756563
10,Base5,0,180,62.435743
10,Base5,0,181,62.435743
10,Base5,0,182,62.435743
10,Base5,0,183,62.435743
10,Base5,0,184,65.056037
10,Base5,0,185,62.873501
10,Base5,0,186,58.968105
10,Base5,0,187,54.896100
10,Base5,0,188,49.993015
10,Base5,0,189,43.882901
10,Base5,0,190,43.882901
10,Base5,0,191,43.882901
10,Base5,0,192,42.670936
10,Base5,0,193,40.461800
10,Base5,0,194,40.461800
10,Base5,0,195,40.461800
10,Base5,0,196,40.461800
10,Base5,0,197,41.784451
10,Base5,0,198,41.395272
10,Base5,0,199,39.900080
10,Base5,0,200,39.900080
10,Base5,0,201,33.737386
10,Base5,0,202,33.737386
10,Base5,0,203,41.288143
10,Base5,0,204,50.036043
10,Base5,0,205,50.036043
10,Base5,0,206,50.036043
10,Base5,0,207,60.461929
10,Base5,0,208,71.337434
10,Base5,0,209,81.156205
10,Base5,0,210,89.944297
10,Base5,0,211,98.846136
10,Base5,0,212,98.846136
10,Base5,0,213,93.123588
10,Base5,0,214,85.997210
10,Base5,0,215,77.250516
10,Base5,0,216,71.263856
10,Base5,0,217,71.263856
10,Base5,0,218,71.263856
10,Base5,0,219,71.263856
10,Base5,0,220,71.263856
10,Base5,0,221,71.263856
10,Base5,0,222,71.263856
10,Base5,0,223,71.263856
10,Base5,0,224,71.263856
10,Base5,0,225,71.263856
10,Base5,0,226,63.449306
10,Base5,0,227,55.574209
10,Base5,0,228,52.085917
10,Base5,0,229,52.085917
10,Base5,0,230,52.085917
10,Base5,0,231,52.085917
10,Base5,0,232,52.085917
10,Base5,0,233,52.085917
10,Base5,0,234,52.085917
10,Base5,0,235,52.085917
10,Base5,0,236,52.085917
10,Base5,0,237,52.085917
10,Base5,0,238,52.085917
10,Base5,0,239,52.085917
10,Base5,0,240,52.085917
10,Base5,0,241,52.085917
10,Base5,0,242,52.085917
10,Base5,0,243,52.085917
10,Base5,0,244,52.085917
10,Base5,0,245,52.085917
10,Base5,0,246,52.085917
10,Base5,0,247,52.085917
10,Base5,0,248,52.085917
10,Base5,0,249,52.085917
10,Base5,0,250,52.085917
12,Base5,0,0,1.000000
12,Base5,0,1,1.000000
12,Base5,0,2,1.408360
12,Base5,0,3,1.540803
12,Base5,0,4,1.487426
12,Base5,0,5,1.581181
12,Base5,0,6,1.437161
12,Base5,0,7,1.437161
12,Base5,0,8,1.437161
12,Base5,0,9,1.437161
12,Base5,0,10,1.437161
12,Base5,0,11,1.437161
12,Base5,0,12,1.237072
12,Base5,0,13,1.237072
12,Base5,0,14,1.237072
12,Base5,0,15,1.237072
12,Base5,0,16,1.047498
12,Base5,0,17,1.047498
12,Base5,0,18,1.047498
12,Base5,0,19,1.047498
12,Base5,0,20,1.047498
12,Base5,0,21,1.047498
12,Base5,0,22,1.047498
12,Base5,0,23,1.047498
12,Base5,0,24,1.047498
12,Base5,0,25,0.887334
12,Base5,0,26,0.887334
12,Base5,0,27,0.887334
12,Base5,0,28,0.887334
12,Base5,0,29,0.552847
12,Base5,0,30,0.552847
12,Base5,0,31,0.552847
12,Base5,0,32,0.552847
12,Base5,0,33,0.552847
12,Base5,0,34,0.552847
12,Base5,0,35,0.552847
12,Base5,0,36,0.552847
12,Base5,0,37,0.552847
12,Base5,0,38,0.552847
12,Base5,0,39,0.552847
12,Base5,0,40,0.552847
12,Base5,0,41,0.552847
12,Base5,0,42,0.552847
12,Base5,0,43,0.552847
12,Base5,0,44,0.552847
12,Base5,0,45,0.552847
12,Base5,0,46,0.552847
12,Base5,0,47,0.552847
12,Base5,0,48,0.552847
12,Base5,0,49,0.552847
12,Base5,0,50,0.552847
12,Base5,0,51,0.552847
12,Base5,0,52,0.552847
12,Base5,0,53,0.552847
12,Base5,0,54,0.552847
12,Base5,0,55,0.552847
12,Base5,0,56,0.552847
12,Base5,0,57,0.552847
12,Base5,0,58,0.552847
12,Base5,0,59,0.552847
12,Base5,0,60,0.552847
12,Base5,0,61,0.552847
12,Base5,0,62,0.552847
12,Base5,0,63,0.552847
12,Base5,0,64,0.552847
12,Base5,0,65,0.552847
12,Base5,0,66,0.552847
12,Base5,0,67,0.552847
12,Base5,0,68,0.552847
12,Base5,0,69,0.552847
12,Base5,0,70,0.552847
12,Base5,0,71,0.552847
12,Base5,0,72,0.590303
12,Base5,0,73,0.544517
12,Base5,0,74,0.544517
12,Base5,0,75,0.544517
12,Base5,0,76,0.544517
12,Base5,0,77,0.544517
12,Base5,0,78,0.544517
12,Base5,0,79,0.544517
12,Base5,0,80,0.544517
12,Base5,0,81,0.488037
12,Base5,0,82,0.400183
12,Base5,0,83,0.400183
12,Base5,0,84,0.400183
12,Base5,0,85,0.326379
12,Base5,0,86,0.264400
12,Base5,0,87,0.264400
12,Base5,0,88,0.264400
12,Base5,0,89,0.264400
12,Base5,0,90,0.264400
12,Base5,0,91,0.264400
12,Base5,0,92,0.264400
12,Base5,0,93,0.264400
12,Base5,0,94,0.264400
12,Base5,0,95,0.264400
12,Base5,0,96,0.264400
12,Base5,0,97,0.264400
12,Base5,0,98,0.264400
12,Base5,0,99,0.264400
12,Base5,0,100,0.253776
12,Base5,0,101,0.253776
12,Base5,0,102,0.253776
12,Base5,0,103,0.283368
12,Base5,0,104,0.283368
12,Base5,0,105,0.283368
12,Base5,0,106,0.283368
12,Base5,0,107,0.283368
12,Base5,0,108,0.405531
12,Base5,0,109,0.548423
12,Base5,0,110,0.548423
12,Base5,0,111,0.548423
12,Base5,0,112,0.548423
12,Base5,0,113,0.721286
12,Base5,0,114,0.926242
12,Base5,0,115,0.926242
12,Base5,0,116,1.104162
12,Base5,0,117,1.104162
12,Base5,0,118,1.276971
12,Base5,0,119,1.317802
12,Base5,0,120,1.490673
12,Base5,0,121,2.258785
12,Base5,0,122,3.356466
12,Base5,0,123,4.718366
12,Base5,0,124,4.821524
12,Base5,0,125,4.405150
12,Base5,0,126,4.405150
12,Base5,0,127,4.405150
12,Base5,0,128,4.405150
12,Base5,0,129,4.221155
12,Base5,0,130,8.313922
12,Base5,0,131,14.971242
12,Base5,0,132,14.971242
12,Base5,0,133,23.524812
12,Base5,0,134,21.339953
12,Base5,0,135,33.392676
12,Base5,0,136,45.104342
12,Base5,0,137,53.351042
12,Base5,0,138,53.351042
12,Base5,0,139,53.351042
12,Base5,0,140,56.246189
12,Base5,0,141,54.859354
12,Base5,0,142,48.577886
12,Base5,0,143,48.577886
12,Base5,0,144,48.577886
12,Base5,0,145,48.577886
12,Base5,0,146,48.577886
12,Base5,0,147,48.577886
12,Base5,0,148,48.577886
12,Base5,0,149,48.577886
12,Base5,0,150,48.577886
12,Base5,0,151,48.577886
12,Base5,0,152,48.577886
12,Base5,0,153,48.577886
12,Base5,0,154,48.577886
12,Base5,0,155,48.577886
12,Base5,0,156,48.577886
12,Base5,0,157,48.577886
12,Base5,0,158,49.550391
12,Base5,0,159,50.695492
12,Base5,0,160,50.695492
12,Base5,0,161,50.695492
12,Base5,0,162,50.695492
12,Base5,0,163,43.498920
12,Base5,0,164,43.498920
12,Base5,0,165,43.498920
12,Base5,0,166,43.498920
12,Base5,0,167,43.498920
12,Base5,0,168,51.405568
12,Base5,0,169,60.694261
12,Base5,0,170,60.694261
12,Base5,0,171,71.010318
12,Base5,0,172,71.969279
12,Base5,0,173,71.330137
12,Base5,0,174,71.330137
12,Base5,0,175,74.007504
12,Base5,0,176,77.007518
12,Base5,0,177,78.170307
