slippage_bps,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
60,Legacy3,3,43.42,4.3768,27.84,13,53.85,1
65,Legacy3,3,41.57,4.2892,27.91,13,53.85,1
70,Legacy3,3,39.74,4.2016,27.98,13,53.85,1
75,Legacy3,3,37.94,4.1140,28.05,13,53.85,1
80,Legacy3,3,36.15,4.0262,28.12,13,53.85,1
85,Legacy3,3,34.40,3.9384,28.20,13,53.85,1
90,Legacy3,3,32.66,3.8506,28.27,13,53.85,1
95,Legacy3,3,30.95,3.7627,28.34,13,53.85,1
100,Legacy3,3,29.25,3.6747,28.41,13,53.85,1
0,Legacy3,4,-0.11,0.9721,23.62,11,45.45,0
5,Legacy3,4,-1.20,0.8269,23.92,11,45.45,0
10,Legacy3,4,-2.28,0.6824,24.23,11,45.45,0
15,Legacy3,4,-3.35,0.5385,24.53,11,45.45,0
20,Legacy3,4,-4.41,0.3952,24.83,11,45.45,0
25,Legacy3,4,-5.45,0.2526,25.13,11,45.45,0
30,Legacy3,4,-6.49,0.1107,25.43,11,45.45,0
35,Legacy3,4,-7.51,-0.0307,25.73,11,45.45,0
40,Legacy3,4,-8.52,-0.1713,26.02,11,45.45,0
45,Legacy3,4,-9.52,-0.3114,26.32,11,45.45,0
50,Legacy3,4,-10.51,-0.4508,26.61,11,45.45,0
55,Legacy3,4,-11.49,-0.5896,26.91,11,45.45,0
60,Legacy3,4,-12.46,-0.7278,27.20,11,45.45,0
65,Legacy3,4,-13.42,-0.8653,27.49,11,45.45,0
70,Legacy3,4,-14.36,-1.0023,27.78,11,45.45,0
75,Legacy3,4,-15.30,-1.1386,28.07,11,45.45,0
80,Legacy3,4,-16.23,-1.2743,28.35,11,45.45,0
85,Legacy3,4,-17.14,-1.4094,28.64,11,45.45,0
90,Legacy3,4,-18.05,-1.5439,28.92,11,45.45,0
95,Legacy3,4,-18.95,-1.6778,29.21,11,45.45,0
100,Legacy3,4,-19.83,-1.8112,29.49,11,45.45,0
0,Legacy3,5,-20.35,-1.3373,40.30,13,30.77,0
5,Legacy3,5,-21.38,-1.4789,40.77,13,23.08,0
10,Legacy3,5,-22.40,-1.6200,41.24,13,23.08,0
15,Legacy3,5,-23.40,-1.7606,41.71,13,23.08,0
20,Legacy3,5,-24.39,-1.9007,42.18,13,23.08,0
25,Legacy3,5,-25.37,-2.0403,42.64,13,23.08,0
30,Legacy3,5,-26.33,-2.1794,43.09,13,23.08,0
35,Legacy3,5,-27.28,-2.3179,43.55,13,23.08,0
40,Legacy3,5,-28.22,-2.4560,44.00,13,23.08,0
45,Legacy3,5,-29.15,-2.5936,44.44,13,23.08,0
50,Legacy3,5,-30.06,-2.7306,44.89,13,23.08,0
55,Legacy3,5,-30.97,-2.8672,45.33,13,23.08,0
60,Legacy3,5,-31.86,-3.0033,45.76,13,23.08,0
65,Legacy3,5,-32.74,-3.1389,46.19,13,23.08,0
70,Legacy3,5,-33.61,-3.2740,46.62,13,23.08,0
75,Legacy3,5,-34.46,-3.4086,47.05,13,23.08,0
80,Legacy3,5,-35.31,-3.5427,47.47,13,23.08,0
85,Legacy3,5,-36.15,-3.6763,47.89,13,23.08,0
90,Legacy3,5,-36.97,-3.8095,48.30,13,23.08,0
95,Legacy3,5,-37.79,-3.9421,48.72,13,23.08,0
100,Legacy3,5,-38.59,-4.0743,49.12,13,23.08,0
0,Legacy3,6,-0.39,0.9841,31.66,16,50.00,0
5,Legacy3,6,-1.97,0.8150,32.07,16,50.00,0
10,Legacy3,6,-3.53,0.6463,32.48,16,50.00,0
15,Legacy3,6,-5.06,0.4780,32.88,16,50.00,0
20,Legacy3,6,-6.57,0.3102,33.29,16,50.00,0
25,Legacy3,6,-8.05,0.1428,33.68,16,50.00,0
30,Legacy3,6,-9.51,-0.0242,34.08,16,50.00,0
35,Legacy3,6,-10.95,-0.1907,34.48,16,50.00,0
40,Legacy3,6,-12.36,-0.3569,34.87,16,50.00,0
45,Legacy3,6,-13.75,-0.5226,35.26,16,50.00,0
50,Legacy3,6,-15.12,-0.6879,35.64,16,50.00,0
55,Legacy3,6,-16.47,-0.8527,36.03,16,50.00,0
60,Legacy3,6,-17.79,-1.0171,36.41,16,50.00,0
65,Legacy3,6,-19.10,-1.1812,36.79,16,50.00,0
70,Legacy3,6,-20.38,-1.3447,37.17,16,50.00,0
75,Legacy3,6,-21.65,-1.5079,37.64,16,50.00,0
80,Legacy3,6,-22.89,-1.6706,38.14,16,50.00,0
85,Legacy3,6,-24.11,-1.8330,38.63,16,50.00,0
90,Legacy3,6,-25.32,-1.9948,39.12,16,50.00,0
95,Legacy3,6,-26.50,-2.1563,39.60,16,50.00,0
100,Legacy3,6,-27.67,-2.3174,40.09,16,50.00,0
0,LowVolume5,0,11.96,2.5166,55.91,18,44.44,1
5,LowVolume5,0,9.96,2.4283,56.17,18,44.44,1
10,LowVolume5,0,8.00,2.3401,56.44,18,44.44,1
15,LowVolume5,0,6.07,2.2520,56.70,18,44.44,1
20,LowVolume5,0,4.18,2.1640,56.96,18,44.44,1
25,LowVolume5,0,2.32,2.0761,57.21,18,44.44,1
30,LowVolume5,0,0.50,1.9883,57.47,18,44.44,1
35,LowVolume5,0,-1.29,1.9006,57.72,18,44.44,0
40,LowVolume5,0,-3.06,1.8131,57.98,18,44.44,0
45,LowVolume5,0,-4.78,1.7256,58.23,18,44.44,0
50,LowVolume5,0,-6.48,1.6382,58.48,18,44.44,0
55,LowVolume5,0,-8.15,1.5510,58.73,18,44.44,0
60,LowVolume5,0,-9.79,1.4638,58.97,18,44.44,0
65,LowVolume5,0,-11.40,1.3768,59.22,18,44.44,0
70,LowVolume5,0,-12.98,1.2898,59.46,18,44.44,0
75,LowVolume5,0,-14.53,1.2030,59.71,18,44.44,0
80,LowVolume5,0,-16.06,1.1163,59.95,18,44.44,0
85,LowVolume5,0,-17.55,1.0297,60.19,18,44.44,0
90,LowVolume5,0,-19.03,0.9432,60.42,18,44.44,0
95,LowVolume5,0,-20.47,0.8568,60.66,18,44.44,0
100,LowVolume5,0,-21.89,0.7705,60.90,18,44.44,0
0,LowVolume5,1,-35.76,-1.8633,56.85,16,31.25,0
5,LowVolume5,1,-36.78,-1.9712,57.20,16,31.25,0
10,LowVolume5,1,-37.78,-2.0786,57.54,16,31.25,0
15,LowVolume5,1,-38.77,-2.1855,57.88,16,31.25,0
20,LowVolume5,1,-39.74,-2.2919,58.21,16,31.25,0
25,LowVolume5,1,-40.70,-2.3977,58.54,16,31.25,0
30,LowVolume5,1,-41.64,-2.5031,58.88,16,31.25,0
35,LowVolume5,1,-42.57,-2.6080,59.20,16,31.25,0
40,LowVolume5,1,-43.48,-2.7123,59.53,16,31.25,0
45,LowVolume5,1,-44.38,-2.8162,59.85,16,31.25,0
50,LowVolume5,1,-45.26,-2.9195,60.17,16,31.25,0
55,LowVolume5,1,-46.13,-3.0223,60.49,16,31.25,0
60,LowVolume5,1,-46.98,-3.1247,60.80,16,31.25,0
65,LowVolume5,1,-47.82,-3.2265,61.11,16,31.25,0
70,LowVolume5,1,-48.65,-3.3278,61.42,16,31.25,0
75,LowVolume5,1,-49.47,-3.4286,61.73,16,31.25,0
80,LowVolume5,1,-50.27,-3.5290,62.04,16,31.25,0
85,LowVolume5,1,-51.06,-3.6288,62.34,16,31.25,0
90,LowVolume5,1,-51.84,-3.7281,62.64,16,25.00,0
95,LowVolume5,1,-52.60,-3.8270,62.94,16,25.00,0
100,LowVolume5,1,-53.35,-3.9253,63.23,16,25.00,0
0,LowVolume5,2,334.11,8.2099,32.33,17,52.94,1
5,LowVolume5,2,326.79,8.1297,32.67,17,47.06,1
10,LowVolume5,2,319.60,8.0496,33.00,17,47.06,1
15,LowVolume5,2,312.52,7.9697,33.34,17,47.06,1
20,LowVolume5,2,305.57,7.8900,33.67,17,47.06,1
25,LowVolume5,2,298.73,7.8104,34.00,17,47.06,1
30,LowVolume5,2,292.01,7.7309,34.33,17,47.06,1
35,LowVolume5,2,285.41,7.6516,34.66,17,47.06,1
40,LowVolume5,2,278.91,7.5724,34.98,17,47.06,1
45,LowVolume5,2,272.52,7.4934,35.31,17,47.06,1
50,LowVolume5,2,266.24,7.4146,35.63,17,47.06,1
55,LowVolume5,2,260.07,7.3359,35.95,17,47.06,1
60,LowVolume5,2,254.00,7.2574,36.27,17,47.06,1
65,LowVolume5,2,248.03,7.1790,36.59,17,47.06,1
70,LowVolume5,2,242.16,7.1008,36.90,17,47.06,1
75,LowVolume5,2,236.40,7.0227,37.22,17,47.06,1
80,LowVolume5,2,230.73,6.9448,37.53,17,47.06,1
85,LowVolume5,2,225.15,6.8670,37.84,17,47.06,1
90,LowVolume5,2,219.67,6.7894,38.15,17,47.06,1
95,LowVolume5,2,214.28,6.7119,38.46,17,47.06,1
100,LowVolume5,2,208.98,6.6346,38.77,17,47.06,1
0,LowVolume5,3,402.05,10.3578,36.56,14,64.29,1
5,LowVolume5,3,395.07,10.2897,36.68,14,64.29,1
10,LowVolume5,3,388.19,10.2216,36.81,14,64.29,1
15,LowVolume5,3,381.40,10.1534,36.94,14,64.29,1
20,LowVolume5,3,374.71,10.0851,37.06,14,64.29,1
25,LowVolume5,3,368.11,10.0168,37.19,14,64.29,1
30,LowVolume5,3,361.60,9.9485,37.31,14,64.29,1
35,LowVolume5,3,355.19,9.8800,37.44,14,64.29,1
40,LowVolume5,3,348.86,9.8116,37.56,14,64.29,1
45,LowVolume5,3,342.62,9.7431,37.69,14,64.29,1
50,LowVolume5,3,336.46,9.6745,37.81,14,64.29,1
55,LowVolume5,3,330.40,9.6058,37.94,14,64.29,1
60,LowVolume5,3,324.41,9.5372,38.06,14,64.29,1
65,LowVolume5,3,318.51,9.4684,38.18,14,64.29,1
70,LowVolume5,3,312.69,9.3996,38.31,14,64.29,1
75,LowVolume5,3,306.96,9.3308,38.43,14,64.29,1
80,LowVolume5,3,301.30,9.2619,38.55,14,64.29,1
85,LowVolume5,3,295.72,9.1929,38.68,14,64.29,1
90,LowVolume5,3,290.22,9.1239,38.80,14,64.29,1
95,LowVolume5,3,284.79,9.0548,38.92,14,64.29,1
100,LowVolume5,3,279.44,8.9857,39.04,14,64.29,1
0,LowVolume5,4,-60.86,-6.5436,63.06,14,21.43,0
5,LowVolume5,4,-61.40,-6.6398,63.47,14,21.43,0
10,LowVolume5,4,-61.94,-6.7354,63.87,14,21.43,0
15,LowVolume5,4,-62.47,-6.8307,64.26,14,21.43,0
20,LowVolume5,4,-62.99,-6.9254,64.65,14,21.43,0
25,LowVolume5,4,-63.50,-7.0198,65.04,14,21.43,0
30,LowVolume5,4,-64.01,-7.1137,65.42,14,21.43,0
35,LowVolume5,4,-64.51,-7.2072,65.80,14,21.43,0
40,LowVolume5,4,-65.00,-7.3002,66.18,14,21.43,0
45,LowVolume5,4,-65.49,-7.3928,66.55,14,21.43,0
50,LowVolume5,4,-65.97,-7.4850,66.91,14,21.43,0
55,LowVolume5,4,-66.44,-7.5768,67.27,14,21.43,0
60,LowVolume5,4,-66.91,-7.6681,67.63,14,21.43,0
65,LowVolume5,4,-67.37,-7.7590,67.99,14,21.43,0
70,LowVolume5,4,-67.82,-7.8495,68.34,14,21.43,0
75,LowVolume5,4,-68.27,-7.9396,68.70,14,14.29,0
80,LowVolume5,4,-68.71,-8.0293,69.07,14,14.29,0
85,LowVolume5,4,-69.15,-8.1186,69.44,14,14.29,0
90,LowVolume5,4,-69.58,-8.2074,69.81,14,14.29,0
95,LowVolume5,4,-70.00,-8.2958,70.17,14,14.29,0
100,LowVolume5,4,-70.42,-8.3839,70.52,14,14.29,0
0,LowVolume5,5,-65.22,-4.0701,74.70,19,26.32,0
5,LowVolume5,5,-65.87,-4.1599,75.08,19,26.32,0
10,LowVolume5,5,-66.52,-4.2495,75.45,19,26.32,0
15,LowVolume5,5,-67.15,-4.3387,75.81,19,26.32,0
20,LowVolume5,5,-67.76,-4.4277,76.17,19,26.32,0
25,LowVolume5,5,-68.37,-4.5163,76.53,19,26.32,0
30,LowVolume5,5,-68.97,-4.6046,76.88,19,26.32,0
35,LowVolume5,5,-69.55,-4.6926,77.22,19,26.32,0
40,LowVolume5,5,-70.12,-4.7803,77.56,19,26.32,0
45,LowVolume5,5,-70.69,-4.8677,77.89,19,26.32,0
50,LowVolume5,5,-71.24,-4.9547,78.22,19,26.32,0
55,LowVolume5,5,-71.78,-5.0415,78.55,19,26.32,0
60,LowVolume5,5,-72.31,-5.1280,78.87,19,26.32,0
65,LowVolume5,5,-72.83,-5.2142,79.18,19,26.32,0
70,LowVolume5,5,-73.34,-5.3000,79.49,19,26.32,0
75,LowVolume5,5,-73.84,-5.3856,79.80,19,26.32,0
80,LowVolume5,5,-74.34,-5.4709,80.10,19,26.32,0
85,LowVolume5,5,-74.82,-5.5558,80.39,19,26.32,0
90,LowVolume5,5,-75.29,-5.6405,80.69,19,26.32,0
95,LowVolume5,5,-75.76,-5.7249,80.97,19,26.32,0
100,LowVolume5,5,-76.21,-5.8090,81.26,19,26.32,0
0,LowVolume5,6,-51.15,-5.8197,51.72,17,35.29,0
5,LowVolume5,6,-51.98,-5.9715,52.20,17,35.29,0
10,LowVolume5,6,-52.79,-6.1228,52.79,17,35.29,0
15,LowVolume5,6,-53.58,-6.2736,53.58,17,35.29,0
20,LowVolume5,6,-54.37,-6.4239,54.37,17,35.29,0
25,LowVolume5,6,-55.13,-6.5737,55.13,17,35.29,0
30,LowVolume5,6,-55.89,-6.7231,55.89,17,35.29,0
35,LowVolume5,6,-56.63,-6.8720,56.63,17,35.29,0
40,LowVolume5,6,-57.37,-7.0204,57.37,17,35.29,0
45,LowVolume5,6,-58.08,-7.1684,58.08,17,35.29,0
50,LowVolume5,6,-58.79,-7.3159,58.79,17,35.29,0
55,LowVolume5,6,-59.49,-7.4629,59.49,17,35.29,0
60,LowVolume5,6,-60.17,-7.6095,60.17,17,35.29,0
65,LowVolume5,6,-60.84,-7.7556,60.84,17,35.29,0
70,LowVolume5,6,-61.50,-7.9012,61.50,17,35.29,0
75,LowVolume5,6,-62.15,-8.0464,62.15,17,35.29,0
80,LowVolume5,6,-62.79,-8.1911,62.79,17,35.29,0
85,LowVolume5,6,-63.41,-8.3354,63.41,17,35.29,0
90,LowVolume5,6,-64.03,-8.4792,64.03,17,35.29,0
95,LowVolume5,6,-64.64,-8.6225,64.64,17,35.29,0
100,LowVolume5,6,-65.23,-8.7654,65.23,17,35.29,0
0,OldGuard4,0,293.17,10.0723,31.92,17,52.94,1
5,OldGuard4,0,286.54,9.9662,32.12,17,52.94,1
10,OldGuard4,0,280.02,9.8601,32.33,17,52.94,1
15,OldGuard4,0,273.62,9.7540,32.53,17,52.94,1
20,OldGuard4,0,267.32,9.6479,32.73,17,52.94,1
25,OldGuard4,0,261.13,9.5419,32.93,17,52.94,1
30,OldGuard4,0,255.04,9.4359,33.13,17,52.94,1
35,OldGuard4,0,249.06,9.3298,33.33,17,52.94,1
40,OldGuard4,0,243.17,9.2239,33.53,17,52.94,1
45,OldGuard4,0,237.39,9.1179,33.73,17,52.94,1
50,OldGuard4,0,231.70,9.0119,33.93,17,52.94,1
55,OldGuard4,0,226.11,8.9060,34.13,17,52.94,1
60,OldGuard4,0,220.61,8.8001,34.33,17,52.94,1
65,OldGuard4,0,215.21,8.6942,34.52,17,52.94,1
70,OldGuard4,0,209.89,8.5883,34.72,17,52.94,1
75,OldGuard4,0,204.67,8.4825,34.91,17,52.94,1
80,OldGuard4,0,199.53,8.3767,35.11,17,52.94,1
85,OldGuard4,0,194.48,8.2709,35.30,17,52.94,1
90,OldGuard4,0,189.52,8.1651,35.50,17,52.94,1
95,OldGuard4,0,184.64,8.0593,35.69,17,52.94,1
100,OldGuard4,0,179.84,7.9536,35.88,17,52.94,1
0,OldGuard4,1,38.29,4.7518,21.68,13,46.15,1
5,OldGuard4,1,36.50,4.6096,22.07,13,46.15,1
10,OldGuard4,1,34.74,4.4675,22.46,13,46.15,1
15,OldGuard4,1,33.00,4.3254,22.84,13,46.15,1
20,OldGuard4,1,31.28,4.1835,23.23,13,46.15,1
25,OldGuard4,1,29.58,4.0416,23.61,13,46.15,1
30,OldGuard4,1,27.91,3.8998,23.99,13,46.15,1
35,OldGuard4,1,26.26,3.7581,24.37,13,46.15,1
40,OldGuard4,1,24.63,3.6164,24.75,13,46.15,1
45,OldGuard4,1,23.02,3.4749,25.12,13,46.15,1
50,OldGuard4,1,21.43,3.3334,25.50,13,46.15,1
55,OldGuard4,1,19.86,3.1920,25.87,13,46.15,1
60,OldGuard4,1,18.31,3.0507,26.24,13,46.15,1
65,OldGuard4,1,16.78,2.9095,26.61,13,46.15,1
70,OldGuard4,1,15.27,2.7684,26.97,13,46.15,1
75,OldGuard4,1,13.79,2.6274,27.34,13,46.15,1
80,OldGuard4,1,12.32,2.4865,27.70,13,46.15,1
85,OldGuard4,1,10.86,2.3456,28.06,13,46.15,1
90,OldGuard4,1,9.43,2.2049,28.42,13,46.15,1
95,OldGuard4,1,8.02,2.0642,28.78,13,46.15,1
100,OldGuard4,1,6.62,1.9237,29.13,13,46.15,1
0,OldGuard4,2,138.91,6.9781,29.79,14,57.14,1
5,OldGuard4,2,135.59,6.8951,29.93,14,50.00,1
10,OldGuard4,2,132.32,6.8122,30.07,14,50.00,1
15,OldGuard4,2,129.09,6.7293,30.21,14,50.00,1
20,OldGuard4,2,125.90,6.6464,30.35,14,50.00,1
25,OldGuard4,2,122.76,6.5635,30.49,14,50.00,1
30,OldGuard4,2,119.67,6.4806,30.63,14,50.00,1
35,OldGuard4,2,116.61,6.3978,30.77,14,50.00,1
40,OldGuard4,2,113.60,6.3149,30.91,14,50.00,1
45,OldGuard4,2,110.63,6.2321,31.05,14,50.00,1
50,OldGuard4,2,107.70,6.1493,31.18,14,50.00,1
55,OldGuard4,2,104.81,6.0665,31.32,14,50.00,1
60,OldGuard4,2,101.97,5.9838,31.46,14,50.00,1
65,OldGuard4,2,99.16,5.9010,31.60,14,50.00,1
70,OldGuard4,2,96.39,5.8183,31.73,14,50.00,1
75,OldGuard4,2,93.66,5.7356,31.87,14,50.00,1
80,OldGuard4,2,90.97,5.6529,32.01,14,50.00,1
85,OldGuard4,2,88.31,5.5702,32.14,14,50.00,1
90,OldGuard4,2,85.69,5.4876,32.28,14,50.00,1
95,OldGuard4,2,83.11,5.4049,32.41,14,50.00,1
100,OldGuard4,2,80.57,5.3223,32.55,14,50.00,1
0,OldGuard4,3,67.64,5.4225,26.97,13,53.85,1
5,OldGuard4,3,65.47,5.3357,27.04,13,53.85,1
10,OldGuard4,3,63.33,5.2489,27.11,13,53.85,1
15,OldGuard4,3,61.22,5.1619,27.18,13,53.85,1
20,OldGuard4,3,59.14,5.0749,27.26,13,53.85,1
25,OldGuard4,3,57.09,4.9879,27.33,13,53.85,1
30,OldGuard4,3,55.06,4.9008,27.40,13,53.85,1
35,OldGuard4,3,53.05,4.8136,27.48,13,53.85,1
40,OldGuard4,3,51.08,4.7264,27.55,13,53.85,1
45,OldGuard4,3,49.13,4.6391,27.62,13,53.85,1
50,OldGuard4,3,47.20,4.5517,27.69,13,53.85,1
55,OldGuard4,3,45.30,4.4643,27.76,13,53.85,1
60,OldGuard4,3,43.42,4.3768,27.84,13,53.85,1
65,OldGuard4,3,41.57,4.2892,27.91,13,53.85,1
70,OldGuard4,3,39.74,4.2016,27.98,13,53.85,1
75,OldGuard4,3,37.94,4.1140,28.05,13,53.85,1
80,OldGuard4,3,36.15,4.0262,28.12,13,53.85,1
85,OldGuard4,3,34.40,3.9384,28.20,13,53.85,1
90,OldGuard4,3,32.66,3.8506,28.27,13,53.85,1
95,OldGuard4,3,30.95,3.7627,28.34,13,53.85,1
100,OldGuard4,3,29.25,3.6747,28.41,13,53.85,1
0,OldGuard4,4,-26.23,-2.5873,39.85,12,33.33,0
5,OldGuard4,4,-27.11,-2.7232,40.21,12,33.33,0
10,OldGuard4,4,-27.98,-2.8585,40.56,12,33.33,0
15,OldGuard4,4,-28.83,-2.9931,40.92,12,33.33,0
20,OldGuard4,4,-29.68,-3.1272,41.27,12,33.33,0
25,OldGuard4,4,-30.52,-3.2606,41.62,12,33.33,0
30,OldGuard4,4,-31.35,-3.3934,41.97,12,33.33,0
35,OldGuard4,4,-32.17,-3.5256,42.32,12,33.33,0
40,OldGuard4,4,-32.98,-3.6573,42.67,12,33.33,0
45,OldGuard4,4,-33.78,-3.7883,43.01,12,33.33,0
50,OldGuard4,4,-34.57,-3.9187,43.35,12,33.33,0
55,OldGuard4,4,-35.35,-4.0486,43.69,12,33.33,0
60,OldGuard4,4,-36.12,-4.1778,44.03,12,33.33,0
65,OldGuard4,4,-36.88,-4.3065,44.36,12,33.33,0
70,OldGuard4,4,-37.63,-4.4346,44.69,12,33.33,0
75,OldGuard4,4,-38.38,-4.5621,45.02,12,33.33,0
80,OldGuard4,4,-39.11,-4.6890,45.35,12,33.33,0
85,OldGuard4,4,-39.84,-4.8154,45.68,12,33.33,0
90,OldGuard4,4,-40.56,-4.9411,46.00,12,33.33,0
95,OldGuard4,4,-41.27,-5.0664,46.33,12,33.33,0
100,OldGuard4,4,-41.97,-5.1910,46.65,12,33.33,0
0,OldGuard4,5,-28.12,-0.7306,61.19,17,29.41,0
5,OldGuard4,5,-29.34,-0.8424,61.58,17,29.41,0
10,OldGuard4,5,-30.53,-0.9539,61.96,17,29.41,0
15,OldGuard4,5,-31.70,-1.0649,62.34,17,29.41,0
20,OldGuard4,5,-32.85,-1.1755,62.71,17,29.41,0
25,OldGuard4,5,-33.98,-1.2857,63.09,17,29.41,0
30,OldGuard4,5,-35.09,-1.3955,63.45,17,29.41,0
35,OldGuard4,5,-36.19,-1.5050,63.82,17,29.41,0
40,OldGuard4,5,-37.26,-1.6140,64.18,17,29.41,0
45,OldGuard4,5,-38.32,-1.7226,64.53,17,29.41,0
50,OldGuard4,5,-39.36,-1.8308,64.89,17,29.41,0
55,OldGuard4,5,-40.38,-1.9387,65.24,17,29.41,0
60,OldGuard4,5,-41.39,-2.0461,65.58,17,29.41,0
65,OldGuard4,5,-42.38,-2.1532,65.92,17,29.41,0
70,OldGuard4,5,-43.35,-2.2599,66.26,17,29.41,0
75,OldGuard4,5,-44.30,-2.3662,66.60,17,29.41,0
80,OldGuard4,5,-45.24,-2.4721,66.93,17,29.41,0
85,OldGuard4,5,-46.16,-2.5776,67.26,17,29.41,0
90,OldGuard4,5,-47.07,-2.6827,67.59,17,29.41,0
95,OldGuard4,5,-47.96,-2.7875,67.91,17,29.41,0
100,OldGuard4,5,-48.84,-2.8919,68.23,17,29.41,0
0,OldGuard4,6,-19.54,-1.1868,39.48,16,50.00,0
5,OldGuard4,6,-20.81,-1.3464,39.66,16,50.00,0
10,OldGuard4,6,-22.07,-1.5057,39.84,16,50.00,0
15,OldGuard4,6,-23.31,-1.6646,40.02,16,50.00,0
20,OldGuard4,6,-24.53,-1.8232,40.20,16,50.00,0
25,OldGuard4,6,-25.72,-1.9815,40.38,16,50.00,0
30,OldGuard4,6,-26.90,-2.1394,40.56,16,50.00,0
35,OldGuard4,6,-28.06,-2.2969,40.73,16,43.75,0
40,OldGuard4,6,-29.20,-2.4542,40.91,16,43.75,0
45,OldGuard4,6,-30.33,-2.6111,41.09,16,43.75,0
50,OldGuard4,6,-31.43,-2.7676,41.26,16,43.75,0
55,OldGuard4,6,-32.52,-2.9239,41.44,16,43.75,0
60,OldGuard4,6,-33.59,-3.0797,41.62,16,43.75,0
65,OldGuard4,6,-34.65,-3.2353,41.79,16,43.75,0
70,OldGuard4,6,-35.69,-3.3905,41.96,16,43.75,0
75,OldGuard4,6,-36.71,-3.5454,42.14,16,43.75,0
80,OldGuard4,6,-37.71,-3.6999,42.31,16,43.75,0
85,OldGuard4,6,-38.70,-3.8542,42.48,16,43.75,0
90,OldGuard4,6,-39.67,-4.0080,42.66,16,43.75,0
95,OldGuard4,6,-40.63,-4.1616,42.97,16,43.75,0
100,OldGuard4,6,-41.57,-4.3148,43.37,16,43.75,0
