slippage_bps,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
25,Legacy5BNB,5,-20.74,-4.1610,28.90,9,33.33,0
30,Legacy5BNB,5,-21.45,-4.3378,29.39,9,33.33,0
35,Legacy5BNB,5,-22.15,-4.5134,29.88,9,33.33,0
40,Legacy5BNB,5,-22.85,-4.6880,30.37,9,33.33,0
45,Legacy5BNB,5,-23.54,-4.8614,30.86,9,33.33,0
50,Legacy5BNB,5,-24.23,-5.0336,31.34,9,33.33,0
55,Legacy5BNB,5,-24.91,-5.2048,31.82,9,33.33,0
60,Legacy5BNB,5,-25.58,-5.3748,32.30,9,33.33,0
65,Legacy5BNB,5,-26.25,-5.5438,32.77,9,33.33,0
70,Legacy5BNB,5,-26.91,-5.7116,33.24,9,33.33,0
75,Legacy5BNB,5,-27.56,-5.8784,33.70,9,33.33,0
80,Legacy5BNB,5,-28.21,-6.0440,34.17,9,33.33,0
85,Legacy5BNB,5,-28.85,-6.2086,34.62,9,33.33,0
90,Legacy5BNB,5,-29.49,-6.3722,35.08,9,33.33,0
95,Legacy5BNB,5,-30.12,-6.5347,35.53,9,33.33,0
100,Legacy5BNB,5,-30.75,-6.6961,35.98,9,33.33,0
0,Legacy5BNB,6,15.03,2.4526,14.73,15,46.67,1
5,Legacy5BNB,6,13.32,2.3009,15.08,15,46.67,1
10,Legacy5BNB,6,11.63,2.1498,15.41,15,46.67,1
15,Legacy5BNB,6,9.97,1.9994,15.75,15,46.67,1
20,Legacy5BNB,6,8.33,1.8497,16.09,15,46.67,1
25,Legacy5BNB,6,6.72,1.7006,16.42,15,46.67,1
30,Legacy5BNB,6,5.13,1.5521,16.76,15,46.67,1
35,Legacy5BNB,6,3.56,1.4043,17.34,15,40.00,1
40,Legacy5BNB,6,2.02,1.2571,18.16,15,40.00,1
45,Legacy5BNB,6,0.50,1.1106,18.97,15,40.00,1
50,Legacy5BNB,6,-0.99,0.9647,19.78,15,40.00,0
55,Legacy5BNB,6,-2.47,0.8195,20.58,15,40.00,0
60,Legacy5BNB,6,-3.92,0.6749,21.37,15,40.00,0
65,Legacy5BNB,6,-5.35,0.5310,22.15,15,40.00,0
70,Legacy5BNB,6,-6.76,0.3877,22.92,15,40.00,0
75,Legacy5BNB,6,-8.15,0.2451,23.81,15,40.00,0
80,Legacy5BNB,6,-9.51,0.1030,24.71,15,40.00,0
85,Legacy5BNB,6,-10.86,-0.0383,25.61,15,40.00,0
90,Legacy5BNB,6,-12.19,-0.1791,26.50,15,40.00,0
95,Legacy5BNB,6,-13.50,-0.3192,27.38,15,40.00,0
100,Legacy5BNB,6,-14.78,-0.4586,28.24,15,40.00,0
0,OldGuardNoBNB,0,203.98,7.9774,32.60,17,52.94,1
5,OldGuardNoBNB,0,198.86,7.8784,32.80,17,52.94,1
10,OldGuardNoBNB,0,193.82,7.7794,33.00,17,52.94,1
15,OldGuardNoBNB,0,188.87,7.6805,33.20,17,52.94,1
20,OldGuardNoBNB,0,184.00,7.5818,33.40,17,52.94,1
25,OldGuardNoBNB,0,179.21,7.4831,33.60,17,52.94,1
30,OldGuardNoBNB,0,174.50,7.3845,33.80,17,52.94,1
35,OldGuardNoBNB,0,169.88,7.2861,34.00,17,52.94,1
40,OldGuardNoBNB,0,165.33,7.1877,34.20,17,52.94,1
45,OldGuardNoBNB,0,160.85,7.0895,34.39,17,52.94,1
50,OldGuardNoBNB,0,156.46,6.9913,34.59,17,52.94,1
55,OldGuardNoBNB,0,152.13,6.8932,34.79,17,52.94,1
60,OldGuardNoBNB,0,147.88,6.7953,34.98,17,52.94,1
65,OldGuardNoBNB,0,143.70,6.6974,35.18,17,52.94,1
70,OldGuardNoBNB,0,139.60,6.5997,35.37,17,52.94,1
75,OldGuardNoBNB,0,135.56,6.5020,35.56,17,52.94,1
80,OldGuardNoBNB,0,131.59,6.4045,35.76,17,52.94,1
85,OldGuardNoBNB,0,127.68,6.3070,35.95,17,52.94,1
90,OldGuardNoBNB,0,123.84,6.2097,36.14,17,52.94,1
95,OldGuardNoBNB,0,120.07,6.1125,36.33,17,52.94,1
100,OldGuardNoBNB,0,116.36,6.0153,36.52,17,52.94,1
0,OldGuardNoBNB,1,-30.67,-3.3683,43.36,12,41.67,0
5,OldGuardNoBNB,1,-31.50,-3.5176,43.53,12,41.67,0
10,OldGuardNoBNB,1,-32.32,-3.6668,43.70,12,41.67,0
15,OldGuardNoBNB,1,-33.12,-3.8158,43.87,12,41.67,0
20,OldGuardNoBNB,1,-33.92,-3.9647,44.04,12,41.67,0
25,OldGuardNoBNB,1,-34.71,-4.1136,44.20,12,41.67,0
30,OldGuardNoBNB,1,-35.49,-4.2623,44.37,12,41.67,0
35,OldGuardNoBNB,1,-36.26,-4.4109,44.54,12,41.67,0
40,OldGuardNoBNB,1,-37.02,-4.5593,44.70,12,41.67,0
45,OldGuardNoBNB,1,-37.77,-4.7077,44.87,12,41.67,0
50,OldGuardNoBNB,1,-38.51,-4.8559,45.03,12,41.67,0
55,OldGuardNoBNB,1,-39.25,-5.0041,45.20,12,41.67,0
60,OldGuardNoBNB,1,-39.97,-5.1521,45.36,12,41.67,0
65,OldGuardNoBNB,1,-40.69,-5.2999,45.55,12,41.67,0
70,OldGuardNoBNB,1,-41.39,-5.4477,45.98,12,41.67,0
75,OldGuardNoBNB,1,-42.09,-5.5953,46.41,12,41.67,0
80,OldGuardNoBNB,1,-42.78,-5.7429,46.84,12,41.67,0
85,OldGuardNoBNB,1,-43.47,-5.8903,47.26,12,41.67,0
90,OldGuardNoBNB,1,-44.14,-6.0375,47.68,12,41.67,0
95,OldGuardNoBNB,1,-44.81,-6.1847,48.10,12,41.67,0
100,OldGuardNoBNB,1,-45.47,-6.3317,48.51,12,41.67,0
0,OldGuardNoBNB,2,335.20,10.5531,12.59,11,81.82,1
5,OldGuardNoBNB,2,330.44,10.4912,12.67,11,81.82,1
10,OldGuardNoBNB,2,325.73,10.4293,12.76,11,81.82,1
15,OldGuardNoBNB,2,321.07,10.3673,12.85,11,81.82,1
20,OldGuardNoBNB,2,316.46,10.3053,12.93,11,81.82,1
25,OldGuardNoBNB,2,311.91,10.2432,13.02,11,81.82,1
30,OldGuardNoBNB,2,307.40,10.1811,13.11,11,81.82,1
35,OldGuardNoBNB,2,302.94,10.1190,13.19,11,81.82,1
40,OldGuardNoBNB,2,298.54,10.0568,13.28,11,81.82,1
45,OldGuardNoBNB,2,294.18,9.9946,13.37,11,81.82,1
50,OldGuardNoBNB,2,289.86,9.9323,13.45,11,81.82,1
55,OldGuardNoBNB,2,285.60,9.8700,13.54,11,81.82,1
60,OldGuardNoBNB,2,281.38,9.8077,13.63,11,81.82,1
65,OldGuardNoBNB,2,277.21,9.7453,13.71,11,81.82,1
70,OldGuardNoBNB,2,273.08,9.6829,13.80,11,81.82,1
75,OldGuardNoBNB,2,269.00,9.6205,13.89,11,81.82,1
80,OldGuardNoBNB,2,264.96,9.5580,13.97,11,81.82,1
85,OldGuardNoBNB,2,260.97,9.4955,14.06,11,81.82,1
90,OldGuardNoBNB,2,257.02,9.4330,14.14,11,81.82,1
95,OldGuardNoBNB,2,253.11,9.3704,14.23,11,81.82,1
100,OldGuardNoBNB,2,249.25,9.3077,14.32,11,81.82,1
0,OldGuardNoBNB,3,296.32,12.1222,20.64,14,64.29,1
5,OldGuardNoBNB,3,290.81,12.0182,20.80,14,64.29,1
10,OldGuardNoBNB,3,285.38,11.9141,20.96,14,64.29,1
15,OldGuardNoBNB,3,280.02,11.8099,21.12,14,64.29,1
20,OldGuardNoBNB,3,274.74,11.7056,21.27,14,64.29,1
25,OldGuardNoBNB,3,269.53,11.6013,21.43,14,64.29,1
30,OldGuardNoBNB,3,264.39,11.4970,21.59,14,64.29,1
35,OldGuardNoBNB,3,259.32,11.3925,21.75,14,64.29,1
40,OldGuardNoBNB,3,254.33,11.2880,21.90,14,64.29,1
45,OldGuardNoBNB,3,249.40,11.1834,22.06,14,64.29,1
50,OldGuardNoBNB,3,244.54,11.0787,22.21,14,64.29,1
55,OldGuardNoBNB,3,239.75,10.9740,22.37,14,64.29,1
60,OldGuardNoBNB,3,235.03,10.8692,22.52,14,64.29,1
65,OldGuardNoBNB,3,230.37,10.7643,22.68,14,64.29,1
70,OldGuardNoBNB,3,225.78,10.6594,22.83,14,64.29,1
75,OldGuardNoBNB,3,221.25,10.5544,22.99,14,64.29,1
80,OldGuardNoBNB,3,216.78,10.4493,23.14,14,64.29,1
85,OldGuardNoBNB,3,212.38,10.3442,23.30,14,64.29,1
90,OldGuardNoBNB,3,208.03,10.2390,23.45,14,64.29,1
95,OldGuardNoBNB,3,203.75,10.1337,23.60,14,64.29,1
100,OldGuardNoBNB,3,199.53,10.0284,23.75,14,64.29,1
0,OldGuardNoBNB,4,41.37,5.4600,15.01,11,54.55,1
5,OldGuardNoBNB,4,39.82,5.3075,15.09,11,54.55,1
10,OldGuardNoBNB,4,38.29,5.1555,15.18,11,54.55,1
15,OldGuardNoBNB,4,36.78,5.0041,15.26,11,54.55,1
20,OldGuardNoBNB,4,35.28,4.8533,15.35,11,54.55,1
25,OldGuardNoBNB,4,33.80,4.7030,15.43,11,54.55,1
30,OldGuardNoBNB,4,32.34,4.5533,15.51,11,54.55,1
35,OldGuardNoBNB,4,30.89,4.4042,15.60,11,54.55,1
40,OldGuardNoBNB,4,29.46,4.2555,15.68,11,54.55,1
45,OldGuardNoBNB,4,28.04,4.1075,15.77,11,54.55,1
50,OldGuardNoBNB,4,26.64,3.9600,15.85,11,54.55,1
55,OldGuardNoBNB,4,25.26,3.8130,16.02,11,54.55,1
60,OldGuardNoBNB,4,23.89,3.6666,16.44,11,54.55,1
65,OldGuardNoBNB,4,22.53,3.5207,16.86,11,54.55,1
70,OldGuardNoBNB,4,21.19,3.3754,17.27,11,54.55,1
75,OldGuardNoBNB,4,19.86,3.2307,17.68,11,54.55,1
80,OldGuardNoBNB,4,18.55,3.0864,18.09,11,54.55,1
85,OldGuardNoBNB,4,17.26,2.9427,18.50,11,54.55,1
90,OldGuardNoBNB,4,15.97,2.7996,18.91,11,54.55,1
95,OldGuardNoBNB,4,14.70,2.6569,19.31,11,54.55,1
100,OldGuardNoBNB,4,13.45,2.5149,19.72,11,54.55,1
0,OldGuardNoBNB,5,-16.26,-0.7986,28.33,14,35.71,0
5,OldGuardNoBNB,5,-17.42,-0.9506,28.61,14,35.71,0
10,OldGuardNoBNB,5,-18.57,-1.1021,28.90,14,35.71,0
15,OldGuardNoBNB,5,-19.70,-1.2530,29.18,14,35.71,0
20,OldGuardNoBNB,5,-20.82,-1.4035,29.47,14,35.71,0
25,OldGuardNoBNB,5,-21.92,-1.5534,29.75,14,35.71,0
30,OldGuardNoBNB,5,-23.01,-1.7028,30.03,14,35.71,0
35,OldGuardNoBNB,5,-24.08,-1.8517,30.35,14,35.71,0
40,OldGuardNoBNB,5,-25.13,-2.0000,30.84,14,35.71,0
45,OldGuardNoBNB,5,-26.17,-2.1478,31.33,14,28.57,0
50,OldGuardNoBNB,5,-27.20,-2.2951,31.88,14,28.57,0
55,OldGuardNoBNB,5,-28.21,-2.4419,32.42,14,28.57,0
60,OldGuardNoBNB,5,-29.21,-2.5881,32.96,14,28.57,0
65,OldGuardNoBNB,5,-30.19,-2.7339,33.50,14,28.57,0
70,OldGuardNoBNB,5,-31.17,-2.8791,34.03,14,28.57,0
75,OldGuardNoBNB,5,-32.12,-3.0237,34.55,14,28.57,0
80,OldGuardNoBNB,5,-33.07,-3.1679,35.07,14,28.57,0
85,OldGuardNoBNB,5,-34.00,-3.3115,35.59,14,28.57,0
90,OldGuardNoBNB,5,-34.91,-3.4546,36.10,14,28.57,0
95,OldGuardNoBNB,5,-35.82,-3.5972,36.61,14,28.57,0
100,OldGuardNoBNB,5,-36.71,-3.7393,37.12,14,28.57,0
0,OldGuardNoBNB,6,28.32,3.7535,14.73,15,53.33,1
5,OldGuardNoBNB,6,26.41,3.5907,15.08,15,53.33,1
10,OldGuardNoBNB,6,24.52,3.4282,15.41,15,53.33,1
15,OldGuardNoBNB,6,22.67,3.2660,15.75,15,53.33,1
20,OldGuardNoBNB,6,20.84,3.1043,16.09,15,53.33,1
25,OldGuardNoBNB,6,19.05,2.9429,16.42,15,53.33,1
30,OldGuardNoBNB,6,17.27,2.7819,16.76,15,53.33,1
35,OldGuardNoBNB,6,15.53,2.6212,17.09,15,46.67,1
40,OldGuardNoBNB,6,13.81,2.4609,17.42,15,46.67,1
45,OldGuardNoBNB,6,12.11,2.3010,17.75,15,46.67,1
50,OldGuardNoBNB,6,10.44,2.1415,18.08,15,46.67,1
55,OldGuardNoBNB,6,8.80,1.9823,18.41,15,46.67,1
60,OldGuardNoBNB,6,7.18,1.8235,18.73,15,46.67,1
65,OldGuardNoBNB,6,5.58,1.6651,19.06,15,46.67,1
70,OldGuardNoBNB,6,4.01,1.5071,19.38,15,46.67,1
75,OldGuardNoBNB,6,2.46,1.3494,19.82,15,46.67,1
80,OldGuardNoBNB,6,0.94,1.1921,20.30,15,46.67,1
85,OldGuardNoBNB,6,-0.57,1.0351,20.78,15,46.67,0
90,OldGuardNoBNB,6,-2.05,0.8786,21.25,15,46.67,0
95,OldGuardNoBNB,6,-3.50,0.7224,21.72,15,46.67,0
100,OldGuardNoBNB,6,-4.94,0.5665,22.19,15,46.67,0
0,LargeCaps5,0,138.06,6.2359,45.40,16,50.00,1
5,LargeCaps5,0,134.28,6.1504,45.67,16,50.00,1
10,LargeCaps5,0,130.56,6.0649,45.94,16,50.00,1
15,LargeCaps5,0,126.90,5.9797,46.21,16,50.00,1
20,LargeCaps5,0,123.30,5.8945,46.48,16,50.00,1
25,LargeCaps5,0,119.76,5.8094,46.75,16,50.00,1
30,LargeCaps5,0,116.27,5.7245,47.01,16,50.00,1
35,LargeCaps5,0,112.83,5.6397,47.28,16,50.00,1
40,LargeCaps5,0,109.46,5.5551,47.54,16,50.00,1
45,LargeCaps5,0,106.13,5.4705,47.80,16,50.00,1
50,LargeCaps5,0,102.86,5.3861,48.06,16,50.00,1
55,LargeCaps5,0,99.64,5.3018,48.32,16,50.00,1
60,LargeCaps5,0,96.47,5.2177,48.58,16,50.00,1
65,LargeCaps5,0,93.35,5.1336,48.84,16,50.00,1
70,LargeCaps5,0,90.28,5.0497,49.09,16,50.00,1
75,LargeCaps5,0,87.26,4.9659,49.35,16,50.00,1
80,LargeCaps5,0,84.29,4.8823,49.60,16,50.00,1
85,LargeCaps5,0,81.36,4.7988,49.85,16,50.00,1
90,LargeCaps5,0,78.49,4.7154,50.10,16,50.00,1
95,LargeCaps5,0,75.65,4.6321,50.35,16,50.00,1
100,LargeCaps5,0,72.86,4.5490,50.60,16,50.00,1
0,LargeCaps5,1,-1.53,0.4747,15.34,9,55.56,0
5,LargeCaps5,1,-2.42,0.2702,15.49,9,55.56,0
10,LargeCaps5,1,-3.29,0.0661,15.75,9,55.56,0
15,LargeCaps5,1,-4.16,-0.1374,16.00,9,55.56,0
20,LargeCaps5,1,-5.02,-0.3405,16.25,9,55.56,0
25,LargeCaps5,1,-5.87,-0.5432,16.50,9,55.56,0
30,LargeCaps5,1,-6.71,-0.7453,16.75,9,55.56,0
35,LargeCaps5,1,-7.55,-0.9470,17.13,9,55.56,0
40,LargeCaps5,1,-8.37,-1.1483,17.55,9,55.56,0
45,LargeCaps5,1,-9.20,-1.3490,17.96,9,55.56,0
50,LargeCaps5,1,-10.01,-1.5493,18.37,9,55.56,0
55,LargeCaps5,1,-10.82,-1.7491,18.78,9,55.56,0
60,LargeCaps5,1,-11.61,-1.9485,19.18,9,55.56,0
65,LargeCaps5,1,-12.41,-2.1474,19.58,9,55.56,0
70,LargeCaps5,1,-13.19,-2.3458,19.98,9,55.56,0
75,LargeCaps5,1,-13.97,-2.5438,20.38,9,55.56,0
80,LargeCaps5,1,-14.74,-2.7413,20.78,9,55.56,0
85,LargeCaps5,1,-15.50,-2.9384,21.18,9,55.56,0
90,LargeCaps5,1,-16.26,-3.1350,21.57,9,55.56,0
95,LargeCaps5,1,-17.01,-3.3311,21.96,9,55.56,0
100,LargeCaps5,1,-17.76,-3.5268,22.35,9,55.56,0
0,LargeCaps5,2,615.15,11.7067,17.16,13,69.23,1
5,LargeCaps5,2,605.91,11.6437,17.32,13,69.23,1
10,LargeCaps5,2,596.79,11.5807,17.49,13,69.23,1
15,LargeCaps5,2,587.79,11.5177,17.65,13,69.23,1
20,LargeCaps5,2,578.91,11.4547,17.82,13,69.23,1
25,LargeCaps5,2,570.14,11.3917,17.98,13,69.23,1
30,LargeCaps5,2,561.48,11.3287,18.14,13,69.23,1
35,LargeCaps5,2,552.94,11.2657,18.31,13,69.23,1
40,LargeCaps5,2,544.51,11.2027,18.47,13,69.23,1
45,LargeCaps5,2,536.18,11.1396,18.63,13,69.23,1
50,LargeCaps5,2,527.97,11.0766,18.80,13,69.23,1
55,LargeCaps5,2,519.85,11.0136,18.96,13,69.23,1
60,LargeCaps5,2,511.85,10.9505,19.12,13,69.23,1
65,LargeCaps5,2,503.95,10.8875,19.28,13,69.23,1
70,LargeCaps5,2,496.14,10.8244,19.44,13,69.23,1
75,LargeCaps5,2,488.44,10.7613,19.60,13,69.23,1
80,LargeCaps5,2,480.84,10.6983,19.76,13,69.23,1
85,LargeCaps5,2,473.34,10.6352,19.93,13,69.23,1
90,LargeCaps5,2,465.93,10.5721,20.09,13,69.23,1
95,LargeCaps5,2,458.62,10.5090,20.24,13,69.23,1
100,LargeCaps5,2,451.41,10.4459,20.40,13,69.23,1
0,LargeCaps5,3,138.00,5.6815,52.28,17,52.94,1
5,LargeCaps5,3,133.99,5.6250,52.42,17,52.94,1
10,LargeCaps5,3,130.04,5.5686,52.57,17,52.94,1
15,LargeCaps5,3,126.16,5.5121,52.71,17,52.94,1
20,LargeCaps5,3,122.35,5.4555,52.85,17,52.94,1
25,LargeCaps5,3,118.60,5.3990,52.99,17,52.94,1
30,LargeCaps5,3,114.92,5.3424,53.13,17,52.94,1
35,LargeCaps5,3,111.30,5.2858,53.27,17,52.94,1
40,LargeCaps5,3,107.73,5.2292,53.41,17,52.94,1
45,LargeCaps5,3,104.23,5.1726,53.55,17,52.94,1
50,LargeCaps5,3,100.79,5.1160,53.69,17,52.94,1
55,LargeCaps5,3,97.40,5.0593,53.83,17,52.94,1
60,LargeCaps5,3,94.08,5.0026,53.97,17,52.94,1
65,LargeCaps5,3,90.81,4.9459,54.11,17,52.94,1
70,LargeCaps5,3,87.59,4.8892,54.24,17,52.94,1
75,LargeCaps5,3,84.43,4.8325,54.38,17,52.94,1
80,LargeCaps5,3,81.32,4.7757,54.52,17,52.94,1
85,LargeCaps5,3,78.26,4.7190,54.65,17,52.94,1
90,LargeCaps5,3,75.26,4.6622,54.79,17,52.94,1
95,LargeCaps5,3,72.30,4.6053,54.93,17,52.94,1
100,LargeCaps5,3,69.40,4.5485,55.06,17,52.94,1
0,LargeCaps5,4,5.86,1.9620,25.18,12,41.67,1
5,LargeCaps5,4,4.60,1.8219,25.48,12,41.67,1
10,LargeCaps5,4,3.35,1.6820,25.78,12,41.67,1
15,LargeCaps5,4,2.12,1.5423,26.07,12,41.67,1
20,LargeCaps5,4,0.90,1.4030,26.37,12,41.67,1
25,LargeCaps5,4,-0.30,1.2639,26.66,12,41.67,0
30,LargeCaps5,4,-1.49,1.1250,26.95,12,41.67,0
35,LargeCaps5,4,-2.67,0.9864,27.25,12,41.67,0
40,LargeCaps5,4,-3.83,0.8481,27.54,12,41.67,0
45,LargeCaps5,4,-4.98,0.7100,27.82,12,41.67,0
50,LargeCaps5,4,-6.11,0.5722,28.11,12,41.67,0
55,LargeCaps5,4,-7.23,0.4346,28.40,12,41.67,0
60,LargeCaps5,4,-8.34,0.2973,28.69,12,41.67,0
65,LargeCaps5,4,-9.43,0.1603,28.97,12,41.67,0
70,LargeCaps5,4,-10.51,0.0235,29.25,12,41.67,0
75,LargeCaps5,4,-11.58,-0.1130,29.54,12,41.67,0
80,LargeCaps5,4,-12.63,-0.2493,29.82,12,41.67,0
85,LargeCaps5,4,-13.67,-0.3853,30.16,12,41.67,0
90,LargeCaps5,4,-14.70,-0.5211,30.93,12,41.67,0
95,LargeCaps5,4,-15.72,-0.6566,31.68,12,41.67,0
100,LargeCaps5,4,-16.73,-0.7918,32.43,12,41.67,0
0,LargeCaps5,5,4.78,1.6717,23.37,11,54.55,1
5,LargeCaps5,5,3.64,1.5048,23.68,11,54.55,1
10,LargeCaps5,5,2.50,1.3382,23.98,11,54.55,1
15,LargeCaps5,5,1.38,1.1722,24.28,11,54.55,1
20,LargeCaps5,5,0.27,1.0066,24.59,11,54.55,1
25,LargeCaps5,5,-0.83,0.8415,24.89,11,54.55,0
30,LargeCaps5,5,-1.91,0.6768,25.19,11,54.55,0
35,LargeCaps5,5,-2.98,0.5127,25.49,11,54.55,0
40,LargeCaps5,5,-4.05,0.3490,25.78,11,54.55,0
45,LargeCaps5,5,-5.10,0.1858,26.08,11,54.55,0
50,LargeCaps5,5,-6.13,0.0231,26.38,11,54.55,0
55,LargeCaps5,5,-7.16,-0.1392,26.67,11,54.55,0
60,LargeCaps5,5,-8.18,-0.3009,26.96,11,54.55,0
65,LargeCaps5,5,-9.18,-0.4622,27.25,11,54.55,0
70,LargeCaps5,5,-10.17,-0.6230,27.54,11,54.55,0
75,LargeCaps5,5,-11.16,-0.7832,27.83,11,54.55,0
80,LargeCaps5,5,-12.13,-0.9430,28.12,11,54.55,0
85,LargeCaps5,5,-13.09,-1.1023,28.41,11,54.55,0
90,LargeCaps5,5,-14.04,-1.2611,28.91,11,54.55,0
95,LargeCaps5,5,-14.98,-1.4194,29.48,11,54.55,0
100,LargeCaps5,5,-15.91,-1.5772,30.04,11,54.55,0
0,LargeCaps5,6,22.99,3.1471,14.73,15,46.67,1
5,LargeCaps5,6,21.16,2.9887,15.08,15,46.67,1
10,LargeCaps5,6,19.36,2.8311,15.41,15,46.67,1
15,LargeCaps5,6,17.58,2.6743,15.75,15,46.67,1
20,LargeCaps5,6,15.83,2.5181,16.09,15,46.67,1
25,LargeCaps5,6,14.11,2.3627,16.42,15,46.67,1
30,LargeCaps5,6,12.41,2.2080,16.76,15,46.67,1
35,LargeCaps5,6,10.74,2.0540,17.34,15,40.00,1
40,LargeCaps5,6,9.09,1.9007,18.16,15,40.00,1
45,LargeCaps5,6,7.46,1.7481,18.97,15,40.00,1
50,LargeCaps5,6,5.86,1.5963,19.78,15,40.00,1
55,LargeCaps5,6,4.29,1.4451,20.58,15,40.00,1
60,LargeCaps5,6,2.73,1.2947,21.37,15,40.00,1
65,LargeCaps5,6,1.20,1.1450,22.15,15,40.00,1
70,LargeCaps5,6,-0.30,0.9960,22.92,15,40.00,0
75,LargeCaps5,6,-1.79,0.8477,23.81,15,40.00,0
80,LargeCaps5,6,-3.25,0.7001,24.71,15,40.00,0
85,LargeCaps5,6,-4.69,0.5533,25.61,15,40.00,0
90,LargeCaps5,6,-6.11,0.4071,26.50,15,40.00,0
95,LargeCaps5,6,-7.51,0.2616,27.38,15,40.00,0
100,LargeCaps5,6,-8.88,0.1169,28.24,15,40.00,0
0,Legacy3,0,72.67,6.2878,31.92,15,46.67,1
5,Legacy3,0,70.10,6.1499,32.12,15,46.67,1
10,Legacy3,0,67.56,6.0123,32.33,15,46.67,1
15,Legacy3,0,65.07,5.8747,32.53,15,46.67,1
20,Legacy3,0,62.61,5.7373,32.73,15,46.67,1
25,Legacy3,0,60.19,5.6001,32.93,15,46.67,1
30,Legacy3,0,57.81,5.4629,33.13,15,46.67,1
35,Legacy3,0,55.46,5.3260,33.33,15,46.67,1
40,Legacy3,0,53.14,5.1892,33.53,15,46.67,1
45,Legacy3,0,50.86,5.0525,33.73,15,46.67,1
50,Legacy3,0,48.62,4.9160,33.93,15,46.67,1
55,Legacy3,0,46.40,4.7796,34.13,15,46.67,1
60,Legacy3,0,44.22,4.6434,34.33,15,46.67,1
65,Legacy3,0,42.08,4.5073,34.52,15,46.67,1
70,Legacy3,0,39.96,4.3714,34.72,15,46.67,1
75,Legacy3,0,37.88,4.2356,34.91,15,46.67,1
80,Legacy3,0,35.82,4.1000,35.11,15,46.67,1
85,Legacy3,0,33.80,3.9645,35.30,15,46.67,1
90,Legacy3,0,31.81,3.8292,35.50,15,46.67,1
95,Legacy3,0,29.85,3.6940,35.69,15,46.67,1
100,Legacy3,0,27.91,3.5589,35.88,15,46.67,1
0,Legacy3,1,50.85,5.2286,23.66,14,50.00,1
5,Legacy3,1,48.75,5.0938,24.11,14,50.00,1
10,Legacy3,1,46.68,4.9591,24.57,14,50.00,1
15,Legacy3,1,44.64,4.8246,25.02,14,50.00,1
20,Legacy3,1,42.63,4.6901,25.47,14,50.00,1
25,Legacy3,1,40.65,4.5558,25.91,14,50.00,1
30,Legacy3,1,38.70,4.4216,26.36,14,50.00,1
35,Legacy3,1,36.77,4.2875,26.80,14,50.00,1
40,Legacy3,1,34.87,4.1535,27.23,14,50.00,1
45,Legacy3,1,32.99,4.0196,27.67,14,50.00,1
50,Legacy3,1,31.14,3.8858,28.10,14,50.00,1
55,Legacy3,1,29.32,3.7521,28.53,14,50.00,1
60,Legacy3,1,27.52,3.6186,28.96,14,50.00,1
65,Legacy3,1,25.75,3.4851,29.38,14,50.00,1
70,Legacy3,1,24.00,3.3518,29.81,14,50.00,1
75,Legacy3,1,22.28,3.2186,30.23,14,50.00,1
80,Legacy3,1,20.58,3.0855,30.64,14,50.00,1
85,Legacy3,1,18.90,2.9525,31.06,14,50.00,1
90,Legacy3,1,17.25,2.8196,31.47,14,42.86,1
95,Legacy3,1,15.62,2.6868,31.88,14,42.86,1
100,Legacy3,1,14.01,2.5542,32.29,14,42.86,1
0,Legacy3,2,171.46,8.1061,26.84,13,53.85,1
5,Legacy3,2,167.95,8.0251,27.13,13,53.85,1
10,Legacy3,2,164.49,7.9442,27.43,13,53.85,1
15,Legacy3,2,161.07,7.8632,27.72,13,53.85,1
20,Legacy3,2,157.70,7.7823,28.00,13,53.85,1
25,Legacy3,2,154.37,7.7013,28.29,13,53.85,1
30,Legacy3,2,151.09,7.6204,28.58,13,53.85,1
35,Legacy3,2,147.85,7.5394,28.86,13,53.85,1
40,Legacy3,2,144.64,7.4584,29.15,13,53.85,1
45,Legacy3,2,141.48,7.3774,29.43,13,53.85,1
50,Legacy3,2,138.37,7.2965,29.71,13,53.85,1
55,Legacy3,2,135.29,7.2155,29.99,13,53.85,1
60,Legacy3,2,132.25,7.1345,30.27,13,53.85,1
65,Legacy3,2,129.25,7.0535,30.55,13,53.85,1
70,Legacy3,2,126.29,6.9725,30.83,13,53.85,1
75,Legacy3,2,123.36,6.8915,31.10,13,53.85,1
80,Legacy3,2,120.48,6.8105,31.38,13,53.85,1
85,Legacy3,2,117.63,6.7295,31.65,13,53.85,1
90,Legacy3,2,114.82,6.6485,31.92,13,53.85,1
95,Legacy3,2,112.04,6.5675,32.20,13,53.85,1
100,Legacy3,2,109.31,6.4865,32.47,13,53.85,1
0,Legacy3,3,67.64,5.4225,26.97,13,53.85,1
5,Legacy3,3,65.47,5.3357,27.04,13,53.85,1
10,Legacy3,3,63.33,5.2489,27.11,13,53.85,1
15,Legacy3,3,61.22,5.1619,27.18,13,53.85,1
20,Legacy3,3,59.14,5.0749,27.26,13,53.85,1
25,Legacy3,3,57.09,4.9879,27.33,13,53.85,1
30,Legacy3,3,55.06,4.9008,27.40,13,53.85,1
35,Legacy3,3,53.05,4.8136,27.48,13,53.85,1
40,Legacy3,3,51.08,4.7264,27.55,13,53.85,1
45,Legacy3,3,49.13,4.6391,27.62,13,53.85,1
50,Legacy3,3,47.20,4.5517,27.69,13,53.85,1
55,Legacy3,3,45.30,4.4643,27.76,13,53.85,1
