mult,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
0.4,Legacy4,1,-16.49,-0.2940,43.60,12,33.33,false
0.4,Legacy4,2,-15.30,-0.1256,42.72,11,45.45,false
0.4,Legacy4,3,115.10,4.0585,52.34,14,64.29,true
0.4,Legacy4,4,-4.85,0.2770,26.68,7,57.14,false
0.4,Legacy4,5,-17.97,0.0943,49.83,9,55.56,false
0.4,Legacy5BNB,0,47.89,3.3788,38.88,16,56.25,true
0.4,Legacy5BNB,1,-10.84,0.2106,39.79,11,36.36,false
0.4,Legacy5BNB,2,-19.46,-0.4240,42.72,11,54.55,false
0.4,Legacy5BNB,3,161.90,4.8041,48.78,13,69.23,true
0.4,Legacy5BNB,4,54.47,5.6720,12.91,7,71.43,true
0.4,Legacy5BNB,5,56.33,4.3127,14.46,8,75.00,true
0.4,OldGuardNoBNB,0,22.82,2.7368,38.82,16,50.00,true
0.4,OldGuardNoBNB,1,-51.02,-4.6970,58.76,11,36.36,false
0.4,OldGuardNoBNB,2,-19.46,-0.4009,42.72,11,45.45,false
0.4,OldGuardNoBNB,3,115.10,4.0585,52.34,14,64.29,true
0.4,OldGuardNoBNB,4,-3.07,0.4165,26.68,8,62.50,false
0.4,OldGuardNoBNB,5,44.54,3.0378,49.83,11,63.64,true
0.4,LargeCaps5,0,753.02,9.1290,16.81,12,83.33,true
0.4,LargeCaps5,1,-20.53,-1.9646,30.12,8,37.50,false
0.4,LargeCaps5,2,102.22,3.8729,41.60,14,42.86,true
0.4,LargeCaps5,3,-13.67,1.1831,59.52,15,53.33,false
0.4,LargeCaps5,4,77.94,7.0434,12.91,8,75.00,true
0.4,LargeCaps5,5,-10.96,-0.0991,40.20,11,36.36,false
0.4,Legacy3,0,42.93,3.1188,39.99,14,50.00,true
0.4,Legacy3,1,10.70,2.0050,33.92,11,36.36,true
0.4,Legacy3,2,-48.58,-2.6305,52.29,11,27.27,false
0.4,Legacy3,3,65.84,3.2351,50.34,13,69.23,true
0.4,Legacy3,4,-15.43,-0.7103,22.73,8,37.50,false
0.4,Legacy3,5,-37.74,-1.9001,41.60,9,33.33,false
0.4,LowVolume5,0,-17.37,0.8588,53.18,16,43.75,false
0.4,LowVolume5,1,-27.70,-0.5894,50.40,13,38.46,false
0.4,LowVolume5,2,527.35,6.9577,28.09,11,81.82,true
0.4,LowVolume5,3,183.65,5.4133,49.06,15,60.00,true
0.4,LowVolume5,4,-60.08,-4.6380,60.08,11,18.18,false
0.4,LowVolume5,5,-28.82,-0.2305,55.21,12,41.67,false
0.4,OldGuard4,0,78.83,4.1110,44.44,16,50.00,true
0.4,OldGuard4,1,-4.64,0.5548,36.15,11,54.55,false
0.4,OldGuard4,2,-33.69,-0.6691,46.19,11,36.36,false
0.4,OldGuard4,3,65.84,3.2351,50.34,13,69.23,true
0.4,OldGuard4,4,-0.16,1.0936,38.43,10,40.00,false
0.4,OldGuard4,5,19.52,1.9893,49.09,12,41.67,true
0.5,Base5,0,548.86,8.0843,16.81,11,81.82,true
0.5,Base5,1,160.73,3.7422,52.95,11,63.64,true
0.5,Base5,2,185.96,5.7545,28.09,11,63.64,true
0.5,Base5,3,-46.81,-1.1294,72.58,16,50.00,false
0.5,Base5,4,95.18,9.1383,4.83,7,85.71,true
0.5,Base5,5,18.19,2.1536,38.07,12,33.33,true
0.5,NoDOGE,0,548.86,8.0843,16.81,11,81.82,true
0.5,NoDOGE,1,-18.02,-1.4480,30.12,8,37.50,false
0.5,NoDOGE,2,146.74,4.4805,41.60,13,38.46,true
0.5,NoDOGE,3,41.69,3.2895,59.52,16,56.25,true
0.5,NoDOGE,4,95.18,9.1383,4.83,7,85.71,true
0.5,NoDOGE,5,-24.64,-1.4728,40.20,11,27.27,false
0.5,Legacy4,0,2.12,1.4445,39.95,14,50.00,true
0.5,Legacy4,1,-18.88,-0.4776,45.79,12,25.00,false
0.5,Legacy4,2,-10.42,0.3830,42.72,10,40.00,false
0.5,Legacy4,3,177.16,4.5449,48.78,13,69.23,true
0.5,Legacy4,4,-4.85,0.2770,26.68,7,57.14,false
0.5,Legacy4,5,-30.58,-0.7562,49.83,9,44.44,false
0.5,Legacy5BNB,0,40.83,3.7015,31.50,15,60.00,true
0.5,Legacy5BNB,1,-13.39,0.0153,42.12,11,27.27,false
0.5,Legacy5BNB,2,-44.26,-2.2633,52.73,10,40.00,false
0.5,Legacy5BNB,3,175.55,4.8497,51.56,12,66.67,true
0.5,Legacy5BNB,4,54.47,5.6720,12.91,7,71.43,true
0.5,Legacy5BNB,5,26.61,2.6006,14.46,8,62.50,true
0.5,OldGuardNoBNB,0,22.06,2.5905,38.82,15,53.33,true
0.5,OldGuardNoBNB,1,-51.02,-4.6970,58.76,11,36.36,false
0.5,OldGuardNoBNB,2,-10.42,0.3830,42.72,10,40.00,false
0.5,OldGuardNoBNB,3,177.16,4.5449,48.78,13,69.23,true
0.5,OldGuardNoBNB,4,-4.85,0.2770,26.68,7,57.14,false
0.5,OldGuardNoBNB,5,22.33,2.2801,49.83,11,54.55,true
0.5,LargeCaps5,0,640.18,8.6183,16.81,12,83.33,true
0.5,LargeCaps5,1,-18.02,-1.4480,30.12,8,37.50,false
0.5,LargeCaps5,2,146.74,4.4805,41.60,13,38.46,true
0.5,LargeCaps5,3,-9.17,1.0482,61.71,14,50.00,false
0.5,LargeCaps5,4,77.94,7.0434,12.91,8,75.00,true
0.5,LargeCaps5,5,-24.64,-1.4728,40.20,11,27.27,false
0.5,Legacy3,0,42.93,3.1188,39.99,14,50.00,true
0.5,Legacy3,1,10.62,1.9939,35.99,11,36.36,true
0.5,Legacy3,2,38.51,2.6083,36.65,10,40.00,true
0.5,Legacy3,3,106.19,4.0952,38.58,12,75.00,true
0.5,Legacy3,4,-15.43,-0.7103,22.73,8,37.50,false
0.5,Legacy3,5,-37.74,-1.9001,41.60,9,33.33,false
0.5,LowVolume5,0,-18.47,0.2472,53.52,15,46.67,false
0.5,LowVolume5,1,-28.78,-0.6125,50.89,11,36.36,false
0.5,LowVolume5,2,438.76,6.5101,28.09,11,72.73,true
0.5,LowVolume5,3,155.83,5.0231,54.06,15,60.00,true
0.5,LowVolume5,4,-60.08,-4.6380,60.08,11,18.18,false
0.5,LowVolume5,5,-28.82,-0.2305,55.21,12,41.67,false
0.5,OldGuard4,0,93.65,5.3528,33.64,14,57.14,true
0.5,OldGuard4,1,-31.56,-1.9711,54.17,11,45.45,false
0.5,OldGuard4,2,78.62,3.3948,34.21,10,50.00,true
0.5,OldGuard4,3,106.19,4.0952,38.58,12,75.00,true
0.5,OldGuard4,4,-0.16,1.0936,38.43,10,40.00,false
0.5,OldGuard4,5,19.52,1.9893,49.09,12,41.67,true
0.75,Base5,0,106.19,4.1632,56.31,11,63.64,true
0.75,Base5,1,160.73,3.7422,52.95,11,63.64,true
0.75,Base5,2,-35.52,0.5006,65.37,11,36.36,false
0.75,Base5,3,-3.52,1.6422,50.36,13,46.15,false
0.75,Base5,4,-3.16,0.6031,41.32,8,50.00,false
0.75,Base5,5,47.72,3.7428,17.80,9,44.44,true
0.75,NoDOGE,0,106.19,4.1632,56.31,11,63.64,true
0.75,NoDOGE,1,-5.60,0.0813,21.48,7,42.86,false
0.75,NoDOGE,2,76.11,3.7867,27.22,10,30.00,true
0.75,NoDOGE,3,157.03,6.0688,32.01,13,53.85,true
0.75,NoDOGE,4,-3.16,0.6031,41.32,8,50.00,false
0.75,NoDOGE,5,-5.82,0.0518,20.64,8,37.50,false
0.75,Legacy4,0,-6.17,0.9454,44.90,13,46.15,false
0.75,Legacy4,1,-11.36,0.2074,40.76,11,27.27,false
0.75,Legacy4,2,96.03,3.6773,28.89,10,50.00,true
0.75,Legacy4,3,61.08,4.1046,43.75,11,63.64,true
0.75,Legacy4,4,10.47,2.0162,17.42,6,33.33,true
0.75,Legacy4,5,-21.63,-0.3238,34.49,6,50.00,false
0.75,Legacy5BNB,0,-8.00,0.7253,37.15,14,50.00,false
0.75,Legacy5BNB,1,-5.36,0.6954,36.76,10,30.00,false
0.75,Legacy5BNB,2,-40.52,-1.8378,49.56,10,40.00,false
0.75,Legacy5BNB,3,84.14,5.0914,35.70,11,63.64,true
0.75,Legacy5BNB,4,51.28,6.3102,4.83,6,50.00,true
0.75,Legacy5BNB,5,21.76,3.1616,14.23,6,66.67,true
0.75,OldGuardNoBNB,0,4.22,1.5802,39.12,13,46.15,true
0.75,OldGuardNoBNB,1,-59.12,-6.0554,59.12,9,33.33,false
0.75,OldGuardNoBNB,2,96.03,3.6773,28.89,10,50.00,true
0.75,OldGuardNoBNB,3,61.08,4.1046,43.75,11,63.64,true
0.75,OldGuardNoBNB,4,10.47,2.0162,17.42,6,33.33,true
0.75,OldGuardNoBNB,5,38.09,2.9031,34.49,8,62.50,true
0.75,LargeCaps5,0,184.52,5.0723,56.31,12,83.33,true
0.75,LargeCaps5,1,-5.60,0.0813,21.48,7,42.86,false
0.75,LargeCaps5,2,76.11,3.7867,27.22,10,30.00,true
0.75,LargeCaps5,3,35.02,3.3067,35.70,12,50.00,true
0.75,LargeCaps5,4,81.52,8.1010,4.83,7,71.43,true
0.75,LargeCaps5,5,-5.82,0.0518,20.64,8,37.50,false
0.75,Legacy3,0,39.35,2.9661,44.90,13,46.15,true
0.75,Legacy3,1,27.39,3.1188,35.99,10,40.00,true
0.75,Legacy3,2,76.01,3.3200,28.09,8,50.00,true
0.75,Legacy3,3,123.40,5.6815,38.58,11,81.82,true
0.75,Legacy3,4,-12.73,-0.3988,22.08,8,37.50,false
0.75,Legacy3,5,-17.45,-1.0555,22.57,7,42.86,false
0.75,LowVolume5,0,27.77,2.4341,30.78,14,50.00,true
0.75,LowVolume5,1,-18.64,-0.1166,44.78,10,50.00,false
0.75,LowVolume5,2,413.85,6.7003,28.09,11,72.73,true
0.75,LowVolume5,3,576.69,6.5001,49.73,14,71.43,true
0.75,LowVolume5,4,-35.65,-3.7847,35.65,10,20.00,false
0.75,LowVolume5,5,6.15,1.5499,54.79,10,50.00,true
0.75,OldGuard4,0,15.85,2.2337,39.12,13,46.15,true
0.75,OldGuard4,1,-40.84,-3.2935,47.30,9,44.44,false
0.75,OldGuard4,2,27.05,2.3488,42.14,10,50.00,true
0.75,OldGuard4,3,123.40,5.6815,38.58,11,81.82,true
0.75,OldGuard4,4,3.03,1.3526,37.92,10,40.00,true
0.75,OldGuard4,5,50.58,3.7432,35.87,10,50.00,true
1,Base5,0,118.53,4.3816,56.31,10,70.00,true
1,Base5,1,19.43,2.5034,72.27,11,36.36,true
1,Base5,2,116.24,4.1656,64.91,9,66.67,true
1,Base5,3,10.93,2.4118,50.36,11,54.55,true
1,Base5,4,19.76,2.9448,26.63,6,66.67,true
1,Base5,5,59.31,4.2632,16.51,7,57.14,true
1,NoDOGE,0,118.53,4.3816,56.31,10,70.00,true
1,NoDOGE,1,-26.77,-2.6761,37.57,7,28.57,false
1,NoDOGE,2,404.18,7.1050,19.14,9,55.56,true
1,NoDOGE,3,195.51,6.5493,34.98,11,63.64,true
1,NoDOGE,4,19.76,2.9448,26.63,6,66.67,true
1,NoDOGE,5,1.57,0.9749,16.51,6,50.00,true
1,Legacy4,0,30.59,2.9937,39.95,11,54.55,true
1,Legacy4,1,-32.33,-3.0434,48.62,9,22.22,false
1,Legacy4,2,96.03,3.6773,28.89,10,50.00,true
1,Legacy4,3,55.88,3.8762,35.36,9,77.78,true
1,Legacy4,4,16.35,2.8730,14.81,5,60.00,true
1,Legacy4,5,7.71,1.4818,26.83,5,60.00,true
1,Legacy5BNB,0,34.37,3.3604,31.50,13,61.54,true
1,Legacy5BNB,1,-32.33,-3.0434,48.62,9,22.22,false
1,Legacy5BNB,2,95.14,3.5089,28.89,10,60.00,true
1,Legacy5BNB,3,117.97,5.8898,34.98,10,80.00,true
1,Legacy5BNB,4,41.24,6.6166,5.02,5,80.00,true
1,Legacy5BNB,5,30.22,3.5856,14.46,6,66.67,true
1,OldGuardNoBNB,0,24.81,2.6752,33.64,13,53.85,true
1,OldGuardNoBNB,1,-75.01,-9.4941,75.01,8,0.00,false
1,OldGuardNoBNB,2,96.03,3.6773,28.89,10,50.00,true
1,OldGuardNoBNB,3,55.88,3.8762,35.36,9,77.78,true
1,OldGuardNoBNB,4,16.35,2.8730,14.81,5,60.00,true
1,OldGuardNoBNB,5,89.79,5.5146,26.83,7,71.43,true
1,LargeCaps5,0,161.96,4.9828,56.31,12,83.33,true
1,LargeCaps5,1,-26.77,-2.6761,37.57,7,28.57,false
1,LargeCaps5,2,404.18,7.1050,19.14,9,55.56,true
1,LargeCaps5,3,59.82,4.2748,34.98,11,63.64,true
1,LargeCaps5,4,10.78,2.1945,21.52,7,57.14,true
1,LargeCaps5,5,1.57,0.9749,16.51,6,50.00,true
1,Legacy3,0,56.32,3.4922,39.95,12,50.00,true
1,Legacy3,1,10.50,1.9416,37.02,9,33.33,true
1,Legacy3,2,129.01,4.0944,28.09,7,57.14,true
1,Legacy3,3,167.08,6.7183,38.58,10,90.00,true
1,Legacy3,4,-16.80,-1.1064,22.80,8,37.50,false
1,Legacy3,5,-30.84,-4.2366,30.84,6,33.33,false
1,LowVolume5,0,62.45,3.6222,30.78,13,53.85,true
1,LowVolume5,1,-46.58,-2.9096,52.41,9,22.22,false
1,LowVolume5,2,298.04,5.9871,28.09,11,72.73,true
1,LowVolume5,3,487.89,9.3003,35.12,11,72.73,true
1,LowVolume5,4,-10.03,-0.1004,22.72,8,37.50,false
1,LowVolume5,5,52.78,4.5409,15.73,7,57.14,true
1,OldGuard4,0,38.74,3.3262,33.64,13,53.85,true
1,OldGuard4,1,-61.29,-6.4892,65.52,9,11.11,false
1,OldGuard4,2,65.31,3.1168,28.09,9,55.56,true
1,OldGuard4,3,167.08,6.7183,38.58,10,90.00,true
1,OldGuard4,4,10.16,1.8718,29.21,9,44.44,true
1,OldGuard4,5,41.34,3.8751,15.73,8,50.00,true
