atr_period,lookback,threshold,pass,total,pass_pct,sharpe,ret_pct,dd_pct,trades,win_rate,config_key
0,0,0,pass,total,pass_pct,sha,r,d,trades,win,AP000_LB000_T000
38,252,25,26,45,57.8,0.6,1,2,9,0.5,AP038_LB252_T025
38,252,30,29,45,64.4,0.6,1,2,9,0.5,AP038_LB252_T030
38,252,40,27,45,60.0,0.4,8,2,8,0.5,AP038_LB252_T040
38,504,0,29,45,64.4,0.8,1,3,14,0.5,AP038_LB504_T000
38,504,5,28,45,62.2,0.8,1,3,13,0.5,AP038_LB504_T005
38,504,10,27,45,60.0,0.6,1,3,13,0.5,AP038_LB504_T010
38,504,15,27,45,60.0,0.6,1,3,12,0.5,AP038_LB504_T015
38,504,20,27,45,60.0,0.7,1,3,12,0.5,AP038_LB504_T020
38,504,25,29,45,64.4,0.7,1,3,12,0.5,AP038_LB504_T025
38,504,30,33,45,73.3,0.9,1,2,11,0.5,AP038_LB504_T030
38,504,40,25,45,55.6,0.6,5,3,10,0.5,AP038_LB504_T040
39,21,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB021_T000
39,21,5,32,45,71.1,0.9,9,3,10,0.5,AP039_LB021_T005
39,21,10,27,45,60.0,0.6,7,2,10,0.5,AP039_LB021_T010
39,21,15,24,45,53.3,0.4,4,3,9,0.5,AP039_LB021_T015
39,21,20,26,45,57.8,0.4,4,2,9,0.5,AP039_LB021_T020
39,21,25,26,45,57.8,0.4,4,2,8,0.5,AP039_LB021_T025
39,21,30,27,45,60.0,0.4,3,2,8,0.5,AP039_LB021_T030
39,21,40,31,45,68.9,0.7,4,2,7,0.5,AP039_LB021_T040
39,42,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB042_T000
39,42,5,30,45,66.7,0.9,9,2,11,0.5,AP039_LB042_T005
39,42,10,30,45,66.7,0.7,7,2,10,0.5,AP039_LB042_T010
39,42,15,29,45,64.4,0.7,6,2,10,0.5,AP039_LB042_T015
39,42,20,31,45,68.9,0.7,6,2,9,0.5,AP039_LB042_T020
39,42,25,24,45,53.3,0.3,5,3,9,0.5,AP039_LB042_T025
39,42,30,23,45,51.1,0.1,6,3,8,0.5,AP039_LB042_T030
39,42,40,24,45,53.3,0.4,6,3,8,0.5,AP039_LB042_T040
39,63,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB063_T000
39,63,5,32,45,71.1,0.9,9,2,11,0.5,AP039_LB063_T005
39,63,10,30,45,66.7,0.8,8,2,11,0.5,AP039_LB063_T010
39,63,15,26,45,57.8,0.5,8,3,10,0.5,AP039_LB063_T015
39,63,20,26,45,57.8,0.3,8,3,9,0.5,AP039_LB063_T020
39,63,25,28,45,62.2,0.4,8,3,9,0.5,AP039_LB063_T025
39,63,30,24,45,53.3,0.3,6,2,8,0.5,AP039_LB063_T030
39,63,40,18,45,40.0,0.1,5,2,7,0.5,AP039_LB063_T040
39,126,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB126_T000
39,126,5,27,45,60.0,0.6,1,3,12,0.5,AP039_LB126_T005
39,126,10,28,45,62.2,0.6,1,3,12,0.5,AP039_LB126_T010
39,126,15,27,45,60.0,0.7,1,3,11,0.5,AP039_LB126_T015
39,126,20,32,45,71.1,0.8,1,2,10,0.5,AP039_LB126_T020
39,126,25,26,45,57.8,0.5,1,3,9,0.5,AP039_LB126_T025
39,126,30,25,45,55.6,0.4,7,3,9,0.4,AP039_LB126_T030
39,126,40,22,45,48.9,0.0,2,3,8,0.4,AP039_LB126_T040
39,252,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB252_T000
39,252,5,28,45,62.2,0.8,1,3,13,0.5,AP039_LB252_T005
39,252,10,31,45,68.9,0.8,1,3,11,0.5,AP039_LB252_T010
39,252,15,31,45,68.9,0.5,1,3,10,0.5,AP039_LB252_T015
39,252,20,26,45,57.8,0.4,9,2,9,0.5,AP039_LB252_T020
39,252,25,26,45,57.8,0.6,1,2,9,0.5,AP039_LB252_T025
39,252,30,29,45,64.4,0.6,1,2,8,0.5,AP039_LB252_T030
39,252,40,27,45,60.0,0.7,8,2,8,0.5,AP039_LB252_T040
39,504,0,29,45,64.4,0.8,1,3,14,0.5,AP039_LB504_T000
39,504,5,28,45,62.2,0.8,1,3,13,0.5,AP039_LB504_T005
39,504,10,28,45,62.2,0.7,1,3,13,0.5,AP039_LB504_T010
39,504,15,29,45,64.4,0.7,1,3,12,0.5,AP039_LB504_T015
39,504,20,27,45,60.0,0.6,1,3,12,0.5,AP039_LB504_T020
39,504,25,29,45,64.4,0.7,1,3,12,0.5,AP039_LB504_T025
39,504,30,29,45,64.4,0.6,7,3,11,0.5,AP039_LB504_T030
39,504,40,26,45,57.8,0.7,5,3,10,0.5,AP039_LB504_T040
40,21,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB021_T000
40,21,5,30,45,66.7,0.9,1,2,11,0.5,AP040_LB021_T005
40,21,10,29,45,64.4,0.8,7,3,10,0.5,AP040_LB021_T010
40,21,15,27,45,60.0,0.6,5,2,9,0.5,AP040_LB021_T015
40,21,20,26,45,57.8,0.4,4,2,9,0.5,AP040_LB021_T020
40,21,25,29,45,64.4,0.5,4,2,8,0.5,AP040_LB021_T025
40,21,30,27,45,60.0,0.5,4,2,8,0.5,AP040_LB021_T030
40,21,40,31,45,68.9,0.8,5,2,7,0.5,AP040_LB021_T040
40,42,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB042_T000
40,42,5,32,45,71.1,0.9,1,2,11,0.5,AP040_LB042_T005
40,42,10,29,45,64.4,0.7,8,2,10,0.5,AP040_LB042_T010
40,42,15,31,45,68.9,0.7,6,2,10,0.5,AP040_LB042_T015
40,42,20,32,45,71.1,0.8,7,2,9,0.5,AP040_LB042_T020
40,42,25,26,45,57.8,0.4,7,3,9,0.5,AP040_LB042_T025
40,42,30,20,45,44.4,0.4,6,3,8,0.5,AP040_LB042_T030
40,42,40,24,45,53.3,0.4,5,3,7,0.5,AP040_LB042_T040
40,63,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB063_T000
40,63,5,31,45,68.9,0.8,9,2,11,0.5,AP040_LB063_T005
40,63,10,31,45,68.9,0.8,8,2,11,0.5,AP040_LB063_T010
40,63,15,29,45,64.4,0.6,7,3,10,0.5,AP040_LB063_T015
40,63,20,27,45,60.0,0.4,8,3,9,0.5,AP040_LB063_T020
40,63,25,28,45,62.2,0.3,8,3,8,0.5,AP040_LB063_T025
40,63,30,24,45,53.3,0.2,6,3,8,0.5,AP040_LB063_T030
40,63,40,18,45,40.0,0.1,4,2,7,0.4,AP040_LB063_T040
40,126,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB126_T000
40,126,5,26,45,57.8,0.6,1,3,12,0.5,AP040_LB126_T005
40,126,10,29,45,64.4,0.6,1,3,11,0.5,AP040_LB126_T010
40,126,15,28,45,62.2,0.6,1,3,11,0.5,AP040_LB126_T015
40,126,20,29,45,64.4,0.7,1,3,10,0.5,AP040_LB126_T020
40,126,25,29,45,64.4,0.7,8,2,9,0.4,AP040_LB126_T025
40,126,30,25,45,55.6,0.4,7,3,9,0.4,AP040_LB126_T030
40,126,40,22,45,48.9,0.1,2,3,8,0.4,AP040_LB126_T040
40,252,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB252_T000
40,252,5,28,45,62.2,0.7,1,3,13,0.5,AP040_LB252_T005
40,252,10,31,45,68.9,0.7,1,3,11,0.5,AP040_LB252_T010
40,252,15,31,45,68.9,0.5,1,3,10,0.5,AP040_LB252_T015
40,252,20,27,45,60.0,0.5,1,2,9,0.5,AP040_LB252_T020
40,252,25,26,45,57.8,0.6,1,2,9,0.5,AP040_LB252_T025
40,252,30,29,45,64.4,0.6,1,2,8,0.5,AP040_LB252_T030
40,252,40,27,45,60.0,0.4,8,2,8,0.5,AP040_LB252_T040
40,504,0,29,45,64.4,0.8,1,3,14,0.5,AP040_LB504_T000
40,504,5,28,45,62.2,0.8,1,3,13,0.5,AP040_LB504_T005
40,504,10,28,45,62.2,0.7,1,3,13,0.5,AP040_LB504_T010
40,504,15,27,45,60.0,0.6,1,3,13,0.5,AP040_LB504_T015
40,504,20,27,45,60.0,0.6,1,3,12,0.5,AP040_LB504_T020
40,504,25,31,45,68.9,1.0,1,3,12,0.5,AP040_LB504_T025
40,504,30,30,45,66.7,0.7,7,3,11,0.5,AP040_LB504_T030
40,504,40,26,45,57.8,0.6,5,3,10,0.5,AP040_LB504_T040
41,21,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB021_T000
41,21,5,30,45,66.7,1.0,9,2,10,0.5,AP041_LB021_T005
41,21,10,29,45,64.4,0.8,7,2,10,0.5,AP041_LB021_T010
41,21,15,27,45,60.0,0.6,7,2,9,0.5,AP041_LB021_T015
41,21,20,26,45,57.8,0.5,4,2,9,0.5,AP041_LB021_T020
41,21,25,29,45,64.4,0.6,5,2,8,0.5,AP041_LB021_T025
41,21,30,27,45,60.0,0.5,4,2,8,0.5,AP041_LB021_T030
41,21,40,28,45,62.2,0.7,5,2,7,0.5,AP041_LB021_T040
41,42,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB042_T000
41,42,5,30,45,66.7,0.9,1,2,11,0.5,AP041_LB042_T005
41,42,10,29,45,64.4,0.6,7,2,10,0.5,AP041_LB042_T010
41,42,15,31,45,68.9,0.7,7,2,10,0.5,AP041_LB042_T015
41,42,20,28,45,62.2,0.5,7,2,9,0.5,AP041_LB042_T020
41,42,25,23,45,51.1,0.3,5,3,9,0.5,AP041_LB042_T025
41,42,30,23,45,51.1,0.3,6,3,8,0.4,AP041_LB042_T030
41,42,40,23,45,51.1,0.3,4,3,8,0.5,AP041_LB042_T040
41,63,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB063_T000
41,63,5,31,45,68.9,0.9,1,2,11,0.5,AP041_LB063_T005
41,63,10,30,45,66.7,0.8,8,2,10,0.5,AP041_LB063_T010
41,63,15,29,45,64.4,0.5,8,3,10,0.5,AP041_LB063_T015
41,63,20,28,45,62.2,0.3,8,3,9,0.4,AP041_LB063_T020
41,63,25,28,45,62.2,0.3,8,3,8,0.5,AP041_LB063_T025
41,63,30,21,45,46.7,0.4,7,2,8,0.5,AP041_LB063_T030
41,63,40,19,45,42.2,0.0,4,2,7,0.4,AP041_LB063_T040
41,126,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB126_T000
41,126,5,27,45,60.0,0.6,1,3,12,0.5,AP041_LB126_T005
41,126,10,29,45,64.4,0.7,1,3,11,0.5,AP041_LB126_T010
41,126,15,28,45,62.2,0.8,1,3,11,0.5,AP041_LB126_T015
41,126,20,31,45,68.9,0.8,1,3,10,0.5,AP041_LB126_T020
41,126,25,29,45,64.4,0.7,7,3,9,0.4,AP041_LB126_T025
41,126,30,23,45,51.1,0.3,7,3,9,0.4,AP041_LB126_T030
41,126,40,22,45,48.9,0.1,2,3,7,0.4,AP041_LB126_T040
41,252,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB252_T000
41,252,5,28,45,62.2,0.7,1,3,13,0.5,AP041_LB252_T005
41,252,10,31,45,68.9,0.7,1,3,11,0.5,AP041_LB252_T010
41,252,15,31,45,68.9,0.5,1,2,10,0.5,AP041_LB252_T015
41,252,20,27,45,60.0,0.6,1,2,9,0.5,AP041_LB252_T020
41,252,25,26,45,57.8,0.5,1,2,9,0.5,AP041_LB252_T025
41,252,30,29,45,64.4,0.6,1,2,8,0.5,AP041_LB252_T030
41,252,40,27,45,60.0,0.4,7,2,8,0.5,AP041_LB252_T040
41,504,0,29,45,64.4,0.8,1,3,14,0.5,AP041_LB504_T000
41,504,5,28,45,62.2,0.8,1,3,13,0.5,AP041_LB504_T005
41,504,10,28,45,62.2,0.7,1,3,13,0.5,AP041_LB504_T010
41,504,15,27,45,60.0,0.6,1,3,13,0.5,AP041_LB504_T015
41,504,20,29,45,64.4,0.7,1,3,12,0.5,AP041_LB504_T020
41,504,25,31,45,68.9,0.9,9,3,12,0.5,AP041_LB504_T025
41,504,30,32,45,71.1,0.7,7,2,11,0.5,AP041_LB504_T030
41,504,40,27,45,60.0,0.7,5,3,10,0.5,AP041_LB504_T040
42,21,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB021_T000
42,21,5,32,45,71.1,1.1,9,2,10,0.5,AP042_LB021_T005
42,21,10,30,45,66.7,1.0,7,2,10,0.5,AP042_LB021_T010
42,21,15,29,45,64.4,1.0,7,2,9,0.5,AP042_LB021_T015
42,21,20,27,45,60.0,0.8,6,2,9,0.5,AP042_LB021_T020
42,21,25,27,45,60.0,0.6,5,2,8,0.5,AP042_LB021_T025
42,21,30,29,45,64.4,0.8,5,2,8,0.5,AP042_LB021_T030
42,21,40,33,45,73.3,0.8,5,2,7,0.5,AP042_LB021_T040
42,42,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB042_T000
42,42,5,30,45,66.7,1.0,1,2,11,0.5,AP042_LB042_T005
42,42,10,33,45,73.3,0.9,9,2,10,0.5,AP042_LB042_T010
42,42,15,33,45,73.3,0.9,8,2,10,0.5,AP042_LB042_T015
42,42,20,30,45,66.7,0.7,7,2,9,0.5,AP042_LB042_T020
42,42,25,23,45,51.1,0.3,6,3,9,0.5,AP042_LB042_T025
42,42,30,22,45,48.9,0.3,5,3,8,0.4,AP042_LB042_T030
42,42,40,24,45,53.3,0.5,4,2,7,0.5,AP042_LB042_T040
42,63,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB063_T000
42,63,5,32,45,71.1,1.2,1,2,11,0.5,AP042_LB063_T005
42,63,10,30,45,66.7,1.0,9,2,11,0.5,AP042_LB063_T010
42,63,15,26,45,57.8,0.5,8,2,10,0.5,AP042_LB063_T015
42,63,20,27,45,60.0,0.3,7,3,9,0.5,AP042_LB063_T020
42,63,25,27,45,60.0,0.4,8,2,8,0.5,AP042_LB063_T025
42,63,30,24,45,53.3,0.4,7,2,8,0.5,AP042_LB063_T030
42,63,40,19,45,42.2,0.0,3,2,7,0.4,AP042_LB063_T040
42,126,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB126_T000
42,126,5,27,45,60.0,0.7,1,3,12,0.5,AP042_LB126_T005
42,126,10,29,45,64.4,0.6,1,3,11,0.5,AP042_LB126_T010
42,126,15,29,45,64.4,0.6,1,3,11,0.5,AP042_LB126_T015
42,126,20,26,45,57.8,0.4,1,3,10,0.5,AP042_LB126_T020
42,126,25,25,45,55.6,0.4,7,3,9,0.4,AP042_LB126_T025
42,126,30,24,45,53.3,0.3,5,3,9,0.4,AP042_LB126_T030
42,126,40,21,45,46.7,0.1,3,2,7,0.4,AP042_LB126_T040
42,252,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB252_T000
42,252,5,29,45,64.4,0.7,1,3,13,0.5,AP042_LB252_T005
42,252,10,31,45,68.9,0.7,1,3,11,0.5,AP042_LB252_T010
42,252,15,31,45,68.9,0.5,1,3,10,0.5,AP042_LB252_T015
42,252,20,27,45,60.0,0.7,1,2,9,0.5,AP042_LB252_T020
42,252,25,26,45,57.8,0.5,1,2,9,0.5,AP042_LB252_T025
42,252,30,29,45,64.4,0.4,9,2,8,0.5,AP042_LB252_T030
42,252,40,27,45,60.0,0.8,9,2,7,0.5,AP042_LB252_T040
42,504,0,29,45,64.4,0.8,1,3,14,0.5,AP042_LB504_T000
42,504,5,28,45,62.2,0.8,1,3,13,0.5,AP042_LB504_T005
42,504,10,29,45,64.4,0.8,1,3,13,0.5,AP042_LB504_T010
42,504,15,27,45,60.0,0.6,1,3,13,0.5,AP042_LB504_T015
42,504,20,30,45,66.7,0.7,1,3,12,0.5,AP042_LB504_T020
42,504,25,31,45,68.9,0.8,8,3,12,0.5,AP042_LB504_T025
42,504,30,30,45,66.7,0.5,5,3,11,0.5,AP042_LB504_T030
42,504,40,27,45,60.0,0.7,6,3,10,0.5,AP042_LB504_T040
43,21,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB021_T000
43,21,5,33,45,73.3,1.2,8,2,11,0.5,AP043_LB021_T005
43,21,10,28,45,62.2,1.0,8,2,10,0.5,AP043_LB021_T010
43,21,15,32,45,71.1,1.0,8,2,9,0.5,AP043_LB021_T015
43,21,20,33,45,73.3,1.0,8,2,9,0.5,AP043_LB021_T020
43,21,25,32,45,71.1,1.0,6,2,8,0.5,AP043_LB021_T025
43,21,30,31,45,68.9,0.8,5,2,8,0.5,AP043_LB021_T030
43,21,40,30,45,66.7,0.6,4,2,7,0.5,AP043_LB021_T040
43,42,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB042_T000
43,42,5,29,45,64.4,1.1,1,2,11,0.5,AP043_LB042_T005
43,42,10,34,45,75.6,1.1,9,2,10,0.5,AP043_LB042_T010
43,42,15,26,45,57.8,0.7,7,2,10,0.5,AP043_LB042_T015
43,42,20,26,45,57.8,0.5,6,2,9,0.5,AP043_LB042_T020
43,42,25,22,45,48.9,0.2,6,3,9,0.5,AP043_LB042_T025
43,42,30,22,45,48.9,0.2,5,3,8,0.5,AP043_LB042_T030
43,42,40,29,45,64.4,0.8,6,2,7,0.5,AP043_LB042_T040
43,63,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB063_T000
43,63,5,32,45,71.1,1.2,1,2,11,0.5,AP043_LB063_T005
43,63,10,29,45,64.4,0.9,8,2,11,0.5,AP043_LB063_T010
43,63,15,26,45,57.8,0.6,8,2,10,0.5,AP043_LB063_T015
43,63,20,27,45,60.0,0.3,7,3,9,0.5,AP043_LB063_T020
43,63,25,27,45,60.0,0.5,7,2,8,0.5,AP043_LB063_T025
43,63,30,27,45,60.0,0.5,5,2,8,0.5,AP043_LB063_T030
43,63,40,20,45,44.4,-0.,3,3,7,0.4,AP043_LB063_T040
43,126,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB126_T000
43,126,5,27,45,60.0,0.7,1,3,12,0.5,AP043_LB126_T005
43,126,10,29,45,64.4,0.6,1,3,11,0.5,AP043_LB126_T010
43,126,15,29,45,64.4,0.7,1,3,11,0.5,AP043_LB126_T015
43,126,20,27,45,60.0,0.4,7,3,10,0.4,AP043_LB126_T020
43,126,25,26,45,57.8,0.5,8,3,9,0.4,AP043_LB126_T025
43,126,30,25,45,55.6,0.3,5,3,9,0.4,AP043_LB126_T030
43,126,40,21,45,46.7,0.1,3,2,7,0.4,AP043_LB126_T040
43,252,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB252_T000
43,252,5,29,45,64.4,0.7,1,3,13,0.5,AP043_LB252_T005
43,252,10,31,45,68.9,0.7,1,3,11,0.5,AP043_LB252_T010
43,252,15,31,45,68.9,0.5,1,2,10,0.5,AP043_LB252_T015
43,252,20,26,45,57.8,0.5,9,2,9,0.5,AP043_LB252_T020
43,252,25,26,45,57.8,0.5,1,2,9,0.5,AP043_LB252_T025
43,252,30,28,45,62.2,0.2,8,2,8,0.5,AP043_LB252_T030
43,252,40,30,45,66.7,0.6,8,2,7,0.5,AP043_LB252_T040
43,504,0,29,45,64.4,0.8,1,3,14,0.5,AP043_LB504_T000
43,504,5,28,45,62.2,0.8,1,3,13,0.5,AP043_LB504_T005
43,504,10,29,45,64.4,0.8,1,3,13,0.5,AP043_LB504_T010
43,504,15,27,45,60.0,0.6,1,3,12,0.5,AP043_LB504_T015
43,504,20,25,45,55.6,0.5,8,3,12,0.5,AP043_LB504_T020
43,504,25,31,45,68.9,0.7,8,3,12,0.5,AP043_LB504_T025
43,504,30,30,45,66.7,0.6,6,3,11,0.5,AP043_LB504_T030
43,504,40,27,45,60.0,0.7,6,2,10,0.5,AP043_LB504_T040
44,21,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB021_T000
44,21,5,30,45,66.7,1.0,8,2,11,0.5,AP044_LB021_T005
44,21,10,36,45,80.0,1.2,8,2,10,0.5,AP044_LB021_T010
44,21,15,37,45,82.2,1.3,8,2,9,0.5,AP044_LB021_T015
44,21,20,39,45,86.7,1.4,9,2,9,0.5,AP044_LB021_T020
44,21,25,33,45,73.3,1.0,6,2,8,0.5,AP044_LB021_T025
44,21,30,30,45,66.7,0.6,4,2,8,0.4,AP044_LB021_T030
44,21,40,22,45,48.9,0.3,3,2,7,0.4,AP044_LB021_T040
44,42,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB042_T000
44,42,5,31,45,68.9,1.0,1,2,11,0.5,AP044_LB042_T005
44,42,10,33,45,73.3,1.1,8,2,10,0.5,AP044_LB042_T010
44,42,15,22,45,48.9,0.6,7,2,9,0.5,AP044_LB042_T015
44,42,20,23,45,51.1,0.5,6,2,9,0.5,AP044_LB042_T020
44,42,25,25,45,55.6,0.3,6,3,9,0.4,AP044_LB042_T025
44,42,30,25,45,55.6,0.7,7,3,8,0.5,AP044_LB042_T030
44,42,40,30,45,66.7,0.8,6,2,7,0.5,AP044_LB042_T040
44,63,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB063_T000
44,63,5,32,45,71.1,1.1,1,2,11,0.5,AP044_LB063_T005
44,63,10,25,45,55.6,0.7,8,2,11,0.5,AP044_LB063_T010
44,63,15,23,45,51.1,0.3,7,3,10,0.4,AP044_LB063_T015
44,63,20,27,45,60.0,0.4,8,3,9,0.5,AP044_LB063_T020
44,63,25,26,45,57.8,0.5,7,2,8,0.5,AP044_LB063_T025
44,63,30,23,45,51.1,0.3,4,2,8,0.5,AP044_LB063_T030
44,63,40,20,45,44.4,0.0,3,3,7,0.4,AP044_LB063_T040
44,126,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB126_T000
44,126,5,27,45,60.0,0.6,1,3,12,0.5,AP044_LB126_T005
44,126,10,30,45,66.7,0.7,1,3,11,0.5,AP044_LB126_T010
44,126,15,28,45,62.2,0.5,1,3,11,0.5,AP044_LB126_T015
44,126,20,28,45,62.2,0.4,7,3,10,0.5,AP044_LB126_T020
44,126,25,26,45,57.8,0.5,7,3,9,0.4,AP044_LB126_T025
44,126,30,27,45,60.0,0.4,6,3,8,0.4,AP044_LB126_T030
44,126,40,26,45,57.8,0.3,5,2,7,0.4,AP044_LB126_T040
44,252,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB252_T000
44,252,5,29,45,64.4,0.8,1,3,13,0.5,AP044_LB252_T005
44,252,10,33,45,73.3,0.7,1,3,11,0.5,AP044_LB252_T010
44,252,15,31,45,68.9,0.6,1,2,10,0.5,AP044_LB252_T015
44,252,20,26,45,57.8,0.5,9,2,9,0.5,AP044_LB252_T020
44,252,25,24,45,53.3,0.4,8,2,9,0.5,AP044_LB252_T025
44,252,30,29,45,64.4,0.5,9,2,8,0.5,AP044_LB252_T030
44,252,40,28,45,62.2,0.4,6,2,8,0.5,AP044_LB252_T040
44,504,0,29,45,64.4,0.8,1,3,14,0.5,AP044_LB504_T000
44,504,5,29,45,64.4,0.8,1,3,13,0.5,AP044_LB504_T005
44,504,10,29,45,64.4,0.8,1,3,13,0.5,AP044_LB504_T010
44,504,15,27,45,60.0,0.6,1,3,12,0.5,AP044_LB504_T015
44,504,20,27,45,60.0,0.6,9,3,12,0.5,AP044_LB504_T020
44,504,25,34,45,75.6,0.9,1,3,12,0.5,AP044_LB504_T025
44,504,30,30,45,66.7,0.6,6,3,11,0.5,AP044_LB504_T030
44,504,40,31,45,68.9,1.0,7,2,10,0.5,AP044_LB504_T040
45,21,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB021_T000
45,21,5,31,45,68.9,1.1,9,2,11,0.5,AP045_LB021_T005
45,21,10,29,45,64.4,1.0,8,2,10,0.5,AP045_LB021_T010
45,21,15,29,45,64.4,1.0,8,2,10,0.5,AP045_LB021_T015
45,21,20,32,45,71.1,1.2,9,2,9,0.5,AP045_LB021_T020
45,21,25,27,45,60.0,0.6,5,2,8,0.4,AP045_LB021_T025
45,21,30,27,45,60.0,0.6,4,2,8,0.4,AP045_LB021_T030
45,21,40,23,45,51.1,0.2,3,2,7,0.4,AP045_LB021_T040
45,42,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB042_T000
45,42,5,30,45,66.7,1.0,1,2,11,0.5,AP045_LB042_T005
45,42,10,31,45,68.9,1.0,8,2,10,0.5,AP045_LB042_T010
45,42,15,21,45,46.7,0.4,6,2,9,0.4,AP045_LB042_T015
45,42,20,20,45,44.4,0.2,5,3,9,0.4,AP045_LB042_T020
45,42,25,24,45,53.3,0.2,6,3,8,0.5,AP045_LB042_T025
45,42,30,22,45,48.9,0.2,6,3,8,0.5,AP045_LB042_T030
45,42,40,23,45,51.1,0.4,4,2,7,0.5,AP045_LB042_T040
45,63,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB063_T000
45,63,5,32,45,71.1,1.0,1,2,11,0.5,AP045_LB063_T005
45,63,10,23,45,51.1,0.5,7,3,10,0.4,AP045_LB063_T010
45,63,15,24,45,53.3,0.4,7,3,10,0.5,AP045_LB063_T015
45,63,20,26,45,57.8,0.3,8,3,9,0.5,AP045_LB063_T020
45,63,25,27,45,60.0,0.4,8,2,8,0.5,AP045_LB063_T025
45,63,30,23,45,51.1,0.1,3,2,7,0.4,AP045_LB063_T030
45,63,40,20,45,44.4,0.0,3,3,7,0.4,AP045_LB063_T040
45,126,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB126_T000
45,126,5,25,45,55.6,0.5,1,3,12,0.5,AP045_LB126_T005
45,126,10,27,45,60.0,0.6,1,3,11,0.5,AP045_LB126_T010
45,126,15,28,45,62.2,0.4,1,3,11,0.5,AP045_LB126_T015
45,126,20,27,45,60.0,0.4,8,3,9,0.5,AP045_LB126_T020
45,126,25,26,45,57.8,0.5,8,3,9,0.5,AP045_LB126_T025
45,126,30,25,45,55.6,0.5,6,2,8,0.4,AP045_LB126_T030
45,126,40,26,45,57.8,0.3,5,2,7,0.4,AP045_LB126_T040
45,252,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB252_T000
45,252,5,27,45,60.0,0.8,1,3,13,0.5,AP045_LB252_T005
45,252,10,32,45,71.1,0.6,1,3,11,0.5,AP045_LB252_T010
45,252,15,30,45,66.7,0.5,1,3,10,0.5,AP045_LB252_T015
45,252,20,27,45,60.0,0.6,1,2,9,0.5,AP045_LB252_T020
45,252,25,26,45,57.8,0.4,8,2,8,0.5,AP045_LB252_T025
45,252,30,29,45,64.4,0.5,9,2,8,0.5,AP045_LB252_T030
45,252,40,27,45,60.0,0.3,6,2,7,0.5,AP045_LB252_T040
45,504,0,29,45,64.4,0.8,1,3,14,0.5,AP045_LB504_T000
45,504,5,29,45,64.4,0.8,1,3,13,0.5,AP045_LB504_T005
45,504,10,29,45,64.4,0.8,1,3,13,0.5,AP045_LB504_T010
45,504,15,27,45,60.0,0.6,1,3,12,0.5,AP045_LB504_T015
45,504,20,29,45,64.4,0.8,1,3,12,0.5,AP045_LB504_T020
45,504,25,34,45,75.6,0.9,9,3,12,0.5,AP045_LB504_T025
45,504,30,29,45,64.4,0.6,6,3,11,0.5,AP045_LB504_T030
45,504,40,27,45,60.0,0.8,6,2,10,0.5,AP045_LB504_T040
46,21,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB021_T000
46,21,5,30,45,66.7,1.0,8,2,11,0.5,AP046_LB021_T005
46,21,10,33,45,73.3,1.2,9,2,10,0.5,AP046_LB021_T010
46,21,15,31,45,68.9,1.1,9,2,9,0.5,AP046_LB021_T015
46,21,20,31,45,68.9,1.0,7,2,9,0.5,AP046_LB021_T020
46,21,25,31,45,68.9,0.9,6,2,8,0.5,AP046_LB021_T025
46,21,30,28,45,62.2,0.6,5,2,8,0.4,AP046_LB021_T030
46,21,40,24,45,53.3,0.3,4,2,7,0.5,AP046_LB021_T040
46,42,0,29,45,64.4,0.8,1,3,14,0.5,AP046_LB042_T000
