hedge_atr_period,universe,window,final_equity,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
5,Legacy5BNB,4,0.87065152,-12.9348,-0.655255,26.3396,57,45.6140,false
5,Legacy5BNB,5,1.02461441,2.4614,0.405286,10.7472,43,30.2326,true
5,Legacy5BNB,6,1.05248475,5.2485,1.062871,5.0630,68,48.5294,true
5,OldGuardNoBNB,0,1.53259831,53.2598,3.174506,6.1148,43,51.1628,true
5,OldGuardNoBNB,1,1.23584525,23.5845,2.357215,5.5410,66,57.5758,true
5,OldGuardNoBNB,2,1.19409245,19.4092,1.857074,8.0007,52,50.0000,true
5,OldGuardNoBNB,3,1.21310346,21.3103,1.023001,18.9903,44,50.0000,true
5,OldGuardNoBNB,4,0.76413255,-23.5867,-1.435633,33.6914,61,39.3443,false
5,OldGuardNoBNB,5,1.03856295,3.8563,0.544940,10.8276,46,32.6087,true
5,OldGuardNoBNB,6,1.02604764,2.6048,0.551157,7.0152,62,45.1613,true
5,LargeCaps5,0,1.49571824,49.5718,2.879058,5.1866,53,49.0566,true
5,LargeCaps5,1,1.07596870,7.5969,0.788640,11.9362,80,47.5000,true
5,LargeCaps5,2,1.48016378,48.0164,3.861088,3.8829,72,58.3333,true
5,LargeCaps5,3,0.95159723,-4.8403,-0.330066,15.1304,38,52.6316,false
5,LargeCaps5,4,0.98785835,-1.2142,0.066820,18.8577,54,53.7037,false
5,LargeCaps5,5,1.13192964,13.1930,1.365474,6.6523,46,43.4783,true
5,Legacy3,0,1.32731786,32.7318,2.544367,5.7148,33,48.4848,true
5,Legacy3,1,1.25287255,25.2873,2.874120,4.4304,55,60.0000,true
5,Legacy3,2,1.12209625,12.2096,1.348064,6.3988,34,52.9412,true
5,Legacy3,3,1.00968518,0.9685,0.171974,11.9013,26,53.8462,true
5,Legacy3,4,0.81729756,-18.2702,-1.599338,26.1233,44,40.9091,false
5,Legacy3,5,1.04251599,4.2516,0.813150,7.5203,34,29.4118,true
5,Legacy3,6,1.01380846,1.3808,0.383118,4.1013,48,47.9167,true
