step,vb_1,vb_2,vb_3,vb_5,vb_7,vb_10,vb_14,vb_21
2100,654813389591276258401329598487682694961939972821635555218085746967844397170535383045136032076279707610157380068710031274078420905077471357215422378396190067234027304214846101976752562923489553345274427133099758445741315634339961417442749121510209422529401804078531699701448704.000000,21227399544628614063367092723966073009125378564965759480604213982496246533498177735760411159859784807932993765354383430026851445963885365348304922299174077821410878522495266508208684749443500590944674533593075240424009388694808711816234604413598165115329327198929264299376475125496090119217979351779879419904.000000,105419841242857436446056253974547177521651790484553497452960479217120141342739961851674591047037064884715979166706072361737609087345049736579221270593354509138590917809878996315035102976457193596198103281653373660247128491867542860451256545344790916684296703880532960444646218779637986441492703611977728.000000,1120743681664593193537998285844221289697704338645650062509495908842512813198260076958019947227492960951980370507526414403170931226901561612966135860805942494680579192015001340649558124501774344485618670804254945959263391505366853394126960333066610612820798062978061601720432691620012359680.000000,32617103489201592607902147721273327792216158541071676197813739194048488582479106649268278461267696158319123977456676443366595838306076597308357413618328662734836868810577831674638786487754993688567527198744185126827780337090566633945123398182122703889447485746421709266719749552036046033649664.000000,51442281840787299224548282234055500447014059276789116017398100736640862038795950933232362354367887428413302064391442223435778180190376964633208166320584163193522305481986227058527728444193439617861285114704923895887679646146626293312869743996231441785533973742806389951135590909774068480535953408.000000,28031403608759480806417530265150443092111977428639119035294232935370974756449151546551566534576258606347040458887117706768100224060470282267776040452583997106486910925290824105010266018291766407314421137953094836606139142110885134920802226556909167030933145510254618870628563198005305204376411509526364160.000000,778331840344716287577886462746836968171526425481317973878305203554971934142021003767985190470602809173970194340077641251052243651781293623474973465831576119468245189806296615258710327543279870031850113656906397597974875639050324241770879094856568914536954805094692477836594870484992.000000
2101,828633497920356318072511333052408980645252629928176751610246953263714396991336456856386679590980501272905396945744041878276130601848287682124811495052833691422117307820983092132014133251003092922109506389485685984864448586487270083101830716662966137001684845730675239732379648.000000,19019661709410675856553478891074550874980889222698227013625918344699011376806635627516941451486881711951636774077386773739526092515059682463668001747671737847730178228048047014108401141652692444662360912164295547638260352198241691530036274828490884096800533191219211765299225897849016518258613177796851138560.000000,122745817320668264677394369711234703590821863096834393254443499253505510189029584146656551524287423184490233722917535960747346503660060653967238991996835412622164156516781291710223960425535553992960167173945841309428305937752229629016363654285084368551538989341393727511299811098838933674039243186372608.000000,860037234434213216357160328211422557266134640906870889131732572661030572518931844687850283003932494465728953891184434957368089714285303761706990192195565545395186633194593405704750139444999462135973219085800929746502652781906754557794925100512695744375337771533797834958588965903073804288.000000,26213715947687769163229933005050327504967596619874849263354182664003747885632154505468639769580027567304053880604665266889546711752691669665431877932998579406696236037773966278532077071051995996327367404109279458822340909596875155000327515562812968638450221817321700488504585562847624373993472.000000,41343136563972789483130205252880911248824028490624591604869712521371899257235359827283447567674023023791369230129843920305849818785250659675401995258382362891349083809326141792885231663922798995860595368211841403249624575934735125595427232104874592163486341105398817897017463799053351637384953856.000000,26932336524358279335599560526857451843740241654021709414858997581838254563584355096797570221998503684093121946077744874774988000073310170502545733084273012296855022734344937014178976131950174576902398469763906947573180857435281340144096944265084394115468779599053122828116849778853847707456943994567655424.000000,714544601149984136321015556530939030848984288598742371187584167128273383435592096385172216804194379597759984473497695778609744154235991274880313927395287132276053439825191104053932532694567166649909871717134654046787478210748380282868294983594235641995066716835160578761821324836864.000000
2102,1048594125884185800572439867837083993693606267511052859985998840497052870236308118193794142279688182428386505325090356933071192140337615221085593318446319565002101353173081874916567111150013787132424851518117007547098362476956698711231054205406730895716969083650763090244403200.000000,22019545080933736280725182434468875276400634743140833898853059925629307468923489511413796843610033342791660823164265600596794651664854554633931556381801671702231697468396033859687717399488500755821050425569749308331524470525304923219641041947667122163093085167819889252111562796381193173299527608786623660032.000000,145385449967909838300788114354135308700972762388567545300571476574955329977676068862816959384645213118616421736095956303077561034486881565601391940055912460947079313315500915346398269008048718903828627956160837551356928085271781316940337879840948456086323942387651222509709819569632386380701046449111040.000000,610017668530569182890248711996554863876465762859565878944863005256683199116183997503708400743946867671128607130264074028094611982718618686526011293511741900342087424862341067494761609100528659459446105984107659634337919795434700356771844886323410372088375157702834553574546914430293114880.000000,21067441013379832805835401552249268630295748875971933326192211997476200065781806936681991058467199491546595173284718752151204069645293994708677313504858653810823963431819662408833778983727607644555818610017223965568171390520304632910996777601097733818385606355090355142561921662938649219563520.000000,33226654801927514389384974948124982103458656854373261314688324412203536180707331720677447823033470201312565322962846417144991135992144854200975550384362725164084733900932451723488497149558732932881962417939925996058276835904106989402260482493404443561713139988972446305164981736064209424345989120.000000,25876362125320744108632469508177842383643950946194600323703803630826674425744963801520181347673980155622869165118102823568405789373893316204972976609891989128211806701028731804886925931106472707941680064531205675070345274841086539577842944693085135553925267126300334199823292502963623098194873689544065024.000000,655984967551194028318794218972996782680064585057205009365437869707099310577050392963117047116919991442306313644714671301888934513253985982419888431721240360159830630855162916369615999143416580287591176125324637259601044733017602439533370940842565514200307792621211732521402702495744.000000
2103,1326943266955039750701763691280931742790030773733464283036018712009496990877318558860057782970976584637954746935811581015796588189446110001305241218703788138858728707881393068394525328133228420104887860835904743168600126370047981442018830329346598463388554861487230973355491328.000000,25932464683969670966913591932263906776111654282514069356135892699412328870514603188111486070501258455992726939095902453132119860670202677463642530858497253651561284128235925189070830222320330799817360110421214954906383039922424440662980932343226989814309630157324980320946270550372472629007130455229092331520.000000,172200809149791875549383265366569947887136895118920013375488640708548033803160620731050180412933713303652707441365805456793053528756717338881500559267703473543248425566027634730042810720500148783254380789004772417866368772516823867775134602742303040758945071945593990779091629928388988014763830484664320.000000,432680750344810869499353493541648629813582771453073018844543702920102390174617951637886842958939154556321696470410982085967265830591864076070584120321543467798347785116833269772861051579425637713103948024908443099000295190862507460907102990148524642902271476522706617484530246517203664896.000000,16931482424619319585732872766776872889885715223040367283350427190926611064052677893191380908813677107512579559776361118933876936378540764858800334702215911169464817298434170605415724009700426265564499125794381371937461721265941535410190682043312594738226040704482316501462786697507127001350144.000000,26703600188102537858727936162139182242093289334958552976161884411861112123977176439203759553102448030959199574482159149003789845893597416692396036388959639197621700596187803027523783367702560745946495162743177106625489214095282973022107638745742015347939320376549352467768573197510720765984505856.000000,21803764635379375780309868302520628571429138640870464046611211132977431151682261707602534602963675637106458551084442208706072577810928343777270492299759124764488506781084125710967458282795647802580280541218559136321276974772720561929225225488420978591752474565803263633635055648589278364114845732456890368.000000,602224517490710145472360338752781178450094859962210580955979458495715105434405791480406395994623359004513937899829704039183229561951317792276012162282544289373327937072345025801803128204464471305392702723725364487977422411235001333040081333115534075976590621225730972790832924459008.000000
2104,1679180142490886772554046595748428991468997446885471483673582598445662163314482472793313622938852535275250833026246415636161693655217002600751050446500021081173602499079325774305992102935228208921401474525466595748761068863007245496628209825317856088019956081719779833711427584.000000,30540718353333811194571434637266469171400043163779027946378535303571558097264850441678883575443179004601135754875197336906113673925986319000789500850066390024941749973425573567823073194375494370549462978526339334833469273741565914964507368282009179941813110866528652518191804994016423885501458520567082647552.000000,203962079275389821210432683514609067580674593327786116255774326036011381871412009878204022292295140045941001716630656794399794086543917652398829492116329970895364321063011116313495748313796236409453823859662737440331690769789054097131022491377612693590740976315668339796446886038675813493112578596929536.000000,306897064424236354677816431746892862582436685628266816696352407720429139068421760844063562133010655010653084853373433074105359754660498657302211676045013468347090452316588837953621194167401815350745586433640111968733793204047148470660926826375156670854971721115968746556648974937680248832.000000,13607494945073154194427266232531797733096363814948821740845432080462551288792585630211883524054742323967466141716140249799019084428601926097396839704465387569814603394397215822289601616035019345783440493294501673747931114806437888650284963944661760879378002669197984531426237105522208057327616.000000,21461151212991300785828342530874192011325195480088977631285401651892992140944067228858478321649581479797973631090702342979009826647749264342666732710655892872858734474650749683305689122569019247084615925723609040284333977296018546336499100715771655976368481988519217887904880665211862586058866688.000000,18372140178461330774964329605290182947149796676822088513945674562487315368656618454502246897630238441781325636920763969593003429173355831966047837347443774596539203145720889155637474469631347103716958093634408382369227675758926086112900103061032355219600924285240910682865420260726216543013059444625899520.000000,519872244965157964792982524882735725578918821629716782964948265815811037825912546663172285139628533748192418934718320657221677267219829749447372015599806624274592073085886784246527145818459213101493807090463250898057096002006048520400330413289979197544015479280548172893420349554688.000000
2105,2124918239651651527944842583038187787931710101739274202318128904863816446505177060446829213923934240961572114009551017360447982956342217039133354590078018807857584840821700596838885630402804058304541934364276300332935390058726095086832442755404315264211731812038987886291320832.000000,35967868419164859134729383648444743904020655693082357725493216188884047369083208887825018634426747600946173673861461459725329048525816251223180586280965260216421635099760560641942418828361871745016474372305733433509805368350835561005635837718421699205584042554707056767300581248089689628129259269753344622592.000000,241581500039023946458552954146350371763948668989188454871793172318281152027744887062273776168433832550562146470589100490344958583578187359822501069890048617499597769219181813149503632986724143581360460386116249762793695586578099665960871567810246857619952931250165980260822304083130011721306413627080704.000000,217679682022265967856549078075478443368382083686140870330707846257705780100199775703288173652513124233288950475234270005563363438583037867267340796284831052725873118072762348212819948300644740980247711928349611072634324618936853247922174725583422166722839012125894778117715423729404608512.000000,10936072461732753343559987307189523979152986257102980486910804766832934642842666129111859833049002256509761960910669387174734526940481869462135103357210945695175268959318068004889801229685763601208258036773925143913343830598254193895785015917390677181067082934977642194618413010361331365183488.000000,17247899464585460717468335552039633364324872413438721807720928888163473190608303508416791874237526057394573646536510764535757231404193564754140089963987829664523131608909799799756658550096389949405146951437335950001202683828979652719319122104090048142009271718416806871873583081335757664614875136.000000,15480608068449744721169304043963127641641205958373779704491375813776163940842757366046456808819850378034722844870836253963478307645808103367742501354061104434452476781734128272412209304292808895834756563222264697059384937536049298582737679513096676626420551609554069185760212955010305923928940310817669120.000000,448781381753163740102451052928582310832925080146262613667187812849909716599615340810852005571560586434145493128135111504132526230819199859373885954805561500717828036855374497045723323133584932396539245214823196043179350783620787043523797818970950316039362135532651643611341796671488.000000
2106,2688977442590724734796138500578505986239403024879669863947714637458624448363552833890122303790476332141589995053659836490479757538302984279631744391202119992411293755682557110505481281730016233320359292844433410091696619197911401702779042113931342572444161676014478987007885312.000000,42359434498276576024883599921032614082525621288836313754964159810020384934663627485481517388191554612117454387630681353650864427984672642566468790539632102448482886532044644152274506608478286969744517818481364697727917772373922688937798304606560329197394740062785857042185241299553273065869268957443406168064.000000,286139567553167607181323080994839449718455397019866690995809450638809303011150358538086860731711745396947909690591406553396160123381198271119320880459484507651865382738960696454385352928192023503839017105027100333226294455855613108798396236442071578872231060807692529473105467983555148045396614181814272.000000,154398492061864020013529602822826651547789473108950922851051149298950852835712838396338604886729687083939161687097622075469214343425122010132160994207818605593521560717416404889759231192575211417862011062051362603357831886253250033887712698647626968829940488107008604983158631331386097664.000000,8789103458867867002764407319163236431374527841699711340857286409320235406418897757665791092194252660619498623257997544322692874703219230492152548715543829973977397343187401866764657631282524294684061618326329185490022231447690645235019145394582113035832108020674611676905046617591388710109184.000000,13235707680537050586402622947077114902062463696720017181027475318040449598705901073926368821205746528269195827289704890818638352857821271308866500061321558491257172986243885319612132640981284901731419838598382567129407173679814853922397058438591094062042919141656122108560547146060844410611957760.000000,13044164906269617583469344428366214072889647809427646650279598402786283870163644401791759539064939885925641172163838267568278163000862241823177937819385559671601072729457282701031722395656626292779245886069557199159133681468524606134522179000429292913077521734417087855328898434376373342094393033403400192.000000,387411966226004405513914042814463857444227155265620739368983680277957968412662866041346482343787058001889798676066756308359386601122211864566823651050261476654847282312501328416604845165165372908906220657983870162449443416460249469777819018784803042648080853621820637946502656819200.000000
2107,3402766069694570283820484146354566043217128712505803323084392481798211548350458167735194967340810995247033003434233367929124006382468807516152758037037019505135568446403679307744466169155937538902906941771209351786372838408417889381029215694305856946668958127461240967884963840.000000,49886795350310787692698823923573299764682205064132254798154331532028073484464275522322907736541966819041787864002289304736332640696860040211539383113288820433003098188753916987130476869158477689712972679989353965167680365927435594576862269899143638650331188353913524120548957132533879463432874940578496774144.000000,338916068102433032554964235176668084305747416503184167969987350062742509461793033726891092371897256762018840096855839189984591882708475283870605389364179196091281092682606463266392234730512256693879003582633137408789668341700849887105115017924357028323313815526455326200486747600093317274778504372682752.000000,109513640085798441969251406614324657658720761179915986949262908807544135513567360402028519615029773909411665007612319032329734982332889951544843499771519292202678083297791036139378485145169592094605005930769131419508693339705976695957475242128819808046281536477021195332319996365942816768.000000,7063627264814555068098496095098374957138962667159212895553792242661784056680671157294708077585860343926980296696916205014559690844393033771365009836292442669743689627819218838330777069471866975790449305162942875350901095519861322695795360980931056680467591136020702087502756629046683546681344.000000,10156828555519289620056608704082095401644557919401266959454254913828033520722698985037585502661314017508931178108775974026865831000179254633145640664040850548342841291373331422954811316640169251104195902346283044136630795370572073789180301926119296459345104679975777467467160958010952159235932160.000000,10991185704696611692939439916260609171689123744876583572410388494136081951885700815932118382829316361687121040146843243116009291038706646248969479508238649210119713734138636199173215988328006902066813596727180026026298278668870090612184194666386902934292287578307336040736386625661595860638276247909040128.000000,334434621571822178542312671575344098991742912871786380157966443516038753631762296173334481947787223039764617516165885513297120739079285254182439927213810137723899213739580980735803563750978889583270451035842883793890083517386934832538994973991405457453719201350262765198297209503744.000000
2108,4306029772383993930362438912008776786753290033547122074804179080859321500671070785561793819730817371665202051954290444713689401698860921442426534065698947005493173510793241242638955898774720828418975120833658933910564404362874287413173788264303487066375212623337876826009632768.000000,58751784101958307177535652579233090724670704985599981876151375989733142109592836304944269678272975032560902310079256982485376466921245159929716507565350818337259258419443071603500652512539581253265684815325270364097677306570227010056198921620247477522774520564322250484248573371738493085026397249691948417024.000000,401426835862782614829924403539988256565330870126711669709449591744488771466226953698429428583841330855053428547189552721323494692123063721008157175486878719283329994088342539260973394076648305553266940541017838194932586344793688337362686135672380793700236459478014053310418911197948979573587416885231616.000000,77677166432664241760684341286483377773179277707801616564941666612341172072198059700337340305971662124481855383761793336332090142072809925197244486864388737871601443381528641671028223903557474545701500400891698977449125233157052582539796075650701219848104701967030710371326491123865616384.000000,5676896439976433041137787891123810913558764130950185976620205594954080889438685555544772517734578208038656007691212559345842503932769597622906215238514225795409172736160268270053840575111033679380727902692522225968181131221196365803849604941310429872052449279182435658324803236069847943086080.000000,7794155688245466184945787819326060628196096821124172719458769177391392056226450564990311761548654774805211589453492901194658472051569098395678066712183106146676083439181675231301991431317590567715820533032809231780916756732219731610978909635865960723211819800782025569295501541744421023877431296.000000,9261318303102885879281227485854210140599672961214269318265007704838423392561576927265256071294889891374797731100179744021990100146934374368209513014798106738134357032752402239784677096132439588017529695769145307929903598500523719047312194940156331501291656099191452447435272218605627838643703605320744960.000000,321321968007128660131915617437725266160976412104156569636890074409430561305133625747591748256058021892415214132721120268691114549988778900234139232306056358184799754040398300733895925748049480984322696178940746889813184861847647720966688490345957924214208604871504616233077793882112.000000
2109,5449064678819268664850151108449699565712921749358319563743384845786343549466528031088689080686507533656962648948590194094414700391809253681271801752106891374160609694742230502967772592081329315562105928162985577239463922915313638863668624212086278102262876987470716111096381440.000000,105805659553673758878267640384765334805659625700900250830950127726634154366572568959442207124589945409574255025523511262388842388042336527111956325758439171529895073469632168290654174128826248967978125080368499197344588692167615692713695337150815776065600380145023797926844214780988703493769258214623331483648.000000,475467290332489877517028692350199637859078617304866613134623257980526529193825164841445774612577216061400374023193517185409714117195866818786276715936610531392323993694414584450510816273196112062937600000000228856991948063942019188875913266422429534598429337851089111389352794371219401737288858411728896.000000,67464806389709563001072500832549970493494450485607863589804052142008896627836789857379991546889089978353038463605199903935939830969151057016591495683024437918004070224889191212956837882600032226827923315855112743181930114332397248397578980248571889214142806937822029535822373405572726784.000000,4562408516478137805431296648840477313377569682314574545478644109724537562747900412021968886541447074315312922903824967039228420744506239244843516123060438720605542674427487124656245660533622064623397070579359972549519432512430708143686883367855346760726935957293218116230870904069275632271360.000000,5981085784853364615791789738993468949493894288003806371874029750553559300839172604266157759075344157655439938933034739384542454579297859956163915518174154635634894735250028481879115795244900897754853624485988997151861549784972690708324179459962664773992102071800678426946919781576552061723475968.000000,7803709173500501774621987421290915994685381673923300349486598050123097393870989243678047312444091115875747806821956218725081780870875077330973203183855673540760602152077653478355825688406737269606404617982919186459035754549109485790156613088606070177915234896535570998716624245158056830682212842338254848.000000,308723440888732947314877378222721139903260126660294229279148682700380172540403989848974851743455112579007471290037761080543269890443179538264409056624987246033473274049484161065175525964388882056715592503451148025680872669175526484923819094763569499472453197228417244870081276542976.000000
2110,6895518016243735646308665781986440961514632849863014203502875776843070832424665385926995865349120914571253736048007884678681342844146401704548967162348914871703320164194110371920309501193920142206290879276884946459233558944757072070654082098147464938866722245707806814637129728.000000,inf,563164003946652164330621902778187416892664993181542374122989393871300678777783326471866440846085897750259208429058688804134154769501901082164094647098015945745582272587110594842538346912266177756200423497493596348038534035024351188142356391705573843230839186610287860826370958355157887764166794132062208.000000,58595084118401004993138658589726003289516508975375159674604272758790225261974845245380837970121429458303042572125399834422210381268260758674662632936059177271803498200399226387494731949796116737498825111167395429450075408499750985054596382739318211790731952962498276458408502188585254912.000000,3666716786420478889445869367181793739534057216850069362641885694086793886506098510914623156330438751720815380616598950783977494430271632673524660738957724289827163486126038945698029722324787941324484221864541983774106529167142672221446981612200556837759921699101724941175249784879215028469760.000000,4589770668775015753230545945009788899202208940835394195790263703490931666921950503231290427081181116374716956655946228566396635873020523531890077612064566442517511561344738252965420604776945867475474082628643157973721610809272733364537166655474847025064997899089138929170654385876474659864576000.000000,6575508461270878601107387180648413233418915182963521809867257701787001201018893717254551259486278759361877679013473261512862712975925676635582947329002178913162231955357214746878557635410799261097539750924289350750537117569008173392761264799910648292564185887268071739922243551344114563460631958118203392.000000,260134450505915287718425019931529888074216290810758260606021090968002011051270727244624402258758340049068413499045095739714035799806065159183293187624043787243836649000870689499458069152265540536116658814063053848772629065258340378481381090668662162327805157383192774404788562427904.000000
2111,8725932158075415318644686983238777571896263201547045313435483512376759099082323502871646366998222971306760522223158009942129750583910264209155366964726687685901138356146260832365839438526069646825763562483697519469901397823510315143985813307791692645925466378855357019141963776.000000,inf,880265520547728072510255822921579404704313532684903230075546353099992028172296677680010325469032398436677194884005698846348058965109547464813385051364745232047631713663421483390029047740186025160890976369603102867984305339115386775876740938236534282025832238789552571396920631714742290400013429369733120.000000,50585731038989660703460421959262226167146602362429678384966049111456399225068846352133662052156692360887997984033807311631405713553951799995799673191099582762833693991337688731300412590690713494938417034478940157357683221904995850270846250059347744852637600721301136163147604378458783744.000000,2813768229112650550586469739366004490614425194983348054568093097866619300293537799564671978994495621590928232421929084451704338334396567667023558736318648331500271211408591634272718310210505105687171444355248248758581025689927305456999968459853299772792142335585406724493798133647875902537728.000000,3522102098133327418327844022843923665292811095292283744085066937724148963136876341517357200874206049654364312951621555210516047293315324455423722797831679911839670862420518692150524919380971558093017958059527255206434480370883537488608587200157244228228381521483931573023199355825033450534993920.000000,5540610312730298376938589245873474740121753980640752877334506857447780470748025122735946185898915375021757759207327208233247845981378842107382772889708701357253000901876721222217975289356010438580806390749004636484442624439329637983100665894069623455804758415529513584433850936022669462088673287246708736.000000,219192725195115408820268657979209342095741184264858599018866000366209582409102916061149286880986659030499261493203938252346242948484144204343462260625993069222377766482874989993567410197971869977544621825541049825287757236849925379404302051826800558286518046945653313457447917060096.000000
2112,11042229437725726842162890722163770350800943981134343230791955793090599920909569046391909407838479114807237705126955140079403471320436931342569390423869162339225398886840285932598019045611827096216148855517214810996873910073845137721962331539437238919404575619048532970655711232.000000,inf,1375917816541706602792295623507591961663522226061945203075303911258647115985510897527952090240385828949123437085400623932457247197824506291666446219680910574452122658733540467549111853678556308480588315970871667928094337079460779659009816183330741605528414040112441947545025031800712599635304959717670912.000000,43671175206068333470090522277391537294455435100580208000841234872681881276943980437998623722119666636440787224408434418031151515515251339713315817577749986526336514276784680192045233368598625527833308160055322013276885897160375758064854197803613015250874961369079190826702080768961675264.000000,2159231843725993739569013271934656704121810858474925190481673305646438161629945538868215135846996540195076938076790282950511792182542272785080382478880816409690470979917746409028060677687016257302126355562137818306483110873352155425861245719530340441615361747090013063417444512695602567446528.000000,2702793687290277341584377439681633609499150485351948470721033023312314641176095457285247365816439308975816636866226518003618367006885864344657363073645969055489261234607180703684758292231777628423388182734755047644610202153883548645829290100828924339267648652723830816708929453617941192741224448.000000,4668591458492340532174176690389386007260630068869183341649053371864093980384667765128315518520478646160783166438546209229968073017826815995448389579053867831355833356562703134680931110988074815998039745048327971223696684455308097858256212934472091915844113478070716168294286785055092401249204285938335744.000000,184694686478555651042742338082607105977043979228198878875535916661285089393628869398243041826489822850146920227851835531682333356180639727092704387951267161031712259747758152547168739775600907065257333640735547659722563103240777931789362722313118360745817437775933455211632909090816.000000
2113,13973387455520806321872802205510369018027095707693885674746928474809618462461969812879551047492702850076467418397335551651871070039472887622488131317464802293166074190971512185665039840446302165149446422949401828912370919396084784901085658057806532491485367183726614514931597312.000000,inf,2822832203227592992093138942972666842777246512418890912498068522674566082244677383949873685704130338488587792429902036295818043347006696808133439632597825326779576492399363319114455099473727374907434755612123415619393997046054059329351610162982309108994645227527406258295123124911685834116108363117887488.000000,37701768951587122446631950720487118300390923291795736095311411585357517364780666576083859822306049661331844152873182172797782283066856415738385091325140749487714246825829291656524619118082623520083834482616698858635713063535323780594177284208503174690896000267846306305837248973677527040.000000,1656953158658220615290243363509261051844728670133995324702897507867446675994423524977867749563169811307748450951657676164608696861003536211280489270395589807176298717660491362351574630925383773491038367634500171109311275489115404360720567124650668492071368654506054737308919588248609192148992.000000,2843735145876011032517641329159440686768405035441044458636218427880609011311023461595613558775247610661184293446997461764389363600324609099842304589590613663244086317647397581894072111500069426888801903623443201386114674398584019754818596962010935934537324558113019171622524181080085395002097664.000000,3933816849784396045127933004391016951187861189302319947459968693508079263779196552007127882563206120051673576371332625296777207763722011096053715594154308723281324514118486873448055122818245729755443531610343255052929529261276229115879205714207879126195855747175126831930166189425413867753048602711162880.000000,155626183227782333817943334355946099992927511810323890922273030622227872700437375568663954207187735092588680055117086259179379025997897045771781869771598285894029452021488577403179549515222769618781618287703798320892180096347505591431218507993008203017476739995988533165155416014848.000000
2114,17682620894926935725091026045641998963786669321267665940597002282581155369022863318741856728879052216233993965938589545871894944671092001922003981490603182818660453831780676964711499453458872090079421888175029911442738687270635121248857636981414235058255176089270922401267318784.000000,inf,5467623769404850300647714445046029917161927898738154904387167645557699822468218434390844869760585389695291431931374284083309609800831224893054719316468003941945450722403312596571452620829970814181847329520413356297243359664858292012711055143704368477052183877904447614769942323617860788721259654573719552.000000,32548319924336379487464256429345860154212774724834776014542857342362601239296047643710749002817593671823396745438842452103869182948606567431334042064264970886323950420644940934268504441817713484138395873035117248209386652984204290420034111184997821664019624812787918277690970076832858112.000000,1271514116450691347685961110379988458799701660542195012852571046119028808007184736973514336187334512448469680485176222016575510943259201038611291514574467659389121582223606205461948618459669101113178313698197228791728484138159079623114713810049814797100752768333576467696824282293614659239936.000000,2992026220098959482124300453851563491528917427572257854797559556449941089291227267209420631494726281681884452335318360194165191355200966014243977754813513676176918401440847292175582072590539081486604087087498104086729008874882365407302990660017019788731592947624668817330531311086546760392245248.000000,3314686055790593192185820646683433413024622340131650138688236820961757418237549124434988035641177770296890136061870206808471200633429926719406340640559779613073983785262474984340554875502370181769655831881135965010036722048988900574086566001667764954409422461673126956956962049742156022236097265958649856.000000,131132678301816397092693587311212515740753378016510774131519901031726536629547480561486737832850732917730453440789258753458321852543206047233728144131439670824707423236776985181302548169379827284278611216509042072132951010342144388189426410960139074314152256276701940411235968221184.000000
2115,22376469750731095379845106204201455639743227538206178586532900101151638588664217994647053344737216224261389601877826192761602607138678235216063392774865675356006978998525148577203034303967520442481022459786453122682089811423399758684940700599218319137649758557884792797531209728.000000,inf,10753016037947760479964320640141571406974457388892516674038360727736983680057510703073508183526262943570793750105911832203759126518505337368994134093943836283836096343260228990832135571627852037070837027199819247443272398224001679745797963247431672480100323901182559873774216372509298523732719735517741056.000000,28099295055818740686159183137524363370539572942873806756268484604094170877535747622286142019418502386907985099844546145499437494263833029576428197513460612903885074374238194181407955073966857707826937465138565390795887793803961540212831607769576453382658579552142228622866099872200654848.000000,975735578211881622741773777807066325840737287863999796923434644969816822116509017344067917083170243891523901462825889837154681338986327026554478746072645676292082179107788762545817870911915193196081399491935425797075597226277170519619372197013235053195610500632036895649680942245582628454400.000000,3129137083644562510056051954533460503668583585095639378322190444930002252910122865850429608858002387649603274121831629170945947955251699378930668627782735323335824099897051696076456007775900861220510349452173209872538884530720756908463381555403839473014925121861855589049436397079890218125885440.000000,2792998268095471183074342646596511719000483270264555442048836722495920966256151384662948285880517252390129630248174624588867902451757534628105976979363506040844271702863669789294067312794456684185806475925015575370531718399443182153838918237123613286511061418111714143908564371406731311907396290615443456.000000,110494127414530610911824814353719945413302090501227497387372364402066541117935793537779379465603098970639135364627454243780811262922072666499096023539240182760340077089212180016670192141077612526331038194890442778679046116160478113818106220825476899239100317758713930061109979512832.000000
2116,28316300025921731525660202781196167319691488196645855502884661546901864703520191102870167632383424767257240822414832642396372850937873940686312918702122719700482388962073350215995316953194915809714375734144978387682435942157981503289136804138102266761472362032232710043747745792.000000,inf,21147642703467829301560408266799611805382855100502230032359571971317373482502796725600512262605092745121556255606688480322970677079742444865513482120856857922434551677579866888363581781053510103595860303828024622914215337492870020804840257634758223968576058277629015975513073580482723955148564146291736576.000000,24258406715598174999988257493492819189384456181176240868355216738937650419737541089286531731555872594664301487426846137196396397221156858267793193545843661580631649492020149586330862950176581736938954462638116472581749778119189178399542345495182314056102488288045310321571121314339487744.000000,748760793349316480398641989740495907240667480302987012334944561910599928495529704513954636106900082935188917766606554448717188115024177878034307745709669838700845565046624197319236735356078076894340485102954367740301853896803723683765736999375700428514897466301848762352643623252589086244864.000000,3272531110344263953939862390316738040003063622117540856357911679811148247630730537439538708431222844927242180120236222935467937087576677640886705165312985499230920741742037789778297605749236934981300285027615781076919089834815651044265860516061287217784879387603802361309451318151602234674118656.000000,2353417245037918211444696211737361406248028778940121937161068860839238078828496885714837438234201672687131179850100765291466028784354731204810392365232822989577414986862900261526343526335338242603256092854001796747794123042910666761976547731379438743799688785181988575424569092436289117621975870846533632.000000,93103811736371840072917503630815749478609407771295863202788823674680438307567617492362951208261861259526490999210594586403874239053559796021837567956997135820880649168938624603827985678343197733448170996053951253458441791745176138729496574741991296222648802784474635854863520497664.000000
2117,35832857286695898573753753325365911802107839283810994638276510702701014376990790319186914361164218333084253716070242268570229079504002862624374849345766980976418527925507597995036001037426963898763571885190439268613894852270617968186390108714726334235749549845015109375119851520.000000,inf,41590451491495192730219986433222106014741419668063572645743750001605515111534227261637576588794340108802574063557383852550290943507679769871413436453356979622228799141354064674118591261885540919968568104344184525180557265210620945699924726887025602677457769873511588421814926732081965902924544526541389824.000000,20942528814704891479646925420861296877818818943376118728729373276765575066079415565314854135567301860145380854614526353267665090106569068461367102602506805708242636738378169561307937193154355820403669542467815742231586901148247699211043151836850407880876907036968052727722450454201761792.000000,530365303326475798243232583272539029608238551991003368249615646606531966193150673302769730718382450886994521617087745571747570640717894918424517509743430334410433617773604581212643730913694234809742251328603824307866492928868143326574573304431136830272885928731350248832887045309248879722496.000000,3422496228799781163371084100554560368165228510436342258589220657728696947438978962040950126245478008863125629614661063570998024720014265711584657985886250748960473346306323812399867353068329642377390844305600991453736854970617173745593330326208301766791254045687633823169477456431954974075781120.000000,1983020466754024978901231165572361855833436951240777029579597423886618524548793147109277373683443570041738411873129564578427173472894474562562582386417297428081734083066650990940810798489224704366731820808721046769962808949503376079607449430891894457458554281625933063023424668310171346372765252702961664.000000,78450501964883941408430473075107510881848311821877187692026099975097685993378149019754015596373369777443455245298682376595833543275470865581821639812630130100451560560306234822794429544657708633475065587075922678435611560695587479506940130020227262346712789487117819614093901824000.000000
