step,vb_1,vb_2,vb_3,vb_5,vb_7,vb_10,vb_14,vb_21
1217,49286039127414547934466208744814245012530136541458365184712152642908079957502986450424927434606303906162484054725057669879870753090181345752257462531696965685824338014008319672320.000000,482229705580403188313108330903382342854163147083195989853946245023705364713277169850166483716198407938051170328974627806007670132399718007481562479095664286642190261333181288872480986763808033025386818003923894272.000000,125460076881595163967862070819552332641173529254833383107337715415404106850975518334145136216209244322000976312917054764895930889774168408325138065071866232428306918093502280177927011232708051150121745319576559681536.000000,16748270759242728741722062005358158643100585185653732133043284209024482057224760126492084537833232494713664885955222198149040098528173275097855436197015658683495163309794104258294512136018179818560082993691939530036215808.000000,7500485490959132832508127147287448165921058416118919161433909811929945246624819680203871757120205287271683415914439524685086620159179151497335871284051244310353087683286347231872705977519575680301240724724542125535056101376.000000,713708162149767895971113335354570159160437955439002692890949325965786609548917672494342124394660720280624787414101668606045611087798623518746408276172066722497550205481398493927018522742730489069756954642982523128250368.000000,27026227516597950326080061833260716460477081954127491975379619537094826700894623143867110631086641670666362605141532063606822057273487498852863063354958817218617490552859472848429076635185380582209262517759519774736417554432.000000,1021327934738899487792888083245864099901170047265043219706699867246695836460029258759142956462218128747382407251844838634864698026368017157094857881004200112233341559195428867246618911476237743985524736.000000
1218,54663222543082581550973573692604083918287773138990584762181888030221202370525797803449297754620490461878093338532806197120043768888746452612220158213980893345470172597605883707392.000000,842022750617702186976978468023906479766267325323935906865990267030063907523800615783890507890231903906062640851018747079784182342890123982337520987449023704722808654369744641729308735686832897747318613519468855296.000000,186571487990591309247935850736143589339776176958326666192467376959419523885820007718496017707978570268485724559541489028793425787588927090674403968626083981477318528238352251412937418854830043278894084949393442603008.000000,26052908857155339680876519107249536172747599901684654913102312262849926073927124553211816212053545134012480782173672726203183909260450960071224901668247830654407420656569147479498620550979385459220267632109941030886834176.000000,11667441235539812139160839721711150979078159445460919549661331431490133738735273521652631114477578186853967075205598509020730944198277493545764844141190536980302079136736615115550446660488634585456416697157117394736608444416.000000,1110214538944824209503615468157112196269427567120361083003701777677543702208441648087305056087395456989475758199102194817240355630214632639071691975768684045173005270313506654191336243470535014181627793399643266428698624.000000,39022034599680518384343960155831184982165384257473365186040313297245500104511096460694123763788813518683302234052495398743903011218542416114317561967508104750142236203772033642058447452392967048116352695990749754259308281856.000000,1474652501261057566672892591915571556640612740131973714989425334637920828532037341942038326568647778791934887463867883156198875764049222439363710662328013224408235892845316781265595848651436229646090240.000000
1219,60627065020782089325700936186419274942630928734237524992732987378064897673931817369604559526732935869805706790129128548425916141993108549051785533819160917378323942818136729845760.000000,1470258477138936243733426783949316942476393961432327363363761029117823333951258940841725603270443972249665714904581481193837267025277254696884054514896944044950734675224854842466708742395473091912583454606581825536.000000,277450173762246266984421113774972074661946006125567632734477344273506956139599525227096832166735316690599432442895513311186103679516906538795548526035542175026748388078311672460910697808676268525710666320431842066432.000000,40526814360501354921350742551060214077850930528222061790804470789489594918360220656434797694296800058537247582970558238257780735367248257998144395053000233003227325233233456953236024605535608148051966528202480793577062400.000000,18149383149778897488631713641898625224837118931663239859178017792670639862533411737855413253431946727757652004301745841779630896360387532399854600833802749312581145754492795280277154827610032177500374077579797714600395276288.000000,1727003259668227020929995326760397767367019959461198340674765887337474297557480231062226822573296672652276480455281948532194677360885953493150301096738828679060816943929121820382401471213444038894345134611153512470413312.000000,56342276529844842575701369518063114702568403654274357187578838674941336022972104829098107804737490478711343635139297930886721473750098161981048795939413478135840824179299894427707067159384267372179487726121698280017972166656.000000,2129188799708514419818064348476451873700363423730126457494406112486268610398854295045378293185795515014842339862938794064199701261052184705262213890238790206231505379372240614217590004476376969339994112.000000
1220,67241571975329460949734001508878337280373488357259346590494881206770833909862849951091666612354492941301683940835883253774478577288408271576589166157575635488950066006911738707968.000000,2567222783485510970332279480461411178181144380088706519472109737717910082659898140976399484154379404175342636635586281000036232071392751165995985765522303876626431023991597237943160133073527904223060010069909307392.000000,412595728049200277314252488669538959431967739498379876656036988005940320575631151203984400775561625554924489905655470328573677591568394232660468815379786891354229085457104019314610606657146813799558809334533834407936.000000,60267363504751785593033063901192025509366832410133275016250515530253493652151125738457726434414524674676672533468341163404268193825161856024478001399798783284820150802824247105455837651748302220299881376735844364793675776.000000,28232420636849085053775540213955793201449255135730254501544369696738671772871158083867595489831572030846915949527049444574452765818807011884214690870386772118186781841316924650500073694562106439197958316662802652385568096256.000000,2686453972886504137125964734224937367764598976197579924868626949176971303538678546876395604683409542736731660892376338876507874873143272404926319442641233401243396848793247866777985149917804846456058644361760602809434112.000000,81350246268078882302824418236824161513205954160510524662651765329119402765125683966307477689027243300260275751489696562671297278573874178305376260929276406881317770177481076421749624698314798255536967265557641881722892058624.000000,3074246265426859964069287364741620635944032555344432660825026993636848339671092841239435625090766604948553510464238953144478439475095525670115713811514909612817236725133986988656806868258217183697436672.000000
1221,93598870566928261548511480085025333169449550658777846458154973250172687193994154794585645522644961154800320118389431487735672052236756396836206360785631570621841474471546150977536.000000,4482635483845126967670588532385296495714197867227353271587236487348646502536954651667928119105604669172231240952753478299894431491482629817283449137982432834724382174406620820438715561446631720427053536721764352000.000000,613570474640712640368665255514346676531000519643580436087047716008837268148100441200543329850664579693543180844323166653287474329526789515249138038851481431584648495683638451028587005305900006576334825049048691507200.000000,89623503873373636755230454245794935847725532374474309202700271321029591037980399564107721005267576952918419877886560986100251573541233389519282739546984453736681336499137448950779858905352105772029839388020299452393717760.000000,43917171643692601934351829790116136968134978527089720945731686579302978697764417667865241360367279356808771942495453393302560710916201921409635886637845333752363857486214423663108923664617130946954091664576937816179253182464.000000,4178935336708130705462991664124080748642745648557697645271395637698451170416352422401125221757355673896512444620436072077035900153179284963165821110282730743765773860576141746898119964193552794852752643967438691382591488.000000,117458203244087238620718653760073222722084091589006860215495695197893166793218150954357558760989681293131385850338558975112137483509309678307502670337313799607417826693413057083631863992152814316243782231939761268144635641856.000000,4438775040421419976683158355781928690243282711519679079360635880903280332599959883743297669126465265029478627350310654931275193117147912654395298055140577056419505960385772572270054649546014341170462720.000000
1222,130287682367373210107045682455836360206742088943676037370686037801493975873809073525840768700922500579577271682973957042168734895507093000918067945786295522881065006608491040735232.000000,7827143405819202294100111316756956238871878079630229981627726716631685432410584172332607384149903315008074034282515786611620532491953598854530381902387001718880920902309430569861367959931663055189473889250246131712.000000,912439712187076026569424101314813682490639679241683539705252975804831620929307355283634325226892843520654298025111153646462955106882224557229067011193291737407972082063640159331334760926332289933207687773059607953408.000000,133278975210311073893766552665756211810732790319837109547038019226774215606442487359337640729496299798147607880000975587379596296433678791003631968877272313215327500978915938062286162587402652416156217169808112350352375808.000000,68315713696337670859107245290403281291032702714957274716787789930185004913145199767293712763405628120827858140333020563383717800202026656615931057532824072241656943310886675854804117744796753499338535247482011695550321131520.000000,6500576866248690948852519100460971631629997340256055917089905416255208130756426306325471543701991590085984451419713077107837241994045261679360607067959862792985589658798448008976502086229983360671007434502641431988928512.000000,169592965507012898027896627364745350644051937845049039404251926546217664038304208871739184153170448084098605128806925045168157794593434322266796165166926722161855189118910952378452183688965184360335601733184847144935856537600.000000,6408960817825844520943418248642821331165743936690727360204324333377631148884710157163315338704128146362079426963608663411140936160759639037173262714800622641797091722401047160167651612258789809538990080.000000
1223,181357745813007150178214503150859012559744728157288827450496121667455874983804169904829608365083618962812131678573896341795477235395571949081682309774563430767682309336635319255040.000000,13666998826036079115622391115241653438469407802902221526214235093547214782891154586094217695239115801190425343472073623123177617720130057258852119637124289199334193502563085887007347012227401903165925316605861953536.000000,1356887697152550754245846092634437037387793023714734144357864058203397228330859828309277984568849325139791095990038972280780771737157882684129538666328755668143420134160544163765587635221766278566265207962777069551616.000000,198198959708247148938552073860550074713993957503475035293694126964986294754343360955485477804145364667463127110083716441882070590116873713655253625576241545537746444250979528164357288862290577397426602075821407755854413824.000000,106269064312803024223095827523652046453782826328636806878202787004713780565280929616943225528507015488709000759449662662560861926396342287060433577228820505654178033976920734979964183826499529500206468086092752863284185530368.000000,10112025238297924470733796541968063284458355622492874594136764258139346310705771468820774268693118588078048946237007068219645094688101930184990737426070031330538324205725375556684504805447827217876978567353486277146050560.000000,244868158673376561272117824840355539419512348626990029774722674944018505316254908395976356786260622863684453347167891739662779649039468461004547641356014661031293921508302475041757137543803130331328955666734758264979689832448.000000,9253629298710136510245435958493048698227441013759422960355707754285139088193385583283482158545123977577196747258785951853014695033010597761848609171181096896987702578960909134240691692494911323420753920.000000
1224,252446212633005020047426567315065971129355996855574283287480134118895025787606265048374316448986816994548854464917832660697895897920805709905975798528247097197196035566597021106176.000000,23863988076672034072327488084490312977341125400163975941018036204637187325802548834098016464354423991656148953079977735433324134802282502669372132506048615429578961154556081740540752848146618847244216271334019170304.000000,2017825614221474850921522627811769926424346578670179892964241793172308559421095779045394204690503538929308182810122178377788847699129028935285694371278420169430060843640221944134376435900001547304709280174761782018048.000000,294741369127756274283909556621249138339944796377834127644747394907329353769209632366014105041465573956581378934195487924793103065365248566795210179251810316676556956345846110328068888207342059940681178716038416820848295936.000000,165307707683716662236716803830332695743154252031710340675242701357159004725804867594775869236959633876123398627118122662831321090142855013089817576479139047960964447794599330103951906239952787329919752845108526308305433264128.000000,15729843139133850274676419642685187634126005191688432736583326916562822029242472072467992285597858133995755342514168096458816845103721652317456876095195469689301481762997373234099341118487679651363656458091190750092984320.000000,353554847943327436419308807617212552175008185963856143283747356435332795517257287851290667132166892459267033893827485541103249574889746212052427004624296593157429456623453929913845716289090683649465973734180652755732788150272.000000,13360926620081191186667962222401555856077112177023825375336915353833609295080454381262423356936770018800858058590295590661554192902195763280762514479874349631182207755860409296438362541866046845576282112.000000
1225,351399880865621526840578868191541957193808177629998170317607558947736041680753670303020920519959193710322842665976821977124426100040569388708591572084157371293445379649676838436864.000000,41668981915667401026396660674447957814095564051263819936240521609767156922605664028459021411202567663633611262611808237994080847121387423086521743516608231061954846281398964644886160086084792932508937168364941344768.000000,3000705377425580659830506486250172715700607101019802704852273616837379181373117600879804340223482244121393209638796916313985550556150538556042730853372641566291492101557282803798205575995913753842650392603854028931072.000000,438309438168506595745707917262770727565922371012794367911147326190420872595142896577148023440836190506806783334412888426144947821299077817496559182235751799872046361718393419786882704790791086086174119880171441922829713408.000000,257145749765982183499109651678404967973622773017353326690706288017798553722219365403985660438675148287924805695960293169636359429561002338593539681976806465351479950584419507533726045369699059644576201636457432172187940290560.000000,24468685485935736129452851764317701767042039720128743823585417560160109337351522668039211187206535363354691096380683577412711261387883232207209681380776754092054394898536365985806878777373519880555496589010404357449973760.000000,549975120529362959672860151986857361980845631680988420029321868262271094332469683199054082777397139283913684127735492353401492787229225379161308157390423417151245682807759213180116152933830312646286483288396477614034905989120.000000,19291280684009820715933422433523055824896308353985647188070214160410773494857560836762506941899555108458275911068999357502936966575719241731445163410419928915823026247183402224177015526278866111370887168.000000
1226,489141330283633135058776517882723533652859314447442596413721972708573029903482827293230842152747131855113702370778530992241844560777595960200546868239261528166154531567351529209856.000000,72758335627292780206105449726223498388445372729842724195940002943876890149083297539536049940154057033054110169856912871169855503386295290439402772437085324424832175459086677119315884986071417485338529689744395206656.000000,4462344366455495080735139403199621790144636721135402476320304522539557527152053030872530673701840666743884947402418805532784574899723584697817723017448371507874754468675426746113094481888633403202635965301768251768832.000000,651809293538020993566349580449595618952066528644104281244114176316854918835777904482513709231492663055582498339133223090302415722846897420149985766598563754178580824341896771312895194943650080875820302567901152922413563904.000000,400005163396398289432420416196080072738485202770990000847629384297393059812557982449376160816569670813661602759425476470678709933042397849611183512929908839651910256145148903527279748595054960855270553314426607914546574131200.000000,38062462804864936097572426751338973863937051442360340297034824339892748260621287527649507605185145699727550598878668801798151560552228662817824829768617976115301527655149485124677331831855246800862374947622396080055910400.000000,855518273786396161043874681932788584168052738293515610382645865283314640546613156146217238183655821145039845237233014313420267178258143065685526198213678189699868921735277786733303857960614534784803809145864211407474910035968.000000,27853869795969955465874341823860498361573857812837721629341051216035723500026205806166504741951559121980054241970156224401093478380208496405994250961136474499877726327041071888790514229970930807865344000.000000
1227,680874564903842933210873363032782315630915211323725615279152217903478890504294901603878063203228442780828038186147027021415270218798646186173523362850321322373457608433025278803968.000000,127043550379217187377514087110422274596334080832710488233903013835837634538307499842628706161101616928173954468822269454914749354797460373831130902151433832698182440096120920270914688188681948426437004517938108039168.000000,6635945466235941645302999292641775326493187607064633878858039890164112753079760984202616821908599336833495386953162355163078401335050875067685908149288992894911370206018484820478773384914972286446206281695232109051904.000000,969304601146187989205608312651861319869836194301453849173661456730481541587454455518296615685070435930886767813678618105137026468086894187094397224293662423711129532510709255705309971403230354758981058239485251765485436928.000000,622231286690106740226836434706583158598851708415287727565913431773991070680349685009264636631503012635769911482385762790409614076626870222108855140065734524868767944390785755111855209901586585060857308728032604688714584555520.000000,59208373723404508223329800423249087102143354991032430660993621625151464602767964563419898100497669891902195601553829486278145760968249047316434355473883677625383191471423359674251417133133989874185131999794165189345017856.000000,1330808411984117516455487817658092832059959616555713753027638588229903257318991849385671746355698317303155522373224183192921371865356207378934891069218353986396181234676270556596759625027235764156240311942605893341949600989184.000000,40217032519459679487145244692208132962342269041962371151659582310562680783224216913151732021224750859112233476030598174490297735409029797240349301539478568598631205566462397886711913783413074276649009152.000000
1228,947763242300911978785857424514779859445134201217814952692125572539847291760265403590131291248522363228982042586163858013223394077162831943487859530994780897193566789959498806067200.000000,221831128403414278323329362159548564210845053645760672512954058881856458094329205819728884041125956404408921601534886539195840077066597153924381475627094876797961684261195482110217778073131086321027549354707493322752.000000,9868304329420367771622369858910170513227438797015714697036667436716795152126353517550545923495279944809416431787733008673946560746337531908615886158975742823301673666730276041349315310906579663383023531406428156723200.000000,1441451386345360903604121467846140405041655415193287237190192643904689022291263616286491964599513861416203183249760891409457394832239082346647865116216966392320907885190441045062351879727180310727701625022717066509243383808.000000,967916940992947085127025905000385610703509595778681149224514314759939472462724103115016156205247417971446385797754959716697500905899212632637265623814104954098122895603616069182991192666372534883504898781241209550049829191680.000000,92102067513147554191679001291996218923054800354427268123194590986165990766901202568251217456661673185318272635268364448868826316872213823120190026408147146923123911297286022753135234169539389521806719152187784397095698432.000000,2070149853806490026004735566763269229658745794080835188182265406163437731764562473811773199164359678587720866666959731814466829244075753908594371741661640475278460937512633533023038268378199767392673105771661957817041894244352.000000,58067683827016836349074434156570703144844041086544348090310643532800763590849077579685708676223456142968484565919662327235183542347035854652626375241836481440590457260239180518671050474250920464050290688.000000
1229,1319266733930050678979702101024703598220059840188430901535438535970565294018740847375541095210808017252599155043673048947425865053710063878961240019751810205718013690066117786075136.000000,387340005705492980619715555175825332860748296209337882889446002234171843443869635689737490264910516618225090698311135843622713336094351053081027163657732267419097827430822623905861805851713667587035553925717129428992.000000,14675140239405080845404977266719563966309577245276923918387188952127299730042936515103680234496763264840783944910011806889335332554845804574173703583538975440645426114007875230979115984631534192945437812657977716375552.000000,2143580146777408103283045505097573786647215803765235073065737139083439999662706505101240328900713382435836456180205291012670320701496393194750082865885358458601308378262271923689387088166706693516027213028135404653401604096.000000,1439387799058866906655897678449825482369477547315712871068408703621511171113527184985249994289419750884223035320585166290683457144701420408939339951476826905918349571940455663404281433950760214918175086144129223759237302190080.000000,143270120537751272426858572441217636229141171176746139773641867423465245477247871572342047305113939939383314178575820247880730898210831662783461718373980106744782094033927618911046311839160545475809677606646628962363506688.000000,3220238449519341819837109659674199615638348411256971959042199115253407546940863480641084579299512745905454441236040025229342100237730678233393220310985723416762628490025246309755119622786215323195868529073482627289290591174656.000000,83841489383953531405552143029783262521091382075008530251443018345070886890007824510787363561438856816046680442731212424576516428989265690865982692466685103991559330162759281441046079391566083590767771648.000000
1230,1836391872540959833987444164816087823205533933853140131705205258509894435984001342020569522550921364244538570209212952538916341345525420703205455409597773735956364540950132775976960.000000,676335558042548096395517561063904059726469608613933040516264297326704885690713022156008668790032830829292952121133683535915703069924085629243613777086768024174422602188251677181424057500425108704835774751922217549824.000000,22165490441850027389837762351705897695926695250785392056728330164270336358298383903401471296652828645190066820531608969704855965649668407247244278210271540452423824820813312805474411203156880252387464072046169741590528.000000,3187714749998056993751638863450099965796466918746335657532752190119075254929492952329586389258019525311149414020371018848472455491811114353489652200295893002363347445575186181379842257872070338630437802776441899211678547968.000000,2140511389287302369793353438814142563105147721884015429642878144290282293822190883322671376515947013217704494760663705821662599166934196652107495607052773455397126586876017485994065931705219116568917282374485561455907168059392.000000,213056776607482750076546942613265430842628085939542744507890700552854916149400738601377923712736159300799810632825900012089319820727187161866882894168331932344823612978584832411698574139811927092847415238870479506021285888.000000,5009268122640979779603951139880938791380777925504470686667274173248196540270343952718702837100273136768965406723011651675218142593162735990109017870304453149510306261506900456286337522938133469056306720906030282040857442910208.000000,121055204527532130184295073081594129994480552417833349707710445854059490018479436064093037682799335414154994738660185278165691989941063619853940910839972537726186332744065843712081398747692088858995851264.000000
1231,2556219316990144620767734487996354187965045274558331873937249125315353170538552955755149734996026944931090592971148328232187869383063367766017213890153112030022791950555092606779392.000000,1180951567963066291043364419157552540248154353834925710661296019280750652165446487593318286015520609100899921859709444706624766498149416175800212226401374232814084041830883121900104805496387098402504985027996779806720.000000,22165490441850027389837762351705897695926695250785392056728330164270336358298383903401471296652828645190066820531608969704855965649668407247244278210271540452423824820813312805474411203156880252387464072046169741590528.000000,4740445717708151687791839481351714997690249441875340571613607096749586336740641107461167137818711063430771332460707507491799358254953419753712697825689929890461146418988841254584822079270307496455208729893756246627228581888.000000,3183151205439163945026299897432503189934435544639117649210167235625217484794069336518610606636972014530815992656424736797329758646650770666303130059000034066308140459364004362263085446414686701530527977030821089314603192549376.000000,316836405860423814310936682910055793540513052571845726700420444370752062416263247504460461827955903494158808513150123329016919152507815059865089017194630106166183626217950111339099014190612524113225167715813797103214264320.000000,7792207787672515677552486432252876596837163896416480984668248088020829620203165954927898111214285466869117020444580755615987844976217109769842344729964618424474094562118294072986467582595285017271012803757760943699135410733056.000000,174786524558178259145600217103259740992565880346556442918569162697659016619996595472455784036147834216048460595112765787525783063893049612069007563361566169567379221918985133995298749779092541499531853824.000000
1232,3558204157978714542660556667825879709027379759713901725751311360646277238981282931988745205343101328656699023506553403982660097753020714494439302158443531942247213041142589217046528.000000,2062063112444973550097053998229509527540065327327358655563164303964117895776799192952141822041867843378484870779123755189074901037292410370330771987747319774436917944729975556392539584069319896828282475108739881893888.000000,22165490441850027389837762351705897695926695250785392056728330164270336358298383903401471296652828645190066820531608969704855965649668407247244278210271540452423824820813312805474411203156880252387464072046169741590528.000000,7049509559332825768237224034622930843219655523107323132934252502032670990072181714113603067631477650445821956079677116290055862743282092699800883480631731468394438000416136331320976517329741792362530324723618837447032438784.000000,4733659277590889440117471929245286165889721914447340215389848389986549125901334235283790703019171332813257432457875281805016396770269532712677644735319320213723387654639660179612545581837496155240698608220591136876674852847616.000000,471166933420251408855186409574595843939602810035515822004334262075444297666075010811109105507453377825729208564710184758020393021871509337322348961112546275345424599709455890460221486257654119845056336460688521836124700672.000000,12121232227883277682603092380054877618115878304061150487034182975420224337350187129851474198393731785213377073562264879732148582533282278649749278888419285731607377813065596951195505168277694133298984000222016487422653863297024.000000,252366920417522855521161938977094428662340058293699624761513828317599103569471885662830338890862460977994852321705758930275361990605425956608576598584341645719360651186609342189241553823866301344391364608.000000
1233,4952946230280688670000312940009292532724494132056553447166407334911948867837197765978846881711403747222258337675148310246304627116173692081526893172917484984869500166781927969259520.000000,3600574651033643314594450697972318814534919909308402072936958647769943205684858426148583018784696883025358363269674893454195504127717936154872018081247379416459354634280081905083536000824311623363280053129121642840064.000000,22165490441850027389837762351705897695926695250785392056728330164270336358298383903401471296652828645190066820531608969704855965649668407247244278210271540452423824820813312805474411203156880252387464072046169741590528.000000,10483314858238912919733749513535516632126149671056229255819881447005610919205187316023199183642229320921584521929039046424039828616131983246032494561903457119808435530824516131175704754363474676115783144792283479335969488896.000000,7039417454638583824236457311930124553368300238816729652169031904998446946543591197436160154999376372642127035988101867155859255741828893959849779641038567561674734427957430533986526021746881859247016834439418967178536397307904.000000,700671624353802046588415183835297272255068327730098647056486162708338001175955990124021280550510670347946322439409580696840435424345498291430229666844761629930617250600312649341357203726734353037146553915298461955490054144.000000,18855281420333066410356937196260713142913394201899047081911416180776492262781353449132072927974813872917836424179193442739220435061988035610148451097595846290288462569517821848683642124806604867713853031971901854130794622091264.000000,364381995019445574145300457455349937662685107334697384932992505036144541298748749966843966535618822495651606222440773964009631075359597931501362826364332153144119092947995628939460557112684946034658377728.000000
1234,6894398205072985945012800657202646098330430593253955103474539793541958733718068117667157292663909289610973687102801264840670455931450750968629525224721400659003650165460940072419328.000000,6286974312000837034893593096425296939605223633092241221171867403246701651679249465639910054145600307849658362226604135865777649412951096009966211997612116458919972052568872066306385169633634039459786684236761359450112.000000,23649862649986608265707452541660992760472149515617121192948999169996346758212519077832290568755695807934861636045512394008838395101790741105956833830918576230645146516887988893748497355505065295927632069257859153526784.000000,15589721453952297044665234193283909991538948742093114428818847623102078434799556596222557571166491001196981099171268507956392054693085835126808227410871648097536648317589044617871797378849166938513236703385185754222056964096.000000,10468306904820083969312444020535252431850264440070624780052385749184138537136001158718563494046184723782254570307854795954827798230140227767034253907985828291036859255685750648954528106014682853547072795640005636680197508956160.000000,1041967698392593041555135063983560217947037244814711459171830983279149102574878276899514478994992669182787124737078436515914247688388348195811810681593673762169423271328663835049222456814310894668256190106543120448411926528.000000,29330486435374717137703388947851493461892429988367202226906637780123763409159600328537645779297098415909229233425903345258843842122381362979794525956863702405590089741733859472382778208027983154976672268263998939521330809143296.000000,526115855733730317910224550445006263769930665395872061354783223293787785571532185843568917832417687653309433371020626659148417744358649537091782982630707980344676821743092980074195759540485157865778053120.000000
1235,9596859000712366325716750973080449693767042476826349247351091367303698649171360645156184737452213899954791078950623710397734445534385005940672218111114286474585974672113872784064512.000000,10977704902858039467433747984383235342625178977776866156696665219425095868160376671362502794335775247037700393555786486241809793204233597183474170619431429451526168236660539317157022003746783914084941644644104359903232.000000,26230099396047193775634909918358772058427692289306192940799114112943638857597016524841631615228266147713221081678884760824494475624624936052807973353022164204786442761549857415581895807916343084203338807269334636822528.000000,23183450873920290859734599346774530864499593275165025956392490189964999180815300302553549310447398085524974697283843927399800181937679794854294767399499650276742321614751917221126978322984857044149766836636584669471420973056.000000,15567403149431513512814044080690560328394010204063856750373111794382859985954844921351787662946562103027029806459521936339661850060101976192360384750882476991599229874317980124693717372522548557580504746737443601654259537412096.000000,1549508566862325824279798598055199964575348025710214278669809580878488619728196729697458030735041480700107280245067516785468041642783524854549585801925620986610146778145551217779705349185298129597646216637843042402022981632.000000,45625276831349674896528633593452698640961154927475187033201825965553643678202718569608678202737535094234400231567854083565979621934541530319285477810635282328516542265165867690371676020836065369815293661022170939285500782968832.000000,759636583140349169488424986818138339015950544659861492435959698069106513441329969421441003158455886188016121040375326594951878672768741063857926263885093740708309159529787545697742600122390136463441264640.000000
1236,13358628257327205533221364864707050588237414552873583920279924142850546233455160266543032307436548179999433917603926568771907081911876467488447206439575591602121555509129863971733504.000000,19168203805795570581045831880645789555541949687649199480040395854941944839051709256416291570688403343924341579866781434297269763105597903350979152964936275653324664743611262231664744899305308588985392619628441783762944.000000,29091843978506360415793201115245071723369202184819681606709613147321424838627625334484631307873113476292178232741314714678997324944251773737278396701075480326424381723651423589608683201737737448151640931895518125096960.000000,34476074252578506829397714618868291580747897194320970149029932731478744912713723077107947670070765119591015802691795126457773833545562587458797456575898412561700032001587243326922972320131949252099424995528181446275447652352.000000,23150261357483126587810805015030462154943032525410106309145151419478616884578880235764804898910466474718671013928578524437824695535134906491584949093906300647566120257446725965006719121407792915028244925991011301344552593391616.000000,2304271814264147694198689619699993046104489207557721700629957069254713130154893430433429308596667373144017066466355728171967496843975012073117438215895626562873044680140504839870225283325993325147951859386364129062678429696.000000,70972770619537075758907301714511655004213325635607671657787949056893640584409120032949817040767163571627235889812997554902699070716811108678751820394976942511573591641840247573736916543202956139478987307074073512699209170550784.000000,1096807351757881825948109625902185378811379493374713233794755890796856492391815036216132135821012666718558983973796854881796552952412737182872694503369983528037580298956542338144929001427988690500793139200.000000
1237,17046631547027611686162652255419376108861575098012338550757067723950441176425569402999949668060006759161393005446349079265733698543855420938604481486583535818052447701823788725305344.000000,33994342338970558849554652581143219726324512043041156985009915513221265053970136171647036947913926830490365342288768245359657692480848380426598170499747469150921968693877668038710123008163670322113183162779164433448960.000000,32265809339529126043075419068317400399850770730974158242779284140153261800996563695273135379904801030367518575652794073364030846107024194944782740029964740239733244417815399544445633137568906833681192164638634746576896.000000,51269317166513609680147079723164467900288868845247482899703184483438555759200513181238584359270231094964883638317281222353569646930189792878816766033025436660138407834524844235060805340104311340817459430681572485505379991552.000000,34426718173566904320108301762647831391100935237421517626969937569044049890156450753564114417769818631320807775091588240272567207632510827574868685393357868554575440778208527166203218694731983542336983486452617405115153734696960.000000,3426679082364797398146887123454654592530630008724554998910651554339757953691052024368008743165955213407213279408089600150074294573338443016991218339472432255879693982730716507044697183805966528358266593692117609540891967488.000000,110402270829671970269658644554340485394209527194487609736758733272787363842260797444123852723683648993272851491693638399573968294536202306359747302191035028240910624622962547192061548839784257824471405982852239767312466393956352.000000,1583634060772815897721606404232024267092744237101378477941072383998608653172627661439719169293416922005237771494357809310004079773439907778258545459717406259109901329592360907907801772731397779659677499392.000000
1238,21752805864683724368209121123150985469267754867006643051013400797432755232908748167347843423361028556177424429151971362279347566534431579562279081689949984818581114954635215842050048.000000,33994342338970558849554652581143219726324512043041156985009915513221265053970136171647036947913926830490365342288768245359657692480848380426598170499747469150921968693877668038710123008163670322113183162779164433448960.000000,35786059250971425431775697838882273841999679932899594062691680223899250193458114727806709824098056566842292928142469222948304069915220101865746993084958498764577386884444208323953998028237262249987245214937906830901248.000000,76242522958482588963040206852363464104141052377817227407264204907677927850757768846056824275171230136982817914399170248349797650839692692995643672649432278255082411915295791085915704727075526325169895138640941040224769671168.000000,51195919817082162228738345279147255599058946537234264731444189021092762760280914932612646243704092515171614237626351864569811921296894430600205592599852444559613607751491305524306847262572503135164786873737480461236739258712064.000000,5095809210019874693423724467527968166534444444373099969479747719742474362694982271734561475470425866740302603505095387105483253478605000733288178678742732928225693396118013264212548364384227500002993552210017726731632246784.000000,171737150712177454846913097658867687074794628842607698888552664862715506015838743992087239330797623151296257653619276746460869501181938102404943553210436424895473900541853171701171159156039690213751805485131732787923437681115136.000000,2286542695415313441783757796138719323792112048418269783149910407147500895649901709357349645863957685001044844690635473259904356006815855481035351016831041055312158806249598253844280179604852010066489901056.000000
