vl,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
55,OldGuardNoBNB,4,30.99,6.6510,11.62,10,60.00,true,1.309871
75,OldGuardNoBNB,4,30.99,6.6510,11.62,10,60.00,true,1.309871
100,OldGuardNoBNB,4,30.99,6.6510,11.62,10,60.00,true,1.309871
1,OldGuardNoBNB,5,42.01,3.9579,23.63,15,53.33,true,1.420135
2,OldGuardNoBNB,5,42.01,3.9579,23.63,15,53.33,true,1.420135
3,OldGuardNoBNB,5,83.42,5.9895,21.64,14,57.14,true,1.834170
5,OldGuardNoBNB,5,83.42,5.9895,21.64,14,57.14,true,1.834170
7,OldGuardNoBNB,5,-12.08,0.1556,39.04,13,46.15,true,0.879198
10,OldGuardNoBNB,5,13.55,2.8067,21.64,12,50.00,true,1.135525
15,OldGuardNoBNB,5,13.55,2.8067,21.64,12,50.00,true,1.135525
20,OldGuardNoBNB,5,-3.14,0.8885,27.81,11,45.45,true,0.968551
25,OldGuardNoBNB,5,-3.14,0.8885,27.81,11,45.45,true,0.968551
30,OldGuardNoBNB,5,21.34,4.1955,27.81,10,50.00,true,1.213358
40,OldGuardNoBNB,5,21.34,4.1955,27.81,10,50.00,true,1.213358
55,OldGuardNoBNB,5,21.34,4.1955,27.81,10,50.00,true,1.213358
75,OldGuardNoBNB,5,21.34,4.1955,27.81,10,50.00,true,1.213358
100,OldGuardNoBNB,5,15.08,3.4003,21.79,11,54.55,true,1.150760
1,LargeCaps5,0,1686.10,7.3122,50.42,42,59.52,true,17.860961
2,LargeCaps5,0,1575.65,7.4923,52.41,39,58.97,true,16.756523
3,LargeCaps5,0,1575.65,7.4923,52.41,39,58.97,true,16.756523
5,LargeCaps5,0,1430.23,7.5270,50.42,37,59.46,true,15.302272
7,LargeCaps5,0,1333.50,7.4984,50.42,36,58.33,true,14.335044
10,LargeCaps5,0,1192.59,7.3846,50.42,35,57.14,true,12.925917
15,LargeCaps5,0,1271.38,7.6507,50.42,34,58.82,true,13.713786
20,LargeCaps5,0,1271.38,7.6507,50.42,34,58.82,true,13.713786
25,LargeCaps5,0,1271.38,7.6507,50.42,34,58.82,true,13.713786
30,LargeCaps5,0,1280.72,7.8023,50.42,33,57.58,true,13.807166
40,LargeCaps5,0,1551.94,8.0991,50.42,34,58.82,true,16.519411
55,LargeCaps5,0,1413.42,7.7515,50.42,35,57.14,true,15.134172
75,LargeCaps5,0,1551.94,8.0991,50.42,34,58.82,true,16.519411
100,LargeCaps5,0,1663.80,8.2640,50.42,34,58.82,true,17.638008
1,LargeCaps5,1,12.81,2.0427,55.54,20,40.00,true,1.128093
2,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
3,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
5,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
7,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
10,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
15,LargeCaps5,1,19.37,2.5179,52.96,19,42.11,true,1.193663
20,LargeCaps5,1,24.54,2.9187,50.92,18,44.44,true,1.245394
25,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
30,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
40,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
55,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
75,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
100,LargeCaps5,1,39.70,3.9616,44.94,17,47.06,true,1.397036
1,LargeCaps5,2,1260.83,8.6888,31.26,34,58.82,true,13.608288
2,LargeCaps5,2,1176.78,8.8223,31.26,32,59.38,true,12.767835
3,LargeCaps5,2,775.05,8.2400,31.26,30,60.00,true,8.750549
5,LargeCaps5,2,228.16,6.3511,31.26,28,57.14,true,3.281575
7,LargeCaps5,2,241.30,6.6641,31.26,27,59.26,true,3.412965
10,LargeCaps5,2,167.80,6.1649,31.26,25,60.00,true,2.678039
15,LargeCaps5,2,108.34,5.1441,43.87,24,58.33,true,2.083422
20,LargeCaps5,2,108.34,5.1441,43.87,24,58.33,true,2.083422
25,LargeCaps5,2,108.34,5.1441,43.87,24,58.33,true,2.083422
30,LargeCaps5,2,152.32,6.4212,32.02,23,60.87,true,2.523206
40,LargeCaps5,2,162.32,6.8280,32.02,22,63.64,true,2.623218
55,LargeCaps5,2,162.32,6.8280,32.02,22,63.64,true,2.623218
75,LargeCaps5,2,162.32,6.8280,32.02,22,63.64,true,2.623218
100,LargeCaps5,2,152.61,6.4283,32.02,23,60.87,true,2.526099
1,LargeCaps5,3,652.65,5.6170,44.56,46,54.35,true,7.526513
2,LargeCaps5,3,464.29,5.4624,44.56,41,53.66,true,5.642894
3,LargeCaps5,3,231.74,4.5395,44.56,40,52.50,true,3.317356
5,LargeCaps5,3,263.34,4.9149,44.56,38,52.63,true,3.633435
7,LargeCaps5,3,274.58,5.1922,44.56,36,52.78,true,3.745785
10,LargeCaps5,3,307.44,5.6221,44.56,34,52.94,true,4.074395
15,LargeCaps5,3,728.49,6.9279,44.56,36,55.56,true,8.284902
20,LargeCaps5,3,320.57,5.8140,44.56,33,54.55,true,4.205723
25,LargeCaps5,3,320.57,5.8140,44.56,33,54.55,true,4.205723
30,LargeCaps5,3,320.57,5.8140,44.56,33,54.55,true,4.205723
40,LargeCaps5,3,522.06,6.6744,44.56,34,55.88,true,6.220625
55,LargeCaps5,3,466.53,6.2903,44.56,35,54.29,true,5.665255
75,LargeCaps5,3,283.02,5.4308,44.56,34,52.94,true,3.830241
100,LargeCaps5,3,159.48,4.2525,44.56,35,51.43,true,2.594802
1,LargeCaps5,4,59.75,4.6857,26.89,23,56.52,true,1.597524
2,LargeCaps5,4,59.75,4.6857,26.89,23,56.52,true,1.597524
3,LargeCaps5,4,84.84,6.5620,25.44,20,60.00,true,1.848394
5,LargeCaps5,4,59.89,5.4814,25.44,19,57.89,true,1.598923
7,LargeCaps5,4,43.02,4.4988,25.44,19,57.89,true,1.430247
10,LargeCaps5,4,16.94,2.6627,25.44,18,55.56,true,1.169437
15,LargeCaps5,4,16.94,2.6627,25.44,18,55.56,true,1.169437
20,LargeCaps5,4,4.04,1.3534,34.74,18,55.56,true,1.040406
25,LargeCaps5,4,62.17,5.0232,34.74,20,60.00,true,1.621723
30,LargeCaps5,4,60.69,5.0822,35.34,19,57.89,true,1.606944
40,LargeCaps5,4,21.35,2.8108,37.77,19,52.63,true,1.213451
55,LargeCaps5,4,21.35,2.8108,37.77,19,52.63,true,1.213451
75,LargeCaps5,4,60.93,5.0958,35.24,19,57.89,true,1.609319
100,LargeCaps5,4,36.52,3.8737,39.94,18,55.56,true,1.365239
1,LargeCaps5,5,104.48,9.6413,12.96,16,56.25,true,2.044789
2,LargeCaps5,5,104.48,9.6413,12.96,16,56.25,true,2.044789
3,LargeCaps5,5,74.41,8.2497,22.89,15,53.33,true,1.744111
5,LargeCaps5,5,74.41,8.2497,22.89,15,53.33,true,1.744111
7,LargeCaps5,5,74.41,8.2497,22.89,15,53.33,true,1.744111
10,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
15,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
20,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
25,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
30,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
40,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
55,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
75,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
100,LargeCaps5,5,89.31,10.1707,16.31,14,57.14,true,1.893133
1,Legacy3,0,18.43,2.1093,32.98,27,48.15,true,1.184268
2,Legacy3,0,38.57,3.0526,31.86,26,50.00,true,1.385663
3,Legacy3,0,8.66,1.6327,31.86,25,48.00,true,1.086628
5,Legacy3,0,8.66,1.6327,31.86,25,48.00,true,1.086628
7,Legacy3,0,8.66,1.6327,31.86,25,48.00,true,1.086628
10,Legacy3,0,-8.43,0.4696,36.55,23,47.83,true,0.915685
15,Legacy3,0,-16.41,-0.2103,36.55,22,45.45,true,0.835906
20,Legacy3,0,-16.41,-0.2103,36.55,22,45.45,true,0.835906
25,Legacy3,0,-16.41,-0.2103,36.55,22,45.45,true,0.835906
30,Legacy3,0,6.59,1.5844,36.55,23,47.83,true,1.065944
40,Legacy3,0,6.59,1.5844,36.55,23,47.83,true,1.065944
55,Legacy3,0,6.59,1.5844,36.55,23,47.83,true,1.065944
75,Legacy3,0,16.77,2.1327,36.55,24,50.00,true,1.167679
100,Legacy3,0,16.77,2.1327,36.55,24,50.00,true,1.167679
1,Legacy3,1,58.20,4.3756,30.62,21,47.62,true,1.581961
2,Legacy3,1,33.54,3.2877,30.62,20,45.00,true,1.335375
3,Legacy3,1,83.62,5.4701,30.62,20,50.00,true,1.836218
5,Legacy3,1,83.08,5.4531,34.46,20,50.00,true,1.830781
7,Legacy3,1,83.08,5.4531,34.46,20,50.00,true,1.830781
10,Legacy3,1,37.18,3.6984,34.46,19,47.37,true,1.371823
15,Legacy3,1,33.14,3.2674,34.46,20,45.00,true,1.331421
20,Legacy3,1,-0.24,0.9839,34.46,19,42.11,true,0.997647
25,Legacy3,1,83.08,5.4531,34.46,20,50.00,true,1.830781
30,Legacy3,1,83.08,5.4531,34.46,20,50.00,true,1.830781
40,Legacy3,1,41.53,3.6051,47.78,20,45.00,true,1.415263
55,Legacy3,1,41.53,3.6051,47.78,20,45.00,true,1.415263
75,Legacy3,1,41.53,3.6051,47.78,20,45.00,true,1.415263
100,Legacy3,1,-15.98,-0.6079,43.11,18,38.89,true,0.840180
1,Legacy3,2,113.69,3.9810,49.50,32,46.88,true,2.136926
2,Legacy3,2,113.69,3.9810,49.50,32,46.88,true,2.136926
3,Legacy3,2,113.69,3.9810,49.50,32,46.88,true,2.136926
5,Legacy3,2,96.53,3.7240,49.50,32,46.88,true,1.965321
7,Legacy3,2,96.53,3.7240,49.50,32,46.88,true,1.965321
10,Legacy3,2,81.67,3.5397,49.50,31,45.16,true,1.816701
15,Legacy3,2,81.67,3.5397,49.50,31,45.16,true,1.816701
20,Legacy3,2,13.24,2.0249,49.50,30,43.33,true,1.132378
25,Legacy3,2,-27.09,0.1115,49.50,28,39.29,true,0.729122
30,Legacy3,2,11.42,2.0007,49.50,29,41.38,true,1.114221
40,Legacy3,2,78.76,3.5490,49.50,30,43.33,true,1.787570
55,Legacy3,2,15.68,2.2081,49.50,28,39.29,true,1.156795
75,Legacy3,2,-1.55,1.7208,53.86,26,34.62,true,0.984543
100,Legacy3,2,15.68,2.2081,49.50,28,39.29,true,1.156795
1,Legacy3,3,62.48,3.0484,60.95,39,51.28,true,1.624795
2,Legacy3,3,62.48,3.0484,60.95,39,51.28,true,1.624795
3,Legacy3,3,69.33,3.2197,60.95,38,52.63,true,1.693309
5,Legacy3,3,62.48,3.0484,60.95,39,51.28,true,1.624795
7,Legacy3,3,-5.84,1.3487,60.95,36,47.22,true,0.941611
10,Legacy3,3,-5.13,1.4112,60.95,34,47.06,true,0.948701
15,Legacy3,3,2.60,1.6749,60.95,34,47.06,true,1.026044
20,Legacy3,3,9.19,1.9116,60.95,33,48.48,true,1.091911
25,Legacy3,3,9.19,1.9116,60.95,33,48.48,true,1.091911
30,Legacy3,3,18.59,2.2368,60.95,32,50.00,true,1.185893
40,Legacy3,3,26.99,2.4212,60.95,34,50.00,true,1.269950
55,Legacy3,3,26.99,2.4212,60.95,34,50.00,true,1.269950
75,Legacy3,3,26.99,2.4212,60.95,34,50.00,true,1.269950
100,Legacy3,3,47.80,2.9924,60.95,33,51.52,true,1.477953
1,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
2,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
3,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
5,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
7,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
10,Legacy3,4,-22.94,-1.0618,48.24,16,43.75,true,0.770619
15,Legacy3,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
20,Legacy3,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
25,Legacy3,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
30,Legacy3,4,-33.52,-2.4837,52.46,15,40.00,true,0.664829
40,Legacy3,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
55,Legacy3,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
75,Legacy3,4,-23.68,-1.1697,52.46,15,46.67,true,0.763249
100,Legacy3,4,-23.68,-1.1697,52.46,15,46.67,true,0.763249
1,Legacy3,5,-30.79,-5.2104,30.79,10,30.00,true,0.692131
2,Legacy3,5,-30.79,-5.2104,30.79,10,30.00,true,0.692131
3,Legacy3,5,-30.79,-5.2104,30.79,10,30.00,true,0.692131
5,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
7,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
10,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
15,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
20,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
25,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
30,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
40,Legacy3,5,-26.05,-4.3390,26.05,9,33.33,true,0.739520
55,Legacy3,5,-4.49,-0.2299,19.09,8,37.50,true,0.955125
75,Legacy3,5,-4.49,-0.2299,19.09,8,37.50,true,0.955125
100,Legacy3,5,-4.49,-0.2299,19.09,8,37.50,true,0.955125
1,LowVolume5,0,144.93,4.2653,36.48,37,48.65,true,2.449265
2,LowVolume5,0,139.68,4.5444,30.36,33,48.48,true,2.396844
3,LowVolume5,0,42.83,2.8644,30.36,30,46.67,true,1.428287
5,LowVolume5,0,6.29,1.5018,30.36,29,44.83,true,1.062932
7,LowVolume5,0,43.33,2.8595,30.36,31,48.39,true,1.433337
10,LowVolume5,0,-5.18,0.9051,37.18,28,46.43,true,0.948231
15,LowVolume5,0,-31.82,-1.0490,37.18,25,40.00,true,0.681768
20,LowVolume5,0,-31.82,-1.0490,37.18,25,40.00,true,0.681768
25,LowVolume5,0,-31.82,-1.0490,37.18,25,40.00,true,0.681768
30,LowVolume5,0,-13.06,0.5040,37.18,26,42.31,true,0.869387
40,LowVolume5,0,-13.06,0.5040,37.18,26,42.31,true,0.869387
55,LowVolume5,0,-13.06,0.5040,37.18,26,42.31,true,0.869387
75,LowVolume5,0,-4.76,0.9806,37.18,27,44.44,true,0.952362
100,LowVolume5,0,-4.76,0.9806,37.18,27,44.44,true,0.952362
1,LowVolume5,1,-33.10,-1.0119,66.00,25,28.00,true,0.668982
2,LowVolume5,1,-31.92,-1.1808,60.23,22,27.27,true,0.680843
3,LowVolume5,1,-6.38,0.9260,60.23,22,31.82,true,0.936199
5,LowVolume5,1,-6.66,0.9068,66.53,22,31.82,true,0.933427
7,LowVolume5,1,-6.66,0.9068,66.53,22,31.82,true,0.933427
10,LowVolume5,1,-30.06,-1.2133,66.53,21,28.57,true,0.699426
15,LowVolume5,1,-26.95,-0.7821,63.98,21,28.57,true,0.730453
20,LowVolume5,1,-45.27,-3.5887,63.98,20,25.00,true,0.547336
25,LowVolume5,1,0.44,1.3580,63.98,21,33.33,true,1.004415
30,LowVolume5,1,0.44,1.3580,63.98,21,33.33,true,1.004415
40,LowVolume5,1,-22.35,-0.1692,71.30,21,28.57,true,0.776451
55,LowVolume5,1,-22.35,-0.1692,71.30,21,28.57,true,0.776451
75,LowVolume5,1,-22.35,-0.1692,71.30,21,28.57,true,0.776451
100,LowVolume5,1,-53.91,-5.2106,68.74,19,21.05,true,0.460945
1,LowVolume5,2,912.14,6.3474,42.67,45,53.33,true,10.121353
2,LowVolume5,2,912.14,6.3474,42.67,45,53.33,true,10.121353
3,LowVolume5,2,870.56,6.4382,42.67,43,53.49,true,9.705620
5,LowVolume5,2,683.32,6.2217,42.67,40,52.50,true,7.833175
7,LowVolume5,2,683.32,6.2217,42.67,40,52.50,true,7.833175
10,LowVolume5,2,585.76,6.0465,42.67,39,51.28,true,6.857612
15,LowVolume5,2,620.04,6.2984,42.67,37,48.65,true,7.200367
20,LowVolume5,2,465.84,5.7696,42.67,37,45.95,true,5.658402
25,LowVolume5,2,655.14,6.5005,42.67,36,47.22,true,7.551361
30,LowVolume5,2,655.14,6.5005,42.67,36,47.22,true,7.551361
40,LowVolume5,2,571.19,6.2294,42.67,36,47.22,true,6.711907
55,LowVolume5,2,321.71,5.5059,42.67,32,43.75,true,4.217116
75,LowVolume5,2,374.36,5.8035,42.67,32,46.88,true,4.743633
100,LowVolume5,2,418.64,5.8319,42.67,34,47.06,true,5.186354
1,LowVolume5,3,205.32,4.7341,68.12,39,56.41,true,3.053163
2,LowVolume5,3,205.32,4.7341,68.12,39,56.41,true,3.053163
3,LowVolume5,3,218.19,4.9168,68.12,38,57.89,true,3.181908
5,LowVolume5,3,205.32,4.7341,68.12,39,56.41,true,3.053163
7,LowVolume5,3,76.94,3.3988,73.02,36,52.78,true,1.769388
10,LowVolume5,3,78.27,3.5226,73.52,34,52.94,true,1.782711
15,LowVolume5,3,92.80,3.7563,71.36,34,52.94,true,1.928047
20,LowVolume5,3,105.18,4.0048,73.52,33,54.55,true,2.051817
25,LowVolume5,3,105.18,4.0048,73.52,33,54.55,true,2.051817
30,LowVolume5,3,122.84,4.3312,71.24,32,56.25,true,2.228420
40,LowVolume5,3,138.64,4.3964,73.52,34,55.88,true,2.386372
55,LowVolume5,3,138.64,4.3964,73.52,34,55.88,true,2.386372
75,LowVolume5,3,138.64,4.3964,73.52,34,55.88,true,2.386372
100,LowVolume5,3,177.72,4.9464,71.15,33,57.58,true,2.777232
1,LowVolume5,4,-18.22,-0.5305,49.02,17,35.29,true,0.817772
2,LowVolume5,4,-7.22,0.6067,43.51,14,42.86,true,0.927806
3,LowVolume5,4,-20.26,-0.5852,51.45,14,42.86,true,0.797379
5,LowVolume5,4,-20.39,-1.1232,43.51,13,38.46,true,0.796128
7,LowVolume5,4,-20.13,-2.1402,32.47,12,41.67,true,0.798708
10,LowVolume5,4,-37.65,-5.3796,45.34,12,33.33,true,0.623535
15,LowVolume5,4,-50.78,-7.4997,56.85,12,33.33,true,0.492198
20,LowVolume5,4,-50.78,-7.4997,56.85,12,33.33,true,0.492198
25,LowVolume5,4,-50.78,-7.4997,56.85,12,33.33,true,0.492198
30,LowVolume5,4,-53.77,-9.0438,57.66,11,27.27,true,0.462316
40,LowVolume5,4,-50.78,-7.4997,56.85,12,33.33,true,0.492198
55,LowVolume5,4,-50.78,-7.4997,56.85,12,33.33,true,0.492198
75,LowVolume5,4,-46.92,-6.8750,56.85,11,36.36,true,0.530756
100,LowVolume5,4,-46.92,-6.8750,56.85,11,36.36,true,0.530756
1,LowVolume5,5,-12.49,0.8229,31.87,19,47.37,true,0.875105
2,LowVolume5,5,-12.49,0.8229,31.87,19,47.37,true,0.875105
3,LowVolume5,5,-12.49,0.8229,31.87,19,47.37,true,0.875105
5,LowVolume5,5,-0.11,1.6225,27.21,17,52.94,true,0.998911
7,LowVolume5,5,7.30,2.0991,22.57,16,56.25,true,1.072972
10,LowVolume5,5,7.30,2.0991,22.57,16,56.25,true,1.072972
15,LowVolume5,5,-32.19,-2.1390,38.29,15,53.33,true,0.678128
20,LowVolume5,5,-0.11,1.6225,27.21,17,52.94,true,0.998911
25,LowVolume5,5,7.30,2.0991,22.57,16,56.25,true,1.072972
30,LowVolume5,5,-3.05,1.5121,22.57,15,53.33,true,0.969456
40,LowVolume5,5,7.30,2.0991,22.57,16,56.25,true,1.072972
55,LowVolume5,5,-12.42,-0.0880,21.81,14,57.14,true,0.875834
75,LowVolume5,5,-12.42,-0.0880,21.81,14,57.14,true,0.875834
100,LowVolume5,5,-12.42,-0.0880,21.81,14,57.14,true,0.875834
1,OldGuard4,0,44.70,2.7669,44.77,34,47.06,true,1.447021
2,OldGuard4,0,-14.09,0.4328,44.77,33,42.42,true,0.859062
3,OldGuard4,0,-14.09,0.4328,44.77,33,42.42,true,0.859062
5,OldGuard4,0,-10.62,0.6329,44.77,31,45.16,true,0.893775
7,OldGuard4,0,-10.62,0.6329,44.77,31,45.16,true,0.893775
10,OldGuard4,0,-12.53,0.5379,45.95,30,43.33,true,0.874652
15,OldGuard4,0,-4.27,0.9797,40.84,29,44.83,true,0.957324
20,OldGuard4,0,-17.11,0.2328,42.61,27,40.74,true,0.828897
25,OldGuard4,0,-5.51,0.9310,40.84,28,42.86,true,0.944944
30,OldGuard4,0,-5.51,0.9310,40.84,28,42.86,true,0.944944
40,OldGuard4,0,4.87,1.4731,40.84,27,44.44,true,1.048672
55,OldGuard4,0,-5.51,0.9310,40.84,28,42.86,true,0.944944
75,OldGuard4,0,-5.51,0.9310,40.84,28,42.86,true,0.944944
100,OldGuard4,0,-5.51,0.9310,40.84,28,42.86,true,0.944944
1,OldGuard4,1,3.30,1.3495,44.19,26,42.31,true,1.033032
2,OldGuard4,1,-26.61,-0.8574,53.03,24,37.50,true,0.733906
3,OldGuard4,1,16.32,2.1852,49.92,22,45.45,true,1.163246
5,OldGuard4,1,16.32,2.1852,49.92,22,45.45,true,1.163246
7,OldGuard4,1,3.26,1.3754,49.92,22,45.45,true,1.032585
10,OldGuard4,1,-5.21,0.7859,50.30,23,43.48,true,0.947879
15,OldGuard4,1,-36.61,-2.7907,53.30,21,38.10,true,0.633888
20,OldGuard4,1,-36.61,-2.7907,53.30,21,38.10,true,0.633888
25,OldGuard4,1,-23.00,-0.7114,55.76,22,40.91,true,0.769980
30,OldGuard4,1,-16.27,0.0115,56.10,24,41.67,true,0.837334
40,OldGuard4,1,-35.27,-1.6129,65.02,24,37.50,true,0.647291
55,OldGuard4,1,-32.47,-1.3789,63.51,23,39.13,true,0.675343
75,OldGuard4,1,-26.43,-0.8692,60.25,22,40.91,true,0.735730
100,OldGuard4,1,-48.72,-3.8408,61.90,23,34.78,true,0.512829
1,OldGuard4,2,89.95,3.5081,49.50,34,47.06,true,1.899451
2,OldGuard4,2,89.95,3.5081,49.50,34,47.06,true,1.899451
3,OldGuard4,2,98.82,3.7571,49.50,32,46.88,true,1.988216
5,OldGuard4,2,95.35,3.7660,49.50,31,48.39,true,1.953467
7,OldGuard4,2,95.35,3.7660,49.50,31,48.39,true,1.953467
10,OldGuard4,2,94.08,3.8099,49.50,30,46.67,true,1.940805
15,OldGuard4,2,90.97,3.8250,49.50,29,44.83,true,1.909685
20,OldGuard4,2,6.16,1.8547,49.50,28,39.29,true,1.061572
25,OldGuard4,2,-30.53,-0.1052,49.50,27,37.04,true,0.694670
30,OldGuard4,2,6.16,1.8547,49.50,28,39.29,true,1.061572
40,OldGuard4,2,78.76,3.5490,49.50,30,43.33,true,1.787570
55,OldGuard4,2,12.31,2.1880,49.50,26,38.46,true,1.123137
75,OldGuard4,2,0.33,1.8215,52.98,25,36.00,true,1.003304
100,OldGuard4,2,12.31,2.1880,49.50,26,38.46,true,1.123137
1,OldGuard4,3,62.48,3.0484,60.95,39,51.28,true,1.624795
2,OldGuard4,3,62.48,3.0484,60.95,39,51.28,true,1.624795
3,OldGuard4,3,69.33,3.2197,60.95,38,52.63,true,1.693309
5,OldGuard4,3,62.48,3.0484,60.95,39,51.28,true,1.624795
7,OldGuard4,3,-5.84,1.3487,60.95,36,47.22,true,0.941611
10,OldGuard4,3,-5.13,1.4112,60.95,34,47.06,true,0.948701
15,OldGuard4,3,2.60,1.6749,60.95,34,47.06,true,1.026044
20,OldGuard4,3,9.19,1.9116,60.95,33,48.48,true,1.091911
25,OldGuard4,3,9.19,1.9116,60.95,33,48.48,true,1.091911
30,OldGuard4,3,18.59,2.2368,60.95,32,50.00,true,1.185893
40,OldGuard4,3,26.99,2.4212,60.95,34,50.00,true,1.269950
55,OldGuard4,3,26.99,2.4212,60.95,34,50.00,true,1.269950
75,OldGuard4,3,26.99,2.4212,60.95,34,50.00,true,1.269950
100,OldGuard4,3,47.80,2.9924,60.95,33,51.52,true,1.477953
1,OldGuard4,4,33.42,3.6115,37.76,18,50.00,true,1.334223
2,OldGuard4,4,33.42,3.6115,37.76,18,50.00,true,1.334223
3,OldGuard4,4,14.67,2.4330,46.51,18,50.00,true,1.146663
5,OldGuard4,4,14.49,2.4392,37.76,17,47.06,true,1.144864
7,OldGuard4,4,14.86,2.6177,27.68,16,50.00,true,1.148575
10,OldGuard4,4,-10.33,0.1042,39.77,16,43.75,true,0.896669
15,OldGuard4,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
20,OldGuard4,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
25,OldGuard4,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
30,OldGuard4,4,-33.52,-2.4837,52.46,15,40.00,true,0.664829
40,OldGuard4,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
55,OldGuard4,4,-29.22,-1.7873,52.46,16,43.75,true,0.707802
75,OldGuard4,4,-23.68,-1.1697,52.46,15,46.67,true,0.763249
100,OldGuard4,4,-23.68,-1.1697,52.46,15,46.67,true,0.763249
1,OldGuard4,5,-20.29,0.3015,30.87,16,37.50,true,0.797055
2,OldGuard4,5,-20.29,0.3015,30.87,16,37.50,true,0.797055
3,OldGuard4,5,-20.29,0.3015,30.87,16,37.50,true,0.797055
5,OldGuard4,5,-9.02,1.1538,26.13,14,42.86,true,0.909820
7,OldGuard4,5,-9.02,1.1538,26.13,14,42.86,true,0.909820
10,OldGuard4,5,-9.02,1.1538,26.13,14,42.86,true,0.909820
15,OldGuard4,5,-42.50,-4.0984,42.50,13,38.46,true,0.575014
20,OldGuard4,5,-15.30,0.6796,31.23,15,40.00,true,0.847020
25,OldGuard4,5,-9.02,1.1538,26.13,14,42.86,true,0.909820
30,OldGuard4,5,-17.80,0.4838,33.26,13,38.46,true,0.822044
40,OldGuard4,5,-9.02,1.1538,26.13,14,42.86,true,0.909820
55,OldGuard4,5,-25.73,-2.0422,26.13,12,41.67,true,0.742658
75,OldGuard4,5,-25.73,-2.0422,26.13,12,41.67,true,0.742658
100,OldGuard4,5,-25.73,-2.0422,26.13,12,41.67,true,0.742658
