universe,window,step,equity,atr_lookback,atr_trend_pct,label
NoDOGE,1,82,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,83,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,84,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,85,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,86,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,87,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,88,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,89,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,90,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,91,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,92,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,93,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,94,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,95,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,96,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,97,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,98,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,99,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,100,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,101,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,102,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,103,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,104,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,105,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,106,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,107,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,108,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,109,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,110,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,111,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,112,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,113,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,114,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,115,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,116,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,117,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,118,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,119,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,120,1.250663,50,0.25,candidate_lb50_p0.25
NoDOGE,1,121,1.188838,50,0.25,candidate_lb50_p0.25
NoDOGE,1,122,1.188838,50,0.25,candidate_lb50_p0.25
NoDOGE,1,123,1.188838,50,0.25,candidate_lb50_p0.25
NoDOGE,1,124,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,125,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,126,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,127,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,128,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,129,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,130,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,131,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,132,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,133,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,134,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,135,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,136,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,137,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,138,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,139,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,140,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,141,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,142,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,143,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,144,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,145,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,146,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,147,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,148,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,149,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,150,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,151,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,152,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,153,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,154,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,155,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,156,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,157,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,158,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,159,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,160,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,161,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,162,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,163,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,164,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,165,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,166,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,167,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,168,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,169,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,170,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,171,1.200638,50,0.25,candidate_lb50_p0.25
NoDOGE,1,172,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,173,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,174,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,175,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,176,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,177,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,178,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,179,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,180,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,181,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,182,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,183,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,184,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,185,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,186,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,187,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,188,1.254529,50,0.25,candidate_lb50_p0.25
NoDOGE,1,189,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,190,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,191,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,192,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,193,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,194,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,195,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,196,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,197,1.325526,50,0.25,candidate_lb50_p0.25
NoDOGE,1,0,1.000000,50,0.20,candidate_lb50_p0.2
NoDOGE,1,1,1.000000,50,0.20,candidate_lb50_p0.2
NoDOGE,1,2,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,3,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,4,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,5,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,6,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,7,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,8,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,9,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,10,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,11,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,12,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,13,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,14,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,15,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,16,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,17,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,18,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,19,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,20,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,21,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,22,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,23,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,24,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,25,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,26,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,27,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,28,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,29,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,30,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,31,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,32,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,33,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,34,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,35,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,36,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,37,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,38,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,39,1.190485,50,0.20,candidate_lb50_p0.2
NoDOGE,1,40,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,41,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,42,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,43,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,44,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,45,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,46,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,47,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,48,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,49,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,50,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,51,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,52,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,53,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,54,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,55,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,56,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,57,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,58,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,59,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,60,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,61,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,62,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,63,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,64,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,65,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,66,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,67,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,68,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,69,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,70,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,71,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,72,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,73,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,74,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,75,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,76,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,77,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,78,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,79,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,80,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,81,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,82,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,83,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,84,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,85,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,86,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,87,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,88,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,89,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,90,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,91,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,92,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,93,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,94,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,95,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,96,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,97,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,98,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,99,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,100,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,101,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,102,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,103,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,104,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,105,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,106,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,107,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,108,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,109,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,110,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,111,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,112,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,113,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,114,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,115,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,116,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,117,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,118,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,119,1.250663,50,0.20,candidate_lb50_p0.2
NoDOGE,1,120,1.333748,50,0.20,candidate_lb50_p0.2
NoDOGE,1,121,1.227915,50,0.20,candidate_lb50_p0.2
NoDOGE,1,122,1.227915,50,0.20,candidate_lb50_p0.2
NoDOGE,1,123,1.227915,50,0.20,candidate_lb50_p0.2
NoDOGE,1,124,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,125,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,126,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,127,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,128,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,129,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,130,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,131,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,132,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,133,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,134,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,135,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,136,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,137,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,138,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,139,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,140,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,141,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,142,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,143,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,144,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,145,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,146,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,147,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,148,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,149,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,150,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,151,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,152,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,153,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,154,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,155,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,156,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,157,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,158,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,159,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,160,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,161,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,162,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,163,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,164,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,165,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,166,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,167,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,168,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,169,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,170,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,171,1.240103,50,0.20,candidate_lb50_p0.2
NoDOGE,1,172,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,173,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,174,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,175,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,176,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,177,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,178,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,179,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,180,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,181,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,182,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,183,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,184,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,185,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,186,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,187,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,188,1.295765,50,0.20,candidate_lb50_p0.2
NoDOGE,1,189,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,190,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,191,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,192,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,193,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,194,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,195,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,196,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,1,197,1.369095,50,0.20,candidate_lb50_p0.2
NoDOGE,2,0,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,1,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,2,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,3,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,4,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,5,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,6,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,7,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,8,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,9,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,10,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,11,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,12,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,13,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,14,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,15,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,16,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,17,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,18,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,19,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,20,1.000000,100,0.25,candidate_lb100_p0.25
NoDOGE,2,21,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,22,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,23,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,24,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,25,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,26,0.930063,100,0.25,candidate_lb100_p0.25
NoDOGE,2,27,0.936062,100,0.25,candidate_lb100_p0.25
NoDOGE,2,28,0.936062,100,0.25,candidate_lb100_p0.25
NoDOGE,2,29,0.936062,100,0.25,candidate_lb100_p0.25
NoDOGE,2,30,0.936062,100,0.25,candidate_lb100_p0.25
NoDOGE,2,31,0.936062,100,0.25,candidate_lb100_p0.25
NoDOGE,2,32,1.029368,100,0.25,candidate_lb100_p0.25
NoDOGE,2,33,1.017218,100,0.25,candidate_lb100_p0.25
NoDOGE,2,34,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,35,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,36,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,37,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,38,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,39,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,40,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,41,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,42,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,43,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,44,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,45,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,46,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,47,0.916243,100,0.25,candidate_lb100_p0.25
NoDOGE,2,48,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,49,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,50,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,51,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,52,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,53,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,54,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,55,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,56,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,57,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,58,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,59,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,60,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,61,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,62,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,63,0.833574,100,0.25,candidate_lb100_p0.25
NoDOGE,2,64,1.283704,100,0.25,candidate_lb100_p0.25
NoDOGE,2,65,1.283704,100,0.25,candidate_lb100_p0.25
NoDOGE,2,66,1.146326,100,0.25,candidate_lb100_p0.25
NoDOGE,2,67,1.146326,100,0.25,candidate_lb100_p0.25
NoDOGE,2,68,1.146326,100,0.25,candidate_lb100_p0.25
NoDOGE,2,69,1.146326,100,0.25,candidate_lb100_p0.25
NoDOGE,2,70,1.146326,100,0.25,candidate_lb100_p0.25
NoDOGE,2,71,0.996385,100,0.25,candidate_lb100_p0.25
NoDOGE,2,72,0.996385,100,0.25,candidate_lb100_p0.25
NoDOGE,2,73,0.996385,100,0.25,candidate_lb100_p0.25
NoDOGE,2,74,0.996385,100,0.25,candidate_lb100_p0.25
NoDOGE,2,75,0.958847,100,0.25,candidate_lb100_p0.25
NoDOGE,2,76,0.958847,100,0.25,candidate_lb100_p0.25
NoDOGE,2,77,1.002776,100,0.25,candidate_lb100_p0.25
NoDOGE,2,78,0.966550,100,0.25,candidate_lb100_p0.25
NoDOGE,2,79,1.089310,100,0.25,candidate_lb100_p0.25
NoDOGE,2,80,1.089310,100,0.25,candidate_lb100_p0.25
NoDOGE,2,81,1.089310,100,0.25,candidate_lb100_p0.25
NoDOGE,2,82,1.089310,100,0.25,candidate_lb100_p0.25
NoDOGE,2,83,1.089310,100,0.25,candidate_lb100_p0.25
NoDOGE,2,84,1.089310,100,0.25,candidate_lb100_p0.25
