universe,window,step,equity,atr_lookback,atr_trend_pct,label
Base5,0,32,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,33,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,34,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,35,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,36,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,37,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,38,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,39,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,40,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,41,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,42,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,43,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,44,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,45,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,46,0.727506,50,0.25,candidate_lb50_p0.25
Base5,0,47,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,48,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,49,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,50,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,51,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,52,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,53,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,54,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,55,0.778251,50,0.25,candidate_lb50_p0.25
Base5,0,56,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,57,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,58,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,59,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,60,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,61,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,62,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,63,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,64,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,65,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,66,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,67,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,68,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,69,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,70,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,71,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,72,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,73,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,74,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,75,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,76,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,77,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,78,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,79,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,80,0.639711,50,0.25,candidate_lb50_p0.25
Base5,0,81,0.580071,50,0.25,candidate_lb50_p0.25
Base5,0,82,0.580071,50,0.25,candidate_lb50_p0.25
Base5,0,83,0.580071,50,0.25,candidate_lb50_p0.25
Base5,0,84,0.580071,50,0.25,candidate_lb50_p0.25
Base5,0,85,0.580071,50,0.25,candidate_lb50_p0.25
Base5,0,86,0.593914,50,0.25,candidate_lb50_p0.25
Base5,0,87,0.593914,50,0.25,candidate_lb50_p0.25
Base5,0,88,0.593914,50,0.25,candidate_lb50_p0.25
Base5,0,89,0.593914,50,0.25,candidate_lb50_p0.25
Base5,0,90,0.730882,50,0.25,candidate_lb50_p0.25
Base5,0,91,1.150623,50,0.25,candidate_lb50_p0.25
Base5,0,92,1.150623,50,0.25,candidate_lb50_p0.25
