atr_period,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
22,Legacy4,0,40369.1323,13.0951,21.2203,88,76.14,true
22,Legacy4,1,1396.5662,21.0937,26.6866,72,59.72,true
22,Legacy4,2,215833.6316,9.1502,21.3145,76,77.63,true
22,Legacy4,3,602899.2993,12.3876,15.7923,99,71.72,true
22,Legacy4,4,1815.6025,33.5650,17.1894,53,69.81,true
22,Legacy4,5,27.3649,91.4312,30.7566,46,36.96,true
22,Legacy4,6,1323.8751,33.6826,30.2297,72,59.72,true
22,Legacy5BNB,0,89357.9591,12.6978,34.3703,104,74.04,true
22,Legacy5BNB,1,618.7491,24.2262,21.6302,65,61.54,true
22,Legacy5BNB,2,148535.4055,9.1588,21.3145,76,76.32,true
22,Legacy5BNB,3,9447325.8092,10.6931,25.5565,99,72.73,true
22,Legacy5BNB,4,4429.3308,26.4374,11.4933,56,76.79,true
22,Legacy5BNB,5,196.0948,41.7692,21.4268,47,46.81,true
22,Legacy5BNB,6,1260.9341,34.3157,33.3138,73,58.90,true
22,OldGuardNoBNB,0,103776.8951,9.9096,22.5037,98,73.47,true
22,OldGuardNoBNB,1,736.7195,22.2737,21.6302,67,59.70,true
22,OldGuardNoBNB,2,215833.6316,9.1502,21.3145,76,77.63,true
22,OldGuardNoBNB,3,602899.2993,12.3876,15.7923,99,71.72,true
22,OldGuardNoBNB,4,1797.8982,33.9694,17.3025,54,68.52,true
22,OldGuardNoBNB,5,1220.5042,34.0727,27.3439,55,43.64,true
22,OldGuardNoBNB,6,1785.8615,31.8498,30.4206,79,59.49,true
22,LargeCaps5,0,19937662.0615,11.4351,27.2580,96,70.83,true
22,LargeCaps5,1,272.5680,36.4423,19.8144,53,52.83,true
22,LargeCaps5,2,655820.5592,9.0243,21.3145,77,77.92,true
22,LargeCaps5,3,12873333.0588,11.8560,25.5002,113,69.03,true
22,LargeCaps5,4,6563.2092,25.4803,12.6340,74,70.27,true
22,LargeCaps5,5,183.0103,49.0469,28.0986,56,41.07,true
22,LargeCaps5,6,957.3815,47.5258,31.1172,74,52.70,true
22,Legacy3,0,49600.2112,13.0000,20.0840,87,79.31,true
22,Legacy3,1,1823.4980,22.1854,23.5347,74,63.51,true
22,Legacy3,2,447194.6893,8.7902,16.8948,75,76.00,true
22,Legacy3,3,453607.8607,11.9161,13.6456,86,76.74,true
22,Legacy3,4,374.8739,46.7466,32.7138,48,60.42,true
22,Legacy3,5,-17.1417,114.1493,52.4644,49,34.69,true
22,Legacy3,6,1383.4544,37.1191,21.2524,75,57.33,true
22,LowVolume5,0,68084.0580,12.8221,19.3629,96,77.08,true
22,LowVolume5,1,3266.8756,23.9305,22.3659,76,67.11,true
22,LowVolume5,2,2011834.2614,7.3800,23.0542,89,68.54,true
22,LowVolume5,3,2704013847.2507,7.5269,20.9500,107,71.03,true
22,LowVolume5,4,383.2035,47.8907,35.0662,51,50.98,true
22,LowVolume5,5,535.1776,31.1243,61.3873,79,43.04,true
22,LowVolume5,6,542.1656,39.5046,20.2099,80,60.00,true
22,OldGuard4,0,323585.8599,9.6140,19.3629,102,77.45,true
22,OldGuard4,1,1404.4448,25.0121,23.2788,77,62.34,true
22,OldGuard4,2,389447.8457,8.7053,22.2540,78,74.36,true
22,OldGuard4,3,453607.8607,11.9161,13.6456,86,76.74,true
22,OldGuard4,4,763.0448,32.6517,39.6915,54,61.11,true
22,OldGuard4,5,515.9402,35.9000,57.5452,63,36.51,true
22,OldGuard4,6,1863.6191,38.2857,29.1829,92,57.61,true
24,Base5,0,11503078.9049,11.2779,22.5037,86,69.77,true
24,Base5,1,8122.2167,20.0586,30.4196,56,60.71,true
24,Base5,2,151461.3079,9.4647,21.3145,77,74.03,true
24,Base5,3,1754901.1984,12.0649,25.5002,116,68.97,true
24,Base5,4,4513.5242,27.6262,21.1238,76,67.11,true
24,Base5,5,1012.3225,20.2917,23.3519,64,45.31,true
24,Base5,6,9675.4850,14.2230,31.1172,83,53.01,true
24,NoDOGE,0,11503078.9049,11.2779,22.5037,86,69.77,true
24,NoDOGE,1,303.4547,34.4353,19.9278,52,53.85,true
24,NoDOGE,2,643958.6991,9.0943,21.3145,76,77.63,true
24,NoDOGE,3,5862411.2484,10.0283,25.5002,118,69.49,true
24,NoDOGE,4,4934.2216,27.1832,21.1238,75,68.00,true
24,NoDOGE,5,201.6935,49.4852,23.3519,55,41.82,true
24,NoDOGE,6,970.9011,47.2348,31.1172,74,52.70,true
24,Legacy4,0,32264.5720,13.1672,21.2203,88,72.73,true
24,Legacy4,1,1527.2084,20.3826,26.6866,72,61.11,true
24,Legacy4,2,195779.8806,9.3485,21.3145,76,77.63,true
24,Legacy4,3,595257.7058,12.3923,15.7923,99,71.72,true
24,Legacy4,4,1877.1756,33.0584,17.1894,53,69.81,true
24,Legacy4,5,34.5385,90.4360,26.8565,46,36.96,true
24,Legacy4,6,1342.0808,33.3919,30.2297,72,59.72,true
24,Legacy5BNB,0,71442.6397,12.7500,34.3703,104,71.15,true
24,Legacy5BNB,1,681.4921,23.3511,21.6302,65,63.08,true
24,Legacy5BNB,2,134731.6390,9.3581,21.3145,76,76.32,true
24,Legacy5BNB,3,10058844.0702,10.5920,26.2085,99,72.73,true
24,Legacy5BNB,4,4574.9168,26.0691,8.6484,56,76.79,true
24,Legacy5BNB,5,196.0948,41.7692,21.4268,47,46.81,true
24,Legacy5BNB,6,1278.3350,34.0126,33.3138,73,58.90,true
24,OldGuardNoBNB,0,85197.1628,9.9268,22.5037,98,71.43,true
24,OldGuardNoBNB,1,809.7606,21.4752,21.6302,67,61.19,true
24,OldGuardNoBNB,2,195779.8806,9.3485,21.3145,76,77.63,true
24,OldGuardNoBNB,3,595257.7058,12.3923,15.7923,99,71.72,true
24,OldGuardNoBNB,4,1858.9022,33.4585,17.3025,54,68.52,true
24,OldGuardNoBNB,5,1294.8799,33.9812,25.4185,55,43.64,true
24,OldGuardNoBNB,6,1809.9741,31.5822,30.4206,79,59.49,true
24,LargeCaps5,0,19262413.6298,11.4586,27.2580,96,69.79,true
24,LargeCaps5,1,305.0912,34.4057,19.8144,53,54.72,true
24,LargeCaps5,2,668535.3446,9.0219,21.3145,77,77.92,true
24,LargeCaps5,3,13676679.0682,11.7678,25.5002,113,69.03,true
24,LargeCaps5,4,6777.3843,25.1643,12.6340,74,70.27,true
24,LargeCaps5,5,186.4076,48.7925,27.2354,56,41.07,true
24,LargeCaps5,6,970.9011,47.2348,31.1172,74,52.70,true
24,Legacy3,0,39646.9866,13.0653,20.0840,87,75.86,true
24,Legacy3,1,1991.4090,21.4941,23.5347,74,64.86,true
24,Legacy3,2,405654.4426,8.9398,16.8948,75,76.00,true
24,Legacy3,3,447858.1840,11.9235,13.9866,86,76.74,true
24,Legacy3,4,386.5695,46.4883,30.5510,48,60.42,true
24,Legacy3,5,-12.4748,120.5470,50.3379,49,34.69,true
24,Legacy3,6,1402.4219,36.8590,20.2456,75,57.33,true
24,LowVolume5,0,52346.2405,13.3472,17.2975,96,75.00,true
24,LowVolume5,1,3727.8624,22.7702,22.3659,76,69.74,true
24,LowVolume5,2,1790280.0984,7.5302,23.0542,89,68.54,true
24,LowVolume5,3,2693334303.8856,7.5269,20.9500,107,71.03,true
24,LowVolume5,4,374.4773,48.2502,35.0662,51,50.98,true
24,LowVolume5,5,561.4473,31.3231,61.9344,79,43.04,true
24,LowVolume5,6,583.0576,38.9139,20.2099,80,60.00,true
24,OldGuard4,0,265690.4383,9.6281,17.2975,102,75.49,true
24,OldGuard4,1,1535.7748,24.1182,23.2788,77,63.64,true
24,OldGuard4,2,353270.5469,8.8648,22.2540,78,74.36,true
24,OldGuard4,3,447858.1840,11.9235,13.9866,86,76.74,true
24,OldGuard4,4,784.3005,32.5494,37.7530,54,61.11,true
24,OldGuard4,5,541.4143,35.6867,58.1466,63,36.51,true
24,OldGuard4,6,1888.7259,38.0787,28.2775,92,57.61,true
26,Base5,0,11503078.9049,11.2779,22.5037,86,69.77,true
26,Base5,1,8776.5986,19.9777,27.9634,56,60.71,true
26,Base5,2,122273.6862,9.8280,21.3145,77,72.73,true
26,Base5,3,2555085.2869,12.0415,25.5002,116,71.55,true
26,Base5,4,4513.5242,27.6262,21.1238,76,67.11,true
26,Base5,5,1047.8804,20.2499,21.8818,64,45.31,true
26,Base5,6,9675.4850,14.2230,31.1172,83,53.01,true
26,NoDOGE,0,11503078.9049,11.2779,22.5037,86,69.77,true
26,NoDOGE,1,285.4531,35.2178,19.9278,52,51.92,true
26,NoDOGE,2,519926.1087,9.4163,21.3145,76,76.32,true
26,NoDOGE,3,8535394.1638,10.0181,25.5002,118,72.03,true
26,NoDOGE,4,4934.2216,27.1832,21.1238,75,68.00,true
26,NoDOGE,5,211.3379,48.8089,21.2679,55,41.82,true
26,NoDOGE,6,970.9011,47.2348,31.1172,74,52.70,true
26,Legacy4,0,26522.7186,13.2580,21.2203,88,72.73,true
26,Legacy4,1,1554.2884,20.4464,26.6866,72,61.11,true
26,Legacy4,2,179513.4015,9.6770,21.3145,76,77.63,true
26,Legacy4,3,866708.0978,12.2816,15.7923,99,74.75,true
26,Legacy4,4,1877.1756,33.0584,17.1894,53,69.81,true
26,Legacy4,5,26.4333,91.5830,31.2630,46,36.96,true
26,Legacy4,6,1342.0808,33.3919,30.2297,72,59.72,true
26,Legacy5BNB,0,65282.1862,12.5451,27.0858,104,71.15,true
26,Legacy5BNB,1,694.4977,23.4178,21.5083,65,63.08,true
26,Legacy5BNB,2,123534.7973,9.6874,21.3145,76,76.32,true
26,Legacy5BNB,3,14645169.7090,10.5866,26.2085,99,75.76,true
26,Legacy5BNB,4,4402.4697,26.2912,8.6484,56,76.79,true
26,Legacy5BNB,5,196.0948,41.7692,21.4268,47,46.81,true
26,Legacy5BNB,6,1278.3350,34.0126,33.3138,73,58.90,true
26,OldGuardNoBNB,0,70064.4492,9.9429,22.5037,98,71.43,true
26,OldGuardNoBNB,1,824.9009,21.5716,21.5083,67,61.19,true
26,OldGuardNoBNB,2,179513.4015,9.6770,21.3145,76,77.63,true
26,OldGuardNoBNB,3,866708.0978,12.2816,15.7923,99,74.75,true
26,OldGuardNoBNB,4,1858.9022,33.4585,17.3025,54,68.52,true
26,OldGuardNoBNB,5,1210.8463,34.0875,27.8753,55,43.64,true
26,OldGuardNoBNB,6,1809.9741,31.5822,30.4206,79,59.49,true
26,LargeCaps5,0,21400448.3946,11.3592,19.1840,96,69.79,true
26,LargeCaps5,1,287.0166,35.1614,19.8144,53,52.83,true
26,LargeCaps5,2,539769.7927,9.3405,21.3145,77,76.62,true
26,LargeCaps5,3,19912538.6236,11.7637,25.5002,113,71.68,true
26,LargeCaps5,4,6523.6932,25.2947,12.6340,74,70.27,true
26,LargeCaps5,5,195.5632,48.0923,24.9094,56,41.07,true
26,LargeCaps5,6,970.9011,47.2348,31.1172,74,52.70,true
26,Legacy3,0,32595.4066,13.1335,20.0840,87,75.86,true
26,Legacy3,1,2026.2143,21.6687,23.5347,74,64.86,true
26,Legacy3,2,371959.3223,9.2239,16.8948,75,76.00,true
26,Legacy3,3,533623.3719,11.8458,13.9866,86,77.91,true
26,Legacy3,4,386.5695,46.4883,30.5510,48,60.42,true
26,Legacy3,5,-17.7477,113.2257,52.8120,49,34.69,true
26,Legacy3,6,1402.4219,36.8590,20.2456,75,57.33,true
26,LowVolume5,0,45458.7045,13.4455,15.4974,96,75.00,true
26,LowVolume5,1,3552.5513,23.3802,22.3659,76,68.42,true
26,LowVolume5,2,2099964.6787,7.3402,23.0542,89,69.66,true
26,LowVolume5,3,2159210640.3142,7.5269,20.9500,107,71.03,true
26,LowVolume5,4,381.4262,47.9797,34.8306,51,50.98,true
26,LowVolume5,5,485.0409,32.0219,61.9344,79,43.04,true
26,LowVolume5,6,583.0576,38.9139,20.2099,80,60.00,true
26,OldGuard4,0,230785.3393,9.6375,12.6829,102,75.49,true
26,OldGuard4,1,1562.9973,24.4369,23.2788,77,63.64,true
26,OldGuard4,2,323925.5494,9.1537,22.2540,78,74.36,true
26,OldGuard4,3,533623.3719,11.8458,13.9866,86,77.91,true
26,OldGuard4,4,784.3005,32.5494,37.7530,54,61.11,true
26,OldGuard4,5,502.7727,35.8681,58.1466,63,36.51,true
26,OldGuard4,6,1888.7259,38.0787,28.2775,92,57.61,true
28,Base5,0,13511241.1140,11.2303,22.5037,86,70.93,true
28,Base5,1,4626.6346,20.1644,27.9634,56,60.71,true
28,Base5,2,128943.4590,9.7843,20.4258,77,72.73,true
28,Base5,3,2654557.3974,11.9833,27.2273,116,72.41,true
28,Base5,4,4513.5242,27.6262,21.1238,76,67.11,true
28,Base5,5,892.7371,20.6055,21.8818,64,43.75,true
28,Base5,6,8102.5521,14.3538,32.0967,83,50.60,true
28,NoDOGE,0,13511241.1140,11.2303,22.5037,86,70.93,true
28,NoDOGE,1,252.9674,36.8289,19.9611,52,51.92,true
28,NoDOGE,2,548269.2605,9.3978,18.4040,76,76.32,true
28,NoDOGE,3,8867676.7668,9.9375,27.2273,118,72.88,true
28,NoDOGE,4,4934.2216,27.1832,21.1238,75,68.00,true
28,NoDOGE,5,169.2586,53.8173,21.2679,55,40.00,true
28,NoDOGE,6,912.0253,48.6356,31.1172,74,51.35,true
28,Legacy4,0,22656.7215,13.2850,21.2203,88,73.86,true
28,Legacy4,1,1489.5717,20.7072,30.2618,72,61.11,true
28,Legacy4,2,189302.9291,9.6482,17.0259,76,77.63,true
28,Legacy4,3,843539.6275,12.3494,15.7923,99,74.75,true
28,Legacy4,4,1752.0321,33.1988,21.8142,53,67.92,true
28,Legacy4,5,26.4333,91.5830,31.2630,46,36.96,true
28,Legacy4,6,1252.0084,34.8355,30.2297,72,58.33,true
28,Legacy5BNB,0,55787.7635,12.5176,27.0858,104,72.12,true
28,Legacy5BNB,1,622.3990,24.6609,25.3361,65,61.54,true
28,Legacy5BNB,2,130273.3047,9.6580,17.8090,76,76.32,true
28,Legacy5BNB,3,14253723.7858,10.5961,26.2085,99,75.76,true
28,Legacy5BNB,4,4402.4697,26.2912,8.6484,56,76.79,true
28,Legacy5BNB,5,196.0948,41.7692,21.4268,47,46.81,true
28,Legacy5BNB,6,1192.2442,35.5213,33.3138,73,57.53,true
28,OldGuardNoBNB,0,63067.6495,9.9278,22.5037,98,72.45,true
28,OldGuardNoBNB,1,890.4743,22.0141,25.3361,67,62.69,true
28,OldGuardNoBNB,2,189302.9291,9.6482,17.0259,76,77.63,true
28,OldGuardNoBNB,3,843539.6275,12.3494,15.7923,99,74.75,true
28,OldGuardNoBNB,4,1734.9154,33.6117,22.5368,54,66.67,true
28,OldGuardNoBNB,5,1348.2252,33.5559,27.8753,55,45.45,true
28,OldGuardNoBNB,6,1690.6771,32.9322,30.4206,79,58.23,true
28,LargeCaps5,0,25136439.3667,11.3135,19.1840,96,70.83,true
28,LargeCaps5,1,254.3991,36.7410,19.9611,53,52.83,true
28,LargeCaps5,2,569194.4913,9.3221,18.4040,77,76.62,true
28,LargeCaps5,3,20687727.8824,11.7284,27.2273,113,72.57,true
28,LargeCaps5,4,6523.6932,25.2947,12.6340,74,70.27,true
28,LargeCaps5,5,155.6160,53.1431,24.9094,56,39.29,true
28,LargeCaps5,6,912.0253,48.6356,31.1172,74,51.35,true
28,Legacy3,0,27847.5689,13.1376,20.0840,87,77.01,true
28,Legacy3,1,1943.0355,21.8828,27.2637,74,64.86,true
28,Legacy3,2,475276.8119,9.1061,16.8948,75,77.33,true
28,Legacy3,3,533436.5893,11.8449,12.8669,86,77.91,true
28,Legacy3,4,355.7725,46.4764,34.4295,48,58.33,true
28,Legacy3,5,-17.7477,113.2257,52.8120,49,34.69,true
28,Legacy3,6,1308.5805,38.1795,23.4737,75,56.00,true
28,LowVolume5,0,39091.5365,13.5033,15.4974,96,75.00,true
28,LowVolume5,1,4171.5094,23.3412,22.3659,76,69.74,true
28,LowVolume5,2,2995907.6972,7.1041,23.0542,89,73.03,true
28,LowVolume5,3,2411358348.5282,7.4876,20.9500,107,71.96,true
28,LowVolume5,4,392.6059,46.2077,39.0874,51,50.98,true
28,LowVolume5,5,546.3542,31.4361,61.9344,79,44.30,true
28,LowVolume5,6,602.3241,38.0732,20.2099,80,60.00,true
28,OldGuard4,0,207761.4507,9.6236,12.6829,102,76.47,true
28,OldGuard4,1,1680.9002,24.7898,24.2237,77,64.94,true
28,OldGuard4,2,413904.4972,9.0261,22.2540,78,75.64,true
28,OldGuard4,3,533436.5893,11.8449,12.8669,86,77.91,true
28,OldGuard4,4,728.3295,32.4787,41.6929,54,59.26,true
28,OldGuard4,5,565.9443,35.1230,58.1466,63,38.10,true
28,OldGuard4,6,1764.5100,39.3148,31.1805,92,56.52,true
30,Base5,0,13905757.0243,11.1942,20.2409,86,70.93,true
30,Base5,1,7931.9427,19.9919,27.9634,56,60.71,true
30,Base5,2,118315.9401,9.9565,17.5352,77,70.13,true
30,Base5,3,2839305.2368,11.9818,27.2273,116,71.55,true
30,Base5,4,4641.5977,27.4137,20.2479,76,67.11,true
30,Base5,5,1031.2582,19.6000,23.3519,64,45.31,true
30,Base5,6,8102.5521,14.3538,32.0967,83,50.60,true
30,NoDOGE,0,13905757.0243,11.1942,20.2409,86,70.93,true
30,NoDOGE,1,256.4966,35.4756,23.8644,52,51.92,true
30,NoDOGE,2,472054.2045,9.5083,17.5352,76,73.68,true
30,NoDOGE,3,9484819.5288,9.9368,27.2273,118,72.03,true
30,NoDOGE,4,5073.9737,26.9616,18.9341,75,68.00,true
30,NoDOGE,5,179.4648,51.9791,23.3519,55,41.82,true
30,NoDOGE,6,912.0253,48.6356,31.1172,74,51.35,true
30,Legacy4,0,23321.1921,13.1945,18.9200,88,73.86,true
30,Legacy4,1,1505.4656,20.2406,33.6627,72,61.11,true
30,Legacy4,2,194612.3923,9.4630,17.5352,76,76.32,true
30,Legacy4,3,921715.5062,12.3415,15.7923,99,74.75,true
30,Legacy4,4,1752.0321,33.1988,21.8142,53,67.92,true
30,Legacy4,5,31.7248,89.5082,31.2630,46,39.13,true
30,Legacy4,6,1252.0084,34.8355,30.2297,72,58.33,true
30,Legacy5BNB,0,57419.6231,12.4512,24.9568,104,72.12,true
30,Legacy5BNB,1,629.6222,24.0492,28.9772,65,61.54,true
30,Legacy5BNB,2,133928.0120,9.4725,17.8090,76,75.00,true
30,Legacy5BNB,3,15574554.5801,10.5957,26.2085,99,75.76,true
30,Legacy5BNB,4,4402.4697,26.2912,8.6484,56,76.79,true
30,Legacy5BNB,5,208.4870,41.7642,20.9728,47,48.94,true
30,Legacy5BNB,6,1192.2442,35.5213,33.3138,73,57.53,true
30,OldGuardNoBNB,0,64912.0736,9.8544,20.2409,98,72.45,true
30,OldGuardNoBNB,1,884.6908,21.5759,28.9772,67,62.69,true
30,OldGuardNoBNB,2,194612.3923,9.4630,17.5352,76,76.32,true
30,OldGuardNoBNB,3,921715.5062,12.3415,15.7923,99,74.75,true
30,OldGuardNoBNB,4,1734.9154,33.6117,22.5368,54,66.67,true
30,OldGuardNoBNB,5,1408.8365,33.2473,27.8753,55,47.27,true
30,OldGuardNoBNB,6,1690.6771,32.9322,30.4206,79,58.23,true
30,LargeCaps5,0,25136439.3667,11.3135,19.1840,96,70.83,true
30,LargeCaps5,1,257.9427,35.4111,23.8644,53,52.83,true
30,LargeCaps5,2,490071.1438,9.4314,17.5352,77,74.03,true
30,LargeCaps5,3,22127473.5565,11.7282,27.2273,113,71.68,true
30,LargeCaps5,4,6707.5698,25.1063,10.2087,74,70.27,true
30,LargeCaps5,5,165.3051,51.3312,27.2354,56,41.07,true
30,LargeCaps5,6,912.0253,48.6356,31.1172,74,51.35,true
30,Legacy3,0,27847.5689,13.1376,20.0840,87,77.01,true
30,Legacy3,1,1963.4636,21.4983,30.8108,74,64.86,true
30,Legacy3,2,528642.9883,8.9555,17.7442,75,77.33,true
30,Legacy3,3,635161.9909,11.8284,12.8669,86,79.07,true
30,Legacy3,4,355.7725,46.4764,34.4295,48,58.33,true
30,Legacy3,5,-14.3052,118.2785,50.8371,49,36.73,true
30,Legacy3,6,1308.5805,38.1795,23.4737,75,56.00,true
30,LowVolume5,0,39091.5365,13.5033,15.4974,96,75.00,true
30,LowVolume5,1,4197.6099,23.3148,22.3659,76,69.74,true
30,LowVolume5,2,3332241.8876,6.9879,23.8407,89,73.03,true
30,LowVolume5,3,2823211865.3858,7.4876,17.4696,107,72.90,true
30,LowVolume5,4,379.7929,46.6538,40.2367,51,50.98,true
30,LowVolume5,5,572.9145,30.9889,60.5037,79,45.57,true
30,LowVolume5,6,602.3241,38.0732,20.2099,80,60.00,true
30,OldGuard4,0,207761.4507,9.6236,12.6829,102,76.47,true
30,OldGuard4,1,1670.5013,24.4428,27.9191,77,64.94,true
30,OldGuard4,2,460380.9691,8.8655,23.0487,78,75.64,true
30,OldGuard4,3,635161.9909,11.8284,12.8669,86,79.07,true
30,OldGuard4,4,728.3295,32.4787,41.6929,54,59.26,true
30,OldGuard4,5,593.3097,35.0022,56.5736,63,39.68,true
30,OldGuard4,6,1764.5100,39.3148,31.1805,92,56.52,true
32,Base5,0,16217329.9759,11.2428,20.2409,86,72.09,true
32,Base5,1,8712.9978,19.8787,23.8644,56,60.71,true
32,Base5,2,110766.5826,10.0566,17.5352,77,68.83,true
32,Base5,3,4675667.4314,11.7578,21.0751,116,74.14,true
32,Base5,4,4641.5977,27.4137,20.2479,76,67.11,true
32,Base5,5,1017.8396,19.6143,24.2611,64,45.31,true
32,Base5,6,8940.2047,14.2812,32.0967,83,50.60,true
32,NoDOGE,0,16217329.9759,11.2428,20.2409,86,72.09,true
32,NoDOGE,1,240.2562,36.8694,23.8644,52,51.92,true
32,NoDOGE,2,441953.0131,9.5730,17.5352,76,72.37,true
32,NoDOGE,3,15619113.9280,9.8009,21.0751,118,74.58,true
32,NoDOGE,4,5073.9737,26.9616,18.9341,75,68.00,true
32,NoDOGE,5,176.1499,52.2641,24.2611,55,41.82,true
32,NoDOGE,6,1015.3744,47.3404,24.8203,74,51.35,true
32,Legacy4,0,24273.1220,13.2960,18.9200,88,73.86,true
32,Legacy4,1,1361.8320,20.9671,33.6627,72,61.11,true
32,Legacy4,2,182198.9160,9.5319,17.5352,76,75.00,true
32,Legacy4,3,991557.6483,12.0488,15.7923,99,75.76,true
32,Legacy4,4,1752.0321,33.1988,21.8142,53,67.92,true
32,Legacy4,5,31.7248,89.5082,31.2630,46,39.13,true
32,Legacy4,6,1401.9686,33.6881,23.8517,72,58.33,true
32,Legacy5BNB,0,59757.4483,12.5384,24.9568,104,72.12,true
32,Legacy5BNB,1,564.3462,25.0208,28.9772,65,61.54,true
32,Legacy5BNB,2,125383.3399,9.5421,17.8090,76,73.68,true
32,Legacy5BNB,3,16754581.6363,10.4544,20.7739,99,76.77,true
32,Legacy5BNB,4,4402.4697,26.2912,8.6484,56,76.79,true
32,Legacy5BNB,5,208.4870,41.7642,20.9728,47,48.94,true
32,Legacy5BNB,6,1335.5756,34.2920,27.2177,73,57.53,true
32,OldGuardNoBNB,0,71050.3304,9.8531,20.2409,98,73.47,true
32,OldGuardNoBNB,1,832.6871,22.1544,28.9772,67,62.69,true
32,OldGuardNoBNB,2,182198.9160,9.5319,17.5352,76,75.00,true
32,OldGuardNoBNB,3,991557.6483,12.0488,15.7923,99,75.76,true
32,OldGuardNoBNB,4,1734.9154,33.6117,22.5368,54,66.67,true
32,OldGuardNoBNB,5,1408.8365,33.2473,27.8753,55,47.27,true
32,OldGuardNoBNB,6,1889.2930,31.9924,24.0601,79,58.23,true
32,LargeCaps5,0,29314890.5327,11.3732,19.1840,96,71.88,true
32,LargeCaps5,1,241.6364,36.7757,23.8644,53,52.83,true
32,LargeCaps5,2,458821.3206,9.4954,17.5352,77,72.73,true
32,LargeCaps5,3,36438301.4053,11.5291,21.0751,113,74.34,true
32,LargeCaps5,4,6707.5698,25.1063,10.2087,74,70.27,true
32,LargeCaps5,5,162.1581,51.6289,28.0986,56,41.07,true
32,LargeCaps5,6,1015.3744,47.3404,24.8203,74,51.35,true
32,Legacy3,0,28983.4687,13.2360,20.0840,87,77.01,true
32,Legacy3,1,1778.8551,22.0940,30.8108,74,64.86,true
32,Legacy3,2,528642.9883,8.9555,17.7442,75,77.33,true
32,Legacy3,3,625271.4414,11.7788,12.8669,86,79.07,true
32,Legacy3,4,355.7725,46.4764,34.4295,48,58.33,true
32,Legacy3,5,-14.3052,118.2785,50.8371,49,36.73,true
32,Legacy3,6,1279.4937,38.5759,23.4737,75,56.00,true
32,LowVolume5,0,45553.4918,13.4557,15.4974,96,77.08,true
32,LowVolume5,1,4169.3743,23.3382,22.2851,76,69.74,true
32,LowVolume5,2,3732277.3164,6.9820,23.5883,89,74.16,true
32,LowVolume5,3,2950319309.6828,7.4847,16.9837,107,73.83,true
32,LowVolume5,4,297.1019,51.7109,40.2367,51,49.02,true
32,LowVolume5,5,595.1702,30.5519,59.1974,79,45.57,true
32,LowVolume5,6,614.8736,37.8452,20.2099,80,60.00,true
32,OldGuard4,0,227387.1431,9.6228,12.6829,102,77.45,true
32,OldGuard4,1,1576.9971,24.8973,27.9191,77,64.94,true
32,OldGuard4,2,460380.9691,8.8655,23.0487,78,75.64,tr30,OldGuardNoBNB,0,64912.0736,9.8544,20.2409,98,72.45,true
30,OldGuardNoBNB,1,884.6908,21.5759,28.9772,67,62.69,true
30,OldGuardNoBNB,2,194612.3923,9.4630,17.5352,76,76.32,true
30,OldGuardNoBNB,3,921715.5062,12.3415,15.7923,99,74.75,true
30,OldGuardNoBNB,4,1734.9154,33.6117,22.5368,54,66.67,true
30,OldGuardNoBNB,5,1408.8365,33.2473,27.8753,55,47.27,true
30,OldGuardNoBNB,6,1690.6771,32.9322,30.4206,79,58.23,true
30,OldGuardNoBNB,7,8580.5843,15.3170,20.9740,77,70.13,true
30,LargeCaps5,0,25136439.3667,11.3135,19.1840,96,70.83,true
30,LargeCaps5,1,257.9427,35.4111,23.8644,53,52.83,true
30,LargeCaps5,2,490071.1438,9.4314,17.5352,77,74.03,true
30,LargeCaps5,3,22127473.5565,11.7282,27.2273,113,71.68,true
30,LargeCaps5,4,6707.5698,25.1063,10.2087,74,70.27,true
30,LargeCaps5,5,165.3051,51.3312,27.2354,56,41.07,true
30,LargeCaps5,6,912.0253,48.6356,31.1172,74,51.35,true
30,Legacy3,0,27847.5689,13.1376,20.0840,87,77.01,true
30,Legacy3,1,1963.4636,21.4983,30.8108,74,64.86,true
30,Legacy3,2,528642.9883,8.9555,17.7442,75,77.33,true
30,Legacy3,3,635161.9909,11.8284,12.8669,86,79.07,true
30,Legacy3,4,355.7725,46.4764,34.4295,48,58.33,true
30,Legacy3,5,-14.3052,118.2785,50.8371,49,36.73,true
30,Legacy3,6,1308.5805,38.1795,23.4737,75,56.00,true
30,Legacy3,7,3917.3416,17.3542,16.1330,67,73.13,true
30,Legacy3,8,2567881.5279,14.5373,10.1940,83,69.88,true
30,LowVolume5,0,39091.5365,13.5033,15.4974,96,75.00,true
30,LowVolume5,1,4197.6099,23.3148,22.3659,76,69.74,true
30,LowVolume5,2,3332241.8876,6.9879,23.8407,89,73.03,true
30,LowVolume5,3,2823211865.3858,7.4876,17.4696,107,72.90,true
30,LowVolume5,4,379.7929,46.6538,40.2367,51,50.98,true
30,LowVolume5,5,572.9145,30.9889,60.5037,79,45.57,true
30,LowVolume5,6,602.3241,38.0732,20.2099,80,60.00,true
30,LowVolume5,7,5123.5592,20.8750,16.7960,77,71.43,true
30,OldGuard4,0,207761.4507,9.6236,12.6829,102,76.47,true
30,OldGuard4,1,1670.5013,24.4428,27.9191,77,64.94,true
30,OldGuard4,2,460380.9691,8.8655,23.0487,78,75.64,true
