hap,window,test_start,test_end,sharpe,return_pct,max_dd,trades
0.37,W6,1308,1560,0.4519,7.53,27.83,60
0.38,W6,1308,1560,0.4519,7.53,27.83,60
0.39,W6,1308,1560,0.4519,7.53,27.83,60
0.40,W6,1308,1560,0.4519,7.53,27.83,60
0.41,W6,1308,1560,0.4519,7.53,27.83,60
0.42,W6,1308,1560,0.4519,7.53,27.83,60
0.43,W6,1308,1560,0.4519,7.53,27.83,60
0.44,W6,1308,1560,0.4519,7.53,27.83,60
0.45,W6,1308,1560,0.4519,7.53,27.83,60
0.46,W6,1308,1560,0.4519,7.53,27.83,60
0.47,W6,1308,1560,0.4519,7.53,27.83,60
0.48,W6,1308,1560,0.4519,7.53,27.83,60
0.49,W6,1308,1560,0.4519,7.53,27.83,60
0.50,W6,1308,1560,0.4519,7.53,27.83,60
0.51,W6,1308,1560,0.4519,7.53,27.83,60
0.52,W6,1308,1560,0.4519,7.53,27.83,60
0.53,W6,1308,1560,0.4519,7.53,27.83,60
0.54,W6,1308,1560,0.4519,7.53,27.83,60
0.55,W6,1308,1560,0.4519,7.53,27.83,60
0.56,W6,1308,1560,0.4519,7.53,27.83,60
0.57,W6,1308,1560,0.4519,7.53,27.83,60
0.58,W6,1308,1560,0.4519,7.53,27.83,60
0.59,W6,1308,1560,0.4519,7.53,27.83,60
0.60,W6,1308,1560,0.4519,7.53,27.83,60
0.61,W6,1308,1560,0.4519,7.53,27.83,60
0.62,W6,1308,1560,0.4519,7.53,27.83,60
0.63,W6,1308,1560,0.4519,7.53,27.83,60
0.64,W6,1308,1560,0.4519,7.53,27.83,60
0.65,W6,1308,1560,0.4519,7.53,27.83,60
0.66,W6,1308,1560,0.4519,7.53,27.83,60
0.67,W6,1308,1560,0.4519,7.53,27.83,60
0.68,W6,1308,1560,0.4519,7.53,27.83,60
0.69,W6,1308,1560,0.4519,7.53,27.83,60
0.70,W6,1308,1560,0.4519,7.53,27.83,60
0.71,W6,1308,1560,0.4519,7.53,27.83,60
0.72,W6,1308,1560,0.4519,7.53,27.83,60
0.73,W6,1308,1560,0.4519,7.53,27.83,60
0.74,W6,1308,1560,0.4519,7.53,27.83,60
0.75,W6,1308,1560,0.4519,7.53,27.83,60
0.76,W6,1308,1560,0.4519,7.53,27.83,60
0.77,W6,1308,1560,0.4519,7.53,27.83,60
0.78,W6,1308,1560,0.4519,7.53,27.83,60
0.79,W6,1308,1560,0.4519,7.53,27.83,60
0.80,W6,1308,1560,0.4519,7.53,27.83,60
0.81,W6,1308,1560,0.4519,7.53,27.83,60
0.82,W6,1308,1560,0.4519,7.53,27.83,60
0.83,W6,1308,1560,0.4519,7.53,27.83,60
0.84,W6,1308,1560,0.4519,7.53,27.83,60
0.85,W6,1308,1560,0.4519,7.53,27.83,60
0.86,W6,1308,1560,0.4519,7.53,27.83,60
0.87,W6,1308,1560,0.4519,7.53,27.83,60
0.88,W6,1308,1560,0.4519,7.53,27.83,60
0.89,W6,1308,1560,0.4519,7.53,27.83,60
0.90,W6,1308,1560,0.4519,7.53,27.83,60
0.91,W6,1308,1560,0.4519,7.53,27.83,60
0.92,W6,1308,1560,0.4519,7.53,27.83,60
0.93,W6,1308,1560,0.4519,7.53,27.83,60
0.94,W6,1308,1560,0.4519,7.53,27.83,60
0.95,W6,1308,1560,0.4519,7.53,27.83,60
0.96,W6,1308,1560,0.4519,7.53,27.83,60
0.97,W6,1308,1560,0.4519,7.53,27.83,60
0.98,W6,1308,1560,0.4519,7.53,27.83,60
0.99,W6,1308,1560,0.4519,7.53,27.83,60
0.01,W7,1434,1686,1.4074,12.77,6.44,66
0.02,W7,1434,1686,1.4074,12.77,6.44,66
0.03,W7,1434,1686,1.4074,12.77,6.44,66
0.04,W7,1434,1686,1.4074,12.77,6.44,66
0.05,W7,1434,1686,1.4074,12.77,6.44,66
0.06,W7,1434,1686,1.4074,12.77,6.44,66
0.07,W7,1434,1686,1.4074,12.77,6.44,66
0.08,W7,1434,1686,1.4074,12.77,6.44,66
0.09,W7,1434,1686,1.4074,12.77,6.44,66
0.10,W7,1434,1686,1.4074,12.77,6.44,66
0.11,W7,1434,1686,1.4074,12.77,6.44,66
0.12,W7,1434,1686,1.4074,12.77,6.44,66
0.13,W7,1434,1686,1.4074,12.77,6.44,66
0.14,W7,1434,1686,1.4074,12.77,6.44,66
0.15,W7,1434,1686,1.4074,12.77,6.44,66
0.16,W7,1434,1686,1.4074,12.77,6.44,66
0.17,W7,1434,1686,1.4074,12.77,6.44,66
0.18,W7,1434,1686,1.4074,12.77,6.44,66
0.19,W7,1434,1686,1.4074,12.77,6.44,66
0.20,W7,1434,1686,1.4074,12.77,6.44,66
0.21,W7,1434,1686,1.4074,12.77,6.44,66
0.22,W7,1434,1686,1.4074,12.77,6.44,66
0.23,W7,1434,1686,1.4074,12.77,6.44,66
0.24,W7,1434,1686,1.4074,12.77,6.44,66
0.25,W7,1434,1686,1.4074,12.77,6.44,66
0.26,W7,1434,1686,1.4074,12.77,6.44,66
0.27,W7,1434,1686,1.4074,12.77,6.44,66
0.28,W7,1434,1686,1.4074,12.77,6.44,66
0.29,W7,1434,1686,1.4074,12.77,6.44,66
0.30,W7,1434,1686,1.4074,12.77,6.44,66
0.31,W7,1434,1686,1.4074,12.77,6.44,66
0.32,W7,1434,1686,1.4074,12.77,6.44,66
0.33,W7,1434,1686,1.4935,55.92,24.02,66
0.34,W7,1434,1686,1.4935,55.92,24.02,66
0.35,W7,1434,1686,1.4935,55.92,24.02,66
0.36,W7,1434,1686,1.4935,55.92,24.02,66
0.37,W7,1434,1686,1.4935,55.92,24.02,66
0.38,W7,1434,1686,1.4935,55.92,24.02,66
0.39,W7,1434,1686,1.4935,55.92,24.02,66
0.40,W7,1434,1686,1.4935,55.92,24.02,66
0.41,W7,1434,1686,1.4935,55.92,24.02,66
0.42,W7,1434,1686,1.4935,55.92,24.02,66
0.43,W7,1434,1686,1.4935,55.92,24.02,66
0.44,W7,1434,1686,1.4935,55.92,24.02,66
0.45,W7,1434,1686,1.4935,55.92,24.02,66
0.46,W7,1434,1686,1.4935,55.92,24.02,66
0.47,W7,1434,1686,1.4935,55.92,24.02,66
0.48,W7,1434,1686,1.4935,55.92,24.02,66
0.49,W7,1434,1686,1.4935,55.92,24.02,66
0.50,W7,1434,1686,1.4935,55.92,24.02,66
0.51,W7,1434,1686,1.4935,55.92,24.02,66
0.52,W7,1434,1686,1.4935,55.92,24.02,66
0.53,W7,1434,1686,1.4935,55.92,24.02,66
0.54,W7,1434,1686,1.4935,55.92,24.02,66
0.55,W7,1434,1686,1.4935,55.92,24.02,66
0.56,W7,1434,1686,1.4935,55.92,24.02,66
0.57,W7,1434,1686,1.4935,55.92,24.02,66
0.58,W7,1434,1686,1.4935,55.92,24.02,66
0.59,W7,1434,1686,1.4935,55.92,24.02,66
0.60,W7,1434,1686,1.4935,55.92,24.02,66
0.61,W7,1434,1686,1.4935,55.92,24.02,66
0.62,W7,1434,1686,1.4935,55.92,24.02,66
0.63,W7,1434,1686,1.4935,55.92,24.02,66
0.64,W7,1434,1686,1.4935,55.92,24.02,66
0.65,W7,1434,1686,1.4935,55.92,24.02,66
0.66,W7,1434,1686,1.4935,55.92,24.02,66
0.67,W7,1434,1686,1.4935,55.92,24.02,66
0.68,W7,1434,1686,1.4935,55.92,24.02,66
0.69,W7,1434,1686,1.4935,55.92,24.02,66
0.70,W7,1434,1686,1.4935,55.92,24.02,66
0.71,W7,1434,1686,1.4935,55.92,24.02,66
0.72,W7,1434,1686,1.4935,55.92,24.02,66
0.73,W7,1434,1686,1.4935,55.92,24.02,66
0.74,W7,1434,1686,1.4935,55.92,24.02,66
0.75,W7,1434,1686,1.4935,55.92,24.02,66
0.76,W7,1434,1686,1.4935,55.92,24.02,66
0.77,W7,1434,1686,1.4935,55.92,24.02,66
0.78,W7,1434,1686,1.4935,55.92,24.02,66
0.79,W7,1434,1686,1.4935,55.92,24.02,66
0.80,W7,1434,1686,1.4935,55.92,24.02,66
0.81,W7,1434,1686,1.4935,55.92,24.02,66
0.82,W7,1434,1686,1.4935,55.92,24.02,66
0.83,W7,1434,1686,1.4935,55.92,24.02,66
0.84,W7,1434,1686,1.4935,55.92,24.02,66
0.85,W7,1434,1686,1.4935,55.92,24.02,66
0.86,W7,1434,1686,1.4935,55.92,24.02,66
0.87,W7,1434,1686,1.4935,55.92,24.02,66
0.88,W7,1434,1686,1.4935,55.92,24.02,66
0.89,W7,1434,1686,1.4935,55.92,24.02,66
0.90,W7,1434,1686,1.4935,55.92,24.02,66
0.91,W7,1434,1686,1.4935,55.92,24.02,66
0.92,W7,1434,1686,1.4935,55.92,24.02,66
0.93,W7,1434,1686,1.4935,55.92,24.02,66
0.94,W7,1434,1686,1.4935,55.92,24.02,66
0.95,W7,1434,1686,1.4935,55.92,24.02,66
0.96,W7,1434,1686,1.4935,55.92,24.02,66
0.97,W7,1434,1686,1.4935,55.92,24.02,66
0.98,W7,1434,1686,1.4935,55.92,24.02,66
0.99,W7,1434,1686,1.4935,55.92,24.02,66
0.01,W8,1560,1812,1.4233,11.75,6.63,59
0.02,W8,1560,1812,1.4233,11.75,6.63,59
0.03,W8,1560,1812,1.4233,11.75,6.63,59
0.04,W8,1560,1812,1.4233,11.75,6.63,59
0.05,W8,1560,1812,1.4233,11.75,6.63,59
0.06,W8,1560,1812,1.4233,11.75,6.63,59
0.07,W8,1560,1812,1.4233,11.75,6.63,59
0.08,W8,1560,1812,1.4233,11.75,6.63,59
0.09,W8,1560,1812,1.4233,11.75,6.63,59
0.10,W8,1560,1812,1.4233,11.75,6.63,59
0.11,W8,1560,1812,1.4233,11.75,6.63,59
0.12,W8,1560,1812,1.4233,11.75,6.63,59
0.13,W8,1560,1812,1.4233,11.75,6.63,59
0.14,W8,1560,1812,1.4233,11.75,6.63,59
0.15,W8,1560,1812,1.4233,11.75,6.63,59
0.16,W8,1560,1812,1.4233,11.75,6.63,59
0.17,W8,1560,1812,1.4233,11.75,6.63,59
0.18,W8,1560,1812,1.4233,11.75,6.63,59
0.19,W8,1560,1812,1.4233,11.75,6.63,59
0.20,W8,1560,1812,1.4233,11.75,6.63,59
0.21,W8,1560,1812,1.4233,11.75,6.63,59
0.22,W8,1560,1812,1.4233,11.75,6.63,59
0.23,W8,1560,1812,1.4233,11.75,6.63,59
0.24,W8,1560,1812,1.4233,11.75,6.63,59
0.25,W8,1560,1812,1.4233,11.75,6.63,59
0.26,W8,1560,1812,1.4233,11.75,6.63,59
0.27,W8,1560,1812,1.4233,11.75,6.63,59
0.28,W8,1560,1812,1.4233,11.75,6.63,59
0.29,W8,1560,1812,1.4233,11.75,6.63,59
0.30,W8,1560,1812,1.4233,11.75,6.63,59
0.31,W8,1560,1812,1.4233,11.75,6.63,59
0.32,W8,1560,1812,1.4233,11.75,6.63,59
0.33,W8,1560,1812,1.5247,51.49,24.64,59
0.34,W8,1560,1812,1.5247,51.49,24.64,59
0.35,W8,1560,1812,1.5247,51.49,24.64,59
0.36,W8,1560,1812,1.5247,51.49,24.64,59
0.37,W8,1560,1812,1.5247,51.49,24.64,59
0.38,W8,1560,1812,1.5247,51.49,24.64,59
0.39,W8,1560,1812,1.5247,51.49,24.64,59
0.40,W8,1560,1812,1.5247,51.49,24.64,59
0.41,W8,1560,1812,1.5247,51.49,24.64,59
0.42,W8,1560,1812,1.5247,51.49,24.64,59
0.43,W8,1560,1812,1.5247,51.49,24.64,59
0.44,W8,1560,1812,1.5247,51.49,24.64,59
0.45,W8,1560,1812,1.5247,51.49,24.64,59
0.46,W8,1560,1812,1.5247,51.49,24.64,59
0.47,W8,1560,1812,1.5247,51.49,24.64,59
0.48,W8,1560,1812,1.5247,51.49,24.64,59
0.49,W8,1560,1812,1.5247,51.49,24.64,59
0.50,W8,1560,1812,1.5247,51.49,24.64,59
0.51,W8,1560,1812,1.5247,51.49,24.64,59
0.52,W8,1560,1812,1.5247,51.49,24.64,59
0.53,W8,1560,1812,1.5247,51.49,24.64,59
0.54,W8,1560,1812,1.5247,51.49,24.64,59
0.55,W8,1560,1812,1.5247,51.49,24.64,59
0.56,W8,1560,1812,1.5247,51.49,24.64,59
0.57,W8,1560,1812,1.5247,51.49,24.64,59
0.58,W8,1560,1812,1.5247,51.49,24.64,59
0.59,W8,1560,1812,1.5247,51.49,24.64,59
0.60,W8,1560,1812,1.5247,51.49,24.64,59
0.61,W8,1560,1812,1.5247,51.49,24.64,59
0.62,W8,1560,1812,1.5247,51.49,24.64,59
0.63,W8,1560,1812,1.5247,51.49,24.64,59
0.64,W8,1560,1812,1.5247,51.49,24.64,59
0.65,W8,1560,1812,1.5247,51.49,24.64,59
0.66,W8,1560,1812,1.5247,51.49,24.64,59
0.67,W8,1560,1812,1.5247,51.49,24.64,59
0.68,W8,1560,1812,1.5247,51.49,24.64,59
0.69,W8,1560,1812,1.5247,51.49,24.64,59
0.70,W8,1560,1812,1.5247,51.49,24.64,59
0.71,W8,1560,1812,1.5247,51.49,24.64,59
0.72,W8,1560,1812,1.5247,51.49,24.64,59
0.73,W8,1560,1812,1.5247,51.49,24.64,59
0.74,W8,1560,1812,1.5247,51.49,24.64,59
0.75,W8,1560,1812,1.5247,51.49,24.64,59
0.76,W8,1560,1812,1.5247,51.49,24.64,59
0.77,W8,1560,1812,1.5247,51.49,24.64,59
0.78,W8,1560,1812,1.5247,51.49,24.64,59
0.79,W8,1560,1812,1.5247,51.49,24.64,59
0.80,W8,1560,1812,1.5247,51.49,24.64,59
0.81,W8,1560,1812,1.5247,51.49,24.64,59
0.82,W8,1560,1812,1.5247,51.49,24.64,59
0.83,W8,1560,1812,1.5247,51.49,24.64,59
0.84,W8,1560,1812,1.5247,51.49,24.64,59
0.85,W8,1560,1812,1.5247,51.49,24.64,59
0.86,W8,1560,1812,1.5247,51.49,24.64,59
0.87,W8,1560,1812,1.5247,51.49,24.64,59
0.88,W8,1560,1812,1.5247,51.49,24.64,59
0.89,W8,1560,1812,1.5247,51.49,24.64,59
0.90,W8,1560,1812,1.5247,51.49,24.64,59
0.91,W8,1560,1812,1.5247,51.49,24.64,59
0.92,W8,1560,1812,1.5247,51.49,24.64,59
0.93,W8,1560,1812,1.5247,51.49,24.64,59
0.94,W8,1560,1812,1.5247,51.49,24.64,59
0.95,W8,1560,1812,1.5247,51.49,24.64,59
0.96,W8,1560,1812,1.5247,51.49,24.64,59
0.97,W8,1560,1812,1.5247,51.49,24.64,59
0.98,W8,1560,1812,1.5247,51.49,24.64,59
0.99,W8,1560,1812,1.5247,51.49,24.64,59
0.01,W9,1686,1938,0.8811,4.67,6.36,50
0.02,W9,1686,1938,0.8811,4.67,6.36,50
0.03,W9,1686,1938,0.8811,4.67,6.36,50
0.04,W9,1686,1938,0.8811,4.67,6.36,50
0.05,W9,1686,1938,0.8811,4.67,6.36,50
0.06,W9,1686,1938,0.8811,4.67,6.36,50
0.07,W9,1686,1938,0.8811,4.67,6.36,50
0.08,W9,1686,1938,0.8811,4.67,6.36,50
0.09,W9,1686,1938,0.8811,4.67,6.36,50
0.10,W9,1686,1938,0.8811,4.67,6.36,50
0.11,W9,1686,1938,0.8811,4.67,6.36,50
0.12,W9,1686,1938,0.8811,4.67,6.36,50
0.13,W9,1686,1938,0.8811,4.67,6.36,50
0.14,W9,1686,1938,0.8811,4.67,6.36,50
0.15,W9,1686,1938,0.8811,4.67,6.36,50
0.16,W9,1686,1938,0.8811,4.67,6.36,50
0.17,W9,1686,1938,0.8811,4.67,6.36,50
0.18,W9,1686,1938,0.8811,4.67,6.36,50
0.19,W9,1686,1938,0.8811,4.67,6.36,50
0.20,W9,1686,1938,0.8811,4.67,6.36,50
0.21,W9,1686,1938,0.8811,4.67,6.36,50
0.22,W9,1686,1938,0.8811,4.67,6.36,50
0.23,W9,1686,1938,0.8811,4.67,6.36,50
0.24,W9,1686,1938,0.8811,4.67,6.36,50
0.25,W9,1686,1938,0.8811,4.67,6.36,50
0.26,W9,1686,1938,0.8811,4.67,6.36,50
0.27,W9,1686,1938,0.8811,4.67,6.36,50
0.28,W9,1686,1938,0.8811,4.67,6.36,50
0.29,W9,1686,1938,0.8811,4.67,6.36,50
0.30,W9,1686,1938,0.8811,4.67,6.36,50
0.31,W9,1686,1938,0.8811,4.67,6.36,50
0.32,W9,1686,1938,0.8811,4.67,6.36,50
0.33,W9,1686,1938,0.9339,18.28,23.43,50
0.34,W9,1686,1938,0.9339,18.28,23.43,50
0.35,W9,1686,1938,0.9339,18.28,23.43,50
0.36,W9,1686,1938,0.9339,18.28,23.43,50
0.37,W9,1686,1938,0.9339,18.28,23.43,50
0.38,W9,1686,1938,0.9339,18.28,23.43,50
0.39,W9,1686,1938,0.9339,18.28,23.43,50
0.40,W9,1686,1938,0.9339,18.28,23.43,50
0.41,W9,1686,1938,0.9339,18.28,23.43,50
0.42,W9,1686,1938,0.9339,18.28,23.43,50
0.43,W9,1686,1938,0.9339,18.28,23.43,50
0.44,W9,1686,1938,0.9339,18.28,23.43,50
0.45,W9,1686,1938,0.9339,18.28,23.43,50
0.46,W9,1686,1938,0.9339,18.28,23.43,50
0.47,W9,1686,1938,0.9339,18.28,23.43,50
0.48,W9,1686,1938,0.9339,18.28,23.43,50
0.49,W9,1686,1938,0.9339,18.28,23.43,50
0.50,W9,1686,1938,0.9339,18.28,23.43,50
0.51,W9,1686,1938,0.9339,18.28,23.43,50
0.52,W9,1686,1938,0.9339,18.28,23.43,50
0.53,W9,1686,1938,0.9339,18.28,23.43,50
0.54,W9,1686,1938,0.9339,18.28,23.43,50
0.55,W9,1686,1938,0.9339,18.28,23.43,50
0.56,W9,1686,1938,0.9339,18.28,23.43,50
0.57,W9,1686,1938,0.9339,18.28,23.43,50
0.58,W9,1686,1938,0.9339,18.28,23.43,50
0.59,W9,1686,1938,0.9339,18.28,23.43,50
0.60,W9,1686,1938,0.9339,18.28,23.43,50
0.61,W9,1686,1938,0.9339,18.28,23.43,50
0.62,W9,1686,1938,0.9339,18.28,23.43,50
0.63,W9,1686,1938,0.9339,18.28,23.43,50
0.64,W9,1686,1938,0.9339,18.28,23.43,50
0.65,W9,1686,1938,0.9339,18.28,23.43,50
0.66,W9,1686,1938,0.9339,18.28,23.43,50
0.67,W9,1686,1938,0.9339,18.28,23.43,50
0.68,W9,1686,1938,0.9339,18.28,23.43,50
0.69,W9,1686,1938,0.9339,18.28,23.43,50
0.70,W9,1686,1938,0.9339,18.28,23.43,50
0.71,W9,1686,1938,0.9339,18.28,23.43,50
0.72,W9,1686,1938,0.9339,18.28,23.43,50
0.73,W9,1686,1938,0.9339,18.28,23.43,50
0.74,W9,1686,1938,0.9339,18.28,23.43,50
0.75,W9,1686,1938,0.9339,18.28,23.43,50
0.76,W9,1686,1938,0.9339,18.28,23.43,50
0.77,W9,1686,1938,0.9339,18.28,23.43,50
0.78,W9,1686,1938,0.9339,18.28,23.43,50
0.79,W9,1686,1938,0.9339,18.28,23.43,50
0.80,W9,1686,1938,0.9339,18.28,23.43,50
0.81,W9,1686,1938,0.9339,18.28,23.43,50
0.82,W9,1686,1938,0.9339,18.28,23.43,50
0.83,W9,1686,1938,0.9339,18.28,23.43,50
0.84,W9,1686,1938,0.9339,18.28,23.43,50
0.85,W9,1686,1938,0.9339,18.28,23.43,50
0.86,W9,1686,1938,0.9339,18.28,23.43,50
0.87,W9,1686,1938,0.9339,18.28,23.43,50
0.88,W9,1686,1938,0.9339,18.28,23.43,50
0.89,W9,1686,1938,0.9339,18.28,23.43,50
0.90,W9,1686,1938,0.9339,18.28,23.43,50
0.91,W9,1686,1938,0.9339,18.28,23.43,50
0.92,W9,1686,1938,0.9339,18.28,23.43,50
0.93,W9,1686,1938,0.9339,18.28,23.43,50
0.94,W9,1686,1938,0.9339,18.28,23.43,50
0.95,W9,1686,1938,0.9339,18.28,23.43,50
0.96,W9,1686,1938,0.9339,18.28,23.43,50
0.97,W9,1686,1938,0.9339,18.28,23.43,50
0.98,W9,1686,1938,0.9339,18.28,23.43,50
0.99,W9,1686,1938,0.9339,18.28,23.43,50
0.01,W10,1812,2064,-1.6884,-6.14,7.93,29
0.02,W10,1812,2064,-1.6884,-6.14,7.93,29
0.03,W10,1812,2064,-1.6884,-6.14,7.93,29
0.04,W10,1812,2064,-1.6884,-6.14,7.93,29
0.05,W10,1812,2064,-1.6884,-6.14,7.93,29
0.06,W10,1812,2064,-1.6884,-6.14,7.93,29
0.07,W10,1812,2064,-1.6884,-6.14,7.93,29
0.08,W10,1812,2064,-1.6884,-6.14,7.93,29
0.09,W10,1812,2064,-1.6884,-6.14,7.93,29
0.10,W10,1812,2064,-1.6884,-6.14,7.93,29
0.11,W10,1812,2064,-1.6884,-6.14,7.93,29
0.12,W10,1812,2064,-1.6884,-6.14,7.93,29
0.13,W10,1812,2064,-1.6884,-6.14,7.93,29
0.14,W10,1812,2064,-1.6884,-6.14,7.93,29
0.15,W10,1812,2064,-1.6884,-6.14,7.93,29
0.16,W10,1812,2064,-1.6884,-6.14,7.93,29
0.17,W10,1812,2064,-1.6884,-6.14,7.93,29
0.18,W10,1812,2064,-1.6884,-6.14,7.93,29
0.19,W10,1812,2064,-1.6884,-6.14,7.93,29
0.20,W10,1812,2064,-1.6884,-6.14,7.93,29
0.21,W10,1812,2064,-1.6884,-6.14,7.93,29
0.22,W10,1812,2064,-1.6884,-6.14,7.93,29
0.23,W10,1812,2064,-1.6884,-6.14,7.93,29
0.24,W10,1812,2064,-1.6884,-6.14,7.93,29
0.25,W10,1812,2064,-1.6884,-6.14,7.93,29
0.26,W10,1812,2064,-1.6884,-6.14,7.93,29
0.27,W10,1812,2064,-1.6884,-6.14,7.93,29
0.28,W10,1812,2064,-1.6884,-6.14,7.93,29
0.29,W10,1812,2064,-1.6884,-6.14,7.93,29
0.30,W10,1812,2064,-1.6884,-6.14,7.93,29
0.31,W10,1812,2064,-1.6884,-6.14,7.93,29
0.32,W10,1812,2064,-1.6884,-6.14,7.93,29
0.33,W10,1812,2064,-1.6657,-22.98,28.59,29
0.34,W10,1812,2064,-1.6657,-22.98,28.59,29
0.35,W10,1812,2064,-1.6657,-22.98,28.59,29
0.36,W10,1812,2064,-1.6657,-22.98,28.59,29
0.37,W10,1812,2064,-1.6657,-22.98,28.59,29
0.38,W10,1812,2064,-1.6657,-22.98,28.59,29
0.39,W10,1812,2064,-1.6657,-22.98,28.59,29
0.40,W10,1812,2064,-1.6657,-22.98,28.59,29
0.41,W10,1812,2064,-1.6657,-22.98,28.59,29
0.42,W10,1812,2064,-1.6657,-22.98,28.59,29
0.43,W10,1812,2064,-1.6657,-22.98,28.59,29
0.44,W10,1812,2064,-1.6657,-22.98,28.59,29
0.45,W10,1812,2064,-1.6657,-22.98,28.59,29
0.46,W10,1812,2064,-1.6657,-22.98,28.59,29
0.47,W10,1812,2064,-1.6657,-22.98,28.59,29
0.48,W10,1812,2064,-1.6657,-22.98,28.59,29
0.49,W10,1812,2064,-1.6657,-22.98,28.59,29
0.50,W10,1812,2064,-1.6657,-22.98,28.59,29
0.51,W10,1812,2064,-1.6657,-22.98,28.59,29
0.52,W10,1812,2064,-1.6657,-22.98,28.59,29
0.53,W10,1812,2064,-1.6657,-22.98,28.59,29
0.54,W10,1812,2064,-1.6657,-22.98,28.59,29
0.55,W10,1812,2064,-1.6657,-22.98,28.59,29
0.56,W10,1812,2064,-1.6657,-22.98,28.59,29
0.57,W10,1812,2064,-1.6657,-22.98,28.59,29
0.58,W10,1812,2064,-1.6657,-22.98,28.59,29
0.59,W10,1812,2064,-1.6657,-22.98,28.59,29
0.60,W10,1812,2064,-1.6657,-22.98,28.59,29
0.61,W10,1812,2064,-1.6657,-22.98,28.59,29
0.62,W10,1812,2064,-1.6657,-22.98,28.59,29
0.63,W10,1812,2064,-1.6657,-22.98,28.59,29
0.64,W10,1812,2064,-1.6657,-22.98,28.59,29
0.65,W10,1812,2064,-1.6657,-22.98,28.59,29
0.66,W10,1812,2064,-1.6657,-22.98,28.59,29
0.67,W10,1812,2064,-1.6657,-22.98,28.59,29
0.68,W10,1812,2064,-1.6657,-22.98,28.59,29
0.69,W10,1812,2064,-1.6657,-22.98,28.59,29
0.70,W10,1812,2064,-1.6657,-22.98,28.59,29
0.71,W10,1812,2064,-1.6657,-22.98,28.59,29
0.72,W10,1812,2064,-1.6657,-22.98,28.59,29
0.73,W10,1812,2064,-1.6657,-22.98,28.59,29
0.74,W10,1812,2064,-1.6657,-22.98,28.59,29
0.75,W10,1812,2064,-1.6657,-22.98,28.59,29
0.76,W10,1812,2064,-1.6657,-22.98,28.59,29
0.77,W10,1812,2064,-1.6657,-22.98,28.59,29
0.78,W10,1812,2064,-1.6657,-22.98,28.59,29
0.79,W10,1812,2064,-1.6657,-22.98,28.59,29
0.80,W10,1812,2064,-1.6657,-22.98,28.59,29
0.81,W10,1812,2064,-1.6657,-22.98,28.59,29
0.82,W10,1812,2064,-1.6657,-22.98,28.59,29
0.83,W10,1812,2064,-1.6657,-22.98,28.59,29
0.84,W10,1812,2064,-1.6657,-22.98,28.59,29
0.85,W10,1812,2064,-1.6657,-22.98,28.59,29
0.86,W10,1812,2064,-1.6657,-22.98,28.59,29
0.87,W10,1812,2064,-1.6657,-22.98,28.59,29
0.88,W10,1812,2064,-1.6657,-22.98,28.59,29
0.89,W10,1812,2064,-1.6657,-22.98,28.59,29
0.90,W10,1812,2064,-1.6657,-22.98,28.59,29
0.91,W10,1812,2064,-1.6657,-22.98,28.59,29
0.92,W10,1812,2064,-1.6657,-22.98,28.59,29
0.93,W10,1812,2064,-1.6657,-22.98,28.59,29
0.94,W10,1812,2064,-1.6657,-22.98,28.59,29
0.95,W10,1812,2064,-1.6657,-22.98,28.59,29
0.96,W10,1812,2064,-1.6657,-22.98,28.59,29
0.97,W10,1812,2064,-1.6657,-22.98,28.59,29
0.98,W10,1812,2064,-1.6657,-22.98,28.59,29
0.99,W10,1812,2064,-1.6657,-22.98,28.59,29
