step,Base5_W0_asym_hard,Base5_W0_asym_soft,Base5_W0_baseline,Base5_W1_asym_hard,Base5_W1_asym_soft,Base5_W1_baseline,Base5_W2_asym_hard,Base5_W2_asym_soft,Base5_W2_baseline,Base5_W3_asym_hard,Base5_W3_asym_soft,Base5_W3_baseline,Base5_W4_asym_hard,Base5_W4_asym_soft,Base5_W4_baseline,Base5_W5_asym_hard,Base5_W5_asym_soft,Base5_W5_baseline,LargeCaps5_W0_asym_hard,LargeCaps5_W0_asym_soft,LargeCaps5_W0_baseline,LargeCaps5_W1_asym_hard,LargeCaps5_W1_asym_soft,LargeCaps5_W1_baseline,LargeCaps5_W2_asym_hard,LargeCaps5_W2_asym_soft,LargeCaps5_W2_baseline,LargeCaps5_W3_asym_hard,LargeCaps5_W3_asym_soft,LargeCaps5_W3_baseline,LargeCaps5_W4_asym_hard,LargeCaps5_W4_asym_soft,LargeCaps5_W4_baseline,LargeCaps5_W5_asym_hard,LargeCaps5_W5_asym_soft,LargeCaps5_W5_baseline,Legacy3_W0_asym_hard,Legacy3_W0_asym_soft,Legacy3_W0_baseline,Legacy3_W1_asym_hard,Legacy3_W1_asym_soft,Legacy3_W1_baseline,Legacy3_W2_asym_hard,Legacy3_W2_asym_soft,Legacy3_W2_baseline,Legacy3_W3_asym_hard,Legacy3_W3_asym_soft,Legacy3_W3_baseline,Legacy3_W4_asym_hard,Legacy3_W4_asym_soft,Legacy3_W4_baseline,Legacy3_W5_asym_hard,Legacy3_W5_asym_soft,Legacy3_W5_baseline,Legacy4_W0_asym_hard,Legacy4_W0_asym_soft,Legacy4_W0_baseline,Legacy4_W1_asym_hard,Legacy4_W1_asym_soft,Legacy4_W1_baseline,Legacy4_W2_asym_hard,Legacy4_W2_asym_soft,Legacy4_W2_baseline,Legacy4_W3_asym_hard,Legacy4_W3_asym_soft,Legacy4_W3_baseline,Legacy4_W4_asym_hard,Legacy4_W4_asym_soft,Legacy4_W4_baseline,Legacy4_W5_asym_hard,Legacy4_W5_asym_soft,Legacy4_W5_baseline,Legacy5BNB_W0_asym_hard,Legacy5BNB_W0_asym_soft,Legacy5BNB_W0_baseline,Legacy5BNB_W1_asym_hard,Legacy5BNB_W1_asym_soft,Legacy5BNB_W1_baseline,Legacy5BNB_W2_asym_hard,Legacy5BNB_W2_asym_soft,Legacy5BNB_W2_baseline,Legacy5BNB_W3_asym_hard,Legacy5BNB_W3_asym_soft,Legacy5BNB_W3_baseline,Legacy5BNB_W4_asym_hard,Legacy5BNB_W4_asym_soft,Legacy5BNB_W4_baseline,Legacy5BNB_W5_asym_hard,Legacy5BNB_W5_asym_soft,Legacy5BNB_W5_baseline,LowVolume5_W0_asym_hard,LowVolume5_W0_asym_soft,LowVolume5_W0_baseline,LowVolume5_W1_asym_hard,LowVolume5_W1_asym_soft,LowVolume5_W1_baseline,LowVolume5_W2_asym_hard,LowVolume5_W2_asym_soft,LowVolume5_W2_baseline,LowVolume5_W3_asym_hard,LowVolume5_W3_asym_soft,LowVolume5_W3_baseline,LowVolume5_W4_asym_hard,LowVolume5_W4_asym_soft,LowVolume5_W4_baseline,LowVolume5_W5_asym_hard,LowVolume5_W5_asym_soft,LowVolume5_W5_baseline,NoDOGE_W0_asym_hard,NoDOGE_W0_asym_soft,NoDOGE_W0_baseline,NoDOGE_W1_asym_hard,NoDOGE_W1_asym_soft,NoDOGE_W1_baseline,NoDOGE_W2_asym_hard,NoDOGE_W2_asym_soft,NoDOGE_W2_baseline,NoDOGE_W3_asym_hard,NoDOGE_W3_asym_soft,NoDOGE_W3_baseline,NoDOGE_W4_asym_hard,NoDOGE_W4_asym_soft,NoDOGE_W4_baseline,NoDOGE_W5_asym_hard,NoDOGE_W5_asym_soft,NoDOGE_W5_baseline,OldGuard4_W0_asym_hard,OldGuard4_W0_asym_soft,OldGuard4_W0_baseline,OldGuard4_W1_asym_hard,OldGuard4_W1_asym_soft,OldGuard4_W1_baseline,OldGuard4_W2_asym_hard,OldGuard4_W2_asym_soft,OldGuard4_W2_baseline,OldGuard4_W3_asym_hard,OldGuard4_W3_asym_soft,OldGuard4_W3_baseline,OldGuard4_W4_asym_hard,OldGuard4_W4_asym_soft,OldGuard4_W4_baseline,OldGuard4_W5_asym_hard,OldGuard4_W5_asym_soft,OldGuard4_W5_baseline,OldGuardNoBNB_W0_asym_hard,OldGuardNoBNB_W0_asym_soft,OldGuardNoBNB_W0_baseline,OldGuardNoBNB_W1_asym_hard,OldGuardNoBNB_W1_asym_soft,OldGuardNoBNB_W1_baseline,OldGuardNoBNB_W2_asym_hard,OldGuardNoBNB_W2_asym_soft,OldGuardNoBNB_W2_baseline,OldGuardNoBNB_W3_asym_hard,OldGuardNoBNB_W3_asym_soft,OldGuardNoBNB_W3_baseline,OldGuardNoBNB_W4_asym_hard,OldGuardNoBNB_W4_asym_soft,OldGuardNoBNB_W4_baseline,OldGuardNoBNB_W5_asym_hard,OldGuardNoBNB_W5_asym_soft,OldGuardNoBNB_W5_baseline
10,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.916263,0.916263,0.916263,2.692046,2.692046,2.692046,1.165896,1.165896,1.165896,0.917024,0.917024,0.917024,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.692046,2.692046,2.692046,1.275986,1.275986,1.275986,0.917024,0.917024,0.917024,0.938932,0.938932,0.938932,0.966540,0.966540,0.966540,0.950820,0.950820,0.950820,1.003334,1.003334,1.003334,0.939592,0.939592,0.939592,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.966540,0.966540,0.966540,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.165896,1.165896,1.165896,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.275986,1.275986,1.275986,1.013709,1.013709,1.013709,0.938932,0.938932,0.938932,0.902004,0.902004,0.902004,0.836273,0.836273,0.836273,1.334702,1.334702,1.334702,0.890512,0.890512,0.890512,0.846467,0.846467,0.846467,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.692046,2.692046,2.692046,1.165896,1.165896,1.165896,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,0.855484,0.855484,0.855484,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.939592,0.939592,0.939592,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.890833,0.890833,0.890833,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.165896,1.165896,1.165896,0.917024,0.917024,0.917024
11,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.916263,0.916263,0.916263,2.692046,2.692046,2.692046,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.692046,2.692046,2.692046,1.275986,1.275986,1.275986,0.917024,0.917024,0.917024,0.938932,0.938932,0.938932,0.966540,0.966540,0.966540,0.950820,0.950820,0.950820,1.003334,1.003334,1.003334,0.939592,0.939592,0.939592,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.966540,0.966540,0.966540,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.275986,1.275986,1.275986,1.013709,1.013709,1.013709,0.938932,0.938932,0.938932,0.902004,0.902004,0.902004,0.889142,0.889142,0.889142,1.177977,1.177977,1.177977,0.890512,0.890512,0.890512,0.846467,0.846467,0.846467,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.692046,2.692046,2.692046,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,0.789111,0.789111,0.789111,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.939592,0.939592,0.939592,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.890833,0.890833,0.890833,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
12,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,1.000076,1.000076,1.000076,2.567818,2.567818,2.567818,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.917024,0.917024,0.917024,0.938932,0.938932,0.938932,0.966540,0.966540,0.966540,0.926630,0.926630,0.926630,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.966540,0.966540,0.966540,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.275986,1.275986,1.275986,1.013709,1.013709,1.013709,0.938932,0.938932,0.938932,0.902004,0.902004,0.902004,0.889142,0.889142,0.889142,1.177977,1.177977,1.177977,0.852246,0.852246,0.852246,0.846467,0.846467,0.846467,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,0.789111,0.789111,0.789111,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.821717,0.821717,0.821717,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
13,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,1.000076,1.000076,1.000076,2.567818,2.567818,2.567818,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.917024,0.917024,0.917024,0.949573,0.949573,0.938635,1.012978,1.012978,1.012978,0.926630,0.926630,0.926630,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.966540,0.966540,0.966540,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.275986,1.275986,1.275986,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.902004,0.902004,0.902004,0.853323,0.853323,0.853323,2.207236,2.207236,2.207236,0.852246,0.852246,0.852246,0.846467,0.846467,0.846467,1.262555,1.262555,1.262555,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,0.766070,0.766070,0.766070,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.821717,0.821717,0.821717,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
14,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,1.000076,1.000076,1.000076,2.567818,2.567818,2.567818,1.430082,1.430082,1.430082,0.953237,0.953237,0.953237,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.953237,0.953237,0.953237,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.966540,0.966540,0.966540,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.902004,0.902004,0.902004,0.853323,0.853323,0.853323,1.729205,1.729205,1.729205,0.818849,0.818849,0.818849,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.430082,1.430082,1.430082,0.953237,0.953237,0.953237,1.000000,1.000000,1.000000,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.000000,1.000000,1.000000,0.821717,0.821717,0.821717,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
15,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.974633,0.974633,0.974633,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.953237,0.953237,0.953237,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.902004,0.902004,0.902004,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.818849,0.818849,0.818849,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.003334,1.003334,1.003334,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.821717,0.821717,0.821717,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
16,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.974633,0.974633,0.974633,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.953237,0.953237,0.953237,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.374651,1.374651,1.374651,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.870754,0.870754,0.870754,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.818849,0.818849,0.818849,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.374651,1.374651,1.374651,0.876468,0.876468,0.876468,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
17,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.974633,0.974633,0.974633,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.953237,0.953237,0.953237,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.213235,1.213235,1.213235,0.821505,0.821505,0.821505,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.870754,0.870754,0.870754,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.818849,0.818849,0.818849,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.213235,1.213235,1.213235,0.821505,0.821505,0.821505,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.126929,1.126929,1.126929,0.917024,0.917024,0.917024
18,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.936303,0.936303,0.936303,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.576485,1.576485,1.576485,0.953237,0.953237,0.953237,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.430697,1.430697,1.430697,0.688768,0.688768,0.688768,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.917024,0.917024,0.917024,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.870754,0.870754,0.870754,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.818849,0.818849,0.818849,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,0.953237,0.953237,0.953237,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.430697,1.430697,1.430697,0.821505,0.821505,0.821505,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.917024,0.917024,0.917024
19,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.936303,0.936303,0.936303,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,1.213986,1.213986,1.213986,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.496980,1.496980,1.496980,1.213986,1.213986,1.213986,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,0.926630,0.926630,0.926630,1.153847,1.153847,1.153847,0.688768,0.688768,0.688768,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.917024,0.917024,0.917024,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.870754,0.870754,0.870754,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.763836,0.763836,0.763836,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.661826,1.661826,1.661826,1.213986,1.213986,1.213986,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.153847,1.153847,1.153847,0.914872,0.914872,0.861056,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.917024,0.917024,0.917024
20,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.936303,0.936303,0.936303,2.567818,2.567818,2.567818,1.578017,1.578017,1.578017,1.213986,1.213986,1.213986,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.496980,1.496980,1.496980,1.213986,1.213986,1.213986,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,1.132272,1.132272,1.132272,1.106339,1.106339,1.106339,0.688768,0.688768,0.688768,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.870754,0.870754,0.870754,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.763836,0.763836,0.763836,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.567818,2.567818,2.567818,1.578017,1.578017,1.578017,1.213986,1.213986,1.213986,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.106339,1.106339,1.106339,0.914872,0.914872,0.861056,0.954510,0.954510,0.954510,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.094680,1.094680,1.094680,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973
21,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.936303,0.936303,0.936303,3.021946,3.021946,3.021946,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,3.021946,3.021946,3.021946,1.496980,1.496980,1.496980,1.108910,1.108910,1.108910,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,1.081591,1.081591,1.081591,1.106339,1.106339,1.106339,0.688768,0.688768,0.688768,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.405065,1.405065,1.405065,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.405065,1.405065,1.405065,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.816053,0.816053,0.816053,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.763836,0.763836,0.763836,0.846467,0.846467,0.846467,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,3.021946,3.021946,3.021946,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.106339,1.106339,1.106339,0.914872,0.914872,0.861056,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.405065,1.405065,1.405065,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973
22,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,1.144092,1.144092,1.144092,2.895263,2.895263,2.895263,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.895263,2.895263,2.895263,1.496980,1.496980,1.496980,1.108910,1.108910,1.108910,0.949573,0.949573,0.938635,0.978660,0.978660,0.978660,1.050973,1.050973,1.050973,1.106339,1.106339,1.106339,0.688768,0.688768,0.688768,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.928188,0.928188,0.928188,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.816053,0.816053,0.816053,1.042580,1.042580,1.042580,1.658008,1.658008,1.658008,0.763836,0.763836,0.763836,0.779037,0.779037,0.779037,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.895263,2.895263,2.895263,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.106339,1.106339,1.106339,0.914872,0.914872,0.861056,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.054519,1.054519,1.054519,0.843973,0.843973,0.843973
23,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,1.092881,1.092881,1.092881,2.895263,2.895263,2.895263,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.895263,2.895263,2.895263,1.496980,1.496980,1.496980,1.108910,1.108910,1.108910,0.949573,0.949573,0.938635,0.899963,0.899963,0.975390,1.050973,1.050973,1.050973,1.106339,1.106339,1.106339,0.688768,0.688768,0.688768,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.901085,0.901085,0.901085,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.054519,1.054519,1.054519,0.860902,0.828850,0.838556,1.011334,1.011334,0.999684,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.058351,1.058351,1.058351,1.013709,1.013709,1.013709,0.949573,0.949573,0.938635,0.816053,0.816053,0.816053,0.970931,0.970931,0.970931,1.658008,1.658008,1.658008,0.705623,0.705623,0.705623,0.779037,0.779037,0.779037,0.789150,0.789150,0.789150,1.000000,1.000000,1.000000,0.881410,0.881410,0.881410,2.895263,2.895263,2.895263,1.578017,1.578017,1.578017,1.108910,1.108910,1.108910,1.011334,1.011334,0.999684,0.612089,0.612089,0.612089,0.962133,0.962133,0.962133,1.106339,1.106339,1.106339,0.914872,0.914872,0.861056,0.878474,0.878474,0.878474,1.011334,1.011334,0.999684,0.656552,0.656552,0.656552,1.000000,1.000000,1.000000,1.656912,1.656912,1.656912,1.054519,1.054519,1.054519,0.860902,0.828850,0.838556
