atr_entry_mult,universe,window,step,equity
0.00,Base5,0,218,131.33336061
0.00,Base5,0,220,121.15546004
0.00,Base5,0,222,121.15546004
0.00,Base5,0,224,121.15546004
0.00,Base5,0,226,121.15546004
0.00,Base5,0,228,121.15546004
0.00,Base5,0,230,94.48153901
0.00,Base5,0,232,88.55110470
0.00,Base5,0,234,88.55110470
0.00,Base5,0,236,88.55110470
0.00,Base5,0,238,88.55110470
0.00,Base5,0,240,88.55110470
0.00,Base5,0,242,88.55110470
0.00,Base5,0,244,88.55110470
0.00,Base5,0,246,88.55110470
0.00,Base5,0,248,88.55110470
0.00,Base5,0,250,88.55110470
0.00,Base5,1,0,1.00000000
0.00,Base5,1,2,1.12538938
0.00,Base5,1,4,1.44525740
0.00,Base5,1,6,2.04799544
0.00,Base5,1,8,1.95487779
0.00,Base5,1,10,1.95487779
0.00,Base5,1,12,1.95487779
0.00,Base5,1,14,1.95487779
0.00,Base5,1,16,1.95487779
0.00,Base5,1,18,1.95487779
0.00,Base5,1,20,1.95487779
0.00,Base5,1,22,1.95487779
0.00,Base5,1,24,1.95487779
0.00,Base5,1,26,1.95487779
0.00,Base5,1,28,1.95487779
0.00,Base5,1,30,1.95487779
0.00,Base5,1,32,1.95487779
0.00,Base5,1,34,1.95487779
0.00,Base5,1,36,1.95487779
0.00,Base5,1,38,1.95487779
0.00,Base5,1,40,1.95487779
0.00,Base5,1,42,1.95487779
0.00,Base5,1,44,1.81994829
0.00,Base5,1,46,1.81994829
0.00,Base5,1,48,1.67228403
0.00,Base5,1,50,1.40016534
0.00,Base5,1,52,1.16990379
0.00,Base5,1,54,1.16990379
0.00,Base5,1,56,1.16990379
0.00,Base5,1,58,1.16990379
0.00,Base5,1,60,1.16990379
0.00,Base5,1,62,1.16990379
0.00,Base5,1,64,1.16990379
0.00,Base5,1,66,1.16990379
0.00,Base5,1,68,1.16990379
0.00,Base5,1,70,1.46906353
0.00,Base5,1,72,0.90142788
0.00,Base5,1,74,0.90142788
0.00,Base5,1,76,0.90142788
0.00,Base5,1,78,0.96082244
0.00,Base5,1,80,0.67941364
0.00,Base5,1,82,0.48640319
0.00,Base5,1,84,0.48640319
0.00,Base5,1,86,0.48640319
0.00,Base5,1,88,0.60213482
0.00,Base5,1,90,0.63417622
0.00,Base5,1,92,0.64046435
0.00,Base5,1,94,0.54848039
0.00,Base5,1,96,0.45943575
0.00,Base5,1,98,0.37814079
0.00,Base5,1,100,0.37814079
0.00,Base5,1,102,0.37814079
0.00,Base5,1,104,0.37814079
0.00,Base5,1,106,0.37814079
0.00,Base5,1,108,0.37814079
0.00,Base5,1,110,0.37814079
0.00,Base5,1,112,0.37814079
0.00,Base5,1,114,0.37814079
0.00,Base5,1,116,0.37814079
0.00,Base5,1,118,0.37814079
0.00,Base5,1,120,0.37814079
0.00,Base5,1,122,0.37814079
0.00,Base5,1,124,0.37814079
0.00,Base5,1,126,0.37814079
0.00,Base5,1,128,0.37814079
0.00,Base5,1,130,0.40645607
0.00,Base5,1,132,0.37339087
0.00,Base5,1,134,0.37339087
0.00,Base5,1,136,0.37339087
0.00,Base5,1,138,0.54655558
0.00,Base5,1,140,0.54655558
0.00,Base5,1,142,0.54655558
0.00,Base5,1,144,0.69305380
0.00,Base5,1,146,1.33493635
0.00,Base5,1,148,2.05878210
0.00,Base5,1,150,2.05878210
0.00,Base5,1,152,1.25367629
0.00,Base5,1,154,1.25367629
0.00,Base5,1,156,1.25367629
0.00,Base5,1,158,1.25367629
0.00,Base5,1,160,1.25367629
0.00,Base5,1,162,1.25367629
0.00,Base5,1,164,1.25367629
0.00,Base5,1,166,1.85132552
0.00,Base5,1,168,1.61162133
0.00,Base5,1,170,1.32993538
0.00,Base5,1,172,1.32993538
0.00,Base5,1,174,1.32993538
0.00,Base5,1,176,1.32993538
0.00,Base5,1,178,1.32993538
0.00,Base5,1,180,1.32993538
0.00,Base5,1,182,1.32993538
0.00,Base5,1,184,1.32993538
0.00,Base5,1,186,1.32993538
0.00,Base5,1,188,1.32993538
0.00,Base5,1,190,1.32993538
0.00,Base5,1,192,1.32993538
0.00,Base5,1,194,1.32993538
0.00,Base5,1,196,1.32993538
0.00,Base5,1,198,1.32993538
0.00,Base5,1,200,1.32993538
0.00,Base5,1,202,1.33752002
0.00,Base5,1,204,1.04381586
0.00,Base5,1,206,1.10353186
0.00,Base5,1,208,1.10353186
0.00,Base5,1,210,1.05053358
0.00,Base5,1,212,0.99878546
0.00,Base5,1,214,0.88399093
0.00,Base5,1,216,0.88399093
0.00,Base5,1,218,0.88399093
0.00,Base5,1,220,0.88399093
0.00,Base5,1,222,0.88399093
0.00,Base5,1,224,0.95554522
0.00,Base5,1,226,1.02493634
0.00,Base5,1,228,0.91155873
0.00,Base5,1,230,0.79119385
0.00,Base5,1,232,0.81473580
0.00,Base5,1,234,0.83227419
0.00,Base5,1,236,0.81158544
0.00,Base5,1,238,0.78568476
0.00,Base5,1,240,0.72489892
0.00,Base5,1,242,0.67871494
0.00,Base5,1,244,0.67871494
0.00,Base5,1,246,0.67871494
0.00,Base5,1,248,0.67871494
0.00,Base5,1,250,0.67871494
0.00,Base5,2,0,1.00000000
0.00,Base5,2,2,1.00000000
0.00,Base5,2,4,1.00000000
0.00,Base5,2,6,1.00000000
0.00,Base5,2,8,1.00000000
0.00,Base5,2,10,0.91426255
0.00,Base5,2,12,0.91426255
0.00,Base5,2,14,1.09698058
0.00,Base5,2,16,1.07995000
0.00,Base5,2,18,0.91508577
0.00,Base5,2,20,0.91508577
0.00,Base5,2,22,0.91508577
0.00,Base5,2,24,0.91508577
0.00,Base5,2,26,0.91508577
0.00,Base5,2,28,0.91508577
0.00,Base5,2,30,0.91508577
0.00,Base5,2,32,0.91508577
0.00,Base5,2,34,0.91508577
0.00,Base5,2,36,0.91508577
0.00,Base5,2,38,0.91508577
0.00,Base5,2,40,0.91070932
0.00,Base5,2,42,0.84776021
0.00,Base5,2,44,0.78579089
0.00,Base5,2,46,0.78579089
0.00,Base5,2,48,0.78579089
0.00,Base5,2,50,0.78579089
0.00,Base5,2,52,0.78579089
0.00,Base5,2,54,0.86254681
0.00,Base5,2,56,0.86254681
0.00,Base5,2,58,1.01024135
0.00,Base5,2,60,1.37131587
0.00,Base5,2,62,1.76064872
0.00,Base5,2,64,1.72532428
0.00,Base5,2,66,1.70150858
0.00,Base5,2,68,1.48021515
0.00,Base5,2,70,1.26795539
0.00,Base5,2,72,1.05199094
0.00,Base5,2,74,1.05199094
0.00,Base5,2,76,1.05199094
0.00,Base5,2,78,1.05199094
0.00,Base5,2,80,1.05199094
0.00,Base5,2,82,1.05199094
0.00,Base5,2,84,0.98011205
0.00,Base5,2,86,0.98011205
0.00,Base5,2,88,0.84407989
0.00,Base5,2,90,0.84407989
0.00,Base5,2,92,0.75592776
0.00,Base5,2,94,0.92022788
0.00,Base5,2,96,0.86872397
0.00,Base5,2,98,0.80884347
0.00,Base5,2,100,0.80884347
0.00,Base5,2,102,0.80884347
0.00,Base5,2,104,0.80884347
0.00,Base5,2,106,0.80884347
0.00,Base5,2,108,0.80884347
0.00,Base5,2,110,0.80884347
0.00,Base5,2,112,0.80884347
0.00,Base5,2,114,0.80884347
0.00,Base5,2,116,0.80884347
0.00,Base5,2,118,0.80884347
0.00,Base5,2,120,0.80884347
0.00,Base5,2,122,0.80884347
0.00,Base5,2,124,0.80884347
0.00,Base5,2,126,1.20492790
0.00,Base5,2,128,1.20492790
0.00,Base5,2,130,2.32656637
0.00,Base5,2,132,2.33055148
0.00,Base5,2,134,2.19961874
0.00,Base5,2,136,2.19961874
0.00,Base5,2,138,2.15124438
0.00,Base5,2,140,2.15124438
0.00,Base5,2,142,2.15124438
0.00,Base5,2,144,2.15124438
0.00,Base5,2,146,1.86555549
0.00,Base5,2,148,1.94284669
0.00,Base5,2,150,2.18893337
0.00,Base5,2,152,2.47961320
0.00,Base5,2,154,2.48395874
0.00,Base5,2,156,2.74476097
0.00,Base5,2,158,2.50451951
0.00,Base5,2,160,2.50451951
0.00,Base5,2,162,2.98634080
0.00,Base5,2,164,2.98634080
0.00,Base5,2,166,2.98634080
0.00,Base5,2,168,2.92262461
0.00,Base5,2,170,2.71507186
0.00,Base5,2,172,2.44396613
0.00,Base5,2,174,2.26319848
0.00,Base5,2,176,3.44588586
0.00,Base5,2,178,3.31450948
0.00,Base5,2,180,3.37870192
0.00,Base5,2,182,3.37870192
0.00,Base5,2,184,3.37870192
0.00,Base5,2,186,3.37870192
0.00,Base5,2,188,3.37870192
0.00,Base5,2,190,3.11680064
0.00,Base5,2,192,3.11680064
0.00,Base5,2,194,3.11680064
0.00,Base5,2,196,3.11680064
0.00,Base5,2,198,3.11680064
0.00,Base5,2,200,3.11680064
0.00,Base5,2,202,3.11680064
0.00,Base5,2,204,3.11680064
0.00,Base5,2,206,3.11680064
0.00,Base5,2,208,3.11680064
0.00,Base5,2,210,3.11680064
0.00,Base5,2,212,3.11680064
0.00,Base5,2,214,3.11680064
0.00,Base5,2,216,3.11680064
0.00,Base5,2,218,3.11680064
0.00,Base5,2,220,2.96127491
0.00,Base5,2,222,2.96127491
0.00,Base5,2,224,2.96127491
0.00,Base5,2,226,2.96127491
0.00,Base5,2,228,3.34546316
0.00,Base5,2,230,4.15469648
0.00,Base5,2,232,4.15469648
0.00,Base5,2,234,4.15469648
0.00,Base5,2,236,4.15469648
0.00,Base5,2,238,4.83117920
0.00,Base5,2,240,5.51761780
0.00,Base5,2,242,5.51761780
0.00,Base5,2,244,5.51761780
0.00,Base5,2,246,5.51761780
0.00,Base5,2,248,4.59353606
0.00,Base5,2,250,3.80235733
0.00,Base5,3,0,1.00000000
0.00,Base5,3,2,1.33389699
0.00,Base5,3,4,1.39705947
0.00,Base5,3,6,1.56649797
0.00,Base5,3,8,1.64646639
0.00,Base5,3,10,2.21323328
0.00,Base5,3,12,2.21323328
0.00,Base5,3,14,2.19655077
0.00,Base5,3,16,2.03288587
0.00,Base5,3,18,1.70600167
0.00,Base5,3,20,1.45380126
0.00,Base5,3,22,1.72637693
0.00,Base5,3,24,2.01204996
0.00,Base5,3,26,2.01204996
0.00,Base5,3,28,1.83851444
0.00,Base5,3,30,1.83851444
0.00,Base5,3,32,1.83851444
0.00,Base5,3,34,1.80410432
0.00,Base5,3,36,1.80410432
0.00,Base5,3,38,1.80410432
0.00,Base5,3,40,1.47736079
0.00,Base5,3,42,1.47736079
0.00,Base5,3,44,1.88955155
0.00,Base5,3,46,2.85764353
0.00,Base5,3,48,2.49022687
0.00,Base5,3,50,2.49022687
0.00,Base5,3,52,3.23756641
0.00,Base5,3,54,5.59787350
0.00,Base5,3,56,7.78980771
0.00,Base5,3,58,9.62297268
0.00,Base5,3,60,10.45446477
0.00,Base5,3,62,10.53555567
0.00,Base5,3,64,10.53700285
0.00,Base5,3,66,8.21625730
0.00,Base5,3,68,5.45993047
0.00,Base5,3,70,4.17913961
0.00,Base5,3,72,4.17913961
0.00,Base5,3,74,4.17913961
0.00,Base5,3,76,4.17913961
0.00,Base5,3,78,3.74924786
0.00,Base5,3,80,3.74924786
0.00,Base5,3,82,4.62131525
0.00,Base5,3,84,4.62131525
0.00,Base5,3,86,4.62131525
0.00,Base5,3,88,3.98283968
0.00,Base5,3,90,3.98283968
0.00,Base5,3,92,5.05201542
0.00,Base5,3,94,5.42595730
0.00,Base5,3,96,6.41037068
0.00,Base5,3,98,9.51476169
0.00,Base5,3,100,10.70927040
0.00,Base5,3,102,10.32308978
0.00,Base5,3,104,11.47332819
0.00,Base5,3,106,13.05807540
0.00,Base5,3,108,11.52885691
0.00,Base5,3,110,10.83889213
0.00,Base5,3,112,10.83889213
0.00,Base5,3,114,10.83889213
0.00,Base5,3,116,5.98552911
0.00,Base5,3,118,2.55734024
0.00,Base5,3,120,2.55734024
0.00,Base5,3,122,2.55734024
0.00,Base5,3,124,2.55734024
0.00,Base5,3,126,2.55734024
0.00,Base5,3,128,2.51360816
0.00,Base5,3,130,2.33244546
0.00,Base5,3,132,2.33244546
0.00,Base5,3,134,2.33244546
0.00,Base5,3,136,2.33244546
0.00,Base5,3,138,2.33244546
0.00,Base5,3,140,2.33244546
0.00,Base5,3,142,2.33244546
0.00,Base5,3,144,2.33244546
0.00,Base5,3,146,2.33244546
0.00,Base5,3,148,2.33244546
0.00,Base5,3,150,3.09587171
0.00,Base5,3,152,3.09587171
0.00,Base5,3,154,3.09587171
0.00,Base5,3,156,3.09587171
0.00,Base5,3,158,2.90221979
0.00,Base5,3,160,2.71008008
0.00,Base5,3,162,2.19000980
0.00,Base5,3,164,1.94311227
0.00,Base5,3,166,1.94311227
0.00,Base5,3,168,1.94311227
0.00,Base5,3,170,1.98836180
0.00,Base5,3,172,1.98836180
0.00,Base5,3,174,2.68975655
0.00,Base5,3,176,4.30781251
0.00,Base5,3,178,6.61310350
0.00,Base5,3,180,8.93212512
0.00,Base5,3,182,9.47564268
0.00,Base5,3,184,8.43681308
0.00,Base5,3,186,7.71189840
0.00,Base5,3,188,6.36295708
0.00,Base5,3,190,6.38242332
0.00,Base5,3,192,4.43823528
0.00,Base5,3,194,4.43823528
0.00,Base5,3,196,4.43823528
0.00,Base5,3,198,4.43823528
0.00,Base5,3,200,4.43823528
0.00,Base5,3,202,4.43823528
0.00,Base5,3,204,4.43823528
0.00,Base5,3,206,4.28246256
0.00,Base5,3,208,6.31676068
0.00,Base5,3,210,6.31676068
0.00,Base5,3,212,6.31676068
0.00,Base5,3,214,8.33608602
0.00,Base5,3,216,8.33608602
0.00,Base5,3,218,8.07578236
0.00,Base5,3,220,8.07578236
0.00,Base5,3,222,6.47416100
0.00,Base5,3,224,4.75163139
0.00,Base5,3,226,4.75163139
0.00,Base5,3,228,4.75163139
0.00,Base5,3,230,4.75163139
0.00,Base5,3,232,4.75163139
0.00,Base5,3,234,4.75163139
0.00,Base5,3,236,4.75163139
0.00,Base5,3,238,4.75163139
0.00,Base5,3,240,4.75163139
0.00,Base5,3,242,4.75163139
0.00,Base5,3,244,4.75163139
0.00,Base5,3,246,4.75163139
0.00,Base5,3,248,4.75163139
0.00,Base5,3,250,4.75163139
0.00,Base5,4,0,1.00000000
0.00,Base5,4,2,1.00000000
0.00,Base5,4,4,1.00000000
0.00,Base5,4,6,1.00000000
0.00,Base5,4,8,1.00000000
0.00,Base5,4,10,1.00000000
0.00,Base5,4,12,1.05047390
0.00,Base5,4,14,1.39074038
0.00,Base5,4,16,2.11230023
0.00,Base5,4,18,2.73142242
0.00,Base5,4,20,4.43065579
0.00,Base5,4,22,5.10758528
0.00,Base5,4,24,5.65715359
0.00,Base5,4,26,5.92355073
0.00,Base5,4,28,6.24064079
0.00,Base5,4,30,6.24064079
0.00,Base5,4,32,6.38134505
0.00,Base5,4,34,6.38134505
0.00,Base5,4,36,6.38134505
0.00,Base5,4,38,6.62225211
0.00,Base5,4,40,6.15363610
0.00,Base5,4,42,5.81202748
0.00,Base5,4,44,5.81202748
0.00,Base5,4,46,8.02176717
0.00,Base5,4,48,8.02176717
0.00,Base5,4,50,7.18037261
0.00,Base5,4,52,6.94487400
0.00,Base5,4,54,5.77989510
0.00,Base5,4,56,4.85092800
0.00,Base5,4,58,4.85092800
0.00,Base5,4,60,4.85092800
0.00,Base5,4,62,4.85092800
0.00,Base5,4,64,4.85092800
0.00,Base5,4,66,4.85092800
0.00,Base5,4,68,4.85092800
0.00,Base5,4,70,4.85092800
0.00,Base5,4,72,4.85092800
0.00,Base5,4,74,4.85092800
0.00,Base5,4,76,4.85092800
0.00,Base5,4,78,4.85092800
0.00,Base5,4,80,4.85092800
0.00,Base5,4,82,4.85092800
0.00,Base5,4,84,7.14754151
0.00,Base5,4,86,7.99832184
0.00,Base5,4,88,7.99832184
0.00,Base5,4,90,8.51331668
0.00,Base5,4,92,9.94281899
0.00,Base5,4,94,10.65105880
0.00,Base5,4,96,10.65105880
0.00,Base5,4,98,9.85373003
0.00,Base5,4,100,9.06527039
0.00,Base5,4,102,9.84160623
0.00,Base5,4,104,10.51597526
0.00,Base5,4,106,10.51597526
0.00,Base5,4,108,12.11731373
0.00,Base5,4,110,12.11731373
0.00,Base5,4,112,12.18972953
0.00,Base5,4,114,12.40848958
0.00,Base5,4,116,12.22092692
0.00,Base5,4,118,10.54597922
0.00,Base5,4,120,9.20932296
0.00,Base5,4,122,9.20932296
0.00,Base5,4,124,9.20932296
0.00,Base5,4,126,9.20932296
0.00,Base5,4,128,9.20932296
0.00,Base5,4,130,9.20932296
0.00,Base5,4,132,9.20932296
0.00,Base5,4,134,9.20932296
0.00,Base5,4,136,9.20932296
0.00,Base5,4,138,9.20932296
0.00,Base5,4,140,9.20932296
0.00,Base5,4,142,9.20932296
0.00,Base5,4,144,9.20932296
0.00,Base5,4,146,9.20932296
0.00,Base5,4,148,9.20932296
0.00,Base5,4,150,9.20932296
0.00,Base5,4,152,9.20932296
0.00,Base5,4,154,9.20932296
0.00,Base5,4,156,9.20932296
0.00,Base5,4,158,9.20932296
0.00,Base5,4,160,9.20932296
0.00,Base5,4,162,9.20932296
0.00,Base5,4,164,9.20932296
0.00,Base5,4,166,9.20932296
0.00,Base5,4,168,9.20932296
0.00,Base5,4,170,9.20932296
0.00,Base5,4,172,9.20932296
0.00,Base5,4,174,9.20932296
0.00,Base5,4,176,12.19134421
0.00,Base5,4,178,12.19134421
0.00,Base5,4,180,11.88491801
0.00,Base5,4,182,10.75827107
0.00,Base5,4,184,10.75827107
0.00,Base5,4,186,10.75827107
0.00,Base5,4,188,9.71678432
0.00,Base5,4,190,9.71678432
0.00,Base5,4,192,9.71678432
0.00,Base5,4,194,9.71678432
0.00,Base5,4,196,9.71678432
0.00,Base5,4,198,9.71678432
0.00,Base5,4,200,9.71678432
0.00,Base5,4,202,9.71678432
0.00,Base5,4,204,9.71678432
0.00,Base5,4,206,9.71678432
0.00,Base5,4,208,9.71678432
0.00,Base5,4,210,8.22499996
0.00,Base5,4,212,7.49360642
0.00,Base5,4,214,7.49360642
0.00,Base5,4,216,7.49360642
0.00,Base5,4,218,6.70975545
0.00,Base5,4,220,6.70975545
0.00,Base5,4,222,6.70975545
0.00,Base5,4,224,6.70975545
0.00,Base5,4,226,6.70975545
0.00,Base5,4,228,6.70975545
0.00,Base5,4,230,6.70975545
0.00,Base5,4,232,6.70975545
0.00,Base5,4,234,6.70975545
0.00,Base5,4,236,6.70975545
0.00,Base5,4,238,6.70975545
0.00,Base5,4,240,6.70975545
0.00,Base5,4,242,6.70975545
0.00,Base5,4,244,6.70975545
0.00,Base5,4,246,6.70975545
0.00,Base5,4,248,6.70975545
0.00,Base5,4,250,6.70975545
0.00,Base5,5,0,1.00000000
0.00,Base5,5,2,1.26514368
0.00,Base5,5,4,1.36873950
0.00,Base5,5,6,1.32336316
0.00,Base5,5,8,1.20174772
0.00,Base5,5,10,1.09962783
0.00,Base5,5,12,0.98708831
0.00,Base5,5,14,0.98708831
0.00,Base5,5,16,0.98708831
0.00,Base5,5,18,0.98708831
0.00,Base5,5,20,1.02993571
0.00,Base5,5,22,0.99677927
0.00,Base5,5,24,0.86606381
0.00,Base5,5,26,0.86606381
0.00,Base5,5,28,0.78777571
0.00,Base5,5,30,0.71204158
0.00,Base5,5,32,0.71204158
0.00,Base5,5,34,0.71204158
0.00,Base5,5,36,0.71204158
0.00,Base5,5,38,1.10388470
0.00,Base5,5,40,1.66277763
0.00,Base5,5,42,2.32547338
0.00,Base5,5,44,2.32547338
0.00,Base5,5,46,2.32547338
0.00,Base5,5,48,2.25442790
0.00,Base5,5,50,2.16436379
0.00,Base5,5,52,1.94323566
0.00,Base5,5,54,1.74109226
0.00,Base5,5,56,1.74109226
0.00,Base5,5,58,1.74109226
0.00,Base5,5,60,1.74109226
0.00,Base5,5,62,1.74109226
0.00,Base5,5,64,1.74109226
0.00,Base5,5,66,1.74109226
0.00,Base5,5,68,1.74109226
0.00,Base5,5,70,1.74109226
0.00,Base5,5,72,1.74109226
0.00,Base5,5,74,1.74109226
0.00,Base5,5,76,1.74109226
0.00,Base5,5,78,1.74109226
0.00,Base5,5,80,1.74109226
0.00,Base5,5,82,1.74109226
0.00,Base5,5,84,1.74109226
0.00,Base5,5,86,1.74109226
0.00,Base5,5,88,1.74109226
0.00,Base5,5,90,2.04124983
0.00,Base5,5,92,1.66163037
0.00,Base5,5,94,1.66163037
0.00,Base5,5,96,1.66163037
0.00,Base5,5,98,1.66163037
0.00,Base5,5,100,1.66163037
0.00,Base5,5,102,1.66163037
0.00,Base5,5,104,1.67581085
0.00,Base5,5,106,1.67581085
0.00,Base5,5,108,1.67581085
0.00,Base5,5,110,1.91983385
0.00,Base5,5,112,1.91983385
0.00,Base5,5,114,1.91983385
0.00,Base5,5,116,2.23485496
0.00,Base5,5,118,2.11863742
0.00,Base5,5,120,1.92553165
0.00,Base5,5,122,1.92553165
0.00,Base5,5,124,2.08933453
0.00,Base5,5,126,2.08933453
0.00,Base5,5,128,2.19527040
0.00,Base5,5,130,2.19527040
0.00,Base5,5,132,2.19527040
0.00,Base5,5,134,2.19527040
0.00,Base5,5,136,2.31404079
0.00,Base5,5,138,2.31404079
0.00,Base5,5,140,2.09059421
0.00,Base5,5,142,1.54886163
0.00,Base5,5,144,1.12190067
0.00,Base5,5,146,1.12190067
0.00,Base5,5,148,1.12190067
0.00,Base5,5,150,1.12190067
0.00,Base5,5,152,1.12190067
0.00,Base5,5,154,1.12190067
0.00,Base5,5,156,1.12190067
0.00,Base5,5,158,1.12190067
0.00,Base5,5,160,1.12190067
0.00,Base5,5,162,1.12190067
0.00,Base5,5,164,1.12190067
0.00,Base5,5,166,1.12190067
0.00,Base5,5,168,1.12190067
0.00,Base5,5,170,1.12190067
0.00,Base5,5,172,1.12190067
0.00,Base5,5,174,0.92994426
0.00,Base5,5,176,0.92994426
0.00,Base5,5,178,0.92994426
0.00,Base5,5,180,0.92994426
0.00,Base5,5,182,0.92994426
0.00,Base5,5,184,0.92994426
0.00,Base5,5,186,0.92994426
0.00,Base5,5,188,0.93988426
0.00,Base5,5,190,1.22519310
0.00,Base5,5,192,1.45018619
0.00,Base5,5,194,1.21679898
0.00,Base5,5,196,1.21679898
0.00,Base5,5,198,1.21679898
0.00,Base5,5,200,0.95048046
0.00,Base5,5,202,1.02319361
0.00,Base5,5,204,0.98786369
0.00,Base5,5,206,0.91875454
0.00,Base5,5,208,0.91875454
0.00,Base5,5,210,0.91875454
0.00,Base5,5,212,0.91875454
0.00,Base5,5,214,0.91875454
0.00,Base5,5,216,0.87748687
0.00,Base5,5,218,0.93092698
0.00,Base5,5,220,0.95244302
0.00,Base5,5,222,0.85381671
0.00,Base5,5,224,0.85381671
0.00,Base5,5,226,0.81488963
0.00,Base5,5,228,0.61946961
0.00,Base5,5,230,0.61946961
0.00,Base5,5,232,0.61946961
0.00,Base5,5,234,0.61946961
0.00,Base5,5,236,0.61946961
0.00,Base5,5,238,0.61946961
0.00,Base5,5,240,0.61946961
0.00,Base5,5,242,0.61946961
0.00,Base5,5,244,0.61946961
0.00,Base5,5,246,0.61946961
0.00,Base5,5,248,0.61946961
0.00,Base5,5,250,0.61946961
0.00,Base5,6,0,1.00000000
0.00,Base5,6,2,1.00000000
0.00,Base5,6,4,1.00000000
0.00,Base5,6,6,1.00000000
0.00,Base5,6,8,1.00000000
0.00,Base5,6,10,1.02996684
0.00,Base5,6,12,1.02996684
0.00,Base5,6,14,1.00366475
0.00,Base5,6,16,0.97646821
0.00,Base5,6,18,0.97646821
0.00,Base5,6,20,0.87408210
0.00,Base5,6,22,0.87408210
0.00,Base5,6,24,0.80271678
0.00,Base5,6,26,0.79794390
0.00,Base5,6,28,0.72780573
0.00,Base5,6,30,0.90555577
0.00,Base5,6,32,1.13164893
0.00,Base5,6,34,1.13164893
0.00,Base5,6,36,1.13164893
