universe,window,atr_mult,vol_label,bar_idx,equity
NoDOGE,W4,0.20,SMA20_1.00,90,1.126566
NoDOGE,W4,0.20,SMA20_1.00,100,1.138841
NoDOGE,W4,0.20,SMA20_1.00,110,1.222033
NoDOGE,W4,0.20,SMA20_1.00,120,1.322489
NoDOGE,W4,0.20,SMA20_1.00,130,1.322489
NoDOGE,W4,0.20,SMA20_1.00,140,1.322489
NoDOGE,W4,0.20,SMA20_1.00,150,1.322489
NoDOGE,W4,0.20,SMA20_1.00,160,1.322489
NoDOGE,W4,0.20,SMA20_1.00,170,1.322489
NoDOGE,W4,0.20,SMA20_1.00,180,1.322489
NoDOGE,W4,0.20,SMA20_1.00,190,1.322489
NoDOGE,W4,0.20,SMA20_1.00,200,1.322489
NoDOGE,W4,0.20,SMA20_1.00,210,1.290443
NoDOGE,W4,0.20,SMA20_1.00,220,1.290443
NoDOGE,W4,0.20,SMA20_1.00,230,1.290443
NoDOGE,W4,0.20,SMA20_1.00,240,1.290443
NoDOGE,W4,0.20,SMA20_1.00,250,1.144153
NoDOGE,W4,0.20,SMA20_1.25,0,1.000000
NoDOGE,W4,0.20,SMA20_1.25,10,1.000000
NoDOGE,W4,0.20,SMA20_1.25,20,1.000000
NoDOGE,W4,0.20,SMA20_1.25,30,0.941432
NoDOGE,W4,0.20,SMA20_1.25,40,0.926543
NoDOGE,W4,0.20,SMA20_1.25,50,1.077681
NoDOGE,W4,0.20,SMA20_1.25,60,1.077681
NoDOGE,W4,0.20,SMA20_1.25,70,1.077681
NoDOGE,W4,0.20,SMA20_1.25,80,1.077681
NoDOGE,W4,0.20,SMA20_1.25,90,1.135440
NoDOGE,W4,0.20,SMA20_1.25,100,1.147812
NoDOGE,W4,0.20,SMA20_1.25,110,1.207286
NoDOGE,W4,0.20,SMA20_1.25,120,1.207286
NoDOGE,W4,0.20,SMA20_1.25,130,1.207286
NoDOGE,W4,0.20,SMA20_1.25,140,1.207286
NoDOGE,W4,0.20,SMA20_1.25,150,1.207286
NoDOGE,W4,0.20,SMA20_1.25,160,1.207286
NoDOGE,W4,0.20,SMA20_1.25,170,1.207286
NoDOGE,W4,0.20,SMA20_1.25,180,1.207286
NoDOGE,W4,0.20,SMA20_1.25,190,1.207286
NoDOGE,W4,0.20,SMA20_1.25,200,1.207286
NoDOGE,W4,0.20,SMA20_1.25,210,1.207286
NoDOGE,W4,0.20,SMA20_1.25,220,1.207286
NoDOGE,W4,0.20,SMA20_1.25,230,1.207286
NoDOGE,W4,0.20,SMA20_1.25,240,1.207286
NoDOGE,W4,0.20,SMA20_1.25,250,1.131180
NoDOGE,W4,0.20,SMA10_1.00,0,1.000000
NoDOGE,W4,0.20,SMA10_1.00,10,1.000000
NoDOGE,W4,0.20,SMA10_1.00,20,1.000000
NoDOGE,W4,0.20,SMA10_1.00,30,0.925489
NoDOGE,W4,0.20,SMA10_1.00,40,0.910852
NoDOGE,W4,0.20,SMA10_1.00,50,1.059430
NoDOGE,W4,0.20,SMA10_1.00,60,0.950457
NoDOGE,W4,0.20,SMA10_1.00,70,0.950457
NoDOGE,W4,0.20,SMA10_1.00,80,0.950457
NoDOGE,W4,0.20,SMA10_1.00,90,1.001397
NoDOGE,W4,0.20,SMA10_1.00,100,1.012308
NoDOGE,W4,0.20,SMA10_1.00,110,1.086257
NoDOGE,W4,0.20,SMA10_1.00,120,1.175552
NoDOGE,W4,0.20,SMA10_1.00,130,1.175552
NoDOGE,W4,0.20,SMA10_1.00,140,1.175552
NoDOGE,W4,0.20,SMA10_1.00,150,1.175552
NoDOGE,W4,0.20,SMA10_1.00,160,1.175552
NoDOGE,W4,0.20,SMA10_1.00,170,1.175552
NoDOGE,W4,0.20,SMA10_1.00,180,1.175552
NoDOGE,W4,0.20,SMA10_1.00,190,1.175552
NoDOGE,W4,0.20,SMA10_1.00,200,1.175552
NoDOGE,W4,0.20,SMA10_1.00,210,1.147066
NoDOGE,W4,0.20,SMA10_1.00,220,1.147066
NoDOGE,W4,0.20,SMA10_1.00,230,1.147066
NoDOGE,W4,0.20,SMA10_1.00,240,1.147066
NoDOGE,W4,0.20,SMA10_1.00,250,1.017030
NoDOGE,W4,0.30,none,0,1.000000
NoDOGE,W4,0.30,none,10,1.000000
NoDOGE,W4,0.30,none,20,1.034996
NoDOGE,W4,0.30,none,30,0.926667
NoDOGE,W4,0.30,none,40,0.723624
NoDOGE,W4,0.30,none,50,0.946000
NoDOGE,W4,0.30,none,60,0.866358
NoDOGE,W4,0.30,none,70,0.866358
NoDOGE,W4,0.30,none,80,0.866358
NoDOGE,W4,0.30,none,90,0.925629
NoDOGE,W4,0.30,none,100,0.935715
NoDOGE,W4,0.30,none,110,0.954605
NoDOGE,W4,0.30,none,120,1.014669
NoDOGE,W4,0.30,none,130,1.014669
NoDOGE,W4,0.30,none,140,1.014669
NoDOGE,W4,0.30,none,150,1.014669
NoDOGE,W4,0.30,none,160,1.014669
NoDOGE,W4,0.30,none,170,1.014669
NoDOGE,W4,0.30,none,180,0.999823
NoDOGE,W4,0.30,none,190,0.999823
NoDOGE,W4,0.30,none,200,0.999823
NoDOGE,W4,0.30,none,210,0.975595
NoDOGE,W4,0.30,none,220,0.975595
NoDOGE,W4,0.30,none,230,0.975595
NoDOGE,W4,0.30,none,240,0.975595
NoDOGE,W4,0.30,none,250,0.914094
NoDOGE,W4,0.30,SMA20_1.00,0,1.000000
NoDOGE,W4,0.30,SMA20_1.00,10,1.000000
NoDOGE,W4,0.30,SMA20_1.00,20,1.000914
NoDOGE,W4,0.30,SMA20_1.00,30,0.896153
NoDOGE,W4,0.30,SMA20_1.00,40,0.881980
NoDOGE,W4,0.30,SMA20_1.00,50,1.153020
NoDOGE,W4,0.30,SMA20_1.00,60,1.055950
NoDOGE,W4,0.30,SMA20_1.00,70,1.055950
NoDOGE,W4,0.30,SMA20_1.00,80,1.055950
NoDOGE,W4,0.30,SMA20_1.00,90,1.112544
NoDOGE,W4,0.30,SMA20_1.00,100,1.124666
NoDOGE,W4,0.30,SMA20_1.00,110,1.147371
NoDOGE,W4,0.30,SMA20_1.00,120,1.241690
NoDOGE,W4,0.30,SMA20_1.00,130,1.241690
NoDOGE,W4,0.30,SMA20_1.00,140,1.241690
NoDOGE,W4,0.30,SMA20_1.00,150,1.241690
NoDOGE,W4,0.30,SMA20_1.00,160,1.241690
NoDOGE,W4,0.30,SMA20_1.00,170,1.241690
NoDOGE,W4,0.30,SMA20_1.00,180,1.241690
NoDOGE,W4,0.30,SMA20_1.00,190,1.241690
NoDOGE,W4,0.30,SMA20_1.00,200,1.241690
NoDOGE,W4,0.30,SMA20_1.00,210,1.211602
NoDOGE,W4,0.30,SMA20_1.00,220,1.211602
NoDOGE,W4,0.30,SMA20_1.00,230,1.211602
NoDOGE,W4,0.30,SMA20_1.00,240,1.211602
NoDOGE,W4,0.30,SMA20_1.00,250,1.135223
NoDOGE,W4,0.30,SMA20_1.25,0,1.000000
NoDOGE,W4,0.30,SMA20_1.25,10,1.000000
NoDOGE,W4,0.30,SMA20_1.25,20,1.000000
NoDOGE,W4,0.30,SMA20_1.25,30,0.941432
NoDOGE,W4,0.30,SMA20_1.25,40,0.926543
NoDOGE,W4,0.30,SMA20_1.25,50,1.077681
NoDOGE,W4,0.30,SMA20_1.25,60,1.077681
NoDOGE,W4,0.30,SMA20_1.25,70,1.077681
NoDOGE,W4,0.30,SMA20_1.25,80,1.077681
NoDOGE,W4,0.30,SMA20_1.25,90,1.135440
NoDOGE,W4,0.30,SMA20_1.25,100,1.147812
NoDOGE,W4,0.30,SMA20_1.25,110,1.147812
NoDOGE,W4,0.30,SMA20_1.25,120,1.147812
NoDOGE,W4,0.30,SMA20_1.25,130,1.147812
NoDOGE,W4,0.30,SMA20_1.25,140,1.147812
NoDOGE,W4,0.30,SMA20_1.25,150,1.147812
NoDOGE,W4,0.30,SMA20_1.25,160,1.147812
NoDOGE,W4,0.30,SMA20_1.25,170,1.147812
NoDOGE,W4,0.30,SMA20_1.25,180,1.147812
NoDOGE,W4,0.30,SMA20_1.25,190,1.147812
NoDOGE,W4,0.30,SMA20_1.25,200,1.147812
NoDOGE,W4,0.30,SMA20_1.25,210,1.147812
NoDOGE,W4,0.30,SMA20_1.25,220,1.147812
NoDOGE,W4,0.30,SMA20_1.25,230,1.147812
NoDOGE,W4,0.30,SMA20_1.25,240,1.147812
NoDOGE,W4,0.30,SMA20_1.25,250,1.075455
NoDOGE,W4,0.30,SMA10_1.00,0,1.000000
NoDOGE,W4,0.30,SMA10_1.00,10,1.000000
NoDOGE,W4,0.30,SMA10_1.00,20,1.000000
NoDOGE,W4,0.30,SMA10_1.00,30,0.895334
NoDOGE,W4,0.30,SMA10_1.00,40,0.881174
NoDOGE,W4,0.30,SMA10_1.00,50,1.024912
NoDOGE,W4,0.30,SMA10_1.00,60,0.938627
NoDOGE,W4,0.30,SMA10_1.00,70,0.938627
NoDOGE,W4,0.30,SMA10_1.00,80,0.938627
NoDOGE,W4,0.30,SMA10_1.00,90,0.988933
NoDOGE,W4,0.30,SMA10_1.00,100,0.999708
NoDOGE,W4,0.30,SMA10_1.00,110,1.019891
NoDOGE,W4,0.30,SMA10_1.00,120,1.103730
NoDOGE,W4,0.30,SMA10_1.00,130,1.103730
NoDOGE,W4,0.30,SMA10_1.00,140,1.103730
NoDOGE,W4,0.30,SMA10_1.00,150,1.103730
NoDOGE,W4,0.30,SMA10_1.00,160,1.103730
NoDOGE,W4,0.30,SMA10_1.00,170,1.103730
NoDOGE,W4,0.30,SMA10_1.00,180,1.103730
NoDOGE,W4,0.30,SMA10_1.00,190,1.103730
NoDOGE,W4,0.30,SMA10_1.00,200,1.103730
NoDOGE,W4,0.30,SMA10_1.00,210,1.076985
NoDOGE,W4,0.30,SMA10_1.00,220,1.076985
NoDOGE,W4,0.30,SMA10_1.00,230,1.076985
NoDOGE,W4,0.30,SMA10_1.00,240,1.076985
NoDOGE,W4,0.30,SMA10_1.00,250,1.009092
NoDOGE,W4,0.50,none,0,1.000000
NoDOGE,W4,0.50,none,10,1.000000
NoDOGE,W4,0.50,none,20,1.034996
NoDOGE,W4,0.50,none,30,0.926667
NoDOGE,W4,0.50,none,40,0.723624
NoDOGE,W4,0.50,none,50,0.841662
NoDOGE,W4,0.50,none,60,0.770804
NoDOGE,W4,0.50,none,70,0.770804
NoDOGE,W4,0.50,none,80,0.770804
NoDOGE,W4,0.50,none,90,0.823537
NoDOGE,W4,0.50,none,100,0.832511
NoDOGE,W4,0.50,none,110,0.849318
NoDOGE,W4,0.50,none,120,0.902757
NoDOGE,W4,0.50,none,130,0.902757
NoDOGE,W4,0.50,none,140,0.902757
NoDOGE,W4,0.50,none,150,0.902757
NoDOGE,W4,0.50,none,160,0.902757
NoDOGE,W4,0.50,none,170,0.902757
NoDOGE,W4,0.50,none,180,0.889548
NoDOGE,W4,0.50,none,190,0.889548
NoDOGE,W4,0.50,none,200,0.889548
NoDOGE,W4,0.50,none,210,0.867993
NoDOGE,W4,0.50,none,220,0.867993
NoDOGE,W4,0.50,none,230,0.867993
NoDOGE,W4,0.50,none,240,0.867993
NoDOGE,W4,0.50,none,250,0.867993
NoDOGE,W4,0.50,SMA20_1.00,0,1.000000
NoDOGE,W4,0.50,SMA20_1.00,10,1.000000
NoDOGE,W4,0.50,SMA20_1.00,20,1.000914
NoDOGE,W4,0.50,SMA20_1.00,30,0.896153
NoDOGE,W4,0.50,SMA20_1.00,40,0.881980
NoDOGE,W4,0.50,SMA20_1.00,50,1.025849
NoDOGE,W4,0.50,SMA20_1.00,60,0.939485
NoDOGE,W4,0.50,SMA20_1.00,70,0.939485
NoDOGE,W4,0.50,SMA20_1.00,80,0.939485
NoDOGE,W4,0.50,SMA20_1.00,90,0.989837
NoDOGE,W4,0.50,SMA20_1.00,100,1.000622
NoDOGE,W4,0.50,SMA20_1.00,110,1.020823
NoDOGE,W4,0.50,SMA20_1.00,120,1.104739
NoDOGE,W4,0.50,SMA20_1.00,130,1.104739
NoDOGE,W4,0.50,SMA20_1.00,140,1.104739
NoDOGE,W4,0.50,SMA20_1.00,150,1.104739
NoDOGE,W4,0.50,SMA20_1.00,160,1.104739
NoDOGE,W4,0.50,SMA20_1.00,170,1.104739
NoDOGE,W4,0.50,SMA20_1.00,180,1.104739
NoDOGE,W4,0.50,SMA20_1.00,190,1.104739
NoDOGE,W4,0.50,SMA20_1.00,200,1.104739
NoDOGE,W4,0.50,SMA20_1.00,210,1.077969
NoDOGE,W4,0.50,SMA20_1.00,220,1.077969
NoDOGE,W4,0.50,SMA20_1.00,230,1.077969
NoDOGE,W4,0.50,SMA20_1.00,240,1.077969
NoDOGE,W4,0.50,SMA20_1.00,250,1.077969
NoDOGE,W4,0.50,SMA20_1.25,0,1.000000
NoDOGE,W4,0.50,SMA20_1.25,10,1.000000
NoDOGE,W4,0.50,SMA20_1.25,20,1.000000
NoDOGE,W4,0.50,SMA20_1.25,30,0.941432
NoDOGE,W4,0.50,SMA20_1.25,40,0.926543
NoDOGE,W4,0.50,SMA20_1.25,50,1.077681
NoDOGE,W4,0.50,SMA20_1.25,60,1.077681
NoDOGE,W4,0.50,SMA20_1.25,70,1.077681
NoDOGE,W4,0.50,SMA20_1.25,80,1.077681
NoDOGE,W4,0.50,SMA20_1.25,90,1.135440
NoDOGE,W4,0.50,SMA20_1.25,100,1.147812
NoDOGE,W4,0.50,SMA20_1.25,110,1.147812
NoDOGE,W4,0.50,SMA20_1.25,120,1.147812
NoDOGE,W4,0.50,SMA20_1.25,130,1.147812
NoDOGE,W4,0.50,SMA20_1.25,140,1.147812
NoDOGE,W4,0.50,SMA20_1.25,150,1.147812
NoDOGE,W4,0.50,SMA20_1.25,160,1.147812
NoDOGE,W4,0.50,SMA20_1.25,170,1.147812
NoDOGE,W4,0.50,SMA20_1.25,180,1.147812
NoDOGE,W4,0.50,SMA20_1.25,190,1.147812
NoDOGE,W4,0.50,SMA20_1.25,200,1.147812
NoDOGE,W4,0.50,SMA20_1.25,210,1.147812
NoDOGE,W4,0.50,SMA20_1.25,220,1.147812
NoDOGE,W4,0.50,SMA20_1.25,230,1.147812
NoDOGE,W4,0.50,SMA20_1.25,240,1.147812
NoDOGE,W4,0.50,SMA20_1.25,250,1.147812
NoDOGE,W4,0.50,SMA10_1.00,0,1.000000
NoDOGE,W4,0.50,SMA10_1.00,10,1.000000
NoDOGE,W4,0.50,SMA10_1.00,20,1.000000
NoDOGE,W4,0.50,SMA10_1.00,30,0.895334
NoDOGE,W4,0.50,SMA10_1.00,40,0.881174
NoDOGE,W4,0.50,SMA10_1.00,50,1.024912
NoDOGE,W4,0.50,SMA10_1.00,60,0.938627
NoDOGE,W4,0.50,SMA10_1.00,70,0.938627
NoDOGE,W4,0.50,SMA10_1.00,80,0.938627
NoDOGE,W4,0.50,SMA10_1.00,90,0.988933
NoDOGE,W4,0.50,SMA10_1.00,100,0.999708
NoDOGE,W4,0.50,SMA10_1.00,110,1.019891
NoDOGE,W4,0.50,SMA10_1.00,120,1.103730
NoDOGE,W4,0.50,SMA10_1.00,130,1.103730
NoDOGE,W4,0.50,SMA10_1.00,140,1.103730
NoDOGE,W4,0.50,SMA10_1.00,150,1.103730
NoDOGE,W4,0.50,SMA10_1.00,160,1.103730
NoDOGE,W4,0.50,SMA10_1.00,170,1.103730
NoDOGE,W4,0.50,SMA10_1.00,180,1.103730
NoDOGE,W4,0.50,SMA10_1.00,190,1.103730
NoDOGE,W4,0.50,SMA10_1.00,200,1.103730
NoDOGE,W4,0.50,SMA10_1.00,210,1.076985
NoDOGE,W4,0.50,SMA10_1.00,220,1.076985
NoDOGE,W4,0.50,SMA10_1.00,230,1.076985
NoDOGE,W4,0.50,SMA10_1.00,240,1.076985
NoDOGE,W4,0.50,SMA10_1.00,250,1.076985
NoDOGE,W4,0.75,none,0,1.000000
NoDOGE,W4,0.75,none,10,1.000000
NoDOGE,W4,0.75,none,20,1.000000
NoDOGE,W4,0.75,none,30,0.935245
NoDOGE,W4,0.75,none,40,0.837534
NoDOGE,W4,0.75,none,50,0.974153
NoDOGE,W4,0.75,none,60,0.974153
NoDOGE,W4,0.75,none,70,0.974153
NoDOGE,W4,0.75,none,80,0.974153
NoDOGE,W4,0.75,none,90,1.040798
NoDOGE,W4,0.75,none,100,1.052139
NoDOGE,W4,0.75,none,110,1.052139
NoDOGE,W4,0.75,none,120,1.052139
NoDOGE,W4,0.75,none,130,1.052139
NoDOGE,W4,0.75,none,140,1.052139
NoDOGE,W4,0.75,none,150,1.052139
NoDOGE,W4,0.75,none,160,1.052139
NoDOGE,W4,0.75,none,170,1.052139
NoDOGE,W4,0.75,none,180,1.052139
NoDOGE,W4,0.75,none,190,1.052139
NoDOGE,W4,0.75,none,200,1.052139
NoDOGE,W4,0.75,none,210,1.052139
NoDOGE,W4,0.75,none,220,1.052139
NoDOGE,W4,0.75,none,230,1.052139
NoDOGE,W4,0.75,none,240,1.052139
NoDOGE,W4,0.75,none,250,1.052139
NoDOGE,W4,0.75,SMA20_1.00,0,1.000000
NoDOGE,W4,0.75,SMA20_1.00,10,1.000000
NoDOGE,W4,0.75,SMA20_1.00,20,1.000000
NoDOGE,W4,0.75,SMA20_1.00,30,0.935245
NoDOGE,W4,0.75,SMA20_1.00,40,0.935245
NoDOGE,W4,0.75,SMA20_1.00,50,1.087802
NoDOGE,W4,0.75,SMA20_1.00,60,1.087802
NoDOGE,W4,0.75,SMA20_1.00,70,1.087802
NoDOGE,W4,0.75,SMA20_1.00,80,1.087802
NoDOGE,W4,0.75,SMA20_1.00,90,1.146104
NoDOGE,W4,0.75,SMA20_1.00,100,1.158592
NoDOGE,W4,0.75,SMA20_1.00,110,1.158592
NoDOGE,W4,0.75,SMA20_1.00,120,1.158592
NoDOGE,W4,0.75,SMA20_1.00,130,1.158592
NoDOGE,W4,0.75,SMA20_1.00,140,1.158592
NoDOGE,W4,0.75,SMA20_1.00,150,1.158592
NoDOGE,W4,0.75,SMA20_1.00,160,1.158592
NoDOGE,W4,0.75,SMA20_1.00,170,1.158592
NoDOGE,W4,0.75,SMA20_1.00,180,1.158592
NoDOGE,W4,0.75,SMA20_1.00,190,1.158592
NoDOGE,W4,0.75,SMA20_1.00,200,1.158592
NoDOGE,W4,0.75,SMA20_1.00,210,1.158592
NoDOGE,W4,0.75,SMA20_1.00,220,1.158592
NoDOGE,W4,0.75,SMA20_1.00,230,1.158592
NoDOGE,W4,0.75,SMA20_1.00,240,1.158592
NoDOGE,W4,0.75,SMA20_1.00,250,1.158592
NoDOGE,W4,0.75,SMA20_1.25,0,1.000000
NoDOGE,W4,0.75,SMA20_1.25,10,1.000000
NoDOGE,W4,0.75,SMA20_1.25,20,1.000000
NoDOGE,W4,0.75,SMA20_1.25,30,0.941432
NoDOGE,W4,0.75,SMA20_1.25,40,0.941432
NoDOGE,W4,0.75,SMA20_1.25,50,1.094999
NoDOGE,W4,0.75,SMA20_1.25,60,1.094999
NoDOGE,W4,0.75,SMA20_1.25,70,1.094999
NoDOGE,W4,0.75,SMA20_1.25,80,1.094999
NoDOGE,W4,0.75,SMA20_1.25,90,1.153686
NoDOGE,W4,0.75,SMA20_1.25,100,1.166257
NoDOGE,W4,0.75,SMA20_1.25,110,1.166257
NoDOGE,W4,0.75,SMA20_1.25,120,1.166257
NoDOGE,W4,0.75,SMA20_1.25,130,1.166257
NoDOGE,W4,0.75,SMA20_1.25,140,1.166257
NoDOGE,W4,0.75,SMA20_1.25,150,1.166257
NoDOGE,W4,0.75,SMA20_1.25,160,1.166257
NoDOGE,W4,0.75,SMA20_1.25,170,1.166257
NoDOGE,W4,0.75,SMA20_1.25,180,1.166257
NoDOGE,W4,0.75,SMA20_1.25,190,1.166257
NoDOGE,W4,0.75,SMA20_1.25,200,1.166257
NoDOGE,W4,0.75,SMA20_1.25,210,1.166257
NoDOGE,W4,0.75,SMA20_1.25,220,1.166257
NoDOGE,W4,0.75,SMA20_1.25,230,1.166257
NoDOGE,W4,0.75,SMA20_1.25,240,1.166257
NoDOGE,W4,0.75,SMA20_1.25,250,1.166257
NoDOGE,W4,0.75,SMA10_1.00,0,1.000000
NoDOGE,W4,0.75,SMA10_1.00,10,1.000000
NoDOGE,W4,0.75,SMA10_1.00,20,1.000000
NoDOGE,W4,0.75,SMA10_1.00,30,0.935245
NoDOGE,W4,0.75,SMA10_1.00,40,0.935245
NoDOGE,W4,0.75,SMA10_1.00,50,1.087802
NoDOGE,W4,0.75,SMA10_1.00,60,1.087802
NoDOGE,W4,0.75,SMA10_1.00,70,1.087802
NoDOGE,W4,0.75,SMA10_1.00,80,1.087802
NoDOGE,W4,0.75,SMA10_1.00,90,1.146104
NoDOGE,W4,0.75,SMA10_1.00,100,1.158592
NoDOGE,W4,0.75,SMA10_1.00,110,1.158592
NoDOGE,W4,0.75,SMA10_1.00,120,1.158592
NoDOGE,W4,0.75,SMA10_1.00,130,1.158592
NoDOGE,W4,0.75,SMA10_1.00,140,1.158592
NoDOGE,W4,0.75,SMA10_1.00,150,1.158592
NoDOGE,W4,0.75,SMA10_1.00,160,1.158592
NoDOGE,W4,0.75,SMA10_1.00,170,1.158592
NoDOGE,W4,0.75,SMA10_1.00,180,1.158592
NoDOGE,W4,0.75,SMA10_1.00,190,1.158592
NoDOGE,W4,0.75,SMA10_1.00,200,1.158592
NoDOGE,W4,0.75,SMA10_1.00,210,1.158592
NoDOGE,W4,0.75,SMA10_1.00,220,1.158592
NoDOGE,W4,0.75,SMA10_1.00,230,1.158592
NoDOGE,W4,0.75,SMA10_1.00,240,1.158592
NoDOGE,W4,0.75,SMA10_1.00,250,1.158592
NoDOGE,W4,1.00,none,0,1.000000
NoDOGE,W4,1.00,none,10,1.000000
NoDOGE,W4,1.00,none,20,1.000000
NoDOGE,W4,1.00,none,30,0.941432
NoDOGE,W4,1.00,none,40,0.941432
NoDOGE,W4,1.00,none,50,1.094999
NoDOGE,W4,1.00,none,60,1.094999
NoDOGE,W4,1.00,none,70,1.094999
NoDOGE,W4,1.00,none,80,1.094999
NoDOGE,W4,1.00,none,90,1.153686
NoDOGE,W4,1.00,none,100,1.166257
NoDOGE,W4,1.00,none,110,1.166257
NoDOGE,W4,1.00,none,120,1.166257
NoDOGE,W4,1.00,none,130,1.166257
NoDOGE,W4,1.00,none,140,1.166257
NoDOGE,W4,1.00,none,150,1.166257
NoDOGE,W4,1.00,none,160,1.166257
NoDOGE,W4,1.00,none,170,1.166257
NoDOGE,W4,1.00,none,180,1.166257
NoDOGE,W4,1.00,none,190,1.166257
NoDOGE,W4,1.00,none,200,1.166257
NoDOGE,W4,1.00,none,210,1.166257
NoDOGE,W4,1.00,none,220,1.166257
NoDOGE,W4,1.00,none,230,1.166257
NoDOGE,W4,1.00,none,240,1.166257
NoDOGE,W4,1.00,none,250,1.166257
NoDOGE,W4,1.00,SMA20_1.00,0,1.000000
NoDOGE,W4,1.00,SMA20_1.00,10,1.000000
NoDOGE,W4,1.00,SMA20_1.00,20,1.000000
NoDOGE,W4,1.00,SMA20_1.00,30,0.941432
NoDOGE,W4,1.00,SMA20_1.00,40,0.941432
NoDOGE,W4,1.00,SMA20_1.00,50,1.094999
NoDOGE,W4,1.00,SMA20_1.00,60,1.094999
NoDOGE,W4,1.00,SMA20_1.00,70,1.094999
NoDOGE,W4,1.00,SMA20_1.00,80,1.094999
NoDOGE,W4,1.00,SMA20_1.00,90,1.153686
NoDOGE,W4,1.00,SMA20_1.00,100,1.166257
NoDOGE,W4,1.00,SMA20_1.00,110,1.166257
NoDOGE,W4,1.00,SMA20_1.00,120,1.166257
NoDOGE,W4,1.00,SMA20_1.00,130,1.166257
NoDOGE,W4,1.00,SMA20_1.00,140,1.166257
NoDOGE,W4,1.00,SMA20_1.00,150,1.166257
NoDOGE,W4,1.00,SMA20_1.00,160,1.166257
NoDOGE,W4,1.00,SMA20_1.00,170,1.166257
NoDOGE,W4,1.00,SMA20_1.00,180,1.166257
NoDOGE,W4,1.00,SMA20_1.00,190,1.166257
NoDOGE,W4,1.00,SMA20_1.00,200,1.166257
NoDOGE,W4,1.00,SMA20_1.00,210,1.166257
NoDOGE,W4,1.00,SMA20_1.00,220,1.166257
NoDOGE,W4,1.00,SMA20_1.00,230,1.166257
NoDOGE,W4,1.00,SMA20_1.00,240,1.166257
NoDOGE,W4,1.00,SMA20_1.00,250,1.166257
NoDOGE,W4,1.00,SMA20_1.25,0,1.000000
NoDOGE,W4,1.00,SMA20_1.25,10,1.000000
NoDOGE,W4,1.00,SMA20_1.25,20,1.000000
NoDOGE,W4,1.00,SMA20_1.25,30,0.941432
NoDOGE,W4,1.00,SMA20_1.25,40,0.941432
NoDOGE,W4,1.00,SMA20_1.25,50,1.094999
NoDOGE,W4,1.00,SMA20_1.25,60,1.094999
NoDOGE,W4,1.00,SMA20_1.25,70,1.094999
NoDOGE,W4,1.00,SMA20_1.25,80,1.094999
NoDOGE,W4,1.00,SMA20_1.25,90,1.153686
NoDOGE,W4,1.00,SMA20_1.25,100,1.166257
NoDOGE,W4,1.00,SMA20_1.25,110,1.166257
NoDOGE,W4,1.00,SMA20_1.25,120,1.166257
NoDOGE,W4,1.00,SMA20_1.25,130,1.166257
NoDOGE,W4,1.00,SMA20_1.25,140,1.166257
NoDOGE,W4,1.00,SMA20_1.25,150,1.166257
NoDOGE,W4,1.00,SMA20_1.25,160,1.166257
NoDOGE,W4,1.00,SMA20_1.25,170,1.166257
NoDOGE,W4,1.00,SMA20_1.25,180,1.166257
NoDOGE,W4,1.00,SMA20_1.25,190,1.166257
NoDOGE,W4,1.00,SMA20_1.25,200,1.166257
NoDOGE,W4,1.00,SMA20_1.25,210,1.166257
NoDOGE,W4,1.00,SMA20_1.25,220,1.166257
NoDOGE,W4,1.00,SMA20_1.25,230,1.166257
NoDOGE,W4,1.00,SMA20_1.25,240,1.166257
NoDOGE,W4,1.00,SMA20_1.25,250,1.166257
NoDOGE,W4,1.00,SMA10_1.00,0,1.000000
NoDOGE,W4,1.00,SMA10_1.00,10,1.000000
NoDOGE,W4,1.00,SMA10_1.00,20,1.000000
NoDOGE,W4,1.00,SMA10_1.00,30,0.941432
NoDOGE,W4,1.00,SMA10_1.00,40,0.941432
NoDOGE,W4,1.00,SMA10_1.00,50,1.094999
NoDOGE,W4,1.00,SMA10_1.00,60,1.094999
NoDOGE,W4,1.00,SMA10_1.00,70,1.094999
NoDOGE,W4,1.00,SMA10_1.00,80,1.094999
NoDOGE,W4,1.00,SMA10_1.00,90,1.153686
NoDOGE,W4,1.00,SMA10_1.00,100,1.166257
NoDOGE,W4,1.00,SMA10_1.00,110,1.166257
NoDOGE,W4,1.00,SMA10_1.00,120,1.166257
NoDOGE,W4,1.00,SMA10_1.00,130,1.166257
NoDOGE,W4,1.00,SMA10_1.00,140,1.166257
NoDOGE,W4,1.00,SMA10_1.00,150,1.166257
NoDOGE,W4,1.00,SMA10_1.00,160,1.166257
NoDOGE,W4,1.00,SMA10_1.00,170,1.166257
NoDOGE,W4,1.00,SMA10_1.00,180,1.166257
NoDOGE,W4,1.00,SMA10_1.00,190,1.166257
NoDOGE,W4,1.00,SMA10_1.00,200,1.166257
NoDOGE,W4,1.00,SMA10_1.00,210,1.166257
NoDOGE,W4,1.00,SMA10_1.00,220,1.166257
NoDOGE,W4,1.00,SMA10_1.00,230,1.166257
NoDOGE,W4,1.00,SMA10_1.00,240,1.166257
NoDOGE,W4,1.00,SMA10_1.00,250,1.166257
NoDOGE,W4,1.50,none,0,1.000000
NoDOGE,W4,1.50,none,10,1.000000
NoDOGE,W4,1.50,none,20,1.000000
NoDOGE,W4,1.50,none,30,0.941432
NoDOGE,W4,1.50,none,40,0.941432
NoDOGE,W4,1.50,none,50,0.941432
