cp,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
1,Base5,0,179.41,6.6444,47.28,16,56.25,true,2.794094
2,Base5,0,125.51,5.7388,62.08,15,46.67,true,2.255115
3,Base5,0,239.60,7.7670,70.14,14,50.00,true,3.395988
4,Base5,0,291.02,8.0208,64.27,14,57.14,true,3.910152
5,Base5,0,278.83,8.0586,55.76,14,64.29,true,3.788320
6,Base5,0,212.02,7.4358,63.56,14,57.14,true,3.120174
7,Base5,0,251.30,8.0182,58.97,14,57.14,true,3.513046
8,Base5,0,169.55,6.9553,68.52,14,57.14,true,2.695459
9,Base5,0,108.44,5.6236,73.36,14,57.14,true,2.084438
10,Base5,0,108.44,5.6236,73.36,14,57.14,true,2.084438
11,Base5,0,197.24,5.6724,62.01,14,57.14,true,2.972380
12,Base5,0,233.28,6.1275,57.40,14,57.14,true,3.332827
13,Base5,0,233.28,6.1275,57.40,14,57.14,true,3.332827
14,Base5,0,233.28,6.1275,57.40,14,57.14,true,3.332827
15,Base5,0,233.28,6.1275,57.40,14,57.14,true,3.332827
16,Base5,0,241.47,6.0268,57.40,15,60.00,true,3.414736
17,Base5,0,241.47,6.0268,57.40,15,60.00,true,3.414736
18,Base5,0,241.47,6.0268,57.40,15,60.00,true,3.414736
19,Base5,0,241.47,6.0268,57.40,15,60.00,true,3.414736
20,Base5,0,282.30,6.4248,52.30,15,60.00,true,3.823017
21,Base5,0,282.30,6.4248,52.30,15,60.00,true,3.823017
22,Base5,0,282.30,6.4248,52.30,15,60.00,true,3.823017
23,Base5,0,282.30,6.4248,52.30,15,60.00,true,3.823017
24,Base5,0,195.92,5.1864,52.30,16,62.50,true,2.959200
25,Base5,0,215.76,5.4437,52.30,16,62.50,true,3.157560
26,Base5,0,201.28,5.4270,52.30,16,62.50,true,3.012804
27,Base5,0,201.28,5.4270,52.30,16,62.50,true,3.012804
28,Base5,0,201.28,5.4270,52.30,16,62.50,true,3.012804
29,Base5,0,201.28,5.4270,52.30,16,62.50,true,3.012804
30,Base5,0,169.10,5.0078,57.40,16,62.50,true,2.691049
31,Base5,0,176.66,5.1095,57.40,16,62.50,true,2.766608
32,Base5,0,176.66,5.1095,57.40,16,62.50,true,2.766608
33,Base5,0,176.66,5.1095,57.40,16,62.50,true,2.766608
34,Base5,0,176.66,5.1095,57.40,16,62.50,true,2.766608
35,Base5,0,234.61,5.6166,57.40,16,62.50,true,3.346090
36,Base5,0,234.61,5.6166,57.40,16,62.50,true,3.346090
37,Base5,0,234.61,5.6166,57.40,16,62.50,true,3.346090
38,Base5,0,234.61,5.6166,57.40,16,62.50,true,3.346090
39,Base5,0,234.61,5.6166,57.40,16,62.50,true,3.346090
40,Base5,0,273.61,6.3920,57.31,16,62.50,true,3.736081
41,Base5,0,273.61,6.3920,57.31,16,62.50,true,3.736081
42,Base5,0,273.61,6.3920,57.31,16,62.50,true,3.736081
43,Base5,0,273.61,6.3920,57.31,16,62.50,true,3.736081
44,Base5,0,198.90,5.4695,57.31,17,58.82,true,2.988954
45,Base5,0,230.15,5.7603,57.31,17,58.82,true,3.301516
46,Base5,0,230.15,5.7603,57.31,17,58.82,true,3.301516
47,Base5,0,179.30,5.2373,57.31,18,50.00,true,2.793024
48,Base5,0,179.30,5.2373,57.31,18,50.00,true,2.793024
49,Base5,0,179.30,5.2373,57.31,18,50.00,true,2.793024
50,Base5,0,179.30,5.2373,57.31,18,50.00,true,2.793024
51,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
52,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
53,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
54,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
55,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
56,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
57,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
58,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
59,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
60,Base5,0,153.12,4.7910,57.31,19,47.37,true,2.531201
1,Base5,1,798.54,8.3442,11.36,13,61.54,true,8.985382
2,Base5,1,511.36,7.2430,19.95,12,50.00,true,6.113623
3,Base5,1,508.78,7.1523,20.17,12,50.00,true,6.087839
4,Base5,1,542.01,6.8798,19.40,11,54.55,true,6.420089
5,Base5,1,840.13,7.4746,19.40,11,63.64,true,9.401286
6,Base5,1,724.72,7.1503,19.40,11,63.64,true,8.247247
7,Base5,1,747.46,7.2684,19.40,11,63.64,true,8.474586
8,Base5,1,672.06,6.9836,20.28,11,63.64,true,7.720643
9,Base5,1,353.77,5.7942,19.40,12,58.33,true,4.537661
10,Base5,1,314.05,5.7104,19.40,12,50.00,true,4.140530
11,Base5,1,348.76,5.8812,19.40,12,50.00,true,4.487556
12,Base5,1,242.09,5.4809,27.09,12,41.67,true,3.420920
13,Base5,1,242.09,5.4809,27.09,12,41.67,true,3.420920
14,Base5,1,409.81,5.6154,19.40,12,50.00,true,5.098091
15,Base5,1,409.81,5.6154,19.40,12,50.00,true,5.098091
16,Base5,1,351.28,5.8241,36.38,12,66.67,true,4.512847
17,Base5,1,166.32,2.9719,36.38,13,61.54,true,2.663198
18,Base5,1,136.15,2.7460,41.51,13,53.85,true,2.361490
19,Base5,1,136.15,2.7460,41.51,13,53.85,true,2.361490
20,Base5,1,136.15,2.7460,41.51,13,53.85,true,2.361490
21,Base5,1,166.32,2.9719,36.38,13,61.54,true,2.663198
22,Base5,1,212.46,3.1943,25.36,13,61.54,true,3.124638
23,Base5,1,187.48,3.0289,28.79,13,53.85,true,2.874799
24,Base5,1,187.48,3.0289,28.79,13,53.85,true,2.874799
25,Base5,1,187.48,3.0289,28.79,13,53.85,true,2.874799
26,Base5,1,223.74,3.2268,28.79,13,61.54,true,3.237375
27,Base5,1,221.65,3.3040,29.25,13,61.54,true,3.216475
28,Base5,1,239.84,3.4297,29.25,13,61.54,true,3.398362
29,Base5,1,213.56,3.2653,29.25,13,61.54,true,3.135565
30,Base5,1,213.56,3.2653,29.25,13,61.54,true,3.135565
31,Base5,1,213.56,3.2653,29.25,13,61.54,true,3.135565
32,Base5,1,213.56,3.2653,29.25,13,61.54,true,3.135565
33,Base5,1,213.56,3.2653,29.25,13,61.54,true,3.135565
34,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
35,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
36,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
37,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
38,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
39,Base5,1,247.84,3.4987,29.25,13,61.54,true,3.478440
40,Base5,1,284.57,3.6693,29.25,13,61.54,true,3.845710
41,Base5,1,386.86,4.1756,22.55,13,61.54,true,4.868610
42,Base5,1,386.86,4.1756,22.55,13,61.54,true,4.868610
43,Base5,1,386.86,4.1756,22.55,13,61.54,true,4.868610
44,Base5,1,386.86,4.1756,22.55,13,61.54,true,4.868610
45,Base5,1,414.58,4.3805,22.55,13,61.54,true,5.145819
46,Base5,1,414.58,4.3805,22.55,13,61.54,true,5.145819
47,Base5,1,332.58,4.0359,26.00,14,57.14,true,4.325846
48,Base5,1,332.58,4.0359,26.00,14,57.14,true,4.325846
49,Base5,1,332.58,4.0359,26.00,14,57.14,true,4.325846
50,Base5,1,332.58,4.0359,26.00,14,57.14,true,4.325846
51,Base5,1,332.58,4.0359,26.00,14,57.14,true,4.325846
52,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
53,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
54,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
55,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
56,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
57,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
58,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
59,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
60,Base5,1,337.64,4.1070,25.13,14,57.14,true,4.376442
1,Base5,2,82.81,6.2299,25.94,14,64.29,true,1.828094
2,Base5,2,51.59,5.1585,25.77,13,61.54,true,1.515856
3,Base5,2,71.43,6.7932,25.77,13,69.23,true,1.714349
4,Base5,2,74.03,6.9335,25.77,13,69.23,true,1.740288
5,Base5,2,62.71,6.1574,29.17,13,61.54,true,1.627064
6,Base5,2,41.89,3.0135,29.67,14,64.29,true,1.418879
7,Base5,2,41.28,2.5423,29.97,15,60.00,true,1.412773
8,Base5,2,41.28,2.5423,29.97,15,60.00,true,1.412773
9,Base5,2,32.48,2.2776,29.97,15,53.33,true,1.324820
10,Base5,2,38.14,2.4166,29.97,15,53.33,true,1.381405
11,Base5,2,7.28,0.9289,29.97,16,50.00,true,1.072785
12,Base5,2,7.28,0.9289,29.97,16,50.00,true,1.072785
13,Base5,2,17.99,1.4217,29.97,16,56.25,true,1.179880
14,Base5,2,19.16,1.4804,38.22,15,53.33,true,1.191589
15,Base5,2,1.95,0.6900,38.22,16,56.25,true,1.019506
16,Base5,2,1.95,0.6900,38.22,16,56.25,true,1.019506
17,Base5,2,1.95,0.6900,38.22,16,56.25,true,1.019506
18,Base5,2,5.93,0.8715,38.22,16,56.25,true,1.059255
19,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
20,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
21,Base5,2,24.65,1.6982,38.22,15,53.33,true,1.246479
22,Base5,2,4.68,0.8189,38.22,16,56.25,true,1.046755
23,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
24,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
25,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
26,Base5,2,26.14,1.7575,38.22,15,53.33,true,1.261364
27,Base5,2,48.16,2.8771,27.44,15,53.33,true,1.481599
28,Base5,2,48.16,2.8771,27.44,15,53.33,true,1.481599
29,Base5,2,24.42,1.7711,27.44,16,56.25,true,1.244201
30,Base5,2,24.42,1.7711,27.44,16,56.25,true,1.244201
31,Base5,2,48.16,2.8771,27.44,15,53.33,true,1.481599
32,Base5,2,48.16,2.8771,27.44,15,53.33,true,1.481599
33,Base5,2,48.16,2.8771,27.44,15,53.33,true,1.481599
34,Base5,2,46.41,2.8011,27.44,15,53.33,true,1.464115
35,Base5,2,46.41,2.8011,27.44,15,53.33,true,1.464115
36,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
37,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
38,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
39,Base5,2,23.16,1.6801,27.44,16,50.00,true,1.231637
40,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
41,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
42,Base5,2,24.90,1.7138,27.44,16,56.25,true,1.248968
43,Base5,2,33.89,2.2727,27.44,15,53.33,true,1.338874
44,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
45,Base5,2,33.89,2.2727,27.44,15,53.33,true,1.338874
46,Base5,2,33.89,2.2727,27.44,15,53.33,true,1.338874
47,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
48,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
49,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
50,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
51,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
52,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
53,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
54,Base5,2,36.01,2.2805,27.44,15,53.33,true,1.360054
55,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
56,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
57,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
58,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
59,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
60,Base5,2,48.73,2.8050,27.44,15,53.33,true,1.487276
1,Base5,3,272.69,15.2423,17.36,15,66.67,true,3.726863
2,Base5,3,146.32,8.7689,27.65,15,60.00,true,2.463234
3,Base5,3,105.70,6.8833,36.12,15,60.00,true,2.057044
4,Base5,3,117.88,7.2838,36.36,15,60.00,true,2.178830
5,Base5,3,137.17,8.2811,31.36,15,60.00,true,2.371726
6,Base5,3,128.53,8.2052,33.48,15,60.00,true,2.285335
7,Base5,3,142.73,8.6784,32.04,14,71.43,true,2.427267
8,Base5,3,146.56,8.6436,30.47,14,64.29,true,2.465641
9,Base5,3,152.80,8.9575,28.71,14,64.29,true,2.527982
10,Base5,3,100.62,6.5081,30.89,14,64.29,true,2.006158
11,Base5,3,116.95,7.1027,30.89,14,64.29,true,2.169512
12,Base5,3,116.95,7.1027,30.89,14,64.29,true,2.169512
13,Base5,3,116.95,7.1027,30.89,14,64.29,true,2.169512
14,Base5,3,41.12,3.8257,48.84,15,53.33,true,1.411160
15,Base5,3,77.82,5.2811,35.53,15,53.33,true,1.778218
16,Base5,3,60.74,4.3937,49.42,16,50.00,true,1.607383
17,Base5,3,-12.29,1.1648,64.79,17,41.18,false,0.877101
18,Base5,3,-1.82,1.8150,63.35,17,47.06,false,0.981778
19,Base5,3,-1.82,1.8150,63.35,17,47.06,false,0.981778
20,Base5,3,1.97,2.0223,63.35,17,47.06,true,1.019679
21,Base5,3,12.11,2.5678,63.35,17,47.06,true,1.121128
22,Base5,3,40.83,3.7301,53.93,17,47.06,true,1.408273
23,Base5,3,40.91,3.7474,53.93,17,47.06,true,1.409091
24,Base5,3,40.91,3.7474,53.93,17,47.06,true,1.409091
25,Base5,3,-4.90,1.5443,53.11,18,44.44,false,0.950971
26,Base5,3,-6.57,1.4579,53.93,18,44.44,false,0.934327
27,Base5,3,-6.57,1.4579,53.93,18,44.44,false,0.934327
28,Base5,3,-4.90,1.5443,53.11,18,44.44,false,0.950971
29,Base5,3,29.94,3.2508,53.11,18,50.00,true,1.299438
30,Base5,3,32.29,3.3651,52.27,18,50.00,true,1.322865
31,Base5,3,0.15,1.8089,52.27,18,44.44,true,1.001498
32,Base5,3,39.52,3.6948,51.34,18,50.00,true,1.395210
33,Base5,3,39.52,3.6948,51.34,18,50.00,true,1.395210
34,Base5,3,83.20,5.8072,36.10,18,61.11,true,1.832042
35,Base5,3,83.20,5.8072,36.10,18,61.11,true,1.832042
36,Base5,3,97.84,6.2506,33.69,18,61.11,true,1.978398
37,Base5,3,100.52,6.3567,33.69,18,61.11,true,2.005157
38,Base5,3,100.52,6.3567,33.69,18,61.11,true,2.005157
39,Base5,3,123.23,6.5654,33.69,18,61.11,true,2.232298
40,Base5,3,123.23,6.5654,33.69,18,61.11,true,2.232298
41,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
42,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
43,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
44,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
45,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
46,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
47,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
48,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
49,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
50,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
51,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
52,Base5,3,127.76,6.7169,33.69,19,57.89,true,2.277595
53,Base5,3,120.17,6.4729,33.69,19,57.89,true,2.201677
54,Base5,3,120.17,6.4729,33.69,19,57.89,true,2.201677
55,Base5,3,120.17,6.4729,33.69,19,57.89,true,2.201677
56,Base5,3,136.98,7.0674,33.69,19,57.89,true,2.369796
57,Base5,3,136.98,7.0674,33.69,19,57.89,true,2.369796
58,Base5,3,136.98,7.0674,33.69,19,57.89,true,2.369796
59,Base5,3,136.98,7.0674,33.69,19,57.89,true,2.369796
60,Base5,3,136.98,7.0674,33.69,19,57.89,true,2.369796
1,Base5,4,71.04,5.8606,12.74,14,64.29,true,1.710432
2,Base5,4,35.95,4.2594,14.16,14,57.14,true,1.359483
3,Base5,4,41.82,4.6980,15.01,14,64.29,true,1.418180
4,Base5,4,50.89,5.5269,14.39,14,71.43,true,1.508875
5,Base5,4,76.97,8.5709,12.78,13,69.23,true,1.769694
6,Base5,4,74.13,8.6937,16.05,12,75.00,true,1.741278
7,Base5,4,90.72,8.7521,15.01,12,75.00,true,1.907232
8,Base5,4,90.72,8.7521,15.01,12,75.00,true,1.907232
9,Base5,4,58.99,5.9183,15.01,13,69.23,true,1.589899
10,Base5,4,63.76,5.3951,14.04,13,69.23,true,1.637560
11,Base5,4,63.76,5.3951,14.04,13,69.23,true,1.637560
12,Base5,4,54.96,4.9180,14.04,13,69.23,true,1.549596
13,Base5,4,63.76,5.3951,14.04,13,69.23,true,1.637560
14,Base5,4,54.96,4.9180,14.04,13,69.23,true,1.549596
15,Base5,4,79.29,6.4220,14.04,13,69.23,true,1.792886
16,Base5,4,108.35,8.6022,15.00,12,75.00,true,2.083538
17,Base5,4,84.51,7.7036,15.00,12,75.00,true,1.845056
18,Base5,4,84.51,7.7036,15.00,12,75.00,true,1.845056
19,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
20,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
21,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
22,Base5,4,85.46,7.7971,14.56,12,75.00,true,1.854580
23,Base5,4,66.63,6.5675,15.03,12,75.00,true,1.666268
24,Base5,4,66.63,6.5675,15.03,12,75.00,true,1.666268
25,Base5,4,66.63,6.5675,15.03,12,75.00,true,1.666268
26,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
27,Base5,4,39.91,4.4335,28.63,12,66.67,true,1.399139
28,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
29,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
30,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
31,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
32,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
33,Base5,4,31.92,5.2931,28.63,12,58.33,true,1.319168
34,Base5,4,31.92,5.2931,28.63,12,58.33,true,1.319168
35,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
36,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
37,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
38,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
39,Base5,4,35.54,4.1353,28.63,12,66.67,true,1.355426
40,Base5,4,39.91,4.4335,28.63,12,66.67,true,1.399139
41,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
42,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
43,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
44,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
45,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
46,Base5,4,44.50,4.8021,26.29,12,66.67,true,1.445017
47,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
48,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
49,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
50,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
51,Base5,4,90.46,8.0169,15.00,12,75.00,true,1.904560
52,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
53,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
54,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
55,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
56,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
57,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
58,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
59,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
60,Base5,4,58.77,5.4508,14.04,13,69.23,true,1.587672
1,Base5,5,-20.81,-0.8449,49.23,13,38.46,false,0.791924
2,Base5,5,37.62,4.8203,20.55,12,50.00,true,1.376212
3,Base5,5,29.36,4.2452,21.81,12,50.00,true,1.293619
4,Base5,5,-9.50,-0.2642,39.93,13,38.46,false,0.904953
5,Base5,5,-7.37,-0.0187,38.51,13,38.46,false,0.926342
6,Base5,5,-7.37,-0.0187,38.51,13,38.46,false,0.926342
7,Base5,5,-34.57,-5.0128,50.38,13,23.08,false,0.654299
8,Base5,5,-41.22,-6.0712,55.42,13,23.08,false,0.587806
9,Base5,5,-24.21,-2.9398,42.52,12,33.33,false,0.757896
10,Base5,5,-11.93,-0.5863,41.55,13,38.46,false,0.880668
11,Base5,5,-41.06,-6.0547,55.30,13,23.08,false,0.589361
12,Base5,5,-50.29,-6.9988,62.30,14,21.43,false,0.497150
13,Base5,5,-54.14,-6.8525,65.22,13,23.08,false,0.458622
14,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
15,Base5,5,-55.15,-7.1563,65.98,13,23.08,false,0.448534
16,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
17,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
18,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
19,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
20,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
21,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
22,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
23,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
24,Base5,5,-54.02,-6.8492,65.13,13,23.08,false,0.459835
25,Base5,5,-49.03,-6.0433,61.34,13,23.08,false,0.509747
26,Base5,5,-49.03,-6.0433,61.34,13,23.08,false,0.509747
27,Base5,5,-49.03,-6.0433,61.34,13,23.08,false,0.509747
28,Base5,5,-27.59,-1.7954,47.03,12,33.33,false,0.724127
29,Base5,5,-27.59,-1.7954,47.03,12,33.33,false,0.724127
30,Base5,5,-33.98,-2.5050,49.93,13,30.77,false,0.660176
31,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
32,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
33,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
34,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
35,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
36,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
37,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
38,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
39,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
40,Base5,5,-38.28,-2.9665,53.19,13,30.77,false,0.617205
41,Base5,5,-37.21,-2.8391,52.38,13,30.77,false,0.627861
42,Base5,5,-37.21,-2.8391,52.38,13,30.77,false,0.627861
43,Base5,5,-37.21,-2.8391,52.38,13,30.77,false,0.627861
44,Base5,5,-37.21,-2.8391,52.38,13,30.77,false,0.627861
45,Base5,5,-37.21,-2.8391,52.38,13,30.77,false,0.627861
46,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
47,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
48,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
49,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
50,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
51,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
52,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
53,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
54,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
55,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
56,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
57,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
58,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
59,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
60,Base5,5,-13.31,-0.2862,34.26,13,38.46,false,0.866862
1,NoDOGE,0,179.41,6.6444,47.28,16,56.25,true,2.794094
2,NoDOGE,0,125.51,5.7388,62.08,15,46.67,true,2.255115
3,NoDOGE,0,239.60,7.7670,70.14,14,50.00,true,3.395988
4,NoDOGE,0,291.02,8.0208,64.27,14,57.14,true,3.910152
5,NoDOGE,0,278.83,8.0586,55.76,14,64.29,true,3.788320
6,NoDOGE,0,212.02,7.4358,63.56,14,57.14,true,3.120174
7,NoDOGE,0,251.30,8.0182,58.97,14,57.14,true,3.513046
8,NoDOGE,0,169.55,6.9553,68.52,14,57.14,true,2.695459
9,NoDOGE,0,108.44,5.6236,73.36,14,57.14,true,2.084438
10,NoDOGE,0,108.44,5.6236,73.36,14,57.14,true,2.084438
11,NoDOGE,0,197.24,5.6724,62.01,14,57.14,true,2.972380
12,NoDOGE,0,233.28,6.1275,57.40,14,57.14,true,3.332827
13,NoDOGE,0,233.28,6.1275,57.40,14,57.14,true,3.332827
14,NoDOGE,0,233.28,6.1275,57.40,14,57.14,true,3.332827
15,NoDOGE,0,233.28,6.1275,57.40,14,57.14,true,3.332827
16,NoDOGE,0,241.47,6.0268,57.40,15,60.00,true,3.414736
17,NoDOGE,0,241.47,6.0268,57.40,15,60.00,true,3.414736
18,NoDOGE,0,241.47,6.0268,57.40,15,60.00,true,3.414736
19,NoDOGE,0,241.47,6.0268,57.40,15,60.00,true,3.414736
20,NoDOGE,0,282.30,6.4248,52.30,15,60.00,true,3.823017
21,NoDOGE,0,282.30,6.4248,52.30,15,60.00,true,3.823017
22,NoDOGE,0,282.30,6.4248,52.30,15,60.00,true,3.823017
23,NoDOGE,0,282.30,6.4248,52.30,15,60.00,true,3.823017
24,NoDOGE,0,195.92,5.1864,52.30,16,62.50,true,2.959200
25,NoDOGE,0,215.76,5.4437,52.30,16,62.50,true,3.157560
26,NoDOGE,0,201.28,5.4270,52.30,16,62.50,true,3.012804
27,NoDOGE,0,201.28,5.4270,52.30,16,62.50,true,3.012804
28,NoDOGE,0,201.28,5.4270,52.30,16,62.50,true,3.012804
29,NoDOGE,0,201.28,5.4270,52.30,16,62.50,true,3.012804
30,NoDOGE,0,169.10,5.0078,57.40,16,62.50,true,2.691049
31,NoDOGE,0,176.66,5.1095,57.40,16,62.50,true,2.766608
32,NoDOGE,0,176.66,5.1095,57.40,16,62.50,true,2.766608
33,NoDOGE,0,176.66,5.1095,57.40,16,62.50,true,2.766608
34,NoDOGE,0,176.66,5.1095,57.40,16,62.50,true,2.766608
35,NoDOGE,0,234.61,5.6166,57.40,16,62.50,true,3.346090
36,NoDOGE,0,234.61,5.6166,57.40,16,62.50,true,3.346090
37,NoDOGE,0,234.61,5.6166,57.40,16,62.50,true,3.346090
38,NoDOGE,0,234.61,5.6166,57.40,16,62.50,true,3.346090
39,NoDOGE,0,234.61,5.6166,57.40,16,62.50,true,3.346090
40,NoDOGE,0,273.61,6.3920,57.31,16,62.50,true,3.736081
41,NoDOGE,0,273.61,6.3920,57.31,16,62.50,true,3.736081
42,NoDOGE,0,273.61,6.3920,57.31,16,62.50,true,3.736081
43,NoDOGE,0,273.61,6.3920,57.31,16,62.50,true,3.736081
