step,Base5_W0_0,Base5_W0_20,Base5_W0_30,Base5_W0_40,Base5_W0_50,Base5_W0_60,Base5_W0_70,Base5_W1_0,Base5_W1_20,Base5_W1_30,Base5_W1_40,Base5_W1_50,Base5_W1_60,Base5_W1_70,Base5_W2_0,Base5_W2_20,Base5_W2_30,Base5_W2_40,Base5_W2_50,Base5_W2_60,Base5_W2_70,Base5_W3_0,Base5_W3_20,Base5_W3_30,Base5_W3_40,Base5_W3_50,Base5_W3_60,Base5_W3_70,Base5_W4_0,Base5_W4_20,Base5_W4_30,Base5_W4_40,Base5_W4_50,Base5_W4_60,Base5_W4_70,Base5_W5_0,Base5_W5_20,Base5_W5_30,Base5_W5_40,Base5_W5_50,Base5_W5_60,Base5_W5_70,LargeCaps5_W0_0,LargeCaps5_W0_20,LargeCaps5_W0_30,LargeCaps5_W0_40,LargeCaps5_W0_50,LargeCaps5_W0_60,LargeCaps5_W0_70,LargeCaps5_W1_0,LargeCaps5_W1_20,LargeCaps5_W1_30,LargeCaps5_W1_40,LargeCaps5_W1_50,LargeCaps5_W1_60,LargeCaps5_W1_70,LargeCaps5_W2_0,LargeCaps5_W2_20,LargeCaps5_W2_30,LargeCaps5_W2_40,LargeCaps5_W2_50,LargeCaps5_W2_60,LargeCaps5_W2_70,LargeCaps5_W3_0,LargeCaps5_W3_20,LargeCaps5_W3_30,LargeCaps5_W3_40,LargeCaps5_W3_50,LargeCaps5_W3_60,LargeCaps5_W3_70,LargeCaps5_W4_0,LargeCaps5_W4_20,LargeCaps5_W4_30,LargeCaps5_W4_40,LargeCaps5_W4_50,LargeCaps5_W4_60,LargeCaps5_W4_70,LargeCaps5_W5_0,LargeCaps5_W5_20,LargeCaps5_W5_30,LargeCaps5_W5_40,LargeCaps5_W5_50,LargeCaps5_W5_60,LargeCaps5_W5_70,Legacy3_W0_0,Legacy3_W0_20,Legacy3_W0_30,Legacy3_W0_40,Legacy3_W0_50,Legacy3_W0_60,Legacy3_W0_70,Legacy3_W1_0,Legacy3_W1_20,Legacy3_W1_30,Legacy3_W1_40,Legacy3_W1_50,Legacy3_W1_60,Legacy3_W1_70,Legacy3_W2_0,Legacy3_W2_20,Legacy3_W2_30,Legacy3_W2_40,Legacy3_W2_50,Legacy3_W2_60,Legacy3_W2_70,Legacy3_W3_0,Legacy3_W3_20,Legacy3_W3_30,Legacy3_W3_40,Legacy3_W3_50,Legacy3_W3_60,Legacy3_W3_70,Legacy3_W4_0,Legacy3_W4_20,Legacy3_W4_30,Legacy3_W4_40,Legacy3_W4_50,Legacy3_W4_60,Legacy3_W4_70,Legacy3_W5_0,Legacy3_W5_20,Legacy3_W5_30,Legacy3_W5_40,Legacy3_W5_50,Legacy3_W5_60,Legacy3_W5_70,Legacy4_W0_0,Legacy4_W0_20,Legacy4_W0_30,Legacy4_W0_40,Legacy4_W0_50,Legacy4_W0_60,Legacy4_W0_70,Legacy4_W1_0,Legacy4_W1_20,Legacy4_W1_30,Legacy4_W1_40,Legacy4_W1_50,Legacy4_W1_60,Legacy4_W1_70,Legacy4_W2_0,Legacy4_W2_20,Legacy4_W2_30,Legacy4_W2_40,Legacy4_W2_50,Legacy4_W2_60,Legacy4_W2_70,Legacy4_W3_0,Legacy4_W3_20,Legacy4_W3_30,Legacy4_W3_40,Legacy4_W3_50,Legacy4_W3_60,Legacy4_W3_70,Legacy4_W4_0,Legacy4_W4_20,Legacy4_W4_30,Legacy4_W4_40,Legacy4_W4_50,Legacy4_W4_60,Legacy4_W4_70,Legacy4_W5_0,Legacy4_W5_20,Legacy4_W5_30,Legacy4_W5_40,Legacy4_W5_50,Legacy4_W5_60,Legacy4_W5_70,Legacy5BNB_W0_0,Legacy5BNB_W0_20,Legacy5BNB_W0_30,Legacy5BNB_W0_40,Legacy5BNB_W0_50,Legacy5BNB_W0_60,Legacy5BNB_W0_70,Legacy5BNB_W1_0,Legacy5BNB_W1_20,Legacy5BNB_W1_30,Legacy5BNB_W1_40,Legacy5BNB_W1_50,Legacy5BNB_W1_60,Legacy5BNB_W1_70,Legacy5BNB_W2_0,Legacy5BNB_W2_20,Legacy5BNB_W2_30,Legacy5BNB_W2_40,Legacy5BNB_W2_50,Legacy5BNB_W2_60,Legacy5BNB_W2_70,Legacy5BNB_W3_0,Legacy5BNB_W3_20,Legacy5BNB_W3_30,Legacy5BNB_W3_40,Legacy5BNB_W3_50,Legacy5BNB_W3_60,Legacy5BNB_W3_70,Legacy5BNB_W4_0,Legacy5BNB_W4_20,Legacy5BNB_W4_30,Legacy5BNB_W4_40,Legacy5BNB_W4_50,Legacy5BNB_W4_60,Legacy5BNB_W4_70,Legacy5BNB_W5_0,Legacy5BNB_W5_20,Legacy5BNB_W5_30,Legacy5BNB_W5_40,Legacy5BNB_W5_50,Legacy5BNB_W5_60,Legacy5BNB_W5_70,LowVolume5_W0_0,LowVolume5_W0_20,LowVolume5_W0_30,LowVolume5_W0_40,LowVolume5_W0_50,LowVolume5_W0_60,LowVolume5_W0_70,LowVolume5_W1_0,LowVolume5_W1_20,LowVolume5_W1_30,LowVolume5_W1_40,LowVolume5_W1_50,LowVolume5_W1_60,LowVolume5_W1_70,LowVolume5_W2_0,LowVolume5_W2_20,LowVolume5_W2_30,LowVolume5_W2_40,LowVolume5_W2_50,LowVolume5_W2_60,LowVolume5_W2_70,LowVolume5_W3_0,LowVolume5_W3_20,LowVolume5_W3_30,LowVolume5_W3_40,LowVolume5_W3_50,LowVolume5_W3_60,LowVolume5_W3_70,LowVolume5_W4_0,LowVolume5_W4_20,LowVolume5_W4_30,LowVolume5_W4_40,LowVolume5_W4_50,LowVolume5_W4_60,LowVolume5_W4_70,LowVolume5_W5_0,LowVolume5_W5_20,LowVolume5_W5_30,LowVolume5_W5_40,LowVolume5_W5_50,LowVolume5_W5_60,LowVolume5_W5_70,NoDOGE_W0_0,NoDOGE_W0_20,NoDOGE_W0_30,NoDOGE_W0_40,NoDOGE_W0_50,NoDOGE_W0_60,NoDOGE_W0_70,NoDOGE_W1_0,NoDOGE_W1_20,NoDOGE_W1_30,NoDOGE_W1_40,NoDOGE_W1_50,NoDOGE_W1_60,NoDOGE_W1_70,NoDOGE_W2_0,NoDOGE_W2_20,NoDOGE_W2_30,NoDOGE_W2_40,NoDOGE_W2_50,NoDOGE_W2_60,NoDOGE_W2_70,NoDOGE_W3_0,NoDOGE_W3_20,NoDOGE_W3_30,NoDOGE_W3_40,NoDOGE_W3_50,NoDOGE_W3_60,NoDOGE_W3_70,NoDOGE_W4_0,NoDOGE_W4_20,NoDOGE_W4_30,NoDOGE_W4_40,NoDOGE_W4_50,NoDOGE_W4_60,NoDOGE_W4_70,NoDOGE_W5_0,NoDOGE_W5_20,NoDOGE_W5_30,NoDOGE_W5_40,NoDOGE_W5_50,NoDOGE_W5_60,NoDOGE_W5_70,OldGuard4_W0_0,OldGuard4_W0_20,OldGuard4_W0_30,OldGuard4_W0_40,OldGuard4_W0_50,OldGuard4_W0_60,OldGuard4_W0_70,OldGuard4_W1_0,OldGuard4_W1_20,OldGuard4_W1_30,OldGuard4_W1_40,OldGuard4_W1_50,OldGuard4_W1_60,OldGuard4_W1_70,OldGuard4_W2_0,OldGuard4_W2_20,OldGuard4_W2_30,OldGuard4_W2_40,OldGuard4_W2_50,OldGuard4_W2_60,OldGuard4_W2_70,OldGuard4_W3_0,OldGuard4_W3_20,OldGuard4_W3_30,OldGuard4_W3_40,OldGuard4_W3_50,OldGuard4_W3_60,OldGuard4_W3_70,OldGuard4_W4_0,OldGuard4_W4_20,OldGuard4_W4_30,OldGuard4_W4_40,OldGuard4_W4_50,OldGuard4_W4_60,OldGuard4_W4_70,OldGuard4_W5_0,OldGuard4_W5_20,OldGuard4_W5_30,OldGuard4_W5_40,OldGuard4_W5_50,OldGuard4_W5_60,OldGuard4_W5_70,OldGuardNoBNB_W0_0,OldGuardNoBNB_W0_20,OldGuardNoBNB_W0_30,OldGuardNoBNB_W0_40,OldGuardNoBNB_W0_50,OldGuardNoBNB_W0_60,OldGuardNoBNB_W0_70,OldGuardNoBNB_W1_0,OldGuardNoBNB_W1_20,OldGuardNoBNB_W1_30,OldGuardNoBNB_W1_40,OldGuardNoBNB_W1_50,OldGuardNoBNB_W1_60,OldGuardNoBNB_W1_70,OldGuardNoBNB_W2_0,OldGuardNoBNB_W2_20,OldGuardNoBNB_W2_30,OldGuardNoBNB_W2_40,OldGuardNoBNB_W2_50,OldGuardNoBNB_W2_60,OldGuardNoBNB_W2_70,OldGuardNoBNB_W3_0,OldGuardNoBNB_W3_20,OldGuardNoBNB_W3_30,OldGuardNoBNB_W3_40,OldGuardNoBNB_W3_50,OldGuardNoBNB_W3_60,OldGuardNoBNB_W3_70,OldGuardNoBNB_W4_0,OldGuardNoBNB_W4_20,OldGuardNoBNB_W4_30,OldGuardNoBNB_W4_40,OldGuardNoBNB_W4_50,OldGuardNoBNB_W4_60,OldGuardNoBNB_W4_70,OldGuardNoBNB_W5_0,OldGuardNoBNB_W5_20,OldGuardNoBNB_W5_30,OldGuardNoBNB_W5_40,OldGuardNoBNB_W5_50,OldGuardNoBNB_W5_60,OldGuardNoBNB_W5_70
0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.034078,1.034078,1.034078,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.092008,1.092008,1.092008,1.092008,1.092008,1.092008,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.091341,1.091341,1.091341,1.091341,1.091341,1.092008,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.034078,1.034078,1.034078,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.091341,1.091341,1.091341,1.091341,1.091341,1.092008,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.033412,1.033412,1.033412,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.997335,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.064987,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998001,0.998001,0.998001,0.998001,0.998001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064987,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.998667,0.998667,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.998667,0.998667,0.998667,1.000000,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.067919,1.067919,1.067919,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.997336,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998001,0.998001,0.998001,0.998001,0.998001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998001,0.998001,0.998001,0.998001,0.998001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.189147,1.189147,1.189147,1.189147,1.189147,1.189147,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.998667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.064987,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.998001,0.998001,0.998001,0.998001,0.998001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.187752,1.187752,1.187752,1.187752,1.187752,1.189147,1.000000,0.999333,0.999333,0.999333,0.999333,0.999333,1.000000,1.000000,1.067919,1.067919,1.067919,1.000000,1.000000,1.000000,1.000000,0.998667,0.998667,0.999333,1.000000,1.000000,1.000000,1.000000,0.997336,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.187025,1.187025,1.187025,1.187025,1.187025,1.189147,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066563,1.066563,1.066563,0.999333,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.996670,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
