em,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
0.89,Legacy3,5,-31.7890,-4.3350,34.96,6,33.33,false
0.89,LowVolume5,0,-10.2242,0.0866,40.29,14,42.86,false
0.89,LowVolume5,1,-58.9461,-8.6309,58.95,11,18.18,false
0.89,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.89,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.89,LowVolume5,4,-44.8301,-8.0718,47.80,7,28.57,false
0.89,LowVolume5,5,31.5121,4.7250,27.74,8,50.00,true
0.89,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.89,OldGuard4,1,-29.3608,-2.3151,40.84,10,40.00,false
0.89,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.89,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.89,OldGuard4,4,-18.5335,-4.2044,25.33,7,42.86,false
0.89,OldGuard4,5,-11.2709,0.7904,51.25,9,44.44,false
0.90,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.90,Base5,1,125.8343,5.8642,35.94,10,40.00,true
0.90,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.90,Base5,3,31.6103,3.8903,45.35,12,66.67,true
0.90,Base5,4,53.5355,8.3197,17.63,9,55.56,true
0.90,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.90,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.90,NoDOGE,1,-28.6134,-7.9191,34.76,8,25.00,false
0.90,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.90,NoDOGE,3,85.6587,6.4137,36.71,12,66.67,true
0.90,NoDOGE,4,53.5355,8.3197,17.63,9,55.56,true
0.90,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.90,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.90,Legacy4,1,3.0398,1.5862,22.58,9,55.56,true
0.90,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.90,Legacy4,3,30.5190,4.2927,29.87,11,54.55,true
0.90,Legacy4,4,5.0226,2.2709,24.63,7,57.14,true
0.90,Legacy4,5,39.4750,8.8016,19.85,4,75.00,true
0.90,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.90,Legacy5BNB,1,-13.4330,-1.5873,28.92,8,37.50,false
0.90,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.90,Legacy5BNB,3,72.2463,10.1192,7.45,10,60.00,true
0.90,Legacy5BNB,4,57.3910,12.7991,10.11,7,71.43,true
0.90,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.90,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.90,OldGuardNoBNB,1,-62.5086,-7.1743,66.82,11,18.18,false
0.90,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.90,OldGuardNoBNB,3,30.5190,4.2927,29.87,11,54.55,true
0.90,OldGuardNoBNB,4,5.0226,2.2709,24.63,7,57.14,true
0.90,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.90,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.90,LargeCaps5,1,-28.6134,-7.9191,34.76,8,25.00,false
0.90,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.90,LargeCaps5,3,141.1331,11.8739,7.06,10,70.00,true
0.90,LargeCaps5,4,33.2660,6.6814,20.40,9,55.56,true
0.90,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.90,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.90,Legacy3,1,16.8830,3.6902,21.41,9,55.56,true
0.90,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.90,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.90,Legacy3,4,-36.4404,-8.7011,38.94,7,28.57,false
0.90,Legacy3,5,-31.7890,-4.3350,34.96,6,33.33,false
0.90,LowVolume5,0,-10.2242,0.0866,40.29,14,42.86,false
0.90,LowVolume5,1,-52.5238,-6.7850,53.64,10,20.00,false
0.90,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.90,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.90,LowVolume5,4,-44.8301,-8.0718,47.80,7,28.57,false
0.90,LowVolume5,5,31.5121,4.7250,27.74,8,50.00,true
0.90,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.90,OldGuard4,1,-18.3103,-0.5986,39.62,9,44.44,false
0.90,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.90,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.90,OldGuard4,4,-18.5335,-4.2044,25.33,7,42.86,false
0.90,OldGuard4,5,-11.2709,0.7904,51.25,9,44.44,false
0.91,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.91,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.91,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.91,Base5,3,31.6103,3.8903,45.35,12,66.67,true
0.91,Base5,4,53.5355,8.3197,17.63,9,55.56,true
0.91,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.91,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.91,NoDOGE,1,-26.3594,-6.4995,34.76,8,25.00,false
0.91,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.91,NoDOGE,3,85.6587,6.4137,36.71,12,66.67,true
0.91,NoDOGE,4,53.5355,8.3197,17.63,9,55.56,true
0.91,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.91,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.91,Legacy4,1,6.2934,2.1434,22.58,9,55.56,true
0.91,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.91,Legacy4,3,30.5190,4.2927,29.87,11,54.55,true
0.91,Legacy4,4,5.0226,2.2709,24.63,7,57.14,true
0.91,Legacy4,5,39.4750,8.8016,19.85,4,75.00,true
0.91,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.91,Legacy5BNB,1,-10.6996,-0.8857,28.92,8,37.50,false
0.91,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.91,Legacy5BNB,3,72.2463,10.1192,7.45,10,60.00,true
0.91,Legacy5BNB,4,57.3910,12.7991,10.11,7,71.43,true
0.91,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.91,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.91,OldGuardNoBNB,1,-61.3248,-6.7339,65.77,11,18.18,false
0.91,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.91,OldGuardNoBNB,3,30.5190,4.2927,29.87,11,54.55,true
0.91,OldGuardNoBNB,4,5.0226,2.2709,24.63,7,57.14,true
0.91,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.91,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.91,LargeCaps5,1,-26.3594,-6.4995,34.76,8,25.00,false
0.91,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.91,LargeCaps5,3,141.1331,11.8739,7.06,10,70.00,true
0.91,LargeCaps5,4,33.2660,6.6814,20.40,9,55.56,true
0.91,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.91,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.91,Legacy3,1,26.4394,5.4665,21.41,8,62.50,true
0.91,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.91,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.91,Legacy3,4,-36.4404,-8.7011,38.94,7,28.57,false
0.91,Legacy3,5,-31.7890,-4.3350,34.96,6,33.33,false
0.91,LowVolume5,0,-10.2242,0.0866,40.29,14,42.86,false
0.91,LowVolume5,1,-45.7081,-5.7458,46.99,9,22.22,false
0.91,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.91,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.91,LowVolume5,4,-44.8301,-8.0718,47.80,7,28.57,false
0.91,LowVolume5,5,64.2747,7.2783,27.20,8,62.50,true
0.91,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.91,OldGuard4,1,-22.7250,-1.3121,39.62,9,44.44,false
0.91,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.91,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.91,OldGuard4,4,-18.5335,-4.2044,25.33,7,42.86,false
0.91,OldGuard4,5,-11.2709,0.7904,51.25,9,44.44,false
0.92,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.92,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.92,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.92,Base5,3,22.6968,3.4982,47.55,12,66.67,true
0.92,Base5,4,53.5355,8.3197,17.63,9,55.56,true
0.92,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.92,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.92,NoDOGE,1,-26.3594,-6.4995,34.76,8,25.00,false
0.92,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.92,NoDOGE,3,73.0848,5.9203,41.00,12,66.67,true
0.92,NoDOGE,4,53.5355,8.3197,17.63,9,55.56,true
0.92,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.92,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.92,Legacy4,1,6.2934,2.1434,22.58,9,55.56,true
0.92,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.92,Legacy4,3,21.6795,3.5068,29.87,11,54.55,true
0.92,Legacy4,4,5.0226,2.2709,24.63,7,57.14,true
0.92,Legacy4,5,39.4750,8.8016,19.85,4,75.00,true
0.92,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.92,Legacy5BNB,1,-10.6996,-0.8857,28.92,8,37.50,false
0.92,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.92,Legacy5BNB,3,60.5808,8.4971,13.35,10,60.00,true
0.92,Legacy5BNB,4,57.3910,12.7991,10.11,7,71.43,true
0.92,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.92,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.92,OldGuardNoBNB,1,-58.3027,-6.0615,63.10,11,18.18,false
0.92,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.92,OldGuardNoBNB,3,21.6795,3.5068,29.87,11,54.55,true
0.92,OldGuardNoBNB,4,5.0226,2.2709,24.63,7,57.14,true
0.92,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.92,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.92,LargeCaps5,1,-26.3594,-6.4995,34.76,8,25.00,false
0.92,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.92,LargeCaps5,3,124.8021,10.7209,13.35,10,70.00,true
0.92,LargeCaps5,4,33.2660,6.6814,20.40,9,55.56,true
0.92,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.92,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.92,Legacy3,1,26.4394,5.4665,21.41,8,62.50,true
0.92,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.92,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.92,Legacy3,4,-36.4404,-8.7011,38.94,7,28.57,false
0.92,Legacy3,5,-31.7890,-4.3350,34.96,6,33.33,false
0.92,LowVolume5,0,-10.2242,0.0866,40.29,14,42.86,false
0.92,LowVolume5,1,-45.7081,-5.7458,46.99,9,22.22,false
0.92,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.92,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.92,LowVolume5,4,-44.8301,-8.0718,47.80,7,28.57,false
0.92,LowVolume5,5,64.2747,7.2783,27.20,8,62.50,true
0.92,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.92,OldGuard4,1,-22.7250,-1.3121,39.62,9,44.44,false
0.92,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.92,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.92,OldGuard4,4,-18.5335,-4.2044,25.33,7,42.86,false
0.92,OldGuard4,5,-11.2709,0.7904,51.25,9,44.44,false
0.93,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.93,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.93,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.93,Base5,3,22.6968,3.4982,47.55,12,66.67,true
0.93,Base5,4,53.5355,8.3197,17.63,9,55.56,true
0.93,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.93,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.93,NoDOGE,1,-30.1222,-6.5301,38.09,8,25.00,false
0.93,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.93,NoDOGE,3,73.0848,5.9203,41.00,12,66.67,true
0.93,NoDOGE,4,53.5355,8.3197,17.63,9,55.56,true
0.93,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.93,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.93,Legacy4,1,0.8621,1.2720,26.54,9,55.56,true
0.93,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.93,Legacy4,3,21.6795,3.5068,29.87,11,54.55,true
0.93,Legacy4,4,5.0226,2.2709,24.63,7,57.14,true
0.93,Legacy4,5,18.4477,5.1598,19.85,4,75.00,true
0.93,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.93,Legacy5BNB,1,-15.2626,-1.5162,32.55,8,37.50,false
0.93,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.93,Legacy5BNB,3,60.5808,8.4971,13.35,10,60.00,true
0.93,Legacy5BNB,4,57.3910,12.7991,10.11,7,71.43,true
0.93,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.93,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.93,OldGuardNoBNB,1,-60.4333,-6.3075,64.98,11,18.18,false
0.93,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.93,OldGuardNoBNB,3,21.6795,3.5068,29.87,11,54.55,true
0.93,OldGuardNoBNB,4,5.0226,2.2709,24.63,7,57.14,true
0.93,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.93,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.93,LargeCaps5,1,-30.1222,-6.5301,38.09,8,25.00,false
0.93,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.93,LargeCaps5,3,124.8021,10.7209,13.35,10,70.00,true
0.93,LargeCaps5,4,33.2660,6.6814,20.40,9,55.56,true
0.93,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.93,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.93,Legacy3,1,26.4394,5.4665,21.41,8,62.50,true
0.93,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.93,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.93,Legacy3,4,-36.4404,-8.7011,38.94,7,28.57,false
0.93,Legacy3,5,-42.0725,-8.7599,42.70,6,33.33,false
0.93,LowVolume5,0,-16.6312,-0.4242,44.55,14,42.86,false
0.93,LowVolume5,1,-45.7081,-5.7458,46.99,9,22.22,false
0.93,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.93,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.93,LowVolume5,4,-44.8301,-8.0718,47.80,7,28.57,false
0.93,LowVolume5,5,39.5086,5.4567,27.20,8,62.50,true
0.93,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.93,OldGuard4,1,-22.7250,-1.3121,39.62,9,44.44,false
0.93,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.93,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.93,OldGuard4,4,-18.5335,-4.2044,25.33,7,42.86,false
0.93,OldGuard4,5,-24.6477,-0.9247,51.25,9,44.44,false
0.94,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.94,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.94,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.94,Base5,3,22.6968,3.4982,47.55,12,66.67,true
0.94,Base5,4,70.8130,11.7113,17.63,8,62.50,true
0.94,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.94,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.94,NoDOGE,1,-30.1222,-6.5301,38.09,8,25.00,false
0.94,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.94,NoDOGE,3,73.0848,5.9203,41.00,12,66.67,true
0.94,NoDOGE,4,70.8130,11.7113,17.63,8,62.50,true
0.94,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.94,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.94,Legacy4,1,0.8621,1.2720,26.54,9,55.56,true
0.94,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.94,Legacy4,3,21.6795,3.5068,29.87,11,54.55,true
0.94,Legacy4,4,16.8409,5.2920,16.15,6,66.67,true
0.94,Legacy4,5,18.4477,5.1598,19.85,4,75.00,true
0.94,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.94,Legacy5BNB,1,-15.2626,-1.5162,32.55,8,37.50,false
0.94,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.94,Legacy5BNB,3,60.5808,8.4971,13.35,10,60.00,true
0.94,Legacy5BNB,4,60.7325,11.5608,16.15,7,71.43,true
0.94,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.94,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.94,OldGuardNoBNB,1,-60.4333,-6.3075,64.98,11,18.18,false
0.94,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.94,OldGuardNoBNB,3,21.6795,3.5068,29.87,11,54.55,true
0.94,OldGuardNoBNB,4,16.8409,5.2920,16.15,6,66.67,true
0.94,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.94,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.94,LargeCaps5,1,-30.1222,-6.5301,38.09,8,25.00,false
0.94,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.94,LargeCaps5,3,124.8021,10.7209,13.35,10,70.00,true
0.94,LargeCaps5,4,23.5343,4.8482,20.40,9,55.56,true
0.94,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.94,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.94,Legacy3,1,26.4394,5.4665,21.41,8,62.50,true
0.94,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.94,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.94,Legacy3,4,-20.9545,-3.5734,24.07,7,42.86,false
0.94,Legacy3,5,-42.0725,-8.7599,42.70,6,33.33,false
0.94,LowVolume5,0,-16.6312,-0.4242,44.55,14,42.86,false
0.94,LowVolume5,1,-45.7081,-5.7458,46.99,9,22.22,false
0.94,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.94,LowVolume5,3,-52.8497,-1.3352,79.89,13,46.15,false
0.94,LowVolume5,4,-31.3882,-4.4872,35.08,7,42.86,false
0.94,LowVolume5,5,39.5086,5.4567,27.20,8,62.50,true
0.94,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.94,OldGuard4,1,-29.5802,-2.6681,41.02,9,44.44,false
0.94,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.94,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.94,OldGuard4,4,1.3155,1.2727,16.93,7,57.14,true
0.94,OldGuard4,5,-24.6477,-0.9247,51.25,9,44.44,false
0.95,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.95,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.95,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.95,Base5,3,140.4677,8.9254,45.35,10,80.00,true
0.95,Base5,4,70.8130,11.7113,17.63,8,62.50,true
0.95,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.95,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.95,NoDOGE,1,-30.1222,-6.5301,38.09,8,25.00,false
0.95,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.95,NoDOGE,3,239.2206,13.7896,22.45,10,80.00,true
0.95,NoDOGE,4,70.8130,11.7113,17.63,8,62.50,true
0.95,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.95,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.95,Legacy4,1,-18.3155,-2.7498,27.85,9,44.44,false
0.95,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.95,Legacy4,3,62.3812,7.0365,29.87,10,60.00,true
0.95,Legacy4,4,16.8409,5.2920,16.15,6,66.67,true
0.95,Legacy4,5,18.4477,5.1598,19.85,4,75.00,true
0.95,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.95,Legacy5BNB,1,-31.3743,-6.7407,39.20,8,25.00,false
0.95,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.95,Legacy5BNB,3,35.2335,4.7945,36.89,10,60.00,true
0.95,Legacy5BNB,4,60.7325,11.5608,16.15,7,71.43,true
0.95,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.95,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.95,OldGuardNoBNB,1,-60.4333,-6.3075,64.98,11,18.18,false
0.95,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.95,OldGuardNoBNB,3,62.3812,7.0365,29.87,10,60.00,true
0.95,OldGuardNoBNB,4,16.8409,5.2920,16.15,6,66.67,true
0.95,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.95,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.95,LargeCaps5,1,-30.1222,-6.5301,38.09,8,25.00,false
0.95,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.95,LargeCaps5,3,89.3176,7.4645,36.89,10,70.00,true
0.95,LargeCaps5,4,23.5343,4.8482,20.40,9,55.56,true
0.95,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.95,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.95,Legacy3,1,8.2886,2.6792,21.41,8,62.50,true
0.95,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.95,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.95,Legacy3,4,-20.9545,-3.5734,24.07,7,42.86,false
0.95,Legacy3,5,-42.0725,-8.7599,42.70,6,33.33,false
0.95,LowVolume5,0,-16.6312,-0.4242,44.55,14,42.86,false
0.95,LowVolume5,1,-53.5019,-9.0203,53.50,9,22.22,false
0.95,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.95,LowVolume5,3,-30.7548,0.2904,70.47,12,50.00,false
0.95,LowVolume5,4,-31.3882,-4.4872,35.08,7,42.86,false
0.95,LowVolume5,5,39.5086,5.4567,27.20,8,62.50,true
0.95,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.95,OldGuard4,1,-42.9696,-6.2894,52.24,9,33.33,false
0.95,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.95,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.95,OldGuard4,4,1.3155,1.2727,16.93,7,57.14,true
0.95,OldGuard4,5,-24.6477,-0.9247,51.25,9,44.44,false
0.96,Base5,0,118.5693,6.8694,58.45,13,53.85,true
0.96,Base5,1,113.6296,5.6995,35.94,10,40.00,true
0.96,Base5,2,217.4809,15.8206,10.85,10,70.00,true
0.96,Base5,3,140.4677,8.9254,45.35,10,80.00,true
0.96,Base5,4,-0.3236,1.0970,25.24,8,50.00,false
0.96,Base5,5,32.7838,7.8850,11.96,6,50.00,true
0.96,NoDOGE,0,118.5693,6.8694,58.45,13,53.85,true
0.96,NoDOGE,1,-30.1222,-6.5301,38.09,8,25.00,false
0.96,NoDOGE,2,241.8562,9.4238,35.59,9,66.67,true
0.96,NoDOGE,3,239.2206,13.7896,22.45,10,80.00,true
0.96,NoDOGE,4,-0.3236,1.0970,25.24,8,50.00,false
0.96,NoDOGE,5,42.9757,11.4810,11.96,5,60.00,true
0.96,Legacy4,0,49.4286,5.5774,23.78,11,54.55,true
0.96,Legacy4,1,-18.3155,-2.7498,27.85,9,44.44,false
0.96,Legacy4,2,222.8086,9.5821,15.07,9,55.56,true
0.96,Legacy4,3,62.3812,7.0365,29.87,10,60.00,true
0.96,Legacy4,4,16.8409,5.2920,16.15,6,66.67,true
0.96,Legacy4,5,18.4477,5.1598,19.85,4,75.00,true
0.96,Legacy5BNB,0,71.4779,7.3773,23.82,11,54.55,true
0.96,Legacy5BNB,1,-31.3743,-6.7407,39.20,8,25.00,false
0.96,Legacy5BNB,2,222.8086,9.5821,15.07,9,55.56,true
0.96,Legacy5BNB,3,35.2335,4.7945,36.89,10,60.00,true
0.96,Legacy5BNB,4,75.1023,21.9474,7.81,6,83.33,true
0.96,Legacy5BNB,5,4.5440,2.2088,24.62,5,60.00,true
0.96,OldGuardNoBNB,0,25.5720,3.1272,22.71,11,54.55,true
0.96,OldGuardNoBNB,1,-61.9421,-6.8339,72.56,10,20.00,false
0.96,OldGuardNoBNB,2,222.8086,9.5821,15.07,9,55.56,true
0.96,OldGuardNoBNB,3,62.3812,7.0365,29.87,10,60.00,true
0.96,OldGuardNoBNB,4,16.8409,5.2920,16.15,6,66.67,true
0.96,OldGuardNoBNB,5,22.7429,4.5981,19.85,6,66.67,true
0.96,LargeCaps5,0,118.5693,6.8694,58.45,13,53.85,true
0.96,LargeCaps5,1,-30.1222,-6.5301,38.09,8,25.00,false
0.96,LargeCaps5,2,241.8562,9.4238,35.59,9,66.67,true
0.96,LargeCaps5,3,89.3176,7.4645,36.89,10,70.00,true
0.96,LargeCaps5,4,48.2626,10.2623,20.40,8,62.50,true
0.96,LargeCaps5,5,42.9757,11.4810,11.96,5,60.00,true
0.96,Legacy3,0,63.7496,6.1800,24.37,12,50.00,true
0.96,Legacy3,1,8.2886,2.6792,21.41,8,62.50,true
0.96,Legacy3,2,272.5280,13.2185,15.03,7,71.43,true
0.96,Legacy3,3,183.1733,19.7739,6.20,9,77.78,true
0.96,Legacy3,4,-20.9545,-3.5734,24.07,7,42.86,false
0.96,Legacy3,5,-42.0725,-8.7599,42.70,6,33.33,false
0.96,LowVolume5,0,-16.6312,-0.4242,44.55,14,42.86,false
0.96,LowVolume5,1,-63.5601,-10.1467,63.56,9,22.22,false
0.96,LowVolume5,2,485.3883,12.4870,16.38,10,90.00,true
0.96,LowVolume5,3,-30.7548,0.2904,70.47,12,50.00,false
0.96,LowVolume5,4,-31.3882,-4.4872,35.08,7,42.86,false
0.96,LowVolume5,5,39.5086,5.4567,27.20,8,62.50,true
0.96,OldGuard4,0,77.0789,5.8682,22.71,12,58.33,true
0.96,OldGuard4,1,-55.3061,-7.6480,62.57,9,33.33,false
0.96,OldGuard4,2,273.3218,11.9647,15.03,8,75.00,true
0.96,OldGuard4,3,183.1733,19.7739,6.20,9,77.78,true
0.96,OldGuard4,4,1.3155,1.2727,16.93,7,57.14,true
0.96,OldGuard4,5,-24.6477,-0.9247,51.25,9,44.44,false
