hold_max,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass,equity_final
1,Base5,0,261.8490,8.892217,30.0752,36,72.2222,true,3.61848953
2,Base5,0,148.2337,5.292087,46.0983,33,66.6667,true,2.48233709
3,Base5,0,117.1843,4.902083,61.6003,27,59.2593,true,2.17184304
4,Base5,0,310.4019,8.304754,67.4043,23,69.5652,true,4.10401852
5,Base5,0,398.1724,8.689983,58.4974,22,63.6364,true,4.98172394
6,Base5,0,155.7798,6.485364,58.7746,20,65.0000,true,2.55779824
7,Base5,0,377.1785,8.844271,50.1785,19,57.8947,true,4.77178482
8,Base5,0,278.7627,7.776234,58.7918,17,52.9412,true,3.78762678
9,Base5,0,312.0690,7.953978,54.5961,17,52.9412,true,4.12068965
10,Base5,0,211.4631,7.420797,54.5961,17,52.9412,true,3.11463119
11,Base5,0,82.7241,5.712940,54.5961,16,62.5000,true,1.82724144
12,Base5,0,379.5913,9.479158,54.5961,14,57.1429,true,4.79591349
13,Base5,0,330.3710,10.067816,54.5961,14,57.1429,true,4.30371032
14,Base5,0,307.1851,9.228554,54.5961,14,57.1429,true,4.07185061
15,Base5,0,149.9929,7.168765,54.5961,14,50.0000,true,2.49992913
16,Base5,0,563.9767,10.784926,54.5961,14,57.1429,true,6.63976719
17,Base5,0,433.8661,11.025223,52.2376,12,66.6667,true,5.33866077
18,Base5,0,314.4518,9.132751,52.2376,12,50.0000,true,4.14451794
19,Base5,0,417.4210,10.523100,52.2376,11,54.5455,true,5.17421031
20,Base5,0,139.7011,7.015279,52.2376,12,50.0000,true,2.39701084
21,Base5,0,113.8228,6.661498,52.2376,12,50.0000,true,2.13822801
22,Base5,0,109.2046,6.706512,52.2376,12,50.0000,true,2.09204622
23,Base5,0,102.6321,6.598082,52.2376,12,50.0000,true,2.02632060
24,Base5,0,221.1747,9.526896,52.2376,11,54.5455,true,3.21174668
25,Base5,0,208.4484,9.180868,52.2376,11,54.5455,true,3.08448423
26,Base5,0,904.0573,18.633985,20.7753,9,66.6667,true,10.04057275
27,Base5,0,573.1849,13.725100,20.7753,9,66.6667,true,6.73184898
28,Base5,0,729.6774,14.683001,20.7753,9,66.6667,true,8.29677376
29,Base5,0,597.2483,13.798782,20.7753,9,66.6667,true,6.97248345
30,Base5,0,570.9218,12.082263,24.0155,9,55.5556,true,6.70921827
31,Base5,0,420.6914,11.128798,40.2871,9,55.5556,true,5.20691374
32,Base5,0,494.8693,11.789053,23.5434,9,55.5556,true,5.94869295
33,Base5,0,434.1494,10.516550,27.0552,9,55.5556,true,5.34149442
34,Base5,0,527.6072,10.701773,20.7753,9,55.5556,true,6.27607203
35,Base5,0,459.1155,10.629915,20.7753,9,55.5556,true,5.59115458
36,Base5,0,470.0073,10.757447,20.7753,9,55.5556,true,5.70007328
37,Base5,0,516.8787,10.612400,20.7753,9,55.5556,true,6.16878722
38,Base5,0,453.8829,10.527446,20.7753,9,44.4444,true,5.53882909
39,Base5,0,607.3215,11.291099,20.7753,8,50.0000,true,7.07321529
40,Base5,0,608.3247,11.464800,20.7753,8,50.0000,true,7.08324650
41,Base5,0,574.6907,11.575883,20.7753,8,50.0000,true,6.74690725
42,Base5,0,574.0895,11.680344,20.7753,8,50.0000,true,6.74089499
43,Base5,0,547.6277,11.733136,20.7753,8,50.0000,true,6.47627713
44,Base5,0,539.8824,11.906660,20.7753,8,50.0000,true,6.39882402
45,Base5,0,506.7162,12.092833,20.7753,8,50.0000,true,6.06716212
46,Base5,0,461.3965,11.936747,20.7753,8,50.0000,true,5.61396481
47,Base5,0,481.1599,12.128341,20.9254,8,50.0000,true,5.81159884
48,Base5,0,461.0548,12.041490,24.4042,8,50.0000,true,5.61054767
49,Base5,0,455.8739,11.948317,24.4042,8,50.0000,true,5.55873905
50,Base5,0,862.1785,13.831766,20.7753,7,71.4286,true,9.62178534
51,Base5,0,855.6362,13.809991,20.7753,7,71.4286,true,9.55636248
52,Base5,0,843.7020,13.770591,20.7753,7,71.4286,true,9.43702019
53,Base5,0,853.4692,13.859753,20.7753,7,71.4286,true,9.53469233
54,Base5,0,781.4627,13.532881,20.7753,7,71.4286,true,8.81462659
55,Base5,0,788.9209,13.806513,20.7753,7,57.1429,true,8.88920922
56,Base5,0,775.2396,13.658218,20.7753,7,57.1429,true,8.75239553
57,Base5,0,859.3610,14.308943,20.7753,7,57.1429,true,9.59361008
58,Base5,0,852.0451,14.331142,20.7753,7,57.1429,true,9.52045072
59,Base5,0,879.1765,14.415980,20.7753,7,57.1429,true,9.79176455
60,Base5,0,793.7145,14.569638,20.7753,7,57.1429,true,8.93714511
61,Base5,0,735.6229,14.037188,20.7753,7,57.1429,true,8.35622880
62,Base5,0,724.5108,13.891562,20.7753,7,57.1429,true,8.24510795
63,Base5,0,825.7397,14.661878,20.7753,7,57.1429,true,9.25739719
64,Base5,0,801.8444,14.413479,20.7753,7,57.1429,true,9.01844362
65,Base5,0,798.0635,14.328488,20.7753,7,57.1429,true,8.98063459
66,Base5,0,766.6574,14.021303,20.7753,7,57.1429,true,8.66657419
67,Base5,0,792.0013,14.172443,20.7753,7,57.1429,true,8.92001289
68,Base5,0,804.8800,14.222691,20.7753,7,57.1429,true,9.04879992
69,Base5,0,811.7579,14.224863,20.7753,7,57.1429,true,9.11757874
70,Base5,0,862.8170,14.675510,20.7753,7,57.1429,true,9.62817026
71,Base5,0,923.2107,14.915055,20.7753,7,57.1429,true,10.23210696
72,Base5,0,1009.6335,15.797123,20.7753,6,66.6667,true,11.09633468
73,Base5,0,1000.7265,15.665467,20.7753,6,66.6667,true,11.00726497
74,Base5,0,952.8382,15.234820,20.7753,6,66.6667,true,10.52838157
75,Base5,0,989.1816,15.453320,20.7753,6,66.6667,true,10.89181554
76,Base5,0,987.7900,15.382055,20.7753,6,66.6667,true,10.87789999
77,Base5,0,1010.9499,15.498260,20.7753,6,66.6667,true,11.10949908
78,Base5,0,933.2673,14.849159,20.7753,6,66.6667,true,10.33267264
79,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
80,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
81,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
82,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
83,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
84,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
85,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
86,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
87,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
88,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
89,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
90,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
91,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
92,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
93,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
94,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
95,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
96,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
97,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
98,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
99,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
100,Base5,0,878.6758,14.379904,20.7753,6,66.6667,true,9.78675778
1,Base5,1,388.6254,4.949011,25.2084,26,53.8462,true,4.88625446
2,Base5,1,155.9682,5.025895,45.9308,24,54.1667,true,2.55968221
3,Base5,1,581.8734,7.719370,24.0382,19,63.1579,true,6.81873398
4,Base5,1,852.6772,7.580900,33.9697,16,75.0000,true,9.52677198
5,Base5,1,1205.5561,7.266152,14.9423,15,73.3333,true,13.05556119
6,Base5,1,570.2489,8.587133,24.0411,15,66.6667,true,6.70248907
7,Base5,1,518.5174,10.771394,25.2198,14,78.5714,true,6.18517415
8,Base5,1,172.3941,5.531730,43.2756,14,57.1429,true,2.72394140
9,Base5,1,625.8903,6.356527,33.4023,13,69.2308,true,7.25890265
10,Base5,1,456.5368,6.599591,33.4023,13,61.5385,true,5.56536833
11,Base5,1,433.9233,6.679362,33.4023,12,58.3333,true,5.33923300
12,Base5,1,925.6927,7.328820,11.7317,11,63.6364,true,10.25692709
13,Base5,1,634.2007,7.890228,12.8399,10,70.0000,true,7.34200679
14,Base5,1,552.2671,7.895108,16.5437,10,70.0000,true,6.52267112
15,Base5,1,490.6368,8.335451,12.8399,10,70.0000,true,5.90636846
16,Base5,1,515.2668,9.253843,12.8399,9,77.7778,true,6.15266768
17,Base5,1,539.3291,9.230585,12.8399,9,77.7778,true,6.39329126
18,Base5,1,489.5346,9.342495,12.8399,9,77.7778,true,5.89534603
19,Base5,1,522.8878,9.431222,12.8399,9,77.7778,true,6.22887809
20,Base5,1,552.3258,9.532624,12.8399,9,77.7778,true,6.52325772
21,Base5,1,515.6867,9.289878,12.8399,9,77.7778,true,6.15686672
22,Base5,1,515.8555,9.240350,12.8399,9,77.7778,true,6.15855453
23,Base5,1,521.0299,9.217305,12.8399,9,77.7778,true,6.21029927
24,Base5,1,519.3492,9.159751,12.8399,9,77.7778,true,6.19349170
25,Base5,1,537.6739,9.204218,12.8399,9,77.7778,true,6.37673854
26,Base5,1,519.6874,9.065879,12.8399,9,77.7778,true,6.19687375
27,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
28,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
29,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
30,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
31,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
32,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
33,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
34,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
35,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
36,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
37,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
38,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
39,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
40,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
41,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
42,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
43,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
44,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
45,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
46,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
47,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
48,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
49,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
50,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
51,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
52,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
53,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
54,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
55,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
56,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
57,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
58,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
59,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
60,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
61,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
62,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
63,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
64,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
65,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
66,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
67,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
68,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
69,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
70,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
71,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
72,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
73,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
74,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
75,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
76,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
77,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
78,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
79,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
80,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
81,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
82,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
83,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
84,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
85,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
86,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
87,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
88,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
89,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
90,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
91,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
92,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
93,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
94,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
95,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
96,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
97,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
98,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
99,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
100,Base5,1,497.8491,8.910121,12.8399,9,66.6667,true,5.97849080
1,Base5,2,50.0306,3.109681,27.3690,36,63.8889,true,1.50030565
2,Base5,2,91.5757,3.743024,25.0490,31,48.3871,true,1.91575655
3,Base5,2,374.9922,10.989312,10.7017,25,72.0000,true,4.74992157
4,Base5,2,143.2735,10.157247,13.0152,22,68.1818,true,2.43273452
5,Base5,2,225.7889,12.919702,17.1958,20,75.0000,true,3.25788884
6,Base5,2,258.8584,12.156555,19.9826,18,77.7778,true,3.58858385
7,Base5,2,407.2220,9.701281,25.0490,15,86.6667,true,5.07221961
8,Base5,2,301.5841,11.314695,10.1351,14,78.5714,true,4.01584090
9,Base5,2,317.5206,11.811785,10.1351,14,78.5714,true,4.17520606
10,Base5,2,294.8824,12.334072,13.8820,13,76.9231,true,3.94882376
11,Base5,2,214.6825,9.278209,16.3752,13,69.2308,true,3.14682491
12,Base5,2,213.4453,7.560992,25.0490,12,75.0000,true,3.13445289
13,Base5,2,451.8912,15.207367,2.5441,11,81.8182,true,5.51891177
14,Base5,2,384.8575,14.905216,4.8306,11,81.8182,true,4.84857468
15,Base5,2,364.3199,14.970691,4.8306,11,81.8182,true,4.64319934
16,Base5,2,395.2009,15.301680,4.8306,11,81.8182,true,4.95200907
17,Base5,2,254.9397,13.393719,12.6778,11,72.7273,true,3.54939651
18,Base5,2,223.1963,11.775994,11.4446,11,72.7273,true,3.23196309
19,Base5,2,346.1364,15.605990,10.1351,11,72.7273,true,4.46136402
20,Base5,2,349.1447,16.579304,10.1351,10,80.0000,true,4.49144688
21,Base5,2,268.3017,14.580428,12.3560,10,80.0000,true,3.68301705
22,Base5,2,251.0619,12.700230,12.3560,10,80.0000,true,3.51061897
23,Base5,2,281.5467,15.817866,12.3560,10,80.0000,true,3.81546694
24,Base5,2,233.8897,13.959435,12.3560,10,70.0000,true,3.33889704
25,Base5,2,144.5551,7.878041,16.3752,10,60.0000,true,2.44555086
26,Base5,2,121.2425,5.874873,25.0490,10,60.0000,true,2.21242480
27,Base5,2,185.0242,13.798522,12.3560,9,66.6667,true,2.85024155
28,Base5,2,193.4379,14.538494,12.3560,9,66.6667,true,2.93437917
29,Base5,2,172.4968,14.347065,12.3560,9,66.6667,true,2.72496838
30,Base5,2,158.0855,14.303819,12.3560,9,66.6667,true,2.58085489
31,Base5,2,164.6152,14.572815,12.3560,9,66.6667,true,2.64615230
32,Base5,2,174.8666,14.962538,12.3560,9,66.6667,true,2.74866636
33,Base5,2,175.3532,14.985837,12.3560,9,66.6667,true,2.75353207
34,Base5,2,171.1311,14.823012,12.3560,9,66.6667,true,2.71131137
35,Base5,2,169.2171,14.734938,12.3560,9,66.6667,true,2.69217076
36,Base5,2,181.9815,15.237261,12.3560,9,66.6667,true,2.81981478
37,Base5,2,197.9386,15.764329,12.3560,9,66.6667,true,2.97938625
38,Base5,2,199.9082,15.841215,12.3560,9,66.6667,true,2.99908193
39,Base5,2,200.3587,15.872773,12.3560,9,66.6667,true,3.00358660
40,Base5,2,214.7474,16.281225,12.3560,9,66.6667,true,3.14747441
41,Base5,2,215.5595,16.331380,12.3560,9,66.6667,true,3.15559462
42,Base5,2,210.6774,16.226052,12.3560,9,66.6667,true,3.10677383
43,Base5,2,209.8940,16.219985,12.3560,9,66.6667,true,3.09894043
44,Base5,2,223.2564,16.605658,12.3560,9,66.6667,true,3.23256368
45,Base5,2,215.8178,16.425106,12.3560,9,66.6667,true,3.15817764
46,Base5,2,189.3357,15.462695,12.3560,9,66.6667,true,2.89335725
47,Base5,2,189.1679,15.439628,12.3560,9,66.6667,true,2.89167854
48,Base5,2,198.9588,15.840696,12.3560,9,66.6667,true,2.98958839
49,Base5,2,206.8064,16.139781,12.3560,9,66.6667,true,3.06806407
50,Base5,2,232.2971,16.974419,12.3560,9,66.6667,true,3.32297081
51,Base5,2,216.5913,16.490768,12.3560,9,66.6667,true,3.16591318
52,Base5,2,224.0001,16.744739,12.3560,9,66.6667,true,3.24000060
53,Base5,2,227.6748,16.869095,12.3560,9,66.6667,true,3.27674821
54,Base5,2,214.6606,16.405977,12.3560,9,66.6667,true,3.14660554
55,Base5,2,223.0480,16.712602,12.3560,9,66.6667,true,3.23048006
56,Base5,2,226.6204,16.837009,12.3560,9,66.6667,true,3.26620358
57,Base5,2,223.3726,16.714243,12.3560,9,66.6667,true,3.23372612
58,Base5,2,209.1536,16.124662,12.3560,9,66.6667,true,3.09153557
59,Base5,2,212.8175,16.265404,12.3560,9,66.6667,true,3.12817521
60,Base5,2,207.9813,16.032474,12.3560,9,66.6667,true,3.07981331
61,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
62,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
63,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
64,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
65,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
66,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
67,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
68,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
69,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
70,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
71,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
72,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
73,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
74,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
75,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
76,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
77,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
78,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
79,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
80,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
81,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
82,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
83,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
84,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
85,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
86,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
87,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
88,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
89,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
90,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
91,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
92,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
93,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
94,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
95,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
96,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
97,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
98,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
99,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
100,Base5,2,204.3017,15.839107,12.3560,9,66.6667,true,3.04301677
1,Base5,3,71.3541,3.461842,29.6376,45,57.7778,true,1.71354127
2,Base5,3,120.1480,4.805379,28.4615,37,54.0541,true,2.20147968
3,Base5,3,169.6847,6.593934,19.3991,29,62.0690,true,2.69684685
4,Base5,3,104.8362,5.675191,21.1417,27,55.5556,true,2.04836201
5,Base5,3,97.4782,5.422785,31.0567,23,65.2174,true,1.97478246
6,Base5,3,79.8029,4.392519,39.4802,21,52.3810,true,1.79802917
7,Base5,3,25.3128,2.827973,45.7776,20,50.0000,true,1.25312752
8,Base5,3,222.3050,8.728969,37.2257,18,66.6667,true,3.22304989
9,Base5,3,38.3356,3.530522,53.4919,18,55.5556,true,1.38335621
10,Base5,3,-58.8679,-2.203971,75.8086,17,41.1765,false,0.41132072
11,Base5,3,13.2461,2.954314,60.2450,17,47.0588,true,1.13246061
12,Base5,3,68.7150,5.264204,40.2523,15,66.6667,true,1.68714979
13,Base5,3,-41.9000,-0.588665,65.6894,15,40.0000,false,0.58099998
14,Base5,3,-2.1954,2.097576,47.9818,14,50.0000,false,0.97804629
15,Base5,3,10.3803,2.743878,41.0007,14,50.0000,true,1.10380269
16,Base5,3,-22.8970,0.485369,51.1292,14,42.8571,false,0.77103038
17,Base5,3,10.3170,3.313503,55.5991,14,42.8571,true,1.10317001
18,Base5,3,177.3533,8.388076,41.2882,12,50.0000,true,2.77353343
19,Base5,3,156.8336,8.106914,41.2882,12,50.0000,true,2.56833633
20,Base5,3,21.1273,3.406216,42.0722,12,50.0000,true,1.21127334
21,Base5,3,21.1276,3.386459,41.2882,12,50.0000,true,1.21127571
22,Base5,3,-31.0040,-1.666341,59.7586,12,41.6667,false,0.68995993
23,Base5,3,-37.5948,-1.791102,65.3219,12,41.6667,false,0.62405160
24,Base5,3,-23.8246,-0.222563,59.2227,12,41.6667,false,0.76175366
25,Base5,3,-29.1690,-0.496904,60.6519,12,41.6667,false,0.70830992
26,Base5,3,-27.9402,-0.340184,59.5695,12,41.6667,false,0.72059837
27,Base5,3,-12.6185,0.942365,50.7319,11,45.4545,false,0.87381486
28,Base5,3,-24.8548,-0.364967,53.3567,11,45.4545,false,0.75145196
29,Base5,3,-29.2648,-0.806333,51.4526,11,45.4545,false,0.70735152
30,Base5,3,-37.3359,-1.359643,58.2653,11,45.4545,false,0.62664091
31,Base5,3,-35.2265,-0.392241,59.3692,11,45.4545,false,0.64773475
32,Base5,3,-38.8518,-1.080369,59.3692,11,45.4545,false,0.61148204
33,Base5,3,31.2021,4.404335,40.2523,10,60.0000,true,1.31202122
34,Base5,3,-40.6220,-0.602158,63.3801,11,45.4545,false,0.59377998
35,Base5,3,-40.7956,-0.636304,63.3801,11,45.4545,false,0.59204444
36,Base5,3,-33.6988,0.622924,63.5078,11,45.4545,false,0.66301221
37,Base5,3,-33.8364,0.632927,63.7107,11,45.4545,false,0.66163573
38,Base5,3,-37.0946,0.487554,65.6894,11,45.4545,false,0.62905413
39,Base5,3,17.4098,4.135491,40.2523,10,60.0000,true,1.17409769
40,Base5,3,7.5566,3.294372,40.2523,10,60.0000,true,1.07556626
41,Base5,3,-9.1854,2.020382,47.4297,10,50.0000,false,0.90814618
42,Base5,3,11.1656,3.741880,41.2882,10,50.0000,true,1.11165617
43,Base5,3,-0.5192,2.579233,41.2882,10,50.0000,false,0.99480843
44,Base5,3,-2.2809,2.382339,41.2882,10,50.0000,false,0.97719111
45,Base5,3,-10.4537,1.353656,41.2882,10,50.0000,false,0.89546344
46,Base5,3,-7.9286,1.690424,41.2882,10,50.0000,false,0.92071366
47,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
48,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
49,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
50,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
51,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
52,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
53,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
54,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
55,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
56,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
57,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
58,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
59,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
60,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
61,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
62,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
63,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
64,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
65,Base5,3,-33.4667,-2.355161,50.4570,10,50.0000,false,0.66533345
